Seed,Name,Perfection,Suit_Armour_Shield_Strength,Suit_Armour_Health
23216,Sodium Battery,0.5,,+33%
23217,Supercharged Bulwark,0.5,,+33%
23218,High-Frequency Bulwark,0.6,+91%,+33%
23219,Secondary Padding,0.5,,+33%
23220,High-Frequency Battery,0.1,+91%,
23221,Dioxite Armour,0.2,+92%,
23222,High-Frequency Lattice,0.5,,+33%
23223,Secondary Polariser,0.9,+94%,+33%
23224,Sodium Armour,0.4,+94%,
23225,Supercharged Battery,0.5,,+33%
23226,High-Frequency Grafts,0.7,+92%,+33%
23227,Dioxite Grafts,0.0,+90%,
23228,Sodium Buffer,0.5,,+33%
23229,High-Frequency Shield,0.3,+93%,
23230,Sodium Bulwark,0.5,,+33%
23231,Supercharged Padding,0.1,+91%,
23232,Sodium Grafts,0.5,,+33%
23233,Sodium Battery,0.5,,+33%
23234,High-Frequency Resonator,0.5,,+33%
23235,Sodium Shield,0.5,,+33%
23236,Sodium Polariser,0.4,+94%,
23237,Secondary Grafts,0.5,,+33%
23238,Secondary Resonator,0.5,,+33%
23239,Secondary Resonator,0.3,+93%,
23240,High-Frequency Padding,0.5,,+33%
23241,Dioxite Grafts,0.5,,+33%
23242,Secondary Buffer,0.4,+94%,
23243,Dioxite Lattice,0.4,+94%,
23244,Sodium Lattice,0.9,+94%,+33%
23245,High-Frequency Bulwark,0.8,+93%,+33%
23246,Sodium Buffer,0.4,+94%,
23247,Secondary Bulwark,0.0,+90%,
23248,Sodium Battery,0.4,+94%,
23249,Sodium Grafts,0.5,,+33%
23250,Sodium Grafts,0.5,,+33%
23251,Dioxite Resonator,0.3,+93%,
23252,Dioxite Padding,0.0,+90%,
23253,Supercharged Battery,0.1,+91%,
23254,Dioxite Lattice,0.5,,+33%
23255,Secondary Padding,0.5,,+33%
23256,High-Frequency Buffer,0.1,+91%,
23257,High-Frequency Grafts,0.5,,+33%
23258,Dioxite Buffer,0.5,,+33%
23259,Secondary Bulwark,0.3,+93%,
23260,Secondary Buffer,0.4,+94%,
23261,Secondary Polariser,0.5,,+33%
23262,Secondary Resonator,0.5,,+33%
23263,High-Frequency Resonator,0.9,+94%,+33%
23264,Dioxite Polariser,0.3,+93%,
23265,Supercharged Grafts,0.5,,+33%
23266,Sodium Battery,0.9,+94%,+33%
23267,High-Frequency Resonator,0.7,+92%,+33%
23268,Secondary Padding,0.7,+92%,+33%
23269,Dioxite Padding,0.5,,+33%
23270,Secondary Shield,0.5,,+33%
23271,Secondary Grafts,0.4,+94%,
23272,Dioxite Buffer,0.4,+94%,
23273,Sodium Grafts,0.4,+94%,
23274,High-Frequency Polariser,0.4,+94%,
23275,Dioxite Padding,0.2,+92%,
23276,Sodium Polariser,0.4,+94%,
23277,Secondary Polariser,0.5,,+33%
23278,Sodium Bulwark,0.5,,+33%
23279,Sodium Bulwark,0.5,,+33%
23280,Sodium Armour,0.5,+90%,+33%
23281,Sodium Armour,0.5,,+33%
23282,Secondary Armour,0.4,+94%,
23283,High-Frequency Shield,0.1,+91%,
23284,Dioxite Padding,0.5,,+33%
23285,Sodium Resonator,0.5,,+33%
23286,Sodium Armour,0.4,+94%,
23287,Secondary Grafts,0.5,,+33%
23288,High-Frequency Padding,0.5,,+33%
23289,Sodium Resonator,0.9,+94%,+33%
23290,Sodium Lattice,0.1,+91%,
23291,Dioxite Padding,0.5,,+33%
23292,Secondary Bulwark,0.4,+94%,
23293,Supercharged Lattice,0.9,+94%,+33%
23294,Supercharged Grafts,0.4,+94%,
23295,Sodium Grafts,0.5,,+33%
23296,High-Frequency Grafts,0.3,+93%,
23297,High-Frequency Buffer,0.7,+92%,+33%
23298,High-Frequency Resonator,0.9,+94%,+33%
23299,Supercharged Armour,0.4,+94%,
23300,Sodium Polariser,0.5,,+33%
23301,Dioxite Shield,0.4,+94%,
23302,Sodium Polariser,0.9,+94%,+33%
23303,High-Frequency Resonator,0.2,+92%,
23304,Supercharged Battery,0.4,+94%,
23305,Supercharged Resonator,0.5,,+33%
23306,Supercharged Grafts,0.5,,+33%
23307,Supercharged Resonator,0.7,+92%,+33%
23308,Sodium Polariser,0.1,+91%,
23309,Secondary Resonator,0.5,,+33%
23310,Dioxite Lattice,0.2,+92%,
23311,Sodium Armour,0.5,,+33%
23312,Dioxite Grafts,0.5,,+33%
23313,Supercharged Shield,0.4,+94%,
23314,Supercharged Buffer,0.9,+94%,+33%
23315,High-Frequency Armour,0.5,,+33%
23316,High-Frequency Padding,0.6,+91%,+33%
23317,Secondary Grafts,0.7,+92%,+33%
23318,Secondary Grafts,0.5,,+33%
23319,High-Frequency Bulwark,0.5,,+33%
23320,Supercharged Battery,0.4,+94%,
23321,High-Frequency Bulwark,0.5,,+33%
23322,Sodium Padding,0.4,+94%,
23323,Secondary Armour,0.5,,+33%
23324,Secondary Armour,0.5,,+33%
23325,Secondary Battery,0.4,+94%,
23326,Secondary Battery,0.5,,+33%
23327,Secondary Buffer,0.5,,+33%
23328,High-Frequency Padding,0.1,+91%,
23329,Sodium Armour,0.0,+90%,
23330,Supercharged Shield,0.2,+92%,
23331,Dioxite Grafts,0.5,,+33%
23332,Secondary Buffer,0.9,+94%,+33%
23333,Secondary Shield,0.5,,+33%
23334,Secondary Grafts,0.5,,+33%
23335,Secondary Armour,0.5,,+33%
23336,Dioxite Lattice,0.5,,+33%
23337,High-Frequency Polariser,0.5,,+33%
23338,Supercharged Shield,0.5,,+33%
23339,Secondary Grafts,0.4,+94%,
23340,Dioxite Bulwark,0.9,+94%,+33%
23341,Supercharged Buffer,0.5,+95%,
23342,Sodium Bulwark,0.4,+94%,
23343,Supercharged Resonator,0.5,,+33%
23344,Dioxite Buffer,0.0,+90%,
23345,Sodium Shield,0.3,+93%,
23346,Sodium Armour,0.5,,+33%
23347,Supercharged Bulwark,0.5,,+33%
23348,Secondary Padding,0.5,,+33%
23349,Sodium Lattice,0.8,+93%,+33%
23350,High-Frequency Buffer,0.4,+94%,
23351,Supercharged Buffer,0.4,+94%,
23352,Dioxite Grafts,0.5,,+33%
23353,Supercharged Resonator,0.9,+94%,+33%
23354,Dioxite Padding,0.5,,+33%
23355,Sodium Bulwark,0.5,,+33%
23356,Dioxite Buffer,0.5,,+33%
23357,Supercharged Grafts,0.5,,+33%
23358,Dioxite Polariser,0.5,,+33%
23359,Supercharged Lattice,0.1,+91%,
23360,Supercharged Bulwark,0.5,+90%,+33%
23361,Dioxite Padding,0.5,,+33%
23362,Supercharged Bulwark,0.5,,+33%
23363,Secondary Padding,0.5,,+33%
23364,Dioxite Grafts,0.4,+94%,
23365,Secondary Armour,0.4,+94%,
23366,Sodium Battery,0.5,,+33%
23367,Supercharged Lattice,0.5,,+33%
23368,Dioxite Armour,0.5,,+33%
23369,High-Frequency Lattice,0.5,,+33%
23370,Secondary Resonator,0.1,+91%,
23371,Supercharged Armour,0.5,,+33%
23372,Supercharged Resonator,0.2,+92%,
23373,Dioxite Bulwark,0.5,,+33%
23374,Secondary Buffer,0.7,+92%,+33%
23375,Sodium Buffer,0.1,+91%,
23376,High-Frequency Shield,0.5,,+33%
23377,Sodium Armour,0.2,+92%,
23378,Supercharged Shield,0.2,+92%,
23379,Secondary Battery,0.5,,+33%
23380,Secondary Grafts,0.0,+90%,
23381,Secondary Battery,0.4,+94%,
23382,Supercharged Battery,0.5,+90%,+33%
23383,Secondary Padding,0.5,,+33%
23384,Sodium Shield,0.5,,+33%
23385,Sodium Resonator,0.5,,+33%
23386,High-Frequency Grafts,0.2,+92%,
23387,Secondary Padding,0.5,,+33%
23388,Dioxite Polariser,0.9,+94%,+33%
23389,Supercharged Battery,0.3,+93%,
23390,Secondary Armour,0.0,+90%,
23391,Secondary Padding,0.5,,+33%
23392,Supercharged Bulwark,0.4,+94%,
23393,Dioxite Polariser,0.5,,+33%
23394,Supercharged Polariser,0.5,,+33%
23395,Secondary Armour,0.5,,+33%
23396,Dioxite Grafts,0.7,+92%,+33%
23397,Supercharged Padding,0.5,,+33%
23398,High-Frequency Polariser,0.2,+92%,
23399,Supercharged Lattice,0.2,+92%,
23400,High-Frequency Buffer,0.4,+94%,
23401,Dioxite Battery,0.1,+91%,
23402,High-Frequency Polariser,0.5,,+33%
23403,Dioxite Shield,0.0,+90%,
23404,Supercharged Padding,0.6,+91%,+33%
23405,High-Frequency Shield,0.5,,+33%
23406,Secondary Shield,0.6,+91%,+33%
23407,Secondary Resonator,0.5,,+33%
23408,High-Frequency Battery,0.2,+92%,
23409,High-Frequency Resonator,0.5,,+33%
23410,Secondary Bulwark,0.0,+90%,
23411,Secondary Grafts,0.5,,+33%
23412,Supercharged Polariser,0.4,+94%,
23413,High-Frequency Buffer,0.2,+92%,
23414,Supercharged Padding,0.2,+92%,
23415,High-Frequency Buffer,0.5,,+33%
23416,Supercharged Grafts,0.5,,+33%
23417,Supercharged Padding,0.4,+94%,
23418,Sodium Padding,0.5,+90%,+33%
23419,Secondary Battery,0.6,+91%,+33%
23420,Sodium Polariser,0.0,+90%,
23421,High-Frequency Polariser,0.9,+94%,+33%
23422,Supercharged Lattice,0.3,+93%,
23423,High-Frequency Armour,0.0,+90%,
23424,High-Frequency Resonator,0.4,+94%,
23425,Supercharged Resonator,0.5,,+33%
23426,Sodium Shield,0.8,+93%,+33%
23427,Secondary Padding,0.5,,+33%
23428,Dioxite Lattice,0.5,+90%,+33%
23429,Sodium Bulwark,0.5,,+33%
23430,Supercharged Bulwark,0.5,,+33%
23431,High-Frequency Armour,0.5,,+33%
23432,Supercharged Resonator,0.1,+91%,
23433,Supercharged Bulwark,0.5,,+33%
23434,Secondary Armour,0.5,,+33%
23435,Supercharged Padding,0.1,+91%,
23436,Supercharged Padding,0.5,,+33%
23437,Supercharged Buffer,0.9,+94%,+33%
23438,Dioxite Buffer,0.5,,+33%
23439,Secondary Padding,0.9,+94%,+33%
23440,Dioxite Grafts,0.1,+91%,
23441,Sodium Polariser,0.4,+94%,
23442,Dioxite Bulwark,0.3,+93%,
23443,High-Frequency Buffer,0.4,+94%,
23444,Secondary Bulwark,0.9,+94%,+33%
23445,Secondary Padding,0.5,,+33%
23446,High-Frequency Padding,0.5,,+33%
23447,Supercharged Armour,0.4,+94%,
23448,Sodium Grafts,0.8,+93%,+33%
23449,High-Frequency Resonator,0.5,,+33%
23450,Sodium Lattice,0.2,+92%,
23451,Dioxite Shield,0.4,+94%,
23452,Dioxite Lattice,0.5,,+33%
23453,High-Frequency Resonator,0.4,+94%,
23454,Dioxite Grafts,0.4,+94%,
23455,Dioxite Padding,0.2,+92%,
23456,Dioxite Armour,0.4,+94%,
23457,Sodium Armour,0.5,,+33%
23458,Supercharged Resonator,0.5,,+33%
23459,High-Frequency Bulwark,0.8,+93%,+33%
23460,Secondary Buffer,0.7,+92%,+33%
23461,Dioxite Battery,0.5,,+33%
23462,Sodium Resonator,0.5,,+33%
23463,Sodium Lattice,0.0,+90%,
23464,Secondary Buffer,0.4,+94%,
23465,Supercharged Buffer,0.5,,+33%
23466,Dioxite Polariser,0.6,+91%,+33%
23467,Dioxite Buffer,0.4,+94%,
23468,Dioxite Battery,0.9,+94%,+33%
23469,High-Frequency Polariser,0.5,,+33%
23470,Secondary Lattice,0.5,,+33%
23471,Secondary Shield,0.5,,+33%
23472,Sodium Bulwark,0.7,+92%,+33%
23473,Supercharged Grafts,0.5,,+33%
23474,Sodium Battery,0.5,,+33%
23475,Sodium Bulwark,0.5,,+33%
23476,Secondary Padding,0.9,+94%,+33%
23477,Dioxite Padding,0.6,+91%,+33%
23478,High-Frequency Buffer,0.4,+94%,
23479,Dioxite Polariser,0.5,,+33%
23480,High-Frequency Lattice,0.5,,+33%
23481,Secondary Padding,0.4,+94%,
23482,Secondary Bulwark,0.3,+93%,
23483,Supercharged Lattice,0.4,+94%,
23484,Sodium Shield,0.2,+92%,
23485,Sodium Resonator,0.5,,+33%
23486,Supercharged Battery,0.5,,+33%
23487,Supercharged Battery,0.3,+93%,
23488,Dioxite Buffer,0.3,+93%,
23489,Secondary Battery,0.4,+94%,
23490,Supercharged Buffer,0.5,,+33%
23491,Secondary Armour,0.9,+94%,+33%
23492,Dioxite Battery,0.5,,+33%
23493,Supercharged Armour,0.9,+94%,+33%
23494,Secondary Buffer,0.3,+93%,
23495,High-Frequency Resonator,0.5,,+33%
23496,Secondary Lattice,0.4,+94%,
23497,Secondary Grafts,0.3,+93%,
23498,Dioxite Shield,0.3,+93%,
23499,Sodium Battery,0.5,,+33%
23500,Secondary Grafts,0.9,+94%,+33%
23501,Secondary Lattice,0.3,+93%,
23502,High-Frequency Resonator,0.5,,+33%
23503,Secondary Bulwark,0.9,+94%,+33%
23504,Secondary Battery,0.2,+92%,
23505,Supercharged Buffer,0.5,,+33%
23506,Secondary Lattice,0.5,,+33%
23507,Sodium Resonator,0.5,,+33%
23508,High-Frequency Shield,0.9,+94%,+33%
23509,Secondary Resonator,0.5,,+33%
23510,Sodium Resonator,0.5,,+33%
23511,Sodium Resonator,0.5,,+33%
23512,Dioxite Bulwark,0.0,+90%,
23513,Supercharged Polariser,0.5,,+33%
23514,Supercharged Armour,0.2,+92%,
23515,Sodium Armour,0.9,+94%,+33%
23516,Supercharged Bulwark,0.3,+93%,
23517,Dioxite Padding,0.4,+94%,
23518,Sodium Resonator,0.5,,+33%
23519,Sodium Buffer,0.5,,+33%
23520,Supercharged Shield,0.4,+94%,
23521,Supercharged Grafts,0.5,,+33%
23522,Sodium Battery,0.5,,+33%
23523,High-Frequency Armour,0.5,,+33%
23524,Dioxite Padding,0.3,+93%,
23525,High-Frequency Resonator,0.9,+94%,+33%
23526,High-Frequency Lattice,0.5,,+33%
23527,High-Frequency Buffer,0.8,+93%,+33%
23528,Sodium Padding,0.5,,+33%
23529,Supercharged Battery,0.9,+94%,+33%
23530,Supercharged Shield,0.2,+92%,
23531,Dioxite Lattice,0.4,+94%,
23532,Secondary Padding,0.5,,+33%
23533,Secondary Grafts,0.5,,+33%
23534,Supercharged Polariser,0.5,,+33%
23535,Supercharged Armour,0.2,+92%,
23536,Sodium Lattice,0.9,+94%,+33%
23537,Sodium Armour,0.6,+91%,+33%
23538,Supercharged Padding,0.4,+94%,
23539,Dioxite Grafts,0.5,,+33%
23540,Sodium Lattice,0.0,+90%,
23541,Dioxite Battery,0.5,,+33%
23542,High-Frequency Buffer,0.4,+94%,
23543,Supercharged Bulwark,0.9,+94%,+33%
23544,Secondary Shield,0.4,+94%,
23545,Sodium Resonator,0.5,,+33%
23546,Dioxite Bulwark,0.5,,+33%
23547,Sodium Buffer,0.3,+93%,
23548,Dioxite Battery,0.5,,+33%
23549,Secondary Shield,0.5,,+33%
23550,Dioxite Lattice,0.7,+92%,+33%
23551,Supercharged Battery,0.5,,+33%
23552,Dioxite Resonator,0.4,+94%,
23553,Sodium Grafts,0.5,,+33%
23554,Supercharged Padding,0.0,+90%,
23555,Sodium Shield,0.4,+94%,
23556,Sodium Polariser,0.5,,+33%
23557,Supercharged Battery,0.4,+94%,
23558,Supercharged Buffer,0.9,+94%,+33%
23559,Secondary Battery,0.3,+93%,
23560,High-Frequency Grafts,0.4,+94%,
23561,Supercharged Resonator,0.2,+92%,
23562,High-Frequency Polariser,0.5,,+33%
23563,High-Frequency Padding,0.5,,+33%
23564,High-Frequency Buffer,0.5,,+33%
23565,Supercharged Battery,0.4,+94%,
23566,High-Frequency Resonator,0.5,,+33%
23567,Secondary Lattice,0.4,+94%,
23568,Dioxite Battery,0.4,+94%,
23569,Sodium Buffer,0.5,,+33%
23570,Secondary Grafts,0.1,+91%,
23571,Dioxite Armour,0.5,,+33%
23572,Secondary Shield,0.2,+92%,
23573,High-Frequency Polariser,0.5,,+33%
23574,Secondary Shield,0.5,,+33%
23575,Dioxite Resonator,0.4,+94%,
23576,Dioxite Padding,0.5,,+33%
23577,Dioxite Armour,0.7,+92%,+33%
23578,Dioxite Armour,0.0,+90%,
23579,Secondary Shield,0.2,+92%,
23580,High-Frequency Armour,0.6,+91%,+33%
23581,Supercharged Resonator,0.5,,+33%
23582,Dioxite Polariser,0.9,+94%,+33%
23583,Dioxite Battery,0.8,+93%,+33%
23584,Secondary Grafts,0.4,+94%,
23585,High-Frequency Battery,0.5,,+33%
23586,Sodium Battery,0.4,+94%,
23587,Supercharged Lattice,0.9,+94%,+33%
23588,Dioxite Resonator,0.5,,+33%
23589,Supercharged Buffer,0.5,,+33%
23590,High-Frequency Lattice,0.5,,+33%
23591,Supercharged Polariser,0.5,,+33%
23592,Secondary Grafts,0.5,,+33%
23593,Sodium Battery,0.5,,+33%
23594,Sodium Shield,0.5,,+33%
23595,Dioxite Bulwark,0.9,+94%,+33%
23596,High-Frequency Battery,0.5,,+33%
23597,High-Frequency Grafts,0.5,,+33%
23598,Dioxite Bulwark,0.3,+93%,
23599,Supercharged Grafts,0.5,,+33%
23600,Dioxite Bulwark,0.5,,+33%
23601,Secondary Buffer,0.7,+92%,+33%
23602,Dioxite Padding,0.3,+93%,
23603,Secondary Polariser,0.5,,+33%
23604,Supercharged Polariser,0.5,,+33%
23605,High-Frequency Resonator,0.4,+94%,
23606,Secondary Battery,0.5,,+33%
23607,High-Frequency Polariser,0.0,+90%,
23608,Secondary Buffer,0.5,,+33%
23609,Dioxite Lattice,0.5,,+33%
23610,Secondary Padding,0.5,+90%,+33%
23611,Dioxite Grafts,0.5,,+33%
23612,Supercharged Lattice,0.5,,+33%
23613,Dioxite Battery,0.2,+92%,
23614,High-Frequency Grafts,0.2,+92%,
23615,Dioxite Battery,0.5,,+33%
23616,Supercharged Battery,0.5,,+33%
23617,Dioxite Resonator,0.5,,+33%
23618,Dioxite Padding,0.4,+94%,
23619,Sodium Polariser,0.7,+92%,+33%
23620,High-Frequency Armour,0.1,+91%,
23621,High-Frequency Grafts,0.8,+93%,+33%
23622,Supercharged Shield,0.2,+92%,
23623,High-Frequency Grafts,0.5,,+33%
23624,Dioxite Battery,0.4,+94%,
23625,Supercharged Resonator,0.8,+93%,+33%
23626,Sodium Grafts,0.5,,+33%
23627,Secondary Padding,0.5,,+33%
23628,Secondary Armour,0.5,,+33%
23629,Supercharged Grafts,0.4,+94%,
23630,High-Frequency Resonator,0.5,,+33%
23631,Sodium Polariser,0.5,,+33%
23632,Supercharged Buffer,0.8,+93%,+33%
23633,High-Frequency Padding,0.3,+93%,
23634,Supercharged Resonator,0.5,,+33%
23635,Sodium Grafts,0.2,+92%,
23636,High-Frequency Shield,0.4,+94%,
23637,Dioxite Shield,0.4,+94%,
23638,Supercharged Battery,0.5,,+33%
23639,Dioxite Battery,0.5,,+33%
23640,Dioxite Polariser,0.9,+94%,+33%
23641,High-Frequency Resonator,0.0,+90%,
23642,Dioxite Polariser,0.5,,+33%
23643,Dioxite Polariser,0.0,+90%,
23644,Secondary Shield,0.7,+92%,+33%
23645,High-Frequency Armour,0.5,,+33%
23646,Secondary Buffer,0.5,,+33%
23647,Sodium Polariser,0.6,+91%,+33%
23648,Sodium Lattice,0.4,+94%,
23649,Supercharged Bulwark,0.4,+94%,
23650,Sodium Bulwark,0.5,,+33%
23651,Dioxite Grafts,0.5,,+33%
23652,Sodium Bulwark,0.5,,+33%
23653,Sodium Padding,0.4,+94%,
23654,High-Frequency Battery,0.3,+93%,
23655,High-Frequency Buffer,0.3,+93%,
23656,High-Frequency Polariser,0.4,+94%,
23657,High-Frequency Armour,0.5,,+33%
23658,Dioxite Battery,0.3,+93%,
23659,Supercharged Resonator,0.5,,+33%
23660,High-Frequency Bulwark,0.3,+93%,
23661,High-Frequency Buffer,0.8,+93%,+33%
23662,High-Frequency Battery,0.3,+93%,
23663,Sodium Buffer,0.5,,+33%
23664,Secondary Battery,0.9,+94%,+33%
23665,Secondary Polariser,0.0,+90%,
23666,Dioxite Polariser,0.5,,+33%
23667,Sodium Grafts,0.5,,+33%
23668,Dioxite Battery,0.4,+94%,
23669,Dioxite Grafts,0.4,+94%,
23670,Secondary Lattice,0.3,+93%,
23671,Sodium Resonator,0.4,+94%,
23672,Supercharged Padding,0.5,,+33%
23673,High-Frequency Battery,0.2,+92%,
23674,Supercharged Shield,0.5,,+33%
23675,Supercharged Battery,0.5,,+33%
23676,Secondary Grafts,0.5,,+33%
23677,Secondary Grafts,0.5,,+33%
23678,Supercharged Resonator,0.4,+94%,
23679,Secondary Shield,0.4,+94%,
23680,Supercharged Polariser,0.5,,+33%
23681,High-Frequency Battery,0.3,+93%,
23682,Supercharged Polariser,0.5,,+33%
23683,Sodium Armour,0.9,+94%,+33%
23684,Dioxite Bulwark,0.5,,+33%
23685,Supercharged Buffer,0.5,+90%,+33%
23686,Supercharged Polariser,0.5,,+33%
23687,Sodium Armour,0.5,,+33%
23688,Sodium Shield,0.4,+94%,
23689,Supercharged Shield,0.1,+91%,
23690,Dioxite Grafts,0.5,,+33%
23691,Dioxite Padding,0.5,,+33%
23692,Sodium Grafts,0.5,,+33%
23693,Dioxite Polariser,0.9,+94%,+33%
23694,High-Frequency Padding,0.5,,+33%
23695,Sodium Bulwark,0.5,,+33%
23696,Supercharged Resonator,0.5,,+33%
23697,Secondary Armour,0.5,,+33%
23698,Sodium Battery,0.5,,+33%
23699,Supercharged Buffer,0.2,+92%,
23700,Dioxite Resonator,0.2,+92%,
23701,Secondary Polariser,0.4,+94%,
23702,Sodium Armour,0.5,,+33%
23703,High-Frequency Padding,0.5,,+33%
23704,Dioxite Padding,0.9,+94%,+33%
23705,Sodium Padding,0.5,,+33%
23706,High-Frequency Resonator,0.5,,+33%
23707,Supercharged Battery,0.5,,+33%
23708,Secondary Shield,0.4,+94%,
23709,Supercharged Bulwark,0.5,,+33%
23710,Sodium Grafts,0.2,+92%,
23711,Supercharged Bulwark,0.2,+92%,
23712,Sodium Grafts,0.5,,+33%
23713,High-Frequency Battery,0.9,+94%,+33%
23714,Sodium Bulwark,0.4,+94%,
23715,Sodium Polariser,0.8,+93%,+33%
23716,Secondary Lattice,0.5,,+33%
23717,Sodium Bulwark,0.8,+93%,+33%
23718,Sodium Resonator,0.5,,+33%
23719,Sodium Polariser,0.5,,+33%
23720,High-Frequency Padding,0.5,,+33%
23721,Sodium Grafts,0.5,,+33%
23722,Supercharged Grafts,0.8,+93%,+33%
23723,Sodium Padding,0.1,+91%,
23724,Secondary Bulwark,0.3,+93%,
23725,High-Frequency Shield,0.1,+91%,
23726,Supercharged Battery,0.5,,+33%
23727,Dioxite Bulwark,0.5,,+33%
23728,Sodium Bulwark,0.4,+94%,
23729,Supercharged Bulwark,0.2,+92%,
23730,Sodium Resonator,0.1,+91%,
23731,Sodium Grafts,0.2,+92%,
23732,High-Frequency Battery,0.2,+92%,
23733,Dioxite Battery,0.5,,+33%
23734,High-Frequency Battery,0.1,+91%,
23735,Supercharged Resonator,0.5,,+33%
23736,Dioxite Shield,0.5,,+33%
23737,High-Frequency Armour,0.3,+93%,
23738,Secondary Grafts,0.5,,+33%
23739,Supercharged Padding,0.3,+93%,
23740,Supercharged Padding,0.5,,+33%
23741,High-Frequency Bulwark,0.5,,+33%
23742,Supercharged Shield,0.4,+94%,
23743,Supercharged Buffer,0.4,+94%,
23744,Secondary Armour,0.5,,+33%
23745,Secondary Armour,0.4,+94%,
23746,Secondary Buffer,0.9,+94%,+33%
23747,Secondary Buffer,0.5,,+33%
23748,Dioxite Lattice,0.4,+94%,
23749,High-Frequency Buffer,0.5,,+33%
23750,Supercharged Polariser,0.4,+94%,
23751,Secondary Bulwark,0.3,+93%,
23752,Sodium Lattice,0.9,+94%,+33%
23753,Secondary Battery,0.5,,+33%
23754,Sodium Bulwark,0.5,,+33%
23755,Sodium Buffer,0.8,+93%,+33%
23756,High-Frequency Armour,0.5,,+33%
23757,High-Frequency Shield,0.4,+94%,
23758,Supercharged Armour,0.5,,+33%
23759,Sodium Battery,0.3,+93%,
23760,Supercharged Polariser,0.4,+94%,
23761,Dioxite Bulwark,0.0,+90%,
23762,Secondary Resonator,0.5,,+33%
23763,Supercharged Armour,0.9,+94%,+33%
23764,Supercharged Buffer,0.1,+91%,
23765,High-Frequency Shield,0.5,,+33%
23766,Secondary Shield,0.5,,+33%
23767,Sodium Resonator,0.5,,+33%
23768,Supercharged Lattice,0.3,+93%,
23769,Sodium Padding,0.5,,+33%
23770,Dioxite Battery,0.5,,+33%
23771,Secondary Polariser,0.5,,+33%
23772,Dioxite Buffer,0.9,+94%,+33%
23773,Supercharged Battery,0.4,+94%,
23774,Secondary Buffer,0.5,,+33%
23775,Secondary Polariser,0.9,+94%,+33%
23776,High-Frequency Armour,0.5,,+33%
23777,Sodium Padding,0.5,+90%,+33%
23778,Supercharged Bulwark,0.1,+91%,
23779,Dioxite Armour,0.9,+94%,+33%
23780,Supercharged Grafts,0.4,+94%,
23781,Sodium Battery,0.5,,+33%
23782,High-Frequency Lattice,0.5,,+33%
23783,Sodium Polariser,0.5,,+33%
23784,Sodium Shield,0.5,,+33%
23785,Dioxite Armour,0.4,+94%,
23786,Secondary Shield,0.4,+94%,
23787,High-Frequency Resonator,0.5,,+33%
23788,Secondary Bulwark,0.5,,+33%
23789,Secondary Lattice,0.5,,+33%
23790,Secondary Armour,0.5,,+33%
23791,Supercharged Buffer,0.5,,+33%
23792,Dioxite Buffer,0.3,+93%,
23793,Sodium Polariser,0.4,+94%,
23794,Supercharged Bulwark,0.5,,+33%
23795,Dioxite Battery,0.5,,+33%
23796,Supercharged Padding,0.4,+94%,
23797,Secondary Buffer,0.5,,+33%
23798,Dioxite Buffer,0.4,+94%,
23799,High-Frequency Battery,0.8,+93%,+33%
23800,Secondary Shield,0.0,+90%,
23801,Sodium Shield,0.9,+94%,+33%
23802,Dioxite Armour,0.5,,+33%
23803,Supercharged Bulwark,0.5,,+33%
23804,High-Frequency Bulwark,0.5,,+33%
23805,Dioxite Shield,0.7,+92%,+33%
23806,Secondary Lattice,0.3,+93%,
23807,Supercharged Resonator,0.1,+91%,
23808,Sodium Armour,0.2,+92%,
23809,Supercharged Bulwark,0.1,+91%,
23810,Secondary Bulwark,0.4,+94%,
23811,Dioxite Bulwark,0.8,+93%,+33%
23812,Dioxite Bulwark,0.5,,+33%
23813,Secondary Polariser,0.4,+94%,
23814,High-Frequency Armour,0.4,+94%,
23815,Dioxite Shield,0.9,+94%,+33%
23816,Secondary Lattice,0.5,,+33%
23817,Dioxite Bulwark,0.9,+94%,+33%
23818,High-Frequency Polariser,0.3,+93%,
23819,Sodium Lattice,0.3,+93%,
23820,Sodium Buffer,0.5,,+33%
23821,Secondary Shield,0.1,+91%,
23822,Supercharged Polariser,0.1,+91%,
23823,Sodium Shield,0.1,+91%,
23824,Secondary Armour,0.4,+94%,
23825,Sodium Battery,0.5,,+33%
23826,Supercharged Bulwark,0.5,,+33%
23827,Supercharged Battery,0.4,+94%,
23828,High-Frequency Lattice,0.5,,+33%
23829,Sodium Shield,0.5,,+33%
23830,Sodium Shield,0.5,,+33%
23831,Dioxite Shield,0.4,+94%,
23832,Supercharged Armour,0.3,+93%,
23833,Secondary Resonator,0.3,+93%,
23834,Dioxite Bulwark,0.5,,+33%
23835,Supercharged Armour,0.5,+90%,+33%
23836,Sodium Padding,0.1,+91%,
23837,Dioxite Resonator,0.5,,+33%
23838,Dioxite Padding,0.4,+94%,
23839,Supercharged Lattice,0.5,,+33%
23840,Secondary Padding,0.5,,+33%
23841,Supercharged Resonator,0.1,+91%,
23842,High-Frequency Bulwark,0.7,+92%,+33%
23843,Secondary Bulwark,0.5,,+33%
23844,Sodium Padding,0.5,,+33%
23845,Supercharged Grafts,0.9,+94%,+33%
23846,Secondary Armour,0.5,,+33%
23847,High-Frequency Lattice,0.5,,+33%
23848,Dioxite Shield,0.5,,+33%
23849,High-Frequency Lattice,0.9,+94%,+33%
23850,High-Frequency Bulwark,0.5,,+33%
