sep=,
Seed,Name,Perfection,Suit_Armour_Shield_Strength,Suit_Armour_Health
18730,Harmonic Battery,0.167,+30%,+33%
18731,Lorentz Bulwark,0.167,+30%,+33%
18732,Lumen Buffer,0.167,+30%,+33%
18733,Lumen Padding,0.583,+32%,+33%
18734,Nanite Bulwark,1.0,+34%,+33%
18735,Lumen Battery,0.792,+33%,+33%
18736,Harmonic Grafts,0.375,+31%,+33%
18737,Lorentz Grafts,0.583,+32%,+33%
18738,Lumen Lattice,0.375,+31%,+33%
18739,Q-Field Resonator,0.375,+31%,+33%
18740,Q-Field Lattice,0.167,+30%,+33%
18741,Q-Field Lattice,0.375,+31%,+33%
18742,Harmonic Polariser,0.167,+30%,+33%
18743,Harmonic Buffer,0.167,+30%,+33%
18744,Q-Field Shield,0.583,+32%,+33%
18745,Nanite Bulwark,0.375,+31%,+33%
18746,Nanite Buffer,1.0,+34%,+33%
18747,Nanite Buffer,0.167,+30%,+33%
18748,Nanite Resonator,0.375,+31%,+33%
18749,Harmonic Buffer,0.792,+33%,+33%
18750,Lorentz Bulwark,0.792,+33%,+33%
18751,Nanite Shield,1.0,+34%,+33%
18752,Lorentz Polariser,0.167,+30%,+33%
18753,Lumen Bulwark,0.167,+30%,+33%
18754,Lorentz Grafts,0.583,+32%,+33%
18755,Nanite Shield,0.583,+32%,+33%
18756,Q-Field Shield,0.375,+31%,+33%
18757,Lumen Polariser,0.583,+32%,+33%
18758,Lumen Resonator,1.0,+34%,+33%
18759,Harmonic Polariser,1.0,+34%,+33%
18760,Nanite Lattice,0.792,+33%,+33%
18761,Lorentz Padding,0.375,+31%,+33%
18762,Lumen Padding,0.167,+30%,+33%
18763,Nanite Buffer,1.0,+34%,+33%
18764,Nanite Grafts,0.792,+33%,+33%
18765,Harmonic Polariser,0.167,+30%,+33%
18766,Q-Field Grafts,0.375,+31%,+33%
18767,Harmonic Grafts,0.167,+30%,+33%
18768,Harmonic Polariser,0.375,+31%,+33%
18769,Q-Field Lattice,0.583,+32%,+33%
18770,Lumen Resonator,0.167,+30%,+33%
18771,Harmonic Shield,1.0,+34%,+33%
18772,Lumen Grafts,0.583,+32%,+33%
18773,Q-Field Padding,0.167,+30%,+33%
18774,Lumen Grafts,0.167,+30%,+33%
18775,Lumen Battery,0.375,+31%,+33%
18776,Harmonic Resonator,0.167,+30%,+33%
18777,Nanite Lattice,0.583,+32%,+33%
18778,Lumen Bulwark,0.583,+32%,+33%
18779,Lorentz Resonator,0.583,+32%,+33%
18780,Lorentz Shield,0.167,+30%,+33%
18781,Harmonic Resonator,0.792,+33%,+33%
18782,Harmonic Bulwark,0.167,+30%,+33%
18783,Q-Field Battery,0.167,+30%,+33%
18784,Q-Field Grafts,0.167,+30%,+33%
18785,Q-Field Grafts,0.375,+31%,+33%
18786,Lorentz Buffer,0.167,+30%,+33%
18787,Lumen Bulwark,0.167,+30%,+33%
18788,Lumen Polariser,0.167,+30%,+33%
18789,Harmonic Shield,1.0,+34%,+33%
18790,Nanite Polariser,0.583,+32%,+33%
18791,Harmonic Lattice,0.167,+30%,+33%
18792,Harmonic Armour,0.583,+32%,+33%
18793,Lorentz Lattice,0.583,+32%,+33%
18794,Q-Field Buffer,0.792,+33%,+33%
18795,Harmonic Polariser,0.792,+33%,+33%
18796,Lorentz Padding,0.167,+30%,+33%
18797,Nanite Armour,0.792,+33%,+33%
18798,Harmonic Armour,1.0,+34%,+33%
18799,Lumen Bulwark,0.167,+30%,+33%
18800,Nanite Padding,0.792,+33%,+33%
18801,Lorentz Bulwark,0.167,+30%,+33%
18802,Lumen Padding,0.792,+33%,+33%
18803,Lumen Resonator,0.167,+30%,+33%
18804,Q-Field Polariser,0.167,+30%,+33%
18805,Nanite Shield,0.583,+32%,+33%
18806,Harmonic Bulwark,0.167,+30%,+33%
18807,Lumen Shield,0.167,+30%,+33%
18808,Harmonic Lattice,0.375,+31%,+33%
18809,Nanite Buffer,0.167,+30%,+33%
18810,Lorentz Padding,0.792,+33%,+33%
18811,Lumen Buffer,0.792,+33%,+33%
18812,Lorentz Padding,0.167,+30%,+33%
18813,Lorentz Armour,1.0,+34%,+33%
18814,Harmonic Shield,0.583,+32%,+33%
18815,Lumen Resonator,0.167,+30%,+33%
18816,Nanite Shield,0.167,+30%,+33%
18817,Q-Field Buffer,0.167,+30%,+33%
18818,Q-Field Armour,0.583,+32%,+33%
18819,Lumen Shield,0.167,+30%,+33%
18820,Harmonic Resonator,0.167,+30%,+33%
18821,Harmonic Padding,0.167,+30%,+33%
18822,Q-Field Shield,0.167,+30%,+33%
18823,Lorentz Polariser,1.0,+34%,+33%
18824,Q-Field Padding,1.0,+34%,+33%
18825,Harmonic Armour,0.167,+30%,+33%
18826,Q-Field Bulwark,0.792,+33%,+33%
18827,Lumen Lattice,0.792,+33%,+33%
18828,Lorentz Battery,1.0,+34%,+33%
18829,Nanite Padding,0.792,+33%,+33%
18830,Harmonic Bulwark,0.792,+33%,+33%
18831,Harmonic Padding,0.792,+33%,+33%
18832,Lumen Lattice,0.792,+33%,+33%
18833,Lorentz Lattice,0.375,+31%,+33%
18834,Nanite Polariser,0.792,+33%,+33%
18835,Q-Field Shield,0.583,+32%,+33%
18836,Q-Field Padding,0.167,+30%,+33%
18837,Nanite Resonator,0.792,+33%,+33%
18838,Nanite Lattice,0.375,+31%,+33%
18839,Q-Field Shield,0.167,+30%,+33%
18840,Nanite Lattice,0.167,+30%,+33%
18841,Lorentz Lattice,0.167,+30%,+33%
18842,Nanite Battery,0.583,+32%,+33%
18843,Q-Field Buffer,0.375,+31%,+33%
18844,Nanite Armour,0.583,+32%,+33%
18845,Harmonic Armour,0.583,+32%,+33%
18846,Lumen Battery,0.167,+30%,+33%
18847,Harmonic Grafts,0.167,+30%,+33%
18848,Harmonic Shield,0.375,+31%,+33%
18849,Lumen Resonator,0.167,+30%,+33%
18850,Lorentz Bulwark,1.0,+34%,+33%
18851,Q-Field Lattice,0.792,+33%,+33%
18852,Harmonic Lattice,0.583,+32%,+33%
18853,Lumen Padding,0.167,+30%,+33%
18854,Lorentz Grafts,0.167,+30%,+33%
18855,Lorentz Lattice,0.792,+33%,+33%
18856,Nanite Lattice,0.167,+30%,+33%
18857,Harmonic Bulwark,0.167,+30%,+33%
18858,Harmonic Resonator,0.167,+30%,+33%
18859,Harmonic Padding,0.167,+30%,+33%
18860,Nanite Bulwark,0.167,+30%,+33%
18861,Lumen Bulwark,0.167,+30%,+33%
18862,Lumen Lattice,0.792,+33%,+33%
18863,Harmonic Lattice,0.375,+31%,+33%
18864,Q-Field Battery,0.167,+30%,+33%
18865,Lumen Buffer,0.167,+30%,+33%
18866,Harmonic Shield,0.167,+30%,+33%
18867,Q-Field Buffer,0.167,+30%,+33%
18868,Lumen Armour,0.583,+32%,+33%
18869,Q-Field Grafts,0.792,+33%,+33%
18870,Lorentz Shield,0.375,+31%,+33%
18871,Nanite Lattice,0.792,+33%,+33%
18872,Harmonic Buffer,0.375,+31%,+33%
18873,Harmonic Padding,0.792,+33%,+33%
18874,Lorentz Polariser,1.0,+34%,+33%
18875,Harmonic Battery,0.167,+30%,+33%
18876,Lorentz Resonator,0.792,+33%,+33%
18877,Lumen Bulwark,0.167,+30%,+33%
18878,Q-Field Polariser,0.167,+30%,+33%
18879,Q-Field Polariser,0.167,+30%,+33%
18880,Nanite Grafts,0.167,+30%,+33%
18881,Lorentz Buffer,1.0,+34%,+33%
18882,Lumen Bulwark,0.375,+31%,+33%
18883,Lumen Armour,0.583,+32%,+33%
18884,Harmonic Bulwark,0.167,+30%,+33%
18885,Lumen Lattice,0.375,+31%,+33%
18886,Lumen Armour,0.167,+30%,+33%
18887,Harmonic Polariser,0.167,+30%,+33%
18888,Q-Field Resonator,1.0,+34%,+33%
18889,Lumen Bulwark,0.375,+31%,+33%
18890,Nanite Shield,0.375,+31%,+33%
18891,Q-Field Shield,0.167,+30%,+33%
18892,Lumen Armour,0.375,+31%,+33%
18893,Nanite Padding,0.375,+31%,+33%
18894,Harmonic Resonator,0.167,+30%,+33%
18895,Q-Field Resonator,0.167,+30%,+33%
18896,Q-Field Bulwark,0.583,+32%,+33%
18897,Lumen Grafts,0.167,+30%,+33%
18898,Q-Field Buffer,0.583,+32%,+33%
18899,Lumen Lattice,0.167,+30%,+33%
18900,Q-Field Grafts,0.375,+31%,+33%
18901,Lorentz Resonator,0.167,+30%,+33%
18902,Harmonic Resonator,0.375,+31%,+33%
18903,Nanite Resonator,0.167,+30%,+33%
18904,Q-Field Battery,0.583,+32%,+33%
18905,Q-Field Lattice,0.583,+32%,+33%
18906,Q-Field Resonator,0.167,+30%,+33%
18907,Nanite Battery,0.375,+31%,+33%
18908,Lorentz Lattice,0.583,+32%,+33%
18909,Harmonic Bulwark,0.792,+33%,+33%
18910,Q-Field Resonator,0.792,+33%,+33%
18911,Lumen Battery,0.167,+30%,+33%
18912,Lumen Bulwark,0.167,+30%,+33%
18913,Lorentz Bulwark,0.375,+31%,+33%
18914,Q-Field Bulwark,0.375,+31%,+33%
18915,Q-Field Lattice,1.0,+34%,+33%
18916,Lumen Padding,0.167,+30%,+33%
18917,Q-Field Battery,1.0,+34%,+33%
18918,Q-Field Bulwark,0.167,+30%,+33%
18919,Lorentz Buffer,0.167,+30%,+33%
18920,Q-Field Resonator,0.375,+31%,+33%
18921,Nanite Lattice,0.583,+32%,+33%
18922,Nanite Resonator,0.167,+30%,+33%
18923,Harmonic Padding,0.167,+30%,+33%
18924,Q-Field Battery,0.167,+30%,+33%
18925,Lorentz Padding,0.583,+32%,+33%
18926,Q-Field Padding,0.167,+30%,+33%
18927,Lorentz Grafts,0.167,+30%,+33%
18928,Q-Field Shield,0.167,+30%,+33%
18929,Lorentz Bulwark,0.792,+33%,+33%
18930,Lumen Resonator,0.375,+31%,+33%
18931,Nanite Grafts,0.167,+30%,+33%
18932,Lumen Buffer,0.375,+31%,+33%
18933,Lorentz Battery,1.0,+34%,+33%
18934,Q-Field Padding,0.167,+30%,+33%
18935,Q-Field Bulwark,0.583,+32%,+33%
18936,Lumen Lattice,0.167,+30%,+33%
18937,Lorentz Armour,0.583,+32%,+33%
18938,Q-Field Resonator,0.792,+33%,+33%
18939,Nanite Padding,1.0,+34%,+33%
18940,Harmonic Shield,0.583,+32%,+33%
18941,Lumen Lattice,1.0,+34%,+33%
18942,Nanite Lattice,0.167,+30%,+33%
18943,Q-Field Shield,0.792,+33%,+33%
18944,Lumen Bulwark,0.375,+31%,+33%
18945,Q-Field Resonator,0.167,+30%,+33%
18946,Q-Field Shield,0.167,+30%,+33%
18947,Nanite Resonator,0.167,+30%,+33%
18948,Lumen Shield,0.583,+32%,+33%
18949,Harmonic Polariser,0.792,+33%,+33%
18950,Harmonic Bulwark,1.0,+34%,+33%
18951,Lumen Shield,0.792,+33%,+33%
18952,Q-Field Resonator,0.167,+30%,+33%
18953,Q-Field Lattice,0.583,+32%,+33%
18954,Lorentz Polariser,0.167,+30%,+33%
18955,Lumen Armour,1.0,+34%,+33%
18956,Harmonic Shield,0.167,+30%,+33%
18957,Nanite Resonator,0.167,+30%,+33%
18958,Q-Field Armour,0.167,+30%,+33%
18959,Q-Field Resonator,0.375,+31%,+33%
18960,Lorentz Grafts,0.583,+32%,+33%
18961,Q-Field Grafts,0.167,+30%,+33%
18962,Nanite Buffer,0.792,+33%,+33%
18963,Harmonic Bulwark,0.583,+32%,+33%
18964,Harmonic Lattice,0.167,+30%,+33%
18965,Lumen Polariser,0.583,+32%,+33%
18966,Q-Field Battery,0.167,+30%,+33%
18967,Nanite Armour,0.167,+30%,+33%
18968,Nanite Buffer,0.167,+30%,+33%
18969,Q-Field Padding,0.167,+30%,+33%
18970,Nanite Polariser,1.0,+34%,+33%
18971,Nanite Padding,0.167,+30%,+33%
18972,Nanite Battery,0.167,+30%,+33%
18973,Harmonic Buffer,0.583,+32%,+33%
18974,Q-Field Grafts,0.583,+32%,+33%
18975,Harmonic Buffer,0.167,+30%,+33%
18976,Q-Field Bulwark,0.167,+30%,+33%
18977,Q-Field Polariser,0.792,+33%,+33%
18978,Harmonic Resonator,0.792,+33%,+33%
18979,Q-Field Lattice,0.167,+30%,+33%
18980,Q-Field Lattice,0.792,+33%,+33%
18981,Q-Field Bulwark,1.0,+34%,+33%
18982,Nanite Shield,0.375,+31%,+33%
18983,Harmonic Resonator,0.583,+32%,+33%
18984,Harmonic Polariser,0.583,+32%,+33%
18985,Nanite Lattice,0.167,+30%,+33%
18986,Lorentz Lattice,0.583,+32%,+33%
18987,Nanite Armour,0.167,+30%,+33%
18988,Lumen Armour,0.167,+30%,+33%
18989,Lorentz Polariser,0.167,+30%,+33%
18990,Harmonic Grafts,0.375,+31%,+33%
18991,Harmonic Polariser,0.167,+30%,+33%
18992,Q-Field Resonator,0.167,+30%,+33%
18993,Lorentz Armour,0.792,+33%,+33%
18994,Q-Field Bulwark,0.375,+31%,+33%
18995,Harmonic Battery,0.583,+32%,+33%
18996,Lorentz Armour,0.167,+30%,+33%
18997,Harmonic Padding,1.0,+34%,+33%
18998,Harmonic Polariser,0.375,+31%,+33%
18999,Nanite Resonator,0.375,+31%,+33%
19000,Lorentz Armour,0.375,+31%,+33%
19001,Nanite Bulwark,0.167,+30%,+33%
19002,Harmonic Grafts,0.792,+33%,+33%
19003,Harmonic Polariser,0.375,+31%,+33%
19004,Lorentz Resonator,0.583,+32%,+33%
19005,Q-Field Lattice,0.167,+30%,+33%
19006,Q-Field Battery,0.167,+30%,+33%
19007,Nanite Armour,1.0,+34%,+33%
19008,Lorentz Padding,0.792,+33%,+33%
19009,Q-Field Resonator,0.583,+32%,+33%
19010,Lumen Battery,0.167,+30%,+33%
19011,Q-Field Armour,0.583,+32%,+33%
19012,Nanite Resonator,0.167,+30%,+33%
19013,Lumen Shield,0.167,+30%,+33%
19014,Harmonic Lattice,0.792,+33%,+33%
19015,Nanite Shield,0.375,+31%,+33%
19016,Q-Field Bulwark,0.167,+30%,+33%
19017,Lorentz Buffer,0.167,+30%,+33%
19018,Lorentz Shield,0.167,+30%,+33%
19019,Lumen Bulwark,0.167,+30%,+33%
19020,Nanite Buffer,0.375,+31%,+33%
19021,Nanite Padding,0.792,+33%,+33%
19022,Nanite Battery,0.792,+33%,+33%
19023,Harmonic Polariser,0.167,+30%,+33%
19024,Q-Field Lattice,0.167,+30%,+33%
19025,Nanite Grafts,0.167,+30%,+33%
19026,Harmonic Padding,0.167,+30%,+33%
19027,Harmonic Polariser,0.167,+30%,+33%
19028,Q-Field Lattice,0.792,+33%,+33%
19029,Lumen Resonator,0.167,+30%,+33%
19030,Q-Field Shield,0.167,+30%,+33%
19031,Q-Field Bulwark,0.375,+31%,+33%
19032,Harmonic Buffer,0.167,+30%,+33%
19033,Harmonic Resonator,0.375,+31%,+33%
19034,Nanite Resonator,0.375,+31%,+33%
19035,Lumen Shield,0.167,+30%,+33%
19036,Nanite Polariser,0.583,+32%,+33%
19037,Harmonic Buffer,0.167,+30%,+33%
19038,Harmonic Lattice,0.167,+30%,+33%
19039,Harmonic Buffer,0.167,+30%,+33%
19040,Nanite Buffer,0.167,+30%,+33%
19041,Q-Field Lattice,0.792,+33%,+33%
19042,Lorentz Polariser,0.792,+33%,+33%
19043,Lorentz Polariser,0.167,+30%,+33%
19044,Lumen Polariser,0.792,+33%,+33%
19045,Nanite Padding,0.375,+31%,+33%
19046,Lumen Battery,0.375,+31%,+33%
19047,Harmonic Battery,0.583,+32%,+33%
19048,Harmonic Padding,0.792,+33%,+33%
19049,Nanite Padding,0.375,+31%,+33%
19050,Nanite Padding,0.167,+30%,+33%
19051,Lorentz Lattice,0.792,+33%,+33%
19052,Nanite Grafts,0.167,+30%,+33%
19053,Nanite Padding,1.0,+34%,+33%
19054,Lumen Resonator,1.0,+34%,+33%
19055,Lorentz Armour,0.792,+33%,+33%
19056,Lumen Armour,0.375,+31%,+33%
19057,Lorentz Bulwark,0.167,+30%,+33%
19058,Nanite Bulwark,0.792,+33%,+33%
19059,Q-Field Bulwark,0.167,+30%,+33%
19060,Harmonic Padding,0.583,+32%,+33%
19061,Q-Field Lattice,0.167,+30%,+33%
19062,Nanite Lattice,0.375,+31%,+33%
19063,Nanite Lattice,0.792,+33%,+33%
19064,Q-Field Battery,0.167,+30%,+33%
19065,Nanite Bulwark,0.375,+31%,+33%
19066,Lorentz Shield,0.167,+30%,+33%
19067,Nanite Resonator,0.792,+33%,+33%
19068,Lorentz Buffer,0.167,+30%,+33%
19069,Lorentz Bulwark,0.375,+31%,+33%
19070,Q-Field Padding,0.375,+31%,+33%
19071,Lorentz Grafts,0.167,+30%,+33%
19072,Q-Field Armour,0.167,+30%,+33%
19073,Lorentz Polariser,0.167,+30%,+33%
19074,Lumen Grafts,0.167,+30%,+33%
19075,Nanite Padding,0.167,+30%,+33%
19076,Nanite Shield,0.167,+30%,+33%
19077,Lumen Buffer,0.167,+30%,+33%
19078,Nanite Grafts,1.0,+34%,+33%
19079,Harmonic Shield,1.0,+34%,+33%
19080,Lumen Armour,0.167,+30%,+33%
19081,Lumen Lattice,0.167,+30%,+33%
19082,Q-Field Bulwark,0.167,+30%,+33%
19083,Lumen Armour,0.167,+30%,+33%
19084,Nanite Polariser,0.375,+31%,+33%
19085,Nanite Buffer,0.167,+30%,+33%
19086,Nanite Resonator,1.0,+34%,+33%
19087,Nanite Padding,0.167,+30%,+33%
19088,Harmonic Grafts,0.375,+31%,+33%
19089,Lorentz Padding,0.167,+30%,+33%
19090,Harmonic Battery,1.0,+34%,+33%
19091,Harmonic Shield,0.167,+30%,+33%
19092,Lorentz Grafts,0.375,+31%,+33%
19093,Lorentz Lattice,0.375,+31%,+33%
19094,Lumen Padding,0.167,+30%,+33%
19095,Nanite Padding,0.583,+32%,+33%
19096,Nanite Battery,0.375,+31%,+33%
19097,Lorentz Padding,0.375,+31%,+33%
19098,Lumen Lattice,0.583,+32%,+33%
19099,Nanite Resonator,0.167,+30%,+33%
19100,Nanite Armour,0.167,+30%,+33%
19101,Q-Field Resonator,0.167,+30%,+33%
19102,Harmonic Polariser,0.375,+31%,+33%
19103,Lorentz Bulwark,0.167,+30%,+33%
19104,Nanite Buffer,0.792,+33%,+33%
19105,Harmonic Lattice,0.375,+31%,+33%
19106,Q-Field Shield,0.375,+31%,+33%
19107,Lumen Bulwark,0.167,+30%,+33%
19108,Lorentz Buffer,0.375,+31%,+33%
19109,Harmonic Battery,0.375,+31%,+33%
19110,Lumen Armour,0.375,+31%,+33%
19111,Lorentz Shield,0.167,+30%,+33%
19112,Nanite Grafts,0.167,+30%,+33%
19113,Q-Field Polariser,0.167,+30%,+33%
19114,Nanite Armour,0.583,+32%,+33%
19115,Nanite Bulwark,0.375,+31%,+33%
19116,Nanite Lattice,0.167,+30%,+33%
19117,Harmonic Buffer,0.167,+30%,+33%
19118,Nanite Padding,0.167,+30%,+33%
19119,Lorentz Bulwark,1.0,+34%,+33%
19120,Lumen Grafts,0.167,+30%,+33%
19121,Harmonic Grafts,0.167,+30%,+33%
19122,Q-Field Grafts,0.167,+30%,+33%
19123,Lorentz Armour,0.167,+30%,+33%
19124,Lumen Resonator,0.583,+32%,+33%
19125,Nanite Lattice,0.583,+32%,+33%
19126,Lumen Lattice,0.583,+32%,+33%
19127,Q-Field Battery,0.375,+31%,+33%
19128,Q-Field Grafts,0.167,+30%,+33%
19129,Nanite Shield,0.167,+30%,+33%
19130,Lumen Lattice,0.375,+31%,+33%
19131,Nanite Armour,1.0,+34%,+33%
19132,Lumen Buffer,0.375,+31%,+33%
19133,Q-Field Shield,0.375,+31%,+33%
19134,Lumen Lattice,0.167,+30%,+33%
19135,Lorentz Resonator,0.167,+30%,+33%
19136,Lorentz Polariser,0.583,+32%,+33%
19137,Lumen Padding,0.375,+31%,+33%
19138,Lumen Grafts,1.0,+34%,+33%
19139,Q-Field Padding,0.167,+30%,+33%
19140,Harmonic Buffer,0.167,+30%,+33%
19141,Q-Field Lattice,0.167,+30%,+33%
19142,Lumen Polariser,1.0,+34%,+33%
19143,Q-Field Lattice,0.792,+33%,+33%
19144,Lorentz Grafts,0.375,+31%,+33%
19145,Lumen Padding,0.167,+30%,+33%
19146,Lumen Shield,1.0,+34%,+33%
19147,Nanite Polariser,0.375,+31%,+33%
19148,Lumen Buffer,0.167,+30%,+33%
19149,Lorentz Armour,0.375,+31%,+33%
19150,Nanite Armour,0.167,+30%,+33%
19151,Nanite Polariser,0.167,+30%,+33%
19152,Lorentz Grafts,0.792,+33%,+33%
19153,Q-Field Bulwark,0.167,+30%,+33%
19154,Lorentz Bulwark,0.167,+30%,+33%
19155,Q-Field Padding,0.167,+30%,+33%
19156,Q-Field Buffer,0.167,+30%,+33%
19157,Nanite Padding,0.167,+30%,+33%
19158,Nanite Shield,0.167,+30%,+33%
19159,Harmonic Polariser,0.583,+32%,+33%
19160,Nanite Shield,0.167,+30%,+33%
19161,Harmonic Grafts,0.792,+33%,+33%
19162,Nanite Grafts,0.167,+30%,+33%
19163,Nanite Polariser,0.167,+30%,+33%
19164,Harmonic Battery,0.167,+30%,+33%
19165,Lumen Battery,0.167,+30%,+33%
19166,Lorentz Shield,0.167,+30%,+33%
19167,Q-Field Padding,0.583,+32%,+33%
19168,Lumen Polariser,0.583,+32%,+33%
19169,Lumen Polariser,1.0,+34%,+33%
19170,Lorentz Resonator,0.375,+31%,+33%
19171,Nanite Grafts,0.375,+31%,+33%
19172,Nanite Shield,0.583,+32%,+33%
19173,Lumen Shield,0.167,+30%,+33%
19174,Nanite Grafts,0.167,+30%,+33%
19175,Nanite Bulwark,0.375,+31%,+33%
19176,Q-Field Shield,0.375,+31%,+33%
19177,Lumen Shield,1.0,+34%,+33%
19178,Q-Field Bulwark,0.167,+30%,+33%
19179,Lumen Battery,0.167,+30%,+33%
19180,Lumen Grafts,1.0,+34%,+33%
19181,Harmonic Resonator,0.583,+32%,+33%
19182,Lumen Grafts,0.375,+31%,+33%
19183,Lorentz Grafts,0.167,+30%,+33%
19184,Lumen Bulwark,0.375,+31%,+33%
19185,Lumen Polariser,0.583,+32%,+33%
19186,Lumen Bulwark,0.167,+30%,+33%
19187,Lumen Battery,0.167,+30%,+33%
19188,Nanite Grafts,0.167,+30%,+33%
19189,Q-Field Polariser,0.792,+33%,+33%
19190,Q-Field Padding,0.167,+30%,+33%
19191,Q-Field Polariser,0.167,+30%,+33%
19192,Lumen Armour,0.167,+30%,+33%
19193,Nanite Shield,0.792,+33%,+33%
19194,Harmonic Grafts,0.583,+32%,+33%
19195,Q-Field Resonator,0.583,+32%,+33%
19196,Nanite Buffer,0.792,+33%,+33%
19197,Q-Field Shield,0.375,+31%,+33%
19198,Lorentz Battery,0.167,+30%,+33%
19199,Q-Field Shield,0.375,+31%,+33%
19200,Lumen Resonator,0.167,+30%,+33%
19201,Nanite Shield,0.167,+30%,+33%
19202,Lorentz Shield,0.583,+32%,+33%
19203,Q-Field Lattice,1.0,+34%,+33%
19204,Lorentz Armour,0.167,+30%,+33%
19205,Harmonic Bulwark,0.167,+30%,+33%
19206,Harmonic Lattice,0.167,+30%,+33%
19207,Q-Field Grafts,0.167,+30%,+33%
19208,Nanite Armour,0.583,+32%,+33%
19209,Lorentz Armour,0.167,+30%,+33%
19210,Lorentz Lattice,0.167,+30%,+33%
19211,Nanite Polariser,0.167,+30%,+33%
19212,Harmonic Lattice,0.583,+32%,+33%
19213,Harmonic Polariser,1.0,+34%,+33%
19214,Lorentz Shield,0.792,+33%,+33%
19215,Lorentz Buffer,0.375,+31%,+33%
19216,Nanite Armour,0.375,+31%,+33%
19217,Q-Field Padding,0.375,+31%,+33%
19218,Lumen Bulwark,0.167,+30%,+33%
19219,Lumen Grafts,0.167,+30%,+33%
19220,Lorentz Grafts,0.167,+30%,+33%
19221,Nanite Buffer,0.167,+30%,+33%
19222,Lorentz Resonator,0.583,+32%,+33%
19223,Nanite Padding,0.167,+30%,+33%
19224,Nanite Padding,0.167,+30%,+33%
19225,Nanite Resonator,0.583,+32%,+33%
19226,Lorentz Polariser,1.0,+34%,+33%
19227,Q-Field Polariser,0.792,+33%,+33%
19228,Nanite Lattice,0.583,+32%,+33%
19229,Q-Field Shield,1.0,+34%,+33%
19230,Lorentz Armour,0.167,+30%,+33%
19231,Lumen Polariser,0.167,+30%,+33%
19232,Nanite Buffer,0.167,+30%,+33%
19233,Nanite Grafts,0.375,+31%,+33%
19234,Lumen Buffer,0.375,+31%,+33%
19235,Nanite Buffer,0.375,+31%,+33%
19236,Nanite Bulwark,0.167,+30%,+33%
19237,Q-Field Armour,0.375,+31%,+33%
19238,Lumen Armour,1.0,+34%,+33%
19239,Lorentz Battery,0.583,+32%,+33%
19240,Nanite Polariser,0.792,+33%,+33%
19241,Lumen Shield,0.583,+32%,+33%
19242,Lorentz Buffer,0.167,+30%,+33%
19243,Lumen Grafts,0.375,+31%,+33%
19244,Nanite Buffer,0.375,+31%,+33%
19245,Q-Field Armour,0.792,+33%,+33%
19246,Q-Field Polariser,0.167,+30%,+33%
19247,Lorentz Bulwark,0.167,+30%,+33%
19248,Lumen Resonator,0.375,+31%,+33%
19249,Q-Field Padding,0.375,+31%,+33%
19250,Harmonic Bulwark,0.792,+33%,+33%
19251,Lorentz Lattice,0.375,+31%,+33%
19252,Nanite Grafts,0.167,+30%,+33%
19253,Q-Field Shield,0.167,+30%,+33%
19254,Nanite Lattice,1.0,+34%,+33%
19255,Harmonic Bulwark,0.167,+30%,+33%
19256,Lorentz Battery,0.375,+31%,+33%
19257,Nanite Padding,0.167,+30%,+33%
19258,Nanite Polariser,0.167,+30%,+33%
19259,Lumen Battery,0.167,+30%,+33%
19260,Lumen Lattice,0.167,+30%,+33%
19261,Lorentz Buffer,0.167,+30%,+33%
19262,Lumen Buffer,0.167,+30%,+33%
19263,Harmonic Resonator,0.167,+30%,+33%
19264,Harmonic Grafts,0.375,+31%,+33%
19265,Harmonic Bulwark,0.375,+31%,+33%
19266,Q-Field Armour,0.375,+31%,+33%
19267,Nanite Bulwark,0.792,+33%,+33%
19268,Lumen Bulwark,0.167,+30%,+33%
19269,Nanite Lattice,0.167,+30%,+33%
19270,Lorentz Lattice,0.167,+30%,+33%
19271,Lumen Padding,1.0,+34%,+33%
19272,Nanite Grafts,0.792,+33%,+33%
19273,Lumen Battery,0.375,+31%,+33%
19274,Q-Field Buffer,1.0,+34%,+33%
19275,Nanite Grafts,0.167,+30%,+33%
19276,Harmonic Grafts,0.375,+31%,+33%
19277,Harmonic Grafts,0.167,+30%,+33%
19278,Q-Field Polariser,0.167,+30%,+33%
19279,Q-Field Battery,1.0,+34%,+33%
19280,Harmonic Lattice,0.167,+30%,+33%
19281,Lumen Grafts,1.0,+34%,+33%
19282,Q-Field Buffer,0.167,+30%,+33%
19283,Q-Field Armour,0.167,+30%,+33%
19284,Q-Field Bulwark,0.167,+30%,+33%
19285,Nanite Lattice,1.0,+34%,+33%
19286,Lumen Polariser,0.167,+30%,+33%
19287,Nanite Shield,0.792,+33%,+33%
19288,Lumen Buffer,0.167,+30%,+33%
19289,Harmonic Buffer,1.0,+34%,+33%
19290,Lorentz Bulwark,0.375,+31%,+33%
19291,Lorentz Buffer,0.583,+32%,+33%
19292,Lorentz Padding,0.167,+30%,+33%
19293,Harmonic Buffer,0.583,+32%,+33%
19294,Harmonic Polariser,0.792,+33%,+33%
19295,Harmonic Shield,0.375,+31%,+33%
19296,Harmonic Bulwark,1.0,+34%,+33%
19297,Lorentz Armour,0.792,+33%,+33%
19298,Nanite Polariser,0.167,+30%,+33%
19299,Harmonic Padding,0.167,+30%,+33%
19300,Harmonic Polariser,0.375,+31%,+33%
19301,Harmonic Grafts,0.375,+31%,+33%
19302,Harmonic Buffer,0.792,+33%,+33%
