sep=,
Seed,Name,Perfection,Suit_Energy,Suit_Energy_Regen
18076,Kinetic Drain,0.26,+50%,+38%
18077,T-Gel Recycler,0.182,+60%,+29%
18078,Vacuum Tanks,0.02,+50%,+26%
18079,T-Gel Harvester,0.46,+50%,+48%
18080,Kinetic Recycler,0.04,+50%,+27%
18081,Kinetic Sieve,0.07,+51%,+28%
18082,Vacuum Harvester,0.09,+51%,+29%
18083,T-Gel Stabiliser,0.527,+82%,+35%
18084,Liquid Gas Tanks,0.696,+77%,+46%
18085,T-Gel Drain,0.152,+59%,+28%
18086,Vacuum Generator Unit,0.18,+50%,+34%
18087,Vacuum Tanks,0.18,+50%,+34%
18088,T-Gel Recycler,0.355,+75%,+30%
18089,Vacuum Recycler,0.132,+61%,+26%
18090,Liquid Gas Tanks,0.493,+65%,+42%
18091,Kinetic Harvester,0.531,+55%,+49%
18092,T-Gel Tanks,0.382,+58%,+40%
18093,Liquid Gas Pump,0.255,+73%,+26%
18094,Vacuum Generator Unit,0.34,+50%,+42%
18095,Liquid Gas Filter,0.08,+50%,+29%
18096,Solar Tanks,0.223,+64%,+29%
18097,Solar Generator Unit,0.173,+65%,+26%
18098,Vacuum Pump,0.101,+56%,+27%
18099,Solar Sieve,0.523,+64%,+44%
18100,T-Gel Tanks,0.513,+67%,+42%
18101,Vacuum Recycler,0.432,+59%,+42%
18102,Solar Generator Unit,0.102,+58%,+26%
18103,Liquid Gas Purifier,0.52,+99%,+26%
18104,T-Gel Filter,0.03,+51%,+26%
18105,T-Gel Stabiliser,0.091,+57%,+26%
18106,Kinetic Purifier,0.82,+99%,+41%
18107,Kinetic Generator Unit,0.191,+57%,+31%
18108,Vacuum Filter,0.244,+72%,+26%
18109,Vacuum Harvester,0.153,+63%,+26%
18110,Liquid Gas Sieve,0.234,+71%,+26%
18111,T-Gel Harvester,0.595,+75%,+42%
18112,T-Gel Purifier,0.071,+55%,+26%
18113,T-Gel Tanks,0.275,+75%,+26%
18114,Solar Tanks,0.382,+62%,+38%
18115,Vacuum Filter,0.482,+62%,+43%
18116,Vacuum Generator Unit,0.98,+97%,+50%
18117,T-Gel Sieve,0.345,+76%,+29%
18118,Solar Purifier,0.491,+55%,+47%
18119,Vacuum Purifier,0.729,+94%,+39%
18120,Solar Stabiliser,0.749,+94%,+40%
18121,Liquid Gas Generator Unit,0.53,+98%,+27%
18122,T-Gel Filter,0.08,+50%,+29%
18123,Solar Stabiliser,0.27,+51%,+38%
18124,T-Gel Filter,0.504,+68%,+41%
18125,T-Gel Purifier,0.413,+65%,+38%
18126,Kinetic Sieve,0.498,+89%,+30%
18127,Kinetic Harvester,0.657,+85%,+40%
18128,Liquid Gas Pump,0.578,+91%,+33%
18129,T-Gel Filter,0.02,+50%,+26%
18130,Kinetic Generator Unit,0.644,+72%,+46%
18131,Kinetic Filter,0.477,+85%,+31%
18132,Vacuum Sieve,0.516,+79%,+36%
18133,Solar Harvester,0.509,+96%,+27%
18134,T-Gel Purifier,0.838,+91%,+46%
18135,Liquid Gas Filter,0.51,+98%,+26%
18136,Solar Stabiliser,0.03,+51%,+26%
18137,T-Gel Filter,0.091,+57%,+26%
18138,Solar Drain,0.02,+50%,+26%
18139,Vacuum Stabiliser,0.331,+53%,+40%
18140,Vacuum Filter,0.081,+56%,+26%
18141,Vacuum Sieve,0.88,+99%,+44%
18142,Liquid Gas Stabiliser,0.45,+51%,+47%
18143,Liquid Gas Pump,0.16,+50%,+33%
18144,Liquid Gas Drain,0.081,+56%,+26%
18145,Vacuum Harvester,0.516,+77%,+37%
18146,Liquid Gas Drain,0.285,+74%,+27%
18147,T-Gel Drain,0.193,+67%,+26%
18148,Kinetic Sieve,0.444,+72%,+36%
18149,T-Gel Filter,0.381,+54%,+42%
18150,T-Gel Purifier,0.473,+65%,+41%
18151,Solar Stabiliser,0.738,+87%,+43%
18152,Vacuum Pump,0.2,+52%,+34%
18153,Vacuum Sieve,0.707,+84%,+43%
18154,Kinetic Sieve,0.04,+50%,+27%
18155,Solar Sieve,0.647,+86%,+39%
18156,Vacuum Harvester,0.201,+56%,+32%
18157,Kinetic Stabiliser,0.42,+50%,+46%
18158,T-Gel Generator Unit,0.262,+58%,+34%
18159,Liquid Gas Tanks,0.603,+64%,+48%
18160,Solar Harvester,0.809,+94%,+43%
18161,T-Gel Recycler,0.522,+60%,+46%
18162,Kinetic Harvester,0.53,+98%,+27%
18163,Kinetic Recycler,0.1,+50%,+30%
18164,Kinetic Tanks,0.212,+61%,+30%
18165,Liquid Gas Pump,0.071,+55%,+26%
18166,Liquid Gas Sieve,0.151,+53%,+31%
18167,Liquid Gas Stabiliser,0.281,+54%,+37%
18168,Vacuum Generator Unit,0.465,+74%,+36%
18169,Vacuum Tanks,0.444,+68%,+38%
18170,Solar Harvester,0.807,+82%,+49%
18171,T-Gel Purifier,0.543,+66%,+44%
18172,Liquid Gas Generator Unit,0.5,+50%,+50%
18173,Vacuum Recycler,0.418,+89%,+26%
18174,Liquid Gas Filter,0.614,+71%,+45%
18175,Solar Tanks,0.314,+71%,+30%
18176,Liquid Gas Recycler,0.183,+66%,+26%
18177,T-Gel Harvester,0.02,+50%,+26%
18178,T-Gel Tanks,0.453,+65%,+40%
18179,Solar Purifier,0.67,+98%,+34%
18180,Vacuum Purifier,0.02,+50%,+26%
18181,Solar Tanks,0.22,+50%,+36%
18182,T-Gel Purifier,0.6,+97%,+31%
18183,Solar Harvester,0.361,+54%,+41%
18184,Vacuum Harvester,0.091,+53%,+28%
18185,Liquid Gas Recycler,0.281,+56%,+36%
18186,T-Gel Sieve,0.462,+60%,+43%
18187,Vacuum Stabiliser,0.061,+54%,+26%
18188,Solar Harvester,0.283,+64%,+32%
18189,Solar Tanks,0.2,+50%,+35%
18190,T-Gel Pump,0.428,+88%,+27%
18191,Liquid Gas Tanks,0.481,+56%,+46%
18192,Solar Harvester,0.255,+73%,+26%
18193,Vacuum Tanks,0.929,+92%,+50%
18194,Vacuum Stabiliser,0.767,+86%,+45%
18195,Liquid Gas Tanks,0.02,+50%,+26%
18196,Kinetic Drain,0.172,+61%,+28%
18197,Liquid Gas Purifier,0.122,+58%,+27%
18198,Liquid Gas Stabiliser,0.07,+51%,+28%
18199,Vacuum Recycler,0.32,+50%,+41%
18200,T-Gel Drain,0.293,+63%,+33%
18201,Liquid Gas Drain,0.479,+95%,+26%
18202,T-Gel Pump,0.142,+62%,+26%
18203,Solar Stabiliser,0.12,+50%,+31%
18204,Liquid Gas Filter,0.273,+65%,+31%
18205,Liquid Gas Sieve,0.302,+60%,+35%
18206,Kinetic Generator Unit,0.373,+63%,+37%
18207,Solar Filter,0.242,+58%,+33%
18208,Vacuum Drain,0.305,+74%,+28%
18209,Kinetic Sieve,0.457,+85%,+30%
18210,Liquid Gas Generator Unit,0.929,+96%,+48%
18211,Kinetic Stabiliser,0.192,+59%,+30%
18212,Kinetic Stabiliser,0.354,+69%,+33%
18213,Liquid Gas Sieve,0.04,+50%,+27%
18214,Kinetic Stabiliser,0.224,+70%,+26%
18215,Liquid Gas Stabiliser,0.191,+53%,+33%
18216,Liquid Gas Drain,0.708,+90%,+40%
18217,Kinetic Sieve,0.02,+50%,+26%
18218,Vacuum Pump,0.543,+64%,+45%
18219,Vacuum Stabiliser,0.04,+50%,+27%
18220,T-Gel Filter,0.604,+70%,+45%
18221,Liquid Gas Generator Unit,0.458,+91%,+27%
18222,T-Gel Stabiliser,0.02,+50%,+26%
18223,Liquid Gas Generator Unit,0.628,+90%,+36%
18224,Solar Stabiliser,0.051,+53%,+26%
18225,Solar Recycler,0.382,+60%,+39%
18226,Vacuum Tanks,0.408,+88%,+26%
18227,T-Gel Filter,0.513,+65%,+43%
18228,Kinetic Recycler,0.24,+52%,+36%
18229,Solar Pump,0.03,+51%,+26%
18230,Kinetic Pump,0.363,+64%,+36%
18231,T-Gel Purifier,0.241,+56%,+34%
18232,T-Gel Pump,0.579,+95%,+31%
18233,T-Gel Purifier,0.281,+56%,+36%
18234,Kinetic Sieve,0.102,+58%,+26%
18235,Liquid Gas Generator Unit,0.234,+71%,+26%
18236,Vacuum Generator Unit,0.38,+50%,+44%
18237,Vacuum Tanks,0.5,+50%,+50%
18238,T-Gel Drain,0.051,+53%,+26%
18239,Kinetic Harvester,0.739,+95%,+39%
18240,Kinetic Purifier,0.525,+74%,+39%
18241,T-Gel Harvester,0.34,+50%,+42%
18242,Liquid Gas Tanks,0.529,+92%,+30%
18243,Solar Purifier,0.593,+63%,+48%
18244,Vacuum Filter,0.263,+66%,+30%
18245,Kinetic Filter,0.091,+57%,+26%
18246,T-Gel Sieve,0.566,+78%,+39%
18247,Liquid Gas Purifier,0.17,+51%,+33%
18248,T-Gel Purifier,0.214,+69%,+26%
18249,Liquid Gas Recycler,0.698,+91%,+39%
18250,Vacuum Harvester,0.28,+50%,+39%
18251,Kinetic Recycler,0.514,+71%,+40%
18252,Kinetic Tanks,0.02,+50%,+26%
18253,Solar Pump,0.19,+51%,+34%
18254,T-Gel Harvester,0.091,+57%,+26%
18255,Kinetic Stabiliser,0.171,+55%,+31%
18256,Vacuum Tanks,0.03,+51%,+26%
18257,T-Gel Tanks,0.265,+74%,+26%
18258,Vacuum Stabiliser,0.091,+57%,+26%
18259,Kinetic Drain,0.442,+62%,+41%
18260,Vacuum Tanks,0.402,+60%,+40%
18261,Kinetic Purifier,0.353,+67%,+34%
18262,T-Gel Pump,0.151,+53%,+31%
18263,Solar Drain,0.356,+81%,+27%
18264,T-Gel Tanks,0.51,+51%,+50%
18265,Kinetic Stabiliser,0.061,+54%,+26%
18266,Vacuum Harvester,0.508,+88%,+31%
18267,Kinetic Generator Unit,0.162,+62%,+27%
18268,Liquid Gas Purifier,0.05,+51%,+27%
18269,Vacuum Generator Unit,0.463,+64%,+41%
18270,Vacuum Stabiliser,0.344,+68%,+33%
18271,Liquid Gas Tanks,0.08,+52%,+28%
18272,Solar Generator Unit,0.589,+94%,+32%
18273,Kinetic Generator Unit,0.244,+72%,+26%
18274,Vacuum Tanks,0.492,+61%,+44%
18275,Vacuum Harvester,0.306,+78%,+26%
18276,T-Gel Filter,0.38,+52%,+43%
18277,Kinetic Stabiliser,0.414,+69%,+36%
18278,Kinetic Recycler,0.371,+55%,+41%
18279,Liquid Gas Pump,0.02,+50%,+26%
18280,Liquid Gas Drain,0.234,+69%,+27%
18281,Kinetic Filter,0.46,+50%,+48%
18282,Vacuum Stabiliser,0.111,+57%,+27%
18283,Solar Recycler,0.34,+50%,+42%
18284,Vacuum Generator Unit,0.44,+50%,+47%
18285,Vacuum Pump,0.553,+65%,+45%
18286,Vacuum Filter,0.183,+66%,+26%
18287,Liquid Gas Drain,0.263,+66%,+30%
18288,Kinetic Stabiliser,0.512,+59%,+46%
18289,Solar Harvester,0.757,+83%,+46%
18290,T-Gel Recycler,0.02,+50%,+26%
18291,T-Gel Recycler,0.706,+80%,+45%
18292,Kinetic Stabiliser,0.587,+82%,+38%
18293,Kinetic Sieve,0.463,+64%,+41%
18294,Vacuum Pump,0.5,+50%,+50%
18295,Vacuum Sieve,0.769,+94%,+41%
18296,Solar Recycler,0.45,+51%,+47%
18297,Vacuum Generator Unit,0.404,+72%,+34%
18298,Kinetic Filter,0.418,+87%,+27%
18299,Liquid Gas Filter,0.244,+72%,+26%
18300,Liquid Gas Pump,0.441,+56%,+44%
18301,Solar Stabiliser,0.14,+50%,+32%
18302,Kinetic Recycler,0.456,+77%,+34%
18303,Kinetic Filter,0.387,+86%,+26%
18304,Solar Filter,0.469,+94%,+26%
18305,Solar Filter,0.679,+95%,+36%
18306,T-Gel Generator Unit,0.02,+50%,+26%
18307,Kinetic Purifier,0.512,+61%,+45%
18308,T-Gel Stabiliser,0.325,+76%,+28%
18309,Liquid Gas Drain,0.06,+50%,+28%
18310,T-Gel Filter,0.21,+51%,+35%
18311,Vacuum Sieve,0.26,+50%,+38%
18312,Solar Recycler,0.898,+89%,+50%
18313,Solar Sieve,0.14,+52%,+31%
18314,T-Gel Tanks,0.437,+85%,+29%
18315,Kinetic Recycler,0.533,+67%,+43%
18316,Vacuum Generator Unit,0.676,+79%,+44%
18317,Liquid Gas Purifier,0.1,+52%,+29%
18318,Liquid Gas Filter,0.371,+57%,+40%
18319,Solar Generator Unit,0.302,+58%,+36%
18320,Vacuum Pump,0.638,+89%,+37%
18321,Kinetic Sieve,0.648,+90%,+37%
18322,Solar Tanks,0.939,+95%,+49%
18323,Kinetic Purifier,0.523,+66%,+43%
18324,Kinetic Stabiliser,0.495,+73%,+38%
18325,Vacuum Filter,0.511,+55%,+48%
18326,Solar Stabiliser,0.131,+53%,+30%
18327,Liquid Gas Harvester,0.541,+54%,+50%
18328,T-Gel Pump,0.03,+51%,+26%
18329,T-Gel Purifier,0.727,+86%,+43%
18330,Liquid Gas Filter,0.132,+61%,+26%
18331,Solar Purifier,0.051,+53%,+26%
18332,T-Gel Harvester,0.356,+79%,+28%
18333,T-Gel Sieve,0.142,+58%,+28%
18334,Kinetic Drain,0.373,+63%,+37%
18335,Vacuum Generator Unit,0.695,+75%,+47%
18336,Solar Drain,0.62,+99%,+31%
18337,Vacuum Generator Unit,0.122,+60%,+26%
18338,Solar Sieve,0.112,+59%,+26%
18339,Vacuum Filter,0.221,+54%,+34%
18340,Solar Harvester,0.37,+51%,+43%
18341,Solar Harvester,0.151,+57%,+29%
18342,Liquid Gas Tanks,0.255,+73%,+26%
18343,Liquid Gas Recycler,0.5,+50%,+50%
18344,Solar Purifier,0.346,+78%,+28%
18345,Vacuum Recycler,0.493,+65%,+42%
18346,Kinetic Tanks,0.755,+75%,+50%
18347,Vacuum Harvester,0.423,+66%,+38%
18348,Kinetic Tanks,0.271,+53%,+37%
18349,Kinetic Generator Unit,0.336,+81%,+26%
18350,Vacuum Harvester,0.051,+53%,+26%
18351,Kinetic Purifier,0.797,+83%,+48%
18352,Solar Drain,0.313,+63%,+34%
18353,T-Gel Filter,0.4,+50%,+45%
18354,Liquid Gas Generator Unit,0.449,+92%,+26%
18355,T-Gel Generator Unit,0.275,+75%,+26%
18356,T-Gel Generator Unit,0.24,+52%,+36%
18357,Liquid Gas Filter,0.242,+62%,+31%
18358,T-Gel Generator Unit,0.12,+52%,+30%
18359,Solar Tanks,0.294,+71%,+29%
18360,Solar Filter,0.528,+88%,+32%
18361,Solar Recycler,0.02,+50%,+26%
18362,Solar Purifier,0.385,+76%,+31%
18363,T-Gel Recycler,0.27,+51%,+38%
18364,Vacuum Stabiliser,0.051,+53%,+26%
18365,Liquid Gas Sieve,0.04,+52%,+26%
18366,Vacuum Generator Unit,0.183,+64%,+27%
18367,Liquid Gas Recycler,0.201,+56%,+32%
18368,Vacuum Generator Unit,0.213,+65%,+28%
18369,T-Gel Drain,0.204,+68%,+26%
18370,T-Gel Generator Unit,0.568,+88%,+34%
18371,Liquid Gas Purifier,0.14,+50%,+32%
18372,Vacuum Recycler,0.669,+94%,+36%
18373,Vacuum Pump,0.473,+63%,+42%
18374,Liquid Gas Generator Unit,0.15,+51%,+32%
18375,Liquid Gas Generator Unit,0.4,+52%,+44%
18376,Vacuum Pump,0.769,+92%,+42%
18377,Solar Stabiliser,0.511,+55%,+48%
18378,Solar Purifier,0.511,+57%,+47%
18379,Vacuum Harvester,0.356,+79%,+28%
18380,T-Gel Purifier,0.462,+62%,+42%
18381,Liquid Gas Sieve,0.201,+54%,+33%
18382,Solar Drain,0.491,+57%,+46%
18383,T-Gel Sieve,0.19,+51%,+34%
18384,Kinetic Purifier,0.769,+96%,+40%
18385,T-Gel Stabiliser,0.421,+54%,+44%
18386,Solar Recycler,0.02,+50%,+26%
18387,Liquid Gas Sieve,0.578,+89%,+34%
18388,Vacuum Harvester,0.523,+64%,+44%
18389,T-Gel Sieve,0.183,+64%,+27%
18390,T-Gel Sieve,0.343,+64%,+35%
18391,T-Gel Purifier,0.08,+50%,+29%
18392,Vacuum Tanks,0.564,+70%,+43%
18393,T-Gel Generator Unit,0.336,+81%,+26%
18394,Vacuum Purifier,0.06,+50%,+28%
18395,T-Gel Drain,0.02,+50%,+26%
18396,Kinetic Recycler,0.183,+66%,+26%
18397,Kinetic Stabiliser,0.556,+77%,+39%
18398,Vacuum Purifier,0.152,+61%,+27%
18399,Vacuum Recycler,0.162,+60%,+28%
18400,Solar Drain,0.18,+52%,+33%
18401,Liquid Gas Recycler,0.435,+75%,+34%
18402,Liquid Gas Harvester,0.573,+65%,+46%
18403,Vacuum Filter,0.07,+51%,+28%
18404,T-Gel Tanks,0.57,+98%,+29%
18405,Kinetic Harvester,0.04,+50%,+27%
18406,Vacuum Purifier,0.529,+96%,+28%
18407,Kinetic Stabiliser,0.468,+88%,+29%
18408,Liquid Gas Pump,0.316,+77%,+27%
18409,Kinetic Stabiliser,0.182,+62%,+28%
18410,Kinetic Stabiliser,0.367,+84%,+26%
18411,Liquid Gas Stabiliser,0.665,+74%,+46%
18412,Liquid Gas Purifier,0.624,+70%,+46%
18413,Liquid Gas Tanks,0.401,+54%,+43%
18414,Liquid Gas Purifier,0.478,+89%,+29%
18415,Kinetic Purifier,0.09,+51%,+29%
18416,Vacuum Generator Unit,0.02,+50%,+26%
18417,Solar Harvester,0.253,+67%,+29%
18418,T-Gel Drain,0.191,+55%,+32%
18419,Solar Tanks,0.686,+78%,+45%
18420,T-Gel Pump,0.54,+99%,+27%
18421,Kinetic Tanks,0.357,+83%,+26%
18422,Kinetic Drain,0.162,+62%,+27%
18423,T-Gel Filter,0.542,+58%,+48%
18424,Liquid Gas Harvester,0.32,+50%,+41%
18425,Kinetic Filter,0.448,+90%,+27%
18426,Solar Recycler,0.17,+51%,+33%
18427,Kinetic Harvester,0.531,+53%,+50%
18428,Vacuum Harvester,0.684,+70%,+49%
18429,Solar Tanks,0.07,+51%,+28%
18430,T-Gel Tanks,0.16,+50%,+33%
18431,Liquid Gas Harvester,0.04,+50%,+27%
18432,Solar Sieve,0.1,+50%,+30%
18433,Solar Harvester,0.26,+50%,+38%
18434,Solar Tanks,0.163,+64%,+26%
18435,Solar Purifier,0.486,+80%,+34%
18436,Liquid Gas Tanks,0.336,+81%,+26%
18437,T-Gel Generator Unit,0.111,+53%,+29%
18438,Liquid Gas Tanks,0.1,+50%,+30%
18439,Liquid Gas Stabiliser,0.428,+90%,+26%
18440,Vacuum Drain,0.12,+52%,+30%
18441,Solar Sieve,0.356,+77%,+29%
18442,Kinetic Purifier,0.498,+89%,+30%
18443,Liquid Gas Sieve,0.407,+82%,+29%
18444,Liquid Gas Drain,0.051,+53%,+26%
18445,Kinetic Stabiliser,0.547,+84%,+35%
18446,Liquid Gas Sieve,0.616,+81%,+40%
18447,Vacuum Pump,0.02,+50%,+26%
18448,Kinetic Harvester,0.417,+83%,+29%
18449,Liquid Gas Recycler,0.233,+65%,+29%
18450,T-Gel Recycler,0.396,+77%,+31%
18451,T-Gel Generator Unit,0.091,+57%,+26%
18452,Liquid Gas Stabiliser,0.387,+86%,+26%
18453,T-Gel Tanks,0.02,+50%,+26%
18454,Liquid Gas Purifier,0.242,+62%,+31%
18455,Liquid Gas Drain,0.42,+50%,+46%
18456,Vacuum Pump,0.142,+62%,+26%
18457,Kinetic Recycler,0.42,+50%,+46%
18458,Solar Stabiliser,0.371,+53%,+42%
18459,Kinetic Stabiliser,0.2,+50%,+35%
18460,Solar Recycler,0.396,+79%,+30%
18461,Liquid Gas Stabiliser,0.386,+80%,+29%
18462,Kinetic Generator Unit,0.376,+81%,+28%
18463,T-Gel Filter,0.91,+98%,+46%
18464,T-Gel Tanks,0.18,+50%,+34%
18465,T-Gel Drain,0.4,+50%,+45%
18466,Kinetic Filter,0.051,+53%,+26%
18467,Liquid Gas Pump,0.101,+56%,+27%
18468,T-Gel Tanks,0.438,+91%,+26%
18469,Liquid Gas Purifier,0.081,+56%,+26%
18470,Vacuum Purifier,0.558,+89%,+33%
18471,Kinetic Stabiliser,0.131,+57%,+28%
18472,T-Gel Harvester,0.271,+57%,+35%
18473,Kinetic Sieve,0.502,+58%,+46%
18474,Vacuum Pump,0.408,+88%,+26%
18475,Kinetic Stabiliser,0.04,+50%,+27%
18476,Liquid Gas Harvester,0.336,+79%,+27%
18477,Liquid Gas Generator Unit,0.242,+60%,+32%
18478,Solar Purifier,0.37,+51%,+43%
18479,Kinetic Harvester,0.12,+50%,+31%
18480,Liquid Gas Filter,0.306,+78%,+26%
18481,Vacuum Harvester,0.577,+85%,+36%
18482,Kinetic Pump,0.394,+69%,+35%
18483,Solar Tanks,0.191,+53%,+33%
18484,Solar Generator Unit,0.706,+80%,+45%
18485,Solar Stabiliser,0.494,+69%,+40%
18486,T-Gel Stabiliser,0.461,+54%,+46%
18487,Solar Stabiliser,0.193,+67%,+26%
18488,Solar Purifier,0.604,+72%,+44%
18489,Kinetic Pump,0.07,+51%,+28%
18490,Solar Tanks,0.397,+85%,+27%
18491,Liquid Gas Drain,0.285,+76%,+26%
18492,T-Gel Filter,0.18,+50%,+34%
18493,Vacuum Filter,0.13,+51%,+31%
18494,Liquid Gas Filter,0.619,+95%,+33%
18495,T-Gel Sieve,0.779,+93%,+42%
18496,Vacuum Sieve,0.373,+65%,+36%
18497,T-Gel Harvester,0.401,+54%,+43%
18498,Solar Sieve,0.02,+50%,+26%
18499,Solar Recycler,0.959,+95%,+50%
18500,Vacuum Recycler,0.413,+63%,+39%
18501,Solar Stabiliser,0.091,+57%,+26%
18502,Vacuum Drain,0.397,+85%,+27%
18503,Liquid Gas Sieve,0.312,+59%,+36%
18504,Liquid Gas Pump,0.46,+50%,+48%
18505,Liquid Gas Generator Unit,0.04,+52%,+26%
18506,Solar Drain,0.16,+50%,+33%
18507,Solar Recycler,0.132,+59%,+27%
18508,Kinetic Recycler,0.418,+89%,+26%
18509,Kinetic Harvester,0.54,+99%,+27%
18510,Solar Purifier,0.44,+50%,+47%
18511,Solar Generator Unit,0.354,+69%,+33%
18512,Liquid Gas Pump,0.602,+60%,+50%
18513,T-Gel Generator Unit,0.323,+66%,+33%
18514,Liquid Gas Stabiliser,0.5,+97%,+26%
18515,T-Gel Drain,0.08,+52%,+28%
18516,Vacuum Recycler,0.335,+75%,+29%
18517,Vacuum Filter,0.472,+61%,+43%
18518,Kinetic Harvester,0.541,+54%,+50%
18519,T-Gel Stabiliser,0.122,+60%,+26%
18520,Kinetic Stabiliser,0.1,+50%,+30%
18521,Kinetic Sieve,0.05,+51%,+27%
18522,Liquid Gas Sieve,0.162,+60%,+28%
18523,Liquid Gas Harvester,0.181,+56%,+31%
18524,T-Gel Purifier,0.412,+61%,+40%
18525,Liquid Gas Harvester,0.633,+67%,+48%
18526,Liquid Gas Recycler,0.424,+72%,+35%
18527,Liquid Gas Drain,0.398,+87%,+26%
18528,T-Gel Drain,0.481,+56%,+46%
18529,Kinetic Stabiliser,0.04,+50%,+27%
18530,Vacuum Generator Unit,0.357,+83%,+26%
18531,Liquid Gas Sieve,0.291,+53%,+38%
18532,Solar Filter,0.051,+53%,+26%
18533,T-Gel Purifier,0.04,+50%,+27%
18534,Kinetic Sieve,0.415,+73%,+34%
18535,T-Gel Pump,0.342,+58%,+38%
18536,Solar Tanks,0.26,+50%,+38%
18537,Liquid Gas Generator Unit,0.485,+76%,+36%
18538,Liquid Gas Filter,0.461,+56%,+45%
18539,Solar Drain,0.697,+83%,+43%
18540,Solar Harvester,0.367,+84%,+26%
18541,Vacuum Tanks,0.627,+86%,+38%
18542,T-Gel Tanks,0.471,+53%,+47%
18543,Vacuum Sieve,0.335,+75%,+29%
18544,T-Gel Drain,0.02,+50%,+26%
18545,Solar Purifier,0.442,+60%,+42%
18546,T-Gel Drain,0.382,+60%,+39%
18547,Vacuum Purifier,0.83,+98%,+42%
18548,Kinetic Generator Unit,0.285,+76%,+26%
18549,T-Gel Drain,0.161,+54%,+31%
18550,Vacuum Drain,0.326,+80%,+26%
18551,Solar Sieve,0.38,+50%,+44%
18552,Vacuum Stabiliser,0.393,+63%,+38%
18553,Liquid Gas Recycler,0.101,+56%,+27%
18554,T-Gel Tanks,0.398,+87%,+26%
18555,Liquid Gas Pump,0.23,+51%,+36%
18556,Liquid Gas Stabiliser,0.56,+99%,+28%
18557,Solar Pump,0.531,+53%,+50%
18558,Vacuum Stabiliser,0.36,+52%,+42%
18559,Vacuum Purifier,0.132,+61%,+26%
18560,T-Gel Tanks,0.377,+85%,+26%
18561,T-Gel Harvester,0.081,+54%,+27%
18562,Liquid Gas Drain,0.562,+58%,+49%
18563,Solar Purifier,0.529,+92%,+30%
18564,Solar Stabiliser,0.522,+58%,+47%
18565,Liquid Gas Sieve,0.553,+67%,+44%
18566,Liquid Gas Pump,0.061,+54%,+26%
18567,Solar Generator Unit,0.44,+50%,+47%
18568,T-Gel Recycler,0.786,+78%,+50%
18569,T-Gel Drain,0.271,+53%,+37%
18570,Solar Stabiliser,0.645,+76%,+44%
18571,Kinetic Recycler,0.491,+53%,+48%
18572,Solar Generator Unit,0.071,+53%,+27%
18573,Liquid Gas Drain,0.347,+82%,+26%
18574,Solar Pump,0.301,+54%,+38%
18575,Liquid Gas Purifier,0.35,+51%,+42%
18576,Solar Sieve,0.374,+71%,+33%
18577,Solar Pump,0.32,+50%,+41%
18578,Solar Pump,0.03,+51%,+26%
18579,T-Gel Drain,0.452,+59%,+43%
18580,Vacuum Tanks,0.582,+60%,+49%
18581,T-Gel Purifier,0.1,+52%,+29%
18582,Vacuum Sieve,0.161,+56%,+30%
18583,Solar Sieve,0.459,+93%,+26%
18584,Solar Harvester,0.501,+56%,+47%
18585,Solar Pump,0.38,+50%,+44%
18586,T-Gel Recycler,0.051,+53%,+26%
18587,T-Gel Pump,0.377,+85%,+26%
18588,Liquid Gas Drain,0.441,+56%,+44%
18589,Kinetic Sieve,0.304,+72%,+29%
18590,T-Gel Filter,0.508,+88%,+31%
18591,T-Gel Tanks,0.556,+79%,+38%
18592,T-Gel Drain,0.142,+60%,+27%
18593,Liquid Gas Drain,0.283,+64%,+32%
18594,T-Gel Harvester,0.4,+52%,+44%
18595,Kinetic Generator Unit,0.06,+50%,+28%
18596,Vacuum Generator Unit,0.75,+98%,+38%
18597,Liquid Gas Drain,0.071,+55%,+26%
18598,Kinetic Recycler,0.02,+50%,+26%
18599,Kinetic Tanks,0.889,+96%,+46%
18600,Liquid Gas Harvester,0.393,+65%,+37%
18601,Vacuum Recycler,0.618,+89%,+36%
18602,Liquid Gas Recycler,0.051,+53%,+26%
18603,Liquid Gas Stabiliser,0.586,+78%,+40%
18604,T-Gel Sieve,0.521,+54%,+49%
18605,Kinetic Recycler,0.575,+73%,+42%
18606,Vacuum Pump,0.03,+51%,+26%
18607,Vacuum Purifier,0.142,+62%,+26%
18608,T-Gel Pump,0.36,+50%,+43%
18609,Vacuum Purifier,0.275,+73%,+27%
18610,Kinetic Stabiliser,0.101,+56%,+27%
18611,Kinetic Tanks,0.04,+52%,+26%
18612,Kinetic Sieve,0.427,+82%,+30%
18613,Liquid Gas Generator Unit,0.545,+76%,+39%
18614,Solar Drain,0.816,+81%,+50%
18615,T-Gel Stabiliser,0.25,+51%,+37%
18616,T-Gel Stabiliser,0.3,+50%,+40%
18617,Solar Stabiliser,0.95,+98%,+48%
18618,Kinetic Drain,0.2,+50%,+35%
18619,Kinetic Generator Unit,0.838,+91%,+46%
18620,Solar Recycler,0.437,+85%,+29%
18621,Liquid Gas Tanks,0.648,+88%,+38%
18622,Kinetic Recycler,0.05,+51%,+27%
18623,Vacuum Stabiliser,0.407,+86%,+27%
18624,T-Gel Generator Unit,0.244,+72%,+26%
18625,Liquid Gas Sieve,0.02,+50%,+26%
18626,Kinetic Generator Unit,0.367,+84%,+26%
18627,T-Gel Purifier,0.08,+52%,+28%
18628,Solar Drain,0.06,+50%,+28%
