sep=,
Seed,Name,Perfection,Suit_Armour_Shield_Strength,Suit_Armour_Health
20733,Sonic Buffer,0.0,+15%,
20734,Uranium Shield,0.25,+17%,
20735,Uranium Polariser,0.0,+15%,
20736,Sonic Buffer,0.375,+16%,+33%
20737,Lightning Bulwark,0.0,+15%,
20738,Vector Polariser,0.5,,+33%
20739,Vector Resonator,0.5,,+33%
20740,Lightning Armour,0.5,,+33%
20741,Lightning Armour,0.25,+17%,
20742,Sonic Shield,0.5,,+33%
20743,Vector Shield,0.5,,+33%
20744,Uranium Buffer,0.792,+18%,+33%
20745,Uranium Armour,0.5,,+33%
20746,Vector Armour,1.0,+19%,+33%
20747,Bionic Bulwark,0.375,+16%,+33%
20748,Sonic Padding,0.167,+15%,+33%
20749,Sonic Buffer,0.5,,+33%
20750,Uranium Lattice,0.25,+17%,
20751,Sonic Shield,0.167,+15%,+33%
20752,Vector Resonator,0.583,+17%,+33%
20753,Uranium Resonator,0.5,,+33%
20754,Sonic Padding,0.0,+15%,
20755,Bionic Battery,0.5,,+33%
20756,Sonic Polariser,0.167,+15%,+33%
20757,Vector Resonator,0.0,+15%,
20758,Sonic Polariser,0.5,,+33%
20759,Lightning Battery,0.375,+16%,+33%
20760,Lightning Shield,1.0,+19%,+33%
20761,Sonic Buffer,0.0,+15%,
20762,Lightning Buffer,0.375,+16%,+33%
20763,Vector Shield,0.167,+15%,+33%
20764,Sonic Buffer,0.5,+19%,
20765,Vector Padding,1.0,+19%,+33%
20766,Uranium Resonator,0.5,,+33%
20767,Bionic Polariser,0.125,+16%,
20768,Bionic Lattice,0.125,+16%,
20769,Uranium Armour,0.5,,+33%
20770,Sonic Buffer,0.5,,+33%
20771,Sonic Polariser,0.375,+16%,+33%
20772,Lightning Battery,0.5,+19%,
20773,Uranium Resonator,0.5,,+33%
20774,Vector Shield,0.0,+15%,
20775,Sonic Grafts,0.167,+15%,+33%
20776,Vector Armour,0.5,,+33%
20777,Bionic Armour,0.5,,+33%
20778,Uranium Polariser,0.792,+18%,+33%
20779,Uranium Polariser,0.5,,+33%
20780,Bionic Polariser,0.5,,+33%
20781,Uranium Resonator,0.5,,+33%
20782,Vector Battery,0.125,+16%,
20783,Uranium Polariser,0.0,+15%,
20784,Lightning Buffer,0.125,+16%,
20785,Bionic Polariser,0.125,+16%,
20786,Vector Bulwark,1.0,+19%,+33%
20787,Uranium Polariser,0.0,+15%,
20788,Uranium Lattice,0.167,+15%,+33%
20789,Sonic Armour,0.25,+17%,
20790,Sonic Padding,0.5,,+33%
20791,Uranium Polariser,0.375,+18%,
20792,Lightning Shield,0.25,+17%,
20793,Vector Padding,0.5,,+33%
20794,Sonic Grafts,0.5,,+33%
20795,Vector Buffer,0.583,+17%,+33%
20796,Vector Grafts,0.375,+16%,+33%
20797,Lightning Battery,0.5,+19%,
20798,Sonic Grafts,0.5,,+33%
20799,Sonic Armour,0.0,+15%,
20800,Lightning Armour,0.5,,+33%
20801,Lightning Buffer,0.583,+17%,+33%
20802,Sonic Grafts,0.167,+15%,+33%
20803,Uranium Armour,0.583,+17%,+33%
20804,Uranium Shield,0.125,+16%,
20805,Uranium Buffer,0.167,+15%,+33%
20806,Vector Buffer,0.5,,+33%
20807,Vector Resonator,0.375,+18%,
20808,Lightning Armour,0.0,+15%,
20809,Bionic Bulwark,0.5,+19%,
20810,Vector Lattice,0.5,,+33%
20811,Sonic Battery,0.25,+17%,
20812,Lightning Lattice,0.125,+16%,
20813,Uranium Polariser,0.5,,+33%
20814,Sonic Lattice,0.375,+18%,
20815,Lightning Buffer,0.5,,+33%
20816,Uranium Resonator,0.5,,+33%
20817,Lightning Lattice,0.375,+16%,+33%
20818,Bionic Bulwark,0.25,+17%,
20819,Bionic Padding,0.0,+15%,
20820,Bionic Buffer,0.167,+15%,+33%
20821,Vector Buffer,0.5,,+33%
20822,Lightning Shield,0.5,,+33%
20823,Uranium Resonator,0.5,,+33%
20824,Bionic Lattice,0.5,,+33%
20825,Bionic Lattice,0.5,,+33%
20826,Lightning Buffer,0.0,+15%,
20827,Vector Lattice,0.5,,+33%
20828,Bionic Armour,0.125,+16%,
20829,Bionic Resonator,0.167,+15%,+33%
20830,Sonic Armour,0.0,+15%,
20831,Uranium Battery,0.5,,+33%
20832,Uranium Polariser,0.5,,+33%
20833,Vector Grafts,0.583,+17%,+33%
20834,Vector Buffer,0.167,+15%,+33%
20835,Sonic Armour,0.167,+15%,+33%
20836,Sonic Padding,0.0,+15%,
20837,Sonic Resonator,0.375,+16%,+33%
20838,Lightning Buffer,0.5,,+33%
20839,Vector Polariser,0.375,+18%,
20840,Bionic Padding,0.375,+16%,+33%
20841,Bionic Padding,0.0,+15%,
20842,Uranium Armour,0.5,,+33%
20843,Vector Armour,0.375,+18%,
20844,Bionic Resonator,0.5,,+33%
20845,Vector Polariser,0.5,,+33%
20846,Bionic Armour,0.25,+17%,
20847,Vector Resonator,0.5,+19%,
20848,Lightning Resonator,0.5,,+33%
20849,Bionic Bulwark,0.167,+15%,+33%
20850,Vector Buffer,0.5,,+33%
20851,Lightning Armour,0.5,,+33%
20852,Uranium Resonator,0.25,+17%,
20853,Lightning Battery,0.0,+15%,
20854,Bionic Polariser,0.0,+15%,
20855,Vector Battery,0.0,+15%,
20856,Uranium Padding,0.25,+17%,
20857,Sonic Resonator,0.0,+15%,
20858,Uranium Padding,0.0,+15%,
20859,Vector Padding,0.5,,+33%
20860,Uranium Shield,0.5,,+33%
20861,Lightning Shield,0.167,+15%,+33%
20862,Vector Buffer,0.5,,+33%
20863,Lightning Armour,0.5,,+33%
20864,Lightning Buffer,0.5,,+33%
20865,Sonic Shield,0.0,+15%,
20866,Sonic Resonator,0.792,+18%,+33%
20867,Lightning Armour,0.0,+15%,
20868,Uranium Bulwark,0.0,+15%,
20869,Vector Bulwark,0.0,+15%,
20870,Bionic Lattice,0.5,,+33%
20871,Vector Armour,0.5,+19%,
20872,Sonic Armour,1.0,+19%,+33%
20873,Sonic Bulwark,0.5,,+33%
20874,Bionic Buffer,0.375,+18%,
20875,Uranium Lattice,0.167,+15%,+33%
20876,Sonic Bulwark,0.0,+15%,
20877,Lightning Padding,0.5,,+33%
20878,Vector Buffer,0.167,+15%,+33%
20879,Lightning Lattice,0.125,+16%,
20880,Sonic Lattice,0.375,+16%,+33%
20881,Lightning Battery,0.0,+15%,
20882,Lightning Polariser,0.5,,+33%
20883,Sonic Padding,0.167,+15%,+33%
20884,Vector Armour,0.5,+19%,
20885,Vector Shield,1.0,+19%,+33%
20886,Bionic Polariser,0.5,,+33%
20887,Bionic Polariser,0.792,+18%,+33%
20888,Sonic Padding,0.5,,+33%
20889,Bionic Shield,0.5,,+33%
20890,Sonic Resonator,0.5,,+33%
20891,Bionic Polariser,0.5,,+33%
20892,Bionic Shield,0.167,+15%,+33%
20893,Sonic Battery,0.5,,+33%
20894,Sonic Lattice,0.5,,+33%
20895,Lightning Polariser,0.5,,+33%
20896,Uranium Buffer,0.792,+18%,+33%
20897,Bionic Polariser,0.5,,+33%
20898,Bionic Grafts,0.125,+16%,
20899,Sonic Lattice,0.375,+16%,+33%
20900,Uranium Buffer,0.125,+16%,
20901,Bionic Padding,0.0,+15%,
20902,Bionic Polariser,0.0,+15%,
20903,Uranium Polariser,0.375,+18%,
20904,Uranium Resonator,0.5,,+33%
20905,Bionic Lattice,0.167,+15%,+33%
20906,Uranium Armour,0.583,+17%,+33%
20907,Uranium Grafts,0.0,+15%,
20908,Sonic Padding,0.0,+15%,
20909,Lightning Battery,0.5,,+33%
20910,Sonic Grafts,0.5,+19%,
20911,Bionic Buffer,0.375,+18%,
20912,Uranium Battery,0.0,+15%,
20913,Sonic Battery,0.375,+18%,
20914,Lightning Armour,0.5,,+33%
20915,Vector Resonator,0.375,+16%,+33%
20916,Vector Bulwark,0.167,+15%,+33%
20917,Bionic Battery,0.792,+18%,+33%
20918,Uranium Resonator,0.0,+15%,
20919,Bionic Lattice,0.167,+15%,+33%
20920,Uranium Resonator,1.0,+19%,+33%
20921,Sonic Lattice,0.5,,+33%
20922,Uranium Bulwark,0.583,+17%,+33%
20923,Sonic Padding,0.5,,+33%
20924,Sonic Resonator,0.125,+16%,
20925,Sonic Shield,0.167,+15%,+33%
20926,Uranium Polariser,0.125,+16%,
20927,Vector Padding,1.0,+19%,+33%
20928,Bionic Lattice,0.5,,+33%
20929,Uranium Shield,0.0,+15%,
20930,Sonic Grafts,0.25,+17%,
20931,Vector Buffer,0.5,,+33%
20932,Lightning Shield,0.375,+18%,
20933,Sonic Polariser,0.583,+17%,+33%
20934,Uranium Grafts,0.792,+18%,+33%
20935,Vector Battery,0.0,+15%,
20936,Vector Polariser,0.792,+18%,+33%
20937,Vector Bulwark,0.0,+15%,
20938,Bionic Battery,0.125,+16%,
20939,Uranium Padding,0.5,,+33%
20940,Lightning Resonator,0.5,,+33%
20941,Bionic Bulwark,0.583,+17%,+33%
20942,Bionic Battery,0.5,+19%,
20943,Lightning Lattice,0.5,,+33%
20944,Vector Buffer,0.25,+17%,
20945,Lightning Resonator,0.5,,+33%
20946,Sonic Shield,0.5,,+33%
20947,Bionic Battery,0.583,+17%,+33%
20948,Uranium Grafts,0.167,+15%,+33%
20949,Uranium Buffer,0.167,+15%,+33%
20950,Lightning Resonator,0.167,+15%,+33%
20951,Lightning Shield,0.375,+18%,
20952,Sonic Polariser,0.375,+18%,
20953,Uranium Armour,0.5,,+33%
20954,Sonic Lattice,0.125,+16%,
20955,Vector Polariser,0.375,+18%,
20956,Sonic Resonator,0.125,+16%,
20957,Bionic Armour,0.0,+15%,
20958,Sonic Shield,0.0,+15%,
20959,Sonic Polariser,0.792,+18%,+33%
20960,Sonic Grafts,0.5,,+33%
20961,Uranium Padding,0.125,+16%,
20962,Uranium Battery,0.5,,+33%
20963,Lightning Armour,0.0,+15%,
20964,Vector Armour,0.375,+16%,+33%
20965,Vector Padding,0.125,+16%,
20966,Lightning Armour,0.375,+18%,
20967,Uranium Battery,0.583,+17%,+33%
20968,Sonic Battery,0.167,+15%,+33%
20969,Sonic Grafts,0.167,+15%,+33%
20970,Bionic Bulwark,0.375,+16%,+33%
20971,Lightning Buffer,0.5,,+33%
20972,Uranium Lattice,0.375,+16%,+33%
20973,Vector Grafts,0.5,,+33%
20974,Vector Armour,0.5,+19%,
20975,Bionic Battery,0.5,,+33%
20976,Bionic Battery,0.5,,+33%
20977,Uranium Battery,0.25,+17%,
20978,Lightning Buffer,1.0,+19%,+33%
20979,Lightning Lattice,0.0,+15%,
20980,Uranium Battery,0.0,+15%,
20981,Lightning Resonator,0.0,+15%,
20982,Lightning Grafts,0.5,,+33%
20983,Lightning Padding,0.375,+16%,+33%
20984,Vector Padding,0.5,,+33%
20985,Vector Bulwark,0.375,+18%,
20986,Vector Polariser,0.375,+18%,
20987,Uranium Armour,0.5,,+33%
20988,Sonic Padding,0.5,,+33%
20989,Sonic Shield,0.375,+16%,+33%
20990,Bionic Grafts,0.0,+15%,
20991,Bionic Grafts,0.0,+15%,
20992,Sonic Shield,0.5,,+33%
20993,Sonic Bulwark,0.167,+15%,+33%
20994,Sonic Buffer,0.375,+16%,+33%
20995,Sonic Padding,0.375,+18%,
20996,Lightning Bulwark,0.167,+15%,+33%
20997,Bionic Battery,0.375,+16%,+33%
20998,Sonic Battery,0.5,,+33%
20999,Sonic Resonator,0.5,,+33%
21000,Lightning Polariser,0.25,+17%,
21001,Bionic Resonator,0.5,,+33%
21002,Sonic Shield,0.5,+19%,
21003,Uranium Grafts,0.125,+16%,
21004,Uranium Battery,0.167,+15%,+33%
21005,Vector Battery,0.125,+16%,
21006,Lightning Lattice,0.125,+16%,
21007,Uranium Armour,0.375,+16%,+33%
21008,Uranium Armour,0.0,+15%,
21009,Vector Armour,0.167,+15%,+33%
21010,Uranium Padding,0.0,+15%,
21011,Sonic Grafts,0.5,,+33%
21012,Uranium Armour,0.5,,+33%
21013,Uranium Resonator,0.375,+16%,+33%
21014,Bionic Resonator,0.167,+15%,+33%
21015,Vector Shield,0.792,+18%,+33%
21016,Vector Grafts,0.0,+15%,
21017,Bionic Lattice,0.0,+15%,
21018,Sonic Grafts,0.5,,+33%
21019,Vector Resonator,0.375,+18%,
21020,Lightning Buffer,0.25,+17%,
21021,Vector Grafts,0.375,+16%,+33%
21022,Bionic Polariser,0.5,,+33%
21023,Sonic Lattice,0.5,+19%,
21024,Bionic Shield,1.0,+19%,+33%
21025,Sonic Grafts,0.0,+15%,
21026,Bionic Buffer,0.583,+17%,+33%
21027,Bionic Padding,0.125,+16%,
21028,Vector Battery,0.375,+16%,+33%
21029,Sonic Polariser,0.583,+17%,+33%
21030,Lightning Bulwark,0.167,+15%,+33%
21031,Sonic Lattice,0.5,+19%,
21032,Uranium Padding,0.5,,+33%
21033,Sonic Padding,0.792,+18%,+33%
21034,Bionic Polariser,0.5,,+33%
21035,Vector Polariser,0.5,+19%,
21036,Bionic Polariser,0.5,,+33%
21037,Bionic Padding,0.5,,+33%
21038,Bionic Armour,0.583,+17%,+33%
21039,Vector Resonator,0.0,+15%,
21040,Bionic Shield,0.167,+15%,+33%
21041,Lightning Armour,0.5,+19%,
21042,Sonic Battery,0.5,,+33%
21043,Sonic Lattice,0.5,,+33%
21044,Lightning Lattice,0.167,+15%,+33%
21045,Lightning Shield,0.167,+15%,+33%
21046,Lightning Padding,0.375,+18%,
21047,Sonic Padding,0.5,,+33%
21048,Sonic Battery,0.5,+19%,
21049,Vector Polariser,0.167,+15%,+33%
21050,Lightning Bulwark,0.5,,+33%
21051,Sonic Shield,0.5,,+33%
21052,Bionic Grafts,0.583,+17%,+33%
21053,Lightning Padding,0.5,,+33%
21054,Sonic Polariser,0.375,+16%,+33%
21055,Sonic Buffer,0.792,+18%,+33%
21056,Sonic Lattice,0.0,+15%,
21057,Sonic Battery,0.167,+15%,+33%
21058,Lightning Buffer,0.0,+15%,
21059,Uranium Padding,0.792,+18%,+33%
21060,Uranium Resonator,0.5,,+33%
21061,Sonic Padding,0.5,,+33%
21062,Sonic Shield,0.167,+15%,+33%
21063,Vector Armour,0.5,,+33%
21064,Lightning Buffer,1.0,+19%,+33%
21065,Lightning Buffer,0.5,,+33%
21066,Bionic Battery,0.125,+16%,
21067,Bionic Armour,0.375,+18%,
21068,Sonic Lattice,0.5,,+33%
21069,Lightning Armour,0.167,+15%,+33%
21070,Sonic Padding,0.167,+15%,+33%
21071,Lightning Polariser,0.5,,+33%
21072,Sonic Armour,0.5,,+33%
21073,Bionic Polariser,0.5,,+33%
21074,Bionic Polariser,1.0,+19%,+33%
21075,Bionic Armour,0.0,+15%,
21076,Uranium Armour,0.5,+19%,
21077,Sonic Shield,0.5,,+33%
21078,Sonic Armour,0.125,+16%,
21079,Sonic Padding,0.167,+15%,+33%
21080,Lightning Polariser,0.5,,+33%
21081,Sonic Armour,0.5,,+33%
21082,Vector Grafts,0.25,+17%,
21083,Bionic Armour,0.167,+15%,+33%
21084,Bionic Resonator,0.0,+15%,
21085,Lightning Bulwark,0.5,,+33%
21086,Sonic Grafts,0.375,+18%,
21087,Vector Shield,0.792,+18%,+33%
21088,Vector Buffer,0.5,,+33%
21089,Vector Battery,0.0,+15%,
21090,Vector Armour,0.792,+18%,+33%
21091,Vector Resonator,0.5,,+33%
21092,Vector Grafts,0.5,,+33%
21093,Sonic Grafts,1.0,+19%,+33%
21094,Vector Shield,0.375,+16%,+33%
21095,Uranium Buffer,0.5,,+33%
21096,Bionic Polariser,0.5,,+33%
21097,Uranium Buffer,0.0,+15%,
21098,Vector Shield,0.5,,+33%
21099,Sonic Bulwark,0.792,+18%,+33%
21100,Vector Lattice,0.5,+19%,
21101,Sonic Polariser,0.583,+17%,+33%
21102,Sonic Battery,0.375,+18%,
21103,Vector Bulwark,0.375,+18%,
21104,Uranium Shield,0.25,+17%,
21105,Bionic Battery,0.5,,+33%
21106,Bionic Buffer,0.5,,+33%
21107,Vector Grafts,0.5,,+33%
21108,Uranium Resonator,0.167,+15%,+33%
21109,Lightning Shield,0.0,+15%,
21110,Vector Padding,0.5,,+33%
21111,Sonic Armour,0.375,+16%,+33%
21112,Uranium Padding,1.0,+19%,+33%
21113,Uranium Buffer,0.5,,+33%
21114,Sonic Armour,0.125,+16%,
21115,Vector Grafts,0.0,+15%,
21116,Vector Polariser,0.5,,+33%
21117,Sonic Shield,0.375,+16%,+33%
21118,Uranium Battery,0.5,,+33%
21119,Bionic Shield,0.167,+15%,+33%
21120,Bionic Grafts,0.0,+15%,
21121,Vector Battery,0.5,,+33%
21122,Bionic Polariser,0.5,,+33%
21123,Uranium Resonator,0.375,+16%,+33%
21124,Sonic Grafts,0.375,+18%,
21125,Vector Grafts,0.0,+15%,
21126,Sonic Lattice,0.5,+19%,
21127,Vector Polariser,0.583,+17%,+33%
21128,Bionic Polariser,0.5,,+33%
21129,Uranium Battery,0.5,,+33%
21130,Vector Bulwark,0.5,,+33%
21131,Uranium Padding,0.5,+19%,
21132,Lightning Battery,0.583,+17%,+33%
21133,Lightning Armour,0.583,+17%,+33%
21134,Lightning Resonator,0.5,,+33%
21135,Sonic Bulwark,0.5,,+33%
21136,Uranium Buffer,0.375,+16%,+33%
21137,Sonic Grafts,0.0,+15%,
21138,Vector Shield,0.5,,+33%
21139,Lightning Armour,0.167,+15%,+33%
21140,Lightning Battery,0.5,+19%,
21141,Vector Resonator,0.0,+15%,
21142,Uranium Buffer,0.5,,+33%
21143,Uranium Buffer,0.167,+15%,+33%
21144,Bionic Polariser,0.5,,+33%
21145,Sonic Lattice,0.5,,+33%
21146,Bionic Resonator,0.5,,+33%
21147,Lightning Buffer,0.5,,+33%
21148,Bionic Battery,0.167,+15%,+33%
21149,Sonic Padding,0.375,+16%,+33%
21150,Sonic Armour,0.0,+15%,
21151,Sonic Buffer,0.0,+15%,
21152,Bionic Armour,0.583,+17%,+33%
21153,Uranium Grafts,0.583,+17%,+33%
21154,Uranium Polariser,1.0,+19%,+33%
21155,Vector Battery,0.167,+15%,+33%
21156,Vector Bulwark,0.5,,+33%
21157,Lightning Resonator,1.0,+19%,+33%
21158,Bionic Resonator,0.5,,+33%
21159,Bionic Shield,0.5,,+33%
21160,Lightning Buffer,0.5,+19%,
21161,Lightning Lattice,0.0,+15%,
21162,Bionic Polariser,0.0,+15%,
21163,Bionic Polariser,0.5,,+33%
21164,Lightning Armour,0.5,,+33%
21165,Sonic Padding,0.5,,+33%
21166,Bionic Polariser,0.5,,+33%
21167,Uranium Grafts,0.375,+16%,+33%
21168,Lightning Shield,0.375,+16%,+33%
21169,Sonic Battery,0.5,,+33%
21170,Lightning Resonator,0.167,+15%,+33%
21171,Uranium Padding,0.792,+18%,+33%
21172,Vector Shield,0.125,+16%,
21173,Uranium Shield,0.5,,+33%
21174,Uranium Resonator,0.5,,+33%
21175,Sonic Lattice,0.5,,+33%
21176,Vector Padding,0.167,+15%,+33%
21177,Lightning Resonator,0.167,+15%,+33%
21178,Sonic Padding,0.375,+16%,+33%
21179,Vector Padding,0.167,+15%,+33%
21180,Lightning Resonator,0.375,+16%,+33%
21181,Bionic Bulwark,0.5,,+33%
21182,Sonic Lattice,0.0,+15%,
21183,Uranium Armour,0.792,+18%,+33%
21184,Sonic Padding,0.167,+15%,+33%
21185,Vector Grafts,1.0,+19%,+33%
21186,Uranium Buffer,0.167,+15%,+33%
21187,Sonic Armour,0.5,,+33%
21188,Uranium Polariser,0.792,+18%,+33%
21189,Vector Padding,0.5,,+33%
21190,Sonic Polariser,0.375,+18%,
21191,Sonic Resonator,0.25,+17%,
21192,Lightning Armour,0.0,+15%,
21193,Uranium Padding,0.5,,+33%
21194,Lightning Buffer,0.5,,+33%
21195,Uranium Grafts,0.167,+15%,+33%
21196,Vector Polariser,0.375,+18%,
21197,Lightning Polariser,0.0,+15%,
21198,Bionic Armour,0.0,+15%,
21199,Uranium Padding,0.5,,+33%
21200,Sonic Armour,0.5,,+33%
21201,Sonic Bulwark,0.5,,+33%
21202,Sonic Armour,0.167,+15%,+33%
21203,Lightning Grafts,0.5,+19%,
21204,Uranium Padding,0.167,+15%,+33%
21205,Uranium Battery,0.5,,+33%
21206,Bionic Grafts,0.167,+15%,+33%
21207,Vector Bulwark,0.375,+16%,+33%
21208,Lightning Resonator,0.5,,+33%
21209,Vector Lattice,0.5,,+33%
21210,Bionic Battery,0.0,+15%,
21211,Vector Lattice,0.125,+16%,
21212,Lightning Bulwark,0.0,+15%,
21213,Lightning Resonator,0.125,+16%,
21214,Sonic Grafts,0.0,+15%,
21215,Sonic Resonator,0.375,+16%,+33%
21216,Uranium Grafts,0.5,+19%,
21217,Lightning Resonator,0.0,+15%,
21218,Bionic Padding,0.583,+17%,+33%
21219,Uranium Bulwark,0.5,,+33%
21220,Lightning Padding,0.0,+15%,
21221,Uranium Lattice,0.5,,+33%
21222,Uranium Resonator,0.125,+16%,
21223,Uranium Armour,0.25,+17%,
21224,Uranium Lattice,0.5,,+33%
21225,Vector Lattice,0.5,,+33%
21226,Vector Grafts,0.0,+15%,
21227,Lightning Bulwark,0.5,+19%,
21228,Sonic Resonator,0.583,+17%,+33%
21229,Vector Shield,0.125,+16%,
21230,Uranium Battery,0.0,+15%,
21231,Sonic Resonator,0.5,,+33%
21232,Uranium Armour,1.0,+19%,+33%
21233,Uranium Bulwark,0.375,+18%,
21234,Sonic Bulwark,0.5,,+33%
21235,Bionic Shield,0.5,+19%,
21236,Sonic Lattice,0.167,+15%,+33%
21237,Sonic Grafts,0.5,,+33%
21238,Vector Bulwark,0.5,,+33%
21239,Bionic Shield,0.0,+15%,
21240,Lightning Padding,0.5,+19%,
21241,Sonic Padding,0.5,,+33%
21242,Sonic Shield,0.167,+15%,+33%
21243,Sonic Grafts,0.375,+16%,+33%
21244,Vector Shield,0.5,,+33%
21245,Bionic Padding,0.0,+15%,
21246,Uranium Resonator,0.5,,+33%
21247,Lightning Resonator,0.5,,+33%
21248,Uranium Resonator,0.5,,+33%
21249,Sonic Padding,0.25,+17%,
21250,Uranium Polariser,0.167,+15%,+33%
21251,Lightning Resonator,0.792,+18%,+33%
21252,Uranium Padding,0.5,,+33%
21253,Sonic Polariser,0.5,,+33%
21254,Sonic Armour,0.0,+15%,
21255,Sonic Bulwark,0.167,+15%,+33%
21256,Bionic Bulwark,0.375,+18%,
21257,Bionic Buffer,0.5,,+33%
21258,Sonic Battery,0.5,,+33%
21259,Bionic Buffer,0.375,+18%,
21260,Uranium Padding,0.5,+19%,
21261,Vector Padding,0.167,+15%,+33%
21262,Bionic Buffer,0.375,+18%,
21263,Vector Lattice,0.167,+15%,+33%
21264,Uranium Bulwark,0.792,+18%,+33%
21265,Uranium Polariser,0.5,,+33%
21266,Lightning Resonator,0.583,+17%,+33%
21267,Sonic Lattice,0.167,+15%,+33%
21268,Lightning Lattice,0.0,+15%,
21269,Lightning Lattice,0.375,+16%,+33%
21270,Vector Polariser,0.125,+16%,
21271,Bionic Grafts,0.0,+15%,
21272,Vector Polariser,0.5,,+33%
21273,Uranium Bulwark,0.792,+18%,+33%
21274,Sonic Grafts,0.0,+15%,
21275,Sonic Resonator,0.0,+15%,
21276,Bionic Resonator,0.375,+18%,
21277,Uranium Lattice,0.375,+18%,
21278,Sonic Polariser,0.0,+15%,
21279,Sonic Padding,0.5,,+33%
21280,Vector Polariser,0.125,+16%,
21281,Sonic Buffer,0.5,,+33%
21282,Sonic Padding,0.375,+18%,
21283,Vector Battery,0.5,,+33%
21284,Uranium Grafts,0.583,+17%,+33%
21285,Vector Bulwark,0.375,+18%,
21286,Vector Battery,0.0,+15%,
21287,Lightning Padding,1.0,+19%,+33%
21288,Vector Battery,0.167,+15%,+33%
21289,Bionic Buffer,0.583,+17%,+33%
21290,Uranium Resonator,0.5,,+33%
21291,Bionic Lattice,0.5,,+33%
21292,Lightning Buffer,0.5,,+33%
21293,Sonic Buffer,0.167,+15%,+33%
21294,Vector Resonator,0.167,+15%,+33%
21295,Sonic Grafts,0.5,+19%,
21296,Vector Armour,0.125,+16%,
21297,Sonic Resonator,0.125,+16%,
21298,Sonic Shield,0.5,,+33%
21299,Uranium Padding,0.5,,+33%
21300,Sonic Padding,0.167,+15%,+33%
21301,Vector Grafts,0.5,,+33%
21302,Bionic Padding,0.5,,+33%
21303,Vector Polariser,0.5,,+33%
21304,Bionic Polariser,0.125,+16%,
21305,Vector Buffer,0.5,+19%,
21306,Lightning Battery,0.5,,+33%
21307,Sonic Shield,0.5,,+33%
21308,Sonic Buffer,0.125,+16%,
21309,Sonic Resonator,0.5,+19%,
21310,Lightning Lattice,0.5,,+33%
21311,Uranium Armour,0.5,,+33%
21312,Vector Padding,0.25,+17%,
21313,Bionic Polariser,0.5,,+33%
21314,Vector Bulwark,0.125,+16%,
21315,Lightning Lattice,0.0,+15%,
21316,Bionic Lattice,0.5,,+33%
21317,Sonic Grafts,0.583,+17%,+33%
21318,Bionic Lattice,0.5,,+33%
21319,Vector Shield,0.5,+19%,
21320,Bionic Buffer,0.5,,+33%
21321,Lightning Padding,0.5,+19%,
21322,Bionic Battery,0.375,+16%,+33%
21323,Lightning Battery,0.167,+15%,+33%
21324,Bionic Bulwark,0.375,+18%,
21325,Sonic Armour,0.375,+18%,
21326,Sonic Lattice,0.0,+15%,
21327,Uranium Lattice,0.125,+16%,
21328,Vector Armour,0.5,,+33%
21329,Lightning Resonator,0.0,+15%,
21330,Sonic Bulwark,0.5,,+33%
21331,Lightning Armour,0.0,+15%,
21332,Lightning Battery,0.5,,+33%
21333,Uranium Polariser,0.167,+15%,+33%
21334,Lightning Battery,1.0,+19%,+33%
21335,Lightning Armour,0.0,+15%,
21336,Vector Battery,0.125,+16%,
21337,Vector Battery,0.375,+16%,+33%
21338,Lightning Lattice,1.0,+19%,+33%
21339,Sonic Lattice,0.5,,+33%
21340,Uranium Lattice,0.125,+16%,
21341,Sonic Resonator,0.5,,+33%
21342,Uranium Padding,0.792,+18%,+33%
21343,Bionic Buffer,0.375,+18%,
21344,Bionic Battery,0.167,+15%,+33%
21345,Bionic Armour,0.375,+18%,
21346,Bionic Lattice,0.375,+18%,
21347,Lightning Buffer,0.375,+18%,
21348,Uranium Buffer,0.5,,+33%
21349,Bionic Shield,0.167,+15%,+33%
21350,Uranium Battery,0.25,+17%,
21351,Sonic Padding,0.5,,+33%
21352,Vector Grafts,0.125,+16%,
21353,Lightning Grafts,0.0,+15%,
21354,Lightning Grafts,0.5,,+33%
21355,Vector Lattice,0.167,+15%,+33%
21356,Uranium Grafts,0.5,,+33%
21357,Uranium Battery,0.5,,+33%
21358,Sonic Grafts,0.5,,+33%
21359,Lightning Buffer,0.5,,+33%
21360,Lightning Buffer,1.0,+19%,+33%
21361,Vector Padding,0.375,+16%,+33%
21362,Uranium Armour,0.0,+15%,
21363,Vector Battery,0.0,+15%,
21364,Bionic Padding,0.167,+15%,+33%
21365,Lightning Lattice,0.792,+18%,+33%
21366,Sonic Grafts,0.5,,+33%
21367,Lightning Lattice,0.375,+18%,
21368,Vector Resonator,1.0,+19%,+33%
21369,Vector Bulwark,0.167,+15%,+33%
21370,Bionic Battery,0.792,+18%,+33%
21371,Uranium Grafts,0.5,+19%,
21372,Sonic Armour,0.375,+16%,+33%
21373,Lightning Buffer,0.375,+16%,+33%
21374,Sonic Padding,0.5,,+33%
21375,Bionic Bulwark,0.792,+18%,+33%
21376,Bionic Armour,0.167,+15%,+33%
21377,Uranium Polariser,0.125,+16%,
21378,Uranium Resonator,0.0,+15%,
21379,Sonic Bulwark,0.5,,+33%
21380,Sonic Shield,0.583,+17%,+33%
21381,Uranium Buffer,0.5,,+33%
21382,Lightning Resonator,0.5,,+33%
21383,Bionic Shield,0.375,+16%,+33%
21384,Lightning Polariser,0.167,+15%,+33%
