sep=,
Seed,Name,Perfection,Suit_Energy,Suit_Energy_Regen
29237,Carbon Generator Unit,0.071,+7%,
29238,Carbon Pump,0.056,,+2%
29239,Gas Purifier,0.056,,+2%
29240,Carbon Tanks,0.0,,+1%
29241,Carbon Filter,0.143,+9%,
29242,Gas Filter,0.0,+5%,
29243,Carbon Sieve,0.214,+11%,
29244,Carbon Generator Unit,0.13,+7%,+2%
29245,Oxygen Harvester,0.357,+15%,
29246,Oxygen Filter,0.056,,+2%
29247,Nitrogen Harvester,0.393,+16%,
29248,Ammonium Harvester,0.143,+9%,
29249,Gas Drain,0.559,+17%,+2%
29250,Ammonium Recycler,0.0,,+1%
29251,Gas Tanks,0.087,+6%,+2%
29252,Carbon Stabiliser,0.056,,+2%
29253,Carbon Harvester,0.044,+5%,+2%
29254,Carbon Recycler,0.321,+14%,
29255,Carbon Pump,0.056,,+2%
29256,Carbon Generator Unit,0.567,+12%,+7%
29257,Ammonium Recycler,0.167,,+4%
29258,Nitrogen Filter,0.056,,+2%
29259,Nitrogen Recycler,0.056,,+2%
29260,Nitrogen Filter,0.357,+15%,
29261,Ammonium Purifier,0.0,+5%,
29262,Nitrogen Purifier,0.056,,+2%
29263,Nitrogen Tanks,0.0,+5%,
29264,Oxygen Generator Unit,0.071,+7%,
29265,Oxygen Harvester,0.393,+16%,
29266,Carbon Generator Unit,0.071,+7%,
29267,Ammonium Harvester,0.5,+19%,
29268,Ammonium Recycler,0.056,,+2%
29269,Gas Stabiliser,0.25,+12%,
29270,Carbon Pump,0.111,,+3%
29271,Nitrogen Pump,0.143,+9%,
29272,Ammonium Harvester,0.0,+5%,
29273,Nitrogen Drain,0.036,+6%,
29274,Oxygen Stabiliser,0.0,+5%,+1%
29275,Gas Sieve,0.444,,+9%
29276,Carbon Drain,0.056,,+2%
29277,Gas Filter,0.214,+11%,
29278,Nitrogen Purifier,0.036,+6%,
29279,Gas Generator Unit,0.071,+7%,
29280,Gas Stabiliser,0.278,,+6%
29281,Carbon Tanks,0.222,,+5%
29282,Ammonium Drain,0.056,,+2%
29283,Ammonium Generator Unit,0.393,+16%,
29284,Nitrogen Purifier,0.056,,+2%
29285,Oxygen Tanks,0.444,,+9%
29286,Oxygen Filter,0.056,,+2%
29287,Gas Tanks,0.056,,+2%
29288,Ammonium Harvester,0.444,,+9%
29289,Gas Sieve,0.056,,+2%
29290,Oxygen Sieve,0.0,+5%,
29291,Ammonium Recycler,0.389,,+8%
29292,Nitrogen Filter,0.111,,+3%
29293,Oxygen Tanks,0.393,+16%,
29294,Carbon Recycler,0.357,+15%,
29295,Nitrogen Generator Unit,0.357,+15%,
29296,Oxygen Pump,0.389,,+8%
29297,Oxygen Pump,0.111,,+3%
29298,Nitrogen Sieve,0.216,+9%,+2%
29299,Nitrogen Harvester,0.056,,+2%
29300,Ammonium Recycler,0.43,+14%,+2%
29301,Carbon Filter,0.056,,+2%
29302,Ammonium Purifier,0.352,+7%,+7%
29303,Ammonium Sieve,0.107,+8%,
29304,Oxygen Harvester,0.25,+12%,
29305,Oxygen Pump,0.143,+9%,
29306,Nitrogen Filter,0.056,,+2%
29307,Nitrogen Pump,0.464,+18%,
29308,Ammonium Purifier,0.143,+9%,
29309,Oxygen Generator Unit,0.0,+5%,
29310,Nitrogen Tanks,0.056,,+2%
29311,Ammonium Stabiliser,0.179,+10%,
29312,Oxygen Sieve,0.0,+5%,+1%
29313,Ammonium Sieve,0.056,,+2%
29314,Ammonium Drain,0.389,,+8%
29315,Ammonium Sieve,0.689,+19%,+3%
29316,Ammonium Generator Unit,0.387,+13%,+2%
29317,Nitrogen Harvester,0.286,+13%,
29318,Nitrogen Stabiliser,0.133,+5%,+4%
29319,Ammonium Pump,0.167,,+4%
29320,Gas Generator Unit,0.649,+16%,+5%
29321,Oxygen Pump,0.036,+6%,
29322,Gas Filter,0.107,+8%,
29323,Carbon Purifier,0.0,+5%,
29324,Nitrogen Purifier,0.089,+5%,+3%
29325,Oxygen Drain,0.321,+14%,
29326,Nitrogen Drain,0.222,,+5%
29327,Ammonium Tanks,0.167,,+4%
29328,Ammonium Purifier,0.056,,+2%
29329,Oxygen Sieve,0.286,+13%,
29330,Ammonium Recycler,0.222,,+5%
29331,Ammonium Recycler,0.056,,+2%
29332,Nitrogen Generator Unit,0.111,,+3%
29333,Ammonium Filter,0.143,+9%,
29334,Nitrogen Sieve,0.0,+5%,
29335,Oxygen Generator Unit,0.444,,+9%
29336,Nitrogen Filter,0.111,,+3%
29337,Nitrogen Stabiliser,0.0,+5%,
29338,Gas Tanks,0.036,+6%,
29339,Ammonium Harvester,0.0,,+1%
29340,Oxygen Purifier,0.044,+5%,+2%
29341,Ammonium Filter,0.0,+5%,
29342,Gas Purifier,0.222,,+5%
29343,Oxygen Drain,0.111,,+3%
29344,Oxygen Recycler,0.516,+16%,+2%
29345,Nitrogen Filter,0.111,,+3%
29346,Oxygen Sieve,0.111,,+3%
29347,Gas Sieve,0.056,,+2%
29348,Nitrogen Filter,0.0,+5%,
29349,Carbon Drain,0.214,+11%,
29350,Oxygen Sieve,0.056,,+2%
29351,Carbon Tanks,0.278,,+6%
29352,Oxygen Generator Unit,0.111,,+3%
29353,Carbon Purifier,0.389,,+8%
29354,Ammonium Purifier,0.056,,+2%
29355,Oxygen Sieve,0.056,,+2%
29356,Carbon Filter,0.429,+17%,
29357,Nitrogen Filter,0.056,,+2%
29358,Carbon Stabiliser,0.143,+9%,
29359,Ammonium Tanks,0.179,+10%,
29360,Ammonium Generator Unit,0.278,,+6%
29361,Carbon Recycler,0.429,+17%,
29362,Carbon Generator Unit,0.167,,+4%
29363,Carbon Stabiliser,0.107,+8%,
29364,Gas Sieve,0.036,+6%,
29365,Carbon Filter,0.056,,+2%
29366,Oxygen Stabiliser,0.056,,+2%
29367,Nitrogen Filter,0.056,,+2%
29368,Ammonium Harvester,0.0,,+1%
29369,Gas Drain,0.107,+8%,
29370,Carbon Harvester,0.179,+10%,
29371,Ammonium Drain,0.222,,+5%
29372,Nitrogen Tanks,0.25,+12%,
29373,Oxygen Drain,0.444,,+9%
29374,Nitrogen Filter,0.056,,+2%
29375,Nitrogen Pump,0.056,,+2%
29376,Nitrogen Harvester,0.143,+9%,
29377,Ammonium Pump,0.0,+5%,
29378,Oxygen Purifier,0.056,,+2%
29379,Oxygen Stabiliser,0.0,+5%,
29380,Carbon Generator Unit,0.111,,+3%
29381,Nitrogen Drain,0.216,+9%,+2%
29382,Ammonium Pump,0.056,,+2%
29383,Oxygen Tanks,0.056,,+2%
29384,Gas Filter,0.433,+12%,+4%
29385,Ammonium Filter,0.222,,+5%
29386,Ammonium Harvester,0.516,+16%,+2%
29387,Ammonium Harvester,0.056,,+2%
29388,Nitrogen Pump,0.071,+7%,
29389,Ammonium Harvester,0.056,,+2%
29390,Nitrogen Stabiliser,0.5,+19%,
29391,Nitrogen Stabiliser,0.357,+15%,
29392,Nitrogen Harvester,0.0,+5%,
29393,Gas Purifier,0.036,+6%,
29394,Oxygen Stabiliser,0.13,+7%,+2%
29395,Gas Pump,0.25,+12%,
29396,Ammonium Pump,0.357,+15%,
29397,Nitrogen Pump,0.056,,+2%
29398,Oxygen Filter,0.286,+13%,
29399,Gas Purifier,0.111,,+3%
29400,Ammonium Filter,0.0,+5%,
29401,Ammonium Tanks,0.278,,+6%
29402,Gas Recycler,0.036,+6%,
29403,Ammonium Filter,0.393,+16%,
29404,Nitrogen Purifier,0.0,+5%,
29405,Nitrogen Harvester,0.393,+16%,
29406,Nitrogen Filter,0.107,+8%,
29407,Ammonium Tanks,0.107,+8%,
29408,Gas Recycler,0.222,,+5%
29409,Carbon Stabiliser,0.333,,+7%
29410,Ammonium Filter,0.107,+8%,
29411,Oxygen Drain,0.056,,+2%
29412,Nitrogen Stabiliser,0.071,+7%,
29413,Gas Drain,0.222,,+5%
29414,Gas Stabiliser,0.133,+5%,+4%
29415,Oxygen Tanks,0.056,,+2%
29416,Ammonium Pump,0.333,,+7%
29417,Nitrogen Filter,0.357,+15%,
29418,Oxygen Stabiliser,0.056,,+2%
29419,Nitrogen Stabiliser,0.044,+5%,+2%
29420,Oxygen Pump,0.387,+13%,+2%
29421,Carbon Tanks,0.056,,+2%
29422,Nitrogen Tanks,0.056,,+2%
29423,Gas Generator Unit,0.044,+5%,+2%
29424,Gas Recycler,0.179,+10%,
29425,Carbon Filter,0.143,+9%,
29426,Gas Generator Unit,0.056,,+2%
29427,Ammonium Harvester,0.25,+12%,
29428,Oxygen Harvester,0.056,,+2%
29429,Nitrogen Stabiliser,0.0,,+1%
29430,Oxygen Recycler,0.167,,+4%
29431,Gas Tanks,0.056,,+2%
29432,Oxygen Harvester,0.25,+12%,
29433,Carbon Sieve,0.344,+12%,+2%
29434,Oxygen Stabiliser,0.056,,+2%
29435,Gas Stabiliser,0.071,+7%,
29436,Ammonium Filter,0.5,,+10%
29437,Ammonium Filter,0.389,,+8%
29438,Oxygen Recycler,0.179,+10%,
29439,Ammonium Drain,0.056,,+2%
29440,Nitrogen Tanks,0.333,,+7%
29441,Gas Filter,0.056,,+2%
29442,Ammonium Generator Unit,0.214,+11%,
29443,Gas Purifier,0.056,,+2%
29444,Nitrogen Generator Unit,0.056,,+2%
29445,Nitrogen Tanks,0.167,,+4%
29446,Gas Generator Unit,0.25,+12%,
29447,Nitrogen Stabiliser,0.036,+6%,
29448,Gas Recycler,0.044,+5%,+2%
29449,Nitrogen Stabiliser,0.0,+5%,
29450,Carbon Sieve,0.056,,+2%
29451,Gas Pump,0.514,+17%,+1%
29452,Ammonium Pump,0.036,+6%,
29453,Ammonium Generator Unit,0.167,,+4%
29454,Carbon Generator Unit,0.167,,+4%
29455,Oxygen Filter,0.071,+7%,
29456,Oxygen Purifier,0.089,+5%,+3%
29457,Carbon Tanks,0.071,+7%,
29458,Gas Drain,0.111,,+3%
29459,Ammonium Generator Unit,0.25,+12%,
29460,Carbon Tanks,0.444,,+9%
29461,Gas Purifier,0.056,,+2%
29462,Ammonium Recycler,0.056,,+2%
29463,Carbon Tanks,0.286,+13%,
29464,Ammonium Harvester,0.0,+5%,
29465,Nitrogen Pump,0.0,+5%,
29466,Oxygen Recycler,0.056,,+2%
29467,Nitrogen Purifier,0.5,+19%,
29468,Oxygen Drain,0.444,,+9%
29469,Carbon Generator Unit,0.036,+6%,
29470,Nitrogen Harvester,0.178,+5%,+5%
29471,Carbon Pump,0.056,,+2%
29472,Nitrogen Sieve,0.389,,+8%
29473,Carbon Recycler,0.0,,+1%
29474,Ammonium Pump,0.0,+5%,
29475,Gas Pump,0.056,,+2%
29476,Carbon Harvester,0.389,,+8%
29477,Gas Generator Unit,0.107,+8%,
29478,Nitrogen Harvester,0.167,,+4%
29479,Gas Tanks,0.689,+19%,+3%
29480,Ammonium Sieve,0.0,+5%,
29481,Gas Generator Unit,0.111,,+3%
29482,Carbon Stabiliser,0.036,+6%,
29483,Gas Filter,0.056,,+2%
29484,Oxygen Sieve,0.056,,+2%
29485,Ammonium Pump,0.044,+5%,+2%
29486,Carbon Generator Unit,0.179,+10%,
29487,Ammonium Filter,0.0,+5%,
29488,Carbon Harvester,0.0,+5%,
29489,Oxygen Harvester,0.25,+12%,
29490,Oxygen Tanks,0.036,+6%,
29491,Nitrogen Sieve,0.087,+6%,+2%
29492,Nitrogen Generator Unit,0.107,+8%,
29493,Ammonium Pump,0.25,+12%,
29494,Carbon Filter,0.25,+12%,
29495,Nitrogen Purifier,0.0,+5%,
29496,Ammonium Sieve,0.603,+17%,+3%
29497,Carbon Harvester,0.036,+6%,
29498,Ammonium Harvester,0.222,,+5%
29499,Ammonium Sieve,0.179,+10%,
29500,Oxygen Drain,0.5,+19%,
29501,Oxygen Harvester,0.357,+15%,
29502,Gas Tanks,0.444,,+9%
29503,Carbon Purifier,0.357,+15%,
29504,Ammonium Pump,0.357,+15%,
29505,Nitrogen Drain,0.179,+10%,
29506,Carbon Purifier,0.056,,+2%
29507,Gas Filter,0.056,,+2%
29508,Gas Sieve,0.132,+6%,+3%
29509,Carbon Pump,0.133,+5%,+4%
29510,Nitrogen Filter,0.429,+17%,
29511,Carbon Filter,0.559,+17%,+2%
29512,Carbon Pump,0.5,,+10%
29513,Gas Recycler,0.357,+15%,
29514,Nitrogen Tanks,0.111,,+3%
29515,Gas Tanks,0.478,+12%,+5%
29516,Oxygen Tanks,0.056,,+2%
29517,Nitrogen Purifier,0.167,,+4%
29518,Ammonium Stabiliser,0.143,+9%,
29519,Gas Purifier,0.356,+5%,+9%
29520,Oxygen Drain,0.389,,+8%
29521,Ammonium Filter,0.286,+13%,
29522,Carbon Pump,0.056,,+2%
29523,Oxygen Stabiliser,0.357,+15%,
29524,Carbon Sieve,0.056,,+2%
29525,Nitrogen Purifier,0.056,,+2%
29526,Gas Filter,0.389,,+8%
29527,Oxygen Purifier,0.321,+14%,
29528,Carbon Stabiliser,0.107,+8%,
29529,Carbon Drain,0.25,+12%,
29530,Nitrogen Filter,0.056,,+2%
29531,Gas Generator Unit,0.056,,+2%
29532,Ammonium Sieve,0.0,+5%,
29533,Ammonium Filter,0.13,+7%,+2%
29534,Ammonium Tanks,0.056,,+2%
29535,Gas Tanks,0.0,+5%,
29536,Ammonium Tanks,0.087,+6%,+2%
29537,Gas Purifier,0.286,+13%,
29538,Nitrogen Purifier,0.056,,+2%
29539,Ammonium Purifier,0.0,+5%,
29540,Oxygen Generator Unit,0.111,,+3%
29541,Nitrogen Drain,0.056,,+2%
29542,Nitrogen Stabiliser,0.056,,+2%
29543,Gas Sieve,0.0,+5%,
29544,Ammonium Generator Unit,0.036,+6%,
29545,Ammonium Harvester,0.222,,+5%
29546,Ammonium Sieve,0.286,+13%,
29547,Nitrogen Sieve,0.867,+19%,+7%
29548,Gas Harvester,0.071,+7%,
29549,Carbon Sieve,0.0,,+1%
29550,Oxygen Harvester,0.071,+7%,
29551,Carbon Stabiliser,0.056,,+2%
29552,Carbon Stabiliser,0.036,+6%,
29553,Ammonium Recycler,0.464,+18%,
29554,Gas Pump,0.056,,+2%
29555,Ammonium Purifier,0.143,+9%,
29556,Oxygen Tanks,0.071,+7%,
29557,Nitrogen Filter,0.171,+9%,+1%
29558,Ammonium Filter,0.056,,+2%
29559,Carbon Sieve,0.056,,+2%
29560,Ammonium Stabiliser,0.344,+12%,+2%
29561,Ammonium Recycler,0.167,,+4%
29562,Oxygen Generator Unit,0.0,+5%,
29563,Gas Harvester,0.0,+5%,
29564,Nitrogen Recycler,0.393,+16%,
29565,Nitrogen Generator Unit,0.214,+11%,
29566,Nitrogen Tanks,0.5,+19%,
29567,Gas Recycler,0.056,,+2%
29568,Nitrogen Purifier,0.044,+5%,+2%
29569,Nitrogen Filter,0.333,,+7%
29570,Oxygen Pump,0.389,,+8%
29571,Oxygen Purifier,0.286,+13%,
29572,Carbon Recycler,0.429,+17%,
29573,Nitrogen Harvester,0.071,+7%,
29574,Oxygen Pump,0.056,,+2%
29575,Gas Drain,0.056,,+2%
29576,Oxygen Drain,0.056,,+2%
29577,Gas Filter,0.056,,+2%
29578,Nitrogen Tanks,0.143,+9%,
29579,Gas Tanks,0.056,,+2%
29580,Gas Sieve,0.0,+5%,
29581,Carbon Filter,0.0,+5%,
29582,Oxygen Drain,0.262,+8%,+4%
29583,Oxygen Filter,0.167,,+4%
29584,Oxygen Pump,0.056,,+2%
29585,Oxygen Stabiliser,0.464,+18%,
29586,Gas Recycler,0.602,+18%,+2%
29587,Ammonium Harvester,0.056,,+2%
29588,Ammonium Sieve,0.143,+9%,
29589,Oxygen Tanks,0.056,,+2%
29590,Oxygen Sieve,0.111,,+3%
29591,Carbon Purifier,0.036,+6%,
29592,Carbon Harvester,0.056,,+2%
29593,Nitrogen Sieve,0.071,+7%,
29594,Nitrogen Sieve,0.036,+6%,
29595,Gas Sieve,0.357,+15%,
29596,Ammonium Generator Unit,0.43,+14%,+2%
29597,Carbon Pump,0.222,,+5%
29598,Gas Tanks,0.0,+5%,
29599,Oxygen Generator Unit,0.0,+5%,
29600,Carbon Recycler,0.0,+5%,
29601,Oxygen Tanks,0.056,,+2%
29602,Carbon Stabiliser,0.286,+13%,
29603,Gas Purifier,0.056,,+2%
29604,Ammonium Harvester,0.056,,+2%
29605,Carbon Harvester,0.0,+5%,
29606,Nitrogen Tanks,0.5,+19%,
29607,Nitrogen Stabiliser,0.071,+7%,
29608,Ammonium Filter,0.087,+6%,+2%
29609,Nitrogen Filter,0.056,,+2%
29610,Carbon Filter,0.044,+5%,+2%
29611,Nitrogen Purifier,0.167,,+4%
29612,Oxygen Harvester,0.056,,+2%
29613,Gas Pump,0.0,+5%,
29614,Ammonium Purifier,0.397,+7%,+8%
29615,Ammonium Recycler,0.824,+18%,+7%
29616,Oxygen Tanks,0.0,+5%,
29617,Oxygen Sieve,0.344,+12%,+2%
29618,Oxygen Filter,0.036,+6%,
29619,Gas Purifier,0.25,+12%,
29620,Nitrogen Recycler,0.044,+5%,+2%
29621,Gas Purifier,0.167,,+4%
29622,Carbon Stabiliser,0.214,+11%,
29623,Ammonium Generator Unit,0.0,+5%,
29624,Nitrogen Filter,0.387,+13%,+2%
29625,Carbon Filter,0.044,+5%,+2%
29626,Gas Purifier,0.056,,+2%
29627,Nitrogen Filter,0.056,,+2%
29628,Oxygen Purifier,0.056,,+2%
29629,Carbon Generator Unit,0.0,+5%,
29630,Gas Recycler,0.056,,+2%
29631,Gas Purifier,0.344,+12%,+2%
29632,Oxygen Generator Unit,0.087,+6%,+2%
29633,Gas Purifier,0.071,+7%,
29634,Gas Filter,0.0,+5%,
29635,Ammonium Generator Unit,0.0,+5%,
29636,Ammonium Harvester,0.036,+6%,
29637,Ammonium Sieve,0.0,+5%,
29638,Carbon Harvester,0.071,+7%,
29639,Carbon Pump,0.5,+19%,
29640,Oxygen Stabiliser,0.214,+11%,
29641,Ammonium Stabiliser,0.056,,+2%
29642,Ammonium Sieve,0.0,+5%,
29643,Nitrogen Drain,0.167,,+4%
29644,Oxygen Recycler,0.0,+5%,
29645,Ammonium Harvester,0.5,,+10%
29646,Nitrogen Harvester,0.111,,+3%
29647,Ammonium Filter,0.357,+15%,
29648,Carbon Drain,0.129,+8%,+1%
29649,Nitrogen Sieve,0.056,,+2%
29650,Carbon Recycler,0.056,,+2%
29651,Oxygen Harvester,0.0,+5%,
29652,Gas Stabiliser,0.0,,+1%
29653,Carbon Sieve,0.25,+12%,
29654,Nitrogen Sieve,0.056,,+2%
29655,Nitrogen Pump,0.179,+10%,
29656,Gas Generator Unit,0.0,+5%,
29657,Oxygen Purifier,0.107,+8%,
29658,Oxygen Purifier,0.107,+8%,
29659,Ammonium Drain,0.036,+6%,
29660,Ammonium Filter,0.278,,+6%
29661,Ammonium Purifier,0.056,,+2%
29662,Carbon Harvester,0.25,+12%,
29663,Carbon Drain,0.221,+6%,+5%
29664,Oxygen Harvester,0.357,+15%,
29665,Ammonium Recycler,0.25,+12%,
29666,Oxygen Filter,0.071,+7%,
29667,Nitrogen Recycler,0.107,+8%,
29668,Ammonium Filter,0.071,+7%,
29669,Nitrogen Harvester,0.0,+5%,
29670,Oxygen Stabiliser,0.143,+9%,
29671,Gas Harvester,0.089,+5%,+3%
29672,Carbon Drain,0.321,+14%,
29673,Oxygen Filter,0.111,,+3%
29674,Gas Purifier,0.056,,+2%
29675,Nitrogen Generator Unit,0.056,,+2%
29676,Oxygen Recycler,0.0,+5%,
29677,Nitrogen Pump,0.321,+14%,
29678,Nitrogen Tanks,0.044,+5%,+2%
29679,Gas Purifier,0.0,+5%,
29680,Carbon Tanks,0.056,,+2%
29681,Oxygen Tanks,0.056,,+2%
29682,Carbon Generator Unit,0.056,,+2%
29683,Gas Tanks,0.056,,+2%
29684,Oxygen Filter,0.175,+7%,+3%
29685,Carbon Filter,0.133,+5%,+4%
29686,Nitrogen Stabiliser,0.167,,+4%
29687,Gas Filter,0.107,+8%,
29688,Gas Sieve,0.349,+9%,+5%
29689,Nitrogen Sieve,0.0,+5%,
29690,Ammonium Tanks,0.056,,+2%
29691,Gas Filter,0.333,,+7%
29692,Gas Tanks,0.056,,+2%
29693,Oxygen Generator Unit,0.0,+5%,
29694,Oxygen Drain,0.056,,+2%
29695,Ammonium Pump,0.036,+6%,
29696,Carbon Filter,0.429,+17%,
29697,Oxygen Sieve,0.5,+19%,
29698,Oxygen Recycler,0.265,+6%,+6%
29699,Ammonium Stabiliser,0.056,,+2%
29700,Carbon Pump,0.107,+8%,
29701,Gas Pump,0.387,+13%,+2%
29702,Carbon Recycler,0.056,,+2%
29703,Gas Harvester,0.111,,+3%
29704,Nitrogen Generator Unit,0.111,,+3%
29705,Ammonium Purifier,0.143,+9%,
29706,Gas Tanks,0.143,+9%,
29707,Carbon Sieve,0.071,+7%,
29708,Ammonium Tanks,0.0,,+1%
29709,Ammonium Stabiliser,0.111,,+3%
29710,Carbon Stabiliser,0.0,+5%,
29711,Ammonium Harvester,0.222,,+5%
29712,Gas Harvester,0.216,+9%,+2%
29713,Oxygen Harvester,0.387,+13%,+2%
29714,Gas Generator Unit,0.143,+9%,
29715,Gas Drain,0.321,+14%,
29716,Gas Purifier,0.036,+6%,
29717,Gas Generator Unit,0.143,+9%,
29718,Gas Tanks,0.286,+13%,
29719,Oxygen Filter,0.056,,+2%
29720,Carbon Pump,0.389,,+8%
29721,Oxygen Stabiliser,0.071,+7%,
29722,Ammonium Tanks,0.214,+11%,
29723,Oxygen Stabiliser,0.346,+11%,+3%
29724,Carbon Filter,0.0,+5%,
29725,Nitrogen Pump,0.321,+14%,
29726,Nitrogen Purifier,0.173,+8%,+2%
29727,Carbon Stabiliser,0.429,+17%,
29728,Ammonium Purifier,0.107,+8%,
29729,Gas Sieve,0.278,,+6%
29730,Ammonium Tanks,0.056,,+2%
29731,Gas Recycler,0.13,+7%,+2%
29732,Gas Tanks,0.111,,+3%
29733,Nitrogen Sieve,0.056,,+2%
29734,Carbon Generator Unit,0.111,,+3%
29735,Carbon Stabiliser,0.056,,+2%
29736,Gas Harvester,0.278,,+6%
29737,Oxygen Harvester,0.0,+5%,
29738,Carbon Recycler,0.333,,+7%
29739,Carbon Drain,0.222,,+5%
29740,Gas Tanks,0.214,+11%,
29741,Gas Pump,0.0,+5%,
29742,Ammonium Generator Unit,0.087,+6%,+2%
29743,Oxygen Purifier,0.056,,+2%
29744,Carbon Purifier,0.13,+7%,+2%
29745,Gas Sieve,0.056,,+2%
29746,Nitrogen Harvester,0.175,+7%,+3%
29747,Gas Purifier,0.387,+13%,+2%
29748,Ammonium Filter,0.302,+11%,+2%
29749,Ammonium Recycler,0.43,+14%,+2%
29750,Oxygen Stabiliser,0.056,,+2%
29751,Gas Tanks,0.321,+14%,
29752,Carbon Recycler,0.056,,+2%
29753,Carbon Recycler,0.0,,+1%
29754,Ammonium Sieve,0.692,+17%,+5%
29755,Oxygen Tanks,0.056,,+2%
29756,Gas Tanks,0.056,,+2%
29757,Gas Stabiliser,0.056,,+2%
29758,Nitrogen Recycler,0.071,+7%,
29759,Gas Generator Unit,0.222,,+5%
29760,Oxygen Filter,0.111,,+3%
29761,Nitrogen Stabiliser,0.357,+15%,
29762,Ammonium Tanks,0.464,+18%,
29763,Nitrogen Filter,0.0,+5%,
29764,Ammonium Harvester,0.0,+5%,
29765,Gas Filter,0.286,+13%,
29766,Gas Recycler,0.286,+13%,
29767,Ammonium Recycler,0.056,,+2%
29768,Ammonium Generator Unit,0.0,+5%,
29769,Carbon Drain,0.5,+19%,
29770,Gas Tanks,0.0,+5%,
29771,Carbon Pump,0.286,+13%,
29772,Ammonium Stabiliser,0.056,,+2%
29773,Ammonium Tanks,0.056,,+2%
29774,Carbon Stabiliser,0.107,+8%,
29775,Carbon Tanks,0.044,+5%,+2%
29776,Nitrogen Recycler,0.344,+12%,+2%
29777,Oxygen Stabiliser,0.056,,+2%
29778,Oxygen Recycler,0.176,+6%,+4%
29779,Nitrogen Sieve,0.056,,+2%
29780,Nitrogen Purifier,0.056,,+2%
29781,Nitrogen Pump,0.056,,+2%
29782,Ammonium Purifier,0.0,+5%,
29783,Gas Pump,0.173,+8%,+2%
29784,Ammonium Tanks,0.222,,+5%
29785,Carbon Drain,0.516,+16%,+2%
29786,Gas Generator Unit,0.222,,+5%
29787,Oxygen Drain,0.25,+12%,
29788,Ammonium Purifier,0.259,+10%,+2%
29789,Oxygen Harvester,0.111,,+3%
29790,Carbon Recycler,0.387,+13%,+2%
29791,Nitrogen Generator Unit,0.143,+9%,
29792,Carbon Purifier,0.036,+6%,
29793,Ammonium Drain,0.143,+9%,
29794,Oxygen Sieve,0.259,+10%,+2%
29795,Gas Stabiliser,0.26,+9%,+3%
29796,Nitrogen Pump,0.219,+7%,+4%
29797,Gas Tanks,0.143,+9%,
29798,Ammonium Sieve,0.107,+8%,
29799,Ammonium Harvester,0.056,,+2%
29800,Carbon Purifier,0.171,+9%,+1%
29801,Nitrogen Purifier,0.464,+18%,
29802,Gas Recycler,0.044,+5%,+2%
29803,Ammonium Stabiliser,0.044,+5%,+2%
29804,Nitrogen Purifier,0.13,+7%,+2%
29805,Ammonium Drain,0.0,+5%,
29806,Oxygen Recycler,0.429,+17%,
29807,Carbon Drain,0.278,,+6%
29808,Gas Sieve,0.111,,+3%
29809,Gas Recycler,0.522,+12%,+6%
29810,Gas Drain,0.143,+9%,
29811,Gas Tanks,0.25,+12%,
29812,Nitrogen Purifier,0.056,,+2%
29813,Carbon Tanks,0.393,+16%,
29814,Gas Pump,0.056,,+2%
29815,Nitrogen Recycler,0.0,+5%,
29816,Gas Pump,0.178,+5%,+5%
29817,Oxygen Generator Unit,0.389,,+8%
29818,Ammonium Harvester,0.179,+10%,
29819,Nitrogen Purifier,0.056,,+2%
29820,Oxygen Filter,0.056,,+2%
29821,Nitrogen Generator Unit,0.25,+12%,
29822,Carbon Filter,0.087,+6%,+2%
29823,Oxygen Pump,0.056,,+2%
29824,Ammonium Stabiliser,0.089,+5%,+3%
29825,Oxygen Sieve,0.571,+9%,+10%
29826,Gas Purifier,0.0,+5%,
29827,Oxygen Filter,0.25,+12%,
29828,Nitrogen Generator Unit,0.321,+14%,
29829,Oxygen Drain,0.167,,+4%
29830,Oxygen Drain,0.044,+5%,+2%
29831,Gas Sieve,0.071,+7%,
29832,Ammonium Generator Unit,0.071,+7%,
29833,Nitrogen Purifier,0.393,+16%,
29834,Oxygen Recycler,0.222,,+5%
29835,Gas Tanks,0.0,+5%,
29836,Gas Stabiliser,0.333,,+7%
29837,Oxygen Stabiliser,0.444,,+9%
29838,Oxygen Filter,0.0,+5%,
29839,Ammonium Stabiliser,0.111,,+3%
29840,Gas Harvester,0.0,+5%,
29841,Carbon Purifier,0.056,,+2%
29842,Ammonium Pump,0.179,+10%,
29843,Carbon Generator Unit,0.321,+14%,
29844,Gas Purifier,0.056,,+2%
29845,Ammonium Purifier,0.25,+12%,
29846,Carbon Harvester,0.393,+16%,
29847,Carbon Generator Unit,0.5,+19%,
29848,Carbon Harvester,0.056,,+2%
29849,Oxygen Harvester,0.13,+7%,+2%
29850,Carbon Sieve,0.321,+14%,
29851,Oxygen Stabiliser,0.056,,+2%
29852,Carbon Drain,0.25,+12%,
29853,Ammonium Filter,0.071,+7%,
29854,Carbon Drain,0.222,,+5%
29855,Nitrogen Filter,0.216,+9%,+2%
29856,Gas Filter,0.0,+5%,
29857,Carbon Sieve,0.056,,+2%
29858,Oxygen Sieve,0.393,+16%,
29859,Oxygen Filter,0.056,,+2%
29860,Nitrogen Purifier,0.5,,+10%
29861,Ammonium Purifier,0.321,+14%,
29862,Nitrogen Tanks,0.302,+11%,+2%
29863,Oxygen Purifier,0.056,,+2%
29864,Oxygen Filter,0.321,+14%,
29865,Carbon Stabiliser,0.036,+6%,
