sep=,
Seed,Name,Perfection,Suit_Armour_Shield_Strength,Suit_Armour_Health
17613,Deionised Polariser,0.5,+20%,+33%
17614,M-Field Armour,0.5,+20%,+33%
17615,Deionised Bulwark,0.5,+20%,+33%
17616,Induction Bulwark,0.5,+20%,+33%
17617,Neutron Polariser,0.5,+20%,+33%
17618,Deionised Bulwark,0.611,+22%,+33%
17619,M-Field Buffer,0.611,+22%,+33%
17620,Deionised Polariser,0.5,+20%,+33%
17621,Deionised Buffer,0.611,+22%,+33%
17622,Neutron Padding,0.5,+20%,+33%
17623,Induction Battery,0.5,+20%,+33%
17624,M-Field Polariser,0.5,+20%,+33%
17625,Deionised Grafts,0.5,+20%,+33%
17626,Nuclear Lattice,0.5,+20%,+33%
17627,Induction Polariser,0.5,+20%,+33%
17628,Induction Padding,0.5,+20%,+33%
17629,Nuclear Resonator,0.556,+21%,+33%
17630,Deionised Grafts,0.5,+20%,+33%
17631,M-Field Shield,0.5,+20%,+33%
17632,Deionised Padding,0.5,+20%,+33%
17633,M-Field Bulwark,0.5,+20%,+33%
17634,Deionised Shield,0.778,+25%,+33%
17635,Nuclear Armour,0.667,+23%,+33%
17636,Deionised Lattice,0.5,+20%,+33%
17637,Nuclear Battery,0.5,+20%,+33%
17638,Deionised Padding,0.611,+22%,+33%
17639,Nuclear Armour,0.5,+20%,+33%
17640,Nuclear Padding,0.5,+20%,+33%
17641,Neutron Battery,0.5,+20%,+33%
17642,Induction Polariser,0.889,+27%,+33%
17643,Neutron Battery,0.722,+24%,+33%
17644,Nuclear Resonator,0.5,+20%,+33%
17645,Neutron Shield,0.556,+21%,+33%
17646,Deionised Grafts,0.889,+27%,+33%
17647,Neutron Lattice,0.5,+20%,+33%
17648,Deionised Resonator,0.556,+21%,+33%
17649,Deionised Padding,0.667,+23%,+33%
17650,Deionised Polariser,0.889,+27%,+33%
17651,Nuclear Shield,0.5,+20%,+33%
17652,Nuclear Resonator,0.5,+20%,+33%
17653,Deionised Battery,0.556,+21%,+33%
17654,Induction Buffer,0.5,+20%,+33%
17655,M-Field Lattice,0.722,+24%,+33%
17656,Deionised Resonator,0.5,+20%,+33%
17657,Induction Battery,0.611,+22%,+33%
17658,Nuclear Shield,0.5,+20%,+33%
17659,Deionised Padding,0.5,+20%,+33%
17660,Neutron Bulwark,0.5,+20%,+33%
17661,Deionised Armour,0.5,+20%,+33%
17662,Induction Buffer,0.611,+22%,+33%
17663,Neutron Lattice,0.667,+23%,+33%
17664,Neutron Armour,0.5,+20%,+33%
17665,Neutron Buffer,0.5,+20%,+33%
17666,Deionised Resonator,0.5,+20%,+33%
17667,Nuclear Shield,0.5,+20%,+33%
17668,Induction Resonator,0.5,+20%,+33%
17669,Deionised Armour,0.611,+22%,+33%
17670,Induction Armour,0.5,+20%,+33%
17671,Neutron Padding,0.5,+20%,+33%
17672,Deionised Battery,0.5,+20%,+33%
17673,Induction Battery,0.5,+20%,+33%
17674,Neutron Grafts,0.5,+20%,+33%
17675,Neutron Lattice,0.5,+20%,+33%
17676,M-Field Armour,0.5,+20%,+33%
17677,Neutron Shield,0.5,+20%,+33%
17678,Deionised Battery,0.556,+21%,+33%
17679,Deionised Battery,0.833,+26%,+33%
17680,Neutron Armour,0.5,+20%,+33%
17681,Induction Battery,0.5,+20%,+33%
17682,Neutron Polariser,0.556,+21%,+33%
17683,Induction Shield,0.5,+20%,+33%
17684,Deionised Padding,0.5,+20%,+33%
17685,M-Field Resonator,0.5,+20%,+33%
17686,M-Field Armour,0.5,+20%,+33%
17687,Nuclear Buffer,1.0,+29%,+33%
17688,Induction Padding,0.5,+20%,+33%
17689,Neutron Bulwark,0.833,+26%,+33%
17690,Nuclear Grafts,0.5,+20%,+33%
17691,M-Field Padding,0.5,+20%,+33%
17692,Neutron Bulwark,0.5,+20%,+33%
17693,Neutron Shield,0.833,+26%,+33%
17694,Deionised Grafts,0.944,+28%,+33%
17695,Deionised Battery,0.5,+20%,+33%
17696,Induction Shield,0.5,+20%,+33%
17697,Neutron Battery,0.5,+20%,+33%
17698,Deionised Padding,0.833,+26%,+33%
17699,Induction Battery,0.833,+26%,+33%
17700,Induction Lattice,0.556,+21%,+33%
17701,Deionised Bulwark,0.722,+24%,+33%
17702,Nuclear Grafts,0.5,+20%,+33%
17703,Induction Shield,0.5,+20%,+33%
17704,Nuclear Shield,0.556,+21%,+33%
17705,Induction Bulwark,0.5,+20%,+33%
17706,Nuclear Padding,0.778,+25%,+33%
17707,Nuclear Shield,0.5,+20%,+33%
17708,Nuclear Polariser,0.5,+20%,+33%
17709,Induction Shield,0.5,+20%,+33%
17710,Nuclear Resonator,0.5,+20%,+33%
17711,M-Field Shield,0.5,+20%,+33%
17712,Induction Grafts,0.611,+22%,+33%
17713,M-Field Armour,0.5,+20%,+33%
17714,Neutron Polariser,0.5,+20%,+33%
17715,Induction Resonator,0.5,+20%,+33%
17716,Nuclear Lattice,0.611,+22%,+33%
17717,Neutron Armour,0.5,+20%,+33%
17718,Nuclear Resonator,0.722,+24%,+33%
17719,M-Field Padding,0.5,+20%,+33%
17720,Induction Shield,0.722,+24%,+33%
17721,Deionised Bulwark,0.5,+20%,+33%
17722,M-Field Lattice,0.611,+22%,+33%
17723,Neutron Buffer,0.5,+20%,+33%
17724,Nuclear Shield,0.5,+20%,+33%
17725,Neutron Resonator,0.611,+22%,+33%
17726,M-Field Shield,0.5,+20%,+33%
17727,Deionised Lattice,0.5,+20%,+33%
17728,Deionised Buffer,0.5,+20%,+33%
17729,Deionised Grafts,0.5,+20%,+33%
17730,Induction Buffer,0.722,+24%,+33%
17731,Neutron Bulwark,0.611,+22%,+33%
17732,M-Field Bulwark,0.5,+20%,+33%
17733,M-Field Armour,0.5,+20%,+33%
17734,M-Field Bulwark,0.5,+20%,+33%
17735,Deionised Polariser,0.833,+26%,+33%
17736,Neutron Polariser,0.5,+20%,+33%
17737,M-Field Polariser,0.556,+21%,+33%
17738,Nuclear Padding,0.833,+26%,+33%
17739,M-Field Lattice,0.5,+20%,+33%
17740,Deionised Bulwark,0.5,+20%,+33%
17741,M-Field Resonator,0.5,+20%,+33%
17742,Deionised Battery,0.5,+20%,+33%
17743,M-Field Grafts,0.5,+20%,+33%
17744,Induction Lattice,0.667,+23%,+33%
17745,Induction Bulwark,0.556,+21%,+33%
17746,Neutron Padding,0.5,+20%,+33%
17747,Induction Battery,0.5,+20%,+33%
17748,Deionised Bulwark,0.5,+20%,+33%
17749,Neutron Armour,0.5,+20%,+33%
17750,Induction Bulwark,0.5,+20%,+33%
17751,Deionised Buffer,0.5,+20%,+33%
17752,Neutron Padding,0.611,+22%,+33%
17753,M-Field Grafts,0.5,+20%,+33%
17754,Neutron Resonator,0.944,+28%,+33%
17755,Induction Battery,0.722,+24%,+33%
17756,M-Field Polariser,0.611,+22%,+33%
17757,Induction Bulwark,0.5,+20%,+33%
17758,Induction Shield,0.667,+23%,+33%
17759,Induction Polariser,0.5,+20%,+33%
17760,Induction Padding,0.5,+20%,+33%
17761,M-Field Polariser,0.5,+20%,+33%
17762,Induction Grafts,0.5,+20%,+33%
17763,Induction Padding,0.5,+20%,+33%
17764,Deionised Resonator,0.5,+20%,+33%
17765,Deionised Armour,0.5,+20%,+33%
17766,Neutron Polariser,0.611,+22%,+33%
17767,Deionised Grafts,0.5,+20%,+33%
17768,M-Field Buffer,0.5,+20%,+33%
17769,Induction Buffer,0.667,+23%,+33%
17770,Deionised Battery,0.5,+20%,+33%
17771,M-Field Polariser,0.5,+20%,+33%
17772,Induction Armour,0.5,+20%,+33%
17773,Nuclear Buffer,0.5,+20%,+33%
17774,Nuclear Resonator,0.5,+20%,+33%
17775,M-Field Armour,0.667,+23%,+33%
17776,Deionised Bulwark,0.5,+20%,+33%
17777,M-Field Shield,0.5,+20%,+33%
17778,Deionised Grafts,0.5,+20%,+33%
17779,Deionised Polariser,0.5,+20%,+33%
17780,Neutron Lattice,0.5,+20%,+33%
17781,Induction Padding,0.5,+20%,+33%
17782,Neutron Battery,0.5,+20%,+33%
17783,Neutron Shield,0.556,+21%,+33%
17784,Induction Polariser,0.833,+26%,+33%
17785,Induction Buffer,0.5,+20%,+33%
17786,Neutron Grafts,0.556,+21%,+33%
17787,Deionised Armour,0.722,+24%,+33%
17788,Nuclear Armour,0.5,+20%,+33%
17789,Neutron Padding,0.667,+23%,+33%
17790,M-Field Battery,0.5,+20%,+33%
17791,M-Field Resonator,0.5,+20%,+33%
17792,Neutron Polariser,0.5,+20%,+33%
17793,Nuclear Resonator,0.5,+20%,+33%
17794,Neutron Padding,0.5,+20%,+33%
17795,Induction Padding,0.5,+20%,+33%
17796,Deionised Shield,0.778,+25%,+33%
17797,Deionised Lattice,0.611,+22%,+33%
17798,Deionised Armour,0.722,+24%,+33%
17799,Deionised Armour,0.5,+20%,+33%
17800,Nuclear Bulwark,0.556,+21%,+33%
17801,M-Field Lattice,0.5,+20%,+33%
17802,Nuclear Battery,0.5,+20%,+33%
17803,M-Field Bulwark,0.5,+20%,+33%
17804,Neutron Resonator,0.5,+20%,+33%
17805,Induction Grafts,0.5,+20%,+33%
17806,Induction Battery,0.556,+21%,+33%
17807,M-Field Grafts,0.5,+20%,+33%
17808,Induction Polariser,0.5,+20%,+33%
17809,Nuclear Armour,0.5,+20%,+33%
17810,Neutron Battery,0.5,+20%,+33%
17811,Induction Lattice,0.5,+20%,+33%
17812,Deionised Battery,0.667,+23%,+33%
17813,M-Field Battery,0.5,+20%,+33%
17814,Neutron Lattice,0.5,+20%,+33%
17815,Neutron Bulwark,0.5,+20%,+33%
17816,Induction Polariser,0.5,+20%,+33%
17817,Deionised Polariser,0.556,+21%,+33%
17818,Nuclear Lattice,0.5,+20%,+33%
17819,Induction Resonator,0.5,+20%,+33%
17820,Deionised Buffer,0.556,+21%,+33%
17821,Induction Padding,0.5,+20%,+33%
17822,Neutron Buffer,0.722,+24%,+33%
17823,Nuclear Padding,0.5,+20%,+33%
17824,Deionised Polariser,0.5,+20%,+33%
17825,Nuclear Padding,0.5,+20%,+33%
17826,Induction Resonator,0.611,+22%,+33%
17827,M-Field Armour,0.5,+20%,+33%
17828,Nuclear Armour,0.5,+20%,+33%
17829,Induction Armour,0.833,+26%,+33%
17830,Induction Bulwark,0.5,+20%,+33%
17831,M-Field Polariser,0.5,+20%,+33%
17832,Deionised Resonator,0.556,+21%,+33%
17833,Nuclear Lattice,0.5,+20%,+33%
17834,M-Field Polariser,0.889,+27%,+33%
17835,M-Field Polariser,0.944,+28%,+33%
17836,M-Field Buffer,0.5,+20%,+33%
17837,M-Field Resonator,0.5,+20%,+33%
17838,Neutron Armour,0.722,+24%,+33%
17839,Nuclear Resonator,0.5,+20%,+33%
17840,Deionised Armour,0.5,+20%,+33%
17841,Deionised Buffer,0.611,+22%,+33%
17842,Deionised Grafts,0.5,+20%,+33%
17843,Deionised Buffer,0.5,+20%,+33%
17844,Deionised Shield,0.667,+23%,+33%
17845,M-Field Grafts,0.556,+21%,+33%
17846,Neutron Polariser,0.611,+22%,+33%
17847,Neutron Armour,0.5,+20%,+33%
17848,Deionised Padding,0.5,+20%,+33%
17849,Deionised Battery,0.5,+20%,+33%
17850,M-Field Buffer,0.5,+20%,+33%
17851,Nuclear Lattice,0.778,+25%,+33%
17852,Neutron Padding,0.5,+20%,+33%
17853,Induction Armour,0.5,+20%,+33%
17854,Neutron Lattice,0.611,+22%,+33%
17855,Nuclear Padding,0.5,+20%,+33%
17856,Deionised Lattice,0.5,+20%,+33%
17857,M-Field Bulwark,0.5,+20%,+33%
17858,Induction Lattice,0.5,+20%,+33%
17859,Induction Bulwark,0.5,+20%,+33%
17860,Nuclear Lattice,0.5,+20%,+33%
17861,Neutron Lattice,0.556,+21%,+33%
17862,M-Field Polariser,0.5,+20%,+33%
17863,Neutron Battery,0.556,+21%,+33%
17864,Deionised Grafts,0.5,+20%,+33%
17865,Induction Polariser,0.5,+20%,+33%
17866,Nuclear Lattice,0.5,+20%,+33%
17867,Induction Lattice,0.5,+20%,+33%
17868,Deionised Buffer,0.556,+21%,+33%
17869,Induction Buffer,0.5,+20%,+33%
17870,Nuclear Bulwark,0.5,+20%,+33%
17871,Nuclear Padding,0.5,+20%,+33%
17872,Neutron Shield,0.5,+20%,+33%
17873,Nuclear Lattice,0.889,+27%,+33%
17874,Neutron Shield,0.5,+20%,+33%
17875,Deionised Shield,0.5,+20%,+33%
17876,M-Field Resonator,0.5,+20%,+33%
17877,Nuclear Buffer,0.944,+28%,+33%
17878,Induction Armour,0.5,+20%,+33%
17879,Induction Polariser,0.611,+22%,+33%
17880,Deionised Armour,0.5,+20%,+33%
17881,Deionised Buffer,0.5,+20%,+33%
17882,Induction Lattice,0.5,+20%,+33%
17883,Nuclear Bulwark,0.667,+23%,+33%
17884,M-Field Battery,0.611,+22%,+33%
17885,Nuclear Grafts,0.5,+20%,+33%
17886,Nuclear Polariser,0.611,+22%,+33%
17887,Deionised Battery,0.944,+28%,+33%
17888,Deionised Padding,0.5,+20%,+33%
17889,Induction Shield,0.5,+20%,+33%
17890,Nuclear Polariser,0.5,+20%,+33%
17891,Nuclear Buffer,0.5,+20%,+33%
17892,Induction Lattice,0.5,+20%,+33%
17893,Neutron Padding,0.5,+20%,+33%
17894,M-Field Bulwark,0.556,+21%,+33%
17895,Induction Grafts,0.5,+20%,+33%
17896,Neutron Padding,0.5,+20%,+33%
17897,Induction Battery,0.5,+20%,+33%
17898,Deionised Polariser,0.5,+20%,+33%
17899,Induction Grafts,0.889,+27%,+33%
17900,Induction Grafts,0.5,+20%,+33%
17901,Nuclear Grafts,0.5,+20%,+33%
17902,M-Field Polariser,0.667,+23%,+33%
17903,Nuclear Grafts,0.5,+20%,+33%
17904,Nuclear Padding,0.5,+20%,+33%
17905,M-Field Grafts,0.5,+20%,+33%
17906,Neutron Armour,0.5,+20%,+33%
17907,Deionised Buffer,0.5,+20%,+33%
17908,Nuclear Battery,0.5,+20%,+33%
17909,Deionised Bulwark,0.5,+20%,+33%
17910,Induction Polariser,0.556,+21%,+33%
17911,Deionised Battery,0.5,+20%,+33%
17912,Neutron Resonator,0.611,+22%,+33%
17913,Deionised Battery,0.5,+20%,+33%
17914,Neutron Buffer,0.833,+26%,+33%
17915,M-Field Padding,0.5,+20%,+33%
17916,Neutron Armour,0.722,+24%,+33%
17917,Induction Padding,0.5,+20%,+33%
17918,Nuclear Resonator,0.556,+21%,+33%
17919,Induction Lattice,0.556,+21%,+33%
17920,Induction Polariser,0.944,+28%,+33%
17921,Neutron Grafts,0.556,+21%,+33%
17922,Deionised Buffer,0.944,+28%,+33%
17923,Nuclear Buffer,0.5,+20%,+33%
17924,M-Field Shield,0.556,+21%,+33%
17925,Nuclear Buffer,0.556,+21%,+33%
17926,Induction Bulwark,0.5,+20%,+33%
17927,Induction Armour,0.778,+25%,+33%
17928,M-Field Battery,0.556,+21%,+33%
17929,Neutron Padding,0.5,+20%,+33%
17930,M-Field Padding,0.5,+20%,+33%
17931,Induction Shield,0.611,+22%,+33%
17932,Induction Shield,0.5,+20%,+33%
17933,M-Field Battery,0.778,+25%,+33%
17934,M-Field Resonator,0.944,+28%,+33%
17935,Nuclear Battery,0.5,+20%,+33%
17936,Neutron Padding,0.5,+20%,+33%
17937,M-Field Armour,0.556,+21%,+33%
17938,M-Field Battery,0.5,+20%,+33%
17939,Nuclear Polariser,0.5,+20%,+33%
17940,Induction Bulwark,0.556,+21%,+33%
17941,M-Field Buffer,0.5,+20%,+33%
17942,Neutron Armour,0.5,+20%,+33%
17943,Deionised Resonator,0.5,+20%,+33%
17944,Induction Lattice,0.5,+20%,+33%
17945,Induction Padding,0.5,+20%,+33%
17946,Nuclear Buffer,0.556,+21%,+33%
17947,Induction Grafts,0.5,+20%,+33%
17948,Neutron Polariser,0.5,+20%,+33%
17949,Deionised Lattice,0.5,+20%,+33%
17950,Neutron Battery,0.5,+20%,+33%
17951,Deionised Grafts,0.5,+20%,+33%
17952,Neutron Shield,0.5,+20%,+33%
17953,Neutron Armour,0.5,+20%,+33%
17954,M-Field Armour,0.5,+20%,+33%
17955,Induction Shield,0.5,+20%,+33%
17956,Induction Grafts,1.0,+29%,+33%
17957,Induction Shield,0.5,+20%,+33%
17958,M-Field Battery,0.5,+20%,+33%
17959,Deionised Resonator,0.722,+24%,+33%
17960,Nuclear Lattice,0.556,+21%,+33%
17961,Neutron Bulwark,0.5,+20%,+33%
17962,Induction Polariser,0.5,+20%,+33%
17963,Deionised Battery,0.5,+20%,+33%
17964,M-Field Resonator,0.5,+20%,+33%
17965,Neutron Polariser,0.556,+21%,+33%
17966,Neutron Padding,0.5,+20%,+33%
17967,M-Field Shield,0.556,+21%,+33%
17968,M-Field Lattice,0.611,+22%,+33%
17969,Deionised Grafts,0.5,+20%,+33%
17970,Induction Armour,0.5,+20%,+33%
17971,Nuclear Padding,0.5,+20%,+33%
17972,Deionised Resonator,0.889,+27%,+33%
17973,Neutron Buffer,0.5,+20%,+33%
17974,M-Field Resonator,0.5,+20%,+33%
17975,Induction Armour,0.556,+21%,+33%
17976,Nuclear Shield,0.5,+20%,+33%
17977,Induction Buffer,0.5,+20%,+33%
17978,Induction Battery,0.778,+25%,+33%
17979,Deionised Battery,0.5,+20%,+33%
17980,Nuclear Padding,0.5,+20%,+33%
17981,M-Field Bulwark,0.5,+20%,+33%
17982,Nuclear Lattice,0.944,+28%,+33%
17983,Deionised Resonator,0.833,+26%,+33%
17984,Deionised Buffer,0.5,+20%,+33%
17985,Induction Grafts,0.5,+20%,+33%
17986,Nuclear Grafts,0.5,+20%,+33%
17987,Neutron Battery,0.5,+20%,+33%
17988,Nuclear Lattice,0.5,+20%,+33%
17989,Induction Resonator,0.5,+20%,+33%
17990,Nuclear Armour,1.0,+29%,+33%
17991,Neutron Bulwark,0.5,+20%,+33%
17992,Neutron Padding,0.667,+23%,+33%
17993,Induction Armour,0.5,+20%,+33%
17994,Induction Bulwark,0.556,+21%,+33%
17995,Nuclear Buffer,0.5,+20%,+33%
17996,Induction Armour,0.5,+20%,+33%
17997,Neutron Armour,0.667,+23%,+33%
17998,M-Field Lattice,0.5,+20%,+33%
17999,Deionised Battery,0.5,+20%,+33%
18000,M-Field Padding,0.556,+21%,+33%
18001,Nuclear Shield,0.5,+20%,+33%
18002,M-Field Polariser,0.5,+20%,+33%
18003,Induction Lattice,0.833,+26%,+33%
18004,Nuclear Armour,0.5,+20%,+33%
18005,Induction Buffer,0.944,+28%,+33%
18006,M-Field Padding,0.944,+28%,+33%
18007,Deionised Buffer,0.5,+20%,+33%
18008,Deionised Shield,0.5,+20%,+33%
18009,Induction Polariser,0.611,+22%,+33%
18010,M-Field Grafts,0.556,+21%,+33%
18011,Deionised Bulwark,0.5,+20%,+33%
18012,Neutron Polariser,0.5,+20%,+33%
18013,Induction Battery,0.5,+20%,+33%
18014,Induction Buffer,0.556,+21%,+33%
18015,Induction Battery,0.5,+20%,+33%
18016,M-Field Polariser,0.5,+20%,+33%
18017,Deionised Battery,0.5,+20%,+33%
18018,Deionised Battery,0.5,+20%,+33%
18019,Induction Polariser,0.667,+23%,+33%
18020,Nuclear Armour,0.5,+20%,+33%
18021,Neutron Armour,0.5,+20%,+33%
18022,Neutron Grafts,0.5,+20%,+33%
18023,Neutron Buffer,0.556,+21%,+33%
18024,Neutron Lattice,0.611,+22%,+33%
18025,Induction Armour,0.5,+20%,+33%
18026,M-Field Battery,0.667,+23%,+33%
18027,Induction Grafts,0.611,+22%,+33%
18028,Induction Shield,0.5,+20%,+33%
18029,M-Field Polariser,0.667,+23%,+33%
18030,Induction Grafts,0.778,+25%,+33%
18031,Nuclear Armour,0.778,+25%,+33%
18032,Deionised Buffer,0.5,+20%,+33%
18033,Deionised Buffer,0.5,+20%,+33%
18034,Neutron Grafts,0.5,+20%,+33%
18035,Neutron Lattice,0.556,+21%,+33%
18036,Nuclear Armour,0.5,+20%,+33%
18037,Neutron Polariser,0.611,+22%,+33%
18038,M-Field Padding,0.556,+21%,+33%
18039,Neutron Lattice,0.5,+20%,+33%
18040,Deionised Armour,0.889,+27%,+33%
18041,Deionised Grafts,0.5,+20%,+33%
18042,Deionised Padding,0.556,+21%,+33%
18043,M-Field Padding,0.5,+20%,+33%
18044,Induction Bulwark,0.611,+22%,+33%
18045,Deionised Polariser,0.5,+20%,+33%
18046,Induction Padding,0.5,+20%,+33%
18047,Deionised Polariser,0.722,+24%,+33%
18048,Deionised Lattice,0.5,+20%,+33%
18049,Nuclear Shield,0.5,+20%,+33%
18050,Neutron Polariser,0.5,+20%,+33%
18051,M-Field Armour,0.5,+20%,+33%
18052,Deionised Lattice,0.5,+20%,+33%
18053,Neutron Padding,0.5,+20%,+33%
18054,Neutron Armour,0.5,+20%,+33%
18055,M-Field Padding,0.5,+20%,+33%
18056,Induction Shield,0.5,+20%,+33%
18057,Nuclear Battery,0.5,+20%,+33%
18058,Induction Shield,0.5,+20%,+33%
18059,Neutron Grafts,0.5,+20%,+33%
18060,Induction Shield,0.5,+20%,+33%
18061,M-Field Resonator,0.5,+20%,+33%
18062,M-Field Shield,0.5,+20%,+33%
18063,Deionised Battery,1.0,+29%,+33%
18064,Nuclear Bulwark,0.722,+24%,+33%
18065,Nuclear Resonator,0.889,+27%,+33%
18066,M-Field Padding,0.611,+22%,+33%
18067,M-Field Battery,0.5,+20%,+33%
18068,Induction Shield,0.5,+20%,+33%
18069,Induction Grafts,0.611,+22%,+33%
18070,Neutron Lattice,0.5,+20%,+33%
18071,Neutron Bulwark,0.611,+22%,+33%
18072,Deionised Buffer,0.5,+20%,+33%
18073,Deionised Buffer,0.5,+20%,+33%
18074,Deionised Shield,0.944,+28%,+33%
18075,Induction Lattice,0.5,+20%,+33%
18076,Nuclear Padding,0.5,+20%,+33%
18077,M-Field Armour,0.5,+20%,+33%
18078,Induction Battery,0.5,+20%,+33%
18079,M-Field Resonator,0.5,+20%,+33%
18080,Nuclear Armour,0.5,+20%,+33%
18081,Nuclear Buffer,0.5,+20%,+33%
18082,Induction Resonator,0.5,+20%,+33%
18083,M-Field Bulwark,0.611,+22%,+33%
18084,Neutron Battery,0.556,+21%,+33%
18085,M-Field Padding,0.5,+20%,+33%
18086,Induction Shield,0.5,+20%,+33%
18087,Induction Battery,0.5,+20%,+33%
18088,M-Field Armour,0.556,+21%,+33%
18089,Induction Armour,0.5,+20%,+33%
18090,Neutron Battery,0.5,+20%,+33%
18091,Nuclear Resonator,0.5,+20%,+33%
18092,M-Field Battery,0.5,+20%,+33%
18093,Neutron Polariser,0.556,+21%,+33%
18094,Induction Shield,0.5,+20%,+33%
18095,Neutron Lattice,0.5,+20%,+33%
18096,Deionised Battery,0.5,+20%,+33%
18097,Deionised Shield,0.5,+20%,+33%
18098,Induction Polariser,0.5,+20%,+33%
18099,Deionised Buffer,0.5,+20%,+33%
18100,M-Field Battery,0.5,+20%,+33%
18101,Induction Armour,0.5,+20%,+33%
18102,Deionised Shield,0.5,+20%,+33%
18103,Neutron Grafts,1.0,+29%,+33%
18104,M-Field Lattice,0.5,+20%,+33%
18105,M-Field Bulwark,0.5,+20%,+33%
18106,Nuclear Grafts,1.0,+29%,+33%
18107,Nuclear Shield,0.5,+20%,+33%
18108,Induction Lattice,0.556,+21%,+33%
18109,Induction Resonator,0.5,+20%,+33%
18110,Neutron Buffer,0.5,+20%,+33%
18111,M-Field Resonator,0.556,+21%,+33%
18112,M-Field Grafts,0.5,+20%,+33%
18113,M-Field Battery,0.556,+21%,+33%
18114,Deionised Battery,0.5,+20%,+33%
18115,Induction Lattice,0.5,+20%,+33%
18116,Induction Shield,0.944,+28%,+33%
18117,M-Field Buffer,0.556,+21%,+33%
18118,Deionised Grafts,0.5,+20%,+33%
18119,Induction Grafts,0.833,+26%,+33%
18120,Deionised Bulwark,0.833,+26%,+33%
18121,Neutron Shield,1.0,+29%,+33%
18122,M-Field Lattice,0.5,+20%,+33%
18123,Deionised Bulwark,0.5,+20%,+33%
18124,M-Field Lattice,0.5,+20%,+33%
18125,M-Field Grafts,0.5,+20%,+33%
18126,Nuclear Buffer,0.722,+24%,+33%
18127,Nuclear Resonator,0.667,+23%,+33%
18128,Neutron Polariser,0.778,+25%,+33%
18129,M-Field Lattice,0.5,+20%,+33%
18130,Nuclear Shield,0.556,+21%,+33%
18131,Nuclear Lattice,0.667,+23%,+33%
18132,Induction Buffer,0.556,+21%,+33%
18133,Deionised Resonator,0.889,+27%,+33%
18134,M-Field Grafts,0.778,+25%,+33%
18135,Neutron Lattice,1.0,+29%,+33%
18136,Deionised Bulwark,0.5,+20%,+33%
18137,M-Field Lattice,0.5,+20%,+33%
18138,Deionised Padding,0.5,+20%,+33%
18139,Induction Bulwark,0.5,+20%,+33%
18140,Induction Lattice,0.5,+20%,+33%
18141,Induction Buffer,1.0,+29%,+33%
18142,Neutron Bulwark,0.5,+20%,+33%
18143,Neutron Polariser,0.5,+20%,+33%
18144,Neutron Padding,0.5,+20%,+33%
18145,Induction Resonator,0.556,+21%,+33%
18146,Neutron Padding,0.556,+21%,+33%
18147,M-Field Padding,0.5,+20%,+33%
18148,Nuclear Buffer,0.556,+21%,+33%
18149,M-Field Lattice,0.5,+20%,+33%
18150,M-Field Grafts,0.5,+20%,+33%
18151,Deionised Bulwark,0.722,+24%,+33%
18152,Induction Polariser,0.5,+20%,+33%
18153,Induction Buffer,0.667,+23%,+33%
18154,Nuclear Buffer,0.5,+20%,+33%
18155,Deionised Buffer,0.667,+23%,+33%
18156,Induction Resonator,0.5,+20%,+33%
18157,Nuclear Bulwark,0.5,+20%,+33%
18158,M-Field Shield,0.5,+20%,+33%
18159,Neutron Battery,0.5,+20%,+33%
18160,Deionised Resonator,0.833,+26%,+33%
18161,M-Field Armour,0.5,+20%,+33%
18162,Nuclear Resonator,0.944,+28%,+33%
18163,Nuclear Armour,0.5,+20%,+33%
18164,Nuclear Battery,0.5,+20%,+33%
18165,Neutron Polariser,0.5,+20%,+33%
18166,Neutron Buffer,0.5,+20%,+33%
18167,Neutron Bulwark,0.5,+20%,+33%
18168,Induction Shield,0.556,+21%,+33%
18169,Induction Battery,0.5,+20%,+33%
18170,Deionised Resonator,0.611,+22%,+33%
18171,M-Field Grafts,0.5,+20%,+33%
18172,Neutron Shield,0.5,+20%,+33%
18173,Induction Armour,0.722,+24%,+33%
18174,Neutron Lattice,0.5,+20%,+33%
18175,Deionised Battery,0.5,+20%,+33%
18176,Neutron Armour,0.5,+20%,+33%
18177,M-Field Resonator,0.5,+20%,+33%
18178,M-Field Battery,0.5,+20%,+33%
18179,Deionised Grafts,0.944,+28%,+33%
18180,Induction Grafts,0.5,+20%,+33%
18181,Deionised Battery,0.5,+20%,+33%
18182,M-Field Grafts,0.944,+28%,+33%
18183,Deionised Resonator,0.5,+20%,+33%
18184,Induction Resonator,0.5,+20%,+33%
18185,Neutron Armour,0.5,+20%,+33%
18186,M-Field Buffer,0.5,+20%,+33%
18187,Induction Bulwark,0.5,+20%,+33%
18188,Deionised Resonator,0.5,+20%,+33%
18189,Deionised Battery,0.5,+20%,+33%
18190,M-Field Polariser,0.722,+24%,+33%
18191,Neutron Battery,0.5,+20%,+33%
18192,Deionised Resonator,0.556,+21%,+33%
18193,Induction Battery,0.778,+25%,+33%
18194,Induction Bulwark,0.667,+23%,+33%
18195,Neutron Battery,0.5,+20%,+33%
18196,Nuclear Padding,0.5,+20%,+33%
18197,Neutron Grafts,0.5,+20%,+33%
18198,Neutron Bulwark,0.5,+20%,+33%
18199,Induction Armour,0.5,+20%,+33%
18200,M-Field Padding,0.5,+20%,+33%
18201,Neutron Padding,0.889,+27%,+33%
18202,M-Field Polariser,0.5,+20%,+33%
18203,Deionised Bulwark,0.5,+20%,+33%
