Seed	Name	Perfection	Suit_Energy	Suit_Energy_Regen
23462	Alkaloid Harvester	0.138	+28%	
23463	Alkaloid Filter	0.125	+20%	+7%
23464	Organic Sieve	0.806	+45%	+19%
23465	Microbe Sieve	0.537	+27%	+21%
23466	Biofuel Pump	0.104	+20%	+6%
23467	Biofuel Sieve	0.671	+42%	+15%
23468	Biofuel Tanks	0.224	+33%	+1%
23469	High-Volume Pump	0.325	+28%	+10%
23470	Organic Filter	0.362	+41%	+1%
23471	Organic Generator Unit	0.397	+43%	+1%
23472	Alkaloid Stabiliser	0.034	+22%	+1%
23473	Microbe Purifier	0.0	+20%	+1%
23474	Alkaloid Tanks	0.5	+49%	
23475	Alkaloid Stabiliser	0.124	+26%	+2%
23476	Organic Drain	0.228	+32%	+2%
23477	Biofuel Drain	0.184	+21%	+9%
23478	High-Volume Sieve	0.331	+38%	+2%
23479	Biofuel Pump	0.021	+20%	+2%
23480	High-Volume Filter	0.042	+20%	+3%
23481	Organic Drain	0.207	+32%	
23482	Organic Stabiliser	0.173	+24%	+6%
23483	Microbe Filter	0.636	+40%	+15%
23484	Alkaloid Generator Unit	0.017	+21%	+1%
23485	Alkaloid Harvester	0.511	+40%	+9%
23486	Microbe Tanks	0.273	+31%	+5%
23487	Microbe Tanks	0.374	+26%	+14%
23488	Biofuel Sieve	0.357	+25%	+14%
23489	Organic Tanks	0.414	+44%	+1%
23490	Microbe Sieve	0.103	+26%	
23491	Organic Recycler	0.359	+36%	+5%
23492	Biofuel Tanks	0.31	+38%	+1%
23493	Microbe Recycler	0.463	+36%	+10%
23494	Organic Sieve	0.155	+29%	+1%
23495	High-Volume Harvester	0.121	+27%	+1%
23496	Organic Filter	0.696	+35%	+22%
23497	Organic Purifier	0.482	+25%	+20%
23498	Biofuel Generator Unit	0.215	+24%	+8%
23499	Alkaloid Tanks	0.0	+20%	+1%
23500	Organic Purifier	0.364	+29%	+11%
23501	Organic Filter	0.17	+25%	+5%
23502	High-Volume Harvester	0.101	+21%	+5%
23503	Organic Stabiliser	0.448	+46%	
23504	Organic Tanks	0.052	+23%	+1%
23505	Microbe Sieve	0.155	+29%	
23506	Organic Filter	0.354	+20%	+18%
23507	Alkaloid Harvester	0.315	+25%	+12%
23508	High-Volume Generator Unit	0.698	+46%	+13%
23509	Organic Harvester	0.586	+25%	+25%
23510	Alkaloid Harvester	0.207	+32%	+1%
23511	Alkaloid Harvester	0.263	+28%	+7%
23512	Biofuel Stabiliser	0.396	+20%	+20%
23513	Microbe Pump	0.397	+43%	+1%
23514	Microbe Recycler	0.017	+21%	+1%
23515	Alkaloid Recycler	0.19	+31%	+1%
23516	Microbe Stabiliser	0.43	+28%	+15%
23517	Biofuel Drain	0.431	+45%	+1%
23518	Alkaloid Harvester	0.366	+40%	+2%
23519	Alkaloid Sieve	0.069	+24%	+1%
23520	Microbe Generator Unit	0.504	+48%	+2%
23521	Microbe Purifier	0.259	+35%	+1%
23522	Alkaloid Tanks	0.243	+22%	+11%
23523	High-Volume Recycler	0.086	+25%	+1%
23524	Biofuel Drain	0.562	+26%	+23%
23525	High-Volume Harvester	0.328	+39%	+1%
23526	High-Volume Filter	0.228	+32%	+2%
23527	High-Volume Sieve	0.145	+26%	+3%
23528	Alkaloid Drain	0.017	+21%	+1%
23529	Microbe Tanks	0.259	+35%	+1%
23530	Microbe Generator Unit	0.017	+21%	
23531	Biofuel Filter	0.47	+40%	+7%
23532	Organic Drain	0.052	+23%	+1%
23533	Organic Purifier	0.641	+33%	+21%
23534	Microbe Pump	0.034	+22%	+1%
23535	Microbe Recycler	0.017	+21%	+1%
23536	Alkaloid Filter	0.155	+29%	+1%
23537	Alkaloid Recycler	0.292	+20%	+15%
23538	Microbe Drain	0.207	+32%	+1%
23539	Biofuel Purifier	0.276	+36%	
23540	Alkaloid Filter	0.021	+20%	+2%
23541	Biofuel Tanks	0.104	+20%	+6%
23542	High-Volume Sieve	0.379	+42%	
23543	Microbe Stabiliser	0.377	+31%	+10%
23544	Organic Generator Unit	0.269	+32%	+4%
23545	Alkaloid Harvester	0.5	+20%	+25%
23546	Biofuel Stabiliser	0.407	+40%	+4%
23547	Alkaloid Sieve	0.121	+27%	+1%
23548	Biofuel Tanks	0.138	+28%	+1%
23549	Organic Generator Unit	0.29	+32%	+5%
23550	Biofuel Filter	0.052	+23%	+1%
23551	Microbe Tanks	0.159	+28%	+2%
23552	Biofuel Harvester	0.47	+40%	+7%
23553	Alkaloid Purifier	0.312	+20%	+16%
23554	Microbe Drain	0.021	+20%	+2%
23555	Alkaloid Generator Unit	0.542	+49%	+3%
23556	Alkaloid Pump	0.667	+49%	+9%
23557	Microbe Tanks	0.57	+47%	+6%
23558	Microbe Sieve	0.466	+47%	+1%
23559	Organic Tanks	0.138	+28%	+1%
23560	High-Volume Purifier	0.381	+30%	+11%
23561	Microbe Harvester	0.097	+22%	+4%
23562	High-Volume Pump	0.466	+47%	+1%
23563	High-Volume Drain	0.0	+20%	+1%
23564	High-Volume Sieve	0.104	+20%	+6%
23565	Microbe Tanks	0.293	+37%	+1%
23566	High-Volume Harvester	0.0	+20%	+1%
23567	Organic Filter	0.532	+46%	+5%
23568	Biofuel Tanks	0.397	+43%	+1%
23569	Alkaloid Sieve	0.083	+20%	+5%
23570	Organic Purifier	0.0	+20%	+1%
23571	Biofuel Recycler	0.101	+21%	+5%
23572	Organic Generator Unit	0.26	+23%	+11%
23573	High-Volume Pump	0.034	+22%	
23574	Organic Generator Unit	0.038	+21%	+2%
23575	Biofuel Harvester	0.19	+31%	+1%
23576	Biofuel Drain	0.366	+40%	+2%
23577	Biofuel Recycler	0.034	+22%	+1%
23578	Biofuel Recycler	0.0	+20%	+1%
23579	Organic Generator Unit	0.552	+23%	+25%
23580	High-Volume Recycler	0.0	+20%	+1%
23581	Microbe Harvester	0.633	+41%	+14%
23582	Biofuel Pump	0.328	+39%	+1%
23583	Biofuel Tanks	0.34	+24%	+14%
23584	Organic Purifier	0.448	+46%	
23585	High-Volume Tanks	0.017	+21%	+1%
23586	Alkaloid Tanks	0.5	+49%	+1%
23587	Microbe Filter	0.379	+42%	+1%
23588	Biofuel Harvester	0.138	+28%	+1%
23589	Microbe Sieve	0.0	+20%	+1%
23590	High-Volume Filter	0.069	+24%	+1%
23591	Microbe Pump	0.055	+22%	+2%
23592	Organic Purifier	0.644	+38%	+17%
23593	Alkaloid Tanks	0.326	+22%	+15%
23594	Alkaloid Generator Unit	0.362	+41%	+1%
23595	Biofuel Stabiliser	0.193	+30%	+2%
23596	High-Volume Tanks	0.103	+26%	+1%
23597	High-Volume Purifier	0.052	+23%	+1%
23598	Biofuel Stabiliser	0.138	+28%	+1%
23599	Microbe Purifier	0.017	+21%	+1%
23600	Biofuel Stabiliser	0.379	+42%	
23601	Organic Sieve	0.531	+23%	+24%
23602	Biofuel Drain	0.232	+25%	+8%
23603	Organic Pump	0.855	+43%	+23%
23604	Microbe Pump	0.0	+20%	+1%
23605	High-Volume Harvester	0.662	+33%	+22%
23606	Organic Tanks	0.0	+20%	+1%
23607	High-Volume Pump	0.0	+20%	
23608	Organic Sieve	0.176	+29%	+2%
23609	Biofuel Filter	0.241	+34%	+1%
23610	Organic Drain	0.0	+20%	+1%
23611	Biofuel Purifier	0.465	+24%	+20%
23612	Microbe Filter	0.0	+20%	+1%
23613	Biofuel Tanks	0.034	+22%	+1%
23614	High-Volume Purifier	0.073	+23%	+2%
23615	Biofuel Tanks	0.073	+23%	+2%
23616	Microbe Tanks	0.034	+22%	+1%
23617	Biofuel Harvester	0.31	+38%	+1%
23618	Biofuel Drain	0.259	+35%	
23619	Alkaloid Pump	0.159	+22%	+7%
23620	High-Volume Recycler	0.0	+20%	+1%
23621	High-Volume Purifier	0.103	+26%	+1%
23622	Microbe Generator Unit	0.101	+21%	+5%
23623	High-Volume Purifier	0.345	+40%	+1%
23624	Biofuel Tanks	0.476	+44%	+4%
23625	Microbe Harvester	0.579	+27%	+23%
23626	Alkaloid Purifier	0.121	+27%	+1%
23627	Organic Drain	0.145	+26%	+3%
23628	Organic Recycler	0.3	+35%	+3%
23629	Microbe Purifier	0.483	+48%	+1%
23630	High-Volume Harvester	0.034	+22%	+1%
23631	Alkaloid Pump	0.103	+26%	+1%
23632	Microbe Sieve	0.17	+25%	+5%
23633	High-Volume Drain	0.107	+25%	+2%
23634	Microbe Harvester	0.204	+27%	+5%
23635	Alkaloid Purifier	0.052	+23%	+1%
23636	High-Volume Generator Unit	0.693	+36%	+21%
23637	Biofuel Generator Unit	0.402	+30%	+12%
23638	Microbe Tanks	0.103	+26%	+1%
23639	Biofuel Tanks	0.069	+24%	+1%
23640	Biofuel Pump	0.379	+42%	+1%
23641	High-Volume Harvester	0.083	+20%	+5%
23642	Biofuel Pump	0.479	+20%	+24%
23643	Biofuel Pump	0.042	+20%	+3%
23644	Organic Generator Unit	0.451	+22%	+21%
23645	High-Volume Recycler	0.229	+20%	+12%
23646	Organic Sieve	0.588	+42%	+11%
23647	Alkaloid Pump	0.121	+21%	+6%
23648	Alkaloid Filter	0.172	+30%	+1%
23649	Microbe Stabiliser	0.551	+29%	+20%
23650	Alkaloid Stabiliser	0.927	+46%	+24%
23651	Biofuel Purifier	0.224	+33%	+1%
23652	Alkaloid Stabiliser	0.5	+49%	+1%
23653	Alkaloid Drain	0.629	+48%	+8%
23654	High-Volume Tanks	0.086	+25%	
23655	High-Volume Sieve	0.145	+26%	+3%
23656	High-Volume Pump	0.369	+39%	+3%
23657	High-Volume Recycler	0.478	+32%	+14%
23658	Biofuel Tanks	0.388	+28%	+13%
23659	Microbe Harvester	0.0	+20%	+1%
23660	High-Volume Stabiliser	0.562	+26%	+23%
23661	High-Volume Sieve	0.225	+27%	+6%
23662	High-Volume Tanks	0.138	+28%	+1%
23663	Alkaloid Sieve	0.315	+31%	+7%
23664	Organic Tanks	0.297	+36%	+2%
23665	Organic Pump	0.042	+20%	+3%
23666	Biofuel Pump	0.841	+47%	+19%
23667	Alkaloid Purifier	0.221	+28%	+5%
23668	Biofuel Tanks	0.31	+38%	+1%
23669	Biofuel Purifier	0.723	+39%	+20%
23670	Organic Filter	0.121	+27%	+1%
23671	Alkaloid Harvester	0.824	+40%	+24%
23672	Microbe Drain	0.0	+20%	+1%
23673	High-Volume Tanks	0.239	+23%	+10%
23674	Microbe Generator Unit	0.135	+23%	+5%
23675	Microbe Tanks	0.547	+30%	+19%
23676	Organic Purifier	0.038	+21%	+2%
23677	Organic Purifier	0.069	+24%	+1%
23678	Microbe Harvester	0.397	+43%	+1%
23679	Organic Generator Unit	0.471	+34%	+12%
23680	Microbe Pump	0.017	+21%	+1%
23681	High-Volume Tanks	0.138	+28%	+1%
23682	Microbe Pump	0.421	+42%	+3%
23683	Alkaloid Recycler	0.421	+42%	+3%
23684	Biofuel Stabiliser	0.422	+30%	+13%
23685	Microbe Sieve	0.0	+20%	+1%
23686	Microbe Pump	0.413	+21%	+20%
23687	Alkaloid Recycler	0.379	+42%	+1%
23688	Alkaloid Generator Unit	0.276	+36%	+1%
23689	Microbe Generator Unit	0.0	+20%	+1%
23690	Biofuel Purifier	0.086	+25%	
23691	Biofuel Drain	0.362	+41%	
23692	Alkaloid Purifier	0.362	+41%	+1%
23693	Biofuel Pump	0.456	+38%	+8%
23694	High-Volume Drain	0.19	+25%	+6%
23695	Alkaloid Stabiliser	0.0	+20%	+1%
23696	Microbe Harvester	0.083	+20%	+5%
23697	Organic Recycler	0.448	+46%	
23698	Alkaloid Tanks	0.298	+24%	+12%
23699	Microbe Sieve	0.218	+23%	+9%
23700	Biofuel Harvester	0.121	+21%	+6%
23701	Organic Pump	0.979	+49%	+24%
23702	Alkaloid Recycler	0.197	+29%	+3%
23703	High-Volume Drain	0.674	+47%	+11%
23704	Biofuel Drain	0.384	+35%	+7%
23705	Alkaloid Drain	0.138	+28%	+1%
23706	High-Volume Harvester	0.394	+38%	+5%
23707	Microbe Tanks	0.31	+38%	+1%
23708	Organic Generator Unit	0.473	+45%	+3%
23709	Microbe Stabiliser	0.167	+20%	+9%
23710	Alkaloid Purifier	0.156	+23%	+6%
23711	Microbe Stabiliser	0.034	+22%	+1%
23712	Alkaloid Purifier	0.31	+38%	+1%
23713	High-Volume Tanks	0.345	+40%	+1%
23714	Alkaloid Stabiliser	0.269	+32%	+4%
23715	Alkaloid Pump	0.187	+26%	+5%
23716	Organic Filter	0.017	+21%	+1%
23717	Alkaloid Stabiliser	0.069	+24%	+1%
23718	Alkaloid Harvester	0.052	+23%	+1%
23719	Alkaloid Pump	0.604	+49%	+6%
23720	High-Volume Drain	0.295	+25%	+11%
23721	Alkaloid Purifier	0.487	+41%	+7%
23722	Microbe Purifier	0.478	+26%	+19%
23723	Alkaloid Drain	0.438	+20%	+22%
23724	Organic Stabiliser	0.215	+24%	+8%
23725	High-Volume Generator Unit	0.351	+21%	+17%
23726	Microbe Tanks	0.042	+20%	+3%
23727	Biofuel Stabiliser	0.207	+32%	+1%
23728	Alkaloid Stabiliser	0.556	+45%	+7%
23729	Microbe Stabiliser	0.038	+21%	+2%
23730	Alkaloid Harvester	0.188	+20%	+10%
23731	Alkaloid Purifier	0.052	+23%	
23732	High-Volume Tanks	0.267	+21%	+13%
23733	Biofuel Tanks	0.384	+35%	+7%
23734	High-Volume Tanks	0.226	+21%	+11%
23735	Microbe Harvester	0.688	+43%	+15%
23736	Biofuel Generator Unit	0.483	+48%	
23737	High-Volume Recycler	0.159	+28%	+2%
23738	Organic Purifier	0.25	+20%	+13%
23739	Microbe Drain	0.162	+27%	+3%
23740	Microbe Drain	0.103	+26%	
23741	High-Volume Stabiliser	0.155	+29%	+1%
23742	Microbe Generator Unit	0.448	+46%	
23743	Microbe Sieve	0.453	+33%	+12%
23744	Organic Recycler	0.0	+20%	+1%
23745	Organic Recycler	0.379	+42%	+1%
23746	Organic Sieve	0.649	+48%	+9%
23747	Organic Sieve	0.259	+29%	+6%
23748	Biofuel Filter	0.404	+41%	+3%
23749	High-Volume Sieve	0.0	+20%	+1%
23750	Microbe Pump	0.369	+39%	+3%
23751	Organic Stabiliser	0.069	+24%	+1%
23752	Alkaloid Filter	0.726	+44%	+16%
23753	Organic Tanks	0.377	+31%	+10%
23754	Alkaloid Stabiliser	0.0	+20%	+1%
23755	Alkaloid Sieve	0.617	+28%	+24%
23756	High-Volume Recycler	0.315	+25%	+12%
23757	High-Volume Generator Unit	0.927	+46%	+24%
23758	Microbe Recycler	0.059	+21%	+3%
23759	Alkaloid Tanks	0.086	+25%	+1%
23760	Microbe Pump	0.483	+48%	+1%
23761	Biofuel Stabiliser	0.479	+20%	+24%
23762	Organic Harvester	0.259	+35%	
23763	Microbe Recycler	0.259	+35%	+1%
23764	Microbe Sieve	0.0	+20%	
23765	High-Volume Generator Unit	0.293	+37%	+1%
23766	Organic Generator Unit	0.617	+28%	+24%
23767	Alkaloid Harvester	0.5	+49%	+1%
23768	Microbe Filter	0.149	+25%	+4%
23769	Alkaloid Drain	0.188	+20%	+10%
23770	Biofuel Tanks	0.366	+34%	+7%
23771	Organic Pump	0.0	+20%	+1%
23772	Biofuel Sieve	0.273	+31%	+5%
23773	Microbe Tanks	0.172	+30%	+1%
23774	Organic Sieve	0.318	+30%	+8%
23775	Organic Pump	0.379	+42%	+1%
23776	High-Volume Recycler	0.448	+46%	+1%
23777	Alkaloid Drain	0.021	+20%	+2%
23778	Microbe Stabiliser	0.0	+20%	+1%
23779	Biofuel Recycler	0.431	+45%	+1%
23780	Microbe Purifier	0.362	+41%	+1%
23781	Alkaloid Tanks	0.0	+20%	+1%
23782	High-Volume Filter	0.448	+46%	
23783	Alkaloid Pump	0.508	+41%	+8%
23784	Alkaloid Generator Unit	0.321	+35%	+4%
23785	Biofuel Recycler	0.31	+38%	+1%
23786	Organic Generator Unit	0.509	+29%	+18%
23787	High-Volume Harvester	0.207	+32%	+1%
23788	Organic Stabiliser	0.431	+45%	+1%
23789	Organic Filter	0.172	+30%	+1%
23790	Organic Recycler	0.307	+33%	+5%
23791	Microbe Sieve	0.872	+44%	+23%
23792	Biofuel Sieve	0.458	+26%	+18%
23793	Alkaloid Pump	0.473	+45%	+3%
23794	Microbe Stabiliser	0.0	+20%	+1%
23795	Biofuel Tanks	0.086	+25%	+1%
23796	Microbe Drain	0.379	+42%	
23797	Organic Sieve	0.292	+20%	+15%
23798	Biofuel Sieve	0.325	+34%	+5%
23799	High-Volume Tanks	0.27	+26%	+9%
23800	Organic Generator Unit	0.125	+20%	+7%
23801	Alkaloid Generator Unit	0.422	+30%	+13%
23802	Biofuel Recycler	0.145	+26%	+3%
23803	Microbe Stabiliser	0.017	+21%	
23804	High-Volume Stabiliser	0.159	+28%	+2%
23805	Biofuel Generator Unit	0.052	+23%	+1%
23806	Organic Filter	0.517	+27%	+20%
23807	Microbe Harvester	0.125	+20%	+7%
23808	Alkaloid Recycler	0.017	+21%	+1%
23809	Microbe Stabiliser	0.0	+20%	
23810	Organic Stabiliser	0.536	+39%	+11%
23811	Biofuel Stabiliser	0.086	+25%	
23812	Biofuel Stabiliser	0.062	+20%	+4%
23813	Organic Pump	0.435	+38%	+7%
23814	High-Volume Recycler	0.293	+37%	+1%
23815	Biofuel Generator Unit	0.466	+47%	+1%
23816	Organic Filter	0.259	+35%	+1%
23817	Biofuel Stabiliser	0.345	+40%	+1%
23818	High-Volume Pump	0.142	+27%	+2%
23819	Alkaloid Filter	0.183	+27%	+4%
23820	Alkaloid Sieve	0.848	+45%	+21%
23821	Organic Generator Unit	0.017	+21%	+1%
23822	Microbe Pump	0.021	+20%	+2%
23823	Alkaloid Generator Unit	0.101	+21%	+5%
23824	Organic Recycler	0.345	+40%	+1%
23825	Alkaloid Tanks	0.135	+23%	+5%
23826	Microbe Stabiliser	0.276	+36%	
23827	Microbe Tanks	0.266	+33%	+3%
23828	High-Volume Filter	0.54	+38%	+12%
23829	Alkaloid Generator Unit	0.172	+30%	+1%
23830	Alkaloid Generator Unit	0.135	+23%	+5%
23831	Biofuel Generator Unit	0.721	+34%	+24%
23832	Microbe Recycler	0.267	+27%	+8%
23833	Organic Harvester	0.138	+28%	+1%
23834	Biofuel Stabiliser	0.228	+26%	+7%
23835	Microbe Recycler	0.0	+20%	+1%
23836	Alkaloid Drain	0.083	+20%	+5%
23837	Biofuel Harvester	0.443	+30%	+14%
23838	Biofuel Drain	0.345	+40%	+1%
23839	Microbe Filter	0.414	+44%	+1%
23840	Organic Drain	0.416	+26%	+16%
23841	Microbe Harvester	0.017	+21%	+1%
23842	High-Volume Stabiliser	0.034	+22%	+1%
23843	Organic Stabiliser	0.052	+23%	+1%
23844	Alkaloid Drain	0.636	+46%	+10%
23845	Microbe Purifier	0.397	+43%	+1%
23846	Organic Recycler	0.293	+37%	+1%
23847	High-Volume Filter	0.438	+20%	+22%
23848	Biofuel Generator Unit	0.172	+30%	+1%
23849	High-Volume Filter	0.362	+41%	+1%
23850	High-Volume Stabiliser	0.466	+47%	+1%
23851	Biofuel Purifier	0.201	+22%	+9%
23852	Microbe Stabiliser	0.121	+27%	
23853	High-Volume Recycler	0.31	+38%	+1%
23854	Microbe Generator Unit	0.19	+31%	+1%
23855	Microbe Purifier	0.499	+32%	+15%
23856	Biofuel Sieve	0.667	+49%	+9%
23857	Alkaloid Stabiliser	0.479	+20%	+24%
23858	Organic Filter	0.431	+45%	+1%
23859	Organic Generator Unit	0.086	+25%	+1%
23860	Alkaloid Recycler	0.19	+31%	+1%
23861	Microbe Drain	0.207	+32%	+1%
23862	High-Volume Tanks	0.379	+42%	+1%
23863	Microbe Tanks	0.351	+21%	+17%
23864	Alkaloid Recycler	0.362	+41%	+1%
23865	Organic Generator Unit	0.19	+31%	+1%
23866	Organic Drain	0.665	+32%	+23%
23867	Microbe Harvester	0.121	+27%	+1%
23868	High-Volume Tanks	0.74	+46%	+15%
23869	Alkaloid Recycler	0.371	+21%	+18%
23870	High-Volume Harvester	0.034	+22%	+1%
23871	Alkaloid Filter	0.0	+20%	+1%
23872	Alkaloid Purifier	0.422	+30%	+13%
23873	Biofuel Stabiliser	0.266	+33%	+3%
23874	Organic Pump	0.241	+34%	+1%
23875	Alkaloid Drain	0.397	+43%	+1%
23876	High-Volume Drain	0.0	+20%	+1%
23877	High-Volume Stabiliser	0.431	+45%	+1%
23878	Organic Drain	0.259	+35%	+1%
23879	Organic Drain	0.124	+26%	+2%
23880	Biofuel Purifier	0.256	+30%	+5%
23881	High-Volume Tanks	0.411	+39%	+5%
23882	Microbe Tanks	0.232	+25%	+8%
23883	Microbe Drain	0.293	+37%	
23884	Microbe Harvester	0.0	+20%	+1%
23885	Organic Drain	0.207	+32%	+1%
23886	Organic Pump	0.034	+22%	+1%
23887	Biofuel Generator Unit	0.792	+43%	+20%
23888	High-Volume Purifier	0.086	+25%	+1%
23889	Alkaloid Generator Unit	0.073	+23%	+2%
23890	Microbe Purifier	0.017	+21%	
23891	Alkaloid Purifier	0.284	+22%	+13%
23892	Microbe Filter	0.758	+41%	+20%
23893	Microbe Generator Unit	0.567	+42%	+10%
23894	High-Volume Stabiliser	0.0	+20%	+1%
23895	Alkaloid Pump	0.052	+23%	+1%
23896	Organic Filter	0.464	+30%	+15%
23897	High-Volume Harvester	0.294	+31%	+6%
23898	Alkaloid Generator Unit	0.803	+40%	+23%
23899	Organic Generator Unit	0.0	+20%	
23900	Alkaloid Generator Unit	0.017	+21%	+1%
23901	Alkaloid Pump	0.038	+21%	+2%
23902	Organic Stabiliser	0.585	+37%	+15%
23903	High-Volume Recycler	0.159	+28%	+2%
23904	Microbe Tanks	0.19	+31%	
23905	Microbe Pump	0.507	+47%	+3%
23906	Microbe Generator Unit	0.042	+20%	+3%
23907	Microbe Generator Unit	0.785	+45%	+18%
23908	High-Volume Harvester	0.042	+20%	+3%
23909	High-Volume Tanks	0.0	+20%	+1%
23910	Organic Harvester	0.18	+28%	+3%
23911	Alkaloid Tanks	0.034	+22%	+1%
23912	High-Volume Filter	0.034	+22%	+1%
23913	Organic Drain	0.0	+20%	+1%
23914	Microbe Pump	0.368	+22%	+17%
23915	High-Volume Harvester	0.121	+27%	+1%
23916	High-Volume Recycler	0.404	+41%	+3%
23917	Biofuel Stabiliser	0.271	+20%	+14%
23918	High-Volume Harvester	0.301	+29%	+8%
23919	Alkaloid Generator Unit	0.644	+38%	+17%
23920	Biofuel Generator Unit	0.121	+27%	+1%
23921	Biofuel Filter	0.172	+30%	+1%
23922	Biofuel Harvester	0.0	+20%	+1%
23923	Biofuel Recycler	0.0	+20%	+1%
23924	Alkaloid Sieve	0.159	+22%	+7%
23925	Biofuel Stabiliser	0.404	+35%	+8%
23926	Microbe Recycler	0.458	+20%	+23%
23927	Alkaloid Recycler	0.062	+20%	+4%
23928	Alkaloid Sieve	0.042	+20%	+3%
23929	Organic Generator Unit	0.466	+47%	+1%
23930	High-Volume Pump	0.069	+24%	+1%
23931	High-Volume Tanks	0.931	+45%	+25%
23932	Alkaloid Drain	0.491	+34%	+13%
23933	High-Volume Harvester	0.394	+38%	+5%
23934	Microbe Harvester	0.466	+47%	+1%
23935	Biofuel Harvester	0.53	+29%	+19%
23936	Organic Pump	0.111	+24%	+3%
23937	Biofuel Generator Unit	0.414	+44%	+1%
23938	Organic Pump	0.042	+20%	+3%
23939	High-Volume Pump	0.352	+38%	+3%
23940	High-Volume Sieve	0.5	+49%	+1%
23941	Alkaloid Filter	0.474	+33%	+13%
23942	Microbe Harvester	0.163	+21%	+8%
23943	Biofuel Stabiliser	0.086	+25%	+1%
23944	Alkaloid Recycler	0.755	+36%	+24%
23945	Microbe Pump	0.241	+34%	+1%
23946	Microbe Purifier	0.208	+20%	+11%
23947	Alkaloid Tanks	0.121	+27%	
23948	Biofuel Tanks	0.335	+37%	+3%
23949	Organic Sieve	0.672	+36%	+20%
23950	Microbe Harvester	0.138	+28%	+1%
23951	High-Volume Pump	0.069	+24%	+1%
23952	Biofuel Recycler	0.293	+37%	+1%
23953	Organic Sieve	0.293	+37%	+1%
23954	High-Volume Recycler	0.5	+49%	
23955	Organic Filter	0.0	+20%	+1%
23956	Biofuel Pump	0.172	+30%	+1%
23957	Microbe Pump	0.452	+45%	+2%
23958	Alkaloid Pump	0.328	+39%	
23959	Organic Sieve	0.121	+27%	+1%
23960	Microbe Generator Unit	0.379	+42%	+1%
23961	Organic Pump	0.042	+20%	+3%
23962	High-Volume Tanks	0.069	+24%	
23963	Organic Drain	0.39	+39%	+4%
23964	High-Volume Pump	0.448	+46%	+1%
23965	Alkaloid Harvester	0.449	+40%	+6%
23966	Alkaloid Filter	0.483	+48%	+1%
23967	High-Volume Purifier	0.245	+33%	+2%
23968	Microbe Harvester	0.0	+20%	+1%
23969	Microbe Drain	0.135	+23%	+5%
23970	Organic Filter	0.017	+21%	
23971	Biofuel Recycler	0.457	+32%	+13%
23972	Microbe Tanks	0.188	+20%	+10%
23973	High-Volume Tanks	0.31	+38%	+1%
23974	High-Volume Harvester	0.381	+30%	+11%
23975	Biofuel Tanks	0.176	+29%	+2%
23976	Organic Stabiliser	0.172	+30%	
23977	Microbe Tanks	0.0	+20%	+1%
23978	Alkaloid Recycler	0.679	+34%	+22%
23979	High-Volume Stabiliser	0.146	+20%	+8%
23980	Biofuel Harvester	0.875	+49%	+19%
23981	Alkaloid Purifier	0.0	+20%	+1%
23982	High-Volume Stabiliser	0.452	+45%	+2%
23983	Organic Sieve	0.0	+20%	+1%
23984	Biofuel Harvester	0.26	+23%	+11%
23985	Organic Filter	0.021	+20%	+2%
23986	Organic Harvester	0.038	+21%	+2%
23987	Biofuel Harvester	0.259	+29%	+6%
23988	Microbe Drain	0.172	+30%	+1%
23989	Microbe Purifier	0.103	+26%	
23990	Biofuel Stabiliser	0.086	+25%	+1%
23991	Microbe Stabiliser	0.167	+20%	+9%
23992	High-Volume Generator Unit	0.017	+21%	+1%
23993	Microbe Stabiliser	0.0	+20%	+1%
23994	High-Volume Recycler	0.322	+29%	+9%
23995	High-Volume Recycler	0.038	+21%	+2%
23996	Alkaloid Tanks	0.0	+20%	+1%
23997	High-Volume Stabiliser	0.155	+29%	+1%
23998	Alkaloid Filter	0.46	+31%	+14%
23999	Alkaloid Filter	0.021	+20%	+2%
24000	Biofuel Purifier	0.241	+34%	
24001	Microbe Pump	0.0	+20%	+1%
24002	Alkaloid Generator Unit	0.431	+45%	
24003	High-Volume Recycler	0.131	+24%	+4%
24004	Alkaloid Sieve	0.581	+38%	+14%
24005	Organic Pump	0.259	+35%	+1%
24006	High-Volume Harvester	0.214	+30%	+3%
24007	Microbe Purifier	0.241	+34%	+1%
24008	Alkaloid Purifier	0.416	+26%	+16%
24009	Biofuel Filter	0.483	+48%	+1%
24010	Microbe Sieve	0.08	+21%	+4%
24011	Biofuel Sieve	0.2	+28%	+4%
24012	Organic Harvester	0.57	+41%	+11%
24013	High-Volume Stabiliser	0.221	+28%	+5%
24014	Biofuel Sieve	0.409	+28%	+14%
24015	High-Volume Recycler	0.155	+29%	
24016	Microbe Drain	0.069	+24%	
24017	Biofuel Stabiliser	0.366	+34%	+7%
24018	Organic Stabiliser	0.761	+40%	+21%
24019	Alkaloid Harvester	0.489	+23%	+22%
24020	Alkaloid Tanks	0.407	+40%	+4%
24021	Biofuel Pump	0.367	+28%	+12%
24022	Organic Harvester	0.271	+20%	+14%
24023	Alkaloid Recycler	0.121	+27%	+1%
24024	High-Volume Pump	0.021	+20%	+2%
24025	Microbe Pump	0.021	+20%	+2%
24026	Microbe Generator Unit	0.498	+38%	+10%
24027	Biofuel Filter	0.31	+38%	
24028	High-Volume Generator Unit	0.125	+20%	+7%
24029	Microbe Pump	0.281	+23%	+12%
24030	High-Volume Generator Unit	0.792	+49%	+15%
