Seed	Name	Perfection	Ship_PulseDrive_MiniJumpFuelSpending	Ship_Boost	Ship_BoostManeuverability
5484	Secondary Propulsion Unit	0.0			+1%
5485	Alternate Electron Loom	0.25		+3%	
5486	Tuned Propulsion Unit	0.0			+1%
5487	Tuned Fuel Pipes	0.25	+8%		
5488	Alternate Electron Loom	0.0	+6%		
5489	Efficient Propulsion Unit	0.0		+1%	+1%
5490	Efficient Propulsion Unit	0.75		+3%	+5%
5491	Backup Fuel Pipes	0.25		+3%	
5492	Secondary Neutrino Injector	0.0	+6%		
5493	Backup Thrust Controller	0.25	+8%		+1%
5494	Efficient Neutrino Injector	0.0	+6%		
5495	Backup Neutrino Injector	0.0		+1%	
5496	Alternate Fuel Pipes	0.125	+7%		
5497	Secondary Neutrino Injector	0.25	+8%		
5498	Alternate Electron Loom	0.0		+1%	
5499	Tuned Propulsion Unit	0.0		+1%	
5500	Tuned Neutrino Injector	0.25		+3%	+1%
5501	Alternate Thrust Controller	0.5		+5%	+1%
5502	Tuned Electron Loom	0.0	+6%		
5503	Secondary Magnetic Fan	0.0	+6%		
5504	Alternate Thrust Controller	0.0	+6%		
5505	Backup Neutrino Injector	0.125		+2%	
5506	Alternate Magnetic Fan	0.375		+4%	
5507	Backup Shockwave Shield	0.5		+5%	
5508	Alternate Hydrogen Dynamo	0.375	+9%	+1%	
5509	Backup Plasma Exhaust	0.0	+6%		
5510	Secondary Propulsion Unit	0.0			+1%
5511	Alternate Thrust Controller	0.25			+3%
5512	Efficient Thrust Controller	0.0	+6%		
5513	Tuned Hydrogen Dynamo	0.0			+1%
5514	Secondary Neutrino Injector	0.0	+6%		
5515	Backup Fuel Pipes	0.375	+9%		
5516	Alternate Neutrino Injector	0.375		+4%	
5517	Backup Plasma Exhaust	0.5	+10%		
5518	Efficient Magnetic Fan	0.0			+1%
5519	Backup Thrust Controller	0.5	+10%		
5520	Alternate Propulsion Unit	0.375	+9%		
5521	Backup Hydrogen Dynamo	0.125		+2%	
5522	Alternate Magnetic Fan	0.0		+1%	
5523	Efficient Neutrino Injector	0.125	+7%		
5524	Efficient Propulsion Unit	0.0	+6%		
5525	Tuned Plasma Exhaust	0.25		+3%	
5526	Secondary Magnetic Fan	0.25			+3%
5527	Backup Thrust Controller	0.5			+5%
5528	Efficient Thrust Controller	0.0	+6%		
5529	Tuned Shockwave Shield	0.0			+1%
5530	Alternate Impulse Nozzle	0.25			+3%
5531	Tuned Neutrino Injector	0			
5532	Backup Propulsion Unit	0.0			+1%
5533	Backup Thrust Controller	0.0			+1%
5534	Backup Electron Loom	0.25	+6%	+3%	
5535	Efficient Plasma Exhaust	0.5		+5%	+1%
5536	Secondary Impulse Nozzle	0.0			+1%
5537	Alternate Electron Loom	0.125	+7%		
5538	Alternate Impulse Nozzle	0.0			+1%
5539	Efficient Thrust Controller	0.25		+3%	
5540	Backup Magnetic Fan	0.0	+6%		
5541	Efficient Propulsion Unit	0.0	+6%		
5542	Tuned Shockwave Shield	0.375		+4%	+1%
5543	Backup Neutrino Injector	0.0	+6%		
5544	Efficient Hydrogen Dynamo	0.25		+3%	
5545	Secondary Thrust Controller	0.0			+1%
5546	Alternate Neutrino Injector	0.0			+1%
5547	Backup Magnetic Fan	0.0		+1%	
5548	Tuned Impulse Nozzle	0.125	+7%		
5549	Secondary Propulsion Unit	0.0	+6%	+1%	
5550	Tuned Magnetic Fan	0.0	+6%		
5551	Efficient Neutrino Injector	0.25	+8%		
5552	Tuned Plasma Exhaust	0.0	+6%		
5553	Alternate Electron Loom	0.0	+6%		
5554	Alternate Propulsion Unit	0.5		+5%	
5555	Efficient Electron Loom	0.0			+1%
5556	Tuned Hydrogen Dynamo	0.0		+1%	
5557	Secondary Propulsion Unit	0.0	+6%		
5558	Secondary Magnetic Fan	0.375	+9%		
5559	Backup Electron Loom	0.0	+6%		
5560	Alternate Thrust Controller	0.0			+1%
5561	Efficient Fuel Pipes	0.0			+1%
5562	Efficient Magnetic Fan	0.0			+1%
5563	Secondary Fuel Pipes	0.125	+7%		
5564	Backup Fuel Pipes	0.0		+1%	
5565	Efficient Hydrogen Dynamo	0.375		+4%	
5566	Alternate Fuel Pipes	0.25		+3%	
5567	Secondary Thrust Controller	0			
5568	Efficient Electron Loom	0.0	+6%		
5569	Tuned Plasma Exhaust	0.125		+2%	
5570	Efficient Propulsion Unit	0.125		+2%	
5571	Secondary Magnetic Fan	0.25		+1%	+3%
5572	Tuned Shockwave Shield	0.0		+1%	
5573	Secondary Propulsion Unit	0.375			+4%
5574	Secondary Neutrino Injector	0.5		+5%	
5575	Alternate Impulse Nozzle	0.125	+7%		
5576	Alternate Thrust Controller	0.375	+9%		
5577	Alternate Thrust Controller	0.0		+1%	
5578	Alternate Shockwave Shield	0.25	+8%		
5579	Alternate Neutrino Injector	0.25		+3%	
5580	Secondary Neutrino Injector	0.25			+3%
5581	Alternate Plasma Exhaust	0.375			+4%
5582	Secondary Shockwave Shield	0.25	+8%		
5583	Backup Fuel Pipes	0			
5584	Alternate Propulsion Unit	0.0			+1%
5585	Secondary Thrust Controller	0.5			+5%
5586	Tuned Propulsion Unit	0.5		+5%	
5587	Efficient Impulse Nozzle	0.5		+5%	
5588	Backup Neutrino Injector	0.125			+2%
5589	Alternate Electron Loom	0.0		+1%	
5590	Efficient Propulsion Unit	0.5			+5%
5591	Tuned Hydrogen Dynamo	0.125	+7%		
5592	Alternate Plasma Exhaust	0.0			+1%
5593	Efficient Electron Loom	0.0		+1%	
5594	Efficient Thrust Controller	0.0			+1%
5595	Alternate Propulsion Unit	0.0			+1%
5596	Efficient Plasma Exhaust	0.0			+1%
5597	Tuned Propulsion Unit	0.125	+7%	+1%	
5598	Alternate Impulse Nozzle	0.0	+6%		
5599	Backup Fuel Pipes	0.25	+8%		
5600	Secondary Neutrino Injector	0.125			+2%
5601	Tuned Neutrino Injector	0.0			+1%
5602	Alternate Impulse Nozzle	0.0		+1%	
5603	Efficient Neutrino Injector	0.0			+1%
5604	Alternate Propulsion Unit	0.125		+2%	
5605	Backup Electron Loom	0.125	+6%	+2%	
5606	Secondary Neutrino Injector	0.5	+8%	+3%	
5607	Tuned Hydrogen Dynamo	0.125	+7%		
5608	Efficient Electron Loom	0.125		+2%	
5609	Tuned Hydrogen Dynamo	0.375		+4%	
5610	Backup Hydrogen Dynamo	0.125		+2%	+1%
5611	Tuned Neutrino Injector	0.5			+5%
5612	Backup Thrust Controller	0.0			+1%
5613	Efficient Shockwave Shield	0.375	+6%	+4%	
5614	Efficient Shockwave Shield	0.0			+1%
5615	Backup Fuel Pipes	0.0	+6%		
5616	Backup Magnetic Fan	0.25	+8%		
5617	Secondary Hydrogen Dynamo	0.5		+5%	+1%
5618	Backup Electron Loom	0.375		+4%	
5619	Tuned Fuel Pipes	0.125	+7%		
5620	Efficient Magnetic Fan	0.5	+10%	+1%	
5621	Secondary Shockwave Shield	0.0	+6%		
5622	Alternate Neutrino Injector	0.125		+2%	
5623	Secondary Magnetic Fan	0.0	+6%		
5624	Efficient Hydrogen Dynamo	0.25	+8%		
5625	Efficient Neutrino Injector	0.25			+3%
5626	Alternate Impulse Nozzle	0.625	+8%		+4%
5627	Backup Magnetic Fan	0.125		+2%	
5628	Tuned Hydrogen Dynamo	0.375		+4%	
5629	Efficient Neutrino Injector	0.125		+2%	
5630	Secondary Thrust Controller	0.0		+1%	
5631	Alternate Electron Loom	0.5			+5%
5632	Efficient Propulsion Unit	0.125			+2%
5633	Alternate Plasma Exhaust	0.0	+6%		
5634	Tuned Thrust Controller	0.25	+8%		
5635	Secondary Electron Loom	0.375	+8%		+2%
5636	Efficient Shockwave Shield	0.5			+5%
5637	Alternate Magnetic Fan	0.125		+2%	
5638	Tuned Electron Loom	0.125	+6%	+2%	
5639	Backup Thrust Controller	0.0			+1%
5640	Secondary Neutrino Injector	0.375		+4%	
5641	Alternate Propulsion Unit	0.0	+6%		
5642	Backup Impulse Nozzle	0.375	+9%		
5643	Efficient Plasma Exhaust	0			
5644	Efficient Thrust Controller	0.0	+6%		
5645	Alternate Propulsion Unit	0.25	+8%		
5646	Alternate Hydrogen Dynamo	0.25		+3%	
5647	Secondary Thrust Controller	0.0	+6%		
5648	Secondary Shockwave Shield	0.375	+6%		+4%
5649	Backup Neutrino Injector	0.0			+1%
5650	Tuned Fuel Pipes	0.125			+2%
5651	Alternate Shockwave Shield	0.0		+1%	
5652	Secondary Thrust Controller	0.375			+4%
5653	Efficient Impulse Nozzle	0.625	+9%	+3%	
5654	Tuned Shockwave Shield	0.0	+6%		
5655	Efficient Electron Loom	0.0	+6%	+1%	
5656	Backup Hydrogen Dynamo	0.0	+6%		
5657	Alternate Propulsion Unit	0.25	+6%		+3%
5658	Efficient Neutrino Injector	0			
5659	Tuned Thrust Controller	0			
5660	Alternate Propulsion Unit	0.5	+10%		
5661	Efficient Impulse Nozzle	0.0	+6%		
5662	Tuned Electron Loom	0.0		+1%	
5663	Secondary Propulsion Unit	0.0	+6%		
5664	Alternate Shockwave Shield	0.0		+1%	
5665	Efficient Fuel Pipes	0.25			+3%
5666	Backup Hydrogen Dynamo	0.0	+6%		
5667	Secondary Hydrogen Dynamo	0.125		+2%	
5668	Efficient Plasma Exhaust	0.125			+2%
5669	Backup Plasma Exhaust	0.0	+6%		
5670	Tuned Plasma Exhaust	0.0			+1%
5671	Alternate Plasma Exhaust	0.0		+1%	
5672	Alternate Thrust Controller	0.0			+1%
5673	Alternate Hydrogen Dynamo	0.0	+6%		
5674	Efficient Magnetic Fan	0.375	+9%		
5675	Backup Magnetic Fan	0.5		+5%	
5676	Alternate Plasma Exhaust	0.125		+2%	+1%
5677	Backup Plasma Exhaust	0.0		+1%	
5678	Backup Impulse Nozzle	0.0		+1%	
5679	Alternate Plasma Exhaust	0.0	+6%		
5680	Backup Hydrogen Dynamo	0.25	+8%		
5681	Backup Thrust Controller	0.0		+1%	
5682	Tuned Hydrogen Dynamo	0.25			+3%
5683	Backup Shockwave Shield	0.0	+6%		
5684	Secondary Fuel Pipes	0.5	+10%		
5685	Alternate Hydrogen Dynamo	0.0			+1%
5686	Tuned Magnetic Fan	0.0	+6%		
5687	Alternate Magnetic Fan	0.125		+2%	
5688	Efficient Electron Loom	0.375			+4%
5689	Tuned Propulsion Unit	0.125		+2%	
5690	Alternate Impulse Nozzle	0.0	+6%		
5691	Backup Shockwave Shield	0			
5692	Alternate Neutrino Injector	0.5		+5%	
5693	Alternate Hydrogen Dynamo	0.25	+8%		
5694	Tuned Neutrino Injector	0.0	+6%		
5695	Efficient Shockwave Shield	0.375	+9%		
5696	Tuned Thrust Controller	0.0		+1%	
5697	Alternate Thrust Controller	0.0			+1%
5698	Efficient Electron Loom	0.125		+2%	
5699	Efficient Electron Loom	0.0	+6%		
5700	Alternate Fuel Pipes	0.5	+10%		
5701	Tuned Propulsion Unit	0.375			+4%
5702	Tuned Neutrino Injector	0.0			+1%
5703	Alternate Magnetic Fan	0.0	+6%		
5704	Alternate Magnetic Fan	0.0			+1%
5705	Secondary Magnetic Fan	0.0	+6%		
5706	Backup Thrust Controller	0.0	+6%		
5707	Alternate Hydrogen Dynamo	0.0	+6%		
5708	Backup Neutrino Injector	0.0		+1%	
5709	Efficient Fuel Pipes	0.0			+1%
5710	Efficient Impulse Nozzle	0.0		+1%	
5711	Efficient Magnetic Fan	0.375			+4%
5712	Secondary Thrust Controller	0.5			+5%
5713	Backup Thrust Controller	0.0		+1%	
5714	Alternate Hydrogen Dynamo	0.0		+1%	
5715	Alternate Thrust Controller	0.375		+4%	
5716	Alternate Hydrogen Dynamo	0.5	+10%		
5717	Backup Electron Loom	0.375		+4%	
5718	Efficient Neutrino Injector	0.0	+6%		
5719	Alternate Hydrogen Dynamo	0.0		+1%	
5720	Secondary Hydrogen Dynamo	0.0			+1%
5721	Backup Plasma Exhaust	0.0		+1%	+1%
5722	Tuned Magnetic Fan	0			
5723	Efficient Propulsion Unit	0.5		+5%	
5724	Backup Neutrino Injector	0.0			+1%
5725	Efficient Plasma Exhaust	0.5		+5%	
5726	Backup Fuel Pipes	0.0		+1%	
5727	Secondary Thrust Controller	0.125	+7%		
5728	Efficient Impulse Nozzle	0.0			+1%
5729	Backup Impulse Nozzle	0.25	+8%		
5730	Backup Impulse Nozzle	0.0			+1%
5731	Alternate Hydrogen Dynamo	0.0	+6%		
5732	Efficient Impulse Nozzle	0.0		+1%	
5733	Efficient Magnetic Fan	0			
5734	Alternate Plasma Exhaust	0.0	+6%		
5735	Secondary Fuel Pipes	0.0		+1%	
5736	Tuned Fuel Pipes	0.0		+1%	
5737	Secondary Plasma Exhaust	0.125		+2%	+1%
5738	Backup Plasma Exhaust	0.125	+7%		
5739	Efficient Electron Loom	0.375	+9%		
5740	Backup Propulsion Unit	0.25	+8%		
5741	Tuned Impulse Nozzle	0.0			+1%
5742	Efficient Magnetic Fan	0			
5743	Secondary Neutrino Injector	0.25		+3%	
5744	Secondary Fuel Pipes	0.25			+3%
5745	Efficient Propulsion Unit	0.0			+1%
5746	Backup Impulse Nozzle	0.875		+4%	+5%
5747	Tuned Impulse Nozzle	0.0		+1%	
5748	Backup Thrust Controller	0.125		+2%	
5749	Tuned Magnetic Fan	0.0			+1%
5750	Tuned Hydrogen Dynamo	0.5	+10%		
5751	Tuned Shockwave Shield	0.0	+6%		
5752	Backup Magnetic Fan	0.5		+5%	
5753	Alternate Shockwave Shield	0.25			+3%
5754	Backup Fuel Pipes	0.25		+3%	
5755	Efficient Impulse Nozzle	0.75	+8%		+5%
5756	Alternate Impulse Nozzle	0.0		+1%	
5757	Backup Magnetic Fan	0.0	+6%		
5758	Secondary Shockwave Shield	0			
5759	Secondary Propulsion Unit	0.0			+1%
5760	Tuned Electron Loom	0.25			+3%
5761	Alternate Propulsion Unit	0.5	+10%		
5762	Alternate Impulse Nozzle	0.625	+8%		+4%
5763	Alternate Electron Loom	0.5		+5%	
5764	Alternate Fuel Pipes	0.5			+5%
5765	Alternate Thrust Controller	0.25			+3%
5766	Efficient Propulsion Unit	0.25			+3%
5767	Backup Neutrino Injector	0.0			+1%
5768	Efficient Electron Loom	0.125		+2%	
5769	Alternate Magnetic Fan	0.0			+1%
5770	Secondary Impulse Nozzle	0.0		+1%	
5771	Efficient Electron Loom	0.125		+2%	
5772	Backup Electron Loom	0.0		+1%	
5773	Backup Impulse Nozzle	0.25		+3%	
5774	Secondary Fuel Pipes	0.0	+6%		
5775	Backup Hydrogen Dynamo	0.0	+6%		
5776	Backup Impulse Nozzle	0.0		+1%	
5777	Efficient Fuel Pipes	0.0			+1%
5778	Alternate Electron Loom	0.0	+6%		
5779	Secondary Propulsion Unit	0.0	+6%		
5780	Backup Propulsion Unit	0.125	+7%		
5781	Alternate Fuel Pipes	0.0			+1%
5782	Alternate Magnetic Fan	0.0			+1%
5783	Alternate Electron Loom	0.25		+3%	+1%
5784	Efficient Shockwave Shield	0.25		+1%	+3%
5785	Alternate Hydrogen Dynamo	0.125		+2%	
5786	Alternate Impulse Nozzle	0.125		+2%	
5787	Alternate Hydrogen Dynamo	0.0			+1%
5788	Alternate Magnetic Fan	0.375			+4%
5789	Tuned Plasma Exhaust	0.375			+4%
5790	Secondary Propulsion Unit	0.0		+1%	
5791	Tuned Neutrino Injector	0.25	+8%		
5792	Backup Hydrogen Dynamo	0.5			+5%
5793	Alternate Shockwave Shield	0.125			+2%
5794	Tuned Impulse Nozzle	0.375	+9%		
5795	Backup Shockwave Shield	0.0		+1%	
5796	Backup Thrust Controller	0.0	+6%		
5797	Alternate Fuel Pipes	0.0			+1%
5798	Secondary Hydrogen Dynamo	0.0			+1%
5799	Backup Fuel Pipes	0.125		+2%	
5800	Alternate Magnetic Fan	0.0		+1%	
5801	Tuned Fuel Pipes	0.25		+3%	
5802	Efficient Fuel Pipes	0.25	+8%		
5803	Secondary Propulsion Unit	0.125		+2%	
5804	Tuned Hydrogen Dynamo	0			
5805	Efficient Plasma Exhaust	0.0	+6%		
5806	Alternate Thrust Controller	0.0	+6%		
5807	Efficient Fuel Pipes	0			
5808	Backup Propulsion Unit	0.0			+1%
5809	Tuned Magnetic Fan	0.25			+3%
5810	Tuned Magnetic Fan	0.25	+8%		
5811	Backup Electron Loom	0.0		+1%	
5812	Backup Fuel Pipes	0.0	+6%		
5813	Alternate Impulse Nozzle	0.5		+4%	+2%
5814	Efficient Thrust Controller	0.375		+4%	
5815	Tuned Magnetic Fan	0.5	+10%		
5816	Tuned Neutrino Injector	0.125		+2%	
5817	Secondary Shockwave Shield	0.0		+1%	
5818	Efficient Thrust Controller	0.0			+1%
5819	Backup Magnetic Fan	0.125	+7%		
5820	Secondary Electron Loom	0.0	+6%		+1%
5821	Efficient Shockwave Shield	0.0	+6%		
5822	Backup Fuel Pipes	0.5		+5%	
5823	Tuned Electron Loom	0.5		+5%	
5824	Efficient Impulse Nozzle	0.25	+8%		
5825	Backup Hydrogen Dynamo	0			
5826	Alternate Plasma Exhaust	0.5	+10%		
5827	Efficient Plasma Exhaust	0.125	+7%		
5828	Efficient Thrust Controller	0.5	+10%		
5829	Tuned Impulse Nozzle	0.0			+1%
5830	Efficient Electron Loom	0.125		+1%	+2%
5831	Secondary Thrust Controller	0.0			+1%
5832	Efficient Neutrino Injector	0.0	+6%		
5833	Alternate Propulsion Unit	0.375			+4%
5834	Alternate Magnetic Fan	0.25		+3%	
5835	Secondary Magnetic Fan	0.375	+9%		
5836	Alternate Electron Loom	0.0	+6%		
5837	Alternate Hydrogen Dynamo	0.5			+5%
5838	Backup Magnetic Fan	0.25		+3%	
5839	Tuned Thrust Controller	0.0			+1%
5840	Tuned Impulse Nozzle	0.125	+7%		
5841	Efficient Hydrogen Dynamo	0.75	+8%	+5%	
5842	Tuned Neutrino Injector	0.375		+1%	+4%
5843	Alternate Propulsion Unit	0.0			+1%
5844	Tuned Propulsion Unit	0.125			+2%
5845	Secondary Propulsion Unit	0.125	+7%		
5846	Backup Propulsion Unit	0.375		+4%	+1%
5847	Secondary Electron Loom	0.0			+1%
5848	Efficient Magnetic Fan	0.0		+1%	+1%
5849	Backup Thrust Controller	0.0			+1%
5850	Tuned Fuel Pipes	0.0	+6%		
5851	Alternate Hydrogen Dynamo	0.0			+1%
5852	Secondary Propulsion Unit	0.5		+1%	+5%
5853	Efficient Impulse Nozzle	0.25			+3%
5854	Backup Hydrogen Dynamo	0.25		+3%	
5855	Efficient Electron Loom	0.125		+2%	
5856	Secondary Thrust Controller	0.25		+3%	
5857	Backup Neutrino Injector	0.375	+9%		
5858	Efficient Propulsion Unit	0.625	+9%		+3%
5859	Alternate Magnetic Fan	0.375		+4%	
5860	Backup Impulse Nozzle	0.5	+10%		
5861	Alternate Propulsion Unit	0.0	+6%		
5862	Backup Thrust Controller	0.125			+2%
5863	Efficient Hydrogen Dynamo	0.125			+2%
5864	Efficient Propulsion Unit	0.25	+7%	+2%	
5865	Alternate Electron Loom	0.0	+6%		
5866	Backup Electron Loom	0.25			+3%
5867	Secondary Fuel Pipes	0.0			+1%
5868	Alternate Hydrogen Dynamo	0.375	+9%		
5869	Alternate Impulse Nozzle	0.125			+2%
5870	Alternate Impulse Nozzle	0.125	+7%		
5871	Backup Hydrogen Dynamo	0.375		+4%	
5872	Backup Electron Loom	0.5		+5%	
5873	Tuned Fuel Pipes	0.0			+1%
5874	Secondary Neutrino Injector	0.25	+8%		
5875	Backup Neutrino Injector	0.0	+6%		+1%
5876	Secondary Propulsion Unit	0.0		+1%	
5877	Backup Impulse Nozzle	0.125	+7%		
5878	Alternate Plasma Exhaust	0.125		+2%	
5879	Tuned Hydrogen Dynamo	0			
5880	Backup Neutrino Injector	0.0	+6%		
5881	Backup Impulse Nozzle	0.0			+1%
5882	Backup Plasma Exhaust	0.0		+1%	
5883	Tuned Hydrogen Dynamo	0.0		+1%	
5884	Secondary Thrust Controller	0.0	+6%		
5885	Efficient Fuel Pipes	0.125	+7%		
5886	Efficient Hydrogen Dynamo	0.125	+7%		+1%
5887	Efficient Electron Loom	0.0	+6%		+1%
5888	Tuned Magnetic Fan	0.0		+1%	
5889	Backup Impulse Nozzle	0.0			+1%
5890	Secondary Fuel Pipes	0.0			+1%
5891	Secondary Impulse Nozzle	0.0	+6%	+1%	
5892	Secondary Propulsion Unit	0.0		+1%	
5893	Efficient Thrust Controller	0.5	+10%		
5894	Backup Propulsion Unit	0.0		+1%	
5895	Secondary Fuel Pipes	0.375		+1%	+4%
5896	Alternate Electron Loom	0.0			+1%
5897	Alternate Impulse Nozzle	0.25		+3%	
5898	Secondary Neutrino Injector	0.0			+1%
5899	Alternate Neutrino Injector	0			
5900	Backup Hydrogen Dynamo	0.0			+1%
5901	Alternate Impulse Nozzle	0.0		+1%	+1%
5902	Backup Propulsion Unit	0.0	+6%		
5903	Tuned Magnetic Fan	0.0			+1%
5904	Efficient Propulsion Unit	0.125	+7%		+1%
5905	Secondary Hydrogen Dynamo	0.25			+3%
5906	Efficient Propulsion Unit	0.0	+6%	+1%	
5907	Efficient Thrust Controller	0.0			+1%
5908	Tuned Fuel Pipes	0			
5909	Backup Fuel Pipes	0.0	+6%		
5910	Secondary Hydrogen Dynamo	0.125	+7%		
5911	Tuned Impulse Nozzle	0.125	+7%		
5912	Alternate Plasma Exhaust	0.625		+3%	+4%
5913	Backup Fuel Pipes	0.0	+6%		
5914	Backup Fuel Pipes	0.0		+1%	
5915	Alternate Neutrino Injector	0.0			+1%
5916	Alternate Magnetic Fan	0.0			+1%
5917	Alternate Fuel Pipes	0.25		+3%	
5918	Alternate Neutrino Injector	0.5	+7%	+4%	
5919	Backup Neutrino Injector	0.0		+1%	
5920	Tuned Thrust Controller	0.125			+2%
5921	Alternate Propulsion Unit	0			
5922	Backup Propulsion Unit	0.5		+5%	
5923	Secondary Magnetic Fan	0.375	+9%		
5924	Backup Shockwave Shield	0.5		+5%	
5925	Secondary Impulse Nozzle	0.125	+7%		
5926	Secondary Shockwave Shield	0.5		+3%	+3%
5927	Efficient Neutrino Injector	0.0			+1%
5928	Alternate Magnetic Fan	0.125			+2%
5929	Backup Fuel Pipes	0.25	+8%		
5930	Tuned Hydrogen Dynamo	0.0	+6%		
5931	Secondary Hydrogen Dynamo	0.0	+6%	+1%	
5932	Alternate Electron Loom	0.125	+6%	+2%	
5933	Alternate Impulse Nozzle	0			
5934	Efficient Thrust Controller	0.0			+1%
5935	Tuned Thrust Controller	0.0			+1%
5936	Backup Impulse Nozzle	0.125			+2%
5937	Backup Impulse Nozzle	0.0			+1%
5938	Tuned Magnetic Fan	0			
5939	Secondary Electron Loom	0.0		+1%	
5940	Alternate Plasma Exhaust	0.125	+7%		
5941	Tuned Propulsion Unit	0.0		+1%	+1%
5942	Secondary Propulsion Unit	0.0		+1%	
5943	Alternate Electron Loom	0.5	+10%		
5944	Tuned Fuel Pipes	0.0		+1%	
5945	Secondary Shockwave Shield	0.125	+7%		+1%
5946	Alternate Hydrogen Dynamo	0.125		+2%	
5947	Alternate Thrust Controller	0.0	+6%		
5948	Efficient Hydrogen Dynamo	0.0	+6%		
5949	Secondary Fuel Pipes	0.375		+4%	
5950	Tuned Hydrogen Dynamo	0.0			+1%
5951	Secondary Plasma Exhaust	0.25		+3%	
5952	Alternate Plasma Exhaust	0.125			+2%
5953	Efficient Hydrogen Dynamo	0.0		+1%	
5954	Secondary Impulse Nozzle	0.125	+7%		
5955	Secondary Neutrino Injector	0.25	+8%		
5956	Backup Plasma Exhaust	0.0		+1%	
5957	Tuned Neutrino Injector	0.25	+6%		+3%
5958	Efficient Plasma Exhaust	0.0	+6%	+1%	
5959	Alternate Shockwave Shield	0.0		+1%	
5960	Efficient Magnetic Fan	0.0			+1%
5961	Backup Plasma Exhaust	0.0	+6%		+1%
5962	Backup Electron Loom	0.375		+4%	
5963	Alternate Impulse Nozzle	0.125		+2%	
5964	Backup Magnetic Fan	0.5		+5%	
5965	Backup Electron Loom	0.375	+9%		
5966	Backup Fuel Pipes	0.25	+6%	+3%	
5967	Tuned Fuel Pipes	0.5			+5%
5968	Tuned Propulsion Unit	0.625	+7%	+5%	
5969	Tuned Hydrogen Dynamo	0.125	+7%		
5970	Efficient Neutrino Injector	1.0		+5%	+5%
5971	Efficient Neutrino Injector	0.0		+1%	
5972	Alternate Electron Loom	0.25	+8%		
5973	Secondary Magnetic Fan	0			
5974	Alternate Electron Loom	0.0	+6%		
5975	Efficient Hydrogen Dynamo	0.0		+1%	
5976	Efficient Neutrino Injector	0.0			+1%
5977	Efficient Neutrino Injector	0.0	+6%		
5978	Backup Plasma Exhaust	0.375	+9%		
5979	Efficient Electron Loom	0.375	+8%		+2%
5980	Efficient Impulse Nozzle	0.25		+3%	
5981	Secondary Fuel Pipes	0.0			+1%
5982	Secondary Impulse Nozzle	0.0	+6%		
5983	Backup Impulse Nozzle	0.75	+10%	+3%	
5984	Efficient Thrust Controller	0.375		+4%	
5985	Tuned Impulse Nozzle	0.375			+4%
5986	Tuned Impulse Nozzle	0.0			+1%
5987	Efficient Plasma Exhaust	0.0	+6%		
5988	Backup Propulsion Unit	0.125		+2%	+1%
5989	Alternate Propulsion Unit	0.5	+10%		
5990	Backup Hydrogen Dynamo	0.5		+5%	
5991	Alternate Hydrogen Dynamo	0.0	+6%		
5992	Efficient Electron Loom	0.125	+7%		
5993	Backup Magnetic Fan	0.0			+1%
5994	Backup Thrust Controller	0.125	+7%		
5995	Secondary Hydrogen Dynamo	0.5			+5%
5996	Alternate Electron Loom	0.375	+9%		
5997	Backup Shockwave Shield	0.0	+6%		
5998	Alternate Plasma Exhaust	0.0	+6%		
5999	Backup Magnetic Fan	0.25		+3%	
6000	Efficient Thrust Controller	0.0			+1%
6001	Efficient Hydrogen Dynamo	0.0	+6%		
6002	Tuned Hydrogen Dynamo	0.0		+1%	
6003	Alternate Thrust Controller	0.25	+7%		+2%
6004	Tuned Shockwave Shield	0.125	+7%		
6005	Tuned Hydrogen Dynamo	0.25	+8%	+1%	
6006	Secondary Shockwave Shield	0.5	+10%		
6007	Backup Propulsion Unit	0.0	+6%		
6008	Tuned Shockwave Shield	0.25		+3%	
6009	Secondary Magnetic Fan	0.0		+1%	
6010	Tuned Neutrino Injector	0.0		+1%	
6011	Backup Neutrino Injector	0.0			+1%
6012	Efficient Hydrogen Dynamo	0.0	+6%		
6013	Efficient Magnetic Fan	0.0	+6%		
6014	Backup Neutrino Injector	0.0	+6%		+1%
6015	Efficient Electron Loom	0.125	+7%	+1%	
6016	Alternate Neutrino Injector	0.5		+5%	
6017	Efficient Thrust Controller	0.0	+6%		
6018	Efficient Propulsion Unit	0.0	+6%		
6019	Tuned Thrust Controller	0.0			+1%
6020	Alternate Thrust Controller	0.25			+3%
6021	Tuned Shockwave Shield	0.25	+8%		
6022	Efficient Plasma Exhaust	0.0			+1%
6023	Secondary Plasma Exhaust	0.0	+6%		
6024	Tuned Fuel Pipes	0.0	+6%		+1%
6025	Tuned Plasma Exhaust	0.5	+9%	+2%	
6026	Tuned Electron Loom	0.375	+9%		
6027	Efficient Plasma Exhaust	0.0		+1%	
6028	Efficient Hydrogen Dynamo	0			
6029	Backup Fuel Pipes	0.0		+1%	
6030	Secondary Impulse Nozzle	0.5		+5%	
6031	Efficient Propulsion Unit	0.25		+3%	+1%
6032	Secondary Hydrogen Dynamo	0.0		+1%	
6033	Secondary Thrust Controller	0.125		+2%	
6034	Backup Fuel Pipes	0.125		+2%	
6035	Secondary Shockwave Shield	0.25	+8%		
6036	Secondary Shockwave Shield	0.0			+1%
6037	Secondary Fuel Pipes	0.0	+6%		
6038	Backup Hydrogen Dynamo	0.25	+8%		
6039	Alternate Magnetic Fan	0.125	+7%	+1%	
6040	Alternate Neutrino Injector	0.125		+2%	
6041	Efficient Thrust Controller	0.125	+7%		
