sep=,
Seed,Name,Perfection,Ship_Weapons_Guns_Damage,Ship_Weapons_Guns_Rate,Ship_Weapons_Guns_HeatTime
7056,Positron Mirror,0.5,+5%,+10%,+6%
7057,Indium De-limiter,0.167,+5%,+5%,+6%
7058,Indium Mirror,0.367,+5%,+8%,+6%
7059,Positron Resonator,0.233,+5%,+6%,+6%
7060,UHF Mirror,0.367,+5%,+8%,+6%
7061,Positron Resonator,0.5,+5%,+10%,+6%
7062,UHF Refractor,0.6,+6%,+9%,+6%
7063,Emeril De-limiter,0.4,+6%,+6%,+6%
7064,Emeril Refractor,0.4,+6%,+6%,+6%
7065,Indium Resonator,0.4,+5%,+6%,+7%
7066,Emeril Oscillator,0.3,+5%,+7%,+6%
7067,Chrono Amplifier,0.233,+5%,+6%,+6%
7068,Emeril De-limiter,0.4,+6%,+6%,+6%
7069,Emeril Mirror,0.233,+5%,+6%,+6%
7070,Emeril Resonator,0.233,+5%,+6%,+6%
7071,Chrono Refractor,0.233,+5%,+6%,+6%
7072,Indium Polariser,0.3,+5%,+7%,+6%
7073,Positron Refractor,0.467,+6%,+7%,+6%
7074,Positron Oscillator,0.4,+5%,+6%,+7%
7075,Emeril Accelerator,0.667,+6%,+10%,+6%
7076,Chrono Polariser,0.6,+7%,+9%,+5%
7077,Chrono Accelerator,0.367,+5%,+8%,+6%
7078,Chrono Mirror,0.233,+5%,+6%,+6%
7079,Chrono Filament,0.4,+6%,+6%,+6%
7080,Chrono Mirror,0.467,+6%,+7%,+6%
7081,Chrono Refractor,0.567,+7%,+6%,+6%
7082,Indium Splitter,0.433,+5%,+9%,+6%
7083,Indium De-limiter,0.233,+5%,+6%,+6%
7084,Positron Splitter,0.633,+7%,+7%,+6%
7085,Chrono Amplifier,0.4,+6%,+6%,+6%
7086,Indium De-limiter,0.433,+5%,+9%,+6%
7087,Positron Oscillator,0.233,+5%,+6%,+6%
7088,Positron De-limiter,0.4,+6%,+6%,+6%
7089,Positron Accelerator,0.4,+6%,+6%,+6%
7090,Positron Polariser,0.367,+5%,+8%,+6%
7091,Indium De-limiter,0.233,+5%,+6%,+6%
7092,Emeril Accelerator,0.933,+7%,+9%,+7%
7093,Emeril Polariser,0.433,+5%,+9%,+6%
7094,Chrono Filament,0.3,+5%,+7%,+6%
7095,UHF Oscillator,0.567,+6%,+6%,+7%
7096,UHF Oscillator,0.4,+5%,+6%,+7%
7097,Indium Splitter,0.4,+6%,+6%,+6%
7098,Chrono Refractor,0.233,+5%,+6%,+6%
7099,Emeril Filament,0.233,+5%,+6%,+6%
7100,Indium Accelerator,0.3,+5%,+7%,+6%
7101,Chrono Accelerator,0.4,+5%,+6%,+7%
7102,Emeril Polariser,0.4,+5%,+6%,+7%
7103,Chrono Accelerator,0.767,+6%,+9%,+7%
7104,UHF Amplifier,0.433,+5%,+9%,+6%
7105,UHF De-limiter,0.467,+6%,+7%,+6%
7106,Chrono Filament,0.7,+7%,+8%,+6%
7107,Chrono Polariser,0.233,+5%,+6%,+6%
7108,Emeril Accelerator,0.467,+6%,+7%,+6%
7109,Emeril Filament,0.4,+5%,+6%,+7%
7110,UHF Polariser,0.433,+5%,+9%,+6%
7111,Chrono Oscillator,0.467,+6%,+7%,+6%
7112,Indium Filament,0.233,+5%,+6%,+6%
7113,UHF Splitter,0.533,+6%,+8%,+6%
7114,Indium Filament,0.633,+6%,+7%,+7%
7115,Indium De-limiter,0.4,+6%,+6%,+6%
7116,UHF Polariser,0.467,+5%,+7%,+7%
7117,Positron Resonator,0.633,+7%,+7%,+6%
7118,Chrono Amplifier,0.4,+5%,+6%,+7%
7119,UHF Polariser,0.4,+6%,+6%,+6%
7120,UHF De-limiter,0.233,+5%,+6%,+6%
7121,UHF Resonator,0.4,+6%,+6%,+6%
7122,Positron Resonator,0.4,+5%,+6%,+7%
7123,Chrono Oscillator,0.3,+5%,+7%,+6%
7124,UHF Amplifier,0.3,+5%,+7%,+6%
7125,Chrono Splitter,0.833,+7%,+10%,+6%
7126,Positron De-limiter,0.433,+5%,+9%,+6%
7127,Indium Oscillator,0.367,+5%,+8%,+6%
7128,Emeril Accelerator,0.233,+5%,+6%,+6%
7129,Chrono Polariser,0.367,+5%,+8%,+6%
7130,UHF Oscillator,0.233,+5%,+6%,+6%
7131,Indium Amplifier,0.233,+5%,+6%,+6%
7132,Indium Splitter,0.4,+5%,+6%,+7%
7133,Positron Refractor,0.567,+7%,+6%,+6%
7134,Chrono Splitter,0.233,+5%,+6%,+6%
7135,Positron Splitter,0.4,+5%,+6%,+7%
7136,Emeril De-limiter,0.4,+5%,+6%,+7%
7137,UHF Refractor,0.5,+5%,+10%,+6%
7138,Positron Filament,0.233,+5%,+6%,+6%
7139,Emeril Splitter,0.233,+5%,+6%,+6%
7140,Emeril Refractor,0.233,+5%,+6%,+6%
7141,Chrono Refractor,0.433,+5%,+9%,+6%
7142,Chrono Resonator,0.567,+7%,+6%,+6%
7143,Positron Amplifier,0.733,+7%,+6%,+7%
7144,Indium Amplifier,0.733,+7%,+6%,+7%
7145,Positron Splitter,0.667,+5%,+10%,+7%
7146,UHF Amplifier,0.467,+6%,+7%,+6%
7147,Emeril Refractor,0.833,+6%,+10%,+7%
7148,Indium Mirror,0.233,+5%,+6%,+6%
7149,Chrono Refractor,0.333,+5%,+5%,+7%
7150,Positron Accelerator,0.4,+6%,+6%,+6%
7151,Emeril De-limiter,0.233,+5%,+6%,+6%
7152,Indium Oscillator,0.567,+6%,+6%,+7%
7153,Positron Resonator,0.4,+6%,+6%,+6%
7154,Indium Mirror,0.467,+6%,+7%,+6%
7155,Positron Amplifier,0.333,+5%,+5%,+7%
7156,UHF Refractor,0.433,+5%,+9%,+6%
7157,Chrono Mirror,0.4,+6%,+6%,+6%
7158,Emeril Amplifier,0.233,+5%,+6%,+6%
7159,Positron Splitter,0.233,+5%,+6%,+6%
7160,Chrono Polariser,0.4,+6%,+6%,+6%
7161,Indium Refractor,0.567,+7%,+6%,+6%
7162,Chrono Refractor,0.3,+5%,+7%,+6%
7163,Indium Oscillator,0.233,+5%,+6%,+6%
7164,Positron De-limiter,0.233,+5%,+6%,+6%
7165,UHF Resonator,0.233,+5%,+6%,+6%
7166,Emeril Amplifier,0.233,+5%,+6%,+6%
7167,Positron Filament,0.4,+6%,+6%,+6%
7168,Emeril De-limiter,0.567,+6%,+6%,+7%
7169,Indium Filament,0.4,+6%,+6%,+6%
7170,Positron Polariser,0.567,+6%,+6%,+7%
7171,Chrono De-limiter,0.233,+5%,+6%,+6%
7172,UHF Resonator,0.233,+5%,+6%,+6%
7173,Positron De-limiter,0.4,+5%,+6%,+7%
7174,UHF Amplifier,0.4,+6%,+6%,+6%
7175,Emeril Filament,0.233,+5%,+6%,+6%
7176,Chrono Polariser,0.767,+7%,+9%,+6%
7177,Chrono Filament,0.4,+5%,+6%,+7%
7178,Emeril Resonator,0.4,+6%,+6%,+6%
7179,Positron Filament,0.233,+5%,+6%,+6%
7180,Indium Resonator,0.367,+5%,+8%,+6%
7181,Positron Splitter,0.4,+6%,+6%,+6%
7182,Indium Accelerator,0.433,+5%,+9%,+6%
7183,Chrono Mirror,0.233,+5%,+6%,+6%
7184,Positron Mirror,0.4,+5%,+6%,+7%
7185,Emeril Mirror,0.233,+5%,+6%,+6%
7186,Indium Oscillator,0.467,+6%,+7%,+6%
7187,Positron Amplifier,0.533,+6%,+8%,+6%
7188,Emeril Oscillator,0.233,+5%,+6%,+6%
7189,UHF Accelerator,0.4,+6%,+6%,+6%
7190,Chrono Amplifier,0.567,+7%,+6%,+6%
7191,Indium Refractor,0.233,+5%,+6%,+6%
7192,Indium Polariser,0.433,+5%,+9%,+6%
7193,Chrono Oscillator,0.4,+5%,+6%,+7%
7194,UHF Splitter,0.567,+7%,+6%,+6%
7195,Indium Mirror,0.4,+6%,+6%,+6%
7196,Emeril Resonator,0.5,+5%,+10%,+6%
7197,Positron Mirror,0.233,+5%,+6%,+6%
7198,Chrono Accelerator,0.167,+5%,+5%,+6%
7199,Emeril De-limiter,0.5,+5%,+10%,+6%
7200,Emeril Refractor,0.233,+5%,+6%,+6%
7201,Emeril Resonator,0.5,+5%,+10%,+6%
7202,Positron Refractor,0.4,+6%,+6%,+6%
7203,Chrono De-limiter,0.567,+7%,+6%,+6%
7204,UHF Resonator,0.233,+5%,+6%,+6%
7205,Indium Accelerator,0.533,+6%,+8%,+6%
7206,Emeril De-limiter,0.3,+5%,+7%,+6%
7207,UHF Splitter,0.3,+5%,+7%,+6%
7208,Emeril Amplifier,0.567,+6%,+6%,+7%
7209,Chrono Mirror,0.4,+6%,+6%,+6%
7210,Emeril Oscillator,0.4,+6%,+6%,+6%
7211,Emeril Polariser,0.733,+7%,+6%,+7%
7212,UHF Mirror,0.4,+5%,+6%,+7%
7213,UHF Resonator,0.233,+5%,+6%,+6%
7214,UHF Filament,0.567,+6%,+6%,+7%
7215,Positron Refractor,0.233,+5%,+6%,+6%
7216,UHF Filament,0.4,+5%,+6%,+7%
7217,Positron De-limiter,0.533,+6%,+8%,+6%
7218,UHF Polariser,0.5,+5%,+10%,+6%
7219,Emeril Accelerator,0.4,+6%,+6%,+6%
7220,Emeril Accelerator,0.5,+5%,+10%,+6%
7221,Emeril Mirror,0.233,+5%,+6%,+6%
7222,Positron Splitter,0.233,+5%,+6%,+6%
7223,Emeril Polariser,0.4,+6%,+6%,+6%
7224,Indium De-limiter,0.233,+5%,+6%,+6%
7225,Emeril Amplifier,0.567,+6%,+6%,+7%
7226,Indium Oscillator,0.233,+5%,+6%,+6%
7227,Chrono Resonator,0.4,+6%,+6%,+6%
7228,Emeril Refractor,0.233,+5%,+6%,+6%
7229,Emeril Mirror,0.4,+6%,+6%,+6%
7230,Emeril Filament,0.4,+6%,+6%,+6%
7231,Indium Resonator,0.233,+5%,+6%,+6%
7232,UHF De-limiter,0.233,+5%,+6%,+6%
7233,Chrono De-limiter,0.233,+5%,+6%,+6%
7234,Emeril Accelerator,0.667,+5%,+10%,+7%
7235,UHF Amplifier,0.4,+6%,+6%,+6%
7236,Emeril Amplifier,0.233,+5%,+6%,+6%
7237,Indium Resonator,0.367,+5%,+8%,+6%
7238,Emeril Refractor,0.533,+6%,+8%,+6%
7239,Emeril Mirror,0.233,+5%,+6%,+6%
7240,Emeril Refractor,0.233,+5%,+6%,+6%
7241,Emeril Splitter,0.6,+5%,+9%,+7%
7242,Positron De-limiter,0.367,+5%,+8%,+6%
7243,Chrono Filament,0.4,+6%,+6%,+6%
7244,UHF Polariser,0.233,+5%,+6%,+6%
7245,Emeril Splitter,0.533,+5%,+8%,+7%
7246,Chrono Amplifier,0.4,+6%,+6%,+6%
7247,UHF Filament,0.4,+5%,+6%,+7%
7248,Emeril Filament,0.4,+5%,+6%,+7%
7249,UHF Amplifier,0.667,+6%,+10%,+6%
7250,Chrono De-limiter,0.4,+5%,+6%,+7%
7251,Emeril Oscillator,0.6,+5%,+9%,+7%
7252,Positron Amplifier,0.3,+5%,+7%,+6%
7253,Positron Resonator,0.433,+5%,+9%,+6%
7254,Positron Splitter,0.567,+7%,+6%,+6%
7255,Chrono De-limiter,0.4,+5%,+6%,+7%
7256,UHF Refractor,0.4,+5%,+6%,+7%
7257,Emeril Filament,0.467,+6%,+7%,+6%
7258,UHF De-limiter,0.4,+6%,+6%,+6%
7259,Indium Resonator,0.233,+5%,+6%,+6%
7260,UHF Mirror,0.533,+6%,+8%,+6%
7261,Chrono Refractor,0.4,+5%,+6%,+7%
7262,Positron Filament,0.233,+5%,+6%,+6%
7263,Emeril Splitter,0.233,+5%,+6%,+6%
7264,Indium Polariser,0.4,+6%,+6%,+6%
7265,Chrono Oscillator,0.3,+5%,+7%,+6%
7266,Positron Refractor,0.633,+6%,+7%,+7%
7267,Positron Polariser,0.4,+5%,+6%,+7%
7268,Positron Oscillator,0.567,+7%,+6%,+6%
7269,UHF De-limiter,0.233,+5%,+6%,+6%
7270,Chrono Accelerator,0.233,+5%,+6%,+6%
7271,Positron Splitter,0.4,+6%,+6%,+6%
7272,Indium Refractor,0.567,+7%,+6%,+6%
7273,Indium Mirror,0.4,+6%,+6%,+6%
7274,UHF De-limiter,0.433,+5%,+9%,+6%
7275,Indium Accelerator,0.4,+6%,+6%,+6%
7276,Indium Refractor,0.5,+5%,+10%,+6%
7277,Chrono Accelerator,0.4,+6%,+6%,+6%
7278,Chrono Accelerator,0.533,+5%,+8%,+7%
7279,Positron Polariser,0.4,+6%,+6%,+6%
7280,Chrono Polariser,0.3,+5%,+7%,+6%
7281,UHF Amplifier,0.233,+5%,+6%,+6%
7282,Chrono Oscillator,0.667,+6%,+10%,+6%
7283,Indium Mirror,0.3,+5%,+7%,+6%
7284,Emeril Oscillator,0.233,+5%,+6%,+6%
7285,Emeril Polariser,0.567,+6%,+6%,+7%
7286,UHF Amplifier,0.4,+6%,+6%,+6%
7287,Indium Filament,0.4,+5%,+6%,+7%
7288,Positron Refractor,0.5,+5%,+10%,+6%
7289,Emeril Oscillator,0.433,+5%,+9%,+6%
7290,Emeril De-limiter,0.733,+7%,+6%,+7%
7291,Emeril Oscillator,0.467,+6%,+7%,+6%
7292,Emeril Accelerator,0.4,+6%,+6%,+6%
7293,Emeril Resonator,0.233,+5%,+6%,+6%
7294,Indium Resonator,0.233,+5%,+6%,+6%
7295,Indium De-limiter,0.233,+5%,+6%,+6%
7296,Indium Filament,0.5,+6%,+5%,+7%
7297,Positron De-limiter,0.733,+7%,+6%,+7%
7298,Positron Resonator,0.5,+5%,+10%,+6%
7299,UHF Resonator,0.233,+5%,+6%,+6%
7300,Chrono Refractor,0.233,+5%,+6%,+6%
7301,Positron Amplifier,0.233,+5%,+6%,+6%
7302,Chrono Filament,0.233,+5%,+6%,+6%
7303,Emeril Refractor,0.467,+6%,+7%,+6%
7304,Indium Amplifier,0.233,+5%,+6%,+6%
7305,Emeril Refractor,0.633,+7%,+7%,+6%
7306,Chrono Accelerator,0.633,+7%,+7%,+6%
7307,UHF Filament,0.4,+5%,+6%,+7%
7308,Emeril Filament,0.633,+7%,+7%,+6%
7309,Positron Amplifier,0.233,+5%,+6%,+6%
7310,UHF Splitter,0.4,+5%,+6%,+7%
7311,Indium Accelerator,0.233,+5%,+6%,+6%
7312,Positron Mirror,0.4,+5%,+6%,+7%
7313,UHF Polariser,0.4,+5%,+6%,+7%
7314,UHF Accelerator,0.233,+5%,+6%,+6%
7315,UHF Amplifier,0.233,+5%,+6%,+6%
7316,Chrono Resonator,0.467,+5%,+7%,+7%
7317,Emeril De-limiter,0.833,+6%,+10%,+7%
7318,Positron Splitter,0.633,+7%,+7%,+6%
7319,Emeril Splitter,0.4,+5%,+6%,+7%
7320,Positron Oscillator,0.233,+5%,+6%,+6%
7321,Indium Filament,0.5,+5%,+10%,+6%
7322,Chrono Amplifier,0.467,+6%,+7%,+6%
7323,Positron Mirror,0.4,+5%,+6%,+7%
7324,Positron Refractor,0.4,+5%,+6%,+7%
7325,Indium Resonator,0.4,+5%,+6%,+7%
7326,UHF Splitter,0.233,+5%,+6%,+6%
7327,Indium Polariser,0.4,+5%,+6%,+7%
7328,UHF Amplifier,0.233,+5%,+6%,+6%
7329,Emeril Splitter,0.4,+6%,+6%,+6%
7330,Positron Accelerator,0.7,+7%,+8%,+6%
7331,UHF Filament,0.367,+5%,+8%,+6%
7332,Emeril De-limiter,0.4,+6%,+6%,+6%
7333,Chrono Filament,0.6,+5%,+9%,+7%
7334,UHF Resonator,0.567,+7%,+6%,+6%
7335,Chrono Accelerator,0.667,+6%,+10%,+6%
7336,UHF Oscillator,0.667,+6%,+10%,+6%
7337,UHF Refractor,0.767,+6%,+9%,+7%
7338,UHF Accelerator,0.533,+6%,+8%,+6%
7339,Chrono Accelerator,0.233,+5%,+6%,+6%
7340,Emeril Mirror,0.233,+5%,+6%,+6%
7341,UHF Resonator,0.4,+5%,+6%,+7%
7342,UHF Mirror,0.233,+5%,+6%,+6%
7343,Chrono Filament,0.233,+5%,+6%,+6%
7344,Indium Filament,0.3,+5%,+7%,+6%
7345,Emeril Polariser,0.567,+7%,+6%,+6%
7346,Chrono Amplifier,0.067,+5%,+6%,+5%
7347,Chrono Mirror,0.433,+5%,+9%,+6%
7348,Positron Refractor,0.4,+6%,+6%,+6%
7349,Positron Mirror,0.567,+6%,+6%,+7%
7350,Positron Splitter,0.233,+5%,+6%,+6%
7351,UHF De-limiter,0.233,+5%,+6%,+6%
7352,Chrono Splitter,0.367,+5%,+8%,+6%
7353,Indium Amplifier,0.233,+5%,+6%,+6%
7354,Positron De-limiter,0.367,+5%,+8%,+6%
7355,Indium Splitter,0.3,+5%,+7%,+6%
7356,Emeril Accelerator,0.3,+5%,+7%,+6%
7357,Positron Oscillator,0.233,+5%,+6%,+6%
7358,Positron Filament,0.4,+5%,+6%,+7%
7359,UHF De-limiter,0.167,+5%,+5%,+6%
7360,Indium Mirror,0.7,+6%,+8%,+7%
7361,Chrono Filament,0.367,+5%,+8%,+6%
7362,Chrono Refractor,0.3,+5%,+7%,+6%
7363,UHF Oscillator,0.167,+5%,+5%,+6%
7364,Indium Filament,0.4,+5%,+6%,+7%
7365,Indium Amplifier,0.567,+7%,+6%,+6%
7366,Chrono De-limiter,0.4,+5%,+6%,+7%
7367,Positron Mirror,0.4,+5%,+6%,+7%
7368,Emeril Refractor,0.5,+5%,+10%,+6%
7369,Indium Mirror,0.767,+6%,+9%,+7%
7370,Chrono Filament,0.233,+5%,+6%,+6%
7371,Positron De-limiter,0.4,+6%,+6%,+6%
7372,Chrono Mirror,0.667,+5%,+10%,+7%
7373,Positron De-limiter,0.4,+6%,+6%,+6%
7374,Indium De-limiter,0.4,+6%,+6%,+6%
7375,Indium Resonator,0.6,+6%,+9%,+6%
7376,Indium Refractor,0.3,+5%,+7%,+6%
7377,UHF Mirror,0.733,+7%,+6%,+7%
7378,Positron Filament,0.233,+5%,+6%,+6%
7379,Emeril Filament,0.5,+7%,+5%,+6%
7380,Positron Amplifier,0.367,+5%,+8%,+6%
7381,Chrono Oscillator,0.6,+5%,+9%,+7%
7382,Indium Resonator,0.367,+5%,+8%,+6%
7383,Chrono Oscillator,0.533,+5%,+8%,+7%
7384,Positron Splitter,0.4,+5%,+6%,+7%
7385,Emeril Splitter,0.533,+5%,+8%,+7%
7386,Chrono Refractor,1.0,+7%,+10%,+7%
7387,Indium Amplifier,0.233,+5%,+6%,+6%
7388,Emeril Mirror,0.4,+6%,+6%,+6%
7389,Positron Mirror,0.533,+5%,+8%,+7%
7390,Chrono Mirror,0.4,+5%,+6%,+7%
7391,Positron Oscillator,0.233,+5%,+6%,+6%
7392,UHF Mirror,0.767,+6%,+9%,+7%
7393,Indium De-limiter,0.7,+6%,+8%,+7%
7394,Positron Mirror,0.4,+5%,+6%,+7%
7395,UHF Mirror,0.4,+5%,+6%,+7%
7396,Positron Amplifier,0.233,+5%,+6%,+6%
7397,UHF Accelerator,0.4,+6%,+6%,+6%
7398,Positron De-limiter,0.567,+7%,+6%,+6%
7399,Emeril Oscillator,0.233,+5%,+6%,+6%
7400,Indium De-limiter,0.433,+5%,+9%,+6%
7401,Positron Polariser,0.567,+6%,+6%,+7%
7402,Chrono Resonator,0.567,+6%,+6%,+7%
7403,Emeril Accelerator,0.5,+5%,+10%,+6%
7404,Emeril Polariser,0.233,+5%,+6%,+6%
7405,Indium Amplifier,0.3,+5%,+7%,+6%
7406,Emeril Splitter,0.533,+6%,+8%,+6%
7407,Indium Resonator,0.233,+5%,+6%,+6%
7408,Emeril Filament,0.6,+6%,+9%,+6%
7409,Indium Accelerator,0.4,+6%,+6%,+6%
7410,Positron Refractor,0.367,+5%,+8%,+6%
7411,Indium Splitter,0.567,+7%,+6%,+6%
7412,Positron Mirror,0.567,+6%,+6%,+7%
7413,Positron Mirror,0.5,+5%,+10%,+6%
7414,UHF Splitter,0.233,+5%,+6%,+6%
7415,Chrono Resonator,0.167,+5%,+5%,+6%
7416,Emeril Accelerator,0.4,+5%,+6%,+7%
7417,Chrono Mirror,0.4,+5%,+6%,+7%
7418,Emeril Accelerator,0.3,+5%,+7%,+6%
7419,Chrono Polariser,0.167,+5%,+5%,+6%
7420,UHF Splitter,0.567,+7%,+6%,+6%
7421,Positron Splitter,0.533,+6%,+8%,+6%
7422,Chrono Oscillator,0.233,+5%,+6%,+6%
7423,Emeril De-limiter,0.567,+7%,+6%,+6%
7424,Positron Resonator,0.233,+5%,+6%,+6%
7425,Indium Polariser,0.233,+5%,+6%,+6%
7426,Positron Refractor,0.6,+6%,+9%,+6%
7427,Emeril Resonator,0.4,+6%,+6%,+6%
7428,Emeril Resonator,0.233,+5%,+6%,+6%
7429,Indium Polariser,0.233,+5%,+6%,+6%
7430,Positron Filament,0.6,+5%,+9%,+7%
7431,Chrono De-limiter,0.4,+6%,+6%,+6%
7432,Indium Accelerator,0.767,+6%,+9%,+7%
7433,Indium Amplifier,0.4,+6%,+6%,+6%
7434,Indium Mirror,0.233,+5%,+6%,+6%
7435,Positron Polariser,0.4,+6%,+6%,+6%
7436,Positron Resonator,0.233,+5%,+6%,+6%
7437,Positron Filament,0.233,+5%,+6%,+6%
7438,Emeril Filament,0.7,+7%,+8%,+6%
7439,Emeril Accelerator,0.567,+7%,+6%,+6%
7440,Indium Splitter,0.233,+5%,+6%,+6%
7441,Positron Oscillator,0.4,+5%,+6%,+7%
7442,Chrono Polariser,0.367,+5%,+8%,+6%
7443,Chrono Filament,0.4,+6%,+6%,+6%
7444,Chrono Refractor,0.533,+6%,+8%,+6%
7445,Emeril De-limiter,0.233,+5%,+6%,+6%
7446,Indium Amplifier,0.4,+6%,+6%,+6%
7447,UHF Amplifier,0.233,+5%,+6%,+6%
7448,Chrono Mirror,0.7,+6%,+8%,+7%
7449,UHF Oscillator,0.4,+5%,+6%,+7%
7450,Chrono Splitter,0.467,+5%,+7%,+7%
7451,Chrono Accelerator,0.533,+5%,+8%,+7%
7452,Emeril Resonator,0.233,+5%,+6%,+6%
7453,Indium Mirror,0.3,+5%,+7%,+6%
7454,Indium De-limiter,0.633,+6%,+7%,+7%
7455,Indium Filament,0.533,+6%,+8%,+6%
7456,Emeril Splitter,0.4,+5%,+6%,+7%
7457,Emeril Resonator,0.367,+5%,+8%,+6%
7458,Chrono Mirror,0.233,+5%,+6%,+6%
7459,Chrono Oscillator,0.5,+5%,+10%,+6%
7460,Positron Accelerator,0.4,+6%,+6%,+6%
7461,Positron Splitter,0.233,+5%,+6%,+6%
7462,Chrono Polariser,0.4,+6%,+6%,+6%
7463,Indium Splitter,0.4,+6%,+6%,+6%
7464,Emeril Accelerator,0.567,+6%,+6%,+7%
7465,Positron Filament,0.4,+6%,+6%,+6%
7466,Emeril Mirror,0.4,+6%,+6%,+6%
7467,Chrono Resonator,0.5,+5%,+10%,+6%
7468,Chrono Mirror,0.833,+6%,+10%,+7%
7469,UHF Filament,0.567,+6%,+6%,+7%
7470,Emeril Accelerator,0.4,+5%,+6%,+7%
7471,UHF Refractor,0.233,+5%,+6%,+6%
7472,UHF Accelerator,0.667,+6%,+10%,+6%
7473,UHF Polariser,0.4,+6%,+6%,+6%
7474,Positron Refractor,0.3,+5%,+7%,+6%
7475,UHF Resonator,0.633,+6%,+7%,+7%
7476,Positron Accelerator,0.467,+5%,+7%,+7%
7477,Chrono Amplifier,0.367,+5%,+8%,+6%
7478,Chrono Resonator,0.4,+6%,+6%,+6%
7479,Positron Oscillator,0.233,+5%,+6%,+6%
7480,Indium Mirror,0.633,+7%,+7%,+6%
7481,UHF De-limiter,0.633,+6%,+7%,+7%
7482,UHF Refractor,0.433,+5%,+9%,+6%
7483,Indium Resonator,0.4,+5%,+6%,+7%
7484,Emeril Refractor,0.4,+6%,+6%,+6%
7485,Indium Refractor,0.233,+5%,+6%,+6%
7486,Indium Resonator,0.233,+5%,+6%,+6%
7487,Indium Refractor,0.633,+7%,+7%,+6%
7488,Chrono Splitter,0.233,+5%,+6%,+6%
7489,UHF Amplifier,0.233,+5%,+6%,+6%
7490,Chrono De-limiter,0.633,+7%,+7%,+6%
7491,Emeril Filament,0.233,+5%,+6%,+6%
7492,Emeril Resonator,0.233,+5%,+6%,+6%
7493,Chrono Resonator,0.233,+5%,+6%,+6%
7494,Emeril De-limiter,0.3,+5%,+7%,+6%
7495,Indium Splitter,0.467,+6%,+7%,+6%
7496,Emeril Filament,0.4,+6%,+6%,+6%
7497,Indium Amplifier,0.767,+6%,+9%,+7%
7498,Emeril Accelerator,0.4,+5%,+6%,+7%
7499,Indium Oscillator,0.7,+6%,+8%,+7%
7500,Positron Resonator,0.7,+7%,+8%,+6%
7501,Chrono Splitter,0.567,+7%,+6%,+6%
7502,Chrono Splitter,0.167,+5%,+5%,+6%
7503,Emeril Polariser,0.4,+6%,+6%,+6%
7504,Chrono De-limiter,0.5,+5%,+10%,+6%
7505,Chrono De-limiter,0.6,+5%,+9%,+7%
7506,Positron Splitter,0.567,+6%,+6%,+7%
7507,Positron De-limiter,0.233,+5%,+6%,+6%
7508,Chrono De-limiter,0.633,+6%,+7%,+7%
7509,Positron Mirror,0.4,+5%,+6%,+7%
7510,Emeril De-limiter,0.433,+5%,+9%,+6%
7511,Emeril Oscillator,0.4,+6%,+6%,+6%
7512,Emeril Mirror,0.4,+5%,+6%,+7%
7513,UHF Splitter,0.733,+7%,+6%,+7%
7514,Emeril Polariser,0.233,+5%,+6%,+6%
7515,Emeril Polariser,0.233,+5%,+6%,+6%
7516,Positron Oscillator,0.4,+5%,+6%,+7%
7517,UHF Splitter,0.4,+6%,+6%,+6%
7518,Positron Amplifier,0.233,+5%,+6%,+6%
7519,Chrono Mirror,0.233,+5%,+6%,+6%
7520,Indium Filament,0.467,+6%,+7%,+6%
7521,Indium Accelerator,0.433,+5%,+9%,+6%
7522,Positron Amplifier,0.4,+5%,+6%,+7%
7523,Emeril Amplifier,0.433,+5%,+9%,+6%
7524,UHF Splitter,0.233,+5%,+6%,+6%
7525,Positron Amplifier,0.533,+6%,+8%,+6%
7526,Positron Mirror,0.233,+5%,+6%,+6%
7527,Emeril Refractor,0.633,+6%,+7%,+7%
7528,Positron Oscillator,0.4,+6%,+6%,+6%
7529,Chrono Mirror,0.567,+6%,+6%,+7%
7530,Emeril Polariser,0.233,+5%,+6%,+6%
7531,Emeril Resonator,0.233,+5%,+6%,+6%
7532,Positron Oscillator,0.467,+6%,+7%,+6%
7533,Positron Polariser,0.233,+5%,+6%,+6%
7534,Chrono Refractor,0.433,+5%,+9%,+6%
7535,Indium Resonator,0.3,+5%,+7%,+6%
7536,Emeril Refractor,0.233,+5%,+6%,+6%
7537,Emeril Accelerator,0.5,+5%,+10%,+6%
7538,UHF Oscillator,0.3,+5%,+7%,+6%
7539,UHF Resonator,0.233,+5%,+6%,+6%
7540,UHF Amplifier,0.833,+7%,+10%,+6%
7541,Positron Mirror,0.8,+7%,+7%,+7%
7542,UHF Refractor,1.0,+7%,+10%,+7%
7543,UHF Filament,0.667,+6%,+10%,+6%
7544,Indium Splitter,0.233,+5%,+6%,+6%
7545,Positron Resonator,0.667,+5%,+10%,+7%
7546,Indium Resonator,0.4,+5%,+6%,+7%
7547,Emeril Oscillator,0.233,+5%,+6%,+6%
7548,Emeril Resonator,0.567,+7%,+6%,+6%
7549,Emeril Mirror,0.233,+5%,+6%,+6%
7550,Emeril Splitter,0.233,+5%,+6%,+6%
7551,Chrono Filament,0.667,+6%,+10%,+6%
7552,Positron De-limiter,0.833,+6%,+10%,+7%
7553,UHF Splitter,0.3,+5%,+7%,+6%
7554,Chrono Oscillator,0.4,+5%,+6%,+7%
7555,Emeril Resonator,0.4,+6%,+6%,+6%
7556,Emeril Filament,0.433,+5%,+9%,+6%
7557,Indium Polariser,0.233,+5%,+6%,+6%
