sep=,
Seed,Name,Perfection,Weapon_Laser_Damage,Weapon_Laser_ChargeTime
7762,Faultless Recycler,0.899,+4%,-19%
7763,Quantum Stabiliser,0.495,+4%,-15%
7764,Indium Recycler,0.394,+4%,-14%
7765,Vectorised Plating,0.091,+4%,-11%
7766,Vectorised Plating,0.697,+4%,-17%
7767,Faultless Core,0.697,+4%,-17%
7768,Faultless Injectors,0.798,+4%,-18%
7769,Antimatter Capacitors,0.091,+4%,-11%
7770,Indium Capacitors,0.091,+4%,-11%
7771,Indium Magnets,0.091,+4%,-11%
7772,Faultless Core,0.192,+4%,-12%
7773,Antimatter Magnets,0.596,+4%,-16%
7774,Quantum Recycler,0.192,+4%,-12%
7775,Quantum Mass Chamber,0.596,+4%,-16%
7776,Antimatter Recycler,0.697,+4%,-17%
7777,Indium Capacitors,0.091,+4%,-11%
7778,Quantum Injectors,0.091,+4%,-11%
7779,Vectorised Injectors,0.192,+4%,-12%
7780,Vectorised Recycler,0.394,+4%,-14%
7781,Faultless Plating,0.192,+4%,-12%
7782,Vectorised Recycler,0.192,+4%,-12%
7783,Antimatter Mass Chamber,1.0,+4%,-20%
7784,Faultless Core,0.293,+4%,-13%
7785,Faultless Stabiliser,0.495,+4%,-15%
7786,Antimatter Accelerator,0.091,+4%,-11%
7787,Quantum Mass Chamber,0.192,+4%,-12%
7788,Antimatter Core,1.0,+4%,-20%
7789,Indium Recycler,0.192,+4%,-12%
7790,Vectorised Accelerator,0.091,+4%,-11%
7791,Quantum Capacitors,0.192,+4%,-12%
7792,Indium Plating,0.192,+4%,-12%
7793,Quantum Mass Chamber,0.899,+4%,-19%
7794,Indium Mass Chamber,0.091,+4%,-11%
7795,Faultless Capacitors,0.495,+4%,-15%
7796,Faultless Generator Unit,0.697,+4%,-17%
7797,Faultless Magnets,0.091,+4%,-11%
7798,Vectorised Injectors,0.899,+4%,-19%
7799,Quantum Recycler,0.091,+4%,-11%
7800,Antimatter Generator Unit,0.192,+4%,-12%
7801,Antimatter Mass Chamber,0.192,+4%,-12%
7802,Antimatter Injectors,0.091,+4%,-11%
7803,Quantum Accelerator,0.091,+4%,-11%
7804,Vectorised Core,0.091,+4%,-11%
7805,Antimatter Mass Chamber,0.596,+4%,-16%
7806,Antimatter Capacitors,0.091,+4%,-11%
7807,Faultless Injectors,0.495,+4%,-15%
7808,Quantum Injectors,0.192,+4%,-12%
7809,Indium Recycler,0.899,+4%,-19%
7810,Indium Injectors,0.091,+4%,-11%
7811,Faultless Injectors,0.293,+4%,-13%
7812,Antimatter Accelerator,0.091,+4%,-11%
7813,Antimatter Generator Unit,0.192,+4%,-12%
7814,Faultless Capacitors,0.293,+4%,-13%
7815,Faultless Generator Unit,0.596,+4%,-16%
7816,Vectorised Capacitors,0.596,+4%,-16%
7817,Quantum Core,0.192,+4%,-12%
7818,Quantum Generator Unit,0.091,+4%,-11%
7819,Indium Generator Unit,0.192,+4%,-12%
7820,Faultless Core,0.192,+4%,-12%
7821,Vectorised Generator Unit,0.091,+4%,-11%
7822,Quantum Core,0.192,+4%,-12%
7823,Faultless Stabiliser,0.495,+4%,-15%
7824,Quantum Accelerator,0.596,+4%,-16%
7825,Faultless Mass Chamber,0.798,+4%,-18%
7826,Faultless Magnets,0.091,+4%,-11%
7827,Quantum Plating,0.798,+4%,-18%
7828,Indium Capacitors,0.091,+4%,-11%
7829,Indium Capacitors,0.596,+4%,-16%
7830,Faultless Capacitors,0.596,+4%,-16%
7831,Quantum Mass Chamber,0.293,+4%,-13%
7832,Vectorised Accelerator,0.091,+4%,-11%
7833,Vectorised Accelerator,0.596,+4%,-16%
7834,Indium Recycler,0.697,+4%,-17%
7835,Faultless Magnets,1.0,+4%,-20%
7836,Indium Stabiliser,0.293,+4%,-13%
7837,Indium Stabiliser,0.192,+4%,-12%
7838,Antimatter Capacitors,0.899,+4%,-19%
7839,Faultless Stabiliser,0.091,+4%,-11%
7840,Antimatter Capacitors,0.091,+4%,-11%
7841,Vectorised Recycler,0.091,+4%,-11%
7842,Indium Mass Chamber,0.091,+4%,-11%
7843,Faultless Recycler,0.697,+4%,-17%
7844,Quantum Plating,0.192,+4%,-12%
7845,Antimatter Stabiliser,0.798,+4%,-18%
7846,Indium Injectors,0.697,+4%,-17%
7847,Antimatter Accelerator,0.192,+4%,-12%
7848,Quantum Plating,0.091,+4%,-11%
7849,Indium Stabiliser,0.192,+4%,-12%
7850,Antimatter Magnets,0.091,+4%,-11%
7851,Faultless Injectors,0.293,+4%,-13%
7852,Faultless Generator Unit,0.293,+4%,-13%
7853,Vectorised Recycler,0.697,+4%,-17%
7854,Vectorised Stabiliser,0.697,+4%,-17%
7855,Faultless Stabiliser,1.0,+4%,-20%
7856,Indium Recycler,0.192,+4%,-12%
7857,Indium Stabiliser,0.596,+4%,-16%
7858,Faultless Injectors,0.697,+4%,-17%
7859,Antimatter Core,0.495,+4%,-15%
7860,Antimatter Magnets,0.394,+4%,-14%
7861,Vectorised Injectors,0.495,+4%,-15%
7862,Vectorised Capacitors,0.091,+4%,-11%
7863,Quantum Mass Chamber,0.091,+4%,-11%
7864,Vectorised Stabiliser,0.192,+4%,-12%
7865,Indium Core,0.798,+4%,-18%
7866,Antimatter Mass Chamber,0.495,+4%,-15%
7867,Faultless Injectors,0.495,+4%,-15%
7868,Indium Accelerator,0.293,+4%,-13%
7869,Faultless Stabiliser,0.495,+4%,-15%
7870,Quantum Core,0.192,+4%,-12%
7871,Vectorised Capacitors,0.495,+4%,-15%
7872,Quantum Core,0.091,+4%,-11%
7873,Indium Recycler,0.091,+4%,-11%
7874,Antimatter Generator Unit,0.394,+4%,-14%
7875,Faultless Core,0.091,+4%,-11%
7876,Quantum Capacitors,0.091,+4%,-11%
7877,Vectorised Magnets,0.091,+4%,-11%
7878,Vectorised Mass Chamber,0.192,+4%,-12%
7879,Faultless Recycler,1.0,+4%,-20%
7880,Quantum Accelerator,1.0,+4%,-20%
7881,Indium Magnets,0.091,+4%,-11%
7882,Indium Magnets,0.091,+4%,-11%
7883,Quantum Capacitors,0.192,+4%,-12%
7884,Antimatter Stabiliser,0.899,+4%,-19%
7885,Quantum Core,0.596,+4%,-16%
7886,Antimatter Generator Unit,0.293,+4%,-13%
7887,Quantum Core,0.091,+4%,-11%
7888,Quantum Recycler,0.091,+4%,-11%
7889,Vectorised Stabiliser,0.495,+4%,-15%
7890,Faultless Stabiliser,0.091,+4%,-11%
7891,Faultless Generator Unit,0.697,+4%,-17%
7892,Faultless Recycler,0.192,+4%,-12%
7893,Indium Stabiliser,0.091,+4%,-11%
7894,Faultless Mass Chamber,0.091,+4%,-11%
7895,Indium Core,0.495,+4%,-15%
7896,Quantum Generator Unit,0.091,+4%,-11%
7897,Vectorised Generator Unit,0.596,+4%,-16%
7898,Vectorised Generator Unit,0.091,+4%,-11%
7899,Quantum Core,0.192,+4%,-12%
7900,Indium Recycler,0.596,+4%,-16%
7901,Indium Recycler,0.394,+4%,-14%
7902,Antimatter Injectors,0.091,+4%,-11%
7903,Vectorised Capacitors,0.293,+4%,-13%
7904,Quantum Accelerator,0.192,+4%,-12%
7905,Quantum Plating,0.293,+4%,-13%
7906,Vectorised Plating,0.192,+4%,-12%
7907,Quantum Recycler,0.091,+4%,-11%
7908,Faultless Magnets,0.091,+4%,-11%
7909,Faultless Generator Unit,0.192,+4%,-12%
7910,Antimatter Generator Unit,1.0,+4%,-20%
7911,Faultless Recycler,0.596,+4%,-16%
7912,Vectorised Magnets,0.091,+4%,-11%
7913,Faultless Stabiliser,0.192,+4%,-12%
7914,Indium Accelerator,0.293,+4%,-13%
7915,Indium Generator Unit,0.091,+4%,-11%
7916,Vectorised Plating,0.697,+4%,-17%
7917,Faultless Core,0.293,+4%,-13%
7918,Faultless Accelerator,0.495,+4%,-15%
7919,Antimatter Magnets,0.495,+4%,-15%
7920,Antimatter Plating,1.0,+4%,-20%
7921,Faultless Core,0.091,+4%,-11%
7922,Faultless Injectors,0.091,+4%,-11%
7923,Quantum Capacitors,0.394,+4%,-14%
7924,Vectorised Recycler,0.091,+4%,-11%
7925,Vectorised Plating,0.293,+4%,-13%
7926,Indium Generator Unit,0.192,+4%,-12%
7927,Faultless Recycler,0.899,+4%,-19%
7928,Indium Magnets,1.0,+4%,-20%
7929,Quantum Accelerator,0.091,+4%,-11%
7930,Indium Stabiliser,0.091,+4%,-11%
7931,Faultless Core,0.192,+4%,-12%
7932,Vectorised Injectors,0.697,+4%,-17%
7933,Vectorised Accelerator,0.091,+4%,-11%
7934,Antimatter Stabiliser,0.192,+4%,-12%
7935,Vectorised Accelerator,0.798,+4%,-18%
7936,Vectorised Capacitors,0.394,+4%,-14%
7937,Antimatter Mass Chamber,0.293,+4%,-13%
7938,Faultless Generator Unit,0.293,+4%,-13%
7939,Antimatter Stabiliser,0.091,+4%,-11%
7940,Indium Recycler,0.596,+4%,-16%
7941,Indium Mass Chamber,0.192,+4%,-12%
7942,Faultless Accelerator,0.596,+4%,-16%
7943,Antimatter Core,0.394,+4%,-14%
7944,Faultless Capacitors,1.0,+4%,-20%
7945,Quantum Capacitors,0.091,+4%,-11%
7946,Faultless Plating,0.697,+4%,-17%
7947,Indium Core,0.798,+4%,-18%
7948,Faultless Plating,0.495,+4%,-15%
7949,Quantum Recycler,0.091,+4%,-11%
7950,Antimatter Generator Unit,0.091,+4%,-11%
7951,Vectorised Core,0.394,+4%,-14%
7952,Vectorised Capacitors,0.798,+4%,-18%
7953,Faultless Plating,0.394,+4%,-14%
7954,Quantum Plating,0.798,+4%,-18%
7955,Vectorised Stabiliser,0.091,+4%,-11%
7956,Antimatter Mass Chamber,0.091,+4%,-11%
7957,Quantum Accelerator,0.596,+4%,-16%
7958,Antimatter Core,0.899,+4%,-19%
7959,Faultless Recycler,0.091,+4%,-11%
7960,Quantum Accelerator,0.091,+4%,-11%
7961,Quantum Recycler,0.091,+4%,-11%
7962,Faultless Stabiliser,0.091,+4%,-11%
7963,Indium Accelerator,1.0,+4%,-20%
7964,Quantum Accelerator,0.596,+4%,-16%
7965,Quantum Stabiliser,0.495,+4%,-15%
7966,Vectorised Stabiliser,0.192,+4%,-12%
7967,Indium Stabiliser,0.091,+4%,-11%
7968,Faultless Generator Unit,0.091,+4%,-11%
7969,Indium Injectors,0.091,+4%,-11%
7970,Faultless Capacitors,0.697,+4%,-17%
7971,Antimatter Recycler,0.596,+4%,-16%
7972,Faultless Magnets,0.192,+4%,-12%
7973,Indium Capacitors,0.293,+4%,-13%
7974,Quantum Recycler,0.192,+4%,-12%
7975,Indium Stabiliser,0.091,+4%,-11%
7976,Vectorised Plating,0.495,+4%,-15%
7977,Quantum Plating,0.899,+4%,-19%
7978,Antimatter Mass Chamber,0.293,+4%,-13%
7979,Indium Stabiliser,0.495,+4%,-15%
7980,Vectorised Generator Unit,0.091,+4%,-11%
7981,Faultless Plating,0.899,+4%,-19%
7982,Indium Core,1.0,+4%,-20%
7983,Faultless Stabiliser,0.091,+4%,-11%
7984,Antimatter Capacitors,0.091,+4%,-11%
7985,Faultless Stabiliser,0.091,+4%,-11%
7986,Indium Recycler,1.0,+4%,-20%
7987,Antimatter Mass Chamber,0.192,+4%,-12%
7988,Indium Mass Chamber,0.798,+4%,-18%
7989,Antimatter Stabiliser,0.394,+4%,-14%
7990,Antimatter Capacitors,0.091,+4%,-11%
7991,Faultless Recycler,0.192,+4%,-12%
7992,Vectorised Generator Unit,0.394,+4%,-14%
7993,Quantum Generator Unit,0.798,+4%,-18%
7994,Indium Recycler,0.394,+4%,-14%
7995,Faultless Core,0.192,+4%,-12%
7996,Quantum Injectors,0.394,+4%,-14%
7997,Quantum Plating,0.899,+4%,-19%
7998,Indium Magnets,0.798,+4%,-18%
7999,Indium Mass Chamber,0.495,+4%,-15%
8000,Quantum Accelerator,0.596,+4%,-16%
8001,Indium Injectors,0.596,+4%,-16%
8002,Indium Accelerator,0.192,+4%,-12%
8003,Faultless Accelerator,0.596,+4%,-16%
8004,Antimatter Core,0.192,+4%,-12%
8005,Antimatter Magnets,0.293,+4%,-13%
8006,Antimatter Injectors,0.091,+4%,-11%
8007,Indium Capacitors,0.192,+4%,-12%
8008,Indium Accelerator,0.192,+4%,-12%
8009,Faultless Accelerator,0.495,+4%,-15%
8010,Faultless Core,0.192,+4%,-12%
8011,Antimatter Mass Chamber,0.091,+4%,-11%
8012,Faultless Magnets,0.495,+4%,-15%
8013,Faultless Generator Unit,0.495,+4%,-15%
8014,Vectorised Capacitors,0.091,+4%,-11%
8015,Quantum Recycler,0.091,+4%,-11%
8016,Quantum Core,0.192,+4%,-12%
8017,Vectorised Core,0.192,+4%,-12%
8018,Indium Generator Unit,0.596,+4%,-16%
8019,Quantum Injectors,0.596,+4%,-16%
8020,Faultless Magnets,0.394,+4%,-14%
8021,Quantum Core,0.798,+4%,-18%
8022,Antimatter Capacitors,0.192,+4%,-12%
8023,Indium Injectors,0.091,+4%,-11%
8024,Antimatter Recycler,0.697,+4%,-17%
8025,Antimatter Generator Unit,0.192,+4%,-12%
8026,Indium Recycler,0.091,+4%,-11%
8027,Faultless Accelerator,0.596,+4%,-16%
8028,Antimatter Plating,0.394,+4%,-14%
8029,Vectorised Accelerator,0.091,+4%,-11%
8030,Quantum Core,0.596,+4%,-16%
8031,Vectorised Injectors,0.091,+4%,-11%
8032,Quantum Recycler,0.293,+4%,-13%
8033,Faultless Capacitors,0.596,+4%,-16%
8034,Antimatter Stabiliser,0.899,+4%,-19%
8035,Indium Plating,0.293,+4%,-13%
8036,Faultless Generator Unit,0.899,+4%,-19%
8037,Antimatter Plating,0.293,+4%,-13%
8038,Vectorised Injectors,0.495,+4%,-15%
8039,Vectorised Magnets,0.293,+4%,-13%
8040,Antimatter Generator Unit,0.192,+4%,-12%
8041,Faultless Accelerator,1.0,+4%,-20%
8042,Antimatter Magnets,0.192,+4%,-12%
8043,Vectorised Core,0.899,+4%,-19%
8044,Vectorised Stabiliser,0.091,+4%,-11%
8045,Indium Recycler,0.495,+4%,-15%
8046,Antimatter Plating,0.293,+4%,-13%
8047,Quantum Recycler,0.192,+4%,-12%
8048,Vectorised Injectors,0.192,+4%,-12%
8049,Quantum Stabiliser,0.394,+4%,-14%
8050,Vectorised Injectors,0.798,+4%,-18%
8051,Faultless Injectors,0.091,+4%,-11%
8052,Vectorised Stabiliser,0.899,+4%,-19%
8053,Vectorised Capacitors,0.091,+4%,-11%
8054,Indium Stabiliser,0.192,+4%,-12%
8055,Quantum Stabiliser,0.798,+4%,-18%
8056,Faultless Core,0.091,+4%,-11%
8057,Quantum Magnets,0.091,+4%,-11%
8058,Faultless Core,0.495,+4%,-15%
8059,Vectorised Plating,0.091,+4%,-11%
8060,Quantum Injectors,0.899,+4%,-19%
8061,Vectorised Accelerator,0.798,+4%,-18%
8062,Vectorised Magnets,0.394,+4%,-14%
8063,Quantum Stabiliser,0.697,+4%,-17%
8064,Quantum Accelerator,0.293,+4%,-13%
8065,Antimatter Core,0.091,+4%,-11%
8066,Quantum Core,0.798,+4%,-18%
8067,Antimatter Recycler,0.394,+4%,-14%
8068,Vectorised Core,0.091,+4%,-11%
8069,Indium Magnets,0.091,+4%,-11%
8070,Faultless Recycler,0.091,+4%,-11%
8071,Faultless Stabiliser,0.899,+4%,-19%
8072,Antimatter Mass Chamber,0.091,+4%,-11%
8073,Vectorised Recycler,0.293,+4%,-13%
8074,Faultless Magnets,0.091,+4%,-11%
8075,Faultless Plating,0.091,+4%,-11%
8076,Faultless Mass Chamber,0.091,+4%,-11%
8077,Quantum Mass Chamber,0.192,+4%,-12%
8078,Faultless Core,0.293,+4%,-13%
8079,Antimatter Core,0.091,+4%,-11%
8080,Quantum Plating,1.0,+4%,-20%
8081,Quantum Capacitors,0.091,+4%,-11%
8082,Vectorised Capacitors,0.192,+4%,-12%
8083,Antimatter Plating,0.192,+4%,-12%
8084,Antimatter Capacitors,0.091,+4%,-11%
8085,Vectorised Stabiliser,0.495,+4%,-15%
8086,Vectorised Stabiliser,0.091,+4%,-11%
8087,Antimatter Injectors,0.899,+4%,-19%
8088,Antimatter Core,1.0,+4%,-20%
8089,Antimatter Accelerator,0.091,+4%,-11%
8090,Quantum Recycler,0.091,+4%,-11%
8091,Quantum Mass Chamber,0.798,+4%,-18%
8092,Faultless Stabiliser,0.091,+4%,-11%
8093,Quantum Plating,0.899,+4%,-19%
8094,Vectorised Capacitors,0.091,+4%,-11%
8095,Indium Plating,0.394,+4%,-14%
8096,Antimatter Capacitors,0.697,+4%,-17%
8097,Quantum Mass Chamber,0.091,+4%,-11%
8098,Faultless Core,0.091,+4%,-11%
8099,Indium Mass Chamber,0.091,+4%,-11%
8100,Faultless Accelerator,0.596,+4%,-16%
8101,Quantum Stabiliser,0.192,+4%,-12%
8102,Indium Generator Unit,0.091,+4%,-11%
8103,Faultless Stabiliser,0.091,+4%,-11%
8104,Quantum Accelerator,0.697,+4%,-17%
8105,Indium Stabiliser,0.091,+4%,-11%
8106,Vectorised Magnets,0.394,+4%,-14%
8107,Vectorised Recycler,0.091,+4%,-11%
8108,Quantum Plating,0.899,+4%,-19%
8109,Quantum Stabiliser,0.495,+4%,-15%
8110,Antimatter Capacitors,0.192,+4%,-12%
8111,Quantum Injectors,0.091,+4%,-11%
8112,Antimatter Plating,0.394,+4%,-14%
8113,Indium Generator Unit,0.899,+4%,-19%
8114,Faultless Recycler,0.091,+4%,-11%
8115,Vectorised Stabiliser,0.697,+4%,-17%
8116,Faultless Accelerator,0.394,+4%,-14%
8117,Vectorised Plating,0.798,+4%,-18%
8118,Vectorised Generator Unit,0.091,+4%,-11%
8119,Indium Stabiliser,0.697,+4%,-17%
8120,Faultless Capacitors,0.596,+4%,-16%
8121,Faultless Generator Unit,0.091,+4%,-11%
8122,Antimatter Capacitors,0.091,+4%,-11%
8123,Antimatter Accelerator,0.293,+4%,-13%
8124,Antimatter Mass Chamber,0.899,+4%,-19%
8125,Quantum Generator Unit,0.293,+4%,-13%
8126,Quantum Accelerator,0.798,+4%,-18%
8127,Antimatter Injectors,0.091,+4%,-11%
8128,Antimatter Recycler,0.394,+4%,-14%
8129,Faultless Recycler,0.394,+4%,-14%
8130,Quantum Plating,0.091,+4%,-11%
8131,Quantum Mass Chamber,0.697,+4%,-17%
8132,Antimatter Injectors,0.899,+4%,-19%
8133,Vectorised Capacitors,1.0,+4%,-20%
8134,Vectorised Core,0.192,+4%,-12%
8135,Quantum Mass Chamber,0.495,+4%,-15%
8136,Indium Capacitors,0.293,+4%,-13%
8137,Indium Stabiliser,0.293,+4%,-13%
8138,Faultless Core,0.091,+4%,-11%
8139,Vectorised Capacitors,0.091,+4%,-11%
8140,Vectorised Stabiliser,0.899,+4%,-19%
8141,Faultless Generator Unit,0.091,+4%,-11%
8142,Quantum Plating,0.091,+4%,-11%
8143,Indium Capacitors,0.091,+4%,-11%
8144,Quantum Magnets,0.394,+4%,-14%
8145,Vectorised Stabiliser,0.091,+4%,-11%
8146,Indium Core,0.091,+4%,-11%
8147,Indium Magnets,0.091,+4%,-11%
8148,Indium Injectors,0.293,+4%,-13%
8149,Antimatter Stabiliser,0.596,+4%,-16%
8150,Indium Plating,0.293,+4%,-13%
8151,Faultless Plating,0.091,+4%,-11%
8152,Quantum Plating,0.192,+4%,-12%
8153,Faultless Core,0.091,+4%,-11%
8154,Vectorised Injectors,0.192,+4%,-12%
8155,Quantum Mass Chamber,0.798,+4%,-18%
8156,Vectorised Accelerator,0.596,+4%,-16%
8157,Antimatter Mass Chamber,0.192,+4%,-12%
8158,Indium Stabiliser,0.697,+4%,-17%
8159,Quantum Injectors,0.293,+4%,-13%
8160,Faultless Core,0.091,+4%,-11%
8161,Antimatter Core,0.192,+4%,-12%
8162,Vectorised Plating,0.899,+4%,-19%
8163,Faultless Magnets,0.495,+4%,-15%
8164,Vectorised Core,0.495,+4%,-15%
8165,Vectorised Stabiliser,0.596,+4%,-16%
8166,Vectorised Plating,0.091,+4%,-11%
8167,Antimatter Capacitors,0.091,+4%,-11%
8168,Indium Mass Chamber,0.091,+4%,-11%
8169,Vectorised Core,0.091,+4%,-11%
8170,Faultless Accelerator,0.596,+4%,-16%
8171,Faultless Recycler,0.091,+4%,-11%
8172,Vectorised Stabiliser,0.192,+4%,-12%
8173,Faultless Stabiliser,0.899,+4%,-19%
8174,Vectorised Generator Unit,0.495,+4%,-15%
8175,Vectorised Core,0.697,+4%,-17%
8176,Antimatter Stabiliser,0.091,+4%,-11%
8177,Vectorised Recycler,0.192,+4%,-12%
8178,Vectorised Core,0.293,+4%,-13%
8179,Quantum Generator Unit,0.596,+4%,-16%
8180,Antimatter Accelerator,0.091,+4%,-11%
8181,Vectorised Capacitors,0.091,+4%,-11%
8182,Vectorised Injectors,0.798,+4%,-18%
8183,Antimatter Injectors,0.899,+4%,-19%
8184,Faultless Stabiliser,0.293,+4%,-13%
8185,Vectorised Magnets,0.596,+4%,-16%
8186,Vectorised Mass Chamber,0.192,+4%,-12%
8187,Indium Accelerator,0.293,+4%,-13%
8188,Faultless Capacitors,0.293,+4%,-13%
8189,Indium Generator Unit,0.899,+4%,-19%
8190,Quantum Stabiliser,0.798,+4%,-18%
8191,Indium Mass Chamber,0.293,+4%,-13%
8192,Quantum Generator Unit,0.091,+4%,-11%
8193,Indium Core,0.091,+4%,-11%
8194,Faultless Core,0.091,+4%,-11%
8195,Antimatter Recycler,0.697,+4%,-17%
8196,Faultless Recycler,0.091,+4%,-11%
8197,Antimatter Mass Chamber,0.192,+4%,-12%
8198,Faultless Injectors,0.495,+4%,-15%
8199,Vectorised Mass Chamber,0.091,+4%,-11%
8200,Indium Accelerator,0.495,+4%,-15%
8201,Indium Core,0.798,+4%,-18%
8202,Vectorised Injectors,0.596,+4%,-16%
8203,Indium Core,0.899,+4%,-19%
8204,Quantum Core,0.899,+4%,-19%
8205,Vectorised Magnets,1.0,+4%,-20%
8206,Indium Capacitors,0.899,+4%,-19%
8207,Indium Core,0.293,+4%,-13%
8208,Vectorised Magnets,0.091,+4%,-11%
8209,Vectorised Core,0.091,+4%,-11%
8210,Antimatter Magnets,0.091,+4%,-11%
8211,Indium Mass Chamber,0.091,+4%,-11%
8212,Vectorised Capacitors,0.899,+4%,-19%
8213,Faultless Core,0.899,+4%,-19%
8214,Antimatter Core,0.091,+4%,-11%
8215,Quantum Mass Chamber,0.192,+4%,-12%
8216,Vectorised Injectors,0.091,+4%,-11%
8217,Faultless Stabiliser,0.697,+4%,-17%
8218,Antimatter Accelerator,0.394,+4%,-14%
8219,Quantum Magnets,0.697,+4%,-17%
8220,Faultless Magnets,0.091,+4%,-11%
8221,Indium Core,1.0,+4%,-20%
8222,Vectorised Capacitors,0.091,+4%,-11%
8223,Indium Core,0.495,+4%,-15%
8224,Indium Magnets,0.192,+4%,-12%
8225,Antimatter Plating,0.697,+4%,-17%
8226,Vectorised Injectors,0.192,+4%,-12%
8227,Quantum Mass Chamber,0.091,+4%,-11%
8228,Quantum Capacitors,0.091,+4%,-11%
8229,Quantum Accelerator,0.697,+4%,-17%
8230,Antimatter Core,0.798,+4%,-18%
8231,Quantum Stabiliser,0.091,+4%,-11%
8232,Faultless Accelerator,0.192,+4%,-12%
8233,Faultless Core,0.293,+4%,-13%
8234,Faultless Mass Chamber,0.091,+4%,-11%
8235,Antimatter Core,0.697,+4%,-17%
8236,Indium Mass Chamber,0.091,+4%,-11%
8237,Indium Capacitors,0.091,+4%,-11%
8238,Faultless Magnets,0.798,+4%,-18%
8239,Indium Capacitors,0.091,+4%,-11%
8240,Antimatter Injectors,1.0,+4%,-20%
8241,Quantum Mass Chamber,0.899,+4%,-19%
8242,Antimatter Capacitors,0.091,+4%,-11%
8243,Vectorised Generator Unit,0.596,+4%,-16%
8244,Quantum Recycler,0.091,+4%,-11%
8245,Indium Core,0.091,+4%,-11%
8246,Quantum Injectors,0.495,+4%,-15%
8247,Indium Capacitors,0.091,+4%,-11%
8248,Faultless Mass Chamber,0.091,+4%,-11%
8249,Quantum Recycler,1.0,+4%,-20%
8250,Vectorised Capacitors,0.899,+4%,-19%
8251,Indium Core,0.091,+4%,-11%
8252,Antimatter Mass Chamber,0.192,+4%,-12%
8253,Indium Mass Chamber,0.798,+4%,-18%
8254,Indium Plating,0.697,+4%,-17%
8255,Faultless Stabiliser,0.495,+4%,-15%
8256,Quantum Core,0.192,+4%,-12%
8257,Indium Generator Unit,0.192,+4%,-12%
8258,Quantum Accelerator,0.293,+4%,-13%
8259,Indium Core,0.798,+4%,-18%
8260,Antimatter Recycler,0.091,+4%,-11%
8261,Faultless Injectors,0.495,+4%,-15%
8262,Faultless Stabiliser,0.596,+4%,-16%
8263,Antimatter Generator Unit,0.091,+4%,-11%
8264,Indium Capacitors,0.192,+4%,-12%
8265,Indium Injectors,0.293,+4%,-13%
8266,Indium Injectors,0.192,+4%,-12%
8267,Indium Generator Unit,0.091,+4%,-11%
8268,Vectorised Capacitors,0.091,+4%,-11%
8269,Quantum Recycler,0.899,+4%,-19%
8270,Quantum Generator Unit,0.394,+4%,-14%
8271,Indium Recycler,0.899,+4%,-19%
8272,Indium Injectors,0.293,+4%,-13%
8273,Quantum Magnets,0.091,+4%,-11%
8274,Indium Plating,0.596,+4%,-16%
8275,Quantum Magnets,0.899,+4%,-19%
8276,Indium Capacitors,0.798,+4%,-18%
8277,Faultless Injectors,0.192,+4%,-12%
8278,Antimatter Core,0.697,+4%,-17%
8279,Quantum Plating,0.293,+4%,-13%
8280,Quantum Generator Unit,0.495,+4%,-15%
8281,Quantum Stabiliser,0.394,+4%,-14%
8282,Antimatter Plating,0.192,+4%,-12%
8283,Antimatter Mass Chamber,0.091,+4%,-11%
8284,Quantum Generator Unit,0.091,+4%,-11%
8285,Faultless Injectors,0.192,+4%,-12%
8286,Vectorised Magnets,0.293,+4%,-13%
8287,Faultless Accelerator,0.293,+4%,-13%
8288,Quantum Generator Unit,0.394,+4%,-14%
8289,Vectorised Injectors,0.293,+4%,-13%
8290,Vectorised Injectors,0.394,+4%,-14%
8291,Indium Injectors,0.899,+4%,-19%
8292,Faultless Capacitors,0.697,+4%,-17%
8293,Quantum Plating,0.293,+4%,-13%
8294,Vectorised Magnets,0.495,+4%,-15%
8295,Faultless Injectors,0.596,+4%,-16%
8296,Faultless Plating,0.091,+4%,-11%
8297,Faultless Injectors,0.293,+4%,-13%
8298,Antimatter Core,0.091,+4%,-11%
8299,Antimatter Capacitors,0.091,+4%,-11%
8300,Antimatter Accelerator,0.495,+4%,-15%
8301,Quantum Injectors,0.091,+4%,-11%
8302,Indium Accelerator,0.091,+4%,-11%
8303,Vectorised Capacitors,0.293,+4%,-13%
8304,Faultless Stabiliser,0.293,+4%,-13%
8305,Indium Magnets,0.091,+4%,-11%
8306,Antimatter Magnets,0.192,+4%,-12%
8307,Vectorised Mass Chamber,0.091,+4%,-11%
8308,Quantum Mass Chamber,0.192,+4%,-12%
8309,Quantum Core,0.394,+4%,-14%
8310,Indium Generator Unit,1.0,+4%,-20%
8311,Antimatter Core,0.596,+4%,-16%
8312,Vectorised Accelerator,0.091,+4%,-11%
8313,Indium Stabiliser,0.394,+4%,-14%
8314,Vectorised Generator Unit,0.091,+4%,-11%
8315,Vectorised Stabiliser,0.091,+4%,-11%
8316,Quantum Injectors,0.495,+4%,-15%
8317,Faultless Core,0.596,+4%,-16%
8318,Quantum Recycler,0.192,+4%,-12%
8319,Indium Stabiliser,0.091,+4%,-11%
8320,Quantum Core,0.495,+4%,-15%
8321,Vectorised Recycler,0.192,+4%,-12%
8322,Indium Mass Chamber,0.192,+4%,-12%
8323,Vectorised Mass Chamber,0.192,+4%,-12%
8324,Quantum Generator Unit,0.091,+4%,-11%
8325,Indium Accelerator,0.192,+4%,-12%
