sep=,
Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Bounce,Weapon_Grenade_Radius,Weapon_Grenade_Speed
30633,Kinetic Shell Loader,0.0,,+33%,+6%,
30634,Linear Release Mechanism,0.116,,,,+169%
30635,Linear Launch System,0.018,,+34%,+6%,
30636,Pugneum Gas Expander,0.0,,+33%,,
30637,Pugneum Timing Loom,0.0,,+33%,,
30638,Linear Release Mechanism,0.131,,+46%,,
30639,Polarised Core,0.0,,,,+100%
30640,Pugneum Release Mechanism,0.247,+58%,+34%,,
30641,Linear Injector Plugs,0.167,,,+8%,
30642,Unstable Injector Plugs,0.0,+40%,,,
30643,Pugneum Core,0.035,+42%,,,
30644,Kinetic Launch System,0.253,+49%,,+6%,
30645,Polarised Coils,0.167,,,+8%,
30646,Unstable Launch System,0.0,,,+6%,
30647,Unstable Launch System,0.0,,,+6%,
30648,Pugneum Heat Pump,0.333,,,+10%,
30649,Unstable Shell Loader,0.141,,+47%,,
30650,Pugneum Heat Pump,0.089,,,,+153%
30651,Polarised Gas Expander,0.083,,,+7%,
30652,Polarised Release Mechanism,0.022,,,,+113%
30653,Linear Core,0.346,+45%,+40%,,+175%
30654,Kinetic Gas Expander,0.018,+41%,,,
30655,Pugneum Launch System,0.0,,,+6%,
30656,Polarised Gas Expander,0.121,,+45%,,
30657,Polarised Heat Pump,0.034,,,,+120%
30658,Linear Injector Plugs,0.107,,+50%,+6%,+108%
30659,Polarised Launch System,0.032,,,,+119%
30660,Pugneum Injector Plugs,0.061,,+39%,,
30661,Polarised Injector Plugs,0.25,,,+9%,
30662,Pugneum Release Mechanism,0.095,,,+6%,+129%
30663,Unstable Injector Plugs,0.104,,,,+162%
30664,Pugneum Launch System,0.152,,+48%,,
30665,Pugneum Timing Loom,0.051,,+38%,,
30666,Pugneum Injector Plugs,0.0,+40%,,,
30667,Kinetic Launch System,0.012,,,,+107%
30668,Pugneum Heat Pump,0.0,,,+6%,
30669,Pugneum Launch System,0.432,+53%,,+8%,
30670,Linear Compressor,0.0,,,+6%,
30671,Linear Compressor,0.0,,,+6%,
30672,Kinetic Launch System,0.159,,+42%,+6%,
30673,Pugneum Heat Pump,0.0,,,,+100%
30674,Pugneum Gas Expander,0.003,,,,+102%
30675,Unstable Timing Loom,0.167,,,+8%,
30676,Unstable Release Mechanism,0.0,,,+6%,
30677,Kinetic Heat Pump,0.012,,,,+107%
30678,Unstable Launch System,0.0,+40%,,,
30679,Pugneum Coils,0.162,,+49%,,
30680,Unstable Gas Expander,0.0,,+33%,,
30681,Kinetic Heat Pump,0.0,+40%,,,
30682,Polarised Gas Expander,0.0,+40%,,,
30683,Pugneum Heat Pump,0.071,,+40%,,
30684,Kinetic Shell Loader,0.018,+41%,,,
30685,Linear Compressor,0.083,,,+7%,
30686,Kinetic Coils,0.053,+43%,,,
30687,Polarised Injector Plugs,0.389,+52%,+43%,+6%,
30688,Kinetic Launch System,0.0,,+33%,,
30689,Unstable Gas Expander,0.04,,+37%,,
30690,Unstable Heat Pump,0.622,+47%,,,+297%
30691,Unstable Timing Loom,0.0,,,+6%,
30692,Kinetic Launch System,0.01,,,,+106%
30693,Unstable Launch System,0.232,,+56%,,
30694,Polarised Injector Plugs,0.666,+47%,+64%,+6%,
30695,Pugneum Launch System,0.02,,+35%,,
30696,Unstable Launch System,0.028,+41%,,+6%,
30697,Pugneum Release Mechanism,0.083,,,+7%,
30698,Unstable Coils,0.01,,+34%,,
30699,Kinetic Shell Loader,0.04,,+37%,,
30700,Kinetic Shell Loader,0.541,+40%,+64%,+6%,
30701,Linear Compressor,0.206,+49%,+40%,,
30702,Polarised Compressor,0.362,,+53%,,+206%
30703,Pugneum Injector Plugs,0.042,,,,+125%
30704,Pugneum Launch System,0.053,+43%,,,
30705,Unstable Release Mechanism,0.141,,+47%,,
30706,Linear Timing Loom,0.0,,,+6%,
30707,Unstable Gas Expander,0.408,,+57%,,+218%
30708,Unstable Heat Pump,0.194,,+44%,+6%,
30709,Pugneum Core,0.158,+49%,,,
30710,Pugneum Compressor,0.078,,+51%,+6%,+100%
30711,Linear Release Mechanism,0.0,+40%,,,
30712,Unstable Core,0.0,,,,+100%
30713,Kinetic Shell Loader,0.172,,+50%,,
30714,Polarised Timing Loom,0.246,+54%,,,
30715,Unstable Core,0.035,+42%,,,
30716,Linear Launch System,0.035,,+35%,+6%,
30717,Kinetic Gas Expander,0.121,,,,+172%
30718,Polarised Timing Loom,0.0,,,+6%,
30719,Linear Release Mechanism,0.0,,,,+100%
30720,Unstable Release Mechanism,0.289,,,+8%,+186%
30721,Kinetic Release Mechanism,0.0,,,+6%,
30722,Pugneum Compressor,0.067,,,,+140%
30723,Linear Release Mechanism,0.053,+43%,,,
30724,Kinetic Coils,0.293,,,,+275%
30725,Unstable Heat Pump,0.263,,,,+257%
30726,Unstable Release Mechanism,0.261,,,,+256%
30727,Unstable Injector Plugs,0.246,+54%,,,
30728,Kinetic Injector Plugs,0.121,,+45%,,
30729,Unstable Compressor,0.071,,+40%,,
30730,Kinetic Core,0.333,+59%,,,
30731,Pugneum Heat Pump,0.02,,+35%,,
30732,Pugneum Launch System,0.04,,+37%,,
30733,Linear Release Mechanism,0.0,,,+6%,
30734,Pugneum Release Mechanism,0.026,+48%,,,+100%
30735,Polarised Injector Plugs,0.0,,,,+100%
30736,Pugneum Compressor,0.193,+51%,,,
30737,Polarised Timing Loom,0.801,,+36%,+8%,+285%
30738,Pugneum Launch System,0.105,+46%,,,
30739,Pugneum Shell Loader,0.0,,,+6%,
30740,Pugneum Compressor,0.017,,,,+110%
30741,Pugneum Shell Loader,0.196,,,,+217%
30742,Kinetic Timing Loom,0.105,+46%,,,
30743,Kinetic Compressor,0.03,,+36%,,
30744,Kinetic Heat Pump,0.746,+51%,+35%,,+275%
30745,Polarised Gas Expander,0.29,,,,+273%
30746,Kinetic Shell Loader,0.152,,+48%,,
30747,Polarised Launch System,0.158,+49%,,,
30748,Pugneum Coils,0.128,+42%,+41%,,
30749,Unstable Coils,0.0,,,,+100%
30750,Unstable Release Mechanism,0.0,,,+6%,
30751,Polarised Release Mechanism,0.083,,,+7%,
30752,Kinetic Compressor,0.0,+40%,,+6%,
30753,Linear Gas Expander,0.0,,,,+100%
30754,Kinetic Gas Expander,0.281,+56%,,,
30755,Kinetic Heat Pump,0.026,+42%,+33%,,
30756,Kinetic Injector Plugs,0.158,+43%,+39%,+6%,
30757,Linear Timing Loom,0.121,,+45%,,
30758,Linear Compressor,0.298,+57%,,,
30759,Linear Compressor,0.462,+42%,+55%,+8%,
30760,Pugneum Timing Loom,0.576,,+35%,,+299%
30761,Unstable Gas Expander,0.007,,,,+104%
30762,Linear Gas Expander,0.0,,,+6%,
30763,Polarised Injector Plugs,0.015,,,,+109%
30764,Linear Shell Loader,0.273,,+60%,,
30765,Pugneum Shell Loader,0.083,,,+7%,
30766,Unstable Core,0.0,,,+6%,
30767,Kinetic Compressor,0.0,,,+6%,
30768,Polarised Release Mechanism,0.0,+40%,,,
30769,Unstable Release Mechanism,0.055,+46%,,+6%,+106%
30770,Linear Coils,0.0,,,,+100%
30771,Pugneum Injector Plugs,0.202,,+53%,,
30772,Unstable Injector Plugs,0.081,,+41%,,
30773,Unstable Injector Plugs,0.0,,,+6%,
30774,Polarised Compressor,0.298,+57%,,,
30775,Linear Timing Loom,0.14,+48%,,,
30776,Pugneum Compressor,0.049,,,,+129%
30777,Linear Heat Pump,0.0,,,+6%,
30778,Kinetic Core,0.02,,+35%,,
30779,Pugneum Compressor,0.111,,+44%,,
30780,Linear Heat Pump,0.091,,+42%,,
30781,Linear Gas Expander,0.0,+40%,+33%,,+100%
30782,Linear Gas Expander,0.167,,,+8%,
30783,Polarised Gas Expander,0.308,+44%,,,+197%
30784,Polarised Shell Loader,0.051,,+38%,,
30785,Polarised Gas Expander,0.02,,,,+112%
30786,Pugneum Core,0.202,,+53%,,
30787,Kinetic Timing Loom,0.261,,+35%,+6%,+160%
30788,Unstable Release Mechanism,0.501,+59%,+53%,,
30789,Kinetic Injector Plugs,0.0,,,,+100%
30790,Pugneum Heat Pump,0.0,,+33%,,
30791,Pugneum Release Mechanism,0.511,+57%,,+7%,
30792,Kinetic Injector Plugs,0.0,,,+6%,
30793,Linear Shell Loader,0.105,+46%,,,
30794,Linear Launch System,0.0,,,,+100%
30795,Unstable Compressor,0.0,,,+6%,
30796,Unstable Shell Loader,0.316,+58%,,,
30797,Linear Gas Expander,0.0,,,+6%,
30798,Pugneum Compressor,0.0,,,+6%,
30799,Kinetic Coils,0.298,+57%,,,
30800,Polarised Shell Loader,0.0,,,,+100%
30801,Polarised Gas Expander,0.225,+48%,,+6%,
30802,Linear Release Mechanism,0.002,,,,+101%
30803,Unstable Launch System,0.487,+54%,+57%,,
30804,Polarised Compressor,0.0,,,+6%,
30805,Linear Injector Plugs,0.167,,+41%,,+150%
30806,Pugneum Injector Plugs,0.0,,,+6%,
30807,Unstable Core,0.14,+48%,,,
30808,Polarised Injector Plugs,0.035,+42%,,,
30809,Unstable Shell Loader,0.0,,,+6%,
30810,Polarised Heat Pump,0.221,,,+8%,+165%
30811,Linear Shell Loader,0.0,+40%,,,
30812,Linear Gas Expander,0.0,+40%,,,
30813,Unstable Launch System,0.07,+44%,,,
30814,Pugneum Core,0.0,,,+6%,
30815,Linear Coils,0.006,,+35%,,+100%
30816,Kinetic Release Mechanism,0.069,,,,+141%
30817,Pugneum Core,0.101,,+43%,,
30818,Polarised Injector Plugs,0.024,,+33%,+9%,+102%
30819,Linear Coils,0.396,+47%,+57%,,
30820,Pugneum Coils,0.0,,,+6%,
30821,Kinetic Timing Loom,0.0,,,+6%,
30822,Unstable Heat Pump,0.003,,,,+102%
30823,Pugneum Timing Loom,0.0,,,,+100%
30824,Kinetic Core,0.707,,+33%,+7%,+267%
30825,Polarised Release Mechanism,0.0,+40%,,+6%,
30826,Kinetic Heat Pump,0.04,,+37%,,
30827,Kinetic Launch System,0.0,,,+6%,
30828,Pugneum Heat Pump,0.0,,,+6%,
30829,Kinetic Gas Expander,0.0,,,,+100%
30830,Pugneum Timing Loom,0.192,,+52%,,
30831,Unstable Coils,0.14,+48%,,,
30832,Linear Coils,0.0,+40%,,,
30833,Kinetic Gas Expander,0.0,,,+6%,+100%
30834,Unstable Launch System,0.03,,,,+118%
30835,Polarised Coils,0.0,+40%,,,
30836,Unstable Timing Loom,0.083,,,+7%,
30837,Pugneum Compressor,0.083,,,+7%,
30838,Kinetic Timing Loom,0.0,,,,+100%
30839,Linear Compressor,0.496,+58%,,,+244%
30840,Kinetic Heat Pump,0.0,,,+6%,
30841,Polarised Heat Pump,0.0,,,+6%,
30842,Kinetic Coils,0.112,+44%,,+6%,
30843,Kinetic Timing Loom,0.167,,,+8%,
30844,Polarised Core,0.297,+41%,+49%,+6%,
30845,Polarised Heat Pump,0.085,,+56%,,+106%
30846,Pugneum Coils,0.497,+47%,,,+256%
30847,Kinetic Coils,0.167,,,+8%,
30848,Kinetic Heat Pump,0.168,+46%,,+6%,
30849,Pugneum Shell Loader,0.0,,,+6%,
30850,Linear Coils,0.14,+48%,,,
30851,Polarised Launch System,0.169,,+34%,+7%,+138%
30852,Unstable Shell Loader,0.006,,+34%,,+101%
30853,Unstable Shell Loader,0.104,+40%,,,+134%
30854,Pugneum Release Mechanism,0.0,,,,+100%
30855,Kinetic Heat Pump,0.38,+57%,,,+207%
30856,Linear Coils,0.023,,,,+114%
30857,Linear Injector Plugs,0.088,+45%,,,
30858,Unstable Gas Expander,0.037,,,,+122%
30859,Polarised Gas Expander,0.0,+40%,,,
30860,Unstable Timing Loom,0.0,,,+6%,
30861,Pugneum Release Mechanism,0.0,+40%,,+6%,
30862,Unstable Coils,0.361,+59%,+42%,,
30863,Polarised Heat Pump,0.409,+51%,,+9%,
30864,Polarised Compressor,0.067,+42%,,,+120%
30865,Unstable Release Mechanism,0.0,+40%,,+6%,
30866,Linear Timing Loom,0.04,,+37%,,
30867,Pugneum Compressor,0.003,,,,+102%
30868,Pugneum Heat Pump,0.23,+47%,,+7%,
30869,Kinetic Coils,0.088,+45%,,,
30870,Pugneum Heat Pump,0.0,,,+6%,
30871,Linear Launch System,0.276,,+54%,,+175%
30872,Kinetic Heat Pump,0.018,+41%,,,
30873,Linear Coils,0.02,,+35%,,
30874,Kinetic Compressor,0.035,+42%,,,
30875,Linear Launch System,0.0,,,,+100%
30876,Kinetic Core,0.072,+53%,,+8%,+100%
30877,Unstable Shell Loader,0.053,+43%,,,
30878,Polarised Shell Loader,0.0,,,+6%,
30879,Kinetic Coils,0.0,+40%,,,
30880,Pugneum Gas Expander,0.0,,,+6%,
30881,Kinetic Coils,0.528,+40%,+62%,+7%,
30882,Unstable Injector Plugs,0.216,+40%,+50%,,
30883,Unstable Heat Pump,0.02,,+35%,,
30884,Pugneum Injector Plugs,0.076,+40%,+39%,,
30885,Kinetic Gas Expander,0.0,,+33%,+6%,
30886,Unstable Heat Pump,0.172,,+50%,,
30887,Polarised Launch System,0.107,+44%,,,+131%
30888,Linear Injector Plugs,0.088,+45%,,,
30889,Pugneum Timing Loom,0.202,,+53%,,
30890,Kinetic Core,0.182,,+51%,,
30891,Polarised Coils,0.316,+58%,,,
30892,Pugneum Heat Pump,0.0,+40%,+33%,,
30893,Pugneum Shell Loader,0.0,,,,+100%
30894,Polarised Compressor,0.0,,+33%,,
30895,Linear Coils,0.04,,,,+124%
30896,Linear Gas Expander,0.037,,,,+122%
30897,Kinetic Launch System,0.053,+43%,,,
30898,Unstable Release Mechanism,0.486,+48%,+63%,,
30899,Linear Core,0.0,+40%,,,
30900,Unstable Gas Expander,0.073,+46%,+37%,,+108%
30901,Kinetic Launch System,0.02,,+35%,,
30902,Pugneum Coils,0.037,+40%,,,+112%
30903,Unstable Shell Loader,0.07,,+37%,+6%,
30904,Polarised Coils,0.333,,,,+299%
30905,Kinetic Timing Loom,0.533,+59%,,+6%,
30906,Unstable Coils,0.053,+43%,,,
30907,Polarised Shell Loader,0.0,,,,+100%
30908,Linear Core,0.0,,,+6%,
30909,Polarised Heat Pump,0.064,+40%,+38%,,
30910,Linear Coils,0.087,,,,+152%
30911,Kinetic Gas Expander,0.0,,,,+100%
30912,Pugneum Gas Expander,0.018,,,,+111%
30913,Pugneum Launch System,0.0,,,+6%,
30914,Polarised Compressor,0.013,+41%,+33%,,
30915,Pugneum Release Mechanism,0.077,+45%,,+6%,+112%
30916,Pugneum Shell Loader,0.323,,+65%,,
30917,Kinetic Compressor,0.06,,+47%,+6%,+100%
30918,Linear Shell Loader,0.348,+55%,+45%,,
30919,Unstable Injector Plugs,0.033,,,+6%,+110%
30920,Linear Coils,0.535,,+62%,,+257%
30921,Pugneum Release Mechanism,0.141,,+47%,,
30922,Pugneum Compressor,0.283,,+61%,,
30923,Linear Heat Pump,0.158,+49%,,,
30924,Unstable Timing Loom,0.25,,,+9%,
30925,Linear Release Mechanism,0.088,,+38%,+6%,
30926,Linear Release Mechanism,0.214,+58%,,+6%,+129%
30927,Linear Injector Plugs,0.141,,+47%,,
30928,Polarised Release Mechanism,0.0,,+33%,,
30929,Polarised Gas Expander,0.265,,,,+258%
30930,Pugneum Timing Loom,0.0,,,,+100%
30931,Linear Launch System,0.0,,,+6%,
30932,Polarised Core,0.025,,,,+115%
30933,Kinetic Compressor,0.298,+57%,,,
30934,Kinetic Launch System,0.0,+40%,,,
30935,Kinetic Shell Loader,0.0,,,+6%,
30936,Unstable Shell Loader,0.25,,,+9%,
30937,Polarised Injector Plugs,0.044,,+42%,,+106%
30938,Kinetic Shell Loader,0.238,,,,+242%
30939,Polarised Shell Loader,0.193,+48%,+40%,,
30940,Linear Coils,0.083,,,+7%,
30941,Pugneum Heat Pump,0.0,,,,+100%
30942,Kinetic Compressor,0.105,+46%,,,
30943,Pugneum Launch System,0.026,,,+6%,+108%
30944,Unstable Heat Pump,0.003,,,+6%,+101%
30945,Kinetic Release Mechanism,0.194,,+44%,+6%,
30946,Unstable Gas Expander,0.527,,+36%,,+281%
30947,Kinetic Timing Loom,0.0,,,+6%,
30948,Pugneum Gas Expander,0.107,+59%,,+6%,+104%
30949,Pugneum Launch System,0.03,,+36%,,
30950,Linear Core,0.07,+44%,,,
30951,Unstable Release Mechanism,0.116,,,,+169%
30952,Unstable Coils,0.023,,,+6%,+107%
30953,Pugneum Compressor,0.004,+41%,+33%,,+100%
30954,Kinetic Timing Loom,0.49,+54%,,+10%,+190%
30955,Polarised Heat Pump,0.0,+40%,,,
30956,Unstable Injector Plugs,0.0,+40%,,+6%,
30957,Pugneum Injector Plugs,0.013,,,,+108%
30958,Linear Gas Expander,0.0,,,,+100%
30959,Unstable Heat Pump,0.0,,+33%,,
30960,Polarised Core,0.028,+43%,,,+106%
30961,Linear Timing Loom,0.281,+50%,,+6%,
30962,Kinetic Release Mechanism,0.0,+40%,,,+100%
30963,Linear Compressor,0.019,+46%,,,+100%
30964,Linear Core,0.0,,+33%,+6%,
30965,Kinetic Heat Pump,0.232,,+56%,,
30966,Unstable Heat Pump,0.0,,,+6%,
30967,Linear Release Mechanism,0.403,+47%,,,+225%
30968,Pugneum Heat Pump,0.141,+43%,+41%,,
30969,Linear Compressor,0.497,+42%,,,+261%
30970,Kinetic Coils,0.018,,+34%,+6%,
30971,Kinetic Core,0.0,,,,+100%
30972,Kinetic Release Mechanism,0.077,,+44%,+6%,+107%
30973,Pugneum Heat Pump,0.175,+50%,,,
30974,Polarised Heat Pump,0.01,,+34%,,
30975,Polarised Launch System,0.0,,,+6%,
30976,Unstable Coils,0.228,,,,+236%
30977,Kinetic Shell Loader,0.0,+40%,,,
30978,Pugneum Core,0.0,,,,+100%
30979,Linear Injector Plugs,0.0,+40%,,+6%,
30980,Unstable Shell Loader,0.112,,+34%,,+138%
30981,Pugneum Shell Loader,0.123,+47%,,,
30982,Unstable Launch System,0.0,,,,+100%
30983,Kinetic Compressor,0.718,+48%,+34%,,+272%
30984,Kinetic Release Mechanism,0.0,,,+6%,
30985,Pugneum Compressor,0.037,,,,+122%
30986,Unstable Compressor,0.289,,+47%,+8%,
30987,Linear Timing Loom,0.026,+41%,+34%,,
30988,Linear Release Mechanism,0.0,,,+6%,
30989,Polarised Shell Loader,0.162,,+49%,,
30990,Unstable Injector Plugs,0.034,,,,+120%
30991,Linear Coils,0.497,,+52%,,+254%
30992,Unstable Compressor,0.042,,,,+125%
30993,Kinetic Core,0.193,+51%,,,
30994,Kinetic Core,0.021,+41%,,,+106%
30995,Kinetic Launch System,0.018,+41%,+33%,+6%,
30996,Linear Coils,0.334,+51%,+48%,,
30997,Unstable Launch System,0.0,,,,+100%
30998,Polarised Coils,0.02,,+35%,,
30999,Linear Shell Loader,0.199,,+57%,,+145%
31000,Unstable Coils,0.056,+42%,,+6%,
31001,Kinetic Compressor,0.458,,+59%,+6%,
31002,Kinetic Release Mechanism,0.168,,,,+200%
31003,Kinetic Injector Plugs,0.25,,,+9%,
31004,Unstable Release Mechanism,0.003,,+34%,,+100%
31005,Polarised Heat Pump,0.0,,,,+100%
31006,Kinetic Timing Loom,0.0,+40%,,+6%,
31007,Linear Heat Pump,0.44,,+58%,+6%,
31008,Kinetic Launch System,0.051,,+38%,,
31009,Unstable Launch System,0.0,,,,+100%
31010,Linear Core,0.191,,+42%,+7%,+135%
31011,Linear Injector Plugs,0.283,,+61%,,
31012,Linear Timing Loom,0.172,,+50%,,
31013,Unstable Heat Pump,0.353,+49%,,+9%,
31014,Polarised Release Mechanism,0.0,,,,+100%
31015,Linear Core,0.409,+48%,+57%,,
31016,Polarised Gas Expander,0.0,,,+6%,
31017,Linear Heat Pump,0.081,,+41%,,
31018,Linear Core,0.105,+46%,,,
31019,Unstable Shell Loader,0.192,,+52%,,
31020,Pugneum Launch System,0.057,,,,+134%
31021,Kinetic Shell Loader,0.056,+42%,,+6%,
31022,Linear Compressor,0.02,,,,+112%
31023,Polarised Core,0.477,+57%,,+6%,
31024,Linear Injector Plugs,0.732,+59%,,+6%,+244%
31025,Linear Core,0.071,,+40%,,
31026,Polarised Coils,0.067,+40%,,+8%,
31027,Linear Release Mechanism,0.294,,+62%,,+173%
31028,Unstable Shell Loader,0.193,+51%,,,
31029,Kinetic Core,0.0,,,+6%,
31030,Pugneum Injector Plugs,0.293,,+62%,,
31031,Linear Shell Loader,0.0,,,,+100%
31032,Linear Heat Pump,0.03,,+34%,+6%,+106%
31033,Kinetic Heat Pump,0.333,,,+10%,
31034,Unstable Release Mechanism,0.516,+56%,,+8%,
31035,Unstable Release Mechanism,0.02,,+35%,,
31036,Polarised Timing Loom,0.0,+40%,,+6%,
31037,Linear Timing Loom,0.002,,,,+101%
31038,Polarised Coils,0.764,+41%,+34%,,+291%
31039,Pugneum Core,0.0,,,+6%,
31040,Pugneum Gas Expander,0.041,,+47%,,+100%
31041,Linear Gas Expander,0.0,,,,+100%
31042,Pugneum Compressor,0.131,,+46%,,
31043,Linear Timing Loom,0.0,,+33%,,
31044,Linear Release Mechanism,0.275,+44%,,,+186%
31045,Pugneum Coils,0.751,,+52%,+6%,+259%
31046,Kinetic Compressor,0.035,+42%,,,
31047,Kinetic Coils,0.158,+49%,,,
31048,Pugneum Gas Expander,0.02,,,,+112%
31049,Pugneum Core,0.0,,,+6%,+100%
31050,Polarised Shell Loader,0.0,,,,+100%
31051,Linear Coils,0.074,,,,+144%
31052,Linear Core,0.0,+40%,+33%,,
31053,Kinetic Shell Loader,0.027,,,,+116%
31054,Pugneum Heat Pump,0.193,+51%,,,
31055,Pugneum Shell Loader,0.131,,+46%,,
31056,Pugneum Coils,0.023,+43%,,+6%,+102%
31057,Unstable Release Mechanism,0.0,,,+6%,
31058,Linear Injector Plugs,0.035,+42%,,,
31059,Linear Heat Pump,0.281,+56%,,,
31060,Kinetic Shell Loader,0.0,,,,+100%
31061,Linear Shell Loader,0.02,,+35%,,
31062,Pugneum Timing Loom,0.0,,,+6%,
31063,Linear Core,0.0,,,+6%,+100%
31064,Linear Injector Plugs,0.303,,+63%,,
31065,Kinetic Injector Plugs,0.263,,+59%,,
31066,Polarised Compressor,0.053,+43%,,,
31067,Linear Release Mechanism,0.25,,,+9%,
31068,Polarised Coils,0.03,,,,+118%
31069,Unstable Gas Expander,0.0,,,+6%,
31070,Linear Launch System,0.333,,+66%,,
31071,Pugneum Heat Pump,0.202,,+53%,,
31072,Kinetic Launch System,0.168,,,,+200%
31073,Pugneum Injector Plugs,0.14,+41%,+40%,+6%,
31074,Polarised Heat Pump,0.226,+41%,,,+173%
31075,Unstable Timing Loom,0.02,,+35%,,
31076,Linear Launch System,0.092,+42%,,,+128%
31077,Unstable Heat Pump,0.084,+43%,,+6%,
31078,Pugneum Core,0.0,+40%,,+6%,
31079,Polarised Shell Loader,0.423,,+57%,+6%,
31080,Kinetic Heat Pump,0.154,+47%,+57%,,+107%
31081,Unstable Injector Plugs,0.141,,+41%,+6%,
31082,Unstable Compressor,0.358,,+34%,,+224%
31083,Linear Gas Expander,0.182,,+51%,,
31084,Pugneum Injector Plugs,0.053,+43%,,,
31085,Linear Release Mechanism,0.722,+56%,+58%,+6%,
31086,Pugneum Release Mechanism,0.013,,,,+108%
31087,Linear Heat Pump,0.126,+44%,,+6%,+124%
31088,Linear Release Mechanism,0.201,,,,+220%
31089,Unstable Gas Expander,0.0,,,,+100%
31090,Kinetic Launch System,0.167,,,+8%,
31091,Linear Coils,0.109,+40%,+58%,,+102%
31092,Pugneum Heat Pump,0.0,,,,+100%
31093,Kinetic Release Mechanism,0.175,+50%,,,
31094,Kinetic Compressor,0.121,,+45%,,
31095,Kinetic Heat Pump,0.016,,,+6%,+105%
31096,Kinetic Release Mechanism,0.444,,+57%,+7%,
31097,Kinetic Injector Plugs,0.156,,+41%,+6%,+129%
31098,Polarised Core,0.316,+58%,,,
31099,Kinetic Timing Loom,0.0,,,+6%,
31100,Polarised Injector Plugs,0.021,+40%,,,+107%
31101,Unstable Compressor,0.0,,,+6%,
31102,Linear Core,0.0,,,,+100%
31103,Pugneum Injector Plugs,0.0,,,+6%,
31104,Polarised Injector Plugs,0.027,,,,+116%
31105,Polarised Core,0.322,+55%,,,+190%
31106,Kinetic Shell Loader,0.081,,+41%,,
31107,Kinetic Release Mechanism,0.0,+40%,,,
31108,Kinetic Compressor,0.0,,,+6%,
31109,Polarised Heat Pump,0.0,,,+6%,
31110,Pugneum Launch System,0.0,,,+6%,
31111,Linear Launch System,0.161,,,,+196%
31112,Unstable Heat Pump,0.543,,,+6%,+266%
31113,Kinetic Gas Expander,0.313,,+64%,,
31114,Unstable Gas Expander,0.121,,,,+172%
31115,Kinetic Timing Loom,0.063,,+34%,+6%,+114%
31116,Unstable Shell Loader,0.01,,,,+106%
31117,Pugneum Core,0.051,,+38%,,
31118,Pugneum Injector Plugs,0.0,+40%,,,
31119,Linear Heat Pump,0.0,,,,+100%
31120,Pugneum Core,0.07,+44%,,,
31121,Pugneum Gas Expander,0.0,,,,+100%
31122,Kinetic Core,0.035,+42%,,,
31123,Polarised Coils,0.0,+40%,,,
31124,Pugneum Launch System,0.01,,+34%,,
31125,Kinetic Gas Expander,0.472,+46%,+64%,,
31126,Pugneum Gas Expander,0.105,+46%,,,
31127,Polarised Shell Loader,0.298,+57%,,,
31128,Unstable Launch System,0.345,+47%,+53%,,
31129,Kinetic Timing Loom,0.02,,+35%,,
31130,Polarised Heat Pump,0.081,,+41%,,
31131,Linear Core,0.0,,,+6%,
31132,Kinetic Compressor,0.295,+40%,+58%,,+149%
31133,Polarised Injector Plugs,0.16,+48%,+34%,+6%,
31134,Pugneum Core,0.267,+40%,+54%,,
31135,Polarised Launch System,0.101,,+43%,,
31136,Polarised Core,0.02,,+35%,,
31137,Kinetic Heat Pump,0.0,,,+6%,
31138,Linear Injector Plugs,0.242,,+57%,,
31139,Pugneum Compressor,0.018,,,,+111%
31140,Kinetic Injector Plugs,0.196,+47%,,+6%,
31141,Linear Heat Pump,0.018,+41%,,,
31142,Unstable Injector Plugs,0.083,,,+7%,
31143,Linear Coils,0.151,,,,+190%
31144,Linear Timing Loom,0.037,,,,+122%
31145,Unstable Gas Expander,0.0,,,+6%,
31146,Polarised Release Mechanism,0.141,,+41%,+6%,
31147,Linear Gas Expander,0.168,+46%,,+6%,
31148,Unstable Release Mechanism,0.0,,,+6%,
31149,Polarised Heat Pump,0.0,,,,+100%
31150,Kinetic Injector Plugs,0.303,,,,+281%
31151,Unstable Heat Pump,0.0,,,,+100%
31152,Kinetic Gas Expander,0.083,+42%,,,+125%
31153,Polarised Core,0.096,,+49%,,+117%
31154,Pugneum Launch System,0.0,,,,+100%
31155,Unstable Shell Loader,0.043,+40%,,,+114%
31156,Linear Timing Loom,0.105,+46%,,,
31157,Pugneum Heat Pump,0.333,+59%,,,
31158,Polarised Core,0.182,,+51%,,
31159,Linear Heat Pump,0.121,,+45%,,
31160,Kinetic Release Mechanism,0.192,,+52%,,
31161,Linear Core,0.263,,+59%,,
31162,Unstable Shell Loader,0.259,+58%,+35%,,
31163,Polarised Launch System,0.306,+42%,+55%,,
31164,Polarised Timing Loom,0.298,+57%,,,
31165,Unstable Coils,0.143,,+49%,+8%,+115%
31166,Kinetic Compressor,0.0,,,,+100%
31167,Kinetic Release Mechanism,0.003,,,,+102%
31168,Unstable Shell Loader,0.009,,+36%,,+100%
31169,Unstable Timing Loom,0.281,+56%,,,
31170,Pugneum Gas Expander,0.135,,+35%,+6%,+130%
31171,Unstable Timing Loom,0.175,+50%,,,
31172,Polarised Timing Loom,0.211,+52%,,,
31173,Unstable Release Mechanism,0.012,,,,+107%
31174,Kinetic Compressor,0.065,,,+6%,+120%
31175,Pugneum Release Mechanism,0.04,,+37%,,
