Seed	Name	Perfection	Weapon_Laser_Damage	Weapon_Laser_ChargeTime
18947	Plasma Stabiliser	0.6	+3%	-12%
18948	Superconductive Mass Chamber	0.55	+3%	-11%
18949	Parallel Generator Unit	0.6	+3%	-12%
18950	Parallel Plating	0.65	+3%	-13%
18951	Superconductive Mass Chamber	0.55	+3%	-11%
18952	Superb Stabiliser	0.65	+3%	-13%
18953	Superb Accelerator	0.95	+3%	-19%
18954	Emeril Generator Unit	0.95	+3%	-19%
18955	Superconductive Injectors	0.55	+3%	-11%
18956	Parallel Mass Chamber	0.55	+3%	-11%
18957	Plasma Stabiliser	0.75	+3%	-15%
18958	Superb Injectors	0.55	+3%	-11%
18959	Superb Stabiliser	0.55	+3%	-11%
18960	Emeril Recycler	0.55	+3%	-11%
18961	Superb Recycler	0.6	+3%	-12%
18962	Plasma Magnets	0.65	+3%	-13%
18963	Parallel Plating	0.55	+3%	-11%
18964	Parallel Accelerator	0.55	+3%	-11%
18965	Superconductive Generator Unit	0.8	+3%	-16%
18966	Superb Capacitors	0.55	+3%	-11%
18967	Plasma Injectors	0.55	+3%	-11%
18968	Plasma Magnets	0.55	+3%	-11%
18969	Superb Core	0.65	+3%	-13%
18970	Plasma Generator Unit	0.55	+3%	-11%
18971	Plasma Core	0.55	+3%	-11%
18972	Plasma Capacitors	0.55	+3%	-11%
18973	Parallel Magnets	0.6	+3%	-12%
18974	Superb Recycler	1.0	+3%	-20%
18975	Parallel Magnets	0.65	+3%	-13%
18976	Superb Plating	0.55	+3%	-11%
18977	Superb Generator Unit	0.55	+3%	-11%
18978	Parallel Stabiliser	0.55	+3%	-11%
18979	Superb Accelerator	0.65	+3%	-13%
18980	Superb Accelerator	0.85	+3%	-17%
18981	Superb Plating	0.55	+3%	-11%
18982	Plasma Mass Chamber	0.6	+3%	-12%
18983	Parallel Stabiliser	0.55	+3%	-11%
18984	Parallel Generator Unit	0.55	+3%	-11%
18985	Plasma Accelerator	0.55	+3%	-11%
18986	Emeril Accelerator	0.55	+3%	-11%
18987	Plasma Injectors	0.55	+3%	-11%
18988	Superconductive Injectors	0.55	+3%	-11%
18989	Emeril Generator Unit	0.55	+3%	-11%
18990	Parallel Recycler	0.55	+3%	-11%
18991	Parallel Generator Unit	0.85	+3%	-17%
18992	Superb Stabiliser	0.55	+3%	-11%
18993	Emeril Injectors	0.7	+3%	-14%
18994	Superb Plating	0.55	+3%	-11%
18995	Parallel Capacitors	0.55	+3%	-11%
18996	Emeril Injectors	0.55	+3%	-11%
18997	Parallel Core	0.55	+3%	-11%
18998	Parallel Generator Unit	0.85	+3%	-17%
18999	Plasma Stabiliser	0.65	+3%	-13%
19000	Emeril Injectors	0.55	+3%	-11%
19001	Plasma Plating	0.55	+3%	-11%
19002	Parallel Recycler	0.6	+3%	-12%
19003	Parallel Generator Unit	0.55	+3%	-11%
19004	Emeril Stabiliser	0.55	+3%	-11%
19005	Superb Accelerator	0.55	+3%	-11%
19006	Superb Capacitors	0.55	+3%	-11%
19007	Plasma Injectors	0.55	+3%	-11%
19008	Emeril Core	0.55	+3%	-11%
19009	Superb Stabiliser	0.85	+3%	-17%
19010	Superconductive Capacitors	0.55	+3%	-11%
19011	Superb Injectors	0.55	+3%	-11%
19012	Plasma Stabiliser	0.55	+3%	-11%
19013	Superconductive Mass Chamber	0.55	+3%	-11%
19014	Parallel Accelerator	0.6	+3%	-12%
19015	Plasma Mass Chamber	0.55	+3%	-11%
19016	Superb Plating	0.6	+3%	-12%
19017	Emeril Magnets	0.55	+3%	-11%
19018	Emeril Mass Chamber	0.55	+3%	-11%
19019	Superconductive Plating	0.55	+3%	-11%
19020	Plasma Magnets	0.55	+3%	-11%
19021	Plasma Core	0.55	+3%	-11%
19022	Plasma Capacitors	0.55	+3%	-11%
19023	Parallel Generator Unit	0.55	+3%	-11%
19024	Superb Accelerator	1.0	+3%	-20%
19025	Plasma Recycler	0.55	+3%	-11%
19026	Parallel Core	0.55	+3%	-11%
19027	Parallel Generator Unit	0.55	+3%	-11%
19028	Superb Accelerator	0.55	+3%	-11%
19029	Superconductive Stabiliser	0.75	+3%	-15%
19030	Superb Mass Chamber	0.85	+3%	-17%
19031	Superb Plating	0.55	+3%	-11%
19032	Parallel Magnets	0.55	+3%	-11%
19033	Parallel Stabiliser	0.65	+3%	-13%
19034	Plasma Stabiliser	0.55	+3%	-11%
19035	Superconductive Mass Chamber	0.55	+3%	-11%
19036	Plasma Generator Unit	0.55	+3%	-11%
19037	Parallel Magnets	0.55	+3%	-11%
19038	Parallel Accelerator	0.55	+3%	-11%
19039	Parallel Magnets	0.55	+3%	-11%
19040	Plasma Magnets	0.6	+3%	-12%
19041	Superb Accelerator	1.0	+3%	-20%
19042	Emeril Generator Unit	0.55	+3%	-11%
19043	Emeril Generator Unit	0.55	+3%	-11%
19044	Superconductive Generator Unit	0.55	+3%	-11%
19045	Plasma Core	0.55	+3%	-11%
19046	Superconductive Capacitors	0.6	+3%	-12%
19047	Parallel Capacitors	0.75	+3%	-15%
19048	Parallel Core	0.6	+3%	-12%
19049	Plasma Core	0.65	+3%	-13%
19050	Plasma Core	0.55	+3%	-11%
19051	Emeril Accelerator	0.55	+3%	-11%
19052	Plasma Recycler	0.7	+3%	-14%
19053	Plasma Core	0.85	+3%	-17%
19054	Superconductive Stabiliser	0.55	+3%	-11%
19055	Emeril Injectors	0.8	+3%	-16%
19056	Superconductive Injectors	0.55	+3%	-11%
19057	Emeril Plating	0.55	+3%	-11%
19058	Plasma Plating	0.55	+3%	-11%
19059	Superb Plating	0.55	+3%	-11%
19060	Parallel Core	0.55	+3%	-11%
19061	Superb Accelerator	0.55	+3%	-11%
19062	Plasma Accelerator	0.55	+3%	-11%
19063	Plasma Accelerator	0.55	+3%	-11%
19064	Superb Capacitors	0.55	+3%	-11%
19065	Plasma Plating	0.8	+3%	-16%
19066	Emeril Mass Chamber	0.55	+3%	-11%
19067	Plasma Stabiliser	0.55	+3%	-11%
19068	Emeril Magnets	0.8	+3%	-16%
19069	Emeril Plating	0.55	+3%	-11%
19070	Superb Core	0.55	+3%	-11%
19071	Emeril Recycler	0.55	+3%	-11%
19072	Superb Injectors	0.9	+3%	-18%
19073	Emeril Generator Unit	0.55	+3%	-11%
19074	Superconductive Recycler	0.55	+3%	-11%
19075	Plasma Core	0.55	+3%	-11%
19076	Plasma Mass Chamber	0.55	+3%	-11%
19077	Superconductive Magnets	0.55	+3%	-11%
19078	Plasma Recycler	0.7	+3%	-14%
19079	Parallel Mass Chamber	0.85	+3%	-17%
19080	Superconductive Injectors	0.55	+3%	-11%
19081	Superconductive Accelerator	0.55	+3%	-11%
19082	Superb Plating	0.6	+3%	-12%
19083	Superconductive Injectors	0.6	+3%	-12%
19084	Plasma Generator Unit	0.55	+3%	-11%
19085	Plasma Magnets	0.55	+3%	-11%
19086	Plasma Stabiliser	0.55	+3%	-11%
19087	Plasma Core	0.55	+3%	-11%
19088	Parallel Recycler	0.55	+3%	-11%
19089	Emeril Core	1.0	+3%	-20%
19090	Parallel Capacitors	0.7	+3%	-14%
19091	Parallel Mass Chamber	0.55	+3%	-11%
19092	Emeril Recycler	0.55	+3%	-11%
19093	Emeril Accelerator	0.55	+3%	-11%
19094	Superconductive Core	0.95	+3%	-19%
19095	Plasma Core	0.7	+3%	-14%
19096	Plasma Capacitors	0.85	+3%	-17%
19097	Emeril Core	0.55	+3%	-11%
19098	Superconductive Accelerator	0.7	+3%	-14%
19099	Plasma Stabiliser	0.95	+3%	-19%
19100	Plasma Injectors	0.55	+3%	-11%
19101	Superb Stabiliser	0.55	+3%	-11%
19102	Parallel Generator Unit	0.55	+3%	-11%
19103	Emeril Plating	0.65	+3%	-13%
19104	Plasma Magnets	0.55	+3%	-11%
19105	Parallel Accelerator	0.8	+3%	-16%
19106	Superb Mass Chamber	0.55	+3%	-11%
19107	Superconductive Plating	0.55	+3%	-11%
19108	Emeril Magnets	0.8	+3%	-16%
19109	Parallel Capacitors	0.55	+3%	-11%
19110	Superconductive Injectors	0.55	+3%	-11%
19111	Emeril Mass Chamber	0.55	+3%	-11%
19112	Plasma Recycler	0.55	+3%	-11%
19113	Superb Generator Unit	0.55	+3%	-11%
19114	Plasma Injectors	0.55	+3%	-11%
19115	Plasma Plating	0.8	+3%	-16%
19116	Plasma Accelerator	0.6	+3%	-12%
19117	Parallel Magnets	0.6	+3%	-12%
19118	Plasma Core	0.7	+3%	-14%
19119	Emeril Plating	0.55	+3%	-11%
19120	Superconductive Recycler	0.65	+3%	-13%
19121	Parallel Recycler	0.55	+3%	-11%
19122	Superb Recycler	1.0	+3%	-20%
19123	Emeril Injectors	0.95	+3%	-19%
19124	Superconductive Stabiliser	0.55	+3%	-11%
19125	Plasma Accelerator	0.55	+3%	-11%
19126	Superconductive Accelerator	0.55	+3%	-11%
19127	Superb Capacitors	0.55	+3%	-11%
19128	Superb Recycler	0.6	+3%	-12%
19129	Plasma Mass Chamber	0.6	+3%	-12%
19130	Superconductive Accelerator	0.55	+3%	-11%
19131	Plasma Injectors	0.75	+3%	-15%
19132	Superconductive Magnets	0.6	+3%	-12%
19133	Superb Mass Chamber	0.8	+3%	-16%
19134	Superconductive Accelerator	0.55	+3%	-11%
19135	Emeril Stabiliser	0.6	+3%	-12%
19136	Emeril Generator Unit	0.55	+3%	-11%
19137	Superconductive Core	0.55	+3%	-11%
19138	Superconductive Recycler	0.55	+3%	-11%
19139	Superb Core	0.65	+3%	-13%
19140	Parallel Magnets	0.8	+3%	-16%
19141	Superb Accelerator	0.55	+3%	-11%
19142	Superconductive Generator Unit	0.55	+3%	-11%
19143	Superb Accelerator	0.85	+3%	-17%
19144	Emeril Recycler	0.65	+3%	-13%
19145	Superconductive Core	0.55	+3%	-11%
19146	Superconductive Mass Chamber	0.55	+3%	-11%
19147	Plasma Generator Unit	0.7	+3%	-14%
19148	Superconductive Magnets	0.55	+3%	-11%
19149	Emeril Injectors	0.6	+3%	-12%
19150	Plasma Injectors	0.6	+3%	-12%
19151	Plasma Generator Unit	0.55	+3%	-11%
19152	Emeril Recycler	0.75	+3%	-15%
19153	Superb Plating	0.55	+3%	-11%
19154	Emeril Plating	0.55	+3%	-11%
19155	Superb Core	0.55	+3%	-11%
19156	Superb Magnets	0.6	+3%	-12%
19157	Plasma Core	0.55	+3%	-11%
19158	Plasma Mass Chamber	0.7	+3%	-14%
19159	Parallel Generator Unit	0.55	+3%	-11%
19160	Plasma Mass Chamber	0.55	+3%	-11%
19161	Parallel Recycler	0.55	+3%	-11%
19162	Plasma Recycler	0.55	+3%	-11%
19163	Plasma Generator Unit	0.6	+3%	-12%
19164	Parallel Capacitors	0.55	+3%	-11%
19165	Superconductive Capacitors	0.55	+3%	-11%
19166	Emeril Mass Chamber	0.55	+3%	-11%
19167	Superb Core	0.55	+3%	-11%
19168	Superconductive Generator Unit	0.7	+3%	-14%
19169	Superconductive Generator Unit	0.55	+3%	-11%
19170	Emeril Stabiliser	0.55	+3%	-11%
19171	Plasma Recycler	0.55	+3%	-11%
19172	Plasma Mass Chamber	0.95	+3%	-19%
19173	Superconductive Mass Chamber	0.55	+3%	-11%
19174	Plasma Recycler	0.55	+3%	-11%
19175	Plasma Plating	0.65	+3%	-13%
19176	Superb Mass Chamber	0.55	+3%	-11%
19177	Superconductive Mass Chamber	0.7	+3%	-14%
19178	Superb Plating	0.55	+3%	-11%
19179	Superconductive Capacitors	0.55	+3%	-11%
19180	Superconductive Recycler	0.55	+3%	-11%
19181	Parallel Stabiliser	0.55	+3%	-11%
19182	Superconductive Recycler	0.55	+3%	-11%
19183	Emeril Recycler	0.55	+3%	-11%
19184	Superconductive Plating	0.7	+3%	-14%
19185	Superconductive Generator Unit	0.65	+3%	-13%
19186	Superconductive Plating	0.55	+3%	-11%
19187	Superconductive Capacitors	0.55	+3%	-11%
19188	Plasma Recycler	0.55	+3%	-11%
19189	Superb Generator Unit	0.55	+3%	-11%
19190	Superb Core	0.6	+3%	-12%
19191	Superb Generator Unit	0.55	+3%	-11%
19192	Superconductive Injectors	1.0	+3%	-20%
19193	Plasma Mass Chamber	0.55	+3%	-11%
19194	Parallel Recycler	0.55	+3%	-11%
19195	Superb Stabiliser	0.55	+3%	-11%
19196	Plasma Magnets	0.55	+3%	-11%
19197	Superb Mass Chamber	0.55	+3%	-11%
19198	Emeril Capacitors	0.55	+3%	-11%
19199	Superb Mass Chamber	0.55	+3%	-11%
19200	Superconductive Stabiliser	0.55	+3%	-11%
19201	Plasma Mass Chamber	0.6	+3%	-12%
19202	Emeril Mass Chamber	0.55	+3%	-11%
19203	Superb Accelerator	0.75	+3%	-15%
19204	Emeril Injectors	0.55	+3%	-11%
19205	Parallel Plating	0.55	+3%	-11%
19206	Parallel Accelerator	0.55	+3%	-11%
19207	Superb Recycler	0.55	+3%	-11%
19208	Plasma Injectors	0.55	+3%	-11%
19209	Emeril Injectors	0.55	+3%	-11%
19210	Emeril Accelerator	0.55	+3%	-11%
19211	Plasma Generator Unit	0.55	+3%	-11%
19212	Parallel Accelerator	0.55	+3%	-11%
19213	Parallel Generator Unit	0.55	+3%	-11%
19214	Emeril Mass Chamber	0.55	+3%	-11%
19215	Emeril Magnets	0.55	+3%	-11%
19216	Plasma Injectors	1.0	+3%	-20%
19217	Superb Core	0.85	+3%	-17%
19218	Superconductive Plating	0.55	+3%	-11%
19219	Superconductive Recycler	0.55	+3%	-11%
19220	Emeril Recycler	0.55	+3%	-11%
19221	Plasma Magnets	0.6	+3%	-12%
19222	Emeril Stabiliser	0.55	+3%	-11%
19223	Plasma Core	0.55	+3%	-11%
19224	Plasma Core	0.55	+3%	-11%
19225	Plasma Stabiliser	0.85	+3%	-17%
19226	Emeril Generator Unit	0.55	+3%	-11%
19227	Superb Generator Unit	0.7	+3%	-14%
19228	Plasma Accelerator	0.55	+3%	-11%
19229	Superb Mass Chamber	0.7	+3%	-14%
19230	Emeril Injectors	0.55	+3%	-11%
19231	Superconductive Generator Unit	0.55	+3%	-11%
19232	Plasma Magnets	0.9	+3%	-18%
19233	Plasma Recycler	0.55	+3%	-11%
19234	Superconductive Magnets	0.55	+3%	-11%
19235	Plasma Magnets	0.55	+3%	-11%
19236	Plasma Plating	0.55	+3%	-11%
19237	Superb Injectors	0.65	+3%	-13%
19238	Superconductive Injectors	0.55	+3%	-11%
19239	Emeril Capacitors	0.55	+3%	-11%
19240	Plasma Generator Unit	0.6	+3%	-12%
19241	Superconductive Mass Chamber	0.55	+3%	-11%
19242	Emeril Magnets	0.6	+3%	-12%
19243	Superconductive Recycler	0.55	+3%	-11%
19244	Plasma Magnets	0.55	+3%	-11%
19245	Superb Injectors	0.65	+3%	-13%
19246	Superb Generator Unit	0.55	+3%	-11%
19247	Emeril Plating	0.55	+3%	-11%
19248	Superconductive Stabiliser	0.75	+3%	-15%
19249	Superb Core	0.65	+3%	-13%
19250	Parallel Plating	0.8	+3%	-16%
19251	Emeril Accelerator	0.55	+3%	-11%
19252	Plasma Recycler	0.55	+3%	-11%
19253	Superb Mass Chamber	0.55	+3%	-11%
19254	Plasma Accelerator	0.55	+3%	-11%
19255	Parallel Plating	0.55	+3%	-11%
19256	Emeril Capacitors	0.55	+3%	-11%
19257	Plasma Core	0.6	+3%	-12%
19258	Plasma Generator Unit	0.55	+3%	-11%
19259	Superconductive Capacitors	0.55	+3%	-11%
19260	Superconductive Accelerator	0.85	+3%	-17%
19261	Emeril Magnets	0.55	+3%	-11%
19262	Superconductive Magnets	0.55	+3%	-11%
19263	Parallel Stabiliser	0.55	+3%	-11%
19264	Parallel Recycler	0.6	+3%	-12%
19265	Parallel Plating	0.6	+3%	-12%
19266	Superb Injectors	0.55	+3%	-11%
19267	Plasma Plating	0.55	+3%	-11%
19268	Superconductive Plating	0.55	+3%	-11%
19269	Plasma Accelerator	0.55	+3%	-11%
19270	Emeril Accelerator	0.55	+3%	-11%
19271	Superconductive Core	0.55	+3%	-11%
19272	Plasma Recycler	0.9	+3%	-18%
19273	Superconductive Capacitors	0.55	+3%	-11%
19274	Superb Magnets	0.8	+3%	-16%
19275	Plasma Recycler	0.55	+3%	-11%
19276	Parallel Recycler	0.55	+3%	-11%
19277	Parallel Recycler	0.55	+3%	-11%
19278	Superb Generator Unit	0.8	+3%	-16%
19279	Superb Capacitors	0.55	+3%	-11%
19280	Parallel Accelerator	0.55	+3%	-11%
19281	Superconductive Recycler	0.65	+3%	-13%
19282	Superb Magnets	0.55	+3%	-11%
19283	Superb Injectors	0.55	+3%	-11%
19284	Superb Plating	0.75	+3%	-15%
19285	Plasma Accelerator	0.6	+3%	-12%
19286	Superconductive Generator Unit	0.55	+3%	-11%
19287	Plasma Mass Chamber	0.6	+3%	-12%
19288	Superconductive Magnets	0.6	+3%	-12%
19289	Parallel Magnets	0.9	+3%	-18%
19290	Emeril Plating	0.6	+3%	-12%
19291	Emeril Magnets	0.55	+3%	-11%
19292	Emeril Core	0.55	+3%	-11%
19293	Parallel Magnets	0.7	+3%	-14%
19294	Parallel Generator Unit	0.6	+3%	-12%
19295	Parallel Mass Chamber	0.55	+3%	-11%
19296	Parallel Plating	0.55	+3%	-11%
19297	Emeril Injectors	0.55	+3%	-11%
19298	Plasma Generator Unit	0.55	+3%	-11%
19299	Parallel Core	0.55	+3%	-11%
19300	Parallel Generator Unit	0.55	+3%	-11%
19301	Parallel Recycler	0.55	+3%	-11%
19302	Parallel Magnets	0.6	+3%	-12%
19303	Emeril Recycler	0.9	+3%	-18%
19304	Plasma Core	0.55	+3%	-11%
19305	Emeril Stabiliser	0.55	+3%	-11%
19306	Superb Generator Unit	0.55	+3%	-11%
19307	Emeril Accelerator	0.55	+3%	-11%
19308	Superb Magnets	0.65	+3%	-13%
19309	Parallel Plating	0.55	+3%	-11%
19310	Plasma Mass Chamber	0.55	+3%	-11%
19311	Superb Core	0.55	+3%	-11%
19312	Superb Capacitors	0.55	+3%	-11%
19313	Emeril Plating	0.55	+3%	-11%
19314	Parallel Magnets	0.75	+3%	-15%
19315	Plasma Stabiliser	0.55	+3%	-11%
19316	Superb Capacitors	0.85	+3%	-17%
19317	Superb Stabiliser	0.55	+3%	-11%
19318	Superconductive Magnets	0.55	+3%	-11%
19319	Emeril Accelerator	0.55	+3%	-11%
19320	Superconductive Magnets	1.0	+3%	-20%
19321	Superb Magnets	0.8	+3%	-16%
19322	Superb Core	0.55	+3%	-11%
19323	Parallel Plating	0.55	+3%	-11%
19324	Superconductive Magnets	0.55	+3%	-11%
19325	Superconductive Capacitors	0.55	+3%	-11%
19326	Superb Mass Chamber	0.55	+3%	-11%
19327	Superconductive Accelerator	0.55	+3%	-11%
19328	Superb Plating	0.55	+3%	-11%
19329	Superb Capacitors	0.55	+3%	-11%
19330	Plasma Recycler	0.55	+3%	-11%
19331	Plasma Recycler	0.55	+3%	-11%
19332	Superconductive Plating	0.55	+3%	-11%
19333	Plasma Mass Chamber	0.55	+3%	-11%
19334	Superconductive Recycler	0.8	+3%	-16%
19335	Emeril Mass Chamber	0.55	+3%	-11%
19336	Plasma Capacitors	0.55	+3%	-11%
19337	Emeril Core	0.55	+3%	-11%
19338	Plasma Injectors	0.95	+3%	-19%
19339	Superb Mass Chamber	0.55	+3%	-11%
19340	Parallel Plating	0.6	+3%	-12%
19341	Plasma Plating	0.55	+3%	-11%
19342	Superb Generator Unit	0.55	+3%	-11%
19343	Superconductive Capacitors	0.65	+3%	-13%
19344	Emeril Injectors	0.55	+3%	-11%
19345	Plasma Injectors	0.95	+3%	-19%
19346	Plasma Generator Unit	0.55	+3%	-11%
19347	Plasma Generator Unit	0.55	+3%	-11%
19348	Superconductive Plating	0.55	+3%	-11%
19349	Plasma Core	0.55	+3%	-11%
19350	Parallel Plating	0.55	+3%	-11%
19351	Superconductive Stabiliser	0.9	+3%	-18%
19352	Plasma Capacitors	0.55	+3%	-11%
19353	Parallel Recycler	0.6	+3%	-12%
19354	Plasma Generator Unit	0.6	+3%	-12%
19355	Plasma Stabiliser	0.55	+3%	-11%
19356	Emeril Generator Unit	0.6	+3%	-12%
19357	Superconductive Generator Unit	0.7	+3%	-14%
19358	Plasma Plating	0.55	+3%	-11%
19359	Plasma Core	0.55	+3%	-11%
19360	Plasma Accelerator	0.55	+3%	-11%
19361	Plasma Capacitors	0.65	+3%	-13%
19362	Superconductive Plating	0.8	+3%	-16%
19363	Emeril Core	0.55	+3%	-11%
19364	Superconductive Stabiliser	0.55	+3%	-11%
19365	Superconductive Magnets	0.55	+3%	-11%
19366	Parallel Stabiliser	0.55	+3%	-11%
19367	Superconductive Generator Unit	0.55	+3%	-11%
19368	Plasma Recycler	0.55	+3%	-11%
19369	Superconductive Accelerator	0.55	+3%	-11%
19370	Superb Mass Chamber	0.6	+3%	-12%
19371	Superconductive Stabiliser	0.55	+3%	-11%
19372	Plasma Core	0.55	+3%	-11%
19373	Superconductive Recycler	0.55	+3%	-11%
19374	Superconductive Accelerator	0.65	+3%	-13%
19375	Superb Core	0.55	+3%	-11%
19376	Superconductive Plating	0.6	+3%	-12%
19377	Superb Plating	0.55	+3%	-11%
19378	Plasma Stabiliser	0.55	+3%	-11%
19379	Emeril Accelerator	0.55	+3%	-11%
19380	Superb Injectors	0.55	+3%	-11%
19381	Emeril Accelerator	0.55	+3%	-11%
19382	Emeril Accelerator	0.55	+3%	-11%
19383	Parallel Mass Chamber	0.9	+3%	-18%
19384	Emeril Magnets	0.65	+3%	-13%
19385	Superb Core	0.8	+3%	-16%
19386	Emeril Accelerator	0.55	+3%	-11%
19387	Parallel Core	0.55	+3%	-11%
19388	Plasma Magnets	0.6	+3%	-12%
19389	Superconductive Accelerator	0.6	+3%	-12%
19390	Parallel Core	0.55	+3%	-11%
19391	Emeril Stabiliser	0.55	+3%	-11%
19392	Superb Plating	0.55	+3%	-11%
19393	Superb Core	0.55	+3%	-11%
19394	Plasma Injectors	0.8	+3%	-16%
19395	Superconductive Recycler	0.85	+3%	-17%
19396	Emeril Core	0.55	+3%	-11%
19397	Emeril Recycler	0.55	+3%	-11%
19398	Plasma Accelerator	0.55	+3%	-11%
19399	Superb Stabiliser	0.55	+3%	-11%
19400	Emeril Accelerator	0.55	+3%	-11%
19401	Plasma Capacitors	0.55	+3%	-11%
19402	Parallel Core	0.55	+3%	-11%
19403	Superconductive Accelerator	0.8	+3%	-16%
19404	Superb Magnets	0.55	+3%	-11%
19405	Superb Mass Chamber	0.6	+3%	-12%
19406	Plasma Stabiliser	0.9	+3%	-18%
19407	Parallel Injectors	0.55	+3%	-11%
19408	Parallel Generator Unit	0.55	+3%	-11%
19409	Superb Capacitors	0.55	+3%	-11%
19410	Superb Core	0.9	+3%	-18%
19411	Parallel Magnets	0.55	+3%	-11%
19412	Superb Plating	0.55	+3%	-11%
19413	Superb Core	0.55	+3%	-11%
19414	Parallel Stabiliser	0.65	+3%	-13%
19415	Emeril Capacitors	0.55	+3%	-11%
19416	Emeril Stabiliser	0.55	+3%	-11%
19417	Superconductive Generator Unit	0.8	+3%	-16%
19418	Superconductive Plating	0.55	+3%	-11%
19419	Superconductive Injectors	1.0	+3%	-20%
19420	Plasma Plating	0.6	+3%	-12%
19421	Emeril Injectors	0.55	+3%	-11%
19422	Emeril Generator Unit	0.55	+3%	-11%
19423	Plasma Accelerator	0.55	+3%	-11%
19424	Superb Generator Unit	0.55	+3%	-11%
19425	Parallel Plating	0.55	+3%	-11%
19426	Emeril Plating	0.55	+3%	-11%
19427	Emeril Injectors	0.6	+3%	-12%
19428	Parallel Recycler	0.55	+3%	-11%
19429	Emeril Generator Unit	0.6	+3%	-12%
19430	Emeril Core	0.55	+3%	-11%
19431	Plasma Plating	0.65	+3%	-13%
19432	Parallel Recycler	0.55	+3%	-11%
19433	Superb Accelerator	0.6	+3%	-12%
19434	Superb Recycler	0.95	+3%	-19%
19435	Parallel Plating	0.95	+3%	-19%
19436	Superb Generator Unit	1.0	+3%	-20%
19437	Superconductive Generator Unit	0.65	+3%	-13%
19438	Parallel Mass Chamber	0.55	+3%	-11%
19439	Superb Stabiliser	0.55	+3%	-11%
19440	Superconductive Plating	0.55	+3%	-11%
19441	Emeril Recycler	0.85	+3%	-17%
19442	Plasma Stabiliser	0.55	+3%	-11%
19443	Emeril Accelerator	0.65	+3%	-13%
19444	Plasma Accelerator	0.55	+3%	-11%
19445	Superconductive Magnets	0.55	+3%	-11%
19446	Parallel Recycler	0.55	+3%	-11%
19447	Superb Magnets	0.55	+3%	-11%
19448	Superconductive Capacitors	0.55	+3%	-11%
19449	Superconductive Magnets	0.55	+3%	-11%
19450	Superconductive Magnets	0.65	+3%	-13%
19451	Emeril Accelerator	0.55	+3%	-11%
19452	Plasma Stabiliser	0.55	+3%	-11%
19453	Emeril Core	0.55	+3%	-11%
19454	Plasma Magnets	0.6	+3%	-12%
19455	Plasma Generator Unit	0.55	+3%	-11%
19456	Emeril Plating	0.7	+3%	-14%
19457	Parallel Injectors	0.6	+3%	-12%
19458	Superconductive Injectors	0.55	+3%	-11%
19459	Parallel Plating	0.55	+3%	-11%
19460	Superconductive Recycler	0.55	+3%	-11%
19461	Parallel Plating	0.55	+3%	-11%
19462	Emeril Mass Chamber	0.6	+3%	-12%
19463	Superb Capacitors	0.55	+3%	-11%
19464	Superconductive Accelerator	0.6	+3%	-12%
19465	Parallel Generator Unit	0.55	+3%	-11%
19466	Plasma Plating	1.0	+3%	-20%
19467	Superb Plating	0.55	+3%	-11%
19468	Superb Plating	0.55	+3%	-11%
19469	Parallel Generator Unit	0.65	+3%	-13%
19470	Plasma Core	0.55	+3%	-11%
19471	Emeril Core	0.55	+3%	-11%
19472	Emeril Capacitors	0.55	+3%	-11%
19473	Superb Accelerator	0.55	+3%	-11%
19474	Parallel Core	0.55	+3%	-11%
19475	Superconductive Stabiliser	0.55	+3%	-11%
19476	Emeril Capacitors	0.75	+3%	-15%
19477	Superconductive Magnets	0.55	+3%	-11%
19478	Plasma Mass Chamber	0.55	+3%	-11%
19479	Superb Accelerator	0.65	+3%	-13%
19480	Superb Core	0.55	+3%	-11%
19481	Plasma Injectors	0.55	+3%	-11%
19482	Parallel Recycler	0.65	+3%	-13%
19483	Superb Core	0.55	+3%	-11%
19484	Superconductive Stabiliser	0.85	+3%	-17%
19485	Superconductive Core	0.6	+3%	-12%
19486	Parallel Mass Chamber	0.65	+3%	-13%
19487	Parallel Stabiliser	0.65	+3%	-13%
19488	Plasma Plating	0.55	+3%	-11%
19489	Superconductive Generator Unit	0.55	+3%	-11%
19490	Plasma Stabiliser	0.55	+3%	-11%
19491	Superconductive Injectors	0.55	+3%	-11%
19492	Plasma Stabiliser	0.55	+3%	-11%
19493	Superb Accelerator	0.6	+3%	-12%
19494	Parallel Mass Chamber	0.6	+3%	-12%
19495	Emeril Capacitors	0.55	+3%	-11%
19496	Plasma Magnets	0.65	+3%	-13%
19497	Superconductive Generator Unit	0.55	+3%	-11%
19498	Superb Recycler	0.55	+3%	-11%
19499	Superconductive Generator Unit	0.55	+3%	-11%
19500	Superconductive Plating	0.55	+3%	-11%
19501	Superconductive Capacitors	0.55	+3%	-11%
19502	Superconductive Mass Chamber	0.55	+3%	-11%
19503	Plasma Injectors	0.55	+3%	-11%
19504	Superconductive Mass Chamber	0.55	+3%	-11%
19505	Parallel Magnets	0.55	+3%	-11%
19506	Plasma Recycler	0.55	+3%	-11%
19507	Plasma Magnets	0.55	+3%	-11%
19508	Emeril Stabiliser	0.55	+3%	-11%
19509	Parallel Plating	0.95	+3%	-19%
19510	Superconductive Stabiliser	0.55	+3%	-11%
19511	Superb Capacitors	0.85	+3%	-17%
19512	Superb Accelerator	0.6	+3%	-12%
19513	Emeril Capacitors	0.55	+3%	-11%
19514	Plasma Generator Unit	0.55	+3%	-11%
