Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Radius,Weapon_Grenade_Speed
25483,Polarised Shell Loader,0.5,,+22%,
25484,Kinetic Release Mechanism,0.0,+20%,,
25485,Kinetic Launch System,0.026,+21%,,
25486,Linear Heat Pump,0.5,,+21%,
25487,Pugneum Shell Loader,0.01,,,+104%
25488,Unstable Heat Pump,0.0,,,+100%
25489,Pugneum Coils,0.5,,+22%,
25490,Polarised Timing Loom,0.579,+23%,+21%,
25491,Linear Heat Pump,0.5,+20%,+22%,
25492,Linear Gas Expander,0.0,+20%,,
25493,Linear Shell Loader,0.5,,+21%,
25494,Linear Shell Loader,0.389,+20%,,+255%
25495,Unstable Compressor,0.151,,,+160%
25496,Linear Injector Plugs,0.5,,+25%,
25497,Pugneum Gas Expander,0.5,,+21%,
25498,Polarised Injector Plugs,0.5,,+28%,
25499,Polarised Compressor,0.184,+27%,,
25500,Unstable Timing Loom,0.079,+23%,,
25501,Unstable Coils,0.5,,+28%,
25502,Pugneum Heat Pump,0.053,+22%,,
25503,Pugneum Coils,0.5,,+25%,
25504,Polarised Shell Loader,0.0,,,+100%
25505,Kinetic Injector Plugs,0.038,,,+115%
25506,Polarised Core,0.026,+21%,,
25507,Unstable Heat Pump,0.158,+26%,,+100%
25508,Polarised Heat Pump,0.186,,,+174%
25509,Pugneum Injector Plugs,0.5,,+22%,
25510,Polarised Heat Pump,0.5,,+25%,
25511,Linear Gas Expander,0.0,,,+100%
25512,Kinetic Timing Loom,0.191,,,+176%
25513,Unstable Shell Loader,0.261,,,+204%
25514,Linear Shell Loader,0.5,,+28%,
25515,Kinetic Compressor,0.049,+21%,,+109%
25516,Polarised Heat Pump,0.314,+20%,,+225%
25517,Linear Core,0.184,+27%,,
25518,Polarised Core,0.053,+22%,,
25519,Unstable Launch System,0.038,,,+115%
25520,Polarised Launch System,0.5,,+25%,
25521,Kinetic Release Mechanism,0.133,,,+153%
25522,Pugneum Heat Pump,0.132,+25%,,
25523,Pugneum Release Mechanism,0.0,,,+100%
25524,Kinetic Core,0.026,+21%,,
25525,Linear Release Mechanism,0.5,,+25%,
25526,Kinetic Release Mechanism,0.0,+20%,,
25527,Kinetic Coils,0.209,,,+183%
25528,Polarised Gas Expander,0.015,,,+106%
25529,Linear Compressor,0.026,+21%,,
25530,Linear Heat Pump,0.053,+22%,,
25531,Polarised Coils,0.269,,,+207%
25532,Kinetic Timing Loom,0.08,,,+132%
25533,Unstable Injector Plugs,0.5,,+30%,
25534,Pugneum Injector Plugs,0.025,,,+110%
25535,Polarised Heat Pump,0.132,+25%,,
25536,Polarised Timing Loom,0.0,,,+100%
25537,Linear Gas Expander,0.5,+20%,+24%,
25538,Unstable Launch System,0.193,,,+177%
25539,Unstable Heat Pump,0.5,,+27%,
25540,Linear Coils,0.0,,,+100%
25541,Unstable Gas Expander,0.5,,+29%,
25542,Unstable Timing Loom,0.5,,+30%,
25543,Polarised Compressor,0.5,,+21%,
25544,Pugneum Gas Expander,0.184,+27%,,
25545,Linear Gas Expander,0.026,+21%,,
25546,Kinetic Heat Pump,0.123,,,+149%
25547,Linear Release Mechanism,0.5,,+26%,
25548,Unstable Heat Pump,0.5,,+28%,+100%
25549,Pugneum Launch System,0.0,+20%,,
25550,Unstable Shell Loader,0.525,,+23%,+110%
25551,Polarised Shell Loader,0.467,,,+286%
25552,Kinetic Release Mechanism,0.0,+20%,,
25553,Kinetic Core,0.605,+24%,+30%,
25554,Polarised Compressor,0.033,,,+113%
25555,Unstable Injector Plugs,0.105,+24%,,
25556,Unstable Gas Expander,0.0,+20%,,
25557,Unstable Launch System,0.181,+20%,,+172%
25558,Linear Gas Expander,0.01,,,+104%
25559,Unstable Heat Pump,0.0,,,+100%
25560,Polarised Timing Loom,0.5,,+27%,
25561,Unstable Core,0.0,+20%,,
25562,Pugneum Coils,0.229,,,+191%
25563,Kinetic Gas Expander,0.0,,,+100%
25564,Kinetic Core,0.026,+21%,,
25565,Linear Injector Plugs,0.132,+25%,,
25566,Polarised Compressor,0.079,+23%,,
25567,Polarised Timing Loom,0.008,,,+103%
25568,Kinetic Heat Pump,0.5,,+21%,
25569,Polarised Shell Loader,0.5,+20%,+21%,
25570,Unstable Gas Expander,0.053,+22%,,
25571,Kinetic Compressor,0.008,,,+103%
25572,Polarised Timing Loom,0.5,,+25%,
25573,Polarised Injector Plugs,0.5,,+29%,
25574,Kinetic Release Mechanism,0.079,+23%,,
25575,Kinetic Coils,0.018,,,+107%
25576,Pugneum Timing Loom,0.026,+21%,,
25577,Linear Heat Pump,0.0,+20%,,
25578,Linear Injector Plugs,0.5,,+21%,
25579,Pugneum Timing Loom,0.073,,,+129%
25580,Linear Release Mechanism,0.5,,+21%,
25581,Polarised Gas Expander,0.5,,+21%,
25582,Linear Compressor,0.158,+26%,,
25583,Kinetic Timing Loom,0.079,+23%,,
25584,Pugneum Compressor,0.5,+20%,+26%,
25585,Kinetic Coils,0.105,+24%,,
25586,Kinetic Gas Expander,0.249,,,+199%
25587,Polarised Heat Pump,0.286,,,+214%
25588,Pugneum Coils,0.0,,,+100%
25589,Kinetic Core,0.053,+22%,,
25590,Kinetic Gas Expander,0.5,,+25%,
25591,Unstable Injector Plugs,0.0,+20%,,
25592,Polarised Core,0.184,+27%,,
25593,Kinetic Shell Loader,0.01,,,+104%
25594,Pugneum Heat Pump,0.026,+21%,,
25595,Pugneum Gas Expander,0.005,,,+102%
25596,Linear Core,0.5,,+24%,
25597,Kinetic Shell Loader,0.055,,,+122%
25598,Pugneum Release Mechanism,0.0,,,+100%
25599,Kinetic Core,0.0,,,+100%
25600,Kinetic Heat Pump,0.09,,,+136%
25601,Pugneum Gas Expander,0.5,,+28%,
25602,Linear Core,0.457,,,+282%
25603,Pugneum Compressor,0.211,+28%,,
25604,Linear Timing Loom,0.237,+29%,,
25605,Unstable Launch System,0.5,,+26%,
25606,Unstable Core,0.5,,+26%,
25607,Pugneum Launch System,0.553,+22%,+22%,
25608,Unstable Injector Plugs,0.513,+25%,,+252%
25609,Unstable Heat Pump,0.038,,,+115%
25610,Unstable Injector Plugs,0.003,+20%,,+101%
25611,Unstable Timing Loom,0.5,,+22%,
25612,Polarised Compressor,0.105,+24%,,
25613,Linear Heat Pump,0.526,+21%,+22%,
25614,Kinetic Timing Loom,0.132,+25%,,
25615,Kinetic Timing Loom,0.5,,+26%,
25616,Kinetic Heat Pump,0.553,+22%,+21%,
25617,Kinetic Coils,0.038,,,+115%
25618,Pugneum Gas Expander,0.023,,,+109%
25619,Unstable Timing Loom,0.06,,,+124%
25620,Kinetic Shell Loader,0.5,,+22%,
25621,Polarised Core,0.5,,+21%,
25622,Kinetic Coils,0.075,,,+130%
25623,Unstable Release Mechanism,0.5,,+25%,
25624,Pugneum Injector Plugs,0.0,+20%,,
25625,Linear Core,0.03,,,+112%
25626,Linear Timing Loom,0.053,+22%,,
25627,Linear Timing Loom,0.0,,,+100%
25628,Unstable Compressor,0.5,,+27%,
25629,Unstable Heat Pump,0.0,+20%,,
25630,Kinetic Launch System,0.06,,,+124%
25631,Kinetic Compressor,0.008,,,+103%
25632,Pugneum Coils,0.079,+23%,,
25633,Pugneum Injector Plugs,0.526,+21%,+21%,
25634,Linear Gas Expander,0.026,+21%,,
25635,Pugneum Injector Plugs,0.105,+24%,,
25636,Linear Core,0.132,+25%,,
25637,Kinetic Timing Loom,0.5,,,+299%
25638,Pugneum Timing Loom,0.0,+20%,,
25639,Linear Injector Plugs,0.003,,,+101%
25640,Pugneum Shell Loader,0.5,,+24%,
25641,Pugneum Core,0.0,+20%,,
25642,Unstable Heat Pump,0.075,,,+130%
25643,Polarised Timing Loom,0.553,+22%,+22%,
25644,Pugneum Launch System,0.0,+20%,,
25645,Linear Injector Plugs,0.237,+29%,,
25646,Kinetic Shell Loader,0.088,,,+135%
25647,Polarised Injector Plugs,0.5,,+23%,
25648,Kinetic Gas Expander,0.5,,+21%,
25649,Unstable Timing Loom,0.711,+28%,+21%,
25650,Unstable Shell Loader,0.5,,+23%,
25651,Linear Timing Loom,0.0,+20%,,
25652,Kinetic Injector Plugs,0.5,,+28%,
25653,Linear Release Mechanism,0.5,,+26%,
25654,Kinetic Timing Loom,0.445,,,+277%
25655,Linear Timing Loom,0.079,+23%,,
25656,Pugneum Heat Pump,0.0,+20%,,
25657,Pugneum Heat Pump,0.5,,+24%,
25658,Polarised Injector Plugs,0.5,,+22%,
25659,Unstable Coils,0.158,+26%,,
25660,Linear Heat Pump,0.5,,+25%,
25661,Pugneum Timing Loom,0.079,+23%,,
25662,Unstable Shell Loader,0.5,+20%,+21%,
25663,Linear Core,0.5,,+30%,
25664,Pugneum Injector Plugs,0.038,,,+115%
25665,Kinetic Gas Expander,0.5,,+27%,
25666,Kinetic Gas Expander,0.079,+23%,,
25667,Polarised Shell Loader,0.5,,+22%,
25668,Polarised Injector Plugs,0.5,,+25%,
25669,Unstable Heat Pump,0.158,+26%,,
25670,Pugneum Gas Expander,0.42,,,+267%
25671,Pugneum Compressor,0.5,,+24%,
25672,Pugneum Injector Plugs,0.5,,+21%,
25673,Kinetic Launch System,0.132,+25%,,
25674,Pugneum Compressor,0.026,+21%,,
25675,Kinetic Heat Pump,0.5,,+22%,
25676,Linear Launch System,0.026,+21%,,
25677,Pugneum Heat Pump,0.003,,,+101%
25678,Linear Timing Loom,0.053,+22%,,
25679,Unstable Timing Loom,0.003,,,+101%
25680,Kinetic Coils,0.603,,+28%,+141%
25681,Pugneum Heat Pump,0.5,,+21%,
25682,Pugneum Launch System,0.354,,,+241%
25683,Polarised Release Mechanism,0.095,+20%,,+138%
25684,Linear Coils,0.237,+29%,,+100%
25685,Pugneum Release Mechanism,0.163,+26%,,+102%
25686,Kinetic Heat Pump,0.5,,+27%,
25687,Unstable Injector Plugs,0.07,,,+128%
25688,Unstable Coils,0.105,+24%,,
25689,Kinetic Timing Loom,0.0,+20%,,+100%
25690,Polarised Coils,0.018,,,+107%
25691,Polarised Compressor,0.105,+24%,,
25692,Pugneum Release Mechanism,0.003,,,+101%
25693,Pugneum Heat Pump,0.5,,+24%,
25694,Unstable Heat Pump,0.048,,,+119%
25695,Polarised Core,0.211,,,+184%
25696,Linear Core,0.51,,+27%,+104%
25697,Kinetic Injector Plugs,0.5,,+21%,
25698,Unstable Release Mechanism,0.204,,,+181%
25699,Pugneum Compressor,0.105,+24%,,
25700,Unstable Core,0.5,,+22%,
25701,Kinetic Injector Plugs,0.158,+26%,,
25702,Kinetic Heat Pump,0.5,,+24%,
25703,Kinetic Timing Loom,0.0,,,+100%
25704,Unstable Release Mechanism,0.237,+29%,,+100%
25705,Polarised Compressor,0.0,+20%,,+100%
25706,Unstable Launch System,0.5,,+24%,
25707,Kinetic Injector Plugs,0.5,,+28%,
25708,Unstable Core,0.5,,+25%,
25709,Pugneum Timing Loom,0.5,,+24%,
25710,Polarised Core,0.0,,,+100%
25711,Polarised Heat Pump,0.5,,+23%,
25712,Unstable Core,0.5,,+28%,
25713,Polarised Shell Loader,0.0,,,+100%
25714,Kinetic Timing Loom,0.058,,,+123%
25715,Kinetic Compressor,0.5,,+28%,
25716,Polarised Core,0.5,+20%,+28%,
25717,Kinetic Shell Loader,0.026,+21%,,
25718,Unstable Core,0.136,,,+154%
25719,Unstable Timing Loom,0.105,+24%,,
25720,Polarised Coils,0.026,+21%,,
25721,Polarised Shell Loader,0.5,,+24%,
25722,Pugneum Launch System,0.105,+24%,,
25723,Kinetic Release Mechanism,0.053,,,+121%
25724,Pugneum Timing Loom,0.106,,,+142%
25725,Linear Shell Loader,0.5,,+21%,
25726,Polarised Compressor,0.172,+23%,,+137%
25727,Pugneum Core,0.055,,,+122%
25728,Unstable Gas Expander,0.5,,+21%,
25729,Linear Injector Plugs,0.476,+29%,,+195%
25730,Linear Core,0.515,,+22%,+106%
25731,Pugneum Gas Expander,0.053,+22%,,
25732,Linear Coils,0.5,,+21%,
25733,Kinetic Core,0.0,,,+100%
25734,Linear Core,0.0,,,+100%
25735,Pugneum Compressor,0.5,,+23%,
25736,Linear Core,0.5,,+21%,
25737,Kinetic Injector Plugs,0.0,+20%,,
25738,Kinetic Shell Loader,0.085,,,+134%
25739,Linear Timing Loom,0.5,,+21%,
25740,Pugneum Core,0.237,+29%,,
25741,Kinetic Shell Loader,0.003,,,+101%
25742,Unstable Coils,0.211,+28%,,
25743,Polarised Coils,0.053,+22%,,
25744,Pugneum Injector Plugs,0.0,,,+100%
25745,Pugneum Release Mechanism,0.5,,+21%,
25746,Linear Injector Plugs,0.105,+24%,,
25747,Polarised Timing Loom,0.0,,,+100%
25748,Pugneum Compressor,0.526,+21%,+29%,
25749,Pugneum Gas Expander,0.132,+25%,,
25750,Pugneum Shell Loader,0.01,,,+104%
25751,Kinetic Gas Expander,0.026,+21%,,
25752,Kinetic Coils,0.5,,+22%,
25753,Linear Coils,0.183,+22%,,+152%
25754,Pugneum Release Mechanism,0.111,,,+144%
25755,Kinetic Compressor,0.5,,+23%,
25756,Polarised Gas Expander,0.5,,+26%,
25757,Linear Shell Loader,0.503,,+22%,+101%
25758,Polarised Injector Plugs,0.026,+21%,,
25759,Unstable Launch System,0.526,+21%,+28%,
25760,Unstable Compressor,0.5,,+21%,
25761,Polarised Coils,0.105,+24%,,
25762,Linear Shell Loader,0.5,,+21%,
25763,Pugneum Injector Plugs,0.008,,,+103%
25764,Linear Shell Loader,0.5,,+25%,
25765,Polarised Release Mechanism,0.0,+20%,,+100%
25766,Pugneum Core,0.5,,+22%,
25767,Unstable Compressor,0.0,,,+100%
25768,Kinetic Launch System,0.018,,,+107%
25769,Linear Shell Loader,0.5,+20%,+21%,
25770,Linear Launch System,0.015,,,+106%
25771,Unstable Compressor,0.737,+29%,+30%,
25772,Polarised Injector Plugs,0.053,+22%,,
25773,Unstable Gas Expander,0.0,+20%,,
25774,Linear Shell Loader,0.04,,,+116%
25775,Unstable Compressor,0.003,,,+101%
25776,Linear Launch System,0.026,+21%,,+100%
25777,Polarised Timing Loom,0.5,,+22%,
25778,Polarised Core,0.0,+20%,,
25779,Linear Coils,0.053,+22%,,
25780,Kinetic Gas Expander,0.623,,+29%,+149%
25781,Linear Core,0.5,,+24%,
25782,Kinetic Shell Loader,0.018,,,+107%
25783,Polarised Heat Pump,0.211,+28%,,
25784,Unstable Heat Pump,0.0,,,+100%
25785,Linear Shell Loader,0.158,+26%,,
25786,Pugneum Compressor,0.359,,,+243%
25787,Kinetic Coils,0.5,+20%,+28%,
25788,Kinetic Gas Expander,0.5,,+25%,
25789,Kinetic Timing Loom,0.008,,,+103%
25790,Polarised Compressor,0.5,,+23%,
25791,Pugneum Injector Plugs,0.854,,+24%,+241%
25792,Unstable Shell Loader,0.211,+28%,,
25793,Kinetic Launch System,0.136,,,+154%
25794,Unstable Heat Pump,0.0,+20%,,+100%
25795,Linear Compressor,0.105,+24%,,
25796,Kinetic Compressor,0.5,,+22%,
25797,Unstable Launch System,0.033,,,+113%
25798,Pugneum Release Mechanism,0.0,+20%,,
25799,Pugneum Shell Loader,0.079,+23%,,
25800,Linear Release Mechanism,0.158,+26%,,
25801,Linear Gas Expander,0.237,+29%,,
25802,Kinetic Gas Expander,0.658,+26%,+21%,
25803,Kinetic Gas Expander,0.668,,+21%,+167%
25804,Polarised Compressor,0.237,+29%,,
25805,Pugneum Heat Pump,0.043,,,+117%
25806,Unstable Release Mechanism,0.5,,+21%,
25807,Pugneum Release Mechanism,0.5,,+27%,
25808,Kinetic Launch System,0.5,,+22%,
25809,Linear Compressor,0.161,,,+164%
25810,Unstable Release Mechanism,0.5,,+21%,
25811,Kinetic Coils,0.026,+21%,,
25812,Unstable Gas Expander,0.317,,,+226%
25813,Kinetic Injector Plugs,0.5,,+22%,
25814,Kinetic Timing Loom,0.5,,+22%,
25815,Pugneum Coils,0.211,+28%,,
25816,Linear Heat Pump,0.053,+22%,,
25817,Pugneum Compressor,0.5,,+21%,
25818,Pugneum Launch System,0.5,,+25%,
25819,Kinetic Shell Loader,0.266,,,+206%
25820,Polarised Gas Expander,0.0,+20%,,
25821,Unstable Shell Loader,0.5,,+26%,
25822,Polarised Heat Pump,0.085,,,+134%
25823,Polarised Launch System,0.105,+24%,,
25824,Polarised Core,0.5,,+26%,
25825,Pugneum Shell Loader,0.5,,+30%,
25826,Kinetic Compressor,0.0,,,+100%
25827,Linear Gas Expander,0.5,,+21%,
25828,Linear Coils,0.5,,+21%,
25829,Kinetic Injector Plugs,0.5,,+27%,
25830,Linear Launch System,0.0,,,+100%
25831,Kinetic Heat Pump,0.188,,,+175%
25832,Pugneum Release Mechanism,0.5,,+21%,
25833,Polarised Launch System,0.033,,,+113%
25834,Pugneum Timing Loom,0.579,+23%,+28%,
25835,Unstable Injector Plugs,0.0,+20%,,
25836,Kinetic Gas Expander,0.115,+24%,,+104%
25837,Polarised Compressor,0.0,,,+100%
25838,Kinetic Shell Loader,0.526,+21%,+24%,
25839,Unstable Coils,0.0,+20%,,
25840,Linear Heat Pump,0.5,,+24%,
25841,Unstable Shell Loader,0.5,,+21%,
25842,Linear Coils,0.0,+20%,,
25843,Pugneum Heat Pump,0.0,+20%,,
25844,Pugneum Injector Plugs,0.013,,,+105%
25845,Polarised Launch System,0.053,+22%,,
25846,Kinetic Core,0.5,,+23%,
25847,Linear Launch System,0.0,,,+100%
25848,Polarised Injector Plugs,0.5,,+25%,
25849,Kinetic Shell Loader,0.684,+27%,+26%,
25850,Kinetic Coils,0.5,,+30%,
25851,Polarised Release Mechanism,0.5,,+26%,
25852,Kinetic Compressor,0.0,,,+100%
25853,Unstable Injector Plugs,0.163,,,+165%
25854,Kinetic Launch System,0.5,,+29%,+100%
25855,Unstable Launch System,0.5,,+24%,
25856,Kinetic Release Mechanism,0.048,,,+119%
25857,Unstable Release Mechanism,0.5,,+27%,
25858,Unstable Core,0.184,+27%,,
25859,Unstable Heat Pump,0.5,,+23%,
25860,Kinetic Coils,0.5,,+25%,
25861,Linear Injector Plugs,0.5,,+24%,+100%
25862,Pugneum Injector Plugs,0.5,,+27%,
25863,Unstable Core,0.008,,,+103%
25864,Linear Injector Plugs,0.5,,+28%,
25865,Unstable Core,0.115,+24%,,+104%
25866,Pugneum Injector Plugs,0.0,+20%,,
25867,Polarised Coils,0.07,,,+128%
25868,Pugneum Shell Loader,0.5,,+23%,
25869,Polarised Heat Pump,0.291,,,+216%
25870,Polarised Timing Loom,0.5,,+21%,
25871,Linear Launch System,0.5,,+24%,
25872,Linear Release Mechanism,0.0,,,+100%
25873,Kinetic Compressor,0.0,,,+100%
25874,Kinetic Injector Plugs,0.0,+20%,,
25875,Polarised Coils,0.079,+23%,,
25876,Polarised Compressor,0.5,,+23%,
25877,Linear Injector Plugs,0.219,,,+187%
25878,Kinetic Coils,0.026,+21%,,
25879,Kinetic Heat Pump,0.005,,,+102%
25880,Linear Release Mechanism,0.075,,,+130%
25881,Kinetic Compressor,0.111,,,+144%
25882,Kinetic Compressor,0.152,+25%,,+108%
25883,Unstable Launch System,0.605,+24%,+22%,
25884,Polarised Shell Loader,0.5,,+29%,
25885,Kinetic Timing Loom,0.0,,,+100%
25886,Polarised Launch System,0.553,+22%,+21%,
25887,Unstable Compressor,0.658,+26%,+29%,
25888,Unstable Coils,0.5,,+25%,
25889,Pugneum Compressor,0.5,,+30%,
25890,Unstable Compressor,0.5,,+21%,
25891,Linear Shell Loader,0.132,+25%,,
25892,Linear Launch System,0.0,,,+100%
25893,Unstable Core,0.079,+23%,,
25894,Polarised Timing Loom,0.237,+29%,,
25895,Pugneum Release Mechanism,0.132,+25%,,
25896,Polarised Timing Loom,0.5,,+25%,
25897,Polarised Coils,0.158,+26%,,
25898,Kinetic Launch System,0.0,+20%,,
25899,Polarised Heat Pump,0.553,+22%,+21%,
25900,Polarised Injector Plugs,0.711,+28%,+23%,
25901,Pugneum Injector Plugs,0.053,+22%,,
25902,Polarised Coils,0.553,+22%,+22%,
25903,Unstable Core,0.07,,,+128%
25904,Unstable Compressor,0.307,+29%,,+128%
25905,Pugneum Injector Plugs,0.5,,+27%,
25906,Linear Injector Plugs,0.184,+27%,,
25907,Pugneum Gas Expander,0.221,+22%,,+167%
25908,Pugneum Timing Loom,0.0,,,+100%
25909,Pugneum Injector Plugs,0.5,+20%,+22%,
25910,Linear Release Mechanism,0.003,,,+101%
25911,Kinetic Injector Plugs,0.211,+28%,,
25912,Unstable Core,0.237,+29%,,
25913,Pugneum Gas Expander,0.5,,+25%,
25914,Linear Compressor,0.033,,,+113%
25915,Kinetic Compressor,0.5,,+22%,
25916,Polarised Release Mechanism,0.132,+25%,,
25917,Unstable Launch System,0.5,,+23%,
25918,Unstable Timing Loom,0.003,+20%,,+101%
25919,Linear Coils,0.0,,,+100%
25920,Unstable Timing Loom,0.0,+20%,,
25921,Pugneum Shell Loader,0.5,,+24%,
25922,Unstable Gas Expander,0.0,+20%,,
25923,Polarised Gas Expander,0.5,,+21%,
25924,Unstable Launch System,0.683,,+22%,+173%
25925,Unstable Gas Expander,0.5,,+23%,
25926,Unstable Launch System,0.053,+22%,,
25927,Linear Coils,0.105,+24%,,
25928,Linear Release Mechanism,0.079,+23%,,
25929,Pugneum Injector Plugs,0.0,,,+100%
25930,Linear Launch System,0.5,,+21%,
25931,Kinetic Launch System,0.132,+25%,,
25932,Kinetic Release Mechanism,0.079,+23%,,
25933,Unstable Launch System,0.5,,+24%,
25934,Kinetic Coils,0.5,,+30%,
25935,Kinetic Shell Loader,0.5,,+25%,
25936,Kinetic Launch System,0.5,+20%,+21%,
25937,Unstable Launch System,0.026,+21%,,
25938,Linear Coils,0.5,,+21%,
25939,Linear Release Mechanism,0.02,,,+108%
25940,Kinetic Release Mechanism,0.0,,,+100%
25941,Unstable Coils,0.5,,+24%,
25942,Polarised Release Mechanism,0.369,,,+247%
25943,Unstable Heat Pump,0.595,,+22%,+138%
25944,Unstable Release Mechanism,0.5,,+21%,
25945,Pugneum Timing Loom,0.003,,,+101%
25946,Linear Release Mechanism,0.515,,+30%,+106%
25947,Polarised Release Mechanism,0.47,,,+287%
25948,Polarised Release Mechanism,0.158,+26%,,
25949,Polarised Core,0.0,+20%,,
25950,Pugneum Launch System,0.0,+20%,,
25951,Linear Coils,0.711,+28%,+28%,
25952,Linear Release Mechanism,0.5,,+21%,
25953,Kinetic Heat Pump,0.158,+26%,,
25954,Pugneum Shell Loader,0.5,,+23%,
25955,Pugneum Shell Loader,0.5,,+21%,
25956,Pugneum Heat Pump,0.053,+22%,,
25957,Pugneum Compressor,0.431,+25%,,+219%
25958,Pugneum Launch System,0.105,+24%,,+100%
25959,Kinetic Gas Expander,0.5,,+21%,
25960,Pugneum Launch System,0.184,+27%,,
25961,Kinetic Shell Loader,0.0,+20%,,
25962,Kinetic Release Mechanism,0.211,+28%,,
25963,Pugneum Gas Expander,0.405,,,+261%
25964,Pugneum Injector Plugs,0.711,+28%,+23%,
25965,Pugneum Release Mechanism,0.455,,,+281%
25966,Unstable Core,0.508,,+27%,+103%
25967,Polarised Shell Loader,0.158,+26%,,+100%
25968,Pugneum Coils,0.108,,,+143%
25969,Polarised Shell Loader,0.291,,,+216%
25970,Unstable Timing Loom,0.51,,+21%,+104%
25971,Polarised Compressor,0.5,,+22%,
25972,Polarised Shell Loader,0.178,,,+171%
25973,Polarised Core,0.0,+20%,,
25974,Unstable Heat Pump,0.055,,,+122%
25975,Pugneum Shell Loader,0.5,,+25%,
25976,Unstable Heat Pump,0.103,,,+141%
25977,Pugneum Release Mechanism,0.048,+20%,,+119%
25978,Polarised Heat Pump,0.171,,,+168%
25979,Unstable Release Mechanism,0.0,+20%,,+100%
25980,Unstable Launch System,0.083,+20%,,+133%
25981,Kinetic Shell Loader,0.737,+29%,+21%,
25982,Linear Injector Plugs,0.154,+25%,,+109%
25983,Kinetic Shell Loader,0.132,+25%,,
25984,Polarised Release Mechanism,0.0,+20%,,
25985,Pugneum Core,0.0,+20%,,
25986,Unstable Release Mechanism,0.0,+20%,,
25987,Pugneum Release Mechanism,0.573,,+22%,+129%
25988,Pugneum Shell Loader,0.211,+28%,,
25989,Pugneum Launch System,0.026,+21%,,
25990,Polarised Injector Plugs,0.0,,,+100%
25991,Linear Timing Loom,0.5,,+23%,
25992,Unstable Injector Plugs,0.5,,+23%,
25993,Unstable Core,0.5,,+30%,
25994,Pugneum Compressor,0.184,+27%,,
25995,Pugneum Shell Loader,0.211,+28%,,
25996,Polarised Heat Pump,0.402,,,+260%
25997,Pugneum Launch System,0.105,+24%,,
25998,Kinetic Heat Pump,0.5,,+28%,+100%
25999,Unstable Timing Loom,0.0,,,+100%
26000,Unstable Compressor,0.003,,,+101%
26001,Polarised Timing Loom,0.0,+20%,,
26002,Pugneum Gas Expander,0.5,,+28%,
26003,Polarised Coils,0.5,,+27%,
26004,Unstable Shell Loader,0.5,,+28%,
26005,Unstable Heat Pump,0.184,+27%,,
26006,Pugneum Coils,0.5,,+27%,
26007,Linear Compressor,0.5,,+23%,
26008,Pugneum Coils,0.684,+27%,+21%,
26009,Polarised Injector Plugs,0.5,,+25%,
26010,Unstable Gas Expander,0.158,+26%,,
26011,Pugneum Injector Plugs,0.231,,,+192%
26012,Polarised Heat Pump,0.005,,,+102%
26013,Pugneum Gas Expander,0.809,,+24%,+223%
26014,Linear Coils,0.5,,+22%,
26015,Pugneum Coils,0.158,,,+163%
26016,Linear Core,0.0,,,+100%
26017,Linear Shell Loader,0.5,,+24%,
26018,Linear Compressor,0.026,+21%,,
26019,Linear Launch System,0.105,+24%,,
26020,Unstable Gas Expander,0.5,,+21%,
26021,Linear Timing Loom,0.5,,+26%,
26022,Kinetic Coils,0.5,+20%,+29%,
26023,Unstable Release Mechanism,0.5,,+27%,
26024,Kinetic Shell Loader,0.103,,,+141%
26025,Kinetic Timing Loom,0.0,,,+100%
26026,Polarised Core,0.0,+20%,,
26027,Polarised Gas Expander,0.5,,+21%,
26028,Polarised Compressor,0.226,,,+190%
26029,Pugneum Coils,0.332,,,+232%
26030,Linear Compressor,0.0,+20%,,
26031,Kinetic Shell Loader,0.073,,,+129%
26032,Polarised Shell Loader,0.026,+21%,,
26033,Linear Core,0.113,,,+145%
26034,Kinetic Core,0.5,,+30%,
26035,Polarised Timing Loom,0.5,,+23%,
26036,Kinetic Injector Plugs,0.5,,+22%,
26037,Polarised Core,0.5,,+26%,
26038,Pugneum Compressor,0.5,,+22%,
26039,Kinetic Gas Expander,0.166,,,+166%
26040,Unstable Shell Loader,0.5,,+21%,
26041,Linear Gas Expander,0.026,+21%,,
26042,Kinetic Heat Pump,0.079,+23%,,
26043,Linear Injector Plugs,0.5,,+30%,
26044,Polarised Launch System,0.5,,+21%,
26045,Unstable Compressor,0.5,,+22%,
26046,Pugneum Launch System,0.211,+28%,,
26047,Polarised Launch System,0.0,+20%,,
26048,Pugneum Coils,0.0,,,+100%
26049,Kinetic Coils,0.5,,+30%,
26050,Pugneum Core,0.5,,+22%,
26051,Unstable Release Mechanism,0.553,+22%,+21%,
26052,Unstable Launch System,0.0,+20%,,
26053,Unstable Heat Pump,0.271,,,+208%
26054,Polarised Release Mechanism,0.158,+26%,,
26055,Polarised Release Mechanism,0.184,+27%,,
26056,Polarised Heat Pump,0.5,,+23%,
26057,Polarised Launch System,0.0,,,+100%
26058,Unstable Core,0.5,,+21%,
26059,Kinetic Injector Plugs,0.128,,,+151%
26060,Pugneum Shell Loader,0.211,+28%,,
26061,Unstable Release Mechanism,0.237,+29%,,
26062,Linear Timing Loom,0.0,+20%,,
26063,Unstable Coils,0.0,,,+100%
26064,Kinetic Injector Plugs,0.163,,,+165%
26065,Polarised Gas Expander,0.0,+20%,,
26066,Kinetic Timing Loom,0.068,,,+127%
