Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Radius,Weapon_Grenade_Speed
6038,Tertiary Core,0.556,+15%,,
6039,Secondary Gas Expander,0.222,,+13%,
6040,Secondary Heat Pump,0.889,,+19%,
6041,Boosted Launch System,0.444,+14%,,
6042,Boosted Compressor,0.778,+17%,,
6043,Lubricated Gas Expander,0.242,,,+124%
6044,Tertiary Gas Expander,0.01,,,+101%
6045,Tertiary Heat Pump,0.0,,,+100%
6046,Boosted Compressor,0.556,,+16%,
6047,Boosted Injector Plugs,0.222,+12%,,
6048,Lubricated Coils,0.0,+10%,,
6049,Boosted Core,0.889,,+19%,
6050,Tertiary Gas Expander,0.222,,+13%,
6051,Boosted Shell Loader,0.0,,+11%,
6052,Efficient Timing Loom,0.01,,,+101%
6053,Tertiary Coils,0.02,,,+102%
6054,Lubricated Shell Loader,0.0,,+11%,
6055,Boosted Gas Expander,0.778,+17%,,
6056,Efficient Gas Expander,0.01,,,+101%
6057,Efficient Timing Loom,0.071,,,+107%
6058,Lubricated Compressor,0.222,,+13%,
6059,Boosted Compressor,0.192,,,+119%
6060,Tertiary Compressor,0.0,+10%,,
6061,Secondary Shell Loader,0.111,,+12%,
6062,Lubricated Release Mechanism,0.889,,+19%,
6063,Boosted Shell Loader,0.222,,+13%,
6064,Efficient Heat Pump,0.212,,,+121%
6065,Efficient Gas Expander,0.556,,+16%,
6066,Boosted Core,0.0,+10%,,
6067,Secondary Compressor,0.0,+10%,,
6068,Tertiary Shell Loader,0.0,,,+100%
6069,Tertiary Timing Loom,0.0,,,+100%
6070,Efficient Compressor,0.0,,,+100%
6071,Lubricated Timing Loom,0.778,,+18%,
6072,Boosted Shell Loader,0.0,+10%,,
6073,Lubricated Compressor,0.0,,+11%,
6074,Secondary Injector Plugs,0.778,,+18%,
6075,Efficient Release Mechanism,0.0,,+11%,
6076,Lubricated Shell Loader,0.0,,,+100%
6077,Lubricated Release Mechanism,0.0,,,+100%
6078,Secondary Compressor,0.556,+15%,,
6079,Efficient Core,0.333,,+14%,
6080,Lubricated Launch System,0.889,,+19%,
6081,Boosted Timing Loom,0.111,,,+111%
6082,Lubricated Timing Loom,0.889,,+19%,
6083,Secondary Injector Plugs,0.051,,,+105%
6084,Tertiary Injector Plugs,0.778,+17%,,
6085,Efficient Injector Plugs,0.111,,+12%,
6086,Efficient Core,0.111,+11%,,
6087,Tertiary Compressor,0.586,,,+158%
6088,Boosted Compressor,0.0,+10%,,
6089,Tertiary Heat Pump,0.0,+10%,,
6090,Tertiary Timing Loom,0.111,,+12%,
6091,Lubricated Shell Loader,0.01,,,+101%
6092,Lubricated Release Mechanism,0.667,+16%,,
6093,Efficient Core,0.101,,,+110%
6094,Secondary Injector Plugs,0.455,,,+145%
6095,Efficient Core,0.889,,+19%,
6096,Lubricated Compressor,0.01,,,+101%
6097,Tertiary Release Mechanism,0.0,,,+100%
6098,Efficient Shell Loader,0.0,,+11%,
6099,Lubricated Release Mechanism,0.0,+10%,,
6100,Secondary Injector Plugs,0.222,,+13%,
6101,Tertiary Heat Pump,1.0,,+20%,
6102,Boosted Timing Loom,0.96,,,+195%
6103,Lubricated Injector Plugs,0.333,+13%,,
6104,Tertiary Core,0.889,,+19%,
6105,Efficient Core,0.0,,,+100%
6106,Secondary Core,0.0,,+11%,
6107,Lubricated Shell Loader,0.333,,+14%,
6108,Boosted Gas Expander,0.03,,,+103%
6109,Boosted Gas Expander,0.0,,,+100%
6110,Lubricated Gas Expander,0.444,,+15%,
6111,Secondary Coils,0.919,,,+191%
6112,Boosted Launch System,0.778,,+18%,
6113,Boosted Gas Expander,0.0,,+11%,
6114,Secondary Timing Loom,0.0,,,+100%
6115,Efficient Gas Expander,0.667,,+17%,
6116,Tertiary Compressor,0.0,,+11%,
6117,Tertiary Coils,1.0,+19%,,
6118,Tertiary Core,0.333,+13%,,
6119,Efficient Launch System,0.444,,+15%,
6120,Boosted Core,0.444,,+15%,
6121,Efficient Launch System,0.333,+13%,,
6122,Boosted Injector Plugs,0.303,,,+130%
6123,Boosted Shell Loader,0.0,,+11%,
6124,Lubricated Heat Pump,0.01,,,+101%
6125,Tertiary Core,0.667,+16%,,
6126,Secondary Compressor,1.0,,+20%,
6127,Lubricated Core,0.0,,+11%,
6128,Tertiary Release Mechanism,0.283,,,+128%
6129,Boosted Release Mechanism,0.778,,+18%,
6130,Lubricated Coils,0.0,,,+100%
6131,Tertiary Coils,0.111,,+12%,
6132,Efficient Launch System,0.0,,+11%,
6133,Lubricated Gas Expander,0.0,,,+100%
6134,Lubricated Release Mechanism,0.061,,,+106%
6135,Efficient Gas Expander,0.131,,,+113%
6136,Lubricated Release Mechanism,0.96,,,+195%
6137,Boosted Heat Pump,0.333,+13%,,
6138,Boosted Release Mechanism,0.0,,,+100%
6139,Tertiary Launch System,0.889,,+19%,
6140,Lubricated Gas Expander,0.222,+12%,,
6141,Tertiary Core,0.0,,,+100%
6142,Efficient Shell Loader,0.333,,+14%,
6143,Efficient Shell Loader,0.0,,+11%,
6144,Tertiary Heat Pump,0.778,,,+177%
6145,Efficient Coils,0.101,,,+110%
6146,Efficient Core,0.0,+10%,,
6147,Lubricated Compressor,0.222,+12%,,
6148,Tertiary Gas Expander,0.0,+10%,,
6149,Efficient Injector Plugs,0.313,,,+131%
6150,Secondary Gas Expander,0.889,+18%,,
6151,Efficient Timing Loom,0.222,+12%,,
6152,Secondary Launch System,0.0,+10%,,
6153,Efficient Coils,0.01,,,+101%
6154,Tertiary Core,0.111,,+12%,
6155,Lubricated Coils,0.333,,+14%,
6156,Boosted Coils,0.778,+17%,,
6157,Lubricated Gas Expander,0.0,,+11%,
6158,Boosted Shell Loader,0.313,,,+131%
6159,Lubricated Launch System,0.0,,+11%,
6160,Lubricated Release Mechanism,0.02,,,+102%
6161,Lubricated Launch System,0.0,,,+100%
6162,Secondary Gas Expander,0.778,+17%,,
6163,Tertiary Shell Loader,0.121,,,+112%
6164,Secondary Timing Loom,0.101,,,+110%
6165,Tertiary Shell Loader,0.111,+11%,,
6166,Boosted Compressor,0.556,+15%,,
6167,Secondary Launch System,0.0,,,+100%
6168,Efficient Injector Plugs,0.04,,,+104%
6169,Boosted Core,0.444,,+15%,
6170,Tertiary Injector Plugs,1.0,,+20%,
6171,Boosted Launch System,0.0,+10%,,
6172,Tertiary Launch System,0.0,,+11%,
6173,Secondary Compressor,0.0,,+11%,
6174,Tertiary Shell Loader,0.0,+10%,,
6175,Boosted Launch System,0.101,,,+110%
6176,Tertiary Coils,0.111,,+12%,
6177,Boosted Injector Plugs,0.667,+16%,,
6178,Efficient Timing Loom,0.0,,,+100%
6179,Efficient Coils,0.222,+12%,,
6180,Boosted Coils,0.444,+14%,,
6181,Secondary Gas Expander,0.778,+17%,,
6182,Lubricated Heat Pump,0.0,,+11%,
6183,Secondary Heat Pump,0.333,,+14%,
6184,Efficient Release Mechanism,0.889,,+19%,
6185,Efficient Coils,0.0,,+11%,
6186,Tertiary Injector Plugs,0.0,+10%,,
6187,Boosted Release Mechanism,0.444,,+15%,
6188,Boosted Timing Loom,0.667,+16%,,
6189,Tertiary Coils,1.0,,+20%,
6190,Secondary Shell Loader,0.111,+11%,,
6191,Efficient Coils,0.0,,,+100%
6192,Secondary Gas Expander,0.0,,,+100%
6193,Efficient Shell Loader,0.01,,,+101%
6194,Efficient Shell Loader,0.0,,+11%,
6195,Lubricated Launch System,0.0,,,+100%
6196,Efficient Coils,0.141,,,+114%
6197,Secondary Shell Loader,0.535,,,+153%
6198,Lubricated Core,0.222,,+13%,
6199,Efficient Shell Loader,0.01,,,+101%
6200,Boosted Launch System,0.0,,,+100%
6201,Tertiary Launch System,0.111,+11%,,
6202,Tertiary Launch System,0.111,,+12%,
6203,Boosted Core,0.04,,,+104%
6204,Lubricated Heat Pump,0.0,+10%,,
6205,Tertiary Coils,0.111,+11%,,
6206,Tertiary Heat Pump,0.0,,,+100%
6207,Efficient Core,0.02,,,+102%
6208,Lubricated Shell Loader,0.222,,+13%,
6209,Efficient Injector Plugs,0.889,+18%,,
6210,Tertiary Shell Loader,0.222,,+13%,
6211,Tertiary Core,0.0,+10%,,
6212,Tertiary Timing Loom,0.778,,+18%,
6213,Lubricated Heat Pump,0.0,,+11%,
6214,Secondary Timing Loom,0.0,,+11%,
6215,Boosted Compressor,0.0,,,+100%
6216,Efficient Shell Loader,0.333,,+14%,
6217,Secondary Coils,0.061,,,+106%
6218,Lubricated Core,0.0,+10%,,
6219,Tertiary Timing Loom,0.111,,+12%,
6220,Secondary Shell Loader,0.111,+11%,,
6221,Lubricated Launch System,0.333,,+14%,
6222,Efficient Core,0.0,+10%,,
6223,Boosted Gas Expander,0.01,,,+101%
6224,Lubricated Timing Loom,0.0,+10%,,
6225,Efficient Coils,0.0,,+11%,
6226,Boosted Coils,0.02,,,+102%
6227,Secondary Launch System,0.333,+13%,,
6228,Lubricated Gas Expander,0.091,,,+109%
6229,Tertiary Injector Plugs,0.778,+17%,,
6230,Efficient Shell Loader,0.889,+18%,,
6231,Efficient Coils,0.889,+18%,,
6232,Lubricated Gas Expander,0.01,,,+101%
6233,Tertiary Gas Expander,0.02,,,+102%
6234,Boosted Core,0.808,,,+180%
6235,Efficient Heat Pump,0.889,+18%,,
6236,Secondary Gas Expander,0.0,,+11%,
6237,Secondary Compressor,0.0,,+11%,
6238,Lubricated Release Mechanism,0.0,,,+100%
6239,Secondary Injector Plugs,0.0,,+11%,
6240,Lubricated Launch System,0.333,,+14%,
6241,Efficient Launch System,0.909,,,+190%
6242,Tertiary Launch System,0.879,,,+187%
6243,Boosted Launch System,0.111,+11%,,
6244,Boosted Compressor,0.0,,,+100%
6245,Tertiary Launch System,0.667,+16%,,
6246,Tertiary Gas Expander,0.444,,+15%,
6247,Boosted Coils,0.444,+14%,,
6248,Boosted Release Mechanism,0.01,,,+101%
6249,Tertiary Heat Pump,0.0,,+11%,
6250,Secondary Timing Loom,0.0,,+11%,
6251,Lubricated Injector Plugs,0.0,+10%,,
6252,Lubricated Timing Loom,0.01,,,+101%
6253,Lubricated Compressor,0.333,,+14%,
6254,Efficient Timing Loom,0.0,,,+100%
6255,Lubricated Launch System,0.556,,+16%,
6256,Boosted Shell Loader,0.222,,+13%,
6257,Boosted Heat Pump,0.01,,,+101%
6258,Efficient Compressor,0.111,+11%,,
6259,Lubricated Launch System,0.0,,+11%,
6260,Lubricated Launch System,0.333,+13%,,
6261,Boosted Launch System,0.111,,+12%,
6262,Lubricated Release Mechanism,1.0,+19%,,
6263,Secondary Gas Expander,0.222,,+13%,
6264,Lubricated Heat Pump,0.061,,,+106%
6265,Secondary Core,0.0,+10%,,
6266,Secondary Timing Loom,0.111,,+12%,
6267,Lubricated Gas Expander,0.444,+14%,,
6268,Efficient Shell Loader,0.081,,,+108%
6269,Tertiary Heat Pump,0.0,,,+100%
6270,Boosted Injector Plugs,0.0,,,+100%
6271,Secondary Gas Expander,0.152,,,+115%
6272,Secondary Compressor,0.0,,+11%,
6273,Lubricated Injector Plugs,0.778,+17%,,
6274,Efficient Compressor,0.111,+11%,,
6275,Lubricated Core,0.111,+11%,,
6276,Efficient Coils,0.556,+15%,,
6277,Tertiary Heat Pump,0.222,+12%,,
6278,Efficient Heat Pump,0.0,,,+100%
6279,Lubricated Timing Loom,0.0,,,+100%
6280,Tertiary Release Mechanism,0.333,,+14%,
6281,Secondary Compressor,0.111,+11%,,
6282,Tertiary Heat Pump,1.0,+19%,,
6283,Lubricated Core,0.333,+13%,,
6284,Boosted Release Mechanism,0.333,,+14%,
6285,Boosted Injector Plugs,0.333,+13%,,
6286,Boosted Core,0.222,,+13%,
6287,Tertiary Core,0.0,,+11%,
6288,Lubricated Shell Loader,0.0,,+11%,
6289,Boosted Injector Plugs,0.03,,,+103%
6290,Efficient Timing Loom,0.667,,+17%,
6291,Boosted Compressor,0.0,+10%,,
6292,Efficient Shell Loader,0.0,,+11%,
6293,Boosted Shell Loader,0.424,,,+142%
6294,Tertiary Heat Pump,1.0,,+20%,
6295,Tertiary Gas Expander,0.061,,,+106%
6296,Tertiary Injector Plugs,0.0,+10%,,
6297,Secondary Timing Loom,0.0,,+11%,
6298,Tertiary Core,0.384,,,+138%
6299,Lubricated Launch System,0.444,+14%,,
6300,Tertiary Heat Pump,0.111,+11%,,
6301,Lubricated Heat Pump,0.081,,,+108%
6302,Secondary Gas Expander,0.0,,+11%,
6303,Tertiary Shell Loader,0.0,+10%,,
6304,Secondary Core,0.03,,,+103%
6305,Efficient Core,0.0,,+11%,
6306,Efficient Timing Loom,0.111,,+12%,
6307,Efficient Timing Loom,0.0,,+11%,
6308,Efficient Core,0.222,+12%,,
6309,Lubricated Compressor,0.0,,+11%,
6310,Tertiary Compressor,0.556,,+16%,
6311,Boosted Core,0.556,,+16%,
6312,Secondary Core,0.0,+10%,,
6313,Boosted Timing Loom,0.0,,,+100%
6314,Tertiary Core,0.444,,,+144%
6315,Tertiary Release Mechanism,0.556,,+16%,
6316,Lubricated Compressor,0.0,,,+100%
6317,Efficient Core,0.0,,,+100%
6318,Secondary Core,0.444,+14%,,
6319,Tertiary Gas Expander,0.0,,,+100%
6320,Secondary Compressor,0.434,,,+143%
6321,Efficient Injector Plugs,0.667,,+17%,
6322,Tertiary Compressor,0.556,,+16%,
6323,Tertiary Gas Expander,0.222,+12%,,
6324,Secondary Coils,0.0,,,+100%
6325,Tertiary Core,1.0,+19%,,
6326,Tertiary Launch System,0.354,,,+135%
6327,Tertiary Core,0.162,,,+116%
6328,Boosted Release Mechanism,0.0,,+11%,
6329,Tertiary Shell Loader,0.222,+12%,,
6330,Boosted Heat Pump,0.0,,,+100%
6331,Secondary Core,0.111,+11%,,
6332,Tertiary Timing Loom,0.051,,,+105%
6333,Boosted Shell Loader,0.556,+15%,,
6334,Tertiary Shell Loader,0.0,,+11%,
6335,Efficient Timing Loom,0.01,,,+101%
6336,Tertiary Compressor,0.333,+13%,,
6337,Boosted Compressor,0.01,,,+101%
6338,Boosted Core,0.556,,+16%,
6339,Lubricated Gas Expander,0.0,+10%,,
6340,Tertiary Timing Loom,0.0,,,+100%
6341,Tertiary Release Mechanism,0.222,,+13%,
6342,Lubricated Gas Expander,0.111,+11%,,
6343,Boosted Heat Pump,0.111,,+12%,
6344,Boosted Injector Plugs,0.556,+15%,,
6345,Boosted Shell Loader,0.101,,,+110%
6346,Boosted Release Mechanism,0.889,,+19%,
6347,Lubricated Coils,0.03,,,+103%
6348,Lubricated Coils,0.697,,,+169%
6349,Lubricated Compressor,0.778,,,+177%
6350,Efficient Release Mechanism,0.778,+17%,,
6351,Secondary Core,0.778,,+18%,
6352,Tertiary Core,0.02,,,+102%
6353,Boosted Core,0.667,,+17%,
6354,Lubricated Gas Expander,0.556,+15%,,
6355,Efficient Gas Expander,0.111,+11%,,
6356,Lubricated Release Mechanism,0.0,,,+100%
6357,Lubricated Heat Pump,0.717,,,+171%
6358,Efficient Coils,0.02,,,+102%
6359,Secondary Shell Loader,0.556,+15%,,
6360,Efficient Gas Expander,0.0,,,+100%
6361,Secondary Compressor,0.0,,,+100%
6362,Lubricated Release Mechanism,0.222,+12%,,
6363,Lubricated Core,0.111,,+12%,
6364,Tertiary Core,0.111,+11%,,
6365,Lubricated Shell Loader,0.0,,,+100%
6366,Secondary Heat Pump,0.101,,,+110%
6367,Lubricated Coils,1.0,,+20%,
6368,Lubricated Core,0.111,+11%,,
6369,Secondary Core,0.222,,+13%,
6370,Boosted Injector Plugs,0.0,,+11%,
6371,Boosted Injector Plugs,0.333,+13%,,
6372,Secondary Heat Pump,0.081,,,+108%
6373,Tertiary Gas Expander,0.061,,,+106%
6374,Secondary Core,0.556,+15%,,
6375,Boosted Release Mechanism,0.778,,+18%,
6376,Secondary Compressor,0.0,,,+100%
6377,Tertiary Core,0.0,+10%,,
6378,Boosted Launch System,0.333,+13%,,
6379,Boosted Injector Plugs,0.0,,+11%,
6380,Boosted Injector Plugs,0.394,,,+139%
6381,Secondary Compressor,0.111,,+12%,
6382,Efficient Release Mechanism,0.222,+12%,,
6383,Secondary Timing Loom,0.0,+10%,,
6384,Boosted Coils,0.222,,+13%,
6385,Lubricated Release Mechanism,0.394,,,+139%
6386,Secondary Heat Pump,0.222,,,+122%
6387,Lubricated Timing Loom,0.0,+10%,,
6388,Secondary Injector Plugs,0.0,,,+100%
6389,Lubricated Gas Expander,0.0,,+11%,
6390,Lubricated Release Mechanism,0.0,+10%,,
6391,Lubricated Heat Pump,0.02,,,+102%
6392,Secondary Coils,0.889,,+19%,
6393,Tertiary Heat Pump,0.0,,+11%,
6394,Efficient Shell Loader,0.111,+11%,,
6395,Tertiary Coils,0.222,+12%,,
6396,Tertiary Core,0.0,,+11%,
6397,Efficient Coils,0.889,+18%,,
6398,Tertiary Shell Loader,0.091,,,+109%
6399,Lubricated Launch System,0.333,,+14%,
6400,Efficient Injector Plugs,0.0,+10%,,
6401,Boosted Timing Loom,0.0,,+11%,
6402,Boosted Heat Pump,0.778,,+18%,
6403,Secondary Gas Expander,0.444,+14%,,
6404,Secondary Injector Plugs,0.0,,+11%,
6405,Lubricated Coils,0.0,+10%,,
6406,Lubricated Heat Pump,0.222,+12%,,
6407,Lubricated Compressor,0.0,,,+100%
6408,Secondary Timing Loom,0.869,,,+186%
6409,Lubricated Compressor,0.111,,,+111%
6410,Secondary Injector Plugs,0.051,,,+105%
6411,Secondary Gas Expander,0.0,+10%,,
6412,Tertiary Timing Loom,0.0,,,+100%
6413,Secondary Shell Loader,0.0,,,+100%
6414,Secondary Compressor,0.333,+13%,,
6415,Secondary Timing Loom,0.889,+18%,,
6416,Lubricated Release Mechanism,0.111,+11%,,
6417,Lubricated Coils,0.222,,+13%,
6418,Secondary Gas Expander,0.313,,,+131%
6419,Lubricated Coils,0.0,,,+100%
6420,Boosted Heat Pump,0.0,,,+100%
6421,Tertiary Gas Expander,0.0,,,+100%
6422,Efficient Gas Expander,0.222,,+13%,
6423,Secondary Injector Plugs,0.0,,,+100%
6424,Efficient Release Mechanism,0.444,+14%,,
6425,Efficient Timing Loom,0.444,,+15%,
6426,Secondary Gas Expander,0.889,,+19%,
6427,Lubricated Heat Pump,0.0,,+11%,
6428,Tertiary Launch System,0.222,+12%,,
6429,Efficient Coils,0.0,+10%,,
6430,Efficient Heat Pump,0.384,,,+138%
6431,Tertiary Gas Expander,0.626,,,+162%
6432,Secondary Launch System,0.556,,+16%,
6433,Lubricated Gas Expander,0.0,,,+100%
6434,Efficient Launch System,0.111,,+12%,
6435,Tertiary Launch System,0.303,,,+130%
6436,Efficient Injector Plugs,0.202,,,+120%
6437,Secondary Heat Pump,0.606,,,+160%
6438,Boosted Injector Plugs,0.0,+10%,,
6439,Tertiary Compressor,0.0,,+11%,
6440,Secondary Heat Pump,0.222,,+13%,
6441,Efficient Coils,0.444,+14%,,
6442,Secondary Gas Expander,0.889,+18%,,
6443,Secondary Injector Plugs,0.222,+12%,,
6444,Efficient Timing Loom,0.091,,,+109%
6445,Efficient Compressor,0.03,,,+103%
6446,Secondary Release Mechanism,0.0,,,+100%
6447,Lubricated Heat Pump,0.556,+15%,,
6448,Boosted Launch System,0.778,,+18%,
6449,Efficient Gas Expander,0.03,,,+103%
6450,Secondary Heat Pump,0.0,,+11%,
6451,Efficient Heat Pump,1.0,+19%,,
6452,Efficient Shell Loader,0.0,,+11%,
6453,Lubricated Launch System,0.01,,,+101%
6454,Boosted Release Mechanism,0.111,+11%,,
6455,Secondary Core,0.0,,,+100%
6456,Tertiary Timing Loom,0.889,,+19%,
6457,Tertiary Release Mechanism,0.0,+10%,,
6458,Secondary Compressor,1.0,+19%,,
6459,Efficient Timing Loom,0.263,,,+126%
6460,Boosted Shell Loader,0.889,,+19%,
6461,Boosted Heat Pump,0.556,+15%,,
6462,Lubricated Shell Loader,0.667,,+17%,
6463,Lubricated Shell Loader,1.0,+19%,,
6464,Efficient Shell Loader,0.0,,+11%,
6465,Tertiary Compressor,0.0,,+11%,
6466,Lubricated Compressor,0.889,,+19%,
6467,Tertiary Compressor,0.152,,,+115%
6468,Efficient Release Mechanism,0.222,+12%,,
6469,Lubricated Release Mechanism,0.444,,+15%,
6470,Boosted Shell Loader,0.0,,,+100%
6471,Tertiary Compressor,0.444,+14%,,
6472,Tertiary Heat Pump,0.0,,,+100%
6473,Secondary Injector Plugs,0.333,+13%,,
6474,Lubricated Release Mechanism,0.0,,,+100%
6475,Boosted Launch System,0.222,,+13%,
6476,Tertiary Launch System,0.0,+10%,,
6477,Lubricated Heat Pump,0.111,,+12%,
6478,Boosted Heat Pump,0.333,+13%,,
6479,Boosted Coils,0.0,,,+100%
6480,Efficient Compressor,0.091,,,+109%
6481,Secondary Compressor,0.0,,+11%,
6482,Secondary Coils,0.333,+13%,,
6483,Secondary Injector Plugs,0.111,,+12%,
6484,Efficient Core,0.061,,,+106%
6485,Boosted Gas Expander,0.04,,,+104%
6486,Secondary Shell Loader,0.0,,+11%,
6487,Efficient Release Mechanism,0.444,,+15%,
6488,Efficient Launch System,0.919,,,+191%
6489,Lubricated Coils,0.556,+15%,,
6490,Lubricated Launch System,0.0,,+11%,
6491,Efficient Injector Plugs,0.333,+13%,,
6492,Tertiary Gas Expander,0.778,+17%,,
6493,Tertiary Launch System,0.0,,+11%,
6494,Efficient Shell Loader,0.162,,,+116%
6495,Boosted Coils,0.061,,,+106%
6496,Tertiary Gas Expander,0.747,,,+174%
6497,Secondary Shell Loader,0.111,,+12%,
6498,Secondary Shell Loader,0.091,,,+109%
6499,Lubricated Launch System,0.0,,,+100%
6500,Secondary Timing Loom,0.0,+10%,,
6501,Lubricated Timing Loom,0.556,,+16%,
6502,Secondary Launch System,0.0,,,+100%
6503,Efficient Timing Loom,0.0,,,+100%
6504,Tertiary Coils,0.556,,+16%,
6505,Secondary Heat Pump,0.333,+13%,,
6506,Boosted Heat Pump,0.0,,,+100%
6507,Secondary Shell Loader,0.333,,+14%,
6508,Tertiary Coils,0.222,+12%,,
6509,Boosted Shell Loader,1.0,+19%,,
6510,Efficient Injector Plugs,0.667,,+17%,
6511,Tertiary Gas Expander,0.333,,,+133%
6512,Boosted Gas Expander,0.0,+10%,,
6513,Lubricated Compressor,0.061,,,+106%
6514,Tertiary Gas Expander,0.556,,+16%,
6515,Efficient Release Mechanism,0.444,,+15%,
6516,Tertiary Core,0.778,,,+177%
6517,Boosted Timing Loom,0.889,,+19%,
6518,Boosted Launch System,0.222,+12%,,
6519,Secondary Coils,0.778,+17%,,
6520,Lubricated Coils,0.778,+17%,,
6521,Lubricated Core,0.333,+13%,,
6522,Tertiary Shell Loader,0.111,,+12%,
6523,Efficient Shell Loader,0.273,,,+127%
6524,Tertiary Gas Expander,0.0,+10%,,
6525,Secondary Release Mechanism,0.111,,+12%,
6526,Efficient Launch System,0.0,+10%,,
6527,Boosted Timing Loom,0.0,,,+100%
6528,Lubricated Core,0.111,+11%,,
6529,Efficient Coils,0.111,+11%,,
6530,Secondary Injector Plugs,0.556,+15%,,
6531,Boosted Release Mechanism,0.222,+12%,,
6532,Tertiary Coils,1.0,,+20%,
6533,Lubricated Launch System,0.222,,+13%,
6534,Lubricated Core,0.273,,,+127%
6535,Boosted Injector Plugs,0.111,+11%,,
6536,Secondary Shell Loader,0.03,,,+103%
6537,Tertiary Coils,0.0,,+11%,
6538,Secondary Gas Expander,0.0,,,+100%
6539,Efficient Compressor,0.667,,+17%,
6540,Efficient Release Mechanism,0.444,,+15%,
6541,Secondary Core,1.0,,+20%,
6542,Lubricated Injector Plugs,0.0,,+11%,
6543,Tertiary Release Mechanism,0.03,,,+103%
6544,Efficient Compressor,0.0,,+11%,
6545,Boosted Launch System,0.556,,+16%,
6546,Secondary Release Mechanism,0.0,,,+100%
6547,Lubricated Release Mechanism,0.333,+13%,,
6548,Secondary Launch System,0.0,+10%,,
6549,Secondary Heat Pump,0.778,+17%,,
6550,Tertiary Release Mechanism,0.0,,+11%,
6551,Lubricated Heat Pump,0.0,,+11%,
6552,Secondary Release Mechanism,0.505,,,+150%
6553,Efficient Release Mechanism,0.667,+16%,,
6554,Tertiary Timing Loom,0.0,,+11%,
6555,Efficient Injector Plugs,0.0,,+11%,
6556,Boosted Release Mechanism,0.0,+10%,,
6557,Boosted Compressor,0.778,+17%,,
6558,Efficient Shell Loader,0.111,+11%,,
6559,Lubricated Launch System,0.222,,+13%,
6560,Efficient Compressor,0.404,,,+140%
6561,Lubricated Compressor,0.131,,,+113%
6562,Tertiary Release Mechanism,0.111,,+12%,
6563,Boosted Compressor,0.99,,,+198%
6564,Tertiary Heat Pump,0.667,+16%,,
6565,Efficient Shell Loader,0.0,+10%,,
6566,Secondary Compressor,0.111,,+12%,
6567,Lubricated Release Mechanism,0.111,,+12%,
6568,Efficient Coils,0.111,,+12%,
6569,Secondary Timing Loom,0.222,,+13%,
6570,Lubricated Launch System,0.111,+11%,,
6571,Boosted Injector Plugs,0.384,,,+138%
6572,Efficient Release Mechanism,0.03,,,+103%
6573,Efficient Gas Expander,0.444,,+15%,
6574,Efficient Compressor,0.0,,+11%,
6575,Lubricated Launch System,0.111,,+12%,
6576,Efficient Gas Expander,0.222,+12%,,
6577,Efficient Shell Loader,0.111,+11%,,
6578,Tertiary Heat Pump,0.0,,+11%,
6579,Boosted Compressor,0.111,+11%,,
6580,Tertiary Shell Loader,0.0,,,+100%
6581,Efficient Compressor,0.04,,,+104%
6582,Tertiary Compressor,0.0,+10%,,
6583,Lubricated Injector Plugs,0.0,+10%,,
6584,Secondary Heat Pump,0.333,+13%,,
6585,Secondary Core,0.111,+11%,,
6586,Secondary Coils,0.556,,+16%,
6587,Tertiary Compressor,0.778,+17%,,
6588,Secondary Release Mechanism,0.667,+16%,,
6589,Boosted Shell Loader,0.0,+10%,,
6590,Efficient Compressor,0.0,,,+100%
6591,Secondary Coils,0.0,,,+100%
6592,Boosted Coils,0.333,+13%,,
6593,Efficient Coils,0.0,,+11%,
6594,Secondary Heat Pump,0.111,+11%,,
6595,Boosted Core,0.0,+10%,,
6596,Lubricated Core,0.091,,,+109%
6597,Secondary Core,0.889,+18%,,
6598,Lubricated Injector Plugs,0.222,+12%,,
6599,Tertiary Heat Pump,0.525,,,+152%
6600,Lubricated Heat Pump,0.667,,+17%,
6601,Boosted Release Mechanism,0.04,,,+104%
6602,Boosted Heat Pump,0.0,,+11%,
6603,Boosted Gas Expander,0.0,,,+100%
6604,Boosted Gas Expander,0.0,,,+100%
6605,Boosted Timing Loom,0.01,,,+101%
6606,Boosted Gas Expander,0.889,+18%,,
6607,Efficient Shell Loader,0.273,,,+127%
6608,Secondary Injector Plugs,0.0,+10%,,
6609,Efficient Coils,0.0,,,+100%
6610,Efficient Timing Loom,0.778,,+18%,
6611,Lubricated Coils,0.101,,,+110%
6612,Tertiary Release Mechanism,0.667,,+17%,
6613,Lubricated Compressor,0.222,+12%,,
6614,Efficient Timing Loom,0.778,+17%,,
6615,Efficient Heat Pump,0.444,+14%,,
6616,Lubricated Compressor,0.222,,+13%,
6617,Efficient Core,0.0,,+11%,
6618,Lubricated Release Mechanism,0.222,+12%,,
6619,Efficient Heat Pump,0.0,,+11%,
6620,Lubricated Compressor,0.465,,,+146%
6621,Secondary Gas Expander,0.667,,+17%,
6622,Efficient Core,0.0,,+11%,
6623,Tertiary Timing Loom,0.111,,+12%,
6624,Tertiary Gas Expander,0.0,,+11%,
6625,Boosted Heat Pump,0.0,,,+100%
6626,Boosted Injector Plugs,0.111,+11%,,
6627,Boosted Heat Pump,0.0,,,+100%
6628,Efficient Compressor,0.303,,,+130%
6629,Boosted Timing Loom,0.556,,+16%,
6630,Secondary Coils,0.0,,,+100%
6631,Efficient Gas Expander,0.556,+15%,,
