Seed,Name,Perfection,Weapon_Grenade_Damage,Weapon_Grenade_Bounce,Weapon_Grenade_Radius,Weapon_Grenade_Speed
25385,Secondary Heat Pump,0.5,,+33%,,
25386,Secondary Shell Loader,0.005,,,,+101%
25387,Tertiary Core,0.0,,,+1%,
25388,Lubricated Compressor,0.5,,+33%,,
25389,Lubricated Timing Loom,0.0,,,+1%,
25390,Lubricated Injector Plugs,0.278,+15%,,,
25391,Boosted Compressor,0.5,+19%,,,
25392,Lubricated Shell Loader,0.167,+13%,,,
25393,Tertiary Core,0.0,,,,+100%
25394,Secondary Gas Expander,0.111,+12%,,,
25395,Boosted Compressor,0.005,,,,+101%
25396,Lubricated Heat Pump,0.111,+12%,,,
25397,Lubricated Gas Expander,0.5,,+33%,,
25398,Secondary Gas Expander,0.333,+16%,,+1%,
25399,Lubricated Release Mechanism,0.5,+19%,,,
25400,Tertiary Core,0.5,,+33%,,
25401,Boosted Release Mechanism,0.056,+11%,,,
25402,Tertiary Injector Plugs,0.25,,,+3%,
25403,Boosted Gas Expander,0.0,+10%,,,
25404,Boosted Coils,0.5,,+33%,,
25405,Tertiary Launch System,0.155,,,+2%,+106%
25406,Lubricated Injector Plugs,0.5,,+33%,,
25407,Efficient Release Mechanism,0.5,,+33%,,
25408,Secondary Release Mechanism,0.384,+12%,,,+154%
25409,Boosted Compressor,0.056,+11%,,,
25410,Boosted Compressor,0.51,,,+5%,+102%
25411,Efficient Core,0.25,,,+3%,
25412,Efficient Coils,0.5,,+33%,,
25413,Secondary Injector Plugs,0.0,+10%,,,+100%
25414,Efficient Heat Pump,0.625,,+33%,+2%,
25415,Boosted Heat Pump,0.375,,,+4%,
25416,Boosted Release Mechanism,0.5,,+33%,,
25417,Lubricated Injector Plugs,0.5,,+33%,,
25418,Tertiary Coils,0.278,+15%,,,
25419,Tertiary Coils,0.056,+11%,,,
25420,Efficient Timing Loom,0.375,,,+4%,
25421,Lubricated Gas Expander,0.0,+10%,,,
25422,Tertiary Injector Plugs,0.5,,+33%,,
25423,Tertiary Coils,0.111,+12%,,,+100%
25424,Efficient Core,0.025,,,,+105%
25425,Tertiary Coils,0.0,+10%,,,
25426,Lubricated Core,0.0,+10%,,,
25427,Boosted Gas Expander,0.005,,,,+101%
25428,Lubricated Timing Loom,0.0,+10%,,,
25429,Efficient Gas Expander,0.005,,,,+101%
25430,Boosted Injector Plugs,0.0,,,,+100%
25431,Boosted Gas Expander,0.514,+17%,,+2%,
25432,Boosted Gas Expander,1.0,,+33%,+5%,
25433,Efficient Gas Expander,0.5,,+33%,,
25434,Efficient Gas Expander,0.25,,,+3%,
25435,Efficient Gas Expander,0.187,,,,+137%
25436,Secondary Shell Loader,0.056,+11%,,,
25437,Secondary Injector Plugs,0.5,,+33%,,
25438,Boosted Shell Loader,0.146,,,,+129%
25439,Tertiary Gas Expander,0.25,,,+3%,
25440,Lubricated Injector Plugs,0.5,,+33%,,
25441,Tertiary Heat Pump,0.035,,,,+107%
25442,Secondary Launch System,0.0,+10%,,,
25443,Boosted Heat Pump,0.5,,+33%,,
25444,Lubricated Coils,0.5,,+33%,,
25445,Secondary Launch System,0.25,,,+3%,
25446,Lubricated Compressor,0.0,,,+1%,
25447,Secondary Core,0.5,,+33%,,
25448,Boosted Injector Plugs,0.125,,,+2%,
25449,Secondary Launch System,0.0,+10%,,,
25450,Lubricated Shell Loader,0.222,+14%,,+1%,
25451,Efficient Heat Pump,0.167,+13%,,+1%,
25452,Lubricated Core,0.389,+17%,,,
25453,Tertiary Timing Loom,0.217,,,,+143%
25454,Efficient Shell Loader,0.167,+13%,,,
25455,Tertiary Heat Pump,0.0,,,,+100%
25456,Efficient Gas Expander,0.0,,,,+100%
25457,Boosted Injector Plugs,0.03,,,+1%,+106%
25458,Lubricated Shell Loader,0.5,,+33%,,
25459,Boosted Launch System,0.537,,,+4%,+132%
25460,Tertiary Compressor,0.111,+12%,,,
25461,Efficient Gas Expander,0.146,,,,+129%
25462,Lubricated Shell Loader,0.5,,+33%,,
25463,Boosted Release Mechanism,0.308,+14%,,,+117%
25464,Boosted Timing Loom,0.0,,,,+100%
25465,Lubricated Core,0.5,+19%,,,
25466,Lubricated Shell Loader,0.278,+15%,,,
25467,Secondary Core,0.0,+10%,,,
25468,Secondary Gas Expander,0.125,,,+2%,
25469,Efficient Shell Loader,0.0,,,+1%,
25470,Lubricated Coils,0.125,,,+2%,
25471,Secondary Shell Loader,0.5,,+33%,,
25472,Boosted Injector Plugs,0.0,,,,+100%
25473,Secondary Core,0.333,+16%,,,
25474,Secondary Launch System,0.5,+19%,,,
25475,Boosted Timing Loom,0.25,,,+3%,
25476,Tertiary Shell Loader,0.056,+11%,,,
25477,Secondary Timing Loom,0.0,+10%,,,
25478,Boosted Coils,0.5,,+33%,,
25479,Tertiary Coils,0.5,,+33%,+1%,
25480,Tertiary Timing Loom,0.167,+13%,,,
25481,Tertiary Injector Plugs,0.444,+18%,,,
25482,Efficient Release Mechanism,0.333,+16%,,,
25483,Lubricated Shell Loader,0.5,,+33%,,
25484,Efficient Release Mechanism,0.25,,,+3%,
25485,Efficient Launch System,0.035,,,,+107%
25486,Tertiary Heat Pump,0.5,,,+5%,
25487,Boosted Shell Loader,0.313,,,,+162%
25488,Secondary Heat Pump,0.02,,,,+104%
25489,Boosted Coils,0.5,,+33%,,
25490,Lubricated Timing Loom,0.125,+10%,,+2%,
25491,Tertiary Heat Pump,0.5,+10%,+33%,,
25492,Tertiary Gas Expander,0.5,,+33%,,
25493,Tertiary Shell Loader,0.5,,+33%,,
25494,Tertiary Shell Loader,0.5,,+33%,,+100%
25495,Secondary Compressor,0.005,,,,+101%
25496,Tertiary Injector Plugs,0.375,,,+4%,
25497,Boosted Gas Expander,0.0,,,,+100%
25498,Lubricated Injector Plugs,0.0,,,+1%,
25499,Lubricated Compressor,0.222,+14%,,,
25500,Secondary Timing Loom,0.278,+15%,,,
25501,Secondary Coils,0.333,+16%,,,
25502,Boosted Heat Pump,0.389,+17%,,,
25503,Boosted Coils,0.005,,,,+101%
25504,Lubricated Shell Loader,0.5,,+33%,,
25505,Efficient Injector Plugs,0.03,,,,+106%
25506,Lubricated Core,0.5,,+33%,,
25507,Secondary Heat Pump,0.361,,,+3%,+122%
25508,Lubricated Heat Pump,0.0,,,+1%,
25509,Boosted Injector Plugs,0.333,,,,+166%
25510,Lubricated Heat Pump,0.0,,,,+100%
25511,Tertiary Gas Expander,0.328,,,,+165%
25512,Efficient Timing Loom,0.01,,,,+102%
25513,Secondary Shell Loader,0.222,+14%,,,
25514,Tertiary Shell Loader,0.5,,,+5%,
25515,Efficient Compressor,0.232,+14%,,,+102%
25516,Lubricated Heat Pump,0.0,,,+1%,+100%
25517,Tertiary Core,0.111,+12%,,,
25518,Lubricated Core,0.333,+16%,,,
25519,Secondary Launch System,0.056,+11%,,,
25520,Lubricated Launch System,0.125,,,+2%,
25521,Efficient Release Mechanism,0.0,,,,+100%
25522,Boosted Heat Pump,0.222,+14%,,,
25523,Boosted Release Mechanism,0.02,,,,+104%
25524,Efficient Core,0.0,,,,+100%
25525,Tertiary Release Mechanism,0.045,,,,+109%
25526,Efficient Release Mechanism,0.02,,,,+104%
25527,Efficient Coils,0.0,,,,+100%
25528,Lubricated Gas Expander,0.0,,,+1%,
25529,Tertiary Compressor,0.5,,+33%,,
25530,Tertiary Heat Pump,0.0,+10%,,,
25531,Lubricated Coils,0.0,,,,+100%
25532,Efficient Timing Loom,0.0,+10%,,,
25533,Secondary Injector Plugs,0.375,,,+4%,
25534,Boosted Injector Plugs,0.5,,+33%,,
25535,Lubricated Heat Pump,0.111,+12%,,,
25536,Lubricated Timing Loom,0.125,,,+2%,
25537,Tertiary Gas Expander,0.5,,+33%,,+100%
25538,Secondary Launch System,0.0,,,,+100%
25539,Secondary Heat Pump,0.5,,,+5%,
25540,Tertiary Coils,0.125,,,+2%,
25541,Secondary Gas Expander,0.5,,,+5%,
25542,Secondary Timing Loom,0.0,+10%,,,
25543,Lubricated Compressor,0.0,,,+1%,
25544,Boosted Gas Expander,0.333,+16%,,,
25545,Tertiary Gas Expander,0.0,,,,+100%
25546,Efficient Heat Pump,0.25,,,+3%,
25547,Tertiary Release Mechanism,0.0,,,+1%,
25548,Secondary Heat Pump,0.5,,+33%,,
25549,Boosted Launch System,0.375,,,+4%,
25550,Secondary Shell Loader,0.145,,,+2%,+104%
25551,Lubricated Shell Loader,0.0,,,+1%,
25552,Efficient Release Mechanism,0.5,,+33%,,
25553,Efficient Core,0.75,,+33%,+3%,
25554,Lubricated Compressor,0.005,,,,+101%
25555,Secondary Injector Plugs,0.333,+16%,,,
25556,Secondary Gas Expander,0.125,,,+2%,
25557,Secondary Launch System,0.0,+10%,,,+100%
25558,Tertiary Gas Expander,0.5,,+33%,,
25559,Secondary Heat Pump,0.0,,,,+100%
25560,Lubricated Timing Loom,0.0,,,+1%,
25561,Secondary Core,0.04,,,,+108%
25562,Boosted Coils,0.0,,,,+100%
25563,Efficient Gas Expander,0.5,,+33%,,
25564,Efficient Core,0.5,,+33%,,
25565,Tertiary Injector Plugs,0.278,+15%,,,
25566,Lubricated Compressor,0.333,+16%,,,
25567,Lubricated Timing Loom,0.01,,,,+102%
25568,Efficient Heat Pump,0.25,,,+3%,
25569,Lubricated Shell Loader,0.667,+13%,+33%,,
25570,Secondary Gas Expander,0.5,,+33%,,
25571,Efficient Compressor,0.298,,,,+159%
25572,Lubricated Timing Loom,0.0,,,+1%,
25573,Lubricated Injector Plugs,0.444,+18%,,,
25574,Efficient Release Mechanism,0.222,+14%,,,
25575,Efficient Coils,0.5,,+33%,,
25576,Boosted Timing Loom,0.5,,+33%,,
25577,Tertiary Heat Pump,0.5,,+33%,,
25578,Tertiary Injector Plugs,0.5,,,+5%,
25579,Boosted Timing Loom,0.389,+17%,,,
25580,Tertiary Release Mechanism,0.5,,+33%,,
25581,Lubricated Gas Expander,0.005,,,,+101%
25582,Tertiary Compressor,0.444,+18%,,,
25583,Efficient Timing Loom,0.5,+19%,,,
25584,Boosted Compressor,0.5,,+33%,,+100%
25585,Efficient Coils,0.056,+11%,,,
25586,Efficient Gas Expander,0.0,,,,+100%
25587,Lubricated Heat Pump,0.125,,,+2%,
25588,Boosted Coils,0.5,,+33%,,
25589,Efficient Core,0.111,+12%,,,
25590,Efficient Gas Expander,0.0,,,+1%,
25591,Secondary Injector Plugs,0.5,,,+5%,
25592,Lubricated Core,0.111,+12%,,,
25593,Efficient Shell Loader,0.0,,,+1%,
25594,Boosted Heat Pump,0.5,,+33%,,
25595,Boosted Gas Expander,0.5,,+33%,,
25596,Tertiary Core,0.375,,,+4%,
25597,Efficient Shell Loader,0.0,,,,+100%
25598,Boosted Release Mechanism,0.5,,+33%,,
25599,Efficient Core,0.005,,,,+101%
25600,Efficient Heat Pump,0.167,+13%,,,
25601,Boosted Gas Expander,0.056,+11%,,,
25602,Tertiary Core,0.25,,,+3%,
25603,Boosted Compressor,0.0,+10%,,,
25604,Tertiary Timing Loom,0.056,+11%,,,
25605,Secondary Launch System,0.111,+12%,,,
25606,Secondary Core,0.0,+10%,,,
25607,Boosted Launch System,0.875,,+33%,+4%,
25608,Secondary Injector Plugs,0.447,,,+3%,+139%
25609,Secondary Heat Pump,0.167,+13%,,,
25610,Secondary Injector Plugs,0.5,,,+5%,+100%
25611,Secondary Timing Loom,0.5,,,+5%,
25612,Lubricated Compressor,0.056,+11%,,,
25613,Tertiary Heat Pump,0.625,,+33%,+2%,
25614,Efficient Timing Loom,0.056,+11%,,,
25615,Efficient Timing Loom,0.308,,,,+161%
25616,Efficient Heat Pump,0.056,+11%,,+1%,
25617,Efficient Coils,0.25,,,+3%,
25618,Boosted Gas Expander,0.5,,+33%,,
25619,Secondary Timing Loom,0.0,+10%,,,
25620,Efficient Shell Loader,0.5,,+33%,,
25621,Lubricated Core,0.253,,,,+150%
25622,Efficient Coils,0.0,,,+1%,
25623,Secondary Release Mechanism,0.111,+12%,,,
25624,Boosted Injector Plugs,0.0,,,,+100%
25625,Tertiary Core,0.0,,,+1%,
25626,Tertiary Timing Loom,0.5,,+33%,,
25627,Tertiary Timing Loom,0.5,,+33%,,
25628,Secondary Compressor,0.0,,,+1%,
25629,Secondary Heat Pump,0.5,,,+5%,
25630,Efficient Launch System,0.056,+11%,,,
25631,Efficient Compressor,0.5,,+33%,,
25632,Boosted Coils,0.0,+10%,,,
25633,Boosted Injector Plugs,0.0,+10%,,+1%,
25634,Tertiary Gas Expander,0.5,,+33%,,
25635,Boosted Injector Plugs,0.389,+17%,,,
25636,Tertiary Core,0.444,+18%,,,
25637,Efficient Timing Loom,0.0,,,,+100%
25638,Boosted Timing Loom,0.5,,+33%,,
25639,Tertiary Injector Plugs,0.5,,+33%,,
25640,Boosted Shell Loader,0.125,,,+2%,
25641,Boosted Core,0.5,,,+5%,
25642,Secondary Heat Pump,0.192,,,,+138%
25643,Lubricated Timing Loom,0.5,,+33%,+1%,
25644,Boosted Launch System,0.125,,,+2%,
25645,Tertiary Injector Plugs,0.333,+16%,,,
25646,Efficient Shell Loader,0.389,+17%,,,
25647,Lubricated Injector Plugs,0.125,,,+2%,
25648,Efficient Gas Expander,0.0,,,,+100%
25649,Secondary Timing Loom,0.5,+10%,+33%,,
25650,Secondary Shell Loader,0,,,,
25651,Tertiary Timing Loom,0.5,,+33%,,
25652,Efficient Injector Plugs,0.0,,,,+100%
25653,Tertiary Release Mechanism,0.0,,,+1%,
25654,Efficient Timing Loom,0.02,,,,+104%
25655,Tertiary Timing Loom,0.5,+19%,,,
25656,Boosted Heat Pump,0.25,,,+3%,
25657,Boosted Heat Pump,0,,,,
25658,Lubricated Injector Plugs,0.5,,+33%,,
25659,Secondary Coils,0.111,+12%,,,
25660,Tertiary Heat Pump,0.5,,,+5%,
25661,Boosted Timing Loom,0.0,+10%,,,
25662,Secondary Shell Loader,0.5,+10%,+33%,,
25663,Tertiary Core,0.066,,,,+113%
25664,Boosted Injector Plugs,0.157,,,,+131%
25665,Efficient Gas Expander,0.0,+10%,,,
25666,Efficient Gas Expander,0.0,+10%,,,
25667,Lubricated Shell Loader,0.5,,,+5%,
25668,Lubricated Injector Plugs,0.0,,,+1%,
25669,Secondary Heat Pump,0.056,+11%,,,
25670,Boosted Gas Expander,0.0,+10%,,,
25671,Boosted Compressor,0.25,,,+3%,
25672,Boosted Injector Plugs,0.5,,+33%,,
25673,Efficient Launch System,0.444,+18%,,,
25674,Boosted Compressor,0.0,,,+1%,
25675,Efficient Heat Pump,0.5,,,+5%,
25676,Tertiary Launch System,0.0,,,,+100%
25677,Boosted Heat Pump,0.5,,+33%,,
25678,Tertiary Timing Loom,0.0,,,,+100%
25679,Secondary Timing Loom,0.283,,,,+156%
25680,Efficient Coils,0.237,,,+1%,+147%
25681,Boosted Heat Pump,0.5,,+33%,,
25682,Boosted Launch System,0.015,,,,+103%
25683,Lubricated Release Mechanism,0.045,+10%,,,+109%
25684,Tertiary Coils,0.025,+10%,,,+105%
25685,Boosted Release Mechanism,0.177,+11%,,,+124%
25686,Efficient Heat Pump,0.005,,,,+101%
25687,Secondary Injector Plugs,0.005,,,,+101%
25688,Secondary Coils,0.333,+16%,,,
25689,Efficient Timing Loom,0.25,,,+3%,+100%
25690,Lubricated Coils,0.5,,+33%,,
25691,Lubricated Compressor,0.167,+13%,,,
25692,Boosted Release Mechanism,0.5,,+33%,,
25693,Boosted Heat Pump,0.375,,,+4%,
25694,Secondary Heat Pump,0.071,,,,+114%
25695,Lubricated Core,0.0,,,+1%,
25696,Tertiary Core,0.616,,+33%,,+123%
25697,Efficient Injector Plugs,0.5,,+33%,,
25698,Secondary Release Mechanism,0.0,,,+1%,
25699,Boosted Compressor,0.278,+15%,,,
25700,Secondary Core,0.0,,,,+100%
25701,Efficient Injector Plugs,0.0,+10%,,,
25702,Efficient Heat Pump,0.5,+19%,,,
25703,Efficient Timing Loom,0.5,,,+5%,
25704,Secondary Release Mechanism,0.303,+10%,,,+160%
25705,Lubricated Compressor,0.0,+10%,,,+100%
25706,Secondary Launch System,0.051,,,,+110%
25707,Efficient Injector Plugs,0.0,,,+1%,
25708,Secondary Core,0.25,,,+3%,
25709,Boosted Timing Loom,0.0,+10%,,,
25710,Lubricated Core,0.01,,,,+102%
25711,Lubricated Heat Pump,0.0,,,+1%,
25712,Secondary Core,0.0,+10%,,,
25713,Lubricated Shell Loader,0.5,,+33%,,
25714,Efficient Timing Loom,0.0,+10%,,,
25715,Efficient Compressor,0.0,,,,+100%
25716,Lubricated Core,0.125,+10%,,+2%,
25717,Efficient Shell Loader,0.5,,+33%,,
25718,Secondary Core,0.0,,,,+100%
25719,Secondary Timing Loom,0.111,+12%,,,
25720,Lubricated Coils,0.0,,,,+100%
25721,Lubricated Shell Loader,0.0,,,+1%,
25722,Boosted Launch System,0.444,+18%,,,
25723,Efficient Release Mechanism,0.02,,,,+104%
25724,Boosted Timing Loom,0.258,,,,+151%
25725,Tertiary Shell Loader,0.5,,+33%,,
25726,Lubricated Compressor,0.52,,+33%,,+104%
25727,Boosted Core,0.455,,,,+190%
25728,Secondary Gas Expander,0.125,,,+2%,
25729,Tertiary Injector Plugs,0.894,,,+5%,+178%
25730,Tertiary Core,0.172,+13%,,,+101%
25731,Boosted Gas Expander,0.125,,,+2%,
25732,Tertiary Coils,0.5,,+33%,,
25733,Efficient Core,0.25,,,+3%,
25734,Tertiary Core,0.375,,,+4%,
25735,Boosted Compressor,0.5,,,+5%,
25736,Tertiary Core,0.25,,,+3%,
25737,Efficient Injector Plugs,0.5,,+33%,,
25738,Efficient Shell Loader,0.217,,,,+143%
25739,Tertiary Timing Loom,0.475,,,,+194%
25740,Boosted Core,0.278,+15%,,,
25741,Efficient Shell Loader,0.0,,,,+100%
25742,Secondary Coils,0.111,+12%,,,
25743,Lubricated Coils,0.167,+13%,,,
25744,Boosted Injector Plugs,0.5,,+33%,,
25745,Boosted Release Mechanism,0.25,,,+3%,
25746,Tertiary Injector Plugs,0.0,+10%,,,
25747,Lubricated Timing Loom,0.056,,,,+111%
25748,Boosted Compressor,0.5,,+33%,,+100%
25749,Boosted Gas Expander,0.056,+11%,,,
25750,Boosted Shell Loader,0.0,,,,+100%
25751,Efficient Gas Expander,0.0,,,,+100%
25752,Efficient Coils,0.5,,+33%,,
25753,Tertiary Coils,0.51,,+33%,,+102%
25754,Boosted Release Mechanism,0.0,+10%,,,
25755,Efficient Compressor,0.5,,+33%,,
25756,Lubricated Gas Expander,0.167,+13%,,,
25757,Tertiary Shell Loader,0.51,,+33%,,+102%
25758,Lubricated Injector Plugs,0.5,,+33%,,
25759,Secondary Launch System,0.542,+13%,,+4%,
25760,Secondary Compressor,0.5,,+33%,,
25761,Lubricated Coils,0.222,+14%,,,
25762,Tertiary Shell Loader,0.5,,+33%,,
25763,Boosted Injector Plugs,0.0,,,+1%,
25764,Tertiary Shell Loader,0.056,+11%,,,
25765,Lubricated Release Mechanism,0.0,+10%,,,+100%
25766,Boosted Core,0.5,,+33%,,
25767,Secondary Compressor,0.5,,+33%,,
25768,Efficient Launch System,0.0,,,+1%,
25769,Tertiary Shell Loader,0.0,+10%,,+1%,
25770,Tertiary Launch System,0.005,,,,+101%
25771,Secondary Compressor,0.5,+19%,,+1%,
25772,Lubricated Injector Plugs,0.111,+12%,,,
25773,Secondary Gas Expander,0.5,,+33%,,
25774,Tertiary Shell Loader,0.0,,,,+100%
25775,Secondary Compressor,0.01,,,,+102%
25776,Tertiary Launch System,0.111,+12%,,,+100%
25777,Lubricated Timing Loom,0.5,,+33%,,
25778,Lubricated Core,0.0,,,+1%,
25779,Tertiary Coils,0.005,,,,+101%
25780,Efficient Gas Expander,0.783,,+33%,,+156%
25781,Tertiary Core,0.375,,,+4%,
25782,Efficient Shell Loader,0.5,,+33%,,
25783,Lubricated Heat Pump,0.167,+13%,,,
25784,Secondary Heat Pump,0.5,,+33%,,
25785,Tertiary Shell Loader,0.222,+14%,,,
25786,Boosted Compressor,0.0,,,,+100%
25787,Efficient Coils,0.5,,+33%,,+100%
25788,Efficient Gas Expander,0.125,,,+2%,
25789,Efficient Timing Loom,0.0,,,+1%,
25790,Lubricated Compressor,0.5,,+33%,,
25791,Boosted Injector Plugs,0.535,,+33%,,+107%
25792,Secondary Shell Loader,0.444,+18%,,,
25793,Efficient Launch System,0.121,,,,+124%
25794,Secondary Heat Pump,0.0,+10%,,+1%,
25795,Tertiary Compressor,0.167,+13%,,,
25796,Efficient Compressor,0.0,,,+1%,
25797,Secondary Launch System,0.0,,,+1%,
25798,Boosted Release Mechanism,0.005,,,,+101%
25799,Boosted Shell Loader,0.0,+10%,,,
25800,Tertiary Release Mechanism,0.333,+16%,,,
25801,Tertiary Gas Expander,0.0,+10%,,,
25802,Efficient Gas Expander,0.625,,+33%,+2%,
25803,Efficient Gas Expander,0.5,,+33%,,+100%
25804,Lubricated Compressor,0.056,+11%,,,
25805,Boosted Heat Pump,0.0,,,+1%,
25806,Secondary Release Mechanism,0.5,,+33%,,
25807,Boosted Release Mechanism,0.0,+10%,,,
25808,Efficient Launch System,0.5,,+33%,,
25809,Tertiary Compressor,0.0,+10%,,,
25810,Secondary Release Mechanism,0.5,,+33%,,
25811,Efficient Coils,0.121,,,,+124%
25812,Secondary Gas Expander,0.0,+10%,,,
25813,Efficient Injector Plugs,0.081,,,,+116%
25814,Efficient Timing Loom,0.0,,,+1%,
25815,Boosted Coils,0.111,+12%,,,
25816,Tertiary Heat Pump,0.222,+14%,,,
25817,Boosted Compressor,0.5,,+33%,,
25818,Boosted Launch System,0.278,+15%,,,
25819,Efficient Shell Loader,0.125,,,+2%,
25820,Lubricated Gas Expander,0.0,,,,+100%
25821,Secondary Shell Loader,0.152,,,,+130%
25822,Lubricated Heat Pump,0.268,,,,+153%
25823,Lubricated Launch System,0.111,+12%,,,
25824,Lubricated Core,0.222,+14%,,,
25825,Boosted Shell Loader,0.056,+11%,,,
25826,Efficient Compressor,0.0,,,+1%,
25827,Tertiary Gas Expander,0.5,,+33%,,
25828,Tertiary Coils,0,,,,
25829,Efficient Injector Plugs,0.167,+13%,,,
25830,Tertiary Launch System,0.005,,,,+101%
25831,Efficient Heat Pump,0.242,,,,+148%
25832,Boosted Release Mechanism,0.5,,+33%,,
25833,Lubricated Launch System,0.222,+14%,,,
25834,Boosted Timing Loom,0.764,+17%,,+4%,
25835,Secondary Injector Plugs,0.25,,,+3%,
25836,Efficient Gas Expander,0.045,,,+1%,+109%
25837,Lubricated Compressor,0.5,,+33%,,
25838,Efficient Shell Loader,0.125,+10%,,+2%,
25839,Secondary Coils,0.125,,,+2%,
25840,Tertiary Heat Pump,0.0,+10%,,,
25841,Secondary Shell Loader,0.5,,+33%,,
25842,Tertiary Coils,0.5,,+33%,,
25843,Boosted Heat Pump,0.5,,+33%,,
25844,Boosted Injector Plugs,0.5,,+33%,,
25845,Lubricated Launch System,0.5,,+33%,,
25846,Efficient Core,0.0,,,+1%,
25847,Tertiary Launch System,0.5,,+33%,,
25848,Lubricated Injector Plugs,0.0,+10%,,,
25849,Efficient Shell Loader,0.875,,+33%,+4%,
25850,Efficient Coils,0.5,,,+5%,
25851,Lubricated Release Mechanism,0.125,,,+2%,
25852,Efficient Compressor,0.0,,,+1%,
25853,Secondary Injector Plugs,0.0,,,,+100%
25854,Efficient Launch System,0.621,,+33%,,+124%
25855,Secondary Launch System,0,,,,
25856,Efficient Release Mechanism,0.051,,,,+110%
25857,Secondary Release Mechanism,0.278,+15%,,,
25858,Secondary Core,0.056,+11%,,,
25859,Secondary Heat Pump,0.02,,,,+104%
25860,Efficient Coils,0.125,,,+2%,
25861,Tertiary Injector Plugs,0.035,,,+1%,+107%
25862,Boosted Injector Plugs,0.005,,,,+101%
25863,Secondary Core,0.0,,,+1%,
25864,Tertiary Injector Plugs,0.125,,,+2%,
25865,Secondary Core,0.056,+10%,,,+111%
25866,Boosted Injector Plugs,0.5,,+33%,,
25867,Lubricated Coils,0.389,,,,+177%
25868,Boosted Shell Loader,0.167,+13%,,,
25869,Lubricated Heat Pump,0.222,+14%,,,
25870,Lubricated Timing Loom,0.5,,+33%,,
25871,Tertiary Launch System,0.0,,,+1%,
25872,Tertiary Release Mechanism,0.066,,,,+113%
25873,Efficient Compressor,0.0,,,,+100%
25874,Efficient Injector Plugs,0.5,,+33%,,
25875,Lubricated Coils,0.056,+11%,,,
25876,Lubricated Compressor,0.5,,+33%,,
25877,Tertiary Injector Plugs,0.0,,,,+100%
25878,Efficient Coils,0.056,,,,+111%
25879,Efficient Heat Pump,0.5,,+33%,,
25880,Tertiary Release Mechanism,0.01,,,,+102%
25881,Efficient Compressor,0.0,,,,+100%
25882,Efficient Compressor,0.222,+12%,,,+122%
25883,Secondary Launch System,0.181,+11%,,+2%,
25884,Lubricated Shell Loader,0.0,,,,+100%
25885,Efficient Timing Loom,0.5,,+33%,,
25886,Lubricated Launch System,0.177,+13%,,,+102%
25887,Secondary Compressor,0.875,,+33%,+4%,
25888,Secondary Coils,0.045,,,,+109%
25889,Boosted Compressor,0.0,,,+1%,
25890,Secondary Compressor,0.25,,,+3%,
25891,Tertiary Shell Loader,0.444,+18%,,,
25892,Tertiary Launch System,0.0,,,,+100%
25893,Secondary Core,0.0,+10%,,,
25894,Lubricated Timing Loom,0.278,+15%,,,
25895,Boosted Release Mechanism,0.222,+14%,,,
25896,Lubricated Timing Loom,0.0,,,,+100%
25897,Lubricated Coils,0.0,+10%,,,
25898,Efficient Launch System,0.5,,+33%,,
25899,Lubricated Heat Pump,0.5,+10%,,+5%,
25900,Lubricated Injector Plugs,0.611,+12%,+33%,,
25901,Boosted Injector Plugs,0.5,,+33%,,
25902,Lubricated Coils,0.556,+11%,+33%,,
25903,Secondary Core,0.056,+11%,,,
25904,Secondary Compressor,0.167,+13%,,+1%,
25905,Boosted Injector Plugs,0.25,,,+3%,
25906,Tertiary Injector Plugs,0.0,+10%,,,
25907,Boosted Gas Expander,0.111,+12%,,,+100%
25908,Boosted Timing Loom,0.5,,+33%,,
25909,Boosted Injector Plugs,0.611,+12%,+33%,,
25910,Tertiary Release Mechanism,0.116,,,,+123%
25911,Efficient Injector Plugs,0.0,+10%,,,
25912,Secondary Core,0.111,+12%,,,
25913,Boosted Gas Expander,0.125,,,+2%,
25914,Tertiary Compressor,0.056,+11%,,,
25915,Efficient Compressor,0.5,,+33%,,
25916,Lubricated Release Mechanism,0.333,+16%,,,
25917,Secondary Launch System,0.04,,,,+108%
25918,Secondary Timing Loom,0.125,,,+2%,+100%
25919,Tertiary Coils,0.5,,+33%,,
25920,Secondary Timing Loom,0.5,,+33%,,
25921,Boosted Shell Loader,0.0,,,+1%,
25922,Secondary Gas Expander,0.015,,,,+103%
25923,Lubricated Gas Expander,0.5,,+33%,,
25924,Secondary Launch System,1.0,,+33%,+5%,
25925,Secondary Gas Expander,0.125,,,+2%,
25926,Secondary Launch System,0.0,,,+1%,
25927,Tertiary Coils,0.333,+16%,,,
25928,Tertiary Release Mechanism,0.0,+10%,,,
25929,Boosted Injector Plugs,0.5,,+33%,,
25930,Tertiary Launch System,0.5,,+33%,,
25931,Efficient Launch System,0.0,+10%,,,
25932,Efficient Release Mechanism,0.333,+16%,,,
25933,Secondary Launch System,0.0,,,+1%,
25934,Efficient Coils,0.375,,,+4%,
25935,Efficient Shell Loader,0.0,+10%,,,
25936,Efficient Launch System,0.833,+16%,+33%,,
25937,Secondary Launch System,0.5,,+33%,,
25938,Tertiary Coils,0.5,,+33%,,
25939,Tertiary Release Mechanism,0.5,,+33%,,
25940,Efficient Release Mechanism,0.5,,,+5%,
25941,Secondary Coils,0.167,,,,+133%
25942,Lubricated Release Mechanism,0.293,,,,+158%
