Seed	Name	Perfection	Vehicle_EngineFuelUse	Vehicle_BoostTanks
11113	Rewired Neutrino Injector	0.25	-7%	
11114	Stabilised Electron Loom	0.75	-9%	
11115	Upgraded Propulsion Unit	1.0		+14%
11116	Heated Fuel Pipes	0.0	-6%	
11117	Heated Thrust Controller	0.5		+12%
11118	Heated Magnetic Fan	0.0		+10%
11119	Upgraded Electron Loom	0.5	-8%	
11120	Stabilised Hydrogen Dynamo	1.0		+14%
11121	Stabilised Impulse Nozzle	0.5	-8%	
11122	Heated Electron Loom	1.0	-10%	
11123	Heated Impulse Nozzle	0.0		+10%
11124	Polished Impulse Nozzle	1.0	-10%	
11125	Heated Impulse Nozzle	1.0	-10%	
11126	Upgraded Propulsion Unit	0.5	-8%	
11127	Heated Neutrino Injector	1.0	-10%	
11128	Heated Magnetic Fan	1.0	-10%	
11129	Upgraded Shockwave Shield	0.0		+10%
11130	Polished Magnetic Fan	0.0		+10%
11131	Upgraded Fuel Pipes	0.5	-8%	
11132	Stabilised Magnetic Fan	0.75	-9%	
11133	Heated Magnetic Fan	0.5	-8%	
11134	Rewired Thrust Controller	0.5	-8%	
11135	Rewired Magnetic Fan	1.0		+14%
11136	Heated Electron Loom	1.0	-10%	
11137	Upgraded Impulse Nozzle	0.5		+12%
11138	Stabilised Propulsion Unit	0.0	-6%	
11139	Upgraded Neutrino Injector	0.25		+11%
11140	Stabilised Hydrogen Dynamo	0.25	-7%	
11141	Rewired Fuel Pipes	0.5	-8%	
11142	Rewired Fuel Pipes	1.0	-10%	
11143	Heated Impulse Nozzle	0.0	-6%	
11144	Rewired Magnetic Fan	0.0		+10%
11145	Polished Magnetic Fan	1.0		+14%
11146	Stabilised Hydrogen Dynamo	0.5	-8%	
11147	Polished Neutrino Injector	0.0	-6%	
11148	Upgraded Neutrino Injector	0.0		+10%
11149	Upgraded Shockwave Shield	0.0		+10%
11150	Upgraded Impulse Nozzle	0.0	-6%	
11151	Stabilised Magnetic Fan	0.75		+13%
11152	Stabilised Neutrino Injector	0.0		+10%
11153	Stabilised Propulsion Unit	0.5		+12%
11154	Stabilised Neutrino Injector	0.25		+11%
11155	Stabilised Fuel Pipes	0.0		+10%
11156	Heated Neutrino Injector	0.0		+10%
11157	Stabilised Electron Loom	0.25		+11%
11158	Polished Shockwave Shield	0.5		+12%
11159	Polished Fuel Pipes	0.75		+13%
11160	Heated Propulsion Unit	0.25		+11%
11161	Upgraded Plasma Exhaust	1.0		+14%
11162	Rewired Propulsion Unit	0.0	-6%	
11163	Heated Thrust Controller	0.25		+11%
11164	Stabilised Thrust Controller	0.0		+10%
11165	Rewired Hydrogen Dynamo	0.0		+10%
11166	Upgraded Thrust Controller	0.25	-7%	
11167	Upgraded Impulse Nozzle	0.0		+10%
11168	Upgraded Magnetic Fan	0.0	-6%	
11169	Upgraded Impulse Nozzle	0.75		+13%
11170	Rewired Propulsion Unit	0.5	-8%	
11171	Stabilised Thrust Controller	0.75		+13%
11172	Stabilised Neutrino Injector	0.0	-6%	
11173	Stabilised Hydrogen Dynamo	0.0		+10%
11174	Upgraded Shockwave Shield	0.0	-6%	
11175	Upgraded Electron Loom	0.75		+13%
11176	Polished Plasma Exhaust	0.0		+10%
11177	Stabilised Magnetic Fan	0.25		+11%
11178	Polished Hydrogen Dynamo	0.0		+10%
11179	Rewired Neutrino Injector	1.0		+14%
11180	Polished Neutrino Injector	0.0		+10%
11181	Upgraded Thrust Controller	1.0	-10%	
11182	Upgraded Thrust Controller	0.75		+13%
11183	Heated Thrust Controller	0.0	-6%	
11184	Heated Hydrogen Dynamo	0.25	-7%	
11185	Upgraded Propulsion Unit	0.25	-7%	
11186	Rewired Magnetic Fan	0.0	-6%	
11187	Heated Electron Loom	0.25		+11%
11188	Polished Fuel Pipes	0.0		+10%
11189	Stabilised Impulse Nozzle	0.0		+10%
11190	Polished Hydrogen Dynamo	1.0	-10%	
11191	Polished Neutrino Injector	0.0	-6%	
11192	Polished Hydrogen Dynamo	0.0		+10%
11193	Stabilised Magnetic Fan	0.0	-6%	
11194	Polished Electron Loom	0.0		+10%
11195	Polished Impulse Nozzle	0.0	-6%	
11196	Heated Electron Loom	0.25		+11%
11197	Polished Plasma Exhaust	0.5		+12%
11198	Upgraded Propulsion Unit	0.75	-9%	
11199	Stabilised Fuel Pipes	0.75	-9%	
11200	Heated Hydrogen Dynamo	0.25		+11%
11201	Rewired Hydrogen Dynamo	0.0		+10%
11202	Rewired Thrust Controller	0.0	-6%	
11203	Polished Magnetic Fan	0.5		+12%
11204	Heated Propulsion Unit	0.25	-7%	
11205	Rewired Magnetic Fan	0.0		+10%
11206	Rewired Fuel Pipes	1.0		+14%
11207	Upgraded Electron Loom	0.25	-7%	
11208	Rewired Neutrino Injector	1.0		+14%
11209	Upgraded Magnetic Fan	0.5	-8%	
11210	Upgraded Hydrogen Dynamo	1.0	-10%	
11211	Rewired Neutrino Injector	0.0		+10%
11212	Rewired Hydrogen Dynamo	0.25	-7%	
11213	Stabilised Impulse Nozzle	0.5		+12%
11214	Stabilised Fuel Pipes	0.0	-6%	
11215	Upgraded Magnetic Fan	0.75		+13%
11216	Upgraded Propulsion Unit	0.25		+11%
11217	Heated Propulsion Unit	0.25	-7%	
11218	Upgraded Fuel Pipes	0.0		+10%
11219	Upgraded Fuel Pipes	0.25		+11%
11220	Stabilised Thrust Controller	0.5		+12%
11221	Polished Impulse Nozzle	0.0	-6%	
11222	Polished Neutrino Injector	0.25		+11%
11223	Heated Impulse Nozzle	0.75	-9%	
11224	Stabilised Propulsion Unit	0.0		+10%
11225	Upgraded Electron Loom	0.75		+13%
11226	Stabilised Propulsion Unit	1.0	-10%	
11227	Heated Magnetic Fan	0.5		+12%
11228	Rewired Thrust Controller	0.0		+10%
11229	Rewired Propulsion Unit	0.0		+10%
11230	Heated Shockwave Shield	0.0		+10%
11231	Stabilised Plasma Exhaust	0.0		+10%
11232	Stabilised Electron Loom	0.75		+13%
11233	Polished Propulsion Unit	0.25		+11%
11234	Upgraded Magnetic Fan	0.0	-6%	
11235	Upgraded Electron Loom	0.5	-8%	
11236	Rewired Hydrogen Dynamo	0.25	-7%	
11237	Heated Magnetic Fan	1.0		+14%
11238	Stabilised Electron Loom	0.0		+10%
11239	Heated Thrust Controller	1.0		+14%
11240	Polished Shockwave Shield	0.0	-6%	
11241	Polished Neutrino Injector	0.5		+12%
11242	Stabilised Fuel Pipes	1.0	-10%	
11243	Stabilised Propulsion Unit	0.5	-8%	
11244	Heated Plasma Exhaust	0.0	-6%	
11245	Upgraded Plasma Exhaust	1.0	-10%	
11246	Polished Hydrogen Dynamo	0.5	-8%	
11247	Rewired Electron Loom	0.0	-6%	
11248	Rewired Propulsion Unit	0.75		+13%
11249	Heated Hydrogen Dynamo	0.5	-8%	
11250	Polished Impulse Nozzle	0.25	-7%	
11251	Heated Magnetic Fan	0.25		+11%
11252	Polished Electron Loom	0.0		+10%
11253	Heated Magnetic Fan	0.0		+10%
11254	Heated Impulse Nozzle	0.5		+12%
11255	Stabilised Propulsion Unit	0.75		+13%
11256	Rewired Plasma Exhaust	0.0		+10%
11257	Upgraded Fuel Pipes	0.5		+12%
11258	Polished Thrust Controller	0.5		+12%
11259	Polished Magnetic Fan	0.0	-6%	
11260	Upgraded Electron Loom	0.0	-6%	
11261	Heated Shockwave Shield	0.5	-8%	
11262	Rewired Propulsion Unit	0.75	-9%	
11263	Upgraded Hydrogen Dynamo	0.5		+12%
11264	Heated Thrust Controller	0.0		+10%
11265	Upgraded Thrust Controller	0.25		+11%
11266	Upgraded Electron Loom	0.0	-6%	
11267	Upgraded Magnetic Fan	0.75	-9%	
11268	Heated Hydrogen Dynamo	0.25	-7%	
11269	Upgraded Shockwave Shield	0.5		+12%
11270	Heated Impulse Nozzle	0.0		+10%
11271	Upgraded Magnetic Fan	1.0	-10%	
11272	Upgraded Propulsion Unit	0.25	-7%	
11273	Upgraded Neutrino Injector	0.75	-9%	
11274	Stabilised Thrust Controller	0.0	-6%	
11275	Polished Neutrino Injector	0.25	-7%	
11276	Heated Shockwave Shield	0.0		+10%
11277	Stabilised Magnetic Fan	0.75	-9%	
11278	Rewired Propulsion Unit	0.0		+10%
11279	Stabilised Magnetic Fan	1.0		+14%
11280	Stabilised Thrust Controller	1.0	-10%	
11281	Heated Electron Loom	0.25	-7%	
11282	Polished Propulsion Unit	0.75		+13%
11283	Stabilised Thrust Controller	0.0		+10%
11284	Upgraded Shockwave Shield	0.5	-8%	
11285	Polished Hydrogen Dynamo	0.0	-6%	
11286	Rewired Hydrogen Dynamo	0.25	-7%	
11287	Stabilised Impulse Nozzle	0.25		+11%
11288	Polished Plasma Exhaust	0.0	-6%	
11289	Upgraded Impulse Nozzle	0.5	-8%	
11290	Heated Thrust Controller	1.0		+14%
11291	Upgraded Fuel Pipes	0.5	-8%	
11292	Polished Plasma Exhaust	0.25		+11%
11293	Heated Magnetic Fan	0.0		+10%
11294	Heated Magnetic Fan	0.5		+12%
11295	Upgraded Impulse Nozzle	0.25		+11%
11296	Rewired Plasma Exhaust	0.5		+12%
11297	Stabilised Magnetic Fan	0.25	-7%	
11298	Upgraded Electron Loom	0.25	-7%	
11299	Polished Neutrino Injector	0.0		+10%
11300	Stabilised Plasma Exhaust	0.0		+10%
11301	Upgraded Shockwave Shield	0.0	-6%	
11302	Heated Magnetic Fan	0.0	-6%	
11303	Stabilised Hydrogen Dynamo	0.0	-6%	
11304	Heated Plasma Exhaust	0.0	-6%	
11305	Upgraded Impulse Nozzle	0.75	-9%	
11306	Stabilised Magnetic Fan	0.5		+12%
11307	Stabilised Shockwave Shield	0.0	-6%	
11308	Stabilised Propulsion Unit	1.0		+14%
11309	Stabilised Electron Loom	0.0	-6%	
11310	Upgraded Fuel Pipes	0.75		+13%
11311	Heated Fuel Pipes	0.0		+10%
11312	Polished Propulsion Unit	0.0	-6%	
11313	Polished Magnetic Fan	0.0	-6%	
11314	Polished Propulsion Unit	0.5		+12%
11315	Polished Shockwave Shield	0.25		+11%
11316	Rewired Neutrino Injector	0.75	-9%	
11317	Heated Magnetic Fan	0.5	-8%	
11318	Upgraded Fuel Pipes	1.0	-10%	
11319	Upgraded Fuel Pipes	0.75		+13%
11320	Upgraded Propulsion Unit	0.5	-8%	
11321	Stabilised Impulse Nozzle	0.0	-6%	
11322	Polished Neutrino Injector	0.0	-6%	
11323	Upgraded Magnetic Fan	1.0		+14%
11324	Stabilised Fuel Pipes	0.5		+12%
11325	Stabilised Electron Loom	1.0	-10%	
11326	Rewired Neutrino Injector	0.0		+10%
11327	Stabilised Impulse Nozzle	0.0		+10%
11328	Heated Electron Loom	0.0		+10%
11329	Polished Hydrogen Dynamo	0.5		+12%
11330	Stabilised Neutrino Injector	0.0		+10%
11331	Heated Hydrogen Dynamo	0.0	-6%	
11332	Upgraded Plasma Exhaust	0.0		+10%
11333	Rewired Plasma Exhaust	0.75	-9%	
11334	Rewired Fuel Pipes	0.0	-6%	
11335	Heated Electron Loom	0.25		+11%
11336	Stabilised Plasma Exhaust	0.5	-8%	
11337	Upgraded Impulse Nozzle	0.0	-6%	
11338	Heated Magnetic Fan	0.25		+11%
11339	Stabilised Plasma Exhaust	0.25		+11%
11340	Rewired Thrust Controller	0.25	-7%	
11341	Heated Electron Loom	0.0		+10%
11342	Polished Plasma Exhaust	0.5	-8%	
11343	Upgraded Electron Loom	0.75	-9%	
11344	Upgraded Propulsion Unit	0.25	-7%	
11345	Stabilised Hydrogen Dynamo	0.0	-6%	
11346	Polished Neutrino Injector	0.75	-9%	
11347	Polished Thrust Controller	0.75		+13%
11348	Polished Impulse Nozzle	0.0	-6%	
11349	Upgraded Shockwave Shield	0.0		+10%
11350	Stabilised Fuel Pipes	0.75		+13%
11351	Heated Plasma Exhaust	0.0	-6%	
11352	Polished Plasma Exhaust	0.5		+12%
11353	Rewired Fuel Pipes	0.0	-6%	
11354	Stabilised Electron Loom	0.5		+12%
11355	Upgraded Hydrogen Dynamo	0.0	-6%	
11356	Stabilised Impulse Nozzle	0.5		+12%
11357	Polished Thrust Controller	0.75	-9%	
11358	Polished Plasma Exhaust	1.0		+14%
11359	Stabilised Shockwave Shield	0.5	-8%	
11360	Rewired Impulse Nozzle	0.75		+13%
11361	Rewired Electron Loom	0.0		+10%
11362	Upgraded Neutrino Injector	0.5		+12%
11363	Rewired Electron Loom	0.25		+11%
11364	Polished Hydrogen Dynamo	0.0		+10%
11365	Upgraded Impulse Nozzle	0.25	-7%	
11366	Heated Hydrogen Dynamo	0.25		+11%
11367	Rewired Magnetic Fan	0.0	-6%	
11368	Polished Electron Loom	0.0	-6%	
11369	Heated Magnetic Fan	0.5	-8%	
11370	Rewired Impulse Nozzle	0.5	-8%	
11371	Rewired Impulse Nozzle	0.75		+13%
11372	Stabilised Shockwave Shield	0.0	-6%	
11373	Stabilised Neutrino Injector	0.5	-8%	
11374	Upgraded Thrust Controller	0.25	-7%	
11375	Rewired Neutrino Injector	0.0	-6%	
11376	Polished Fuel Pipes	0.0	-6%	
11377	Rewired Shockwave Shield	1.0	-10%	
11378	Polished Magnetic Fan	0.0		+10%
11379	Heated Plasma Exhaust	0.0	-6%	
11380	Upgraded Hydrogen Dynamo	0.0	-6%	
11381	Rewired Shockwave Shield	0.5	-8%	
11382	Upgraded Shockwave Shield	1.0	-10%	
11383	Stabilised Hydrogen Dynamo	0.25	-7%	
11384	Heated Impulse Nozzle	0.25	-7%	
11385	Upgraded Electron Loom	0.0	-6%	
11386	Polished Hydrogen Dynamo	0.0	-6%	
11387	Rewired Hydrogen Dynamo	0.0	-6%	
11388	Heated Neutrino Injector	1.0		+14%
11389	Upgraded Electron Loom	0.75	-9%	
11390	Upgraded Magnetic Fan	1.0		+14%
11391	Rewired Fuel Pipes	0.0		+10%
11392	Rewired Fuel Pipes	0.0	-6%	
11393	Upgraded Shockwave Shield	0.25	-7%	
11394	Heated Fuel Pipes	0.0		+10%
11395	Stabilised Thrust Controller	0.0	-6%	
11396	Polished Impulse Nozzle	0.0		+10%
11397	Rewired Fuel Pipes	0.0	-6%	
11398	Rewired Electron Loom	0.25		+11%
11399	Polished Hydrogen Dynamo	0.0	-6%	
11400	Heated Shockwave Shield	1.0		+14%
11401	Upgraded Magnetic Fan	0.25	-7%	
11402	Polished Impulse Nozzle	0.0		+10%
11403	Rewired Shockwave Shield	0.5	-8%	
11404	Upgraded Impulse Nozzle	0.0	-6%	
11405	Upgraded Propulsion Unit	0.75		+13%
11406	Polished Electron Loom	0.5		+12%
11407	Polished Magnetic Fan	0.0		+10%
11408	Heated Impulse Nozzle	1.0	-10%	
11409	Heated Fuel Pipes	0.0		+10%
11410	Stabilised Hydrogen Dynamo	0.5		+12%
11411	Upgraded Shockwave Shield	0.0		+10%
11412	Polished Plasma Exhaust	1.0		+14%
11413	Upgraded Impulse Nozzle	0.75		+13%
11414	Rewired Plasma Exhaust	0.0		+10%
11415	Stabilised Hydrogen Dynamo	0.0		+10%
11416	Stabilised Electron Loom	1.0		+14%
11417	Polished Fuel Pipes	0.0	-6%	
11418	Upgraded Electron Loom	0.0		+10%
11419	Heated Fuel Pipes	1.0	-10%	
11420	Upgraded Impulse Nozzle	0.25	-7%	
11421	Heated Fuel Pipes	0.75	-9%	
11422	Rewired Impulse Nozzle	0.0		+10%
11423	Rewired Magnetic Fan	0.5		+12%
11424	Stabilised Neutrino Injector	0.0	-6%	
11425	Rewired Propulsion Unit	0.75		+13%
11426	Stabilised Magnetic Fan	0.0		+10%
11427	Upgraded Electron Loom	1.0	-10%	
11428	Rewired Hydrogen Dynamo	0.25	-7%	
11429	Polished Fuel Pipes	0.5	-8%	
11430	Rewired Plasma Exhaust	0.0		+10%
11431	Polished Electron Loom	0.0		+10%
11432	Heated Impulse Nozzle	0.25	-7%	
11433	Upgraded Magnetic Fan	0.0		+10%
11434	Upgraded Electron Loom	0.0		+10%
11435	Polished Magnetic Fan	0.0		+10%
11436	Heated Magnetic Fan	0.0	-6%	
11437	Heated Magnetic Fan	0.0	-6%	
11438	Rewired Fuel Pipes	0.0		+10%
11439	Polished Propulsion Unit	0.5		+12%
11440	Heated Thrust Controller	0.75	-9%	
11441	Upgraded Fuel Pipes	0.0	-6%	
11442	Polished Propulsion Unit	1.0	-10%	
11443	Stabilised Neutrino Injector	0.0	-6%	
11444	Rewired Propulsion Unit	0.25	-7%	
11445	Rewired Shockwave Shield	0.75	-9%	
11446	Polished Impulse Nozzle	0.0	-6%	
11447	Polished Hydrogen Dynamo	0.0		+10%
11448	Polished Thrust Controller	0.25	-7%	
11449	Upgraded Fuel Pipes	0.0		+10%
11450	Upgraded Thrust Controller	0.0	-6%	
11451	Stabilised Neutrino Injector	0.75		+13%
11452	Rewired Shockwave Shield	0.25	-7%	
11453	Stabilised Electron Loom	0.0		+10%
11454	Upgraded Hydrogen Dynamo	1.0		+14%
11455	Heated Electron Loom	0.0		+10%
11456	Heated Impulse Nozzle	0.5		+12%
11457	Stabilised Neutrino Injector	0.0		+10%
11458	Heated Hydrogen Dynamo	0.25		+11%
11459	Polished Propulsion Unit	0.5	-8%	
11460	Rewired Shockwave Shield	0.75	-9%	
11461	Heated Thrust Controller	0.0		+10%
11462	Upgraded Electron Loom	0.0		+10%
11463	Polished Electron Loom	1.0	-10%	
11464	Heated Plasma Exhaust	0.75		+13%
11465	Upgraded Hydrogen Dynamo	0.0	-6%	
11466	Rewired Thrust Controller	0.0	-6%	
11467	Stabilised Plasma Exhaust	0.0	-6%	
11468	Rewired Plasma Exhaust	0.5		+12%
11469	Stabilised Shockwave Shield	0.0		+10%
11470	Upgraded Electron Loom	1.0	-10%	
11471	Rewired Shockwave Shield	1.0		+14%
11472	Upgraded Impulse Nozzle	0.5		+12%
11473	Polished Hydrogen Dynamo	0.0	-6%	
11474	Heated Neutrino Injector	0.0		+10%
11475	Stabilised Electron Loom	0.0	-6%	
11476	Rewired Magnetic Fan	0.25	-7%	
11477	Upgraded Impulse Nozzle	0.0	-6%	
11478	Rewired Impulse Nozzle	0.25	-7%	
11479	Rewired Electron Loom	0.75	-9%	
11480	Upgraded Plasma Exhaust	0.0	-6%	
11481	Rewired Fuel Pipes	0.0		+10%
11482	Polished Fuel Pipes	0.0	-6%	
11483	Rewired Plasma Exhaust	0.0	-6%	
11484	Heated Thrust Controller	0.0		+10%
11485	Polished Plasma Exhaust	0.75	-9%	
11486	Heated Neutrino Injector	1.0		+14%
11487	Upgraded Plasma Exhaust	0.25		+11%
11488	Heated Shockwave Shield	0.5		+12%
11489	Rewired Shockwave Shield	0.25		+11%
11490	Upgraded Fuel Pipes	0.0		+10%
11491	Upgraded Thrust Controller	0.5		+12%
11492	Upgraded Hydrogen Dynamo	1.0	-10%	
11493	Stabilised Plasma Exhaust	0.75	-9%	
11494	Polished Shockwave Shield	0.5	-8%	
11495	Upgraded Propulsion Unit	0.0	-6%	
11496	Upgraded Fuel Pipes	0.25		+11%
11497	Heated Fuel Pipes	0.75	-9%	
11498	Stabilised Neutrino Injector	0.75		+13%
11499	Heated Impulse Nozzle	0.75		+13%
11500	Rewired Neutrino Injector	0.0	-6%	
11501	Rewired Shockwave Shield	0.0	-6%	
11502	Polished Shockwave Shield	0.75	-9%	
11503	Stabilised Fuel Pipes	0.25		+11%
11504	Upgraded Neutrino Injector	0.75	-9%	
11505	Stabilised Shockwave Shield	0.0	-6%	
11506	Polished Propulsion Unit	0.0	-6%	
11507	Polished Thrust Controller	0.25	-7%	
11508	Stabilised Propulsion Unit	0.75		+13%
11509	Heated Electron Loom	0.75		+13%
11510	Heated Shockwave Shield	0.0	-6%	
11511	Rewired Hydrogen Dynamo	0.25	-7%	
11512	Heated Thrust Controller	0.0		+10%
11513	Heated Propulsion Unit	0.25		+11%
11514	Upgraded Fuel Pipes	0.0		+10%
11515	Polished Shockwave Shield	0.0	-6%	
11516	Upgraded Fuel Pipes	1.0	-10%	
11517	Rewired Hydrogen Dynamo	0.5		+12%
11518	Upgraded Neutrino Injector	0.0		+10%
11519	Polished Plasma Exhaust	0.5	-8%	
11520	Polished Neutrino Injector	0.75	-9%	
11521	Stabilised Electron Loom	0.5	-8%	
11522	Rewired Electron Loom	0.5	-8%	
11523	Upgraded Plasma Exhaust	0.0		+10%
11524	Heated Electron Loom	0.0	-6%	
11525	Stabilised Neutrino Injector	0.0		+10%
11526	Polished Plasma Exhaust	0.0	-6%	
11527	Stabilised Shockwave Shield	0.75		+13%
11528	Rewired Impulse Nozzle	0.25	-7%	
11529	Heated Fuel Pipes	0.25	-7%	
11530	Rewired Neutrino Injector	1.0		+14%
11531	Upgraded Propulsion Unit	0.0		+10%
11532	Rewired Fuel Pipes	0.5		+12%
11533	Rewired Plasma Exhaust	1.0		+14%
11534	Heated Magnetic Fan	0.0		+10%
11535	Polished Hydrogen Dynamo	1.0	-10%	
11536	Polished Thrust Controller	1.0	-10%	
11537	Heated Plasma Exhaust	0.0		+10%
11538	Rewired Thrust Controller	0.0	-6%	
11539	Heated Hydrogen Dynamo	0.75		+13%
11540	Heated Thrust Controller	0.25	-7%	
11541	Polished Electron Loom	0.5	-8%	
11542	Rewired Neutrino Injector	0.0		+10%
11543	Rewired Shockwave Shield	0.5		+12%
11544	Stabilised Magnetic Fan	0.75	-9%	
11545	Polished Magnetic Fan	1.0	-10%	
11546	Rewired Fuel Pipes	0.75	-9%	
11547	Polished Fuel Pipes	0.0		+10%
11548	Rewired Shockwave Shield	0.0		+10%
11549	Stabilised Propulsion Unit	0.5		+12%
11550	Upgraded Magnetic Fan	0.25		+11%
11551	Upgraded Hydrogen Dynamo	0.25	-7%	
11552	Rewired Propulsion Unit	0.0		+10%
11553	Polished Thrust Controller	0.5		+12%
11554	Stabilised Neutrino Injector	1.0	-10%	
11555	Stabilised Fuel Pipes	0.75		+13%
11556	Polished Magnetic Fan	0.5		+12%
11557	Stabilised Thrust Controller	0.0	-6%	
11558	Stabilised Neutrino Injector	0.0		+10%
11559	Stabilised Magnetic Fan	0.0		+10%
11560	Polished Magnetic Fan	0.75	-9%	
11561	Polished Shockwave Shield	0.0	-6%	
11562	Upgraded Shockwave Shield	0.5		+12%
11563	Heated Impulse Nozzle	0.75	-9%	
11564	Heated Impulse Nozzle	0.0	-6%	
11565	Heated Impulse Nozzle	0.0	-6%	
11566	Rewired Impulse Nozzle	0.0		+10%
11567	Upgraded Impulse Nozzle	0.0		+10%
11568	Rewired Magnetic Fan	1.0		+14%
11569	Stabilised Propulsion Unit	0.5	-8%	
11570	Stabilised Thrust Controller	0.0	-6%	
11571	Rewired Thrust Controller	0.75		+13%
11572	Stabilised Hydrogen Dynamo	0.5	-8%	
11573	Stabilised Plasma Exhaust	0.0	-6%	
11574	Polished Impulse Nozzle	0.0		+10%
11575	Rewired Magnetic Fan	0.0		+10%
11576	Polished Hydrogen Dynamo	0.0	-6%	
11577	Polished Propulsion Unit	0.75	-9%	
11578	Stabilised Hydrogen Dynamo	0.25		+11%
11579	Heated Neutrino Injector	0.5	-8%	
11580	Rewired Neutrino Injector	0.0		+10%
11581	Rewired Fuel Pipes	0.5		+12%
11582	Heated Electron Loom	0.5	-8%	
11583	Heated Propulsion Unit	0.5	-8%	
11584	Polished Thrust Controller	0.0	-6%	
11585	Upgraded Magnetic Fan	1.0		+14%
11586	Polished Fuel Pipes	0.0		+10%
11587	Stabilised Neutrino Injector	0.5	-8%	
11588	Upgraded Propulsion Unit	0.75		+13%
11589	Rewired Shockwave Shield	0.25		+11%
11590	Upgraded Thrust Controller	0.0	-6%	
11591	Heated Propulsion Unit	1.0		+14%
11592	Upgraded Plasma Exhaust	0.5		+12%
11593	Heated Thrust Controller	0.75		+13%
11594	Rewired Shockwave Shield	0.0		+10%
11595	Heated Thrust Controller	0.25	-7%	
11596	Rewired Fuel Pipes	1.0		+14%
11597	Rewired Electron Loom	0.0		+10%
11598	Stabilised Thrust Controller	0.0	-6%	
11599	Heated Plasma Exhaust	1.0		+14%
11600	Stabilised Electron Loom	0.0		+10%
11601	Rewired Propulsion Unit	0.75		+13%
11602	Stabilised Thrust Controller	1.0	-10%	
11603	Stabilised Fuel Pipes	0.0	-6%	
11604	Polished Impulse Nozzle	0.25		+11%
11605	Polished Plasma Exhaust	0.0		+10%
11606	Rewired Electron Loom	0.0		+10%
11607	Upgraded Fuel Pipes	0.5		+12%
11608	Upgraded Neutrino Injector	0.0		+10%
11609	Upgraded Shockwave Shield	0.25	-7%	
11610	Heated Thrust Controller	0.0		+10%
11611	Upgraded Electron Loom	0.0	-6%	
11612	Upgraded Propulsion Unit	0.0		+10%
11613	Upgraded Plasma Exhaust	0.25	-7%	
11614	Polished Impulse Nozzle	1.0		+14%
11615	Heated Propulsion Unit	0.0		+10%
11616	Rewired Fuel Pipes	1.0	-10%	
11617	Stabilised Neutrino Injector	0.0		+10%
11618	Upgraded Propulsion Unit	0.0	-6%	
11619	Upgraded Magnetic Fan	0.0		+10%
11620	Polished Magnetic Fan	0.0		+10%
11621	Rewired Neutrino Injector	0.25	-7%	
11622	Rewired Fuel Pipes	0.5	-8%	
11623	Rewired Plasma Exhaust	0.0		+10%
11624	Heated Magnetic Fan	0.0	-6%	
11625	Upgraded Plasma Exhaust	0.0		+10%
11626	Upgraded Impulse Nozzle	1.0	-10%	
11627	Rewired Thrust Controller	0.0		+10%
11628	Stabilised Fuel Pipes	0.0		+10%
11629	Upgraded Thrust Controller	0.0		+10%
11630	Stabilised Electron Loom	0.0		+10%
11631	Upgraded Electron Loom	0.25	-7%	
11632	Heated Impulse Nozzle	0.75		+13%
11633	Upgraded Neutrino Injector	0.0		+10%
11634	Rewired Impulse Nozzle	0.0		+10%
11635	Stabilised Shockwave Shield	0.75		+13%
11636	Polished Electron Loom	0.0	-6%	
11637	Upgraded Propulsion Unit	0.0		+10%
11638	Upgraded Plasma Exhaust	0.5		+12%
11639	Heated Neutrino Injector	1.0		+14%
11640	Heated Plasma Exhaust	0.0	-6%	
11641	Heated Propulsion Unit	0.0		+10%
11642	Rewired Propulsion Unit	0.0	-6%	
11643	Stabilised Electron Loom	0.25	-7%	
11644	Heated Plasma Exhaust	0.0		+10%
11645	Stabilised Magnetic Fan	0.5		+12%
11646	Rewired Impulse Nozzle	0.0	-6%	
11647	Polished Electron Loom	0.25		+11%
11648	Upgraded Impulse Nozzle	0.0		+10%
11649	Stabilised Electron Loom	0.75		+13%
11650	Stabilised Neutrino Injector	0.5	-8%	
11651	Rewired Magnetic Fan	0.25	-7%	
11652	Polished Hydrogen Dynamo	0.0		+10%
11653	Heated Magnetic Fan	0.0	-6%	
11654	Stabilised Impulse Nozzle	0.5		+12%
11655	Stabilised Neutrino Injector	0.0	-6%	
11656	Stabilised Hydrogen Dynamo	0.5		+12%
11657	Rewired Plasma Exhaust	0.0	-6%	
11658	Polished Electron Loom	0.5		+12%
11659	Polished Impulse Nozzle	0.75	-9%	
11660	Rewired Hydrogen Dynamo	0.25		+11%
11661	Stabilised Electron Loom	0.5		+12%
11662	Polished Fuel Pipes	0.0	-6%	
11663	Heated Magnetic Fan	0.5	-8%	
11664	Upgraded Hydrogen Dynamo	0.0	-6%	
11665	Heated Fuel Pipes	0.25	-7%	
11666	Stabilised Impulse Nozzle	0.0		+10%
11667	Heated Impulse Nozzle	0.5		+12%
11668	Rewired Propulsion Unit	0.0		+10%
11669	Stabilised Hydrogen Dynamo	0.0	-6%	
11670	Upgraded Propulsion Unit	0.25	-7%	
11671	Polished Neutrino Injector	0.25		+11%
11672	Upgraded Propulsion Unit	1.0		+14%
11673	Upgraded Hydrogen Dynamo	0.75	-9%	
11674	Rewired Propulsion Unit	0.75	-9%	
11675	Heated Propulsion Unit	1.0		+14%
11676	Rewired Shockwave Shield	0.25		+11%
11677	Heated Magnetic Fan	0.5	-8%	
