sep=,
Seed,Name,Perfection,Vehicle_BoostSpeed,Vehicle_BoostTanks
14271,Liquid Fuel Exhaust,0.5,+49%,+35%
14272,Frictionless Exhaust,0.0,+35%,
14273,Liquid Fuel Diffuser,0.026,,+31%
14274,Frictionless Combustion Unit,0.263,,+40%
14275,Hybrid Pump,0.237,,+39%
14276,Tritium Jets,0.026,,+31%
14277,Hybrid Exhaust,0.158,,+36%
14278,Liquid Fuel Exhaust,0.316,+46%,+31%
14279,Liquid Fuel Turbine,0.447,+39%,+43%
14280,Frictionless Jets,0.447,+45%,+37%
14281,Frictionless Exhaust,0.158,+41%,
14282,Multi-Tube Nozzles,0.368,+42%,+37%
14283,Hybrid Dynamo,0.105,,+34%
14284,Multi-Tube Dynamo,0.105,+38%,+31%
14285,Tritium Combustion Unit,0.026,,+31%
14286,Multi-Tube Combustion Unit,0.026,+36%,+30%
14287,Frictionless Combustion Unit,0.105,+37%,+32%
14288,Tritium Exhaust,0.158,,+36%
14289,Multi-Tube Tanks,0.105,,+34%
14290,Hybrid Igniter,0.474,+53%,
14291,Hybrid Exhaust,0.342,,+43%
14292,Frictionless Pump,0.0,,+30%
14293,Liquid Fuel Dynamo,0.263,+45%,+30%
14294,Multi-Tube Dynamo,0.447,+48%,+34%
14295,Liquid Fuel Exhaust,0.026,+36%,
14296,Tritium Igniter,0.0,,+30%
14297,Frictionless Tanks,0.421,+35%,+46%
14298,Hybrid Nozzles,0.026,+36%,
14299,Frictionless Exhaust,0.184,+42%,
14300,Frictionless Turbine,0.447,+44%,+38%
14301,Frictionless Igniter,0.263,,+40%
14302,Liquid Fuel Dynamo,0.342,+48%,
14303,Multi-Tube Jets,0.026,+36%,
14304,Multi-Tube Jets,0.447,+52%,
14305,Liquid Fuel Pump,0.026,+36%,+30%
14306,Hybrid Pump,0.0,+35%,
14307,Tritium Jets,0.658,+54%,+36%
14308,Hybrid Turbine,0.368,,+44%
14309,Frictionless Turbine,0.026,+36%,
14310,Multi-Tube Igniter,0.711,+43%,+49%
14311,Multi-Tube Igniter,0.105,+35%,+34%
14312,Liquid Fuel Igniter,0.211,,+38%
14313,Liquid Fuel Tanks,0.447,+52%,
14314,Tritium Diffuser,0.026,+36%,
14315,Multi-Tube Diffuser,0.237,+44%,
14316,Liquid Fuel Combustion Unit,0.421,,+46%
14317,Liquid Fuel Igniter,0.158,,+36%
14318,Multi-Tube Pump,0.079,,+33%
14319,Multi-Tube Igniter,0.184,+38%,+34%
14320,Frictionless Turbine,0.0,,+30%
14321,Hybrid Tanks,0.289,+37%,+39%
14322,Tritium Combustion Unit,0.474,,+48%
14323,Frictionless Turbine,0.5,+40%,+44%
14324,Tritium Combustion Unit,0.263,+45%,
14325,Frictionless Combustion Unit,0.158,+41%,+30%
14326,Frictionless Combustion Unit,0.211,,+38%
14327,Frictionless Tanks,0.263,+45%,+30%
14328,Frictionless Jets,0.0,,+30%
14329,Multi-Tube Combustion Unit,0.079,+38%,+30%
14330,Frictionless Tanks,0.263,+45%,
14331,Liquid Fuel Pump,0.053,,+32%
14332,Frictionless Combustion Unit,0.184,,+37%
14333,Hybrid Igniter,0.079,+38%,
14334,Frictionless Dynamo,0.0,,+30%
14335,Tritium Jets,0.368,+49%,+30%
14336,Frictionless Pump,0.0,+35%,+30%
14337,Multi-Tube Tanks,0.105,+39%,+30%
14338,Liquid Fuel Exhaust,0.026,,+31%
14339,Tritium Exhaust,0.132,,+35%
14340,Frictionless Turbine,0.658,+42%,+48%
14341,Liquid Fuel Exhaust,0.0,,+30%
14342,Frictionless Dynamo,0.105,+39%,
14343,Multi-Tube Tanks,0.0,,+30%
14344,Frictionless Exhaust,0.132,+40%,
14345,Tritium Diffuser,0.289,+46%,
14346,Tritium Turbine,0.105,+39%,
14347,Tritium Dynamo,0.105,+36%,+33%
14348,Multi-Tube Pump,0.158,+41%,
14349,Hybrid Pump,0.158,+36%,+35%
14350,Liquid Fuel Dynamo,0.395,,+45%
14351,Liquid Fuel Combustion Unit,0.158,+41%,
14352,Tritium Jets,0.553,+38%,+48%
14353,Multi-Tube Igniter,0.395,+35%,+45%
14354,Tritium Jets,0.0,,+30%
14355,Frictionless Tanks,0.132,+38%,+32%
14356,Hybrid Nozzles,0.132,+40%,
14357,Hybrid Diffuser,0.105,+39%,
14358,Hybrid Combustion Unit,0.368,+35%,+44%
14359,Liquid Fuel Tanks,0.0,,+30%
14360,Frictionless Jets,0.053,+37%,
14361,Hybrid Exhaust,0.0,+35%,
14362,Multi-Tube Turbine,0.184,+42%,
14363,Frictionless Igniter,0.0,,+30%
14364,Hybrid Tanks,0.395,+40%,+40%
14365,Liquid Fuel Diffuser,0.342,+35%,+43%
14366,Tritium Combustion Unit,0.395,+50%,
14367,Frictionless Tanks,0.316,+47%,
14368,Hybrid Exhaust,0.737,+51%,+42%
14369,Frictionless Tanks,0.0,,+30%
14370,Hybrid Diffuser,0.0,+35%,+30%
14371,Liquid Fuel Igniter,0.316,,+42%
14372,Multi-Tube Diffuser,0.0,+35%,
14373,Multi-Tube Nozzles,0.211,,+38%
14374,Multi-Tube Diffuser,0.211,+43%,
14375,Multi-Tube Combustion Unit,0.395,,+45%
14376,Liquid Fuel Jets,0.0,,+30%
14377,Hybrid Exhaust,0.053,+37%,+30%
14378,Tritium Pump,0.263,+45%,
14379,Frictionless Tanks,0.211,+43%,
14380,Hybrid Dynamo,0.0,+35%,
14381,Multi-Tube Jets,0.237,+35%,+39%
14382,Frictionless Nozzles,0.053,+37%,
14383,Hybrid Pump,0.132,,+35%
14384,Tritium Exhaust,0.316,,+42%
14385,Hybrid Jets,0.0,,+30%
14386,Tritium Combustion Unit,0.0,+35%,
14387,Tritium Diffuser,0.0,,+30%
14388,Tritium Pump,0.0,+35%,
14389,Multi-Tube Combustion Unit,0.184,+42%,+30%
14390,Multi-Tube Turbine,0.0,,+30%
14391,Tritium Igniter,0.053,,+32%
14392,Multi-Tube Combustion Unit,0.263,,+40%
14393,Tritium Igniter,0.158,+41%,
14394,Multi-Tube Nozzles,0.395,+50%,
14395,Liquid Fuel Combustion Unit,0.053,+37%,
14396,Tritium Diffuser,0.132,+35%,+35%
14397,Hybrid Jets,0.0,+35%,
14398,Hybrid Combustion Unit,0.342,,+43%
14399,Multi-Tube Dynamo,0.395,,+45%
14400,Frictionless Tanks,0.158,+35%,+36%
14401,Tritium Nozzles,0.237,+44%,
14402,Liquid Fuel Diffuser,0.211,+43%,
14403,Liquid Fuel Diffuser,0.105,+39%,
14404,Frictionless Tanks,0.237,+44%,
14405,Multi-Tube Exhaust,0.316,+47%,
14406,Frictionless Igniter,0.237,+44%,
14407,Liquid Fuel Combustion Unit,0.158,,+36%
14408,Liquid Fuel Tanks,0.184,+42%,
14409,Multi-Tube Igniter,0.132,,+35%
14410,Hybrid Turbine,0.289,,+41%
14411,Multi-Tube Jets,0.211,+36%,+37%
14412,Hybrid Jets,0.0,,+30%
14413,Multi-Tube Jets,0.0,+35%,
14414,Tritium Tanks,0.132,+40%,
14415,Multi-Tube Diffuser,0.474,+53%,
14416,Liquid Fuel Nozzles,0.026,+36%,
14417,Frictionless Exhaust,0.211,+43%,
14418,Liquid Fuel Combustion Unit,0.263,,+40%
14419,Hybrid Igniter,0.079,+38%,+30%
14420,Frictionless Pump,0.079,+38%,+30%
14421,Multi-Tube Tanks,0.368,+36%,+43%
14422,Hybrid Nozzles,0.079,+38%,
14423,Multi-Tube Igniter,0.368,+49%,
14424,Liquid Fuel Exhaust,0.211,+43%,
14425,Liquid Fuel Dynamo,0.026,+35%,+31%
14426,Liquid Fuel Diffuser,0.368,,+44%
14427,Hybrid Combustion Unit,0.132,+40%,
14428,Multi-Tube Igniter,0.158,+41%,
14429,Tritium Diffuser,0.447,,+47%
14430,Multi-Tube Dynamo,0.132,,+35%
14431,Liquid Fuel Tanks,0.447,+52%,
14432,Liquid Fuel Dynamo,0.105,+39%,
14433,Multi-Tube Turbine,0.211,,+38%
14434,Frictionless Nozzles,0.0,,+30%
14435,Multi-Tube Dynamo,0.053,+37%,
14436,Multi-Tube Dynamo,0.184,,+37%
14437,Hybrid Turbine,0.211,,+38%
14438,Multi-Tube Igniter,0.342,+48%,
14439,Multi-Tube Dynamo,0.0,,+30%
14440,Hybrid Exhaust,0.079,,+33%
14441,Multi-Tube Pump,0.026,,+31%
14442,Multi-Tube Pump,0.421,,+46%
14443,Tritium Pump,0.026,+36%,
14444,Tritium Diffuser,0.053,+37%,
14445,Hybrid Jets,0.079,,+33%
14446,Multi-Tube Pump,0.211,+35%,+38%
14447,Multi-Tube Nozzles,0.447,,+47%
14448,Liquid Fuel Tanks,0.053,,+32%
14449,Tritium Pump,0.0,+35%,
14450,Liquid Fuel Pump,0.132,+40%,
14451,Multi-Tube Exhaust,0.316,,+42%
14452,Liquid Fuel Combustion Unit,0.0,+35%,
14453,Tritium Pump,0.0,+35%,
14454,Liquid Fuel Pump,0.474,,+48%
14455,Frictionless Pump,0.368,+49%,
14456,Tritium Combustion Unit,0.0,+35%,
14457,Tritium Pump,0.263,+45%,
14458,Tritium Diffuser,0.105,+39%,
14459,Multi-Tube Diffuser,0.053,,+32%
14460,Frictionless Nozzles,0.158,+35%,+36%
14461,Frictionless Igniter,0.026,+36%,
14462,Tritium Pump,0.0,+35%,
14463,Tritium Dynamo,0.105,+39%,
14464,Frictionless Tanks,0.474,,+48%
14465,Frictionless Jets,0.0,,+30%
14466,Hybrid Nozzles,0.132,,+35%
14467,Multi-Tube Combustion Unit,0.079,+38%,
14468,Frictionless Exhaust,0.026,+36%,
14469,Hybrid Exhaust,0.105,,+34%
14470,Hybrid Turbine,0.211,+43%,
14471,Frictionless Diffuser,0.053,,+32%
14472,Hybrid Igniter,0.237,+41%,+33%
14473,Multi-Tube Pump,0.526,+43%,+42%
14474,Frictionless Nozzles,0.474,,+48%
14475,Liquid Fuel Jets,0.0,+35%,+30%
14476,Liquid Fuel Nozzles,0.105,+39%,
14477,Tritium Diffuser,0.132,+40%,
14478,Multi-Tube Dynamo,0.5,+48%,+36%
14479,Multi-Tube Tanks,0.421,+48%,+33%
14480,Liquid Fuel Turbine,0.0,,+30%
14481,Tritium Tanks,0.237,+44%,
14482,Hybrid Dynamo,0.237,+44%,
14483,Tritium Dynamo,0.5,+54%,
14484,Hybrid Nozzles,0.026,,+31%
14485,Frictionless Turbine,0.184,,+37%
14486,Liquid Fuel Combustion Unit,0.342,,+43%
14487,Tritium Exhaust,0.0,+35%,
14488,Frictionless Combustion Unit,0.447,+41%,+41%
14489,Multi-Tube Igniter,0.0,+35%,
14490,Liquid Fuel Pump,0.184,,+37%
14491,Tritium Jets,0.289,+35%,+41%
14492,Multi-Tube Turbine,0.605,+39%,+49%
14493,Hybrid Turbine,0.079,,+33%
14494,Frictionless Nozzles,0.395,+50%,+30%
14495,Frictionless Nozzles,0.184,,+37%
14496,Frictionless Igniter,0.0,,+30%
14497,Multi-Tube Diffuser,0.368,+49%,
14498,Hybrid Dynamo,0.158,+41%,
14499,Hybrid Dynamo,0.237,,+39%
14500,Multi-Tube Exhaust,0.0,,+30%
14501,Hybrid Jets,0.053,,+32%
14502,Hybrid Dynamo,0.026,+36%,
14503,Hybrid Pump,0.211,+43%,
14504,Hybrid Dynamo,0.0,+35%,
14505,Hybrid Igniter,0.5,+54%,
14506,Liquid Fuel Turbine,0.289,+46%,
14507,Multi-Tube Combustion Unit,0.079,,+33%
14508,Tritium Pump,0.237,+39%,+35%
14509,Multi-Tube Dynamo,0.053,+37%,
14510,Hybrid Jets,0.237,,+39%
14511,Hybrid Dynamo,0.105,+37%,+32%
14512,Frictionless Diffuser,0.053,+37%,+30%
14513,Tritium Diffuser,0.447,,+47%
14514,Hybrid Exhaust,0.316,+47%,
14515,Hybrid Exhaust,0.237,+44%,
14516,Liquid Fuel Turbine,0.053,+37%,+30%
14517,Tritium Pump,0.342,+35%,+43%
14518,Multi-Tube Combustion Unit,0.0,+35%,
14519,Multi-Tube Jets,0.053,+37%,
14520,Liquid Fuel Exhaust,0.342,+48%,
14521,Tritium Nozzles,0.053,+37%,
14522,Hybrid Turbine,0.421,,+46%
14523,Multi-Tube Nozzles,0.237,+44%,
14524,Tritium Jets,0.368,,+44%
14525,Frictionless Igniter,0.289,+35%,+41%
14526,Hybrid Turbine,0.526,+42%,+43%
14527,Tritium Diffuser,0.263,,+40%
14528,Liquid Fuel Turbine,0.026,+35%,+31%
14529,Liquid Fuel Pump,0.053,+37%,
14530,Frictionless Pump,0.158,,+36%
14531,Frictionless Pump,0.474,,+48%
14532,Tritium Igniter,0.342,+36%,+42%
14533,Liquid Fuel Jets,0.211,+43%,
14534,Multi-Tube Turbine,0.263,+45%,+30%
14535,Frictionless Combustion Unit,0.053,+37%,
14536,Hybrid Tanks,0.105,,+34%
14537,Hybrid Combustion Unit,0.105,+39%,
14538,Frictionless Pump,0.447,+52%,
14539,Multi-Tube Tanks,0.5,+36%,+48%
14540,Frictionless Jets,0.0,+35%,
14541,Liquid Fuel Diffuser,0.0,+35%,
14542,Liquid Fuel Pump,0.289,+46%,
14543,Hybrid Igniter,0.053,,+32%
14544,Multi-Tube Pump,0.026,,+31%
14545,Liquid Fuel Jets,0.053,,+32%
14546,Multi-Tube Dynamo,0.0,,+30%
14547,Multi-Tube Exhaust,0.158,+41%,
14548,Multi-Tube Pump,0.0,,+30%
14549,Tritium Turbine,0.289,+40%,+36%
14550,Hybrid Nozzles,0.237,,+39%
14551,Tritium Dynamo,0.079,+38%,
14552,Multi-Tube Jets,0.0,+35%,
14553,Tritium Combustion Unit,0.447,+50%,+32%
14554,Frictionless Pump,0.474,+53%,
14555,Frictionless Combustion Unit,0.5,+54%,
14556,Hybrid Nozzles,0.0,+35%,
14557,Tritium Diffuser,0.316,,+42%
14558,Frictionless Pump,0.342,+40%,+38%
14559,Liquid Fuel Tanks,0.158,,+36%
14560,Liquid Fuel Pump,0.368,,+44%
14561,Multi-Tube Combustion Unit,0.053,,+32%
14562,Liquid Fuel Dynamo,0.026,,+31%
14563,Tritium Turbine,0.0,+35%,
14564,Hybrid Igniter,0.053,+37%,
14565,Liquid Fuel Nozzles,0.237,,+39%
14566,Hybrid Diffuser,0.526,+37%,+48%
14567,Liquid Fuel Combustion Unit,0.447,+38%,+44%
14568,Multi-Tube Igniter,0.132,+40%,
14569,Frictionless Igniter,0.158,+41%,+30%
14570,Hybrid Igniter,0.026,+36%,
14571,Multi-Tube Exhaust,0.237,+44%,
14572,Liquid Fuel Pump,0.079,+38%,
14573,Liquid Fuel Jets,0.0,+35%,
14574,Frictionless Igniter,0.316,+47%,
14575,Hybrid Tanks,0.0,+35%,
14576,Tritium Combustion Unit,0.211,,+38%
14577,Liquid Fuel Combustion Unit,0.421,+35%,+46%
14578,Tritium Pump,0.237,,+39%
14579,Liquid Fuel Pump,0.053,+37%,+30%
14580,Multi-Tube Igniter,0.5,,+49%
14581,Tritium Tanks,0.132,,+35%
14582,Multi-Tube Combustion Unit,0.053,+37%,
14583,Liquid Fuel Tanks,0.368,+38%,+41%
14584,Multi-Tube Exhaust,0.053,+37%,
14585,Tritium Diffuser,0.237,+39%,+35%
14586,Frictionless Nozzles,0.026,+36%,
14587,Liquid Fuel Combustion Unit,0.0,,+30%
14588,Tritium Combustion Unit,0.342,,+43%
14589,Frictionless Combustion Unit,0.0,,+30%
14590,Multi-Tube Turbine,0.0,+35%,+30%
14591,Frictionless Turbine,0.211,+43%,
14592,Hybrid Pump,0.105,+39%,
14593,Tritium Nozzles,0.316,,+42%
14594,Multi-Tube Combustion Unit,0.5,,+49%
14595,Liquid Fuel Diffuser,0.132,+40%,
14596,Multi-Tube Combustion Unit,0.184,+36%,+36%
14597,Multi-Tube Pump,0.5,+47%,+37%
14598,Multi-Tube Pump,0.158,+41%,
14599,Tritium Tanks,0.0,+35%,
14600,Tritium Exhaust,0.053,,+32%
14601,Liquid Fuel Jets,0.053,,+32%
14602,Liquid Fuel Dynamo,0.079,+38%,
14603,Frictionless Combustion Unit,0.447,,+47%
14604,Multi-Tube Pump,0.0,+35%,+30%
14605,Multi-Tube Dynamo,0.711,+53%,+39%
14606,Liquid Fuel Combustion Unit,0.079,+35%,+33%
14607,Multi-Tube Combustion Unit,0.0,,+30%
14608,Multi-Tube Nozzles,0.237,,+39%
14609,Hybrid Diffuser,0.0,,+30%
14610,Liquid Fuel Igniter,0.026,+36%,
14611,Hybrid Igniter,0.132,,+35%
14612,Multi-Tube Pump,0.184,+38%,+34%
14613,Liquid Fuel Tanks,0.237,+44%,
14614,Hybrid Nozzles,0.0,+35%,
14615,Hybrid Turbine,0.0,,+30%
14616,Liquid Fuel Combustion Unit,0.0,+35%,
14617,Liquid Fuel Combustion Unit,0.395,+47%,+33%
14618,Tritium Nozzles,0.158,+38%,+33%
14619,Multi-Tube Tanks,0.105,,+34%
14620,Liquid Fuel Exhaust,0.132,,+35%
14621,Tritium Tanks,0.263,+45%,
14622,Hybrid Pump,0.026,+35%,+31%
14623,Multi-Tube Pump,0.316,,+42%
14624,Hybrid Nozzles,0.5,,+49%
14625,Liquid Fuel Igniter,0.0,+35%,
14626,Hybrid Tanks,0.158,,+36%
14627,Multi-Tube Dynamo,0.342,+45%,+33%
14628,Frictionless Pump,0.5,+54%,
14629,Multi-Tube Combustion Unit,0.421,+51%,
14630,Frictionless Turbine,0.368,+49%,+30%
14631,Liquid Fuel Jets,0.447,+39%,+43%
14632,Multi-Tube Dynamo,0.447,+52%,
14633,Multi-Tube Combustion Unit,0.079,,+33%
14634,Liquid Fuel Diffuser,0.079,,+33%
14635,Tritium Jets,0.526,+54%,+31%
14636,Multi-Tube Jets,0.342,+48%,
14637,Liquid Fuel Combustion Unit,0.132,+40%,
14638,Multi-Tube Dynamo,0.0,,+30%
14639,Frictionless Diffuser,0.421,+51%,
14640,Frictionless Nozzles,0.421,+51%,+30%
14641,Hybrid Combustion Unit,0.395,+36%,+44%
14642,Hybrid Nozzles,0.026,+36%,
14643,Multi-Tube Igniter,0.132,,+35%
14644,Multi-Tube Nozzles,0.289,+41%,+35%
14645,Tritium Exhaust,0.158,,+36%
14646,Tritium Dynamo,0.632,+47%,+42%
14647,Multi-Tube Exhaust,0.579,+49%,+38%
14648,Hybrid Pump,0.132,,+35%
14649,Multi-Tube Exhaust,0.026,+36%,
14650,Liquid Fuel Turbine,0.132,+40%,
14651,Hybrid Igniter,0.184,+42%,
14652,Tritium Igniter,0.105,+39%,
14653,Tritium Pump,0.763,+47%,+47%
14654,Hybrid Pump,0.0,,+30%
14655,Multi-Tube Jets,0.316,+47%,
14656,Tritium Dynamo,0.053,+37%,
14657,Tritium Igniter,0.053,,+32%
14658,Tritium Dynamo,0.053,+37%,
14659,Liquid Fuel Tanks,0.0,,+30%
14660,Tritium Nozzles,0.105,+39%,
14661,Liquid Fuel Turbine,0.158,,+36%
14662,Frictionless Jets,0.5,+46%,+38%
14663,Liquid Fuel Tanks,0.158,+41%,
14664,Multi-Tube Tanks,0.105,+39%,
14665,Frictionless Diffuser,0.158,+41%,+30%
14666,Liquid Fuel Turbine,0.211,+43%,+30%
14667,Hybrid Exhaust,0.0,,+30%
14668,Hybrid Tanks,0.184,,+37%
14669,Frictionless Dynamo,0.342,+39%,+39%
14670,Frictionless Turbine,0.053,+37%,
14671,Frictionless Pump,0.474,+37%,+46%
14672,Multi-Tube Igniter,0.105,,+34%
14673,Hybrid Exhaust,0.368,,+44%
14674,Liquid Fuel Nozzles,0.105,+39%,
14675,Hybrid Jets,0.105,+35%,+34%
14676,Frictionless Turbine,0.395,+50%,
14677,Multi-Tube Jets,0.026,+36%,+30%
14678,Frictionless Tanks,0.079,+38%,
14679,Tritium Diffuser,0.289,+46%,
14680,Frictionless Combustion Unit,0.211,,+38%
14681,Multi-Tube Pump,0.026,+35%,+31%
14682,Liquid Fuel Dynamo,0.079,+38%,
14683,Hybrid Nozzles,0.421,,+46%
14684,Tritium Combustion Unit,0.053,+37%,
14685,Liquid Fuel Combustion Unit,0.079,,+33%
14686,Hybrid Igniter,0.0,+35%,+30%
14687,Tritium Tanks,0.316,,+42%
14688,Tritium Pump,0.053,,+32%
14689,Frictionless Pump,0.289,+46%,
14690,Tritium Diffuser,0.237,+41%,+33%
14691,Liquid Fuel Tanks,0.0,+35%,
14692,Tritium Combustion Unit,0.184,+42%,
14693,Liquid Fuel Igniter,0.237,,+39%
14694,Hybrid Igniter,0.0,+35%,
14695,Multi-Tube Jets,0.816,+48%,+48%
14696,Tritium Tanks,0.289,,+41%
14697,Frictionless Tanks,0.079,,+33%
14698,Frictionless Combustion Unit,0.395,+44%,+36%
14699,Multi-Tube Dynamo,0.132,+38%,+32%
14700,Tritium Pump,0.0,+35%,
14701,Frictionless Nozzles,0.0,,+30%
14702,Multi-Tube Dynamo,0.579,+44%,+43%
14703,Multi-Tube Exhaust,0.053,+37%,
14704,Hybrid Turbine,0.158,,+36%
14705,Tritium Igniter,0.632,+42%,+47%
14706,Multi-Tube Combustion Unit,0.0,+35%,
14707,Tritium Igniter,0.474,+53%,
14708,Multi-Tube Turbine,0.5,+35%,+49%
14709,Liquid Fuel Pump,0.079,+35%,+33%
14710,Frictionless Diffuser,0.0,,+30%
14711,Multi-Tube Tanks,0.5,+44%,+40%
14712,Frictionless Jets,0.026,,+31%
14713,Hybrid Nozzles,0.053,,+32%
14714,Frictionless Diffuser,0.026,+36%,
14715,Hybrid Diffuser,0.263,+45%,+30%
14716,Liquid Fuel Nozzles,0.0,+35%,+30%
14717,Frictionless Jets,0.0,+35%,+30%
14718,Tritium Diffuser,0.158,+41%,
14719,Tritium Tanks,0.132,,+35%
14720,Multi-Tube Turbine,0.0,,+30%
14721,Multi-Tube Tanks,0.079,+38%,
14722,Hybrid Combustion Unit,0.316,,+42%
14723,Liquid Fuel Combustion Unit,0.316,+47%,
14724,Tritium Tanks,0.184,+38%,+34%
14725,Frictionless Jets,0.395,+50%,
14726,Tritium Diffuser,0.105,+35%,+34%
14727,Hybrid Exhaust,0.632,+47%,+42%
14728,Multi-Tube Jets,0.368,+49%,
14729,Hybrid Combustion Unit,0.079,+38%,
14730,Tritium Turbine,0.053,+37%,
14731,Frictionless Turbine,0.368,+49%,
14732,Frictionless Dynamo,0.026,+36%,
14733,Hybrid Dynamo,0.105,,+34%
14734,Frictionless Tanks,0.421,+37%,+44%
14735,Tritium Turbine,0.0,,+30%
14736,Tritium Tanks,0.289,,+41%
14737,Multi-Tube Exhaust,0.105,,+34%
14738,Tritium Combustion Unit,0.132,,+35%
14739,Frictionless Combustion Unit,0.211,+43%,
14740,Frictionless Jets,0.342,+48%,
14741,Hybrid Combustion Unit,0.447,+52%,
14742,Multi-Tube Dynamo,0.0,+35%,+30%
14743,Frictionless Pump,0.263,+45%,
14744,Frictionless Igniter,0.105,+39%,+30%
14745,Multi-Tube Exhaust,0.158,+41%,
14746,Tritium Nozzles,0.0,,+30%
14747,Frictionless Pump,0.105,+39%,
14748,Liquid Fuel Tanks,0.158,,+36%
14749,Frictionless Tanks,0.342,,+43%
14750,Multi-Tube Diffuser,0.053,+37%,+30%
14751,Tritium Jets,0.395,+36%,+44%
14752,Frictionless Exhaust,0.237,,+39%
14753,Frictionless Combustion Unit,0.5,,+49%
14754,Tritium Dynamo,0.211,+43%,
14755,Frictionless Turbine,0.053,+36%,+31%
14756,Liquid Fuel Exhaust,0.447,+52%,
14757,Liquid Fuel Nozzles,0.079,,+33%
14758,Tritium Pump,0.105,+39%,
14759,Tritium Turbine,0.0,,+30%
14760,Tritium Turbine,0.211,+43%,
14761,Multi-Tube Dynamo,0.263,+45%,
14762,Liquid Fuel Tanks,0.447,+52%,
14763,Frictionless Dynamo,0.368,,+44%
14764,Tritium Exhaust,0.447,+45%,+37%
14765,Multi-Tube Jets,0.026,,+31%
14766,Hybrid Tanks,0.711,+49%,+43%
14767,Liquid Fuel Tanks,0.0,+35%,
14768,Liquid Fuel Diffuser,0.263,+38%,+37%
14769,Liquid Fuel Combustion Unit,0.789,+46%,+49%
14770,Multi-Tube Turbine,0.053,+37%,+30%
14771,Hybrid Jets,0.026,,+31%
14772,Frictionless Exhaust,0.237,+44%,+30%
14773,Hybrid Turbine,0.263,+45%,
14774,Hybrid Diffuser,0.079,+38%,
14775,Frictionless Tanks,0.237,+38%,+36%
14776,Multi-Tube Diffuser,0.342,,+43%
14777,Tritium Pump,0.105,+39%,
14778,Hybrid Turbine,0.0,,+30%
14779,Tritium Jets,0.026,+36%,+30%
14780,Tritium Tanks,0.342,+48%,
14781,Liquid Fuel Jets,0.0,+35%,
14782,Multi-Tube Igniter,0.0,,+30%
14783,Frictionless Combustion Unit,0.421,,+46%
14784,Liquid Fuel Dynamo,0.0,+35%,
14785,Tritium Turbine,0.026,+36%,
14786,Liquid Fuel Tanks,0.211,,+38%
14787,Frictionless Turbine,0.132,+40%,+30%
14788,Tritium Pump,0.079,+38%,
14789,Hybrid Jets,0.026,,+31%
14790,Frictionless Turbine,0.184,+42%,
14791,Hybrid Diffuser,0.0,,+30%
14792,Liquid Fuel Pump,0.079,+38%,
14793,Multi-Tube Dynamo,0.105,+39%,+30%
14794,Frictionless Combustion Unit,0.105,+35%,+34%
14795,Liquid Fuel Pump,0.079,+38%,
14796,Multi-Tube Turbine,0.289,+41%,+35%
14797,Tritium Turbine,0.0,,+30%
14798,Hybrid Exhaust,0.184,+42%,
14799,Liquid Fuel Diffuser,0.105,+38%,+31%
14800,Liquid Fuel Nozzles,0.447,+41%,+41%
14801,Tritium Igniter,0.026,,+31%
14802,Multi-Tube Exhaust,0.526,+44%,+41%
14803,Frictionless Turbine,0.079,+38%,
14804,Liquid Fuel Dynamo,0.0,+35%,
14805,Frictionless Pump,0.0,+35%,
14806,Liquid Fuel Combustion Unit,0.0,+35%,
14807,Frictionless Combustion Unit,0.026,+36%,
14808,Hybrid Exhaust,0.211,,+38%
14809,Multi-Tube Exhaust,0.026,+36%,
14810,Liquid Fuel Igniter,0.105,,+34%
14811,Tritium Pump,0.237,+35%,+39%
14812,Frictionless Tanks,0.026,,+31%
14813,Liquid Fuel Pump,0.395,,+45%
14814,Tritium Nozzles,0.0,,+30%
14815,Tritium Turbine,0.0,+35%,
14816,Frictionless Combustion Unit,0.158,,+36%
14817,Frictionless Exhaust,0.289,,+41%
14818,Frictionless Tanks,0.0,,+30%
14819,Multi-Tube Pump,0.105,,+34%
14820,Frictionless Igniter,0.132,,+35%
14821,Frictionless Turbine,0.342,+48%,
14822,Liquid Fuel Igniter,0.395,+46%,+34%
14823,Tritium Combustion Unit,0.368,,+44%
14824,Hybrid Tanks,0.579,+44%,+43%
14825,Liquid Fuel Nozzles,0.474,+36%,+47%
14826,Liquid Fuel Pump,0.026,+36%,
14827,Liquid Fuel Combustion Unit,0.184,+42%,
14828,Frictionless Dynamo,0.026,+36%,
14829,Multi-Tube Combustion Unit,0.211,+41%,+32%
14830,Multi-Tube Combustion Unit,0.184,+42%,
14831,Frictionless Dynamo,0.263,+45%,
14832,Frictionless Turbine,0.0,,+30%
14833,Frictionless Turbine,0.026,+36%,+30%
14834,Liquid Fuel Jets,0.132,+40%,+30%
14835,Frictionless Igniter,0.342,,+43%
14836,Liquid Fuel Igniter,0.079,+38%,
14837,Liquid Fuel Dynamo,0.132,+40%,
14838,Frictionless Nozzles,0.579,+42%,+45%
14839,Frictionless Turbine,0.289,+46%,+30%
14840,Multi-Tube Exhaust,0.211,+43%,
14841,Liquid Fuel Nozzles,0.553,+38%,+48%
14842,Hybrid Tanks,0.0,,+30%
14843,Liquid Fuel Diffuser,0.0,,+30%
14844,Frictionless Pump,0.079,+36%,+32%
14845,Multi-Tube Combustion Unit,0.211,,+38%
14846,Tritium Tanks,0.026,,+31%
