Seed,Name,Perfection,Vehicle_EngineFuelUse,Vehicle_EngineTopSpeed
19203,Tuned Propulsion Unit,0.5,,+2%
19204,Efficient Impulse Nozzle,1.0,-5%,
19205,Backup Shockwave Shield,1.0,-5%,
19206,Backup Propulsion Unit,1.0,,+3%
19207,Tuned Magnetic Fan,0.5,,+2%
19208,Alternate Impulse Nozzle,0.5,,+2%
19209,Efficient Impulse Nozzle,0.5,,+2%
19210,Efficient Propulsion Unit,1.0,,+3%
19211,Alternate Fuel Pipes,0.75,-4%,
19212,Backup Propulsion Unit,1.0,,+3%
19213,Backup Fuel Pipes,0.5,,+2%
19214,Efficient Thrust Controller,0.25,-2%,
19215,Efficient Plasma Exhaust,0.5,,+2%
19216,Alternate Impulse Nozzle,0.5,,+2%
19217,Tuned Hydrogen Dynamo,0.5,,+2%
19218,Secondary Shockwave Shield,0.75,-4%,
19219,Secondary Magnetic Fan,0.5,,+2%
19220,Efficient Magnetic Fan,1.0,-5%,
19221,Alternate Plasma Exhaust,0.5,,+2%
19222,Efficient Electron Loom,0.25,-2%,
19223,Alternate Hydrogen Dynamo,1.0,-5%,
19224,Alternate Hydrogen Dynamo,1.0,-5%,
19225,Alternate Electron Loom,0.25,-2%,
19226,Efficient Fuel Pipes,1.0,,+3%
19227,Tuned Fuel Pipes,0.25,-2%,
19228,Alternate Propulsion Unit,0.25,-2%,
19229,Tuned Thrust Controller,0.5,,+2%
19230,Efficient Impulse Nozzle,1.0,,+3%
19231,Secondary Fuel Pipes,1.0,-5%,
19232,Alternate Plasma Exhaust,0.75,-4%,
19233,Alternate Magnetic Fan,0.25,-2%,
19234,Secondary Plasma Exhaust,0.5,,+2%
19235,Alternate Plasma Exhaust,1.0,,+3%
19236,Alternate Shockwave Shield,0.75,-4%,
19237,Tuned Impulse Nozzle,0.5,,+2%
19238,Secondary Impulse Nozzle,1.0,,+3%
19239,Efficient Neutrino Injector,0.5,,+2%
19240,Alternate Fuel Pipes,0.5,,+2%
19241,Secondary Thrust Controller,1.0,,+3%
19242,Efficient Plasma Exhaust,0.5,,+2%
19243,Secondary Magnetic Fan,1.0,,+3%
19244,Alternate Plasma Exhaust,0.5,-3%,
19245,Tuned Impulse Nozzle,0.5,,+2%
19246,Tuned Fuel Pipes,0.5,-3%,
19247,Efficient Shockwave Shield,0.5,-3%,
19248,Secondary Electron Loom,0.25,-2%,
19249,Tuned Hydrogen Dynamo,0.5,,+2%
19250,Backup Shockwave Shield,0.25,-2%,
19251,Efficient Propulsion Unit,0.25,-2%,
19252,Alternate Magnetic Fan,0.5,,+2%
19253,Tuned Thrust Controller,0.5,,+2%
19254,Alternate Propulsion Unit,0.5,,+2%
19255,Backup Shockwave Shield,0.75,-4%,
19256,Efficient Neutrino Injector,1.0,,+3%
19257,Alternate Hydrogen Dynamo,0.75,-4%,
19258,Alternate Fuel Pipes,1.0,-5%,
19259,Secondary Neutrino Injector,1.0,,+3%
19260,Secondary Propulsion Unit,0.75,-4%,
19261,Efficient Plasma Exhaust,1.0,,+3%
19262,Secondary Plasma Exhaust,0.5,,+2%
19263,Backup Electron Loom,1.0,-5%,
19264,Backup Magnetic Fan,0.5,,+2%
19265,Backup Shockwave Shield,0.5,,+2%
19266,Tuned Impulse Nozzle,0.5,,+2%
19267,Alternate Shockwave Shield,0.25,-2%,
19268,Secondary Shockwave Shield,1.0,-5%,
19269,Alternate Propulsion Unit,0.5,-3%,
19270,Efficient Propulsion Unit,0.5,,+2%
19271,Secondary Hydrogen Dynamo,1.0,,+3%
19272,Alternate Magnetic Fan,0.25,-2%,
19273,Secondary Neutrino Injector,0.25,-2%,
19274,Tuned Plasma Exhaust,0.25,-2%,
19275,Alternate Magnetic Fan,1.0,,+3%
19276,Backup Magnetic Fan,0.5,-3%,
19277,Backup Magnetic Fan,1.0,-5%,
19278,Tuned Fuel Pipes,0.5,,+2%
19279,Tuned Neutrino Injector,0.5,,+2%
19280,Backup Propulsion Unit,1.0,,+3%
19281,Secondary Magnetic Fan,0.25,-2%,
19282,Tuned Plasma Exhaust,1.0,-5%,
19283,Tuned Impulse Nozzle,1.0,,+3%
19284,Tuned Shockwave Shield,0.5,-3%,
19285,Alternate Propulsion Unit,0.25,-2%,
19286,Secondary Fuel Pipes,1.0,-5%,
19287,Alternate Thrust Controller,0.25,-2%,
19288,Secondary Plasma Exhaust,1.0,-5%,
19289,Backup Plasma Exhaust,0.5,,+2%
19290,Efficient Shockwave Shield,0.5,,+2%
19291,Efficient Plasma Exhaust,0.5,,+2%
19292,Efficient Hydrogen Dynamo,0.5,,+2%
19293,Backup Plasma Exhaust,0.25,-2%,
19294,Backup Fuel Pipes,0.5,,+2%
19295,Backup Thrust Controller,0.5,,+2%
19296,Backup Shockwave Shield,0.25,-2%,
19297,Efficient Impulse Nozzle,0.5,,+2%
19298,Alternate Fuel Pipes,1.0,,+3%
19299,Backup Hydrogen Dynamo,1.0,,+3%
19300,Backup Fuel Pipes,1.0,,+3%
19301,Backup Magnetic Fan,0.25,-2%,
19302,Backup Plasma Exhaust,0.25,-2%,
19303,Efficient Magnetic Fan,0.75,-4%,
19304,Alternate Hydrogen Dynamo,0.5,,+2%
19305,Efficient Electron Loom,1.0,,+3%
19306,Tuned Fuel Pipes,0.75,-4%,
19307,Efficient Propulsion Unit,1.0,-5%,
19308,Tuned Plasma Exhaust,0.5,,+2%
19309,Backup Shockwave Shield,1.0,,+3%
19310,Alternate Thrust Controller,1.0,-5%,
19311,Tuned Hydrogen Dynamo,0.5,,+2%
19312,Tuned Neutrino Injector,1.0,,+3%
19313,Efficient Shockwave Shield,1.0,,+3%
19314,Backup Plasma Exhaust,0.25,-2%,
19315,Alternate Electron Loom,0.25,-2%,
19316,Tuned Neutrino Injector,0.5,,+2%
19317,Tuned Electron Loom,0.25,-2%,
19318,Secondary Plasma Exhaust,1.0,,+3%
19319,Efficient Propulsion Unit,0.25,-2%,
19320,Secondary Plasma Exhaust,0.5,,+2%
19321,Tuned Plasma Exhaust,0.5,,+2%
19322,Tuned Hydrogen Dynamo,0.5,,+2%
19323,Backup Shockwave Shield,0.25,-2%,
19324,Secondary Plasma Exhaust,0.5,,+2%
19325,Secondary Neutrino Injector,1.0,,+3%
19326,Tuned Thrust Controller,0.5,-3%,
19327,Secondary Propulsion Unit,0.25,-2%,
19328,Tuned Shockwave Shield,0.5,-3%,
19329,Tuned Neutrino Injector,0.75,-4%,
19330,Alternate Magnetic Fan,1.0,,+3%
19331,Alternate Magnetic Fan,0.25,-2%,
19332,Secondary Shockwave Shield,0.5,,+2%
19333,Alternate Thrust Controller,0.5,,+2%
19334,Secondary Magnetic Fan,0.5,,+2%
19335,Efficient Thrust Controller,0.5,,+2%
19336,Alternate Neutrino Injector,0.25,-2%,
19337,Efficient Hydrogen Dynamo,0.25,-2%,
19338,Alternate Impulse Nozzle,0.5,,+2%
19339,Tuned Thrust Controller,0.5,-3%,
19340,Backup Shockwave Shield,0.25,-2%,
19341,Alternate Shockwave Shield,1.0,-5%,
19342,Tuned Fuel Pipes,0.25,-2%,
19343,Secondary Neutrino Injector,0.25,-2%,
19344,Efficient Impulse Nozzle,0.5,,+2%
19345,Alternate Impulse Nozzle,0.5,,+2%
19346,Alternate Fuel Pipes,0.5,,+2%
19347,Alternate Fuel Pipes,0.5,,+2%
19348,Secondary Shockwave Shield,1.0,,+3%
19349,Alternate Hydrogen Dynamo,0.5,,+2%
19350,Backup Shockwave Shield,0.5,-3%,
19351,Secondary Electron Loom,0.25,-2%,
19352,Alternate Neutrino Injector,0.25,-2%,
19353,Backup Magnetic Fan,0.5,,+2%
19354,Alternate Fuel Pipes,0.5,,+2%
19355,Alternate Electron Loom,0.5,,+2%
19356,Efficient Fuel Pipes,0.5,,+2%
19357,Secondary Fuel Pipes,0.5,,+2%
19358,Alternate Shockwave Shield,0.5,,+2%
19359,Alternate Hydrogen Dynamo,1.0,,+3%
19360,Alternate Propulsion Unit,0.5,-3%,
19361,Alternate Neutrino Injector,1.0,-5%,
19362,Secondary Shockwave Shield,0.25,-2%,
19363,Efficient Hydrogen Dynamo,0.25,-2%,
19364,Secondary Electron Loom,1.0,,+3%
19365,Secondary Plasma Exhaust,0.25,-2%,
19366,Backup Electron Loom,0.75,-4%,
19367,Secondary Fuel Pipes,0.5,-3%,
19368,Alternate Magnetic Fan,0.5,,+2%
19369,Secondary Propulsion Unit,0.5,,+2%
19370,Tuned Thrust Controller,0.5,,+2%
19371,Secondary Electron Loom,0.5,-3%,
19372,Alternate Hydrogen Dynamo,1.0,,+3%
19373,Secondary Magnetic Fan,1.0,,+3%
19374,Secondary Propulsion Unit,0.5,-3%,
19375,Tuned Hydrogen Dynamo,0.25,-2%,
19376,Secondary Shockwave Shield,0.25,-2%,
19377,Tuned Shockwave Shield,0.5,-3%,
19378,Alternate Electron Loom,0.5,,+2%
19379,Efficient Propulsion Unit,0.25,-2%,
19380,Tuned Impulse Nozzle,1.0,,+3%
19381,Efficient Propulsion Unit,0.5,-3%,
19382,Efficient Propulsion Unit,0.5,,+2%
19383,Backup Thrust Controller,0.75,-4%,
19384,Efficient Plasma Exhaust,0.5,,+2%
19385,Tuned Hydrogen Dynamo,0.75,-4%,
19386,Efficient Propulsion Unit,1.0,,+3%
19387,Backup Hydrogen Dynamo,1.0,,+3%
19388,Alternate Plasma Exhaust,0.5,,+2%
19389,Secondary Propulsion Unit,0.25,-2%,
19390,Backup Hydrogen Dynamo,0.25,-2%,
19391,Efficient Electron Loom,0.5,,+2%
19392,Tuned Shockwave Shield,0.25,-2%,
19393,Tuned Hydrogen Dynamo,0.5,,+2%
19394,Alternate Impulse Nozzle,0.5,-3%,
19395,Secondary Magnetic Fan,0.25,-2%,
19396,Efficient Hydrogen Dynamo,0.25,-2%,
19397,Efficient Magnetic Fan,0.75,-4%,
19398,Alternate Propulsion Unit,0.25,-2%,
19399,Tuned Electron Loom,0.5,,+2%
19400,Efficient Propulsion Unit,0.5,-3%,
19401,Alternate Neutrino Injector,0.25,-2%,
19402,Backup Hydrogen Dynamo,0.5,,+2%
19403,Secondary Propulsion Unit,0.5,,+2%
19404,Tuned Plasma Exhaust,0.5,-3%,
19405,Tuned Thrust Controller,0.25,-2%,
19406,Alternate Electron Loom,0.25,-2%,
19407,Backup Impulse Nozzle,1.0,,+3%
19408,Backup Fuel Pipes,0.25,-2%,
19409,Tuned Neutrino Injector,1.0,,+3%
19410,Tuned Hydrogen Dynamo,0.5,,+2%
19411,Backup Plasma Exhaust,1.0,,+3%
19412,Tuned Shockwave Shield,0.25,-2%,
19413,Tuned Hydrogen Dynamo,0.5,,+2%
19414,Backup Electron Loom,0.5,-3%,
19415,Efficient Neutrino Injector,0.25,-2%,
19416,Efficient Electron Loom,0.5,,+2%
19417,Secondary Fuel Pipes,0.5,-3%,
19418,Secondary Shockwave Shield,0.25,-2%,
19419,Secondary Impulse Nozzle,0.75,-4%,
19420,Alternate Shockwave Shield,0.5,,+2%
19421,Efficient Impulse Nozzle,0.75,-4%,
19422,Efficient Fuel Pipes,0.5,,+2%
19423,Alternate Propulsion Unit,0.25,-2%,
19424,Tuned Fuel Pipes,0.25,-2%,
19425,Backup Shockwave Shield,0.75,-4%,
19426,Efficient Shockwave Shield,0.5,,+2%
19427,Efficient Impulse Nozzle,0.5,-3%,
19428,Backup Magnetic Fan,1.0,,+3%
19429,Efficient Fuel Pipes,0.5,,+2%
19430,Efficient Hydrogen Dynamo,0.5,,+2%
19431,Alternate Shockwave Shield,0.5,,+2%
19432,Backup Magnetic Fan,1.0,,+3%
19433,Tuned Propulsion Unit,0.5,-3%,
19434,Tuned Magnetic Fan,0.75,-4%,
19435,Backup Shockwave Shield,0.25,-2%,
19436,Tuned Fuel Pipes,0.75,-4%,
19437,Secondary Fuel Pipes,0.5,,+2%
19438,Backup Thrust Controller,0.75,-4%,
19439,Tuned Electron Loom,0.25,-2%,
19440,Secondary Shockwave Shield,1.0,-5%,
19441,Efficient Magnetic Fan,0.5,,+2%
19442,Alternate Electron Loom,1.0,-5%,
19443,Efficient Propulsion Unit,0.5,,+2%
19444,Alternate Propulsion Unit,0.5,-3%,
19445,Secondary Plasma Exhaust,0.5,,+2%
19446,Backup Magnetic Fan,0.25,-2%,
19447,Tuned Plasma Exhaust,0.25,-2%,
19448,Secondary Neutrino Injector,0.25,-2%,
19449,Secondary Plasma Exhaust,1.0,,+3%
19450,Secondary Plasma Exhaust,0.5,,+2%
19451,Efficient Propulsion Unit,0.5,-3%,
19452,Alternate Electron Loom,0.25,-2%,
19453,Efficient Hydrogen Dynamo,1.0,-5%,
19454,Alternate Plasma Exhaust,0.75,-4%,
19455,Alternate Fuel Pipes,1.0,,+3%
19456,Efficient Shockwave Shield,0.5,,+2%
19457,Backup Impulse Nozzle,0.25,-2%,
19458,Secondary Impulse Nozzle,0.5,,+2%
19459,Backup Shockwave Shield,1.0,,+3%
19460,Secondary Magnetic Fan,1.0,-5%,
19461,Backup Shockwave Shield,0.25,-2%,
19462,Efficient Thrust Controller,1.0,-5%,
19463,Tuned Neutrino Injector,0.25,-2%,
19464,Secondary Propulsion Unit,0.25,-2%,
19465,Backup Fuel Pipes,1.0,,+3%
19466,Alternate Shockwave Shield,0.0,,+1%
19467,Tuned Shockwave Shield,1.0,,+3%
19468,Tuned Shockwave Shield,0.5,,+2%
19469,Backup Fuel Pipes,0.5,-3%,
19470,Alternate Hydrogen Dynamo,0.75,-4%,
19471,Efficient Hydrogen Dynamo,0.5,,+2%
19472,Efficient Neutrino Injector,0.5,,+2%
19473,Tuned Propulsion Unit,1.0,,+3%
19474,Backup Hydrogen Dynamo,0.5,,+2%
19475,Secondary Electron Loom,0.5,,+2%
19476,Efficient Neutrino Injector,0.5,,+2%
19477,Secondary Plasma Exhaust,0.75,-4%,
19478,Alternate Thrust Controller,0.5,,+2%
19479,Tuned Propulsion Unit,0.5,,+2%
19480,Tuned Hydrogen Dynamo,0.25,-2%,
19481,Alternate Impulse Nozzle,0.25,-2%,
19482,Backup Magnetic Fan,0.5,,+2%
19483,Tuned Hydrogen Dynamo,0.5,,+2%
19484,Secondary Electron Loom,0.5,,+2%
19485,Secondary Hydrogen Dynamo,0.5,,+2%
19486,Backup Thrust Controller,0.5,-3%,
19487,Backup Electron Loom,0.25,-2%,
19488,Alternate Shockwave Shield,0.5,,+2%
19489,Secondary Fuel Pipes,0.25,-2%,
19490,Alternate Electron Loom,0.5,,+2%
19491,Secondary Impulse Nozzle,1.0,,+3%
19492,Alternate Electron Loom,0.5,,+2%
19493,Tuned Propulsion Unit,0.25,-2%,
19494,Backup Thrust Controller,0.5,-3%,
19495,Efficient Neutrino Injector,1.0,,+3%
19496,Alternate Plasma Exhaust,0.5,,+2%
19497,Secondary Fuel Pipes,0.75,-4%,
19498,Tuned Magnetic Fan,1.0,-5%,
19499,Secondary Fuel Pipes,0.25,-2%,
19500,Secondary Shockwave Shield,1.0,,+3%
19501,Secondary Neutrino Injector,0.5,-3%,
19502,Secondary Thrust Controller,1.0,,+3%
19503,Alternate Impulse Nozzle,0.5,-3%,
19504,Secondary Thrust Controller,0.25,-2%,
19505,Backup Plasma Exhaust,0.25,-2%,
19506,Alternate Magnetic Fan,1.0,,+3%
19507,Alternate Plasma Exhaust,0.25,-2%,
19508,Efficient Electron Loom,0.25,-2%,
19509,Backup Shockwave Shield,0.25,-2%,
19510,Secondary Electron Loom,0.25,-2%,
19511,Tuned Neutrino Injector,0.25,-2%,
19512,Tuned Propulsion Unit,0.25,-2%,
19513,Efficient Neutrino Injector,0.5,-3%,
19514,Alternate Fuel Pipes,0.5,,+2%
19515,Secondary Fuel Pipes,0.5,,+2%
19516,Tuned Impulse Nozzle,0.25,-2%,
19517,Efficient Shockwave Shield,0.25,-2%,
19518,Tuned Neutrino Injector,1.0,,+3%
19519,Backup Plasma Exhaust,1.0,,+3%
19520,Alternate Plasma Exhaust,0.5,,+2%
19521,Tuned Propulsion Unit,1.0,,+3%
19522,Efficient Electron Loom,0.5,,+2%
19523,Secondary Electron Loom,0.5,,+2%
19524,Tuned Impulse Nozzle,0.5,,+2%
19525,Tuned Plasma Exhaust,1.0,,+3%
19526,Secondary Impulse Nozzle,0.5,,+2%
19527,Alternate Neutrino Injector,0.5,,+2%
19528,Efficient Neutrino Injector,0.25,-2%,
19529,Backup Plasma Exhaust,0.5,-3%,
19530,Secondary Magnetic Fan,1.0,,+3%
19531,Tuned Neutrino Injector,0.5,,+2%
19532,Alternate Thrust Controller,0.5,,+2%
19533,Alternate Plasma Exhaust,0.25,-2%,
19534,Tuned Magnetic Fan,0.5,,+2%
19535,Secondary Fuel Pipes,0.5,,+2%
19536,Secondary Fuel Pipes,1.0,,+3%
19537,Tuned Plasma Exhaust,0.5,,+2%
19538,Tuned Propulsion Unit,1.0,,+3%
19539,Alternate Electron Loom,0.5,-3%,
19540,Secondary Fuel Pipes,0.5,,+2%
19541,Alternate Propulsion Unit,0.5,,+2%
19542,Alternate Propulsion Unit,1.0,,+3%
19543,Backup Shockwave Shield,0.5,,+2%
19544,Secondary Neutrino Injector,0.5,,+2%
19545,Tuned Magnetic Fan,0.5,-3%,
19546,Backup Shockwave Shield,0.5,,+2%
19547,Alternate Plasma Exhaust,0.5,-3%,
19548,Tuned Shockwave Shield,0.75,-4%,
19549,Alternate Hydrogen Dynamo,0.5,-3%,
19550,Alternate Shockwave Shield,0.5,-3%,
19551,Tuned Hydrogen Dynamo,0.75,-4%,
19552,Backup Fuel Pipes,0.5,-3%,
19553,Efficient Fuel Pipes,0.75,-4%,
19554,Backup Plasma Exhaust,0.5,,+2%
19555,Tuned Plasma Exhaust,0.5,,+2%
19556,Tuned Shockwave Shield,0.25,-2%,
19557,Alternate Hydrogen Dynamo,0.25,-2%,
19558,Backup Shockwave Shield,0.25,-2%,
19559,Efficient Fuel Pipes,0.5,,+2%
19560,Tuned Hydrogen Dynamo,0.5,,+2%
19561,Backup Electron Loom,0.5,,+2%
19562,Secondary Propulsion Unit,0.5,-3%,
19563,Efficient Electron Loom,0.5,,+2%
19564,Alternate Hydrogen Dynamo,0.25,-2%,
19565,Efficient Shockwave Shield,0.5,-3%,
19566,Tuned Neutrino Injector,1.0,,+3%
19567,Efficient Plasma Exhaust,0.25,-2%,
19568,Tuned Plasma Exhaust,0.5,-3%,
19569,Tuned Plasma Exhaust,0.5,-3%,
19570,Backup Magnetic Fan,0.5,-3%,
19571,Secondary Propulsion Unit,0.5,,+2%
19572,Alternate Impulse Nozzle,0.5,-3%,
19573,Tuned Fuel Pipes,0.75,-4%,
19574,Backup Impulse Nozzle,0.25,-2%,
19575,Efficient Thrust Controller,1.0,,+3%
19576,Secondary Neutrino Injector,0.5,-3%,
19577,Alternate Electron Loom,1.0,,+3%
19578,Tuned Fuel Pipes,0.5,,+2%
19579,Secondary Neutrino Injector,0.5,,+2%
19580,Efficient Neutrino Injector,0.5,-3%,
19581,Alternate Impulse Nozzle,0.5,,+2%
19582,Tuned Thrust Controller,0.25,-2%,
19583,Backup Electron Loom,0.5,,+2%
19584,Tuned Electron Loom,0.5,-3%,
19585,Backup Hydrogen Dynamo,1.0,-5%,
19586,Alternate Thrust Controller,0.5,,+2%
19587,Backup Impulse Nozzle,0.25,-2%,
19588,Secondary Plasma Exhaust,0.75,-4%,
19589,Alternate Electron Loom,0.25,-2%,
19590,Alternate Fuel Pipes,0.75,-4%,
19591,Alternate Thrust Controller,0.25,-2%,
19592,Efficient Magnetic Fan,0.5,,+2%
19593,Tuned Thrust Controller,0.25,-2%,
19594,Tuned Magnetic Fan,0.5,,+2%
19595,Tuned Hydrogen Dynamo,0.5,,+2%
19596,Tuned Fuel Pipes,1.0,,+3%
19597,Backup Fuel Pipes,1.0,-5%,
19598,Tuned Neutrino Injector,0.25,-2%,
19599,Alternate Magnetic Fan,0.5,,+2%
19600,Tuned Fuel Pipes,0.5,-3%,
19601,Alternate Electron Loom,0.5,-3%,
19602,Tuned Thrust Controller,0.5,,+2%
19603,Efficient Neutrino Injector,0.75,-4%,
19604,Alternate Magnetic Fan,0.25,-2%,
19605,Efficient Magnetic Fan,1.0,,+3%
19606,Backup Fuel Pipes,0.5,,+2%
19607,Backup Propulsion Unit,1.0,-5%,
19608,Backup Fuel Pipes,0.5,-3%,
19609,Efficient Plasma Exhaust,1.0,,+3%
19610,Secondary Fuel Pipes,1.0,,+3%
19611,Backup Impulse Nozzle,1.0,,+3%
19612,Backup Magnetic Fan,1.0,,+3%
19613,Tuned Fuel Pipes,0.5,-3%,
19614,Tuned Electron Loom,0.5,,+2%
19615,Alternate Thrust Controller,0.25,-2%,
19616,Secondary Propulsion Unit,0.5,,+2%
19617,Alternate Propulsion Unit,1.0,-5%,
19618,Backup Plasma Exhaust,0.5,,+2%
19619,Tuned Thrust Controller,0.25,-2%,
19620,Alternate Propulsion Unit,0.5,-3%,
19621,Efficient Fuel Pipes,0.5,,+2%
19622,Efficient Propulsion Unit,0.5,,+2%
19623,Backup Neutrino Injector,0.25,-2%,
19624,Alternate Hydrogen Dynamo,0.25,-2%,
19625,Backup Electron Loom,0.5,,+2%
19626,Secondary Impulse Nozzle,1.0,,+3%
19627,Tuned Plasma Exhaust,0.5,,+2%
19628,Backup Magnetic Fan,1.0,,+3%
19629,Alternate Plasma Exhaust,0.25,-2%,
19630,Efficient Thrust Controller,1.0,,+3%
19631,Tuned Fuel Pipes,1.0,,+3%
19632,Secondary Plasma Exhaust,0.5,-3%,
19633,Efficient Propulsion Unit,0.5,,+2%
19634,Backup Fuel Pipes,0.25,-2%,
19635,Secondary Magnetic Fan,0.25,-2%,
19636,Backup Thrust Controller,1.0,-5%,
19637,Tuned Impulse Nozzle,0.5,,+2%
19638,Efficient Magnetic Fan,1.0,-5%,
19639,Backup Fuel Pipes,0.25,-2%,
19640,Secondary Hydrogen Dynamo,0.25,-2%,
19641,Alternate Neutrino Injector,0.75,-4%,
19642,Efficient Propulsion Unit,0.5,,+2%
19643,Efficient Impulse Nozzle,0.75,-4%,
19644,Secondary Neutrino Injector,0.5,,+2%
19645,Alternate Shockwave Shield,1.0,,+3%
19646,Tuned Plasma Exhaust,1.0,,+3%
19647,Backup Shockwave Shield,1.0,,+3%
19648,Tuned Hydrogen Dynamo,1.0,-5%,
19649,Secondary Impulse Nozzle,0.75,-4%,
19650,Secondary Plasma Exhaust,1.0,,+3%
19651,Alternate Thrust Controller,0.5,,+2%
19652,Backup Impulse Nozzle,0.5,,+2%
19653,Efficient Magnetic Fan,0.5,,+2%
19654,Secondary Thrust Controller,0.25,-2%,
19655,Alternate Plasma Exhaust,0.5,,+2%
19656,Backup Hydrogen Dynamo,0.5,,+2%
19657,Efficient Shockwave Shield,0.25,-2%,
19658,Tuned Shockwave Shield,0.5,,+2%
19659,Secondary Impulse Nozzle,1.0,,+3%
19660,Alternate Magnetic Fan,1.0,,+3%
19661,Secondary Hydrogen Dynamo,0.25,-2%,
19662,Secondary Impulse Nozzle,1.0,,+3%
19663,Tuned Propulsion Unit,0.5,,+2%
19664,Alternate Magnetic Fan,0.5,-3%,
19665,Efficient Magnetic Fan,0.5,,+2%
19666,Backup Electron Loom,0.5,-3%,
19667,Backup Impulse Nozzle,1.0,-5%,
19668,Secondary Neutrino Injector,0.5,,+2%
19669,Backup Fuel Pipes,1.0,-5%,
19670,Tuned Propulsion Unit,0.5,-3%,
19671,Alternate Shockwave Shield,0.5,-3%,
19672,Secondary Electron Loom,0.5,,+2%
19673,Secondary Thrust Controller,0.5,,+2%
19674,Alternate Shockwave Shield,0.5,,+2%
19675,Backup Hydrogen Dynamo,0.25,-2%,
19676,Alternate Fuel Pipes,0.75,-4%,
19677,Alternate Hydrogen Dynamo,0.25,-2%,
19678,Alternate Shockwave Shield,1.0,-5%,
19679,Tuned Thrust Controller,0.5,,+2%
19680,Tuned Electron Loom,0.5,,+2%
19681,Alternate Impulse Nozzle,0.25,-2%,
19682,Secondary Thrust Controller,1.0,,+3%
19683,Secondary Magnetic Fan,0.5,,+2%
19684,Tuned Propulsion Unit,1.0,,+3%
19685,Backup Magnetic Fan,1.0,-5%,
19686,Tuned Shockwave Shield,0.5,,+2%
19687,Tuned Fuel Pipes,0.5,,+2%
19688,Secondary Hydrogen Dynamo,1.0,-5%,
19689,Backup Hydrogen Dynamo,0.25,-2%,
19690,Alternate Electron Loom,0.25,-2%,
19691,Backup Shockwave Shield,1.0,,+3%
19692,Backup Shockwave Shield,0.75,-4%,
19693,Alternate Hydrogen Dynamo,0.5,-3%,
19694,Tuned Electron Loom,0.25,-2%,
19695,Alternate Impulse Nozzle,0.5,,+2%
19696,Backup Magnetic Fan,0.5,,+2%
19697,Backup Electron Loom,0.5,,+2%
19698,Backup Impulse Nozzle,0.25,-2%,
19699,Tuned Plasma Exhaust,0.75,-4%,
19700,Tuned Neutrino Injector,0.5,,+2%
19701,Secondary Thrust Controller,0.25,-2%,
19702,Backup Impulse Nozzle,0.5,,+2%
19703,Efficient Neutrino Injector,0.5,,+2%
19704,Efficient Shockwave Shield,0.5,,+2%
19705,Backup Thrust Controller,1.0,-5%,
19706,Tuned Magnetic Fan,1.0,-5%,
19707,Alternate Plasma Exhaust,1.0,,+3%
19708,Secondary Hydrogen Dynamo,0.25,-2%,
19709,Tuned Propulsion Unit,0.5,,+2%
19710,Alternate Plasma Exhaust,0.5,,+2%
19711,Tuned Impulse Nozzle,0.5,,+2%
19712,Alternate Plasma Exhaust,0.25,-2%,
19713,Efficient Propulsion Unit,0.5,-3%,
19714,Alternate Impulse Nozzle,1.0,,+3%
19715,Alternate Electron Loom,0.25,-2%,
19716,Alternate Neutrino Injector,0.25,-2%,
19717,Alternate Neutrino Injector,0.25,-2%,
19718,Alternate Electron Loom,0.5,-3%,
19719,Backup Neutrino Injector,1.0,-5%,
19720,Tuned Fuel Pipes,0.25,-2%,
19721,Alternate Magnetic Fan,0.5,,+2%
19722,Efficient Magnetic Fan,0.5,,+2%
19723,Backup Thrust Controller,0.5,-3%,
19724,Efficient Thrust Controller,1.0,,+3%
19725,Secondary Plasma Exhaust,1.0,,+3%
19726,Efficient Magnetic Fan,0.25,-2%,
19727,Backup Impulse Nozzle,1.0,,+3%
19728,Tuned Thrust Controller,0.5,,+2%
19729,Backup Hydrogen Dynamo,0.25,-2%,
19730,Alternate Thrust Controller,0.5,,+2%
19731,Efficient Shockwave Shield,0.5,,+2%
19732,Efficient Neutrino Injector,0.5,,+2%
19733,Secondary Magnetic Fan,0.5,,+2%
19734,Tuned Fuel Pipes,0.5,,+2%
19735,Tuned Shockwave Shield,0.5,,+2%
19736,Tuned Electron Loom,0.25,-2%,
19737,Efficient Thrust Controller,0.25,-2%,
19738,Tuned Thrust Controller,0.5,,+2%
19739,Secondary Fuel Pipes,0.5,,+2%
19740,Alternate Neutrino Injector,0.25,-2%,
19741,Backup Electron Loom,0.5,,+2%
19742,Tuned Impulse Nozzle,0.5,,+2%
19743,Secondary Neutrino Injector,0.25,-2%,
19744,Secondary Impulse Nozzle,0.25,-2%,
19745,Backup Thrust Controller,1.0,,+3%
19746,Secondary Electron Loom,1.0,-5%,
19747,Efficient Thrust Controller,0.5,,+2%
19748,Backup Thrust Controller,0.75,-4%,
19749,Backup Shockwave Shield,0.5,,+2%
19750,Tuned Neutrino Injector,0.5,,+2%
19751,Efficient Thrust Controller,1.0,,+3%
19752,Backup Shockwave Shield,0.5,,+2%
19753,Backup Hydrogen Dynamo,0.5,,+2%
19754,Tuned Hydrogen Dynamo,0.5,,+2%
19755,Backup Fuel Pipes,0.5,,+2%
19756,Secondary Plasma Exhaust,0.5,-3%,
19757,Secondary Neutrino Injector,0.25,-2%,
19758,Efficient Fuel Pipes,0.75,-4%,
19759,Secondary Hydrogen Dynamo,0.5,-3%,
