Seed,Name,Perfection,Vehicle_EngineFuelUse,Vehicle_EngineTopSpeed
22750,Heated Magnetic Fan,0.1,,+4%
22751,Upgraded Plasma Exhaust,0.125,-7%,
22752,Rewired Propulsion Unit,0.0,-6%,
22753,Rewired Impulse Nozzle,0.125,-7%,
22754,Upgraded Magnetic Fan,0.1,,+4%
22755,Polished Magnetic Fan,0.0,-6%,
22756,Upgraded Hydrogen Dynamo,0.1,,+4%
22757,Upgraded Hydrogen Dynamo,0.0,-6%,
22758,Upgraded Hydrogen Dynamo,0.1,-6%,+4%
22759,Stabilised Neutrino Injector,0.0,-6%,
22760,Rewired Fuel Pipes,0.5,-10%,
22761,Upgraded Plasma Exhaust,0.4,,+7%
22762,Polished Magnetic Fan,0.1,,+4%
22763,Heated Fuel Pipes,0.1,,+4%
22764,Rewired Neutrino Injector,0.3,,+6%
22765,Rewired Shockwave Shield,0.5,,+8%
22766,Heated Plasma Exhaust,0.1,,+4%
22767,Rewired Electron Loom,0.125,-7%,
22768,Heated Propulsion Unit,0.0,-6%,
22769,Heated Thrust Controller,0.1,,+4%
22770,Polished Thrust Controller,0.2,,+5%
22771,Upgraded Neutrino Injector,0.1,,+4%
22772,Stabilised Thrust Controller,0.1,,+4%
22773,Polished Thrust Controller,0.1,,+4%
22774,Polished Thrust Controller,0.0,-6%,
22775,Stabilised Fuel Pipes,0.1,,+4%
22776,Rewired Propulsion Unit,0.4,,+7%
22777,Stabilised Impulse Nozzle,0.3,,+6%
22778,Stabilised Impulse Nozzle,0.25,-8%,
22779,Stabilised Plasma Exhaust,0.1,-6%,+4%
22780,Upgraded Thrust Controller,0.1,,+4%
22781,Stabilised Plasma Exhaust,0.25,-8%,
22782,Upgraded Thrust Controller,0.0,-6%,
22783,Polished Hydrogen Dynamo,0.2,,+5%
22784,Stabilised Hydrogen Dynamo,0.1,,+4%
22785,Rewired Electron Loom,0.2,,+5%
22786,Heated Neutrino Injector,0.35,-8%,+4%
22787,Upgraded Shockwave Shield,0.125,-7%,
22788,Heated Propulsion Unit,0.1,,+4%
22789,Polished Fuel Pipes,0.375,-9%,
22790,Rewired Hydrogen Dynamo,0.1,,+4%
22791,Upgraded Shockwave Shield,0.0,-6%,
22792,Rewired Hydrogen Dynamo,0.2,,+5%
22793,Stabilised Plasma Exhaust,0.25,-8%,
22794,Upgraded Fuel Pipes,0.125,-7%,
22795,Rewired Impulse Nozzle,0.1,,+4%
22796,Upgraded Magnetic Fan,0.45,-8%,+5%
22797,Polished Hydrogen Dynamo,0.1,,+4%
22798,Polished Electron Loom,0.4,-6%,+7%
22799,Polished Hydrogen Dynamo,0.125,-7%,
22800,Upgraded Fuel Pipes,0.0,-6%,
22801,Polished Plasma Exhaust,0.125,-7%,
22802,Polished Shockwave Shield,0.1,,+4%
22803,Stabilised Impulse Nozzle,0.3,-6%,+6%
22804,Polished Propulsion Unit,0.0,-6%,
22805,Heated Propulsion Unit,0.5,,+8%
22806,Heated Neutrino Injector,0.5,-6%,+8%
22807,Rewired Impulse Nozzle,0.35,-8%,+4%
22808,Rewired Plasma Exhaust,0.1,,+4%
22809,Stabilised Plasma Exhaust,0.1,,+4%
22810,Rewired Hydrogen Dynamo,0.125,-7%,
22811,Stabilised Magnetic Fan,0.1,,+4%
22812,Stabilised Impulse Nozzle,0.3,,+6%
22813,Upgraded Electron Loom,0.35,-8%,+4%
22814,Rewired Fuel Pipes,0.125,-7%,
22815,Heated Impulse Nozzle,0.0,-6%,
22816,Polished Shockwave Shield,0.1,,+4%
22817,Polished Shockwave Shield,0.0,-6%,
22818,Heated Plasma Exhaust,0.2,,+5%
22819,Stabilised Plasma Exhaust,0.0,-6%,
22820,Stabilised Electron Loom,0.4,,+7%
22821,Heated Neutrino Injector,0.0,-6%,
22822,Polished Fuel Pipes,0.5,,+8%
22823,Polished Propulsion Unit,0.0,-6%,
22824,Upgraded Propulsion Unit,0.2,,+5%
22825,Rewired Fuel Pipes,0.25,-8%,
22826,Polished Thrust Controller,0.2,,+5%
22827,Rewired Shockwave Shield,0.2,,+5%
22828,Heated Shockwave Shield,0.5,,+8%
22829,Polished Plasma Exhaust,0.1,-6%,+4%
22830,Stabilised Propulsion Unit,0.0,-6%,
22831,Heated Shockwave Shield,0.0,-6%,
22832,Polished Plasma Exhaust,0.5,,+8%
22833,Rewired Plasma Exhaust,0.2,,+5%
22834,Polished Impulse Nozzle,0.4,,+7%
22835,Polished Thrust Controller,0.1,,+4%
22836,Upgraded Shockwave Shield,0.5,-10%,
22837,Heated Propulsion Unit,0.3,-6%,+6%
22838,Heated Propulsion Unit,0.0,-6%,
22839,Heated Shockwave Shield,0.2,-6%,+5%
22840,Rewired Electron Loom,0.1,,+4%
22841,Polished Impulse Nozzle,0.375,-9%,
22842,Upgraded Neutrino Injector,0.125,-7%,
22843,Stabilised Neutrino Injector,0.0,-6%,
22844,Rewired Neutrino Injector,0.125,-7%,
22845,Heated Electron Loom,0.1,-6%,+4%
22846,Heated Propulsion Unit,0.3,,+6%
22847,Upgraded Neutrino Injector,0.25,-8%,
22848,Rewired Thrust Controller,0.25,-8%,
22849,Upgraded Fuel Pipes,0.0,-6%,
22850,Rewired Neutrino Injector,0.1,,+4%
22851,Rewired Hydrogen Dynamo,0.2,,+5%
22852,Stabilised Neutrino Injector,0.0,-6%,
22853,Stabilised Impulse Nozzle,0.0,-6%,
22854,Heated Propulsion Unit,0.1,,+4%
22855,Polished Neutrino Injector,0.0,-6%,
22856,Upgraded Thrust Controller,0.25,-8%,
22857,Rewired Fuel Pipes,0.2,,+5%
22858,Upgraded Electron Loom,0.5,,+8%
22859,Heated Thrust Controller,0.5,-10%,
22860,Heated Plasma Exhaust,0.125,-7%,
22861,Stabilised Magnetic Fan,0.0,-6%,
22862,Heated Shockwave Shield,0.1,,+4%
22863,Polished Plasma Exhaust,0.0,-6%,
22864,Heated Magnetic Fan,0.125,-7%,
22865,Polished Impulse Nozzle,0.1,,+4%
22866,Upgraded Magnetic Fan,0.225,-7%,+4%
22867,Rewired Fuel Pipes,0.5,-10%,
22868,Polished Neutrino Injector,0.3,,+6%
22869,Polished Impulse Nozzle,0.5,,+8%
22870,Heated Magnetic Fan,0.675,-9%,+6%
22871,Stabilised Shockwave Shield,0.3,,+6%
22872,Stabilised Plasma Exhaust,0.3,,+6%
22873,Polished Propulsion Unit,0.1,,+4%
22874,Upgraded Magnetic Fan,0.5,-10%,
22875,Polished Neutrino Injector,0.25,-8%,
22876,Rewired Propulsion Unit,0.0,-6%,
22877,Heated Hydrogen Dynamo,0.1,,+4%
22878,Heated Neutrino Injector,0.1,,+4%
22879,Upgraded Fuel Pipes,0.125,-7%,
22880,Heated Magnetic Fan,0.4,-6%,+7%
22881,Polished Hydrogen Dynamo,0.1,,+4%
22882,Upgraded Plasma Exhaust,0.1,,+4%
22883,Upgraded Impulse Nozzle,0.375,-9%,
22884,Rewired Neutrino Injector,0.0,-6%,
22885,Polished Shockwave Shield,0.4,,+7%
22886,Heated Electron Loom,0.2,,+5%
22887,Stabilised Magnetic Fan,0.5,-10%,
22888,Rewired Fuel Pipes,0.2,,+5%
22889,Rewired Impulse Nozzle,0.375,-9%,
22890,Upgraded Impulse Nozzle,0.25,-8%,
22891,Stabilised Fuel Pipes,0.1,,+4%
22892,Polished Thrust Controller,0.25,-8%,
22893,Rewired Plasma Exhaust,0.125,-7%,
22894,Rewired Electron Loom,0.3,,+6%
22895,Stabilised Plasma Exhaust,0.3,,+6%
22896,Heated Shockwave Shield,0.1,,+4%
22897,Stabilised Shockwave Shield,0.1,,+4%
22898,Stabilised Fuel Pipes,0.375,-9%,
22899,Polished Hydrogen Dynamo,0.2,,+5%
22900,Stabilised Magnetic Fan,0.1,,+4%
22901,Heated Neutrino Injector,0.25,-8%,
22902,Polished Propulsion Unit,0.125,-7%,
22903,Rewired Fuel Pipes,0.0,-6%,
22904,Rewired Shockwave Shield,0.5,,+8%
22905,Stabilised Fuel Pipes,0.3,,+6%
22906,Upgraded Impulse Nozzle,0.0,-6%,
22907,Upgraded Propulsion Unit,0.1,,+4%
22908,Stabilised Neutrino Injector,0.25,-8%,
22909,Stabilised Shockwave Shield,0.1,,+4%
22910,Rewired Magnetic Fan,0.125,-7%,
22911,Polished Impulse Nozzle,0.1,,+4%
22912,Rewired Hydrogen Dynamo,0.35,-8%,+4%
22913,Polished Magnetic Fan,0.25,-8%,
22914,Rewired Shockwave Shield,0.1,,+4%
22915,Heated Plasma Exhaust,0.375,-9%,
22916,Upgraded Shockwave Shield,0.4,,+7%
22917,Stabilised Fuel Pipes,0.2,,+5%
22918,Stabilised Electron Loom,0.25,-8%,
22919,Heated Hydrogen Dynamo,0.1,,+4%
22920,Rewired Plasma Exhaust,0.2,,+5%
22921,Polished Magnetic Fan,0.4,,+7%
22922,Upgraded Hydrogen Dynamo,0.3,,+6%
22923,Heated Shockwave Shield,0.2,,+5%
22924,Upgraded Plasma Exhaust,0.1,,+4%
22925,Heated Electron Loom,0.1,-6%,+4%
22926,Heated Neutrino Injector,0.0,-6%,
22927,Rewired Fuel Pipes,0.2,,+5%
22928,Upgraded Shockwave Shield,0.5,,+8%
22929,Stabilised Impulse Nozzle,0.2,,+5%
22930,Upgraded Hydrogen Dynamo,0.2,,+5%
22931,Heated Plasma Exhaust,0.0,-6%,
22932,Heated Impulse Nozzle,0.0,-6%,
22933,Rewired Impulse Nozzle,0.475,-9%,+4%
22934,Polished Fuel Pipes,0.5,-10%,
22935,Stabilised Plasma Exhaust,0.0,-6%,
22936,Heated Hydrogen Dynamo,0.125,-7%,
22937,Stabilised Fuel Pipes,0.5,,+8%
22938,Stabilised Magnetic Fan,0.4,,+7%
22939,Stabilised Shockwave Shield,0.0,-6%,
22940,Upgraded Thrust Controller,0.225,-7%,+4%
22941,Polished Shockwave Shield,0.25,-8%,
22942,Rewired Electron Loom,0.4,,+7%
22943,Polished Neutrino Injector,0.0,-6%,
22944,Heated Hydrogen Dynamo,0.3,,+6%
22945,Rewired Propulsion Unit,0.4,-6%,+7%
22946,Stabilised Magnetic Fan,0.0,-6%,
22947,Polished Fuel Pipes,0.5,,+8%
22948,Heated Propulsion Unit,0.0,-6%,
22949,Stabilised Propulsion Unit,0.4,,+7%
22950,Rewired Shockwave Shield,0.375,-9%,
22951,Heated Propulsion Unit,0.1,,+4%
22952,Upgraded Impulse Nozzle,0.0,-6%,
22953,Rewired Fuel Pipes,0.0,-6%,
22954,Heated Neutrino Injector,0.2,-6%,+5%
22955,Heated Shockwave Shield,0.375,-9%,
22956,Rewired Neutrino Injector,0.25,-8%,
22957,Stabilised Hydrogen Dynamo,0.1,,+4%
22958,Stabilised Propulsion Unit,0.125,-7%,
22959,Rewired Hydrogen Dynamo,0.125,-7%,
22960,Rewired Fuel Pipes,0.1,,+4%
22961,Stabilised Thrust Controller,0.4,,+7%
22962,Upgraded Neutrino Injector,0.0,-6%,
22963,Heated Plasma Exhaust,0.1,,+4%
22964,Stabilised Hydrogen Dynamo,0.5,-6%,+8%
22965,Upgraded Neutrino Injector,0.0,-6%,
22966,Heated Thrust Controller,0.3,-6%,+6%
22967,Polished Impulse Nozzle,0.2,,+5%
22968,Upgraded Thrust Controller,0.0,-6%,
22969,Rewired Magnetic Fan,0.125,-7%,
22970,Upgraded Electron Loom,0.0,-6%,
22971,Rewired Thrust Controller,0.3,,+6%
22972,Stabilised Propulsion Unit,0.2,,+5%
22973,Heated Hydrogen Dynamo,0.2,,+5%
22974,Stabilised Electron Loom,0.125,-7%,
22975,Stabilised Shockwave Shield,0.4,,+7%
22976,Rewired Thrust Controller,0.1,-6%,+4%
22977,Stabilised Neutrino Injector,0.125,-7%,
22978,Rewired Shockwave Shield,0.2,,+5%
22979,Rewired Fuel Pipes,0.425,-7%,+6%
22980,Polished Electron Loom,0.25,-8%,
22981,Rewired Shockwave Shield,0.5,,+8%
22982,Heated Hydrogen Dynamo,0.2,,+5%
22983,Upgraded Hydrogen Dynamo,0.25,-8%,
22984,Heated Propulsion Unit,0.2,,+5%
22985,Upgraded Hydrogen Dynamo,0.5,-10%,
22986,Rewired Fuel Pipes,0.1,,+4%
22987,Upgraded Impulse Nozzle,0.5,-10%,
22988,Rewired Plasma Exhaust,0.5,-10%,
22989,Upgraded Fuel Pipes,0.375,-9%,
22990,Stabilised Neutrino Injector,0.0,-6%,
22991,Stabilised Hydrogen Dynamo,0.4,,+7%
22992,Stabilised Plasma Exhaust,0.2,,+5%
22993,Upgraded Shockwave Shield,0.25,-8%,
22994,Polished Magnetic Fan,0.25,-8%,
22995,Heated Electron Loom,0.25,-8%,
22996,Rewired Electron Loom,0.2,-6%,+5%
22997,Polished Plasma Exhaust,0.5,-10%,
22998,Stabilised Magnetic Fan,0.0,-6%,
22999,Polished Fuel Pipes,0.1,,+4%
23000,Rewired Neutrino Injector,0.1,,+4%
23001,Rewired Fuel Pipes,0.1,-6%,+4%
23002,Stabilised Electron Loom,0.1,,+4%
23003,Polished Impulse Nozzle,0.375,-9%,
23004,Stabilised Impulse Nozzle,0.375,-9%,
23005,Heated Magnetic Fan,0.3,,+6%
23006,Polished Thrust Controller,0.2,,+5%
23007,Stabilised Neutrino Injector,0.125,-7%,
23008,Polished Propulsion Unit,0.1,,+4%
23009,Heated Fuel Pipes,0.25,-8%,
23010,Rewired Shockwave Shield,0.1,,+4%
23011,Polished Thrust Controller,0.0,-6%,
23012,Rewired Impulse Nozzle,0.125,-7%,
23013,Heated Thrust Controller,0.1,,+4%
23014,Stabilised Plasma Exhaust,0.0,-6%,
23015,Polished Magnetic Fan,0.1,,+4%
23016,Rewired Hydrogen Dynamo,0.0,-6%,
23017,Rewired Propulsion Unit,0.1,-6%,+4%
23018,Polished Fuel Pipes,0.8,-10%,+6%
23019,Heated Plasma Exhaust,0.0,-6%,
23020,Heated Propulsion Unit,0.2,-6%,+5%
23021,Stabilised Fuel Pipes,0.1,,+4%
23022,Stabilised Impulse Nozzle,0.0,-6%,
23023,Polished Plasma Exhaust,0.4,,+7%
23024,Rewired Fuel Pipes,0.0,-6%,
23025,Rewired Neutrino Injector,0.4,,+7%
23026,Stabilised Propulsion Unit,0.3,,+6%
23027,Heated Shockwave Shield,0.1,,+4%
23028,Rewired Fuel Pipes,0.25,-8%,
23029,Heated Electron Loom,0.25,-8%,
23030,Rewired Hydrogen Dynamo,0.2,,+5%
23031,Upgraded Propulsion Unit,0.2,,+5%
23032,Rewired Neutrino Injector,0.375,-9%,
23033,Heated Propulsion Unit,0.0,-6%,
23034,Rewired Hydrogen Dynamo,0.3,,+6%
23035,Heated Magnetic Fan,0.3,,+6%
23036,Stabilised Impulse Nozzle,0.2,,+5%
23037,Stabilised Shockwave Shield,0.3,,+6%
23038,Stabilised Plasma Exhaust,0.1,,+4%
23039,Polished Neutrino Injector,0.1,,+4%
23040,Upgraded Fuel Pipes,0.1,,+4%
23041,Upgraded Propulsion Unit,0.375,-9%,
23042,Rewired Neutrino Injector,0.375,-9%,
23043,Upgraded Neutrino Injector,0.125,-7%,
23044,Heated Thrust Controller,0.125,-7%,
23045,Heated Electron Loom,0.375,-9%,
23046,Upgraded Plasma Exhaust,0.2,-6%,+5%
23047,Heated Neutrino Injector,0.1,,+4%
23048,Heated Impulse Nozzle,0.0,-6%,
23049,Rewired Fuel Pipes,0.1,,+4%
23050,Polished Shockwave Shield,0.4,,+7%
23051,Stabilised Electron Loom,0.0,-6%,
23052,Heated Shockwave Shield,0.5,-10%,
23053,Polished Impulse Nozzle,0.1,,+4%
23054,Polished Shockwave Shield,0.1,,+4%
23055,Heated Electron Loom,0.1,-6%,+4%
23056,Rewired Plasma Exhaust,0.2,-6%,+5%
23057,Polished Plasma Exhaust,0.1,,+4%
23058,Rewired Propulsion Unit,0.325,-7%,+5%
23059,Upgraded Magnetic Fan,0.1,,+4%
23060,Rewired Propulsion Unit,0.5,,+8%
23061,Stabilised Impulse Nozzle,0.1,,+4%
23062,Polished Shockwave Shield,0.3,,+6%
23063,Stabilised Fuel Pipes,0.2,-6%,+5%
23064,Heated Shockwave Shield,0.125,-7%,
23065,Upgraded Thrust Controller,0.1,,+4%
23066,Polished Plasma Exhaust,0.5,,+8%
23067,Rewired Propulsion Unit,0.1,,+4%
23068,Polished Magnetic Fan,0.4,,+7%
23069,Rewired Shockwave Shield,0.1,,+4%
23070,Polished Fuel Pipes,0.4,,+7%
23071,Stabilised Electron Loom,0.2,,+5%
23072,Polished Neutrino Injector,0.3,,+6%
23073,Upgraded Shockwave Shield,0.5,,+8%
23074,Upgraded Magnetic Fan,0.0,-6%,
23075,Polished Plasma Exhaust,0.775,-9%,+7%
23076,Polished Plasma Exhaust,0.5,,+8%
23077,Polished Thrust Controller,0.0,-6%,
23078,Polished Propulsion Unit,0.125,-7%,
23079,Heated Thrust Controller,0.1,,+4%
23080,Upgraded Fuel Pipes,0.0,-6%,
23081,Stabilised Plasma Exhaust,0.35,-8%,+4%
23082,Rewired Electron Loom,0.2,,+5%
23083,Heated Hydrogen Dynamo,0.5,,+8%
23084,Polished Neutrino Injector,0.3,,+6%
23085,Rewired Fuel Pipes,0.0,-6%,
23086,Heated Hydrogen Dynamo,0.225,-7%,+4%
23087,Heated Fuel Pipes,0.0,-6%,
23088,Heated Thrust Controller,0.0,-6%,
23089,Heated Plasma Exhaust,0.2,,+5%
23090,Rewired Electron Loom,0.2,,+5%
23091,Upgraded Electron Loom,0.5,,+8%
23092,Stabilised Neutrino Injector,0.375,-9%,
23093,Rewired Magnetic Fan,0.1,,+4%
23094,Heated Thrust Controller,0.1,,+4%
23095,Stabilised Neutrino Injector,0.9,-10%,+7%
23096,Polished Thrust Controller,0.5,-6%,+8%
23097,Heated Plasma Exhaust,0.1,,+4%
23098,Polished Neutrino Injector,0.1,,+4%
23099,Polished Propulsion Unit,0.2,,+5%
23100,Upgraded Magnetic Fan,0.4,-6%,+7%
23101,Stabilised Thrust Controller,0.375,-9%,
23102,Upgraded Fuel Pipes,0.0,-6%,
23103,Heated Propulsion Unit,0.1,,+4%
23104,Heated Neutrino Injector,0.5,-6%,+8%
23105,Upgraded Neutrino Injector,0.55,-8%,+6%
23106,Rewired Propulsion Unit,0.0,-6%,
23107,Upgraded Electron Loom,0.2,,+5%
23108,Stabilised Neutrino Injector,0.375,-9%,
23109,Stabilised Neutrino Injector,0.0,-6%,
23110,Upgraded Magnetic Fan,0.25,-8%,
23111,Polished Propulsion Unit,0.0,-6%,
23112,Heated Plasma Exhaust,0.2,,+5%
23113,Rewired Fuel Pipes,0.2,,+5%
23114,Heated Hydrogen Dynamo,0.3,,+6%
23115,Upgraded Electron Loom,0.3,,+6%
23116,Heated Hydrogen Dynamo,0.5,,+8%
23117,Heated Shockwave Shield,0.375,-9%,
23118,Rewired Thrust Controller,0.4,,+7%
23119,Stabilised Hydrogen Dynamo,0.1,,+4%
23120,Polished Plasma Exhaust,0.1,,+4%
23121,Upgraded Magnetic Fan,0.2,,+5%
23122,Stabilised Fuel Pipes,0.4,,+7%
23123,Rewired Electron Loom,0.0,-6%,
23124,Polished Electron Loom,0.125,-7%,
23125,Rewired Impulse Nozzle,0.4,-6%,+7%
23126,Heated Impulse Nozzle,0.9,-10%,+7%
23127,Stabilised Fuel Pipes,0.1,-6%,+4%
23128,Heated Fuel Pipes,0.125,-7%,
23129,Rewired Fuel Pipes,0.375,-9%,
23130,Polished Propulsion Unit,0.1,,+4%
23131,Rewired Thrust Controller,0.1,,+4%
23132,Upgraded Plasma Exhaust,0.1,,+4%
23133,Rewired Shockwave Shield,0.25,-8%,
23134,Polished Fuel Pipes,0.3,,+6%
23135,Upgraded Hydrogen Dynamo,0.2,,+5%
23136,Stabilised Electron Loom,0.125,-7%,
23137,Rewired Fuel Pipes,0.475,-9%,+4%
23138,Rewired Shockwave Shield,0.1,-6%,+4%
23139,Heated Thrust Controller,0.45,-8%,+5%
23140,Stabilised Shockwave Shield,0.2,,+5%
23141,Rewired Neutrino Injector,0.1,,+4%
23142,Rewired Impulse Nozzle,0.0,-6%,
23143,Upgraded Impulse Nozzle,0.4,,+7%
23144,Rewired Impulse Nozzle,0.1,,+4%
23145,Heated Thrust Controller,0.3,,+6%
23146,Polished Fuel Pipes,0.1,,+4%
23147,Rewired Impulse Nozzle,0.2,,+5%
23148,Heated Neutrino Injector,0.0,-6%,
23149,Polished Thrust Controller,0.1,,+4%
23150,Upgraded Propulsion Unit,0.0,-6%,
23151,Upgraded Plasma Exhaust,0.65,-8%,+7%
23152,Upgraded Magnetic Fan,0.125,-7%,
23153,Polished Plasma Exhaust,0.5,,+8%
23154,Polished Neutrino Injector,0.1,,+4%
23155,Heated Plasma Exhaust,0.25,-8%,
23156,Polished Shockwave Shield,0.125,-7%,
23157,Stabilised Impulse Nozzle,0.0,-6%,
23158,Rewired Shockwave Shield,0.2,,+5%
23159,Upgraded Shockwave Shield,0.2,,+5%
23160,Rewired Thrust Controller,0.3,,+6%
23161,Heated Impulse Nozzle,0.5,,+8%
23162,Stabilised Electron Loom,0.0,-6%,
23163,Heated Electron Loom,0.5,,+8%
23164,Polished Thrust Controller,0.0,-6%,
23165,Rewired Electron Loom,0.0,-6%,
23166,Stabilised Electron Loom,0.2,-6%,+5%
23167,Heated Electron Loom,0.1,,+4%
23168,Polished Plasma Exhaust,0.4,,+7%
23169,Upgraded Fuel Pipes,0.25,-8%,
23170,Heated Impulse Nozzle,0.0,-6%,
23171,Polished Electron Loom,0.2,,+5%
23172,Stabilised Hydrogen Dynamo,0.0,-6%,
23173,Rewired Magnetic Fan,0.2,,+5%
23174,Stabilised Thrust Controller,0.0,-6%,
23175,Rewired Thrust Controller,0.2,,+5%
23176,Polished Plasma Exhaust,0.1,,+4%
23177,Upgraded Electron Loom,0.0,,+3%
23178,Rewired Hydrogen Dynamo,0.1,,+4%
23179,Polished Neutrino Injector,0.0,-6%,
23180,Polished Thrust Controller,0.1,-6%,+4%
23181,Rewired Neutrino Injector,0.125,-7%,
23182,Heated Fuel Pipes,0.3,,+6%
23183,Upgraded Thrust Controller,0.0,-6%,
23184,Upgraded Shockwave Shield,0.5,-10%,
23185,Stabilised Fuel Pipes,0.9,-10%,+7%
23186,Rewired Impulse Nozzle,0.125,-7%,
23187,Stabilised Thrust Controller,0.375,-9%,
23188,Stabilised Impulse Nozzle,0.2,,+5%
23189,Heated Thrust Controller,0.0,-6%,
23190,Stabilised Thrust Controller,0.0,-6%,
23191,Polished Shockwave Shield,0.1,,+4%
23192,Polished Plasma Exhaust,0.0,-6%,
23193,Stabilised Shockwave Shield,0.1,,+4%
23194,Heated Neutrino Injector,0.5,,+8%
23195,Rewired Magnetic Fan,0.3,,+6%
23196,Heated Impulse Nozzle,0.1,,+4%
23197,Polished Plasma Exhaust,0.2,,+5%
23198,Heated Hydrogen Dynamo,0.4,,+7%
23199,Rewired Plasma Exhaust,0.1,,+4%
23200,Polished Shockwave Shield,0.1,,+4%
23201,Rewired Impulse Nozzle,0.0,-6%,
23202,Rewired Fuel Pipes,0.25,-8%,
23203,Heated Impulse Nozzle,0.4,,+7%
23204,Heated Thrust Controller,0.4,,+7%
23205,Rewired Propulsion Unit,0.0,-6%,
23206,Heated Electron Loom,0.2,,+5%
23207,Rewired Hydrogen Dynamo,0.0,-6%,
23208,Stabilised Hydrogen Dynamo,0.3,,+6%
23209,Heated Propulsion Unit,0.1,,+4%
23210,Heated Impulse Nozzle,0.5,-10%,
23211,Polished Fuel Pipes,0.1,,+4%
23212,Polished Electron Loom,0.1,,+4%
23213,Stabilised Magnetic Fan,0.1,,+4%
23214,Heated Hydrogen Dynamo,0.1,,+4%
23215,Rewired Propulsion Unit,0.0,-6%,
23216,Rewired Neutrino Injector,0.3,,+6%
23217,Upgraded Shockwave Shield,0.3,,+6%
23218,Heated Shockwave Shield,0.475,-9%,+4%
23219,Polished Hydrogen Dynamo,0.2,,+5%
23220,Heated Neutrino Injector,0.375,-9%,
23221,Stabilised Impulse Nozzle,0.25,-8%,
23222,Heated Propulsion Unit,0.5,,+8%
23223,Polished Fuel Pipes,0.3,-6%,+6%
23224,Rewired Impulse Nozzle,0.0,-6%,
23225,Upgraded Neutrino Injector,0.1,,+4%
23226,Heated Magnetic Fan,0.35,-8%,+4%
23227,Stabilised Magnetic Fan,0.5,-10%,
23228,Rewired Plasma Exhaust,0.1,,+4%
23229,Heated Thrust Controller,0.125,-7%,
23230,Rewired Shockwave Shield,0.2,,+5%
23231,Upgraded Hydrogen Dynamo,0.375,-9%,
23232,Rewired Magnetic Fan,0.3,,+6%
23233,Rewired Neutrino Injector,0.2,,+5%
23234,Heated Electron Loom,0.2,,+5%
23235,Rewired Thrust Controller,0.1,,+4%
23236,Rewired Fuel Pipes,0.0,-6%,
23237,Polished Magnetic Fan,0.2,,+5%
23238,Polished Electron Loom,0.1,,+4%
23239,Polished Electron Loom,0.125,-7%,
23240,Heated Hydrogen Dynamo,0.3,,+6%
23241,Stabilised Magnetic Fan,0.1,,+4%
23242,Polished Plasma Exhaust,0.0,-6%,
23243,Stabilised Propulsion Unit,0.0,-6%,
23244,Rewired Propulsion Unit,0.2,-6%,+5%
23245,Heated Shockwave Shield,0.325,-7%,+5%
23246,Rewired Plasma Exhaust,0.0,-6%,
23247,Polished Shockwave Shield,0.5,-10%,
23248,Rewired Neutrino Injector,0.0,-6%,
23249,Rewired Magnetic Fan,0.1,,+4%
23250,Rewired Magnetic Fan,0.1,,+4%
23251,Stabilised Electron Loom,0.125,-7%,
23252,Stabilised Hydrogen Dynamo,0.5,-10%,
23253,Upgraded Neutrino Injector,0.375,-9%,
23254,Stabilised Propulsion Unit,0.2,,+5%
23255,Polished Hydrogen Dynamo,0.1,,+4%
23256,Heated Plasma Exhaust,0.375,-9%,
23257,Heated Magnetic Fan,0.1,,+4%
23258,Stabilised Plasma Exhaust,0.4,,+7%
23259,Polished Shockwave Shield,0.125,-7%,
23260,Polished Plasma Exhaust,0.0,-6%,
23261,Polished Fuel Pipes,0.1,,+4%
23262,Polished Electron Loom,0.3,,+6%
23263,Heated Electron Loom,0.1,,+4%
23264,Stabilised Fuel Pipes,0.125,-7%,
23265,Upgraded Magnetic Fan,0.3,,+6%
23266,Rewired Neutrino Injector,0.1,-6%,+4%
23267,Heated Electron Loom,0.25,-8%,
23268,Polished Hydrogen Dynamo,0.2,,+5%
23269,Stabilised Hydrogen Dynamo,0.3,,+6%
23270,Polished Thrust Controller,0.3,,+6%
23271,Polished Magnetic Fan,0.0,-6%,
23272,Stabilised Plasma Exhaust,0.0,-6%,
23273,Rewired Magnetic Fan,0.0,-6%,
23274,Heated Fuel Pipes,0.0,-6%,
23275,Stabilised Hydrogen Dynamo,0.25,-8%,
23276,Rewired Fuel Pipes,0.0,-6%,
23277,Polished Fuel Pipes,0.1,,+4%
23278,Rewired Shockwave Shield,0.2,,+5%
23279,Rewired Shockwave Shield,0.5,,+8%
23280,Rewired Impulse Nozzle,0.5,-10%,
23281,Rewired Impulse Nozzle,0.1,,+4%
23282,Polished Impulse Nozzle,0.0,-6%,
23283,Heated Thrust Controller,0.375,-9%,
23284,Stabilised Hydrogen Dynamo,0.2,,+5%
23285,Rewired Electron Loom,0.1,,+4%
23286,Rewired Impulse Nozzle,0.0,-6%,
23287,Polished Magnetic Fan,0.1,,+4%
23288,Heated Hydrogen Dynamo,0.5,,+8%
23289,Rewired Electron Loom,0.2,,+5%
23290,Rewired Propulsion Unit,0.375,-9%,
23291,Stabilised Hydrogen Dynamo,0.3,,+6%
23292,Polished Shockwave Shield,0.0,-6%,
23293,Upgraded Propulsion Unit,0.1,-6%,+4%
23294,Upgraded Magnetic Fan,0.0,-6%,
23295,Rewired Magnetic Fan,0.4,,+7%
23296,Heated Magnetic Fan,0.125,-7%,
