Seed	Name	Perfection	Vehicle_BoostSpeed	Vehicle_BoostTanks
24712	Augmented Tanks	0.333	+13%	
24713	Augmented Igniter	0.222		+12%
24714	Upgraded Dynamo	0.111		+11%
24715	Upgraded Combustion Unit	0.0	+10%	
24716	Specialist Turbine	0.667		+16%
24717	Synchronised Igniter	0.111	+11%	
24718	Unstable Exhaust	0.111		+11%
24719	Specialist Combustion Unit	0.111		+11%
24720	Upgraded Nozzles	0.667	+16%	
24721	Unstable Tanks	0.111		+11%
24722	Augmented Dynamo	0.111	+11%	
24723	Unstable Jets	0.222	+12%	
24724	Augmented Igniter	0.333	+13%	
24725	Unstable Nozzles	1.0		+19%
24726	Upgraded Turbine	0.111		+11%
24727	Specialist Igniter	0.778		+17%
24728	Augmented Jets	0.556		+15%
24729	Upgraded Exhaust	1.0	+19%	
24730	Upgraded Combustion Unit	0.778		+17%
24731	Augmented Pump	0.0		+10%
24732	Synchronised Pump	0.667		+16%
24733	Upgraded Pump	0.667		+16%
24734	Specialist Pump	0.0	+10%	
24735	Augmented Exhaust	0.444		+14%
24736	Augmented Pump	0.0		+10%
24737	Augmented Dynamo	0.111		+11%
24738	Unstable Jets	0.889	+18%	
24739	Upgraded Pump	0.111		+11%
24740	Unstable Dynamo	0.444		+14%
24741	Unstable Igniter	0.889		+18%
24742	Specialist Diffuser	0.0		+10%
24743	Specialist Pump	1.0		+19%
24744	Unstable Pump	0.778	+17%	
24745	Specialist Diffuser	0.0		+10%
24746	Augmented Dynamo	0.778	+17%	
24747	Synchronised Dynamo	0.222		+12%
24748	Specialist Jets	0.111		+11%
24749	Specialist Pump	0.0	+10%	
24750	Specialist Nozzles	0.667	+16%	
24751	Augmented Igniter	0.333	+13%	
24752	Specialist Dynamo	1.0		+19%
24753	Unstable Nozzles	0.0	+10%	
24754	Upgraded Dynamo	0.444	+14%	
24755	Upgraded Turbine	0.556		+15%
24756	Specialist Exhaust	0.444		+14%
24757	Synchronised Exhaust	0.0	+10%	
24758	Synchronised Pump	0.444		+14%
24759	Upgraded Pump	0.0		+10%
24760	Synchronised Igniter	0.222		+12%
24761	Specialist Igniter	0.0		+10%
24762	Synchronised Exhaust	0.333		+13%
24763	Unstable Pump	0.778	+17%	
24764	Upgraded Diffuser	0.444		+14%
24765	Upgraded Diffuser	0.556	+15%	
24766	Synchronised Dynamo	0.111		+11%
24767	Upgraded Combustion Unit	0.556	+15%	
24768	Unstable Turbine	0.333	+13%	
24769	Augmented Exhaust	0.111	+11%	
24770	Unstable Tanks	0.0		+10%
24771	Unstable Combustion Unit	0.222		+12%
24772	Unstable Nozzles	0.444		+14%
24773	Augmented Diffuser	0.0		+10%
24774	Synchronised Jets	0.444	+14%	
24775	Unstable Jets	0.556	+15%	
24776	Upgraded Turbine	0.0		+10%
24777	Synchronised Diffuser	0.556		+15%
24778	Unstable Tanks	0.0	+10%	
24779	Augmented Pump	0.444		+14%
24780	Upgraded Diffuser	0.444		+14%
24781	Augmented Dynamo	0.0	+10%	
24782	Unstable Dynamo	0.0		+10%
24783	Synchronised Combustion Unit	0.556		+15%
24784	Augmented Diffuser	0.333	+13%	
24785	Upgraded Nozzles	0.0	+10%	
24786	Upgraded Jets	0.778	+17%	
24787	Upgraded Jets	0.222		+12%
24788	Synchronised Igniter	0.111		+11%
24789	Specialist Exhaust	0.0	+10%	
24790	Upgraded Dynamo	0.111	+11%	
24791	Unstable Combustion Unit	0.0		+10%
24792	Specialist Jets	0.333		+13%
24793	Augmented Diffuser	0.0		+10%
24794	Unstable Pump	0.111		+11%
24795	Synchronised Nozzles	0.0		+10%
24796	Augmented Pump	0.333	+13%	
24797	Specialist Turbine	0.111		+11%
24798	Unstable Exhaust	0.222	+12%	
24799	Upgraded Diffuser	0.333	+13%	
24800	Upgraded Dynamo	0.0	+10%	
24801	Specialist Combustion Unit	0.0	+10%	
24802	Upgraded Combustion Unit	0.0	+10%	
24803	Augmented Nozzles	0.333	+13%	
24804	Synchronised Igniter	0.778		+17%
24805	Specialist Igniter	0.0	+10%	
24806	Augmented Diffuser	0.0		+10%
24807	Specialist Turbine	0.889		+18%
24808	Unstable Pump	0.111	+11%	
24809	Specialist Igniter	0.556	+15%	
24810	Upgraded Pump	0.556		+15%
24811	Upgraded Exhaust	0.556	+15%	
24812	Synchronised Diffuser	0.0	+10%	
24813	Specialist Exhaust	0.778		+17%
24814	Specialist Tanks	0.222		+12%
24815	Augmented Nozzles	0.667	+16%	
24816	Augmented Nozzles	0.222	+12%	
24817	Unstable Nozzles	0.444	+14%	
24818	Upgraded Pump	0.667	+16%	
24819	Upgraded Igniter	0.889		+18%
24820	Specialist Exhaust	0.0		+10%
24821	Upgraded Diffuser	0.889	+18%	
24822	Augmented Igniter	0.0	+10%	
24823	Unstable Exhaust	0.0		+10%
24824	Synchronised Jets	0.667		+16%
24825	Synchronised Exhaust	0.0		+10%
24826	Synchronised Igniter	0.111	+11%	
24827	Upgraded Exhaust	0.0		+10%
24828	Unstable Nozzles	1.0	+19%	
24829	Unstable Combustion Unit	0.222	+12%	
24830	Upgraded Nozzles	0.778		+17%
24831	Unstable Dynamo	1.0	+19%	
24832	Synchronised Turbine	0.0	+10%	
24833	Synchronised Nozzles	0.667	+16%	
24834	Synchronised Tanks	0.444		+14%
24835	Specialist Pump	0.333	+13%	
24836	Upgraded Turbine	0.333	+13%	
24837	Upgraded Turbine	0.222	+12%	
24838	Upgraded Combustion Unit	0.0		+10%
24839	Specialist Igniter	0.0		+10%
24840	Upgraded Tanks	0.889		+18%
24841	Unstable Tanks	0.0		+10%
24842	Unstable Combustion Unit	0.0	+10%	
24843	Synchronised Nozzles	0.0		+10%
24844	Synchronised Igniter	0.111	+11%	
24845	Unstable Jets	0.0	+10%	
24846	Unstable Dynamo	0.556	+15%	
24847	Specialist Turbine	0.0		+10%
24848	Upgraded Jets	0.111	+11%	
24849	Augmented Turbine	0.444		+14%
24850	Unstable Diffuser	0.778		+17%
24851	Augmented Diffuser	0.0	+10%	
24852	Specialist Tanks	0.444		+14%
24853	Specialist Igniter	0.0	+10%	
24854	Unstable Exhaust	0.111	+11%	
24855	Upgraded Combustion Unit	0.0	+10%	
24856	Synchronised Jets	0.444		+14%
24857	Specialist Pump	0.0		+10%
24858	Synchronised Exhaust	0.0		+10%
24859	Upgraded Turbine	0.111	+11%	
24860	Unstable Dynamo	0.0	+10%	
24861	Unstable Combustion Unit	0.0	+10%	
24862	Unstable Pump	0.0	+10%	
24863	Synchronised Turbine	0.0		+10%
24864	Upgraded Dynamo	0.0	+10%	
24865	Augmented Tanks	0.444		+14%
24866	Unstable Jets	0.444	+14%	
24867	Augmented Nozzles	0.333	+13%	
24868	Unstable Igniter	0.0	+10%	
24869	Synchronised Igniter	0.667		+16%
24870	Specialist Tanks	1.0	+19%	
24871	Augmented Dynamo	0.333		+13%
24872	Unstable Jets	0.556		+15%
24873	Synchronised Nozzles	0.0		+10%
24874	Synchronised Tanks	0.222		+12%
24875	Augmented Diffuser	0.0	+10%	
24876	Specialist Dynamo	0.0	+10%	
24877	Synchronised Tanks	0.333		+13%
24878	Augmented Tanks	0.556		+15%
24879	Upgraded Pump	0.0		+10%
24880	Synchronised Jets	0.444	+14%	
24881	Upgraded Igniter	0.444		+14%
24882	Upgraded Diffuser	0.222	+12%	
24883	Specialist Jets	0.778	+17%	
24884	Specialist Pump	0.444		+14%
24885	Specialist Combustion Unit	0.556		+15%
24886	Synchronised Nozzles	0.0	+10%	
24887	Augmented Igniter	0.333	+13%	
24888	Synchronised Dynamo	0.444	+14%	
24889	Synchronised Jets	0.778		+17%
24890	Unstable Igniter	0.0	+10%	
24891	Augmented Diffuser	0.333		+13%
24892	Unstable Tanks	0.667	+16%	
24893	Upgraded Combustion Unit	0.0	+10%	
24894	Augmented Exhaust	0.222	+12%	
24895	Upgraded Diffuser	0.0	+10%	
24896	Specialist Jets	0.222		+12%
24897	Augmented Tanks	0.667	+16%	
24898	Augmented Tanks	1.0		+19%
24899	Unstable Nozzles	0.667	+16%	
24900	Augmented Diffuser	0.0		+10%
24901	Synchronised Pump	0.333	+13%	
24902	Upgraded Jets	0.333	+13%	
24903	Augmented Combustion Unit	0.556		+15%
24904	Augmented Exhaust	0.667		+16%
24905	Augmented Turbine	0.222	+12%	
24906	Upgraded Nozzles	0.0		+10%
24907	Synchronised Pump	0.0		+10%
24908	Unstable Igniter	0.333		+13%
24909	Augmented Dynamo	0.778		+17%
24910	Unstable Exhaust	0.0	+10%	
24911	Synchronised Tanks	0.0		+10%
24912	Specialist Combustion Unit	0.0		+10%
24913	Specialist Turbine	0.0	+10%	
24914	Augmented Diffuser	0.0		+10%
24915	Unstable Dynamo	0.0	+10%	
24916	Upgraded Combustion Unit	0.333	+13%	
24917	Upgraded Dynamo	0.0		+10%
24918	Upgraded Combustion Unit	0.667	+16%	
24919	Specialist Exhaust	0.222		+12%
24920	Augmented Tanks	1.0	+19%	
24921	Specialist Dynamo	0.889		+18%
24922	Unstable Tanks	0.0		+10%
24923	Synchronised Jets	0.0		+10%
24924	Synchronised Jets	0.0	+10%	
24925	Unstable Dynamo	0.444		+14%
24926	Specialist Pump	0.0	+10%	
24927	Augmented Tanks	0.222		+12%
24928	Upgraded Jets	0.111	+11%	
24929	Synchronised Igniter	0.444	+14%	
24930	Specialist Pump	0.111		+11%
24931	Synchronised Dynamo	0.222		+12%
24932	Unstable Combustion Unit	0.111		+11%
24933	Upgraded Jets	0.778		+17%
24934	Specialist Combustion Unit	0.556	+15%	
24935	Synchronised Diffuser	0.333		+13%
24936	Specialist Nozzles	0.0		+10%
24937	Unstable Dynamo	0.778	+17%	
24938	Synchronised Exhaust	0.0	+10%	
24939	Augmented Dynamo	0.556		+15%
24940	Specialist Dynamo	0.222		+12%
24941	Synchronised Igniter	0.778		+17%
24942	Upgraded Dynamo	0.0	+10%	
24943	Specialist Pump	0.333		+13%
24944	Specialist Dynamo	0.0		+10%
24945	Synchronised Diffuser	0.111		+11%
24946	Specialist Dynamo	0.111	+11%	
24947	Augmented Combustion Unit	1.0	+19%	
24948	Unstable Turbine	0.111	+11%	
24949	Unstable Diffuser	0.556		+15%
24950	Upgraded Diffuser	0.444	+14%	
24951	Augmented Exhaust	0.0		+10%
24952	Unstable Dynamo	0.222	+12%	
24953	Upgraded Dynamo	0.0		+10%
24954	Augmented Igniter	0.0		+10%
24955	Specialist Nozzles	0.556	+15%	
24956	Upgraded Tanks	0.0	+10%	
24957	Specialist Pump	0.0	+10%	
24958	Synchronised Turbine	0.0		+10%
24959	Synchronised Jets	0.0		+10%
24960	Unstable Tanks	0.778		+17%
24961	Augmented Turbine	0.333		+13%
24962	Unstable Pump	1.0		+19%
24963	Augmented Jets	0.111		+11%
24964	Upgraded Pump	0.333		+13%
24965	Specialist Dynamo	0.111	+11%	
24966	Synchronised Combustion Unit	0.333		+13%
24967	Augmented Combustion Unit	0.556	+15%	
24968	Synchronised Diffuser	0.0		+10%
24969	Specialist Exhaust	0.0	+10%	
24970	Unstable Jets	0.667		+16%
24971	Synchronised Combustion Unit	0.0		+10%
24972	Augmented Pump	0.0		+10%
24973	Unstable Igniter	0.0		+10%
24974	Upgraded Pump	0.556	+15%	
24975	Augmented Igniter	0.0	+10%	
24976	Augmented Tanks	0.0		+10%
24977	Specialist Nozzles	0.0		+10%
24978	Augmented Jets	0.0	+10%	
24979	Synchronised Combustion Unit	0.333	+13%	
24980	Upgraded Pump	0.778	+17%	
24981	Specialist Combustion Unit	0.889	+18%	
24982	Upgraded Exhaust	0.0	+10%	
24983	Specialist Turbine	0.444	+14%	
24984	Specialist Turbine	0.667	+16%	
24985	Unstable Dynamo	0.0	+10%	
24986	Unstable Igniter	0.444		+14%
24987	Synchronised Nozzles	0.556	+15%	
24988	Augmented Igniter	0.333	+13%	
24989	Augmented Diffuser	0.667		+16%
24990	Unstable Jets	0.556		+15%
24991	Specialist Jets	0.111	+11%	
24992	Synchronised Pump	0.111	+11%	
24993	Synchronised Igniter	0.111		+11%
24994	Specialist Exhaust	0.111		+11%
24995	Synchronised Pump	0.0	+10%	
24996	Specialist Pump	0.0	+10%	
24997	Unstable Combustion Unit	0.0		+10%
24998	Upgraded Jets	0.111	+11%	
24999	Upgraded Nozzles	0.111		+11%
25000	Upgraded Pump	0.0		+10%
25001	Upgraded Turbine	0.0	+10%	
25002	Upgraded Combustion Unit	0.222		+12%
25003	Synchronised Nozzles	0.444	+14%	
25004	Upgraded Nozzles	0.222	+12%	
25005	Unstable Diffuser	0.222		+12%
25006	Augmented Diffuser	0.333	+13%	
25007	Synchronised Igniter	0.0	+10%	
25008	Augmented Combustion Unit	0.778	+17%	
25009	Specialist Tanks	0.0	+10%	
25010	Upgraded Tanks	0.333	+13%	
25011	Augmented Exhaust	0.0		+10%
25012	Specialist Tanks	0.0	+10%	
25013	Augmented Pump	0.556		+15%
25014	Augmented Jets	0.0	+10%	
25015	Augmented Nozzles	1.0		+19%
25016	Synchronised Nozzles	0.111		+11%
25017	Specialist Turbine	1.0	+19%	
25018	Synchronised Nozzles	0.0	+10%	
25019	Synchronised Pump	0.0		+10%
25020	Unstable Jets	0.333		+13%
25021	Upgraded Diffuser	0.111		+11%
25022	Synchronised Pump	0.111	+11%	
25023	Augmented Igniter	0.889		+18%
25024	Upgraded Jets	0.0	+10%	
25025	Upgraded Diffuser	0.111		+11%
25026	Synchronised Turbine	0.111		+11%
25027	Upgraded Exhaust	0.778	+17%	
25028	Specialist Combustion Unit	0.444	+14%	
25029	Unstable Exhaust	0.111		+11%
25030	Synchronised Tanks	0.778		+17%
25031	Augmented Pump	0.667		+16%
25032	Synchronised Diffuser	0.0	+10%	
25033	Synchronised Pump	0.556	+15%	
25034	Upgraded Turbine	0.0		+10%
25035	Specialist Igniter	0.444	+14%	
25036	Unstable Pump	0.556		+15%
25037	Upgraded Tanks	0.111		+11%
25038	Upgraded Diffuser	0.0		+10%
25039	Upgraded Tanks	0.333		+13%
25040	Specialist Turbine	0.889		+18%
25041	Augmented Dynamo	0.111	+11%	
25042	Unstable Diffuser	0.0		+10%
25043	Specialist Nozzles	0.222	+12%	
25044	Unstable Diffuser	0.0		+10%
25045	Specialist Tanks	0.222		+12%
25046	Specialist Exhaust	0.222	+12%	
25047	Specialist Igniter	1.0		+19%
25048	Upgraded Exhaust	0.444		+14%
25049	Specialist Igniter	0.889		+18%
25050	Specialist Turbine	0.111		+11%
25051	Upgraded Exhaust	0.667		+16%
25052	Unstable Exhaust	0.444	+14%	
25053	Unstable Diffuser	0.333	+13%	
25054	Unstable Exhaust	0.111	+11%	
25055	Upgraded Igniter	0.0	+10%	
25056	Synchronised Combustion Unit	0.778		+17%
25057	Upgraded Pump	0.0	+10%	
25058	Upgraded Pump	1.0		+19%
25059	Specialist Combustion Unit	0.111		+11%
25060	Augmented Igniter	0.333	+13%	
25061	Specialist Diffuser	0.0	+10%	
25062	Synchronised Turbine	0.111	+11%	
25063	Specialist Dynamo	0.0		+10%
25064	Augmented Jets	0.222		+12%
25065	Synchronised Tanks	0.0	+10%	
25066	Augmented Pump	0.0		+10%
25067	Specialist Igniter	0.333		+13%
25068	Upgraded Diffuser	0.222		+12%
25069	Specialist Nozzles	0.667	+16%	
25070	Specialist Exhaust	0.0		+10%
25071	Upgraded Nozzles	0.333		+13%
25072	Specialist Pump	0.222	+12%	
25073	Synchronised Pump	0.778	+17%	
25074	Unstable Tanks	0.778		+17%
25075	Upgraded Dynamo	0.889		+18%
25076	Augmented Tanks	0.444	+14%	
25077	Specialist Jets	0.0	+10%	
25078	Synchronised Turbine	0.111	+11%	
25079	Synchronised Pump	0.333		+13%
25080	Synchronised Turbine	0.111		+11%
25081	Synchronised Turbine	0.444	+14%	
25082	Upgraded Tanks	0.111	+11%	
25083	Specialist Igniter	0.333		+13%
25084	Synchronised Pump	0.778	+17%	
25085	Upgraded Dynamo	0.111		+11%
25086	Augmented Exhaust	0.444	+14%	
25087	Specialist Jets	0.0		+10%
25088	Specialist Tanks	0.667	+16%	
25089	Upgraded Igniter	0.0	+10%	
25090	Augmented Combustion Unit	0.0	+10%	
25091	Synchronised Igniter	0.333	+13%	
25092	Specialist Pump	0.778		+17%
25093	Specialist Jets	0.667		+16%
25094	Unstable Pump	0.444		+14%
25095	Unstable Igniter	0.444	+14%	
25096	Upgraded Dynamo	0.0	+10%	
25097	Unstable Nozzles	0.0	+10%	
25098	Upgraded Dynamo	0.222	+12%	
25099	Upgraded Nozzles	0.667		+16%
25100	Unstable Nozzles	0.444	+14%	
25101	Upgraded Pump	0.556		+15%
25102	Upgraded Pump	0.333	+13%	
25103	Unstable Turbine	0.111		+11%
25104	Specialist Dynamo	0.0	+10%	
25105	Unstable Igniter	1.0	+19%	
25106	Synchronised Turbine	0.222		+12%
25107	Unstable Dynamo	0.222		+12%
25108	Unstable Combustion Unit	0.222	+12%	
25109	Unstable Igniter	0.333	+13%	
25110	Upgraded Exhaust	0.556		+15%
25111	Synchronised Diffuser	0.667	+16%	
25112	Augmented Nozzles	0.333		+13%
25113	Unstable Combustion Unit	0.0	+10%	
25114	Specialist Igniter	0.444	+14%	
25115	Augmented Jets	0.556	+15%	
25116	Upgraded Pump	0.111		+11%
25117	Augmented Jets	0.222	+12%	
25118	Synchronised Pump	0.111	+11%	
25119	Upgraded Turbine	0.333		+13%
25120	Augmented Nozzles	0.667		+16%
25121	Upgraded Igniter	0.222	+12%	
25122	Upgraded Tanks	0.0	+10%	
25123	Synchronised Dynamo	1.0	+19%	
25124	Upgraded Combustion Unit	1.0	+19%	
25125	Specialist Jets	0.444	+14%	
25126	Synchronised Turbine	0.556		+15%
25127	Specialist Combustion Unit	1.0	+19%	
25128	Upgraded Dynamo	0.778	+17%	
25129	Upgraded Exhaust	0.222	+12%	
25130	Upgraded Turbine	0.0		+10%
25131	Upgraded Pump	0.0	+10%	
25132	Upgraded Nozzles	0.111	+11%	
25133	Unstable Jets	0.0		+10%
25134	Augmented Igniter	0.444		+14%
25135	Specialist Combustion Unit	0.222	+12%	
25136	Specialist Diffuser	0.0	+10%	
25137	Augmented Igniter	0.556	+15%	
25138	Synchronised Pump	0.111		+11%
25139	Specialist Dynamo	0.111		+11%
25140	Specialist Dynamo	0.0		+10%
25141	Specialist Jets	0.111	+11%	
25142	Synchronised Exhaust	0.111	+11%	
25143	Upgraded Exhaust	0.667		+16%
25144	Synchronised Tanks	1.0	+19%	
25145	Upgraded Dynamo	0.556	+15%	
25146	Synchronised Igniter	0.111	+11%	
25147	Synchronised Pump	0.444		+14%
25148	Upgraded Dynamo	1.0	+19%	
25149	Augmented Turbine	0.111	+11%	
25150	Unstable Jets	0.667		+16%
25151	Specialist Jets	0.111		+11%
25152	Unstable Diffuser	0.556		+15%
25153	Synchronised Diffuser	0.333		+13%
25154	Augmented Dynamo	0.667		+16%
25155	Specialist Jets	0.889	+18%	
25156	Synchronised Igniter	0.0		+10%
25157	Specialist Turbine	0.0	+10%	
25158	Specialist Dynamo	0.222		+12%
25159	Synchronised Jets	0.0		+10%
25160	Unstable Exhaust	0.222		+12%
25161	Upgraded Dynamo	0.333		+13%
25162	Synchronised Jets	0.889		+18%
25163	Augmented Exhaust	1.0	+19%	
25164	Synchronised Nozzles	0.0	+10%	
25165	Synchronised Igniter	0.889	+18%	
25166	Specialist Turbine	0.0	+10%	
25167	Synchronised Igniter	0.111	+11%	
25168	Unstable Combustion Unit	0.889		+18%
25169	Specialist Pump	0.111		+11%
25170	Specialist Pump	0.0		+10%
25171	Specialist Diffuser	0.111		+11%
25172	Synchronised Exhaust	0.0		+10%
25173	Specialist Turbine	0.0		+10%
25174	Augmented Combustion Unit	0.111		+11%
25175	Augmented Igniter	0.111	+11%	
25176	Upgraded Nozzles	0.444	+14%	
25177	Augmented Tanks	0.556		+15%
25178	Augmented Turbine	0.222	+12%	
25179	Upgraded Turbine	0.556		+15%
25180	Unstable Exhaust	0.0	+10%	
25181	Upgraded Jets	0.889	+18%	
25182	Specialist Pump	0.667		+16%
25183	Unstable Diffuser	0.222		+12%
25184	Augmented Diffuser	0.778		+17%
25185	Augmented Jets	0.444		+14%
25186	Unstable Exhaust	0.222		+12%
25187	Specialist Jets	0.556		+15%
25188	Synchronised Combustion Unit	0.222	+12%	
25189	Synchronised Nozzles	0.111		+11%
25190	Specialist Dynamo	0.889		+18%
25191	Specialist Nozzles	0.667		+16%
25192	Upgraded Nozzles	0.667	+16%	
25193	Synchronised Dynamo	0.111	+11%	
25194	Augmented Exhaust	1.0	+19%	
25195	Specialist Combustion Unit	0.0		+10%
25196	Augmented Tanks	0.444	+14%	
25197	Unstable Tanks	0.667		+16%
25198	Augmented Combustion Unit	0.0		+10%
25199	Specialist Nozzles	0.0	+10%	
25200	Upgraded Igniter	0.111	+11%	
25201	Synchronised Jets	0.556	+15%	
25202	Unstable Turbine	0.889		+18%
25203	Synchronised Combustion Unit	0.111		+11%
25204	Synchronised Tanks	0.222	+12%	
25205	Unstable Exhaust	0.556	+15%	
25206	Augmented Pump	0.222	+12%	
25207	Synchronised Tanks	0.333		+13%
25208	Unstable Igniter	0.778		+17%
25209	Augmented Turbine	0.0	+10%	
25210	Synchronised Igniter	0.0		+10%
25211	Upgraded Nozzles	0.111		+11%
25212	Synchronised Jets	0.111		+11%
25213	Synchronised Combustion Unit	0.0		+10%
25214	Unstable Exhaust	0.0		+10%
25215	Unstable Pump	0.0	+10%	
25216	Synchronised Pump	0.222	+12%	
25217	Unstable Turbine	0.667		+16%
25218	Unstable Tanks	0.111		+11%
25219	Unstable Pump	0.333	+13%	
25220	Synchronised Tanks	0.444		+14%
25221	Synchronised Pump	0.0	+10%	
25222	Specialist Igniter	0.111		+11%
25223	Synchronised Nozzles	0.111	+11%	
25224	Synchronised Combustion Unit	0.222	+12%	
25225	Upgraded Diffuser	0.778		+17%
25226	Augmented Igniter	0.222	+12%	
25227	Unstable Turbine	0.111	+11%	
25228	Specialist Dynamo	0.333	+13%	
25229	Specialist Tanks	0.889	+18%	
25230	Synchronised Combustion Unit	0.667	+16%	
25231	Augmented Igniter	0.0	+10%	
25232	Synchronised Nozzles	0.667	+16%	
25233	Specialist Pump	0.333	+13%	
25234	Augmented Nozzles	0.778		+17%
25235	Upgraded Diffuser	0.0		+10%
25236	Upgraded Turbine	0.444		+14%
25237	Augmented Jets	0.111		+11%
25238	Synchronised Turbine	0.0	+10%	
25239	Upgraded Diffuser	0.0	+10%	
25240	Upgraded Nozzles	0.444		+14%
25241	Synchronised Pump	0.111	+11%	
25242	Specialist Turbine	0.0	+10%	
25243	Synchronised Igniter	0.0		+10%
25244	Augmented Turbine	0.222	+12%	
25245	Upgraded Nozzles	0.333		+13%
25246	Specialist Igniter	0.111	+11%	
25247	Specialist Pump	0.778		+17%
25248	Augmented Tanks	0.111		+11%
25249	Specialist Exhaust	0.111	+11%	
25250	Augmented Tanks	0.333	+13%	
25251	Augmented Nozzles	0.111	+11%	
25252	Specialist Diffuser	0.222	+12%	
25253	Augmented Dynamo	0.0		+10%
25254	Specialist Nozzles	0.222		+12%
25255	Specialist Jets	0.0		+10%
25256	Unstable Nozzles	0.0	+10%	
25257	Unstable Dynamo	0.0		+10%
25258	Upgraded Pump	0.111	+11%	
25259	Augmented Diffuser	0.0		+10%
25260	Upgraded Igniter	0.0	+10%	
25261	Upgraded Dynamo	0.667		+16%
25262	Upgraded Combustion Unit	0.333		+13%
25263	Augmented Diffuser	0.444		+14%
25264	Synchronised Pump	0.111		+11%
25265	Unstable Pump	0.0	+10%	
25266	Specialist Turbine	0.889		+18%
25267	Specialist Dynamo	0.667		+16%
25268	Augmented Turbine	0.222		+12%
25269	Specialist Turbine	0.778		+17%
25270	Unstable Exhaust	0.111	+11%	
25271	Upgraded Combustion Unit	0.0		+10%
25272	Augmented Combustion Unit	0.111		+11%
25273	Specialist Combustion Unit	0.667	+16%	
25274	Unstable Combustion Unit	0.111		+11%
25275	Upgraded Turbine	0.0		+10%
25276	Synchronised Tanks	0.222		+12%
25277	Unstable Pump	0.0		+10%
25278	Synchronised Tanks	0.0		+10%
25279	Upgraded Diffuser	0.778		+17%
25280	Upgraded Pump	0.778	+17%	
25281	Augmented Igniter	0.111	+11%	
25282	Augmented Turbine	0.0	+10%	
25283	Augmented Pump	0.0		+10%
25284	Synchronised Igniter	0.333	+13%	
25285	Augmented Pump	0.556		+15%
25286	Augmented Exhaust	0.778	+17%	
25287	Upgraded Nozzles	0.222		+12%
25288	Specialist Dynamo	0.222		+12%
25289	Augmented Diffuser	0.111	+11%	
25290	Upgraded Dynamo	0.333	+13%	
25291	Augmented Exhaust	0.556		+15%
25292	Upgraded Diffuser	0.444		+14%
25293	Augmented Pump	0.111		+11%
25294	Synchronised Tanks	0.0	+10%	
25295	Upgraded Exhaust	0.556		+15%
25296	Unstable Turbine	0.111	+11%	
25297	Augmented Igniter	0.556	+15%	
25298	Synchronised Diffuser	0.0	+10%	
25299	Augmented Pump	0.444	+14%	
25300	Synchronised Exhaust	0.111		+11%
25301	Unstable Dynamo	0.0	+10%	
25302	Upgraded Diffuser	0.778		+17%
25303	Specialist Diffuser	0.0	+10%	
25304	Augmented Nozzles	0.0	+10%	
25305	Unstable Diffuser	0.444		+14%
25306	Augmented Jets	0.444	+14%	
25307	Augmented Turbine	1.0		+19%
25308	Augmented Jets	0.0	+10%	
25309	Unstable Pump	0.444	+14%	
25310	Specialist Jets	0.222	+12%	
25311	Synchronised Jets	0.556		+15%
25312	Synchronised Diffuser	0.0		+10%
25313	Specialist Tanks	0.889	+18%	
25314	Unstable Combustion Unit	0.556		+15%
25315	Synchronised Exhaust	0.333	+13%	
25316	Synchronised Combustion Unit	0.0	+10%	
25317	Upgraded Dynamo	0.0	+10%	
25318	Synchronised Jets	0.0	+10%	
25319	Unstable Igniter	0.444		+14%
25320	Unstable Combustion Unit	1.0		+19%
25321	Unstable Pump	0.444		+14%
25322	Upgraded Nozzles	0.556	+15%	
25323	Unstable Diffuser	0.111	+11%	
25324	Upgraded Pump	0.0		+10%
25325	Specialist Combustion Unit	0.0	+10%	
25326	Unstable Jets	0.889		+18%
25327	Unstable Nozzles	0.222	+12%	
25328	Augmented Tanks	0.889		+18%
25329	Augmented Dynamo	0.333	+13%	
25330	Upgraded Nozzles	0.889		+18%
25331	Synchronised Tanks	0.0		+10%
25332	Unstable Tanks	0.556		+15%
25333	Synchronised Nozzles	1.0	+19%	
25334	Specialist Turbine	1.0		+19%
25335	Augmented Igniter	0.556	+15%	
25336	Augmented Combustion Unit	0.222	+12%	
25337	Augmented Diffuser	0.111		+11%
25338	Upgraded Igniter	0.333	+13%	
25339	Specialist Jets	0.111	+11%	
25340	Upgraded Igniter	0.556		+15%
25341	Upgraded Turbine	0.111		+11%
25342	Specialist Turbine	0.111	+11%	
25343	Augmented Diffuser	0.0	+10%	
25344	Upgraded Igniter	0.0	+10%	
25345	Unstable Tanks	0.333	+13%	
25346	Specialist Dynamo	0.667		+16%
25347	Specialist Combustion Unit	0.0		+10%
25348	Specialist Turbine	0.0	+10%	
25349	Specialist Exhaust	0.444	+14%	
25350	Augmented Jets	0.0	+10%	
25351	Upgraded Nozzles	0.0	+10%	
25352	Upgraded Exhaust	0.333		+13%
25353	Upgraded Igniter	1.0		+19%
25354	Specialist Exhaust	0.0	+10%	
25355	Augmented Diffuser	0.667	+16%	
25356	Augmented Igniter	0.444	+14%	
25357	Upgraded Turbine	0.0	+10%	
25358	Augmented Exhaust	0.0		+10%
25359	Specialist Nozzles	0.0		+10%
25360	Specialist Pump	0.778	+17%	
25361	Upgraded Jets	0.0		+10%
25362	Synchronised Dynamo	1.0		+19%
25363	Augmented Exhaust	0.111	+11%	
25364	Unstable Jets	1.0	+19%	
25365	Specialist Diffuser	0.444		+14%
