Seed,Name,Perfection,Product_Age,Product_Basevalue
13369,Twisted Bio-Anomaly,0.27426,60,461938
13370,Unnerving Jelly,0.13037,20,279913
13371,Timeless Sphere,0.44112,60,673009
13372,Dripping Jelly,0.10634,20,249520
13373,Frozen Grubs,0.3036,90,499044
13374,Deathly Lavae,0.00795,50,125059
13375,Unnerving Jelly,0.04876,20,176676
13376,Woebegotten Tentacle,0.24744,60,428012
13377,Impossible Eye,0.00263,50,118330
13378,Ominous Gem,0.96374,160,1334120
13379,Inverted Core,0.88946,250,1240148
13380,Eldritch Core,0.20656,100,376299
13381,Unnerving Globe,0.42833,100,656836
13382,Prismatic Coils,0.2389,80,417203
13383,Floppy Heart,0.31469,60,513081
13384,Chilling Tendril,0.00464,30,120875
13385,Imagined Bio-Anomaly,0.11337,50,258414
13386,Dripping Gem,0.43027,70,659278
13387,Crying Worms,0.12078,30,267790
13388,Eldritch Eye,0.02868,40,151285
13389,Unnerving Jelly,0.04585,40,172999
13390,Woebegotten Tentacle,0.08388,50,221113
13391,Inverted Sphere,0.09157,30,230834
13392,Impossible Orb,0.07731,30,212792
13393,Inverted Organs,0.02844,20,150973
13394,Lost Bio-Anomaly,0.89564,200,1247965
13395,Abandoned Bio-Anomaly,0.09192,20,231282
13396,Abyssal Organs,0.04459,30,171405
13397,Eerie Bio-Anomaly,0.41135,80,635352
13398,Ghastly Jelly,0.10491,30,247713
13399,Haunted Globe,0.00881,30,126141
13400,Dreadful Gem,0.28398,70,474225
13401,Haunted Globe,0.045,50,171919
13402,Abyssal Lavae,0.39141,80,610121
13403,Twisted Sphere,0.03032,40,153357
13404,Gloaming Orb,0.24305,80,422458
13405,Screaming Gem,0.21406,70,385787
13406,Lost Eye,0.04426,20,170994
13407,Hopeless Core,0.05968,30,190490
13408,Prismatic Jelly,0.44971,70,683878
13409,Frozen Worms,0.11381,40,258967
13410,Eerie Grubs,0.00353,50,119467
13411,Frozen Remains,0.18274,110,346164
13412,Ghastly Tentacle,0.35859,90,568615
13413,Chilling Eye,0.39802,100,618484
13414,Nightmarish Gelsack,0.12048,20,267411
13415,Writhing Tentacle,0.00717,50,124068
13416,Lost Globe,0.26187,100,446258
13417,Nightmarish Remains,0.02811,40,150558
13418,Hopeless Coils,0.13033,50,279865
13419,Forlorn Eye,0.00709,40,123964
13420,Whispering Lavae,0.10867,50,252461
13421,Haunted Remains,0.18372,70,347404
13422,Haunted Lavae,0.34694,70,553874
13423,Eldritch Bio-Anomaly,0.24326,90,422720
13424,Inverted Sample,0.44313,60,675547
13425,Nightmarish Jelly,0.00259,40,118279
13426,Chilling Sample,0.06511,50,197358
13427,Hopeless Orb,0.10985,30,253963
13428,Forlorn Coils,0.03303,40,156785
13429,Inverted Bio-Anomaly,0.0106,30,128411
13430,Dreadful Core,0.36261,110,573695
13431,Dreadful Sphere,0.07474,40,209551
13432,Twitching Jelly,0.09466,40,234743
13433,Floppy Lavae,0.11535,20,260912
13434,Hypnotic Remains,0.86603,250,1210511
13435,Abyssal Organs,0.03666,20,161369
13436,Deathly Sphere,0.01786,30,137591
13437,Hopeless Lavae,0.09739,30,238200
13438,Impossible Core,0.33205,80,535036
13439,Hopeless Bio-Anomaly,0.88191,160,1230605
13440,Abyssal Core,0.43846,100,669641
13441,Eldritch Orb,0.30889,60,505740
13442,Eerie Organs,0.39148,60,610219
13443,Timeless Organs,0.21465,80,386523
13444,Twitching Grubs,0.74529,260,1057778
13445,Grim Tendril,0.06712,30,199901
13446,Unnerving Sphere,0.23289,80,409598
13447,Timeless Sample,0.4431,70,675520
13448,Dreadful Bio-Anomaly,0.2729,90,460215
13449,Screaming Globe,0.87325,280,1219647
13450,Haunted Orb,0.0589,40,189502
13451,Chilling Worms,0.41029,100,634015
13452,Chilling Orb,0.39476,80,614371
13453,Hypnotic Grubs,0.24269,110,421993
13454,Woebegotten Heart,0.41927,100,645365
13455,Hypnotic Sphere,0.3616,110,572417
13456,Hypnotic Jelly,0.85401,230,1195314
13457,Eldritch Sample,0.33809,90,542681
13458,Screaming Remains,0.34017,90,545310
13459,Abandoned Sample,0.39362,110,612918
13460,Abandoned Sample,0.04451,50,171310
13461,Hopeless Organs,0.09394,50,233831
13462,Lost Bio-Anomaly,0.18413,100,347924
13463,Chilling Coils,0.0054,50,121825
13464,Screaming Eye,0.33834,110,542990
13465,Imagined Bio-Anomaly,0.90422,230,1258817
13466,Twisted Lavae,0.33658,70,540764
13467,Hypnotic Core,0.18539,110,349512
13468,Twitching Sample,0.27767,110,466252
13469,Ominous Spores,0.06497,20,197180
13470,Hypnotic Grubs,0.39455,110,614100
13471,Hypnotic Heart,0.0476,40,175208
13472,Haunted Grubs,0.06256,50,194137
13473,Nightmarish Bio-Anomaly,0.41972,100,645938
13474,Writhing Coils,0.10161,50,243535
13475,Imagined Gelsack,0.41656,90,641943
13476,Frozen Coils,0.03853,40,163745
13477,Eldritch Heart,0.12632,30,274794
13478,Hopeless Grubs,0.02115,40,141760
13479,Writhing Spores,0.02865,30,151246
13480,Writhing Core,0.31438,100,512680
13481,Haunted Bio-Anomaly,0.25846,60,441951
13482,Impossible Remains,0.2294,80,405185
13483,Chilling Sample,0.18976,110,355048
13484,Dripping Remains,0.00276,20,118494
13485,Screaming Globe,0.36944,110,582331
13486,Inverted Coils,0.37311,60,586983
13487,Ominous Heart,0.06455,30,196653
13488,Floppy Tendril,0.34213,110,547791
13489,Writhing Coils,0.93344,300,1295785
13490,Hopeless Worms,0.28836,100,479773
13491,Frozen Organs,0.06108,40,192263
13492,Inverted Tentacle,0.10265,40,244845
13493,Haunted Tentacle,0.02325,40,144412
13494,Ominous Gelsack,0.06392,30,195862
13495,Crying Jelly,0.03056,20,153652
13496,Crying Gelsack,0.24498,60,424890
13497,Twitching Lavae,0.04724,40,174756
13498,Ominous Spores,0.07095,50,204751
13499,Haunted Sample,0.06587,30,198325
13500,Forlorn Sphere,0.26617,100,451702
13501,Abyssal Core,0.21193,110,383092
13502,Twitching Globe,0.29235,70,484819
13503,Abyssal Gem,0.40618,60,628810
13504,Floppy Grubs,0.19125,100,356930
13505,Twitching Heart,0.03698,40,161782
13506,Imagined Bio-Anomaly,0.39822,100,618742
13507,Inverted Remains,0.02357,50,144821
13508,Screaming Core,0.8018,140,1129262
13509,Frozen Tentacle,0.28394,110,474184
13510,Unnerving Gem,0.09989,50,241358
13511,Frozen Sphere,0.33778,100,542290
13512,Lost Sample,0.23079,110,406950
13513,Grim Bio-Anomaly,0.03547,20,159871
13514,Unnerving Bio-Anomaly,0.37912,60,594578
13515,Grim Spores,0.32253,60,522992
13516,Crying Coils,0.32579,70,527123
13517,Dreadful Core,0.24938,70,430462
13518,Unnerving Sphere,0.06316,20,194900
13519,Abyssal Remains,0.39429,100,613767
13520,Dripping Sample,0.34206,60,547696
13521,Lost Heart,0.09878,20,239949
13522,Unnerving Grubs,0.23164,70,408018
13523,Twitching Sample,0.08095,40,217397
13524,Hopeless Worms,0.08015,30,216387
13525,Imagined Gem,0.45096,70,685459
13526,Nightmarish Organs,0.09784,20,238772
13527,Frozen Gelsack,0.08963,20,228377
13528,Eldritch Bio-Anomaly,0.06939,40,202778
13529,Frozen Globe,0.34785,80,555029
13530,Woebegotten Bio-Anomaly,0.11956,20,266243
13531,Floppy Tendril,0.01332,20,131845
13532,Haunted Sphere,0.3913,110,609993
13533,Woebegotten Worms,0.09148,20,230724
13534,Twisted Coils,0.39904,100,619785
13535,Dripping Organs,0.04446,50,171238
13536,Eldritch Remains,0.04809,20,175831
13537,Hopeless Organs,0.33347,100,536831
13538,Prismatic Bio-Anomaly,0.43481,100,665030
13539,Prismatic Spores,0.18873,80,353743
13540,Hypnotic Eye,0.09079,30,229850
13541,Twisted Jelly,0.18844,90,353372
13542,Gloaming Heart,0.45332,90,688442
13543,Eerie Coils,0.01586,20,135060
13544,Dripping Lavae,0.33109,60,533828
13545,Twitching Organs,0.35949,60,569746
13546,Nightmarish Bio-Anomaly,0.36838,110,580997
13547,Hypnotic Bio-Anomaly,0.33269,80,535845
13548,Screaming Tendril,0.07212,40,206230
13549,Abyssal Grubs,0.03265,50,156305
13550,Timeless Organs,0.28787,110,479148
13551,Nightmarish Remains,0.38146,80,597544
13552,Hopeless Heart,0.00733,40,124273
13553,Floppy Lavae,0.05266,30,181616
13554,Lost Bio-Anomaly,0.0022,30,117783
13555,Impossible Tendril,0.07119,20,205051
13556,Unnerving Worms,0.13186,20,281802
13557,Twisted Gelsack,0.85393,220,1195205
13558,Frozen Gelsack,0.08594,50,223714
13559,Frozen Worms,0.07965,20,215759
13560,Chilling Sphere,0.0371,50,161932
13561,Prismatic Core,0.11555,50,261174
13562,Twitching Eye,0.10597,30,249049
13563,Woebegotten Organs,0.26402,70,448987
13564,Prismatic Remains,0.40577,80,628295
13565,Crying Core,0.0717,50,205703
13566,Forlorn Grubs,0.10101,50,242770
13567,Ominous Spores,0.08094,30,217393
13568,Floppy Sphere,0.42897,100,657636
13569,Floppy Bio-Anomaly,0.42224,60,649130
13570,Grim Tendril,0.08073,20,217122
13571,Impossible Gelsack,0.05458,50,184043
13572,Lost Heart,0.06942,40,202811
13573,Abyssal Tendril,0.07863,40,214464
13574,Haunted Organs,0.33387,100,537346
13575,Screaming Core,0.21192,110,383069
13576,Forlorn Eye,0.79445,200,1119960
13577,Ominous Grubs,0.03983,20,165381
13578,Abyssal Spores,0.18922,110,354359
13579,Eldritch Tentacle,0.06434,50,196393
13580,Eerie Tentacle,0.05924,50,189943
13581,Chilling Jelly,0.09639,30,236936
13582,Hopeless Globe,0.03086,20,154041
13583,Grim Lavae,0.13461,50,285281
13584,Floppy Globe,0.1864,110,350787
13585,Haunted Core,0.1866,90,351049
13586,Ghastly Remains,0.10139,30,243251
13587,Writhing Core,0.07654,20,211825
13588,Haunted Grubs,0.40281,60,624554
13589,Eldritch Bio-Anomaly,0.09173,50,231036
13590,Dripping Sphere,0.38215,100,598412
13591,Chilling Orb,0.09854,30,239650
13592,Ghastly Sphere,0.03374,30,157686
13593,Writhing Globe,0.02594,30,147810
13594,Abandoned Orb,0.12147,30,268652
13595,Timeless Remains,0.12141,50,268579
13596,Unnerving Tentacle,0.18381,110,347511
13597,Prismatic Sample,0.09961,30,241002
13598,Abandoned Orb,0.28349,90,473614
13599,Eerie Core,0.02731,50,149547
13600,Prismatic Heart,0.13255,20,282668
13601,Woebegotten Gem,0.09164,40,230918
13602,Gloaming Worms,0.41807,110,643848
13603,Imagined Gelsack,0.07891,40,214824
13604,Deathly Remains,0.04142,30,167399
13605,Unnerving Coils,0.25471,110,437201
13606,Floppy Gelsack,0.44595,110,679116
13607,Ghastly Lavae,0.02547,50,147218
13608,Prismatic Tendril,0.26231,60,446816
13609,Abandoned Sample,0.43084,110,660008
13610,Haunted Eye,0.94368,190,1308739
13611,Lost Eye,0.12059,20,267542
13612,Haunted Tendril,0.27053,100,457213
13613,Twitching Eye,0.2589,110,442499
13614,Forlorn Sample,0.06541,50,197743
13615,Nightmarish Eye,0.74105,200,1052420
13616,Chilling Sample,0.11722,20,263277
13617,Eerie Globe,0.2796,90,468683
13618,Twisted Bio-Anomaly,0.44954,100,683658
13619,Writhing Organs,0.04184,30,167923
13620,Frozen Tentacle,0.073,50,207350
13621,Imagined Gem,0.09558,30,235901
13622,Unnerving Spores,0.04573,40,172849
13623,Unnerving Eye,0.11393,40,259118
13624,Forlorn Jelly,0.19651,90,363586
13625,Frozen Jelly,0.25288,100,434885
13626,Inverted Gem,0.05482,40,184349
13627,Frozen Bio-Anomaly,0.0311,30,154343
13628,Screaming Worms,0.27137,60,458281
13629,Abyssal Organs,0.28324,60,473297
13630,Woebegotten Grubs,0.9811,270,1356080
13631,Dreadful Gem,0.01995,30,140233
13632,Prismatic Gelsack,0.06693,40,199664
13633,Unnerving Gelsack,0.97948,300,1354026
13634,Abyssal Jelly,0.10807,20,251706
13635,Imagined Eye,0.38624,110,603587
13636,Hopeless Core,0.06141,50,192677
13637,Haunted Orb,0.31887,90,518371
13638,Dreadful Organs,0.30718,70,503573
13639,Whispering Gem,0.21088,60,381755
13640,Nightmarish Organs,0.28371,110,473893
13641,Inverted Grubs,0.37456,80,588816
13642,Grim Core,0.11965,50,266354
13643,Whispering Gelsack,0.02294,50,144016
13644,Unnerving Globe,0.27029,70,456915
13645,Gloaming Bio-Anomaly,0.00902,20,126409
13646,Ghastly Heart,0.08535,30,222963
13647,Twitching Organs,0.01696,40,136455
13648,Gloaming Gelsack,0.44012,60,671738
13649,Deathly Spores,0.12758,20,276385
13650,Ominous Worms,0.10807,40,251706
13651,Nightmarish Coils,0.09081,50,229874
13652,Lost Jelly,0.36306,90,574265
13653,Screaming Bio-Anomaly,0.33272,70,535887
13654,Chilling Spores,0.11356,20,258651
13655,Forlorn Gelsack,0.25602,80,438860
13656,Lost Globe,0.00809,30,125238
13657,Frozen Eye,0.01503,40,134014
13658,Floppy Heart,0.04168,40,167728
13659,Dreadful Remains,0.07617,40,211359
13660,Forlorn Orb,0.31581,80,514489
13661,Unnerving Sample,0.03459,30,158758
13662,Floppy Gelsack,0.39034,70,608777
13663,Dreadful Organs,0.12058,30,267526
13664,Writhing Lavae,0.05404,20,183365
13665,Lost Grubs,0.35477,100,563774
13666,Ghastly Jelly,0.06828,40,201379
13667,Twitching Gelsack,0.27606,80,464207
13668,Chilling Heart,0.3302,60,532692
13669,Crying Jelly,0.11437,50,259682
13670,Dreadful Coils,0.33786,60,542381
13671,Inverted Sphere,0.10229,30,244392
13672,Hypnotic Tentacle,0.43706,100,667870
13673,Crying Jelly,0.05047,20,178844
13674,Floppy Spores,0.98993,200,1367246
13675,Timeless Tentacle,0.04656,40,173899
13676,Abyssal Remains,0.04374,40,170332
13677,Ominous Tentacle,0.21991,110,393179
13678,Woebegotten Lavae,0.00787,20,124956
13679,Hopeless Grubs,0.07992,30,216101
13680,Writhing Sample,0.0143,50,133088
13681,Twitching Gelsack,0.01023,30,127935
13682,Grim Orb,0.04903,20,177027
13683,Lost Gem,0.1103,20,254532
13684,Hypnotic Sphere,0.10078,50,242483
13685,Eldritch Grubs,0.11672,50,262649
13686,Eerie Orb,0.39422,80,613684
13687,Abandoned Globe,0.05747,30,187704
13688,Timeless Spores,0.00659,40,123342
13689,Ghastly Worms,0.35639,110,565826
13690,Ghastly Sample,0.12132,40,268465
13691,Prismatic Eye,0.38328,70,599842
13692,Prismatic Worms,0.13488,40,285625
13693,Twitching Globe,0.23631,60,413928
13694,Haunted Sample,0.37945,70,594996
13695,Lost Remains,0.04191,50,168019
13696,Ominous Core,0.12171,40,268959
13697,Timeless Worms,0.28033,60,469610
13698,Eldritch Heart,0.11683,20,262788
13699,Grim Core,0.12284,40,270393
13700,Ominous Coils,0.27555,90,463563
13701,Frozen Jelly,0.1071,40,250483
13702,Ghastly Worms,0.03081,50,153973
13703,Whispering Sample,0.01349,30,132068
13704,Lost Worms,0.03224,40,155788
13705,Abyssal Jelly,0.10885,20,252699
13706,Crying Sphere,0.04886,30,176801
13707,Prismatic Heart,0.97696,210,1350836
13708,Haunted Tentacle,0.82042,280,1152818
13709,Abyssal Tentacle,0.04043,20,166141
13710,Whispering Orb,0.38679,80,604285
13711,Deathly Remains,0.0289,50,151561
13712,Dreadful Remains,0.35134,60,559434
13713,Deathly Coils,0.01395,50,132649
13714,Floppy Gelsack,0.10611,50,249232
13715,Timeless Heart,0.95607,210,1324411
13716,Crying Tentacle,0.12112,40,268216
13717,Lost Spores,0.02826,30,150744
13718,Abyssal Gelsack,0.03312,30,156892
13719,Eldritch Eye,0.20706,60,376924
13720,Hypnotic Jelly,0.00416,40,120257
13721,Dreadful Eye,0.10817,30,251828
13722,Abyssal Globe,0.10513,50,247983
13723,Woebegotten Coils,0.05061,50,179017
13724,Woebegotten Tentacle,0.40714,60,630027
13725,Gloaming Lavae,0.05973,50,190561
13726,Inverted Orb,0.02159,20,142310
13727,Dripping Tentacle,0.02805,50,150480
13728,Hopeless Worms,0.05979,30,190628
13729,Timeless Spores,0.09122,30,230397
13730,Frozen Gelsack,0.22267,60,396668
13731,Unnerving Jelly,0.00115,50,116452
13732,Abandoned Spores,0.18858,100,353547
13733,Inverted Grubs,0.13182,40,281751
13734,Abandoned Sample,0.33627,70,540371
13735,Eldritch Heart,0.12723,40,275941
13736,Timeless Globe,0.01737,30,136976
13737,Abandoned Globe,0.06545,40,197797
13738,Dreadful Organs,0.08712,20,225199
13739,Lost Bio-Anomaly,0.11158,40,256145
13740,Forlorn Organs,0.20361,80,372568
13741,Frozen Remains,0.00975,40,127334
13742,Forlorn Bio-Anomaly,0.04771,40,175348
13743,Haunted Remains,0.32113,70,521226
13744,Hypnotic Heart,0.01974,20,139972
13745,Timeless Core,0.00306,20,118875
13746,Ominous Coils,0.44569,70,678795
13747,Nightmarish Bio-Anomaly,0.39516,80,614867
13748,Forlorn Remains,0.07893,40,214840
13749,Hopeless Organs,0.11512,20,260626
13750,Impossible Sample,0.22626,90,401217
13751,Lost Orb,0.04241,50,168649
13752,Dreadful Gem,0.29988,90,494349
13753,Prismatic Heart,0.08241,40,219246
13754,Screaming Remains,0.23491,70,412156
13755,Frozen Grubs,0.19673,80,363866
13756,Writhing Sample,0.08646,20,224366
13757,Impossible Core,0.20902,90,379404
13758,Screaming Gem,0.37501,60,589375
13759,Grim Worms,0.0574,20,187605
13760,Hopeless Globe,0.05226,30,181114
13761,Floppy Gelsack,0.03271,30,156372
13762,Forlorn Sample,0.08931,20,227980
13763,Woebegotten Remains,0.04498,20,171902
13764,Haunted Sphere,0.27127,80,458154
13765,Twisted Gem,0.20852,100,378770
13766,Ominous Organs,0.11612,30,261890
13767,Twitching Grubs,0.32586,110,527206
13768,Abyssal Organs,0.40891,100,632267
13769,Nightmarish Orb,0.12925,40,278504
13770,Dripping Core,0.26432,90,449361
13771,Abandoned Worms,0.37961,100,595202
13772,Crying Organs,0.94481,280,1310166
13773,Imagined Jelly,0.26392,70,448853
13774,Ghastly Worms,0.27159,70,458551
13775,Dripping Organs,0.0092,20,126642
13776,Imagined Heart,0.25365,80,435869
13777,Writhing Sphere,0.33073,110,533374
13778,Twisted Globe,0.06168,50,193027
13779,Timeless Remains,0.03521,40,159546
13780,Frozen Globe,0.11083,30,255204
13781,Frozen Remains,0.25054,70,431935
13782,Deathly Organs,0.03901,40,164346
13783,Abandoned Spores,0.3759,90,590504
13784,Eerie Lavae,0.33071,70,533341
13785,Hopeless Bio-Anomaly,0.38422,110,601036
13786,Deathly Eye,0.00773,30,124783
13787,Eerie Heart,0.83045,200,1165507
13788,Chilling Organs,0.07079,20,204552
13789,Impossible Gelsack,0.28009,60,469310
13790,Unnerving Core,0.25144,60,433064
13791,Abyssal Tentacle,0.11167,40,256259
13792,Woebegotten Jelly,0.38132,110,597362
13793,Screaming Jelly,0.27992,100,469095
13794,Imagined Eye,0.01569,40,134844
13795,Nightmarish Bio-Anomaly,0.13264,30,282785
13796,Eerie Spores,0.20636,90,376043
13797,Whispering Heart,0.28038,100,469671
13798,Grim Gelsack,0.11302,30,257972
13799,Ominous Gelsack,0.35424,110,563113
13800,Frozen Globe,0.3394,60,544334
13801,Timeless Coils,0.41603,70,641276
13802,Deathly Globe,0.13397,20,284476
13803,Deathly Core,0.2377,100,415690
13804,Ominous Spores,0.89288,160,1244484
13805,Eldritch Sample,0.06591,50,198377
13806,Abandoned Jelly,0.05364,50,182856
13807,Woebegotten Eye,0.24533,60,425344
13808,Hopeless Organs,0.31218,100,509900
13809,Abandoned Eye,0.23648,110,414141
13810,Hopeless Core,0.02089,40,141427
13811,Impossible Jelly,0.4191,90,645150
13812,Abyssal Lavae,0.08587,40,223620
13813,Hopeless Organs,0.00629,40,122959
13814,Prismatic Tendril,0.00409,30,120179
13815,Twitching Sample,0.10884,30,252684
13816,Hopeless Gem,0.04287,30,169229
13817,Eldritch Tentacle,0.38975,80,608026
13818,Abandoned Tentacle,0.98508,190,1361106
13819,Twitching Jelly,0.0016,50,117025
13820,Screaming Gelsack,0.05464,40,184119
13821,Dripping Coils,0.19876,70,366430
13822,Lost Globe,0.05725,30,187417
13823,Screaming Eye,0.21918,100,392258
13824,Frozen Tendril,0.09298,40,232613
13825,Screaming Organs,0.20425,110,373373
13826,Prismatic Sample,0.38054,80,596378
13827,Imagined Worms,0.29115,80,483303
13828,Frozen Spores,0.10781,50,251383
13829,Twisted Tentacle,0.12427,50,272203
13830,Inverted Coils,0.36333,70,574607
13831,Hypnotic Lavae,0.06064,20,191706
13832,Timeless Worms,0.08868,20,227185
13833,Unnerving Organs,0.00514,20,121505
13834,Ghastly Remains,0.02052,30,140952
13835,Grim Tendril,0.12957,30,278900
13836,Frozen Bio-Anomaly,0.28513,70,475682
13837,Twisted Tendril,0.27216,90,459280
13838,Hopeless Worms,0.28441,70,474768
13839,Timeless Orb,0.27447,70,462203
13840,Ominous Orb,0.37571,60,590272
13841,Prismatic Core,0.06474,20,196901
13842,Prismatic Organs,0.05992,20,190793
13843,Abyssal Organs,0.06902,20,202305
13844,Ghastly Sample,0.11427,40,259546
13845,Writhing Tentacle,0.01072,20,128556
13846,Deathly Eye,0.28751,110,478690
13847,Prismatic Jelly,0.04239,30,168617
13848,Crying Spores,0.11525,20,260793
13849,Ghastly Jelly,0.00859,30,125866
13850,Ominous Remains,0.35845,110,568438
13851,Twitching Sample,0.02106,20,141645
13852,Twisted Worms,0.09652,30,237094
13853,Screaming Grubs,0.06799,20,201009
13854,Frozen Spores,0.39803,80,618498
13855,Ghastly Bio-Anomaly,0.05826,20,188696
13856,Dripping Tendril,0.35917,60,569342
13857,Grim Organs,0.35757,90,567318
13858,Unnerving Orb,0.13318,50,283469
13859,Crying Coils,0.37966,70,595260
13860,Frozen Worms,0.9669,210,1338115
13861,Hypnotic Gelsack,0.05958,20,190366
13862,Frozen Sphere,0.05769,20,187973
13863,Ominous Bio-Anomaly,0.07734,50,212833
13864,Deathly Globe,0.18964,80,354891
13865,Woebegotten Worms,0.23929,70,417694
13866,Woebegotten Lavae,0.13064,50,280255
13867,Hypnotic Sample,0.07781,50,213434
13868,Ghastly Worms,0.10378,30,246280
13869,Woebegotten Spores,0.1108,40,255164
13870,Chilling Lavae,0.00146,50,116849
13871,Unnerving Heart,0.36086,110,571486
13872,Gloaming Eye,0.04984,20,178052
13873,Dripping Sphere,0.03894,40,164262
13874,Ominous Sample,0.18372,60,347402
13875,Crying Coils,0.08453,50,221932
13876,Screaming Spores,0.23985,110,418412
13877,Hopeless Worms,0.31933,70,518953
13878,Eldritch Core,0.1289,40,278059
13879,Hopeless Tendril,0.05919,50,189873
13880,Writhing Heart,0.33138,100,534191
13881,Ominous Gelsack,0.0816,30,218221
13882,Haunted Grubs,0.23136,110,407668
13883,Dripping Eye,0.33451,100,538147
13884,Crying Eye,0.08552,30,223187
13885,Dreadful Organs,0.13418,50,284733
13886,Prismatic Eye,0.00282,30,118568
13887,Frozen Worms,0.04643,40,173727
13888,Inverted Sphere,0.06723,30,200041
13889,Prismatic Heart,0.38124,100,597265
13890,Eerie Gem,0.07123,30,205110
13891,Whispering Lavae,0.12074,30,267728
13892,Twisted Grubs,0.30624,100,502383
13893,Lost Bio-Anomaly,0.08873,40,227243
13894,Dripping Gelsack,0.05526,50,184902
13895,Lost Gelsack,0.3442,70,550403
13896,Deathly Coils,0.37893,80,594336
13897,Abyssal Coils,0.03258,50,156218
13898,Inverted Heart,0.07656,30,211841
13899,Ominous Worms,0.45303,80,688072
13900,Imagined Sample,0.04729,50,174816
13901,Eerie Spores,0.37152,100,584972
13902,Frozen Core,0.11641,30,262258
13903,Imagined Lavae,0.12077,30,267778
13904,Abandoned Organs,0.43374,60,663671
13905,Whispering Orb,0.10031,30,241894
13906,Frozen Eye,0.04986,30,178072
13907,Grim Core,0.40509,80,627433
13908,Haunted Gem,0.30293,60,498201
13909,Twitching Gelsack,0.21479,90,386701
13910,Forlorn Grubs,0.11745,30,263570
13911,Twisted Eye,0.74731,210,1060329
13912,Writhing Grubs,0.12364,40,271406
13913,Frozen Organs,0.11365,20,258768
13914,Whispering Heart,0.10499,50,247815
13915,Abandoned Globe,0.36268,100,573781
13916,Abandoned Lavae,0.35447,70,563399
13917,Twisted Tentacle,0.85204,210,1192813
13918,Hypnotic Gem,0.09517,30,235390
13919,Gloaming Worms,0.0886,40,227072
13920,Writhing Lavae,0.08641,40,224302
13921,Inverted Core,0.23625,80,413848
13922,Unnerving Lavae,0.43956,100,671036
13923,Lost Tendril,0.27374,80,461274
13924,Gloaming Coils,0.1158,40,261488
13925,Dripping Heart,0.20918,110,379610
13926,Writhing Sphere,0.11092,40,255311
13927,Eldritch Eye,0.11538,20,260956
13928,Abandoned Gem,0.10504,30,247875
13929,Impossible Tendril,0.9991,180,1378845
13930,Deathly Tentacle,0.05004,40,178299
13931,Imagined Spores,0.3971,70,617325
13932,Dripping Coils,0.40124,80,622566
13933,Abandoned Orb,0.06277,20,194402
13934,Timeless Grubs,0.056,20,185843
13935,Dripping Eye,0.01656,50,135946
13936,Twitching Spores,0.05545,50,185140
13937,Abyssal Core,0.24321,80,422651
13938,Whispering Tentacle,0.32872,80,530821
13939,Ominous Heart,0.07802,40,213693
13940,Screaming Tentacle,0.27592,100,464030
13941,Woebegotten Orb,0.05717,20,187324
13942,Grim Organs,0.00129,40,116634
13943,Grim Remains,0.04158,30,167601
13944,Abandoned Grubs,0.02868,40,151275
13945,Writhing Gem,0.08479,40,222257
13946,Abandoned Bio-Anomaly,0.10199,40,244012
13947,Crying Heart,0.30803,100,504649
13948,Prismatic Orb,0.03811,40,163212
13949,Lost Coils,0.02655,20,148582
13950,Abyssal Spores,0.0615,30,192798
13951,Timeless Lavae,0.09279,30,232380
13952,Haunted Spores,0.37383,90,587886
13953,Frozen Tentacle,0.0262,40,148138
13954,Screaming Sample,0.05887,30,189472
13955,Deathly Remains,0.02278,30,143822
13956,Woebegotten Jelly,0.22618,60,401115
13957,Deathly Gem,0.07777,30,213381
13958,Writhing Tentacle,0.00913,20,126552
13959,Grim Gelsack,0.09834,20,239398
13960,Crying Bio-Anomaly,0.33548,90,539374
13961,Unnerving Eye,0.12223,40,269624
13962,Hypnotic Bio-Anomaly,0.39548,60,615275
13963,Ghastly Spores,0.18445,60,348328
13964,Forlorn Heart,0.12604,30,274436
13965,Dripping Lavae,0.10796,40,251570
13966,Screaming Eye,0.19642,90,363471
13967,Floppy Orb,0.38729,70,604910
13968,Frozen Heart,0.1051,20,247953
13969,Whispering Gelsack,0.04852,20,176372
13970,Haunted Bio-Anomaly,0.91925,160,1277835
13971,Whispering Eye,0.0172,40,136760
13972,Abandoned Globe,0.0499,50,178123
13973,Chilling Core,0.11636,20,262190
13974,Hopeless Sphere,0.91687,190,1274830
13975,Crying Gem,0.12523,50,273418
13976,Forlorn Remains,0.00352,50,119448
13977,Floppy Sphere,0.00331,50,119186
13978,Twisted Jelly,0.25861,80,442137
13979,Haunted Tendril,0.13093,30,280623
13980,Forlorn Tentacle,0.2538,110,436050
13981,Timeless Tentacle,0.08564,20,223336
13982,Timeless Coils,0.33519,100,539008
13983,Abyssal Sample,0.09121,30,230382
13984,Floppy Core,0.03666,40,161380
13985,Hypnotic Worms,0.08555,40,223224
13986,Screaming Gem,0.24952,110,430635
13987,Unnerving Grubs,0.12107,20,268155
13988,Forlorn Tentacle,0.30292,60,498184
13989,Dreadful Worms,0.34279,80,548619
13990,Ghastly Bio-Anomaly,0.39075,110,609289
13991,Abandoned Tendril,0.07514,30,210052
13992,Inverted Core,0.45104,80,685559
13993,Deathly Gelsack,0.10105,20,242830
13994,Ominous Worms,0.29082,80,482881
13995,Inverted Globe,0.84896,200,1188914
13996,Gloaming Tendril,0.03734,50,162236
13997,Timeless Sample,0.43448,110,664609
