Seed	Name	Perfection	Product_Age	Product_Basevalue
16514	Dripping Worms	0.12995	20	279387
16515	Eerie Gelsack	0.36032	110	570795
16516	Frozen Jelly	0.0422	50	168376
16517	Unnerving Jelly	0.73883	210	1049611
16518	Screaming Jelly	0.88923	180	1239859
16519	Writhing Eye	0.10763	50	251155
16520	Gloaming Coils	0.08918	20	227805
16521	Twisted Coils	0.10125	40	243077
16522	Gloaming Sphere	0.42494	70	652537
16523	Unnerving Tentacle	0.44786	110	681531
16524	Whispering Orb	0.30484	80	500622
16525	Chilling Gelsack	0.00551	20	121970
16526	Grim Coils	0.34153	110	547028
16527	Dripping Organs	0.08359	50	220743
16528	Screaming Bio-Anomaly	0.11441	50	259730
16529	Abandoned Eye	0.12971	40	279077
16530	Eldritch Tentacle	0.13485	20	285589
16531	Woebegotten Organs	0.44769	70	681326
16532	Chilling Spores	0.09447	30	234505
16533	Forlorn Spores	0.03716	30	162003
16534	Eerie Bio-Anomaly	0.31887	80	518360
16535	Gloaming Organs	0.05772	40	188020
16536	Ominous Tendril	0.10135	20	243208
16537	Twitching Remains	0.31282	60	510712
16538	Frozen Heart	0.29336	90	486095
16539	Prismatic Orb	0.11397	30	259167
16540	Twisted Coils	0.362	110	572918
16541	Screaming Bio-Anomaly	0.08069	20	217067
16542	Gloaming Sphere	0.03576	20	160238
16543	Nightmarish Globe	0.08309	20	220105
16544	Writhing Coils	0.2532	60	435292
16545	Imagined Grubs	0.01651	40	135886
16546	Hopeless Coils	0.87779	270	1225387
16547	Abandoned Remains	0.10141	50	243281
16548	Dripping Gelsack	0.32086	70	520879
16549	Imagined Worms	0.39376	110	613094
16550	Hopeless Remains	0.21982	90	393063
16551	Nightmarish Tendril	0.00045	20	115564
16552	Imagined Core	0.06174	40	193102
16553	Twitching Worms	0.06293	50	194601
16554	Eldritch Spores	0.34296	60	548840
16555	Imagined Gem	0.35905	110	569197
16556	Woebegotten Spores	0.36747	100	579842
16557	Frozen Tentacle	0.2083	80	378502
16558	Dripping Sphere	0.25548	100	438173
16559	Prismatic Jelly	0.27159	70	458552
16560	Impossible Tendril	0.4297	80	658564
16561	Frozen Grubs	0.09067	40	229695
16562	Hopeless Grubs	0.42783	60	656193
16563	Abyssal Eye	0.18521	110	349287
16564	Writhing Globe	0.08715	20	225242
16565	Prismatic Core	0.01117	30	129132
16566	Eldritch Globe	0.45374	70	688973
16567	Prismatic Sample	0.06485	30	197039
16568	Screaming Lavae	0.04736	30	174915
16569	Unnerving Core	0.2903	100	482230
16570	Timeless Gem	0.12665	40	275206
16571	Gloaming Eye	0.08659	20	224532
16572	Screaming Orb	0.21351	60	385085
16573	Timeless Orb	0.12014	50	266972
16574	Twitching Eye	0.04291	30	169283
16575	Hypnotic Tendril	0.03844	30	163623
16576	Impossible Eye	0.92231	290	1281712
16577	Timeless Sample	0.77327	160	1093170
16578	Ghastly Remains	0.19548	100	362276
16579	Deathly Heart	0.09353	50	233318
16580	Prismatic Tendril	0.34357	100	549616
16581	Eerie Core	0.45086	60	685334
16582	Lost Worms	0.37869	80	594037
16583	Floppy Coils	0.02678	20	148881
16584	Deathly Grubs	0.27438	110	462091
16585	Ghastly Spores	0.18202	100	345258
16586	Abandoned Worms	0.1359	20	286910
16587	Chilling Grubs	0.40472	60	626962
16588	Grim Bio-Anomaly	0.43013	100	659106
16589	Twitching Worms	0.98668	150	1363138
16590	Haunted Worms	0.08381	20	221021
16591	Timeless Gelsack	0.94316	200	1308084
16592	Unnerving Bio-Anomaly	0.23363	110	410536
16593	Chilling Globe	0.31075	100	508090
16594	Whispering Organs	0.41272	90	637078
16595	Gloaming Globe	0.04196	20	168084
16596	Abyssal Heart	0.03555	40	159975
16597	Ominous Jelly	0.11506	30	260550
16598	Abandoned Tendril	0.20284	70	371583
16599	Writhing Tendril	0.02919	40	151926
16600	Ominous Gem	0.10637	40	249550
16601	Deathly Worms	0.23537	80	412745
16602	Writhing Grubs	0.13245	50	282553
16603	Twisted Heart	0.10962	50	253664
16604	Deathly Sphere	0.08341	50	220514
16605	Floppy Sample	0.04856	30	176433
16606	Grim Gelsack	0.12281	40	270354
16607	Chilling Grubs	0.05843	20	188908
16608	Deathly Gem	0.01284	30	131247
16609	Abyssal Gelsack	0.31868	60	518131
16610	Chilling Heart	0.44606	70	679259
16611	Screaming Heart	0.0482	50	175975
16612	Whispering Gem	0.24463	70	424458
16613	Floppy Coils	0.07742	20	212932
16614	Ominous Spores	0.12674	50	275321
16615	Forlorn Sphere	0.0715	50	205449
16616	Timeless Bio-Anomaly	0.27495	60	462809
16617	Twitching Lavae	0.02323	30	144387
16618	Timeless Jelly	0.07946	20	215510
16619	Hypnotic Jelly	0.19694	100	364130
16620	Abandoned Worms	0.0909	20	229986
16621	Whispering Tentacle	0.06396	40	195910
16622	Nightmarish Remains	0.19131	100	357006
16623	Frozen Lavae	0.43113	110	660369
16624	Eerie Orb	0.1126	40	257432
16625	Forlorn Grubs	0.01529	20	134339
16626	Frozen Grubs	0.10315	50	245483
16627	Frozen Heart	0.45433	100	689720
16628	Screaming Sphere	0.07205	40	206138
16629	Grim Eye	0.36041	100	570914
16630	Timeless Heart	0.27053	80	457211
16631	Twitching Bio-Anomaly	0.10528	30	248175
16632	Twitching Bio-Anomaly	0.1188	30	265278
16633	Twitching Globe	0.00691	40	123740
16634	Deathly Coils	0.30362	80	499072
16635	Grim Sphere	0.43238	110	661951
16636	Screaming Coils	0.26365	80	448513
16637	Ominous Sample	0.31778	110	516985
16638	Woebegotten Coils	0.33986	90	544911
16639	Abandoned Grubs	0.06494	30	197153
16640	Eldritch Coils	0.12764	50	276465
16641	Floppy Tentacle	0.40486	80	627135
16642	Woebegotten Grubs	0.0795	40	215567
16643	Grim Jelly	0.34626	110	553015
16644	Prismatic Coils	0.2456	110	425680
16645	Woebegotten Eye	0.1035	20	245924
16646	Nightmarish Bio-Anomaly	0.28704	100	478107
16647	Hopeless Sample	0.35079	60	558747
16648	Hopeless Gelsack	0.00442	50	120590
16649	Eerie Jelly	0.13157	50	281431
16650	Imagined Tendril	0.07262	20	206866
16651	Abandoned Orb	0.44209	70	674235
16652	Eldritch Gelsack	0.92346	250	1283166
16653	Impossible Sphere	0.11134	20	255839
16654	Timeless Bio-Anomaly	0.05171	20	180408
16655	Lost Sample	0.87668	220	1223982
16656	Unnerving Remains	0.25905	70	442699
16657	Dripping Worms	0.72836	150	1036360
16658	Twitching Tendril	0.88885	180	1239381
16659	Inverted Tendril	0.36359	70	574932
16660	Chilling Remains	0.31184	110	509474
16661	Twisted Globe	0.36823	100	580801
16662	Abyssal Gelsack	0.06462	50	196740
16663	Abandoned Coils	0.4463	70	679560
16664	Frozen Core	0.13546	50	286353
16665	Imagined Orb	0.35115	70	559200
16666	Deathly Tendril	0.11781	40	264026
16667	Lost Sample	0.00209	50	117641
16668	Woebegotten Organs	0.02297	50	144060
16669	Ominous Worms	0.10086	50	242590
16670	Ghastly Sample	0.21391	110	385589
16671	Impossible Globe	0.12768	50	276507
16672	Deathly Eye	0.40824	90	631415
16673	Prismatic Grubs	0.0474	20	174954
16674	Woebegotten Coils	0.09768	50	238559
16675	Gloaming Core	0.05739	40	187597
16676	Twitching Sphere	0.12011	30	266934
16677	Abandoned Core	0.30881	110	505638
16678	Eldritch Jelly	0.05025	40	178565
16679	Ghastly Remains	0.28682	80	477821
16680	Writhing Bio-Anomaly	0.12719	20	275890
16681	Prismatic Grubs	0.28978	70	481563
16682	Abyssal Jelly	0.10834	30	252054
16683	Woebegotten Organs	0.31879	90	518267
16684	Imagined Lavae	0.26064	90	444702
16685	Deathly Lavae	0.12845	50	277489
16686	Prismatic Orb	0.24532	90	425324
16687	Grim Sphere	0.83743	220	1174339
16688	Dreadful Core	0.4309	80	660078
16689	Twitching Spores	0.2675	100	453381
16690	Inverted Gem	0.42427	90	651693
16691	Haunted Tentacle	0.08372	30	220901
16692	Abandoned Gelsack	0.04994	30	178174
16693	Nightmarish Organs	0.07814	50	213852
16694	Prismatic Core	0.08544	30	223075
16695	Impossible Globe	0.06476	40	196917
16696	Unnerving Core	0.04132	40	167273
16697	Forlorn Jelly	0.00429	50	120428
16698	Impossible Core	0.39959	70	620469
16699	Woebegotten Eye	0.07925	30	215250
16700	Screaming Heart	0.1344	30	285012
16701	Crying Core	0.4411	70	672984
16702	Twitching Sample	0.09459	40	234655
16703	Deathly Orb	0.98114	160	1356122
16704	Lost Core	0.06041	20	191412
16705	Dreadful Gelsack	0.12027	20	267145
16706	Ominous Sample	0.25591	70	438720
16707	Hopeless Tentacle	0.06448	40	196568
16708	Dripping Lavae	0.11137	50	255876
16709	Haunted Tendril	0.39949	60	620353
16710	Imagined Gelsack	0.11404	50	259257
16711	Abandoned Spores	0.00046	20	115577
16712	Screaming Bio-Anomaly	0.03024	50	153258
16713	Inverted Tendril	0.10604	20	249137
16714	Eldritch Organs	0.41896	110	644971
16715	Ominous Gelsack	0.34076	100	546056
16716	Chilling Gem	0.01657	50	135964
16717	Eerie Sample	0.01021	20	127911
16718	Hypnotic Orb	0.05813	20	188533
16719	Prismatic Organs	0.11775	50	263957
16720	Chilling Grubs	0.76794	270	1086436
16721	Woebegotten Heart	0.12533	20	273539
16722	Lost Worms	0.02175	40	142518
16723	Woebegotten Tentacle	0.0457	20	172807
16724	Eldritch Organs	0.09504	40	235229
16725	Forlorn Core	0.26136	100	445619
16726	Dripping Spores	0.06248	20	194037
16727	Lost Organs	0.0301	20	153079
16728	Whispering Grubs	0.10583	30	248868
16729	Unnerving Heart	0.12908	40	278287
16730	Timeless Eye	0.04172	40	167776
16731	Ghastly Jelly	0.01037	50	128118
16732	Frozen Organs	0.3741	90	588230
16733	Lost Eye	0.90269	280	1256890
16734	Imagined Orb	0.13414	40	284679
16735	Ghastly Sample	0.08909	40	227698
16736	Crying Heart	0.00572	50	122236
16737	Crying Worms	0.29786	80	491783
16738	Haunted Jelly	0.07834	50	214098
16739	Crying Sphere	0.01823	50	138063
16740	Eerie Grubs	0.12248	20	269933
16741	Frozen Core	0.12216	30	269534
16742	Dripping Gelsack	0.44562	100	678704
16743	Ghastly Tentacle	0.12622	30	274667
16744	Prismatic Coils	0.12716	40	275859
16745	Frozen Heart	0.00317	30	119015
16746	Prismatic Coils	0.08591	20	223669
16747	Twisted Orb	0.01543	20	134521
16748	Writhing Heart	0.19936	60	367185
16749	Deathly Coils	0.37188	70	585420
16750	Screaming Gem	0.3103	70	507529
16751	Ominous Jelly	0.23111	70	407347
16752	Eldritch Tentacle	0.07575	20	210828
16753	Deathly Gem	0.06814	40	201198
16754	Forlorn Jelly	0.03642	30	161072
16755	Forlorn Orb	0.00359	20	119535
16756	Twitching Globe	0.02176	30	142525
16757	Ominous Bio-Anomaly	0.1896	60	354845
16758	Chilling Sample	0.05476	20	184267
16759	Woebegotten Gem	0.22194	80	395746
16760	Inverted Spores	0.0307	50	153835
16761	Inverted Sample	0.1223	50	269704
16762	Floppy Grubs	0.11042	20	254676
16763	Lost Sphere	0.02486	20	146445
16764	Imagined Sphere	0.25368	70	435896
16765	Inverted Spores	0.31747	90	516598
16766	Chilling Remains	0.40138	70	622739
16767	Crying Core	0.047	20	174459
16768	Gloaming Coils	0.1217	30	268950
16769	Ghastly Organs	0.03372	20	157652
16770	Whispering Orb	0.03645	40	161110
16771	Twitching Core	0.08429	50	221628
16772	Hypnotic Sample	0.09489	20	235031
16773	Frozen Grubs	0.10551	50	248464
16774	Gloaming Bio-Anomaly	0.05056	20	178957
16775	Frozen Sphere	0.20737	70	377321
16776	Abandoned Sample	0.39203	70	610905
16777	Haunted Grubs	0.05081	20	179273
16778	Abyssal Globe	0.02507	50	146710
16779	Screaming Tentacle	0.2488	80	429725
16780	Crying Tentacle	0.11579	50	261475
16781	Woebegotten Sample	0.05196	50	180724
16782	Ghastly Worms	0.2018	110	370272
16783	Whispering Gem	0.11331	20	258341
16784	Twitching Tentacle	0.41873	70	644688
16785	Whispering Spores	0.12742	30	276190
16786	Chilling Heart	0.04172	30	167774
16787	Forlorn Remains	0.97559	300	1349107
16788	Frozen Core	0.3227	70	523204
16789	Abyssal Heart	0.34189	80	547487
16790	Writhing Orb	0.19153	100	357277
16791	Prismatic Tendril	0.30466	110	500384
16792	Ghastly Core	0.97563	150	1349150
16793	Timeless Remains	0.068	50	201024
16794	Inverted Bio-Anomaly	0.0646	40	196715
16795	Screaming Sphere	0.02114	50	141739
16796	Eldritch Gelsack	0.44975	60	683928
16797	Ghastly Gelsack	0.10471	40	247457
16798	Twitching Grubs	0.12504	40	273174
16799	Nightmarish Remains	0.31592	100	514629
16800	Hopeless Lavae	0.20505	90	374380
16801	Hopeless Worms	0.38221	70	598491
16802	Eldritch Bio-Anomaly	0.05468	50	184169
16803	Deathly Bio-Anomaly	0.36308	110	574285
16804	Lost Orb	0.06588	50	198340
16805	Imagined Globe	0.02033	40	140714
16806	Nightmarish Globe	0.11635	30	262182
16807	Floppy Organs	0.95184	220	1319064
16808	Chilling Sample	0.33585	110	539846
16809	Forlorn Lavae	0.04878	20	176702
16810	Ghastly Gem	0.26507	60	450303
16811	Nightmarish Organs	0.82152	270	1154204
16812	Screaming Grubs	0.07103	40	204852
16813	Deathly Worms	0.10465	50	247376
16814	Whispering Heart	0.05961	30	190405
16815	Ominous Orb	0.00843	50	125667
16816	Floppy Orb	0.12009	30	266909
16817	Prismatic Coils	0.30865	110	505438
16818	Dripping Grubs	0.01909	40	139151
16819	Dripping Heart	0.07465	30	209436
16820	Floppy Spores	0.11237	40	257145
16821	Impossible Eye	0.26013	90	444055
16822	Imagined Worms	0.05726	40	187428
16823	Impossible Sphere	0.2608	60	444902
16824	Eerie Worms	0.10722	50	250629
16825	Forlorn Tentacle	0.27946	80	468513
16826	Screaming Sample	0.78491	180	1107895
16827	Dripping Tentacle	0.00217	20	117745
16828	Haunted Worms	0.41972	80	645942
16829	Twitching Sphere	0.32222	110	522602
16830	Eldritch Sample	0.98187	300	1357048
16831	Hopeless Bio-Anomaly	0.19313	60	359311
16832	Twitching Sphere	0.00731	50	124241
16833	Imagined Remains	0.06616	20	198697
16834	Chilling Orb	0.29955	110	493927
16835	Chilling Jelly	0.23559	90	413017
16836	Ominous Gelsack	0.20826	80	378447
16837	Crying Gem	0.23474	110	411948
16838	Gloaming Remains	0.06466	40	196793
16839	Prismatic Gem	0.02688	40	148997
16840	Chilling Bio-Anomaly	0.96261	200	1332679
16841	Ominous Core	0.06099	30	192146
16842	Grim Grubs	0.42355	80	650782
16843	Haunted Spores	0.08586	50	223616
16844	Chilling Tendril	0.29909	80	493338
16845	Ominous Worms	0.43287	60	662569
16846	Grim Coils	0.2512	80	432766
16847	Timeless Grubs	0.32924	60	531481
16848	Ghastly Eye	0.00878	40	126112
16849	Imagined Globe	0.04954	40	177661
16850	Impossible Eye	0.10786	50	251439
16851	Imagined Gelsack	0.05021	50	178516
16852	Inverted Lavae	0.32193	110	522238
16853	Abandoned Orb	0.27868	100	467530
16854	Floppy Coils	0.03707	40	161887
16855	Whispering Remains	0.06308	20	194793
16856	Inverted Coils	0.12327	50	270936
16857	Abyssal Grubs	0.04193	20	168038
16858	Dripping Worms	0.30021	110	494759
16859	Gloaming Gem	0.04531	20	172317
16860	Eerie Coils	0.06081	40	191926
16861	Floppy Gem	0.10984	30	253941
16862	Frozen Globe	0.08918	20	227810
16863	Inverted Coils	0.04764	20	175261
16864	Eldritch Tendril	0.34602	70	552707
16865	Twisted Gem	0.29624	90	489743
16866	Dripping Spores	0.07483	30	209653
16867	Abyssal Bio-Anomaly	0.00011	20	115138
16868	Frozen Orb	0.45246	60	687355
16869	Abandoned Globe	0.06608	50	198585
16870	Grim Core	0.43927	80	670668
16871	Lost Spores	0.09133	30	230533
16872	Gloaming Remains	0.13235	40	282426
16873	Nightmarish Sample	0.09862	40	239747
16874	Abyssal Jelly	0.0205	40	140935
16875	Dreadful Lavae	0.02746	40	149735
16876	Frozen Globe	0.10508	30	247920
16877	Whispering Eye	0.27587	70	463975
16878	Floppy Remains	0.12105	30	268130
16879	Eerie Core	0.07896	30	214886
16880	Eldritch Gem	0.00087	50	116101
16881	Writhing Jelly	0.38391	100	600645
16882	Dreadful Globe	0.18433	80	348180
16883	Abandoned Lavae	0.08294	50	219915
16884	Abyssal Core	0.31614	70	514906
16885	Crying Grubs	0.18218	90	345458
16886	Ominous Remains	0.41706	100	642580
16887	Lost Globe	0.10095	50	242704
16888	Chilling Tendril	0.03057	40	153675
16889	Frozen Spores	0.26854	80	454698
16890	Crying Spores	0.31394	110	512132
16891	Whispering Spores	0.06522	40	197496
16892	Crying Tendril	0.33047	80	533041
16893	Twitching Lavae	0.00195	50	117462
16894	Abandoned Coils	0.08698	30	225030
16895	Writhing Sample	0.34439	100	550643
16896	Ominous Coils	0.05822	30	188647
16897	Chilling Eye	0.22052	70	393949
16898	Timeless Gelsack	0.05208	30	180882
16899	Twisted Bio-Anomaly	0.1846	80	348512
16900	Inverted Core	0.05101	40	179521
16901	Chilling Sample	0.09527	50	235516
16902	Impossible Gelsack	0.06943	30	202823
16903	Prismatic Gelsack	0.25458	60	437042
16904	Twisted Spores	0.41189	60	636030
16905	Abyssal Organs	0.10422	50	246839
16906	Hopeless Bio-Anomaly	0.04036	40	166060
16907	Hypnotic Remains	0.02359	20	144842
16908	Abandoned Coils	0.24676	70	427144
16909	Abandoned Worms	0.11671	20	262641
16910	Grim Gelsack	0.31659	90	515484
16911	Dripping Tentacle	0.0915	40	230752
16912	Screaming Globe	0.00931	30	126777
16913	Woebegotten Spores	0.11026	30	254475
16914	Frozen Globe	0.06605	40	198555
16915	Dripping Remains	0.77772	170	1098797
16916	Floppy Bio-Anomaly	0.05855	40	189065
16917	Impossible Grubs	0.10448	50	247168
16918	Haunted Remains	0.08432	20	221660
16919	Eldritch Eye	0.03275	20	156434
16920	Hopeless Sphere	0.06068	30	191759
16921	Twisted Heart	0.41222	100	636456
16922	Crying Sample	0.02755	30	149845
16923	Whispering Bio-Anomaly	0.34904	70	556532
16924	Impossible Eye	0.01702	20	136529
16925	Abyssal Spores	0.30689	110	503208
16926	Ghastly Eye	0.12042	50	267331
16927	Eldritch Gelsack	0.4211	90	647689
16928	Forlorn Jelly	0.04732	20	174859
16929	Chilling Heart	0.34076	60	546055
16930	Abandoned Gem	0.41994	80	646219
16931	Imagined Grubs	0.38824	60	606120
16932	Hopeless Core	0.10491	30	247712
16933	Twisted Jelly	0.07841	50	214184
16934	Hopeless Core	0.42984	60	658745
16935	Forlorn Heart	0.03348	40	157352
16936	Hopeless Globe	0.03126	50	154547
16937	Twisted Eye	0.12252	50	269980
16938	Writhing Spores	0.11404	30	259260
16939	Dreadful Core	0.09416	40	234115
16940	Dripping Tentacle	0.0854	20	223029
16941	Unnerving Tentacle	0.03629	30	160903
16942	Twitching Lavae	0.08174	20	218397
16943	Dripping Remains	0.00097	20	116230
16944	Dripping Sphere	0.04817	30	175929
16945	Ominous Globe	0.1135	20	258571
16946	Hopeless Tendril	0.4192	80	645285
16947	Floppy Orb	0.18732	80	351951
16948	Dreadful Eye	0.02815	40	150608
16949	Dreadful Coils	0.29062	80	482635
16950	Abyssal Orb	0.42982	70	658718
16951	Forlorn Heart	0.07924	40	215242
16952	Dripping Sphere	0.10706	20	250432
16953	Dreadful Bio-Anomaly	0.34352	80	549549
16954	Abyssal Bio-Anomaly	0.02976	40	152647
16955	Frozen Remains	0.23703	80	414845
16956	Gloaming Worms	0.41875	80	644716
16957	Crying Orb	0.23402	60	411031
16958	Grim Sample	0.11752	50	263658
16959	Eldritch Organs	0.85129	150	1191873
16960	Prismatic Eye	0.24473	80	424585
16961	Dreadful Gelsack	0.29577	90	489142
16962	Frozen Heart	0.25934	80	443067
16963	Forlorn Orb	0.06378	50	195686
16964	Abyssal Grubs	0.02954	30	152362
16965	Timeless Sphere	0.07002	50	203579
16966	Chilling Spores	0.11987	50	266628
16967	Dreadful Core	0.0041	40	120186
16968	Lost Gem	0.01359	40	132187
16969	Eldritch Worms	0.06504	20	197274
16970	Hypnotic Remains	0.44909	90	683085
16971	Ominous Grubs	0.10611	40	249229
16972	Unnerving Gem	0.03249	40	156103
16973	Timeless Gelsack	0.02442	50	145885
16974	Crying Organs	0.10496	30	247769
16975	Eerie Sample	0.10117	20	242980
16976	Floppy Tendril	0.01523	30	134265
16977	Frozen Eye	0.24406	110	423730
16978	Writhing Core	0.05826	30	188697
16979	Frozen Coils	0.38236	100	598683
16980	Forlorn Coils	0.27869	90	467537
16981	Inverted Jelly	0.77168	190	1091157
16982	Ghastly Worms	0.03849	50	163691
16983	Abyssal Organs	0.40128	110	622615
16984	Abandoned Gelsack	0.38935	80	607526
16985	Writhing Remains	0.00922	50	126661
16986	Hypnotic Tentacle	0.08263	30	219521
16987	Dripping Jelly	0.81339	170	1143925
16988	Abyssal Tentacle	0.23835	100	416507
16989	Twisted Grubs	0.04272	30	169041
16990	Twisted Eye	0.29147	80	483701
16991	Hypnotic Lavae	0.05593	50	185753
16992	Dripping Sample	0.44069	60	672467
16993	Hypnotic Globe	0.90448	260	1259158
16994	Hypnotic Sample	0.19656	70	363643
16995	Frozen Jelly	0.94751	210	1313586
16996	Crying Jelly	0.04133	30	167285
16997	Dripping Jelly	0.01868	40	138631
16998	Eerie Gem	0.45079	90	685243
16999	Hopeless Organs	0.20606	60	375668
17000	Abyssal Coils	0.21767	80	390346
17001	Abandoned Bio-Anomaly	0.4438	110	676398
17002	Ominous Core	0.01553	40	134647
17003	Impossible Sample	0.12294	20	270516
17004	Imagined Orb	0.40072	110	621900
17005	Twisted Coils	0.11139	50	255909
17006	Ghastly Tentacle	0.0062	50	122840
17007	Frozen Orb	0.05423	30	183606
17008	Crying Core	0.06374	40	195624
17009	Nightmarish Tentacle	0.96981	260	1341794
17010	Eerie Gem	0.41638	110	641716
17011	Hypnotic Lavae	0.1328	30	282986
17012	Eerie Tentacle	0.02207	50	142916
17013	Imagined Tendril	0.02087	40	141394
17014	Whispering Tendril	0.04709	30	174567
17015	Frozen Gelsack	0.33126	110	534034
17016	Abyssal Sphere	0.26622	90	451768
17017	Inverted Bio-Anomaly	0.27726	70	465732
17018	Hopeless Worms	0.07509	30	209986
17019	Forlorn Worms	0.40558	80	628054
17020	Crying Gem	0.814	250	1144690
17021	Twisted Bio-Anomaly	0.02738	20	149640
17022	Impossible Heart	0.07445	20	209172
17023	Crying Tentacle	0.36368	90	575046
17024	Twisted Sample	0.78893	260	1112984
17025	Frozen Organs	0.38716	70	604752
17026	Chilling Grubs	0.05229	50	181150
17027	Abyssal Lavae	0.05702	20	187124
17028	Forlorn Coils	0.29034	90	482275
17029	Grim Organs	0.33412	100	537650
17030	Ominous Spores	0.20399	110	373049
17031	Woebegotten Gelsack	0.93465	190	1297321
17032	Floppy Globe	0.03643	40	161079
17033	Imagined Spores	0.79983	300	1126776
17034	Dripping Lavae	0.37336	100	587296
17035	Grim Tentacle	0.07158	50	205548
17036	Hypnotic Tendril	0.11499	30	260460
17037	Writhing Grubs	0.08418	40	221486
17038	Inverted Lavae	0.28352	60	473653
17039	Writhing Bio-Anomaly	0.05601	30	185856
17040	Lost Core	0.00289	50	118659
17041	Eerie Orb	0.09052	50	229511
17042	Chilling Tentacle	0.31326	90	511269
17043	Chilling Tentacle	0.34414	100	550331
17044	Dreadful Gem	0.01557	50	134694
17045	Writhing Tentacle	0.25789	60	441221
17046	Hypnotic Remains	0.41273	100	637102
17047	Whispering Eye	0.11119	20	255651
17048	Deathly Remains	0.34277	110	548598
17049	Nightmarish Gem	0.11331	20	258331
17050	Screaming Bio-Anomaly	0.07997	50	216163
17051	Twitching Spores	0.05936	40	190091
17052	Hypnotic Gem	0.07028	30	203909
17053	Twisted Organs	0.12754	40	276331
17054	Deathly Bio-Anomaly	0.10488	20	247670
17055	Gloaming Organs	0.91773	280	1275916
17056	Gloaming Grubs	0.02075	50	141248
17057	Hypnotic Remains	0.40332	110	625199
17058	Ghastly Gelsack	0.39098	80	609583
17059	Forlorn Jelly	0.05984	50	190693
17060	Nightmarish Core	0.03597	40	160506
17061	Impossible Spores	0.05149	30	180131
17062	Unnerving Bio-Anomaly	0.02026	30	140631
17063	Hypnotic Bio-Anomaly	0.45116	90	685712
17064	Haunted Globe	0.19455	110	361100
17065	Frozen Heart	0.09144	40	230673
17066	Hopeless Grubs	0.11412	20	259361
17067	Writhing Gem	0.10806	40	251693
17068	Dripping Sphere	0.05933	30	190049
17069	Dripping Organs	0.09287	30	232473
17070	Nightmarish Sphere	0.13005	20	279515
17071	Deathly Gem	0.42853	70	657080
17072	Whispering Worms	0.28333	80	473404
17073	Imagined Remains	0.00124	20	116570
17074	Nightmarish Orb	0.0931	50	232776
17075	Haunted Sphere	0.23244	60	409035
17076	Lost Sample	0.13169	30	281591
17077	Timeless Worms	0.91834	160	1276689
17078	Twitching Remains	0.03276	40	156446
17079	Floppy Gelsack	0.39589	70	615790
17080	Crying Orb	0.3973	100	617584
17081	Hopeless Sample	0.03832	30	163470
17082	Whispering Core	0.40897	100	632340
17083	Gloaming Remains	0.04136	20	167325
17084	Unnerving Organs	0.04263	30	168921
17085	Woebegotten Bio-Anomaly	0.07959	20	215674
17086	Whispering Heart	0.02127	50	141904
17087	Floppy Sample	0.0402	40	165849
17088	Abandoned Sphere	0.28895	80	480511
17089	Crying Spores	0.01603	20	135283
17090	Crying Gelsack	0.02298	40	144070
17091	Screaming Remains	0.01733	40	136928
17092	Lost Core	0.23407	80	411099
17093	Eerie Organs	0.10245	20	244601
17094	Gloaming Globe	0.0997	20	241115
17095	Eerie Remains	0.07946	30	215512
17096	Whispering Tentacle	0.32729	100	529010
17097	Impossible Heart	0.00381	20	119825
17098	Ghastly Tentacle	0.01682	30	136273
17099	Ominous Gem	0.09309	50	232761
17100	Woebegotten Lavae	0.1223	40	269702
17101	Hopeless Sphere	0.34025	90	545411
17102	Screaming Gelsack	0.11465	20	260036
17103	Inverted Core	0.19446	80	360987
17104	Dreadful Core	0.12017	40	267012
17105	Eerie Gelsack	0.08385	50	221071
17106	Eldritch Coils	0.03502	40	159304
17107	Haunted Grubs	0.08353	40	220663
17108	Abandoned Sphere	0.13453	40	285172
17109	Inverted Eye	0.12154	50	268750
17110	Ominous Globe	0.38777	100	605526
17111	Unnerving Spores	0.03379	20	157747
17112	Impossible Orb	0.10644	50	249640
17113	Ghastly Spores	0.38876	90	606774
17114	Forlorn Heart	0.3099	100	507024
17115	Gloaming Gem	0.11602	40	261758
17116	Abyssal Core	0.34246	70	548200
17117	Hypnotic Sphere	0.06057	20	191626
17118	Nightmarish Organs	0.00905	30	126448
17119	Lost Remains	0.01804	50	137819
17120	Hopeless Organs	0.02245	20	143393
17121	Crying Coils	0.07167	30	205657
17122	Frozen Remains	0.75078	220	1064726
17123	Hypnotic Globe	0.09922	30	240514
17124	Twisted Remains	0.20703	90	376889
17125	Timeless Organs	0.81822	200	1150033
17126	Inverted Lavae	0.33738	70	541782
17127	Ominous Gem	0.37658	60	591362
17128	Twisted Worms	0.41864	110	644578
17129	Haunted Coils	0.11518	20	260701
17130	Ominous Sample	0.01567	20	134817
17131	Dripping Eye	0.08245	30	219298
17132	Nightmarish Jelly	0.08333	50	220409
17133	Timeless Organs	0.25569	110	438440
17134	Floppy Sample	0.23392	80	410907
17135	Haunted Jelly	0.06474	50	196897
17136	Dreadful Bio-Anomaly	0.34029	90	545462
17137	Dripping Orb	0.03122	20	154496
17138	Twisted Globe	0.07187	50	205917
17139	Abyssal Eye	0.41579	90	640968
17140	Unnerving Worms	0.32599	90	527372
17141	Timeless Grubs	0.06994	20	203470
17142	Crying Worms	0.00631	50	122981
17143	Forlorn Tentacle	0.11326	40	258276
17144	Abyssal Grubs	0.24905	110	430050
