sep=,
Seed,Name,Perfection,Ship_PulseDrive_MiniJumpFuelSpending,Ship_Boost,Ship_BoostManeuverability
19131,Sticky Chamber,0.125,,,+2%
19132,Congealed Trunk Tissue,0.25,,,+3%
19133,Slimy Vessel,0.25,,+3%,
19134,Congealed Heart Lump,0.125,,,+2%
19135,Gooey Blood Pump,0.375,,+4%,
19136,Gooey Ventricle,0.75,+10%,,+3%
19137,Congealed Aorta,0.0,+6%,,
19138,Congealed Thorax,0.25,+8%,,
19139,Slimy Aorta,0.5,,+5%,
19140,Pungent Trunk Tissue,0.5,,+5%,
19141,Slimy Heart Lump,0.5,,,+5%
19142,Congealed Ventricle,0.5,+10%,,
19143,Slimy Heart Lump,0.125,+7%,,
19144,Gooey Thorax,0.125,,,+2%
19145,Congealed Aorta,0.125,+6%,+2%,
19146,Congealed Vessel,0.0,,,+1%
19147,Sticky Ventricle,0.125,,+2%,
19148,Congealed Trunk Tissue,0.5,+9%,+2%,
19149,Gooey Chamber,0.125,,+2%,
19150,Sticky Chamber,0.125,+6%,+2%,
19151,Sticky Ventricle,0.5,,+5%,
19152,Gooey Thorax,0.625,+9%,,+3%
19153,Slimy Blood Sac,0.25,,,+3%
19154,Gooey Blood Sac,0.375,,+4%,
19155,Slimy Aorta,0.375,,,+4%
19156,Slimy Trunk Tissue,0.25,,+3%,
19157,Sticky Aorta,0.125,,+2%,
19158,Sticky Vessel,0.125,,+2%,
19159,Pungent Ventricle,0.5,+10%,,
19160,Sticky Vessel,0.125,+6%,+2%,
19161,Pungent Thorax,0.375,,,+4%
19162,Sticky Thorax,0.125,,,+2%
19163,Sticky Ventricle,0.125,,,+2%
19164,Pungent Muscle,0.25,,+3%,
19165,Congealed Muscle,0.125,,+2%,
19166,Gooey Vessel,0.125,,,+2%
19167,Slimy Aorta,0.125,+7%,,
19168,Congealed Ventricle,0.5,,+5%,
19169,Congealed Ventricle,0.375,+8%,+2%,
19170,Gooey Blood Pump,0.5,+10%,,
19171,Sticky Thorax,0.5,+10%,,
19172,Sticky Vessel,0.0,+6%,,
19173,Congealed Vessel,0.25,+7%,,+2%
19174,Sticky Thorax,0.125,,,+2%
19175,Sticky Blood Sac,0.125,+6%,,+2%
19176,Slimy Vessel,0.0,+6%,,
19177,Congealed Vessel,0.625,,+5%,+2%
19178,Slimy Blood Sac,0.125,,+2%,
19179,Congealed Muscle,0.125,,,+2%
19180,Congealed Thorax,1.0,,+5%,+5%
19181,Pungent Blood Pump,0.125,+6%,,+2%
19182,Congealed Thorax,0.0,+6%,,
19183,Gooey Thorax,0.125,,,+2%
19184,Congealed Blood Sac,0.125,,+2%,
19185,Congealed Ventricle,0.125,,,+2%
19186,Congealed Blood Sac,0.125,,,+2%
19187,Congealed Muscle,0.375,,+4%,
19188,Sticky Thorax,0.25,,+3%,
19189,Slimy Ventricle,0.25,+8%,,
19190,Slimy Aorta,0.125,,,+2%
19191,Slimy Ventricle,0.125,,,+2%
19192,Congealed Chamber,0.125,,,+2%
19193,Sticky Vessel,0.0,+6%,,
19194,Pungent Thorax,0.125,,+2%,
19195,Slimy Blood Pump,0.0,+6%,,
19196,Sticky Trunk Tissue,0.0,+6%,,
19197,Slimy Vessel,0.375,,,+4%
19198,Gooey Muscle,0.25,,+2%,+2%
19199,Slimy Vessel,0.125,,,+2%
19200,Congealed Blood Pump,0.25,,,+3%
19201,Sticky Vessel,0.25,,+3%,
19202,Gooey Vessel,0.375,,+3%,+2%
19203,Slimy Heart Lump,0.0,,,+1%
19204,Gooey Chamber,0.375,,+4%,
19205,Pungent Blood Sac,0.125,,+2%,
19206,Pungent Heart Lump,0.0,+6%,,
19207,Slimy Thorax,0.375,,,+4%
19208,Sticky Chamber,0.25,,,+3%
19209,Gooey Chamber,0.25,,,+3%
19210,Gooey Heart Lump,0.125,,,+2%
19211,Sticky Ventricle,0.25,,+3%,
19212,Pungent Heart Lump,0.0,+6%,,
19213,Pungent Ventricle,0.625,,+5%,+2%
19214,Gooey Vessel,0.375,+9%,,
19215,Gooey Trunk Tissue,0.125,,,+2%
19216,Sticky Chamber,0.125,,,+2%
19217,Slimy Aorta,0.625,,+2%,+5%
19218,Congealed Blood Sac,0.25,,,+3%
19219,Congealed Thorax,0.125,,,+2%
19220,Gooey Thorax,0.375,,+4%,
19221,Sticky Trunk Tissue,0.0,,,+1%
19222,Gooey Blood Pump,0.5,+10%,,
19223,Sticky Aorta,0.125,,+2%,
19224,Sticky Aorta,0.375,,,+4%
19225,Sticky Blood Pump,0.0,+6%,,
19226,Gooey Ventricle,0.125,,,+2%
19227,Slimy Ventricle,0.375,+9%,,
19228,Sticky Heart Lump,0.25,+8%,,
19229,Slimy Vessel,0.25,,,+3%
19230,Gooey Chamber,0.125,,,+2%
19231,Congealed Ventricle,0.375,,+4%,
19232,Sticky Trunk Tissue,0.0,,,+1%
19233,Sticky Thorax,0.125,+7%,,
19234,Congealed Trunk Tissue,0.125,,,+2%
19235,Sticky Trunk Tissue,0.5,,+3%,+3%
19236,Sticky Blood Sac,0.0,,,+1%
19237,Slimy Chamber,0.25,,+3%,
19238,Congealed Chamber,0.125,,,+2%
19239,Gooey Muscle,0.75,,+3%,+5%
19240,Sticky Ventricle,0.125,,,+2%
19241,Congealed Vessel,0.125,,,+2%
19242,Gooey Trunk Tissue,0.25,,+3%,
19243,Congealed Thorax,0.625,,+2%,+5%
19244,Sticky Trunk Tissue,0.375,,+4%,
19245,Slimy Chamber,0.25,,+3%,
19246,Slimy Ventricle,0.5,,+5%,
19247,Gooey Blood Sac,0.0,,,+1%
19248,Congealed Blood Pump,0.75,+10%,+3%,
19249,Slimy Aorta,0.125,,+2%,
19250,Pungent Blood Sac,0.125,+7%,,
19251,Gooey Heart Lump,0.25,+8%,,
19252,Sticky Thorax,0.125,,,+2%
19253,Slimy Vessel,0.125,,+2%,
19254,Sticky Heart Lump,0.125,,+2%,
19255,Pungent Blood Sac,0.125,,+2%,
19256,Gooey Muscle,0.125,,,+2%
19257,Sticky Aorta,0.125,,+2%,
19258,Sticky Ventricle,0.125,+6%,+2%,
19259,Congealed Muscle,0.125,,,+2%
19260,Congealed Heart Lump,0.125,,+2%,
19261,Gooey Trunk Tissue,0.5,,,+5%
19262,Congealed Trunk Tissue,0.125,,,+2%
19263,Pungent Blood Pump,0.375,+7%,+3%,
19264,Pungent Thorax,0.125,,+2%,
19265,Pungent Blood Sac,0.125,,+2%,
19266,Slimy Chamber,0.125,,,+2%
19267,Sticky Blood Sac,0.375,+6%,+4%,
19268,Congealed Blood Sac,0.25,,,+3%
19269,Sticky Heart Lump,0.375,,+4%,
19270,Gooey Heart Lump,0.5,+10%,,
19271,Congealed Aorta,0.0,+6%,,
19272,Sticky Thorax,0.0,+6%,,
19273,Congealed Muscle,0.25,+8%,,
19274,Slimy Trunk Tissue,0.375,+8%,,+2%
19275,Sticky Thorax,0.125,,,+2%
19276,Pungent Thorax,0.25,,,+3%
19277,Pungent Thorax,0.375,,+4%,
19278,Slimy Ventricle,0.25,,+3%,
19279,Slimy Muscle,0.25,,,+3%
19280,Pungent Heart Lump,0.125,,,+2%
19281,Congealed Thorax,0.25,+8%,,
19282,Slimy Trunk Tissue,0.0,,,+1%
19283,Slimy Chamber,0.125,,,+2%
19284,Slimy Blood Sac,0.125,,+2%,
19285,Sticky Heart Lump,0.0,+6%,,
19286,Congealed Ventricle,0.25,,+3%,
19287,Sticky Vessel,0.25,+8%,,
19288,Congealed Trunk Tissue,0.125,,+2%,
19289,Pungent Trunk Tissue,0.375,,+4%,
19290,Gooey Blood Sac,0.125,,+2%,
19291,Gooey Trunk Tissue,0.25,,,+3%
19292,Gooey Aorta,0.125,,,+2%
19293,Pungent Trunk Tissue,0.0,+6%,,
19294,Pungent Ventricle,0.125,,+2%,
19295,Pungent Vessel,0.125,,,+2%
19296,Pungent Blood Sac,0.125,+7%,,
19297,Gooey Chamber,0.125,,+2%,
19298,Sticky Ventricle,0.125,,,+2%
19299,Pungent Aorta,0.125,,,+2%
19300,Pungent Ventricle,0.125,,,+2%
19301,Pungent Thorax,0.0,+6%,,
19302,Pungent Trunk Tissue,0.125,+7%,,
19303,Gooey Thorax,0.125,,+2%,
19304,Sticky Aorta,0.25,,,+3%
19305,Gooey Blood Pump,0.25,+8%,,
19306,Slimy Ventricle,0.25,,,+3%
19307,Gooey Heart Lump,0.125,,+2%,
19308,Slimy Trunk Tissue,0.5,+6%,,+5%
19309,Pungent Blood Sac,0.125,,,+2%
19310,Sticky Vessel,0.125,,+2%,
19311,Slimy Aorta,0.125,,+2%,
19312,Slimy Muscle,0.125,,,+2%
19313,Gooey Blood Sac,0.125,,,+2%
19314,Pungent Trunk Tissue,0.25,+8%,,
19315,Sticky Blood Pump,0.375,+9%,,
19316,Slimy Muscle,0.125,,+2%,
19317,Slimy Blood Pump,0.5,+10%,,
19318,Congealed Trunk Tissue,0.25,,+2%,+2%
19319,Gooey Heart Lump,0.0,+6%,,
19320,Congealed Trunk Tissue,0.5,,+5%,
19321,Slimy Trunk Tissue,0.125,,+2%,
19322,Slimy Aorta,0.125,+7%,,
19323,Pungent Blood Sac,0.125,+7%,,
19324,Congealed Trunk Tissue,0.375,,+4%,
19325,Congealed Muscle,0.5,,+4%,+2%
19326,Slimy Vessel,0.125,,+2%,
19327,Congealed Heart Lump,0.25,+8%,,
19328,Slimy Blood Sac,0.125,,+2%,
19329,Slimy Muscle,0.125,,,+2%
19330,Sticky Thorax,0.125,,,+2%
19331,Sticky Thorax,0.375,+7%,,+3%
19332,Congealed Blood Sac,0.125,+7%,,
19333,Sticky Vessel,0.0,+6%,,
19334,Congealed Thorax,0.125,,+2%,+1%
19335,Gooey Vessel,0.25,,+2%,+2%
19336,Sticky Muscle,0.0,+6%,,
19337,Gooey Aorta,0.0,+6%,,
19338,Sticky Chamber,0.375,,+4%,
19339,Slimy Vessel,0.125,,+2%,
19340,Pungent Blood Sac,0.0,+6%,,
19341,Sticky Blood Sac,0.125,,+2%,
19342,Slimy Ventricle,0.0,+6%,,
19343,Congealed Muscle,0.0,+6%,,
19344,Gooey Chamber,0.25,,,+3%
19345,Sticky Chamber,0.75,+10%,,+3%
19346,Sticky Ventricle,0.5,,+2%,+4%
19347,Sticky Ventricle,0.25,,+2%,+2%
19348,Congealed Blood Sac,0.5,+10%,,
19349,Sticky Aorta,0.125,+6%,,+2%
19350,Pungent Blood Sac,0.125,,,+2%
19351,Congealed Blood Pump,0.375,+6%,+4%,
19352,Sticky Muscle,0.0,+6%,,
19353,Pungent Thorax,0.125,,,+2%
19354,Sticky Ventricle,0.125,,+2%,
19355,Sticky Blood Pump,0.0,+6%,,
19356,Gooey Ventricle,0.5,,+5%,
19357,Congealed Ventricle,0.375,,+4%,
19358,Sticky Blood Sac,0.125,,,+2%
19359,Sticky Aorta,0.5,,+4%,+2%
19360,Sticky Heart Lump,0.25,,,+3%
19361,Sticky Muscle,0.5,,+5%,
19362,Congealed Blood Sac,0.5,+10%,,
19363,Gooey Aorta,0.0,+6%,,
19364,Congealed Blood Pump,0.375,,,+4%
19365,Congealed Trunk Tissue,0.0,+6%,,
19366,Pungent Blood Pump,0.25,,+3%,
19367,Congealed Ventricle,0.375,,,+4%
19368,Sticky Thorax,0.625,,+2%,+5%
19369,Congealed Heart Lump,0.0,,,+1%
19370,Slimy Vessel,0.125,+6%,,+2%
19371,Congealed Blood Pump,0.25,,,+3%
19372,Sticky Aorta,0.375,+8%,,+2%
19373,Congealed Thorax,0.125,,,+2%
19374,Congealed Heart Lump,0.375,,+4%,
19375,Slimy Aorta,0.625,+10%,,+2%
19376,Congealed Blood Sac,0.25,+8%,,
19377,Slimy Blood Sac,0.375,+8%,+2%,
19378,Sticky Blood Pump,0.375,,+4%,
19379,Gooey Heart Lump,0.0,+6%,,
19380,Slimy Chamber,0.125,,,+2%
19381,Gooey Heart Lump,0.125,,,+2%
19382,Gooey Heart Lump,0.125,+6%,,+2%
19383,Pungent Vessel,0.5,,,+5%
19384,Gooey Trunk Tissue,0.125,,,+2%
19385,Slimy Aorta,0.625,+10%,+2%,
19386,Gooey Heart Lump,0.125,,,+2%
19387,Pungent Aorta,0.125,,,+2%
19388,Sticky Trunk Tissue,0.125,,+2%,
19389,Congealed Heart Lump,0.375,+8%,,+2%
19390,Pungent Aorta,0.375,+9%,,
19391,Gooey Blood Pump,0.125,,+2%,
19392,Slimy Blood Sac,0.125,+6%,+2%,
19393,Slimy Aorta,0.0,+6%,,
19394,Sticky Chamber,0.125,,,+2%
19395,Congealed Thorax,0.25,+6%,,+3%
19396,Gooey Aorta,0.0,+6%,,
19397,Gooey Thorax,0.125,,,+2%
19398,Sticky Heart Lump,0.0,+6%,,
19399,Slimy Blood Pump,0.125,+7%,,
19400,Gooey Heart Lump,0.125,,+2%,
19401,Sticky Muscle,0.375,+9%,,
19402,Pungent Aorta,0.25,,,+3%
19403,Congealed Heart Lump,0.25,,,+3%
19404,Slimy Trunk Tissue,0.125,,+2%,
19405,Slimy Vessel,0.125,+7%,,
19406,Sticky Blood Pump,0.0,+6%,,
19407,Pungent Chamber,0.125,,,+2%
19408,Pungent Ventricle,0.125,+7%,,
19409,Slimy Muscle,0.0,+6%,,
19410,Slimy Aorta,0.125,,+2%,
19411,Pungent Trunk Tissue,0.125,+7%,,
19412,Slimy Blood Sac,0.25,+8%,,
19413,Slimy Aorta,0.25,,+2%,+2%
19414,Pungent Blood Pump,0.25,,+3%,
19415,Gooey Muscle,0.25,+8%,,
19416,Gooey Blood Pump,0.125,,,+2%
19417,Congealed Ventricle,0.125,,+2%,
19418,Congealed Blood Sac,0.0,+6%,,
19419,Congealed Chamber,0.125,,+2%,
19420,Sticky Blood Sac,0.375,,,+4%
19421,Gooey Chamber,0.25,+6%,+3%,
19422,Gooey Ventricle,0.5,+8%,,+3%
19423,Sticky Heart Lump,0.125,+6%,,+2%
19424,Slimy Ventricle,0.25,+8%,,
19425,Pungent Blood Sac,0.25,+7%,,+2%
19426,Gooey Blood Sac,0.125,,,+2%
19427,Gooey Chamber,0.25,,,+3%
19428,Pungent Thorax,0.125,,,+2%
19429,Gooey Ventricle,0.5,,+5%,
19430,Gooey Aorta,0.125,,,+2%
19431,Sticky Blood Sac,0.25,+7%,,+2%
19432,Pungent Thorax,0.375,+9%,,
19433,Slimy Heart Lump,0.5,,,+5%
19434,Slimy Thorax,0.5,,+5%,
19435,Pungent Blood Sac,0.0,+6%,,
19436,Slimy Ventricle,0.5,+9%,+2%,
19437,Congealed Ventricle,0.125,,+2%,
19438,Pungent Vessel,0.125,,+2%,
19439,Slimy Blood Pump,0.5,+10%,,
19440,Congealed Blood Sac,0.125,,,+2%
19441,Gooey Thorax,0.125,,+2%,
19442,Sticky Blood Pump,0.25,+7%,+2%,
19443,Gooey Heart Lump,0.625,,+5%,+2%
19444,Sticky Heart Lump,0.25,,+3%,
19445,Congealed Trunk Tissue,0.25,,,+3%
19446,Pungent Thorax,0.25,+8%,,
19447,Slimy Trunk Tissue,0.0,+6%,,
19448,Congealed Muscle,0.375,+9%,,
19449,Congealed Trunk Tissue,0.25,,,+3%
19450,Congealed Trunk Tissue,0.375,,+4%,
19451,Gooey Heart Lump,0.25,,,+3%
19452,Sticky Blood Pump,0.375,+9%,,
19453,Gooey Aorta,0.125,,+2%,
19454,Sticky Trunk Tissue,0.5,,+5%,
19455,Sticky Ventricle,0.125,,,+2%
19456,Gooey Blood Sac,0.5,,+4%,+2%
19457,Pungent Chamber,0.125,+7%,,
19458,Congealed Chamber,0.375,,,+4%
19459,Pungent Blood Sac,0.25,,+2%,+2%
19460,Congealed Thorax,0.125,,,+2%
19461,Pungent Blood Sac,0.375,+9%,,
19462,Gooey Vessel,0.125,,,+2%
19463,Slimy Muscle,0.0,+6%,,
19464,Congealed Heart Lump,0.75,+8%,+5%,
19465,Pungent Ventricle,0.0,,,+1%
19466,Sticky Blood Sac,0.125,,+2%,
19467,Slimy Blood Sac,0.5,,,+5%
19468,Slimy Blood Sac,0.25,+8%,,
19469,Pungent Ventricle,0.5,+9%,,+2%
19470,Sticky Aorta,0.125,,,+2%
19471,Gooey Aorta,0.375,,,+4%
19472,Gooey Muscle,0.125,,+2%,
19473,Slimy Heart Lump,0.125,,,+2%
19474,Pungent Aorta,0.625,,+5%,+2%
19475,Congealed Blood Pump,0.125,,,+2%
19476,Gooey Muscle,0.125,,+2%,
19477,Congealed Trunk Tissue,0.25,+7%,,+2%
19478,Sticky Vessel,0.125,,+2%,
19479,Slimy Heart Lump,0.125,,,+2%
19480,Slimy Aorta,0.0,+6%,,
19481,Sticky Chamber,0.625,+10%,,+2%
19482,Pungent Thorax,0.125,,+2%,
19483,Slimy Aorta,0.5,,+5%,
19484,Congealed Blood Pump,0.125,,,+2%
19485,Congealed Aorta,0.25,,+3%,
19486,Pungent Vessel,0.125,,,+2%
19487,Pungent Blood Pump,0.5,+10%,,
19488,Sticky Blood Sac,0.0,+6%,,
19489,Congealed Ventricle,0.0,+6%,,
19490,Sticky Blood Pump,0.375,,,+4%
19491,Congealed Chamber,0.25,,+2%,+2%
19492,Sticky Blood Pump,0.125,,+2%,
19493,Slimy Heart Lump,0.5,+10%,,
19494,Pungent Vessel,0.375,,,+4%
19495,Gooey Muscle,0.125,,,+2%
19496,Sticky Trunk Tissue,0.125,,+2%,
19497,Congealed Ventricle,0.25,,+3%,
19498,Slimy Thorax,0.125,,+2%,
19499,Congealed Ventricle,0.125,+6%,+2%,
19500,Congealed Blood Sac,0.125,,,+2%
19501,Congealed Muscle,0.125,,+2%,
19502,Congealed Vessel,0.125,,,+2%
19503,Sticky Chamber,0.125,,+2%,
19504,Congealed Vessel,0.125,+7%,,
19505,Pungent Trunk Tissue,0.25,+8%,,
19506,Sticky Thorax,0.375,,,+4%
19507,Sticky Trunk Tissue,0.0,+6%,,
19508,Gooey Blood Pump,0.0,+6%,,
19509,Pungent Blood Sac,0.25,+8%,,
19510,Congealed Blood Pump,0.25,+6%,,+3%
19511,Slimy Muscle,0.375,+9%,,
19512,Slimy Heart Lump,0.0,+6%,,
19513,Gooey Muscle,0.25,,+3%,
19514,Sticky Ventricle,0.125,,,+2%
19515,Congealed Ventricle,0.5,,+5%,
19516,Slimy Chamber,0.125,+7%,,
19517,Gooey Blood Sac,0.0,+6%,,
19518,Slimy Muscle,0.125,,,+2%
19519,Pungent Trunk Tissue,0.0,+6%,,
19520,Sticky Trunk Tissue,0.375,,+4%,
19521,Slimy Heart Lump,0.0,+6%,,
19522,Gooey Blood Pump,0.125,,,+2%
19523,Congealed Blood Pump,0.125,,,+2%
19524,Slimy Chamber,0.5,,,+5%
19525,Slimy Trunk Tissue,0.0,+6%,,
19526,Congealed Chamber,0.625,,+5%,+2%
19527,Sticky Muscle,0.125,,,+2%
19528,Gooey Muscle,0.375,+9%,,
19529,Pungent Trunk Tissue,0.125,,,+2%
19530,Congealed Thorax,0.0,+6%,,
19531,Slimy Muscle,0.125,,+2%,
19532,Sticky Vessel,0.125,,,+2%
19533,Sticky Trunk Tissue,0.125,+7%,,
19534,Slimy Thorax,0.375,,+2%,+3%
19535,Congealed Ventricle,0.125,+6%,,+2%
19536,Congealed Ventricle,0.0,+6%,,
19537,Slimy Trunk Tissue,0.0,+6%,,
19538,Slimy Heart Lump,0.5,,,+5%
19539,Sticky Blood Pump,0.125,,,+2%
19540,Congealed Ventricle,0.125,,+2%,
19541,Sticky Heart Lump,0.125,,,+2%
19542,Sticky Heart Lump,0.0,,,+1%
19543,Pungent Blood Sac,0.625,+10%,,+2%
19544,Congealed Muscle,0.125,,+2%,
19545,Slimy Thorax,0.25,,+3%,
19546,Pungent Blood Sac,0.25,,+3%,
19547,Sticky Trunk Tissue,0.125,,,+2%
19548,Slimy Blood Sac,0.5,,+5%,
19549,Sticky Aorta,0.125,,+2%,
19550,Sticky Blood Sac,0.375,,+4%,
19551,Slimy Aorta,0.125,,,+2%
19552,Pungent Ventricle,0.5,,+5%,
19553,Gooey Ventricle,0.25,+6%,,+3%
19554,Pungent Trunk Tissue,0.625,,+5%,+2%
19555,Slimy Trunk Tissue,0.375,,+4%,
19556,Slimy Blood Sac,0.125,+6%,,+2%
19557,Sticky Aorta,0.125,+7%,,
19558,Pungent Blood Sac,0.0,+6%,,
19559,Gooey Ventricle,0.125,,+2%,
19560,Slimy Aorta,0.25,,+3%,
19561,Pungent Blood Pump,0.25,,,+3%
19562,Congealed Heart Lump,0.625,+10%,,+2%
19563,Gooey Blood Pump,0.125,,,+2%
19564,Sticky Aorta,0.25,+8%,,+1%
19565,Gooey Blood Sac,0.25,+6%,+3%,
19566,Slimy Muscle,0.0,+6%,,
19567,Gooey Trunk Tissue,0.25,+8%,,
19568,Slimy Trunk Tissue,0.5,+9%,,+2%
19569,Slimy Trunk Tissue,0.25,,+3%,
19570,Pungent Thorax,0.5,,,+5%
19571,Congealed Heart Lump,0.125,,+2%,
19572,Sticky Chamber,0.5,,+5%,
19573,Slimy Ventricle,0.5,,+5%,
19574,Pungent Chamber,0.5,+10%,,
19575,Gooey Vessel,0.125,+7%,,
19576,Congealed Muscle,0.375,+8%,,+2%
19577,Sticky Blood Pump,0.5,+10%,,
19578,Slimy Ventricle,0.125,,,+2%
19579,Congealed Muscle,0.125,,+2%,
19580,Gooey Muscle,0.125,,,+2%
19581,Sticky Chamber,0.125,,,+2%
19582,Slimy Vessel,0.0,+6%,,
19583,Pungent Blood Pump,0.125,,+2%,
19584,Slimy Blood Pump,0.25,,+3%,
19585,Pungent Aorta,0.125,,+2%,
19586,Sticky Vessel,0.125,,+2%,
19587,Pungent Chamber,0.25,+8%,,
19588,Congealed Trunk Tissue,0.25,,+3%,
19589,Sticky Blood Pump,0.0,+6%,,
19590,Sticky Ventricle,0.375,,+4%,
19591,Sticky Vessel,0.25,+7%,+2%,
19592,Gooey Thorax,0.5,,+2%,+4%
19593,Slimy Vessel,0.0,+6%,,
19594,Slimy Thorax,0.25,,+3%,
19595,Slimy Aorta,0.0,+6%,,
19596,Slimy Ventricle,0.0,+6%,,
19597,Pungent Ventricle,0.125,,,+2%
19598,Slimy Muscle,0.375,+9%,,
19599,Sticky Thorax,0.125,,+2%,
19600,Slimy Ventricle,0.5,,+5%,
19601,Sticky Blood Pump,0.125,,+2%,
19602,Slimy Vessel,0.125,+7%,,
19603,Gooey Muscle,0.125,,+2%,
19604,Sticky Thorax,0.125,+7%,,
19605,Gooey Thorax,0.125,,,+2%
19606,Pungent Ventricle,0.375,,+4%,
19607,Pungent Heart Lump,0.125,+6%,+2%,
19608,Pungent Ventricle,0.25,,+3%,
19609,Gooey Trunk Tissue,0.125,,,+2%
19610,Congealed Ventricle,0.125,,,+2%
19611,Pungent Chamber,0.25,+8%,,
19612,Pungent Thorax,0.125,,,+2%
19613,Slimy Ventricle,0.5,,+5%,
19614,Slimy Blood Pump,0.125,,,+2%
19615,Sticky Vessel,0.0,+6%,,
19616,Congealed Heart Lump,0.0,,,+1%
19617,Sticky Heart Lump,0.125,,,+2%
19618,Pungent Trunk Tissue,0.125,,+2%,
19619,Slimy Vessel,0.0,+6%,,
19620,Sticky Heart Lump,0.125,,+2%,
19621,Gooey Ventricle,0.5,,+2%,+4%
19622,Gooey Heart Lump,0.375,,+4%,
19623,Pungent Muscle,0.0,+6%,,
19624,Sticky Aorta,0.0,+6%,,
19625,Pungent Blood Pump,0.125,,+2%,
19626,Congealed Chamber,0.125,,,+2%
19627,Slimy Trunk Tissue,0.125,,,+2%
19628,Pungent Thorax,0.625,,+5%,+2%
19629,Sticky Trunk Tissue,0.0,+6%,,
19630,Gooey Vessel,0.0,+6%,,
19631,Slimy Ventricle,0.0,,,+1%
19632,Congealed Trunk Tissue,0.125,,,+2%
19633,Gooey Heart Lump,0.125,,,+2%
19634,Pungent Ventricle,0.0,+6%,,
19635,Congealed Thorax,0.375,+8%,+2%,
19636,Pungent Vessel,1.0,+10%,+5%,
19637,Slimy Chamber,0.125,,+2%,
19638,Gooey Thorax,0.125,+6%,,+2%
19639,Pungent Ventricle,0.0,+6%,,
19640,Congealed Aorta,0.25,+8%,,
19641,Sticky Muscle,0.875,+9%,,+5%
19642,Gooey Heart Lump,0.5,,+5%,
19643,Gooey Chamber,0.25,,,+3%
19644,Congealed Muscle,0.125,+6%,,+2%
19645,Sticky Blood Sac,0.5,,+2%,+4%
19646,Slimy Trunk Tissue,0.25,,+2%,+2%
19647,Pungent Blood Sac,0.125,,,+2%
19648,Slimy Aorta,0.125,,,+2%
19649,Congealed Chamber,0.125,,,+2%
19650,Congealed Trunk Tissue,0.5,+10%,,
19651,Sticky Vessel,0.125,,,+2%
19652,Pungent Chamber,0.125,+6%,,+2%
19653,Gooey Thorax,0.125,,+2%,
19654,Congealed Vessel,0.0,+6%,,
19655,Sticky Trunk Tissue,0.25,+8%,,
19656,Pungent Aorta,0.125,,,+2%
19657,Gooey Blood Sac,0.5,+10%,,
19658,Slimy Blood Sac,0.125,,,+2%
19659,Congealed Chamber,0.375,+9%,,
19660,Sticky Thorax,0.125,+7%,,
19661,Congealed Aorta,0.125,+7%,,
19662,Congealed Chamber,0.25,,,+3%
19663,Slimy Heart Lump,0.375,+8%,,+2%
19664,Sticky Thorax,0.375,,+4%,
19665,Gooey Thorax,0.5,,,+5%
19666,Pungent Blood Pump,0.5,,+5%,
19667,Pungent Chamber,0.125,,+2%,
19668,Congealed Muscle,0.25,,,+3%
19669,Pungent Ventricle,0.125,,,+2%
19670,Slimy Heart Lump,0.375,,+4%,
19671,Sticky Blood Sac,0.25,,+3%,
19672,Congealed Blood Pump,0.625,,+5%,+2%
19673,Congealed Vessel,0.125,,+2%,
19674,Sticky Blood Sac,0.5,,,+5%
19675,Pungent Aorta,0.125,+7%,,
19676,Sticky Ventricle,0.125,,+2%,
19677,Sticky Aorta,0.125,+6%,+2%,
19678,Sticky Blood Sac,0.125,,,+2%
19679,Slimy Vessel,0.125,,+2%,
19680,Slimy Blood Pump,0.25,,+3%,
19681,Sticky Chamber,0.125,+6%,+2%,
19682,Congealed Vessel,0.25,,+2%,+2%
19683,Congealed Thorax,0.125,,,+2%
19684,Slimy Heart Lump,0.875,,+4%,+5%
19685,Pungent Thorax,0.125,,+2%,
19686,Slimy Blood Sac,0.25,,+3%,
19687,Slimy Ventricle,0.0,+6%,,
19688,Congealed Aorta,0.125,,+2%,
19689,Pungent Aorta,0.25,+8%,,
19690,Sticky Blood Pump,0.25,+8%,,
19691,Pungent Blood Sac,0.125,,,+2%
19692,Pungent Blood Sac,0.25,,+3%,
19693,Sticky Aorta,0.5,+6%,+5%,
19694,Slimy Blood Pump,0.125,+7%,,
19695,Sticky Chamber,0.125,,,+2%
19696,Pungent Thorax,0.125,,,+2%
19697,Pungent Blood Pump,0.125,,+2%,
19698,Pungent Chamber,0.375,+6%,+4%,
19699,Slimy Trunk Tissue,0.125,,,+2%
19700,Slimy Muscle,0.375,,,+4%
19701,Congealed Vessel,0.25,+8%,,
19702,Pungent Chamber,0.25,,,+3%
19703,Gooey Muscle,0.125,,,+2%
19704,Gooey Blood Sac,0.125,,,+2%
19705,Pungent Vessel,0.125,,+2%,
19706,Slimy Thorax,0.5,,+5%,
19707,Sticky Trunk Tissue,0.125,+7%,,
19708,Congealed Aorta,0.0,+6%,,
19709,Slimy Heart Lump,0.125,,+2%,
19710,Sticky Trunk Tissue,0.25,,+2%,+2%
19711,Slimy Chamber,0.25,+7%,,+2%
19712,Sticky Trunk Tissue,0.25,+8%,,
19713,Gooey Heart Lump,0.25,+7%,,+2%
19714,Sticky Chamber,0.125,,,+2%
19715,Sticky Blood Pump,0.25,+8%,,
19716,Sticky Muscle,0.125,+7%,,
19717,Sticky Muscle,0.0,+6%,,
19718,Sticky Blood Pump,0.125,,+2%,
