Seed	Name	Perfection	Ship_Weapons_Lasers_HeatTime	Ship_Weapons_Lasers_Damage
8164	Translucent Fluids	0.275	+86%	+24%
8165	Translucent Projector	0.075	+78%	+24%
8166	Translucent Retina	0.608	+86%	+26%
8167	Sleepless Reflector	0.358	+76%	+26%
8168	Chromatic Iris	0.525	+76%	+27%
8169	Translucent Fluids	0.292	+80%	+25%
8170	Vibrant Lens	0.025	+76%	+24%
8171	Vibrant Cornea	0.358	+76%	+26%
8172	Translucent Projector	0.217	+77%	+25%
8173	Vibrant Projector	0.125	+80%	+24%
8174	Translucent Mirror	0.075	+78%	+24%
8175	Translucent Fluids	0.025	+76%	+24%
8176	Sleepless Projector	0.683	+89%	+26%
8177	Translucent Cornea	0.217	+77%	+25%
8178	Translucent Fluids	0.367	+83%	+25%
8179	Heavenly Mirror	0.025	+76%	+24%
8180	Sleepless Lens	0.55	+77%	+27%
8181	Translucent Reflector	0.383	+77%	+26%
8182	Translucent Aperture	0.25	+85%	+24%
8183	Sleepless Aperture	0.375	+90%	+24%
8184	Vibrant Projector	0.367	+83%	+25%
8185	Translucent Pupil	0.275	+86%	+24%
8186	Translucent Iris	0.667	+95%	+25%
8187	Chromatic Lens	0.367	+83%	+25%
8188	Vibrant Reflector	0.3	+87%	+24%
8189	Chromatic Mirror	0.075	+78%	+24%
8190	Heavenly Projector	0.05	+77%	+24%
8191	Chromatic Iris	0.642	+94%	+25%
8192	Heavenly Mirror	0.758	+92%	+26%
8193	Chromatic Fluids	0.358	+76%	+26%
8194	Vibrant Fluids	0.433	+79%	+26%
8195	Sleepless Cornea	0.075	+78%	+24%
8196	Vibrant Cornea	0.525	+76%	+27%
8197	Sleepless Iris	0.192	+76%	+25%
8198	Vibrant Aperture	0.025	+76%	+24%
8199	Translucent Iris	0.525	+76%	+27%
8200	Chromatic Lens	0.325	+88%	+24%
8201	Chromatic Fluids	0.025	+76%	+24%
8202	Translucent Aperture	0.25	+85%	+24%
8203	Chromatic Fluids	0.025	+76%	+24%
8204	Heavenly Fluids	0.225	+84%	+24%
8205	Translucent Pupil	0.125	+80%	+24%
8206	Chromatic Reflector	0.025	+76%	+24%
8207	Chromatic Fluids	0.425	+92%	+24%
8208	Translucent Pupil	0.65	+81%	+27%
8209	Translucent Fluids	0.433	+79%	+26%
8210	Sleepless Pupil	0.625	+80%	+27%
8211	Chromatic Iris	0.533	+83%	+26%
8212	Translucent Reflector	0.1	+79%	+24%
8213	Vibrant Fluids	0.475	+94%	+24%
8214	Sleepless Fluids	0.525	+76%	+27%
8215	Heavenly Iris	0.192	+76%	+25%
8216	Translucent Aperture	0.6	+79%	+27%
8217	Vibrant Projector	0.325	+88%	+24%
8218	Sleepless Lens	0.225	+84%	+24%
8219	Heavenly Pupil	0.25	+85%	+24%
8220	Vibrant Pupil	0.483	+81%	+26%
8221	Chromatic Fluids	0.05	+77%	+24%
8222	Translucent Reflector	0.533	+83%	+26%
8223	Chromatic Fluids	0.05	+77%	+24%
8224	Chromatic Pupil	0.192	+76%	+25%
8225	Sleepless Retina	0.025	+76%	+24%
8226	Translucent Aperture	0.192	+76%	+25%
8227	Heavenly Iris	0.758	+92%	+26%
8228	Heavenly Reflector	0.358	+76%	+26%
8229	Heavenly Lens	0.5	+95%	+24%
8230	Sleepless Fluids	0.075	+78%	+24%
8231	Heavenly Projector	0.508	+82%	+26%
8232	Vibrant Lens	0.192	+76%	+25%
8233	Vibrant Fluids	0.3	+87%	+24%
8234	Vibrant Iris	0.433	+79%	+26%
8235	Sleepless Fluids	0.275	+86%	+24%
8236	Chromatic Iris	0.725	+84%	+27%
8237	Chromatic Reflector	0.808	+94%	+26%
8238	Vibrant Pupil	0.025	+76%	+24%
8239	Chromatic Reflector	0.433	+79%	+26%
8240	Sleepless Aperture	0.15	+81%	+24%
8241	Heavenly Iris	0.15	+81%	+24%
8242	Sleepless Reflector	0.383	+77%	+26%
8243	Translucent Mirror	0.45	+93%	+24%
8244	Heavenly Cornea	0.625	+80%	+27%
8245	Chromatic Fluids	0.358	+76%	+26%
8246	Heavenly Aperture	0.375	+90%	+24%
8247	Chromatic Reflector	0.925	+92%	+27%
8248	Vibrant Iris	0.525	+76%	+27%
8249	Heavenly Cornea	0.325	+88%	+24%
8250	Translucent Reflector	0.075	+78%	+24%
8251	Chromatic Fluids	0.558	+84%	+26%
8252	Sleepless Iris	0.392	+84%	+25%
8253	Chromatic Iris	0.05	+77%	+24%
8254	Chromatic Retina	0.05	+77%	+24%
8255	Vibrant Projector	0.1	+79%	+24%
8256	Heavenly Fluids	0.267	+79%	+25%
8257	Chromatic Mirror	0.417	+85%	+25%
8258	Heavenly Lens	0.192	+76%	+25%
8259	Chromatic Fluids	0.025	+76%	+24%
8260	Sleepless Cornea	0.217	+77%	+25%
8261	Vibrant Aperture	0.025	+76%	+24%
8262	Vibrant Projector	0.05	+77%	+24%
8263	Sleepless Mirror	0.675	+82%	+27%
8264	Chromatic Reflector	0.217	+77%	+25%
8265	Chromatic Aperture	0.4	+91%	+24%
8266	Chromatic Aperture	0.392	+84%	+25%
8267	Chromatic Mirror	0.8	+87%	+27%
8268	Translucent Reflector	0.525	+76%	+27%
8269	Heavenly Cornea	0.1	+79%	+24%
8270	Heavenly Mirror	0.3	+87%	+24%
8271	Chromatic Cornea	0.05	+77%	+24%
8272	Chromatic Aperture	0.225	+84%	+24%
8273	Heavenly Pupil	0.358	+76%	+26%
8274	Chromatic Retina	0.425	+92%	+24%
8275	Heavenly Pupil	0.025	+76%	+24%
8276	Chromatic Reflector	0.425	+92%	+24%
8277	Vibrant Aperture	0.192	+76%	+25%
8278	Sleepless Fluids	0.2	+83%	+24%
8279	Heavenly Retina	0.192	+76%	+25%
8280	Heavenly Mirror	0.45	+93%	+24%
8281	Heavenly Projector	0.275	+86%	+24%
8282	Sleepless Retina	0.642	+94%	+25%
8283	Sleepless Iris	0.808	+94%	+26%
8284	Heavenly Mirror	0.725	+84%	+27%
8285	Vibrant Aperture	0.242	+78%	+25%
8286	Translucent Pupil	0.292	+80%	+25%
8287	Vibrant Lens	0.05	+77%	+24%
8288	Heavenly Mirror	0.2	+83%	+24%
8289	Translucent Aperture	0.192	+76%	+25%
8290	Translucent Aperture	0.125	+80%	+24%
8291	Chromatic Aperture	0.5	+95%	+24%
8292	Vibrant Reflector	0.2	+83%	+24%
8293	Heavenly Retina	0.025	+76%	+24%
8294	Translucent Pupil	0.175	+82%	+24%
8295	Vibrant Aperture	0.25	+85%	+24%
8296	Vibrant Retina	0.358	+76%	+26%
8297	Vibrant Aperture	0.225	+84%	+24%
8298	Sleepless Fluids	0.267	+79%	+25%
8299	Sleepless Reflector	0.583	+85%	+26%
8300	Sleepless Lens	0.05	+77%	+24%
8301	Heavenly Aperture	0.6	+79%	+27%
8302	Chromatic Lens	0.433	+79%	+26%
8303	Translucent Reflector	0.025	+76%	+24%
8304	Vibrant Projector	0.025	+76%	+24%
8305	Chromatic Pupil	0.408	+78%	+26%
8306	Sleepless Pupil	0.242	+78%	+25%
8307	Translucent Iris	0.808	+94%	+26%
8308	Heavenly Iris	0.217	+77%	+25%
8309	Heavenly Fluids	0.075	+78%	+24%
8310	Chromatic Mirror	0.375	+90%	+24%
8311	Sleepless Fluids	0.025	+76%	+24%
8312	Translucent Lens	0.925	+92%	+27%
8313	Chromatic Projector	0.45	+93%	+24%
8314	Translucent Mirror	0.575	+78%	+27%
8315	Translucent Projector	0.7	+83%	+27%
8316	Heavenly Aperture	0.025	+76%	+24%
8317	Vibrant Fluids	0.125	+80%	+24%
8318	Heavenly Cornea	0.517	+89%	+25%
8319	Chromatic Projector	0.55	+77%	+27%
8320	Heavenly Fluids	0.225	+84%	+24%
8321	Translucent Cornea	0.492	+88%	+25%
8322	Chromatic Iris	0.192	+76%	+25%
8323	Translucent Iris	0.592	+92%	+25%
8324	Heavenly Mirror	0.358	+76%	+26%
8325	Chromatic Lens	0.317	+81%	+25%
8326	Vibrant Iris	0.125	+80%	+24%
8327	Vibrant Fluids	0.383	+77%	+26%
8328	Chromatic Iris	0.433	+79%	+26%
8329	Sleepless Lens	0.242	+78%	+25%
8330	Translucent Pupil	0.025	+76%	+24%
8331	Heavenly Fluids	0.725	+84%	+27%
8332	Heavenly Pupil	0.05	+77%	+24%
8333	Sleepless Lens	0.325	+88%	+24%
8334	Sleepless Fluids	0.125	+80%	+24%
8335	Chromatic Lens	0.425	+92%	+24%
8336	Sleepless Projector	0.075	+78%	+24%
8337	Translucent Retina	0.625	+80%	+27%
8338	Vibrant Mirror	0.358	+76%	+26%
8339	Translucent Pupil	0.192	+76%	+25%
8340	Translucent Mirror	0.05	+77%	+24%
8341	Heavenly Pupil	0.342	+82%	+25%
8342	Heavenly Cornea	0.358	+76%	+26%
8343	Heavenly Projector	0.242	+78%	+25%
8344	Vibrant Pupil	0.433	+79%	+26%
8345	Vibrant Pupil	0.383	+77%	+26%
8346	Sleepless Retina	0.25	+85%	+24%
8347	Heavenly Cornea	0.7	+83%	+27%
8348	Heavenly Projector	0.95	+93%	+27%
8349	Chromatic Aperture	0.15	+81%	+24%
8350	Translucent Aperture	0.217	+77%	+25%
8351	Translucent Iris	0.242	+78%	+25%
8352	Sleepless Cornea	0.175	+82%	+24%
8353	Heavenly Iris	0.1	+79%	+24%
8354	Heavenly Reflector	0.642	+94%	+25%
8355	Translucent Pupil	0.358	+76%	+26%
8356	Chromatic Iris	0.192	+76%	+25%
8357	Vibrant Lens	0.525	+76%	+27%
8358	Translucent Aperture	0.975	+94%	+27%
8359	Heavenly Aperture	0.525	+76%	+27%
8360	Chromatic Lens	0.075	+78%	+24%
8361	Vibrant Retina	0.392	+84%	+25%
8362	Vibrant Cornea	0.425	+92%	+24%
8363	Translucent Cornea	0.575	+78%	+27%
8364	Chromatic Fluids	0.458	+80%	+26%
8365	Heavenly Retina	0.833	+95%	+26%
8366	Translucent Fluids	0.025	+76%	+24%
8367	Translucent Pupil	0.05	+77%	+24%
8368	Translucent Aperture	0.617	+93%	+25%
8369	Heavenly Fluids	0.483	+81%	+26%
8370	Sleepless Mirror	0.575	+78%	+27%
8371	Vibrant Aperture	0.35	+89%	+24%
8372	Heavenly Cornea	0.425	+92%	+24%
8373	Sleepless Pupil	0.317	+81%	+25%
8374	Chromatic Retina	0.625	+80%	+27%
8375	Translucent Projector	0.45	+93%	+24%
8376	Vibrant Cornea	0.725	+84%	+27%
8377	Vibrant Iris	0.192	+76%	+25%
8378	Heavenly Aperture	0.292	+80%	+25%
8379	Chromatic Lens	0.733	+91%	+26%
8380	Sleepless Retina	0.175	+82%	+24%
8381	Sleepless Mirror	0.375	+90%	+24%
8382	Translucent Fluids	0.342	+82%	+25%
8383	Translucent Cornea	0.025	+76%	+24%
8384	Heavenly Mirror	0.5	+95%	+24%
8385	Chromatic Iris	0.025	+76%	+24%
8386	Heavenly Fluids	0.375	+90%	+24%
8387	Vibrant Pupil	0.325	+88%	+24%
8388	Translucent Cornea	0.375	+90%	+24%
8389	Chromatic Aperture	0.15	+81%	+24%
8390	Translucent Cornea	0.2	+83%	+24%
8391	Vibrant Aperture	0.35	+89%	+24%
8392	Translucent Projector	0.025	+76%	+24%
8393	Sleepless Cornea	0.2	+83%	+24%
8394	Chromatic Iris	0.075	+78%	+24%
8395	Translucent Reflector	0.683	+89%	+26%
8396	Sleepless Lens	0.267	+79%	+25%
8397	Sleepless Cornea	0.15	+81%	+24%
8398	Translucent Reflector	0.3	+87%	+24%
8399	Sleepless Mirror	0.025	+76%	+24%
8400	Chromatic Retina	0.15	+81%	+24%
8401	Vibrant Aperture	0.025	+76%	+24%
8402	Sleepless Aperture	0.025	+76%	+24%
8403	Sleepless Mirror	0.192	+76%	+25%
8404	Vibrant Reflector	0.1	+79%	+24%
8405	Heavenly Retina	0.075	+78%	+24%
8406	Vibrant Cornea	0.125	+80%	+24%
8407	Vibrant Fluids	0.833	+95%	+26%
8408	Sleepless Reflector	0.317	+81%	+25%
8409	Sleepless Mirror	0.775	+86%	+27%
8410	Translucent Aperture	0.425	+92%	+24%
8411	Translucent Reflector	0.3	+87%	+24%
8412	Vibrant Cornea	0.483	+81%	+26%
8413	Chromatic Projector	0.35	+89%	+24%
8414	Chromatic Lens	0.15	+81%	+24%
8415	Chromatic Mirror	0.658	+88%	+26%
8416	Chromatic Lens	0.15	+81%	+24%
8417	Chromatic Lens	0.342	+82%	+25%
8418	Translucent Pupil	0.025	+76%	+24%
8419	Heavenly Iris	0.592	+92%	+25%
8420	Vibrant Retina	0.433	+79%	+26%
8421	Chromatic Projector	0.025	+76%	+24%
8422	Chromatic Mirror	0.342	+82%	+25%
8423	Sleepless Cornea	0.05	+77%	+24%
8424	Vibrant Aperture	0.075	+78%	+24%
8425	Translucent Fluids	0.6	+79%	+27%
8426	Heavenly Pupil	0.075	+78%	+24%
8427	Chromatic Iris	0.05	+77%	+24%
8428	Chromatic Mirror	0.025	+76%	+24%
8429	Translucent Fluids	0.3	+87%	+24%
8430	Translucent Aperture	0.542	+90%	+25%
8431	Vibrant Lens	0.025	+76%	+24%
8432	Vibrant Retina	0.358	+76%	+26%
8433	Sleepless Lens	0.025	+76%	+24%
8434	Sleepless Fluids	0.192	+76%	+25%
8435	Vibrant Retina	0.642	+94%	+25%
8436	Chromatic Projector	0.45	+93%	+24%
8437	Sleepless Lens	0.275	+86%	+24%
8438	Translucent Projector	0.075	+78%	+24%
8439	Translucent Reflector	0.4	+91%	+24%
8440	Chromatic Pupil	0.125	+80%	+24%
8441	Translucent Reflector	0.175	+82%	+24%
8442	Vibrant Retina	0.025	+76%	+24%
8443	Translucent Aperture	0.683	+89%	+26%
8444	Vibrant Projector	0.383	+77%	+26%
8445	Chromatic Iris	0.358	+76%	+26%
8446	Heavenly Pupil	0.025	+76%	+24%
8447	Sleepless Iris	0.45	+93%	+24%
8448	Chromatic Iris	0.025	+76%	+24%
8449	Sleepless Aperture	0.075	+78%	+24%
8450	Vibrant Lens	0.025	+76%	+24%
8451	Chromatic Iris	0.217	+77%	+25%
8452	Sleepless Iris	0.2	+83%	+24%
8453	Sleepless Pupil	0.125	+80%	+24%
8454	Translucent Aperture	0.075	+78%	+24%
8455	Heavenly Pupil	0.3	+87%	+24%
8456	Sleepless Iris	0.325	+88%	+24%
8457	Translucent Reflector	0.15	+81%	+24%
8458	Sleepless Fluids	0.417	+85%	+25%
8459	Vibrant Aperture	0.658	+88%	+26%
8460	Translucent Lens	0.508	+82%	+26%
8461	Translucent Fluids	0.2	+83%	+24%
8462	Chromatic Reflector	0.175	+82%	+24%
8463	Sleepless Aperture	0.392	+84%	+25%
8464	Translucent Cornea	0.642	+94%	+25%
8465	Vibrant Aperture	0.85	+89%	+27%
8466	Translucent Mirror	0.025	+76%	+24%
8467	Vibrant Mirror	0.6	+79%	+27%
8468	Vibrant Reflector	0.15	+81%	+24%
8469	Heavenly Mirror	0.192	+76%	+25%
8470	Heavenly Fluids	0.4	+91%	+24%
8471	Chromatic Projector	0.217	+77%	+25%
8472	Translucent Cornea	0.267	+79%	+25%
8473	Sleepless Retina	0.025	+76%	+24%
8474	Sleepless Reflector	0.025	+76%	+24%
8475	Chromatic Fluids	0.025	+76%	+24%
8476	Vibrant Iris	0.2	+83%	+24%
8477	Translucent Aperture	0.267	+79%	+25%
8478	Chromatic Pupil	0.075	+78%	+24%
8479	Vibrant Pupil	0.925	+92%	+27%
8480	Translucent Mirror	0.1	+79%	+24%
8481	Sleepless Cornea	0.342	+82%	+25%
8482	Chromatic Cornea	0.267	+79%	+25%
8483	Chromatic Mirror	0.35	+89%	+24%
8484	Chromatic Projector	0.45	+93%	+24%
8485	Translucent Iris	0.15	+81%	+24%
8486	Chromatic Projector	0.242	+78%	+25%
8487	Sleepless Retina	0.45	+93%	+24%
8488	Translucent Aperture	0.542	+90%	+25%
8489	Chromatic Cornea	0.1	+79%	+24%
8490	Vibrant Reflector	0.675	+82%	+27%
8491	Heavenly Reflector	0.55	+77%	+27%
8492	Sleepless Pupil	0.625	+80%	+27%
8493	Sleepless Cornea	0.025	+76%	+24%
8494	Vibrant Fluids	0.242	+78%	+25%
8495	Translucent Retina	0.65	+81%	+27%
8496	Translucent Mirror	0.45	+93%	+24%
8497	Heavenly Iris	0.567	+91%	+25%
8498	Sleepless Retina	0.567	+91%	+25%
8499	Heavenly Lens	0.675	+82%	+27%
8500	Sleepless Aperture	0.267	+79%	+25%
8501	Vibrant Aperture	0.15	+81%	+24%
8502	Sleepless Pupil	0.375	+90%	+24%
8503	Vibrant Mirror	0.125	+80%	+24%
8504	Vibrant Reflector	0.275	+86%	+24%
8505	Chromatic Retina	0.6	+79%	+27%
8506	Sleepless Retina	0.525	+76%	+27%
8507	Heavenly Pupil	0.425	+92%	+24%
8508	Chromatic Reflector	0.525	+76%	+27%
8509	Sleepless Reflector	0.925	+92%	+27%
8510	Vibrant Fluids	0.5	+95%	+24%
8511	Translucent Iris	0.075	+78%	+24%
8512	Vibrant Aperture	0.808	+94%	+26%
8513	Heavenly Reflector	0.05	+77%	+24%
8514	Heavenly Mirror	0.592	+92%	+25%
8515	Sleepless Retina	0.642	+94%	+25%
8516	Translucent Lens	0.075	+78%	+24%
8517	Vibrant Pupil	0.9	+91%	+27%
8518	Vibrant Pupil	0.25	+85%	+24%
8519	Heavenly Aperture	0.425	+92%	+24%
8520	Translucent Lens	0.075	+78%	+24%
8521	Translucent Lens	0.192	+76%	+25%
8522	Heavenly Cornea	0.2	+83%	+24%
8523	Heavenly Lens	0.475	+94%	+24%
8524	Translucent Aperture	0.225	+84%	+24%
8525	Vibrant Iris	0.5	+95%	+24%
8526	Sleepless Mirror	0.075	+78%	+24%
8527	Translucent Reflector	0.225	+84%	+24%
8528	Translucent Reflector	0.383	+77%	+26%
8529	Chromatic Fluids	0.492	+88%	+25%
8530	Vibrant Cornea	0.1	+79%	+24%
8531	Heavenly Reflector	0.708	+90%	+26%
8532	Chromatic Iris	0.425	+92%	+24%
8533	Heavenly Fluids	0.1	+79%	+24%
8534	Sleepless Iris	0.05	+77%	+24%
8535	Translucent Iris	0.975	+94%	+27%
8536	Heavenly Retina	0.325	+88%	+24%
8537	Translucent Cornea	0.608	+86%	+26%
8538	Translucent Aperture	0.242	+78%	+25%
8539	Translucent Lens	0.625	+80%	+27%
8540	Sleepless Mirror	0.55	+77%	+27%
8541	Sleepless Projector	0.192	+76%	+25%
8542	Heavenly Reflector	0.125	+80%	+24%
8543	Vibrant Fluids	0.433	+79%	+26%
8544	Translucent Lens	0.05	+77%	+24%
8545	Chromatic Projector	0.025	+76%	+24%
8546	Heavenly Retina	0.358	+76%	+26%
8547	Chromatic Iris	0.358	+76%	+26%
8548	Heavenly Reflector	0.225	+84%	+24%
8549	Heavenly Reflector	0.625	+80%	+27%
8550	Sleepless Cornea	0.533	+83%	+26%
8551	Heavenly Cornea	0.525	+76%	+27%
8552	Vibrant Iris	0.025	+76%	+24%
8553	Chromatic Iris	0.125	+80%	+24%
8554	Vibrant Retina	0.05	+77%	+24%
8555	Sleepless Pupil	0.392	+84%	+25%
8556	Heavenly Aperture	0.05	+77%	+24%
8557	Heavenly Iris	0.525	+76%	+27%
8558	Sleepless Lens	0.55	+77%	+27%
8559	Heavenly Reflector	0.525	+76%	+27%
8560	Sleepless Cornea	0.9	+91%	+27%
8561	Translucent Aperture	0.175	+82%	+24%
8562	Vibrant Aperture	0.175	+82%	+24%
8563	Vibrant Retina	0.9	+91%	+27%
8564	Heavenly Reflector	0.225	+84%	+24%
8565	Chromatic Mirror	0.025	+76%	+24%
8566	Translucent Mirror	0.225	+84%	+24%
8567	Chromatic Pupil	0.217	+77%	+25%
8568	Vibrant Projector	0.025	+76%	+24%
8569	Heavenly Lens	0.675	+82%	+27%
8570	Chromatic Reflector	0.317	+81%	+25%
8571	Heavenly Iris	0.25	+85%	+24%
8572	Vibrant Projector	0.608	+86%	+26%
8573	Sleepless Pupil	0.392	+84%	+25%
8574	Chromatic Lens	0.1	+79%	+24%
8575	Heavenly Projector	0.55	+77%	+27%
8576	Sleepless Aperture	0.542	+90%	+25%
8577	Sleepless Iris	0.075	+78%	+24%
8578	Heavenly Fluids	0.025	+76%	+24%
8579	Sleepless Cornea	0.4	+91%	+24%
8580	Sleepless Projector	0.492	+88%	+25%
8581	Sleepless Projector	0.533	+83%	+26%
8582	Translucent Cornea	0.192	+76%	+25%
8583	Heavenly Projector	0.617	+93%	+25%
8584	Chromatic Iris	0.075	+78%	+24%
8585	Heavenly Aperture	0.925	+92%	+27%
8586	Vibrant Cornea	0.025	+76%	+24%
8587	Heavenly Mirror	0.025	+76%	+24%
8588	Translucent Lens	0.025	+76%	+24%
8589	Heavenly Fluids	0.383	+77%	+26%
8590	Chromatic Retina	0.1	+79%	+24%
8591	Translucent Mirror	0.025	+76%	+24%
8592	Heavenly Reflector	0.6	+79%	+27%
8593	Chromatic Mirror	0.525	+76%	+27%
8594	Heavenly Mirror	0.567	+91%	+25%
8595	Chromatic Pupil	0.475	+94%	+24%
8596	Heavenly Mirror	0.525	+76%	+27%
8597	Vibrant Fluids	0.025	+76%	+24%
8598	Sleepless Pupil	0.242	+78%	+25%
8599	Vibrant Pupil	0.15	+81%	+24%
8600	Chromatic Retina	0.55	+77%	+27%
8601	Translucent Cornea	0.425	+92%	+24%
8602	Sleepless Projector	0.725	+84%	+27%
8603	Translucent Pupil	0.808	+94%	+26%
8604	Heavenly Pupil	0.383	+77%	+26%
8605	Vibrant Lens	0.1	+79%	+24%
8606	Translucent Cornea	0.025	+76%	+24%
8607	Sleepless Projector	0.025	+76%	+24%
8608	Translucent Cornea	0.05	+77%	+24%
8609	Heavenly Retina	0.542	+90%	+25%
8610	Vibrant Projector	0.2	+83%	+24%
8611	Translucent Aperture	0.9	+91%	+27%
8612	Chromatic Retina	1.0	+95%	+27%
8613	Chromatic Projector	0.242	+78%	+25%
8614	Sleepless Retina	0.575	+78%	+27%
8615	Chromatic Fluids	0.7	+83%	+27%
8616	Chromatic Cornea	0.3	+87%	+24%
8617	Vibrant Lens	0.375	+90%	+24%
8618	Heavenly Projector	0.025	+76%	+24%
8619	Translucent Cornea	0.125	+80%	+24%
8620	Heavenly Projector	0.675	+82%	+27%
8621	Vibrant Lens	0.217	+77%	+25%
8622	Chromatic Pupil	0.525	+76%	+27%
8623	Chromatic Projector	0.383	+77%	+26%
8624	Sleepless Projector	0.658	+88%	+26%
8625	Chromatic Pupil	0.2	+83%	+24%
8626	Chromatic Cornea	0.533	+83%	+26%
8627	Sleepless Lens	0.025	+76%	+24%
8628	Heavenly Reflector	0.367	+83%	+25%
8629	Chromatic Fluids	0.525	+76%	+27%
8630	Chromatic Reflector	0.783	+93%	+26%
8631	Chromatic Aperture	0.05	+77%	+24%
8632	Sleepless Retina	0.525	+76%	+27%
8633	Sleepless Retina	0.7	+83%	+27%
8634	Vibrant Fluids	0.95	+93%	+27%
8635	Translucent Reflector	0.267	+79%	+25%
8636	Vibrant Projector	0.408	+78%	+26%
8637	Heavenly Pupil	0.025	+76%	+24%
8638	Sleepless Projector	0.65	+81%	+27%
8639	Vibrant Iris	0.358	+76%	+26%
8640	Sleepless Lens	0.025	+76%	+24%
8641	Chromatic Projector	0.125	+80%	+24%
8642	Translucent Pupil	0.5	+95%	+24%
8643	Heavenly Fluids	0.408	+78%	+26%
8644	Chromatic Cornea	0.35	+89%	+24%
8645	Chromatic Pupil	0.15	+81%	+24%
8646	Translucent Projector	0.192	+76%	+25%
8647	Sleepless Aperture	0.358	+76%	+26%
8648	Chromatic Lens	0.458	+80%	+26%
8649	Chromatic Iris	0.525	+76%	+27%
8650	Vibrant Iris	0.192	+76%	+25%
8651	Sleepless Aperture	0.417	+85%	+25%
8652	Chromatic Fluids	0.475	+94%	+24%
8653	Sleepless Cornea	0.025	+76%	+24%
8654	Heavenly Fluids	0.242	+78%	+25%
8655	Heavenly Lens	0.192	+76%	+25%
8656	Sleepless Projector	0.025	+76%	+24%
8657	Vibrant Pupil	0.275	+86%	+24%
8658	Vibrant Fluids	0.05	+77%	+24%
8659	Translucent Cornea	0.425	+92%	+24%
8660	Vibrant Retina	0.025	+76%	+24%
8661	Heavenly Aperture	0.225	+84%	+24%
8662	Translucent Projector	0.583	+85%	+26%
8663	Vibrant Lens	0.625	+80%	+27%
8664	Translucent Aperture	0.5	+95%	+24%
8665	Heavenly Cornea	0.325	+88%	+24%
8666	Heavenly Aperture	0.1	+79%	+24%
8667	Heavenly Cornea	0.75	+85%	+27%
8668	Chromatic Retina	0.192	+76%	+25%
8669	Chromatic Projector	0.65	+81%	+27%
8670	Heavenly Cornea	0.383	+77%	+26%
8671	Chromatic Iris	0.15	+81%	+24%
8672	Translucent Projector	0.075	+78%	+24%
8673	Heavenly Reflector	0.05	+77%	+24%
8674	Sleepless Reflector	0.2	+83%	+24%
8675	Translucent Mirror	0.667	+95%	+25%
8676	Chromatic Cornea	0.642	+94%	+25%
8677	Heavenly Pupil	0.025	+76%	+24%
8678	Translucent Lens	0.875	+90%	+27%
8679	Translucent Aperture	0.417	+85%	+25%
8680	Heavenly Lens	0.075	+78%	+24%
8681	Sleepless Aperture	0.783	+93%	+26%
8682	Chromatic Lens	0.25	+85%	+24%
8683	Translucent Fluids	0.125	+80%	+24%
8684	Sleepless Iris	0.217	+77%	+25%
8685	Vibrant Aperture	0.375	+90%	+24%
8686	Sleepless Iris	0.225	+84%	+24%
8687	Vibrant Reflector	0.025	+76%	+24%
8688	Translucent Mirror	0.458	+80%	+26%
8689	Heavenly Mirror	0.458	+80%	+26%
8690	Heavenly Iris	0.292	+80%	+25%
8691	Heavenly Fluids	0.075	+78%	+24%
8692	Vibrant Lens	0.625	+80%	+27%
8693	Vibrant Mirror	0.683	+89%	+26%
8694	Sleepless Lens	0.25	+85%	+24%
8695	Sleepless Lens	0.525	+76%	+27%
8696	Heavenly Lens	1.0	+95%	+27%
8697	Chromatic Mirror	0.1	+79%	+24%
8698	Translucent Reflector	0.217	+77%	+25%
8699	Heavenly Retina	0.025	+76%	+24%
8700	Heavenly Cornea	0.192	+76%	+25%
8701	Sleepless Projector	0.125	+80%	+24%
8702	Translucent Cornea	0.15	+81%	+24%
8703	Vibrant Cornea	0.275	+86%	+24%
8704	Translucent Projector	0.225	+84%	+24%
8705	Heavenly Iris	0.625	+80%	+27%
8706	Vibrant Fluids	0.225	+84%	+24%
8707	Vibrant Aperture	0.825	+88%	+27%
8708	Vibrant Iris	0.508	+82%	+26%
8709	Vibrant Pupil	0.708	+90%	+26%
8710	Vibrant Cornea	0.667	+95%	+25%
8711	Sleepless Lens	0.45	+93%	+24%
8712	Vibrant Retina	0.125	+80%	+24%
8713	Translucent Fluids	0.558	+84%	+26%
8714	Heavenly Iris	0.05	+77%	+24%
8715	Translucent Mirror	0.15	+81%	+24%
8716	Vibrant Iris	0.667	+95%	+25%
8717	Vibrant Projector	0.3	+87%	+24%
8718	Chromatic Cornea	0.15	+81%	+24%
8719	Translucent Iris	0.1	+79%	+24%
8720	Chromatic Mirror	0.075	+78%	+24%
8721	Chromatic Mirror	0.15	+81%	+24%
8722	Heavenly Fluids	0.1	+79%	+24%
8723	Sleepless Projector	0.1	+79%	+24%
8724	Heavenly Mirror	0.025	+76%	+24%
8725	Translucent Iris	0.05	+77%	+24%
8726	Chromatic Retina	0.558	+84%	+26%
8727	Chromatic Aperture	0.025	+76%	+24%
8728	Translucent Reflector	0.525	+76%	+27%
8729	Heavenly Cornea	0.392	+84%	+25%
8730	Vibrant Reflector	0.1	+79%	+24%
8731	Heavenly Fluids	0.025	+76%	+24%
8732	Vibrant Pupil	0.4	+91%	+24%
8733	Sleepless Cornea	0.15	+81%	+24%
8734	Vibrant Reflector	0.383	+77%	+26%
