Seed,Name,Perfection,Ship_Armour_Shield_Strength
8223,Parasitic Crust,0.625,+12%
8224,Parasitic Carapace,0.25,+9%
8225,Dripping Skin,0.0,+7%
8226,Notched Plating,0.5,+11%
8227,Infused Teeth,0.125,+8%
8228,Infused Bark,0.625,+12%
8229,Infused Scales,0.125,+8%
8230,Dripping Crust,0.625,+12%
8231,Infused Shell,0.125,+8%
8232,Coarse Scales,0.25,+9%
8233,Coarse Crust,0.0,+7%
8234,Coarse Teeth,1.0,+15%
8235,Dripping Crust,0.0,+7%
8236,Parasitic Teeth,0.75,+13%
8237,Parasitic Bark,0.25,+9%
8238,Coarse Carapace,0.125,+8%
8239,Parasitic Bark,0.125,+8%
8240,Dripping Plating,0.125,+8%
8241,Infused Teeth,0.25,+9%
8242,Dripping Bark,0.5,+11%
8243,Notched Husk,0.125,+8%
8244,Infused Rind,0.125,+8%
8245,Parasitic Crust,0.375,+10%
8246,Infused Plating,0.125,+8%
8247,Parasitic Bark,1.0,+15%
8248,Coarse Teeth,0.375,+10%
8249,Infused Rind,0.25,+9%
8250,Notched Bark,0.125,+8%
8251,Parasitic Crust,0.125,+8%
8252,Dripping Teeth,0.125,+8%
8253,Parasitic Teeth,0.75,+13%
8254,Parasitic Skin,0.25,+9%
8255,Coarse Shell,0.375,+10%
8256,Infused Crust,0.125,+8%
8257,Parasitic Husk,0.125,+8%
8258,Infused Scales,0.625,+12%
8259,Parasitic Crust,0.25,+9%
8260,Dripping Rind,0.5,+11%
8261,Coarse Plating,0.75,+13%
8262,Coarse Shell,0.25,+9%
8263,Dripping Husk,0.25,+9%
8264,Parasitic Bark,1.0,+15%
8265,Parasitic Plating,0.25,+9%
8266,Parasitic Plating,0.75,+13%
8267,Parasitic Husk,0.125,+8%
8268,Notched Bark,0.0,+7%
8269,Infused Rind,0.0,+7%
8270,Infused Husk,0.75,+13%
8271,Parasitic Rind,0.0,+7%
8272,Parasitic Plating,0.0,+7%
8273,Infused Carapace,0.125,+8%
8274,Parasitic Skin,1.0,+15%
8275,Infused Carapace,0.0,+7%
8276,Parasitic Bark,0.375,+10%
8277,Coarse Plating,1.0,+15%
8278,Dripping Crust,0.375,+10%
8279,Infused Skin,0.125,+8%
8280,Infused Husk,0.875,+14%
8281,Infused Shell,0.125,+8%
8282,Dripping Skin,0.0,+7%
8283,Dripping Teeth,0.375,+10%
8284,Infused Husk,0.25,+9%
8285,Coarse Plating,0.125,+8%
8286,Notched Carapace,0.125,+8%
8287,Coarse Scales,0.5,+11%
8288,Infused Husk,0.125,+8%
8289,Notched Plating,0.0,+7%
8290,Notched Plating,0.375,+10%
8291,Parasitic Plating,0.25,+9%
8292,Coarse Bark,0.5,+11%
8293,Infused Skin,0.0,+7%
8294,Notched Carapace,0.25,+9%
8295,Coarse Plating,0.125,+8%
8296,Coarse Skin,0.625,+12%
8297,Coarse Plating,0.375,+10%
8298,Dripping Crust,0.625,+12%
8299,Dripping Bark,0.25,+9%
8300,Dripping Scales,0.375,+10%
8301,Infused Plating,0.375,+10%
8302,Parasitic Scales,0.125,+8%
8303,Notched Bark,0.625,+12%
8304,Coarse Shell,0.0,+7%
8305,Parasitic Carapace,0.5,+11%
8306,Dripping Carapace,0.875,+14%
8307,Notched Teeth,0.625,+12%
8308,Infused Teeth,0.125,+8%
8309,Infused Crust,0.5,+11%
8310,Parasitic Husk,0.375,+10%
8311,Dripping Crust,0.125,+8%
8312,Notched Scales,0.875,+14%
8313,Parasitic Shell,0.625,+12%
8314,Notched Husk,0.25,+9%
8315,Notched Shell,0.875,+14%
8316,Infused Plating,0.125,+8%
8317,Coarse Crust,0.125,+8%
8318,Infused Rind,0.0,+7%
8319,Parasitic Shell,0.0,+7%
8320,Infused Crust,0.0,+7%
8321,Notched Rind,0.5,+11%
8322,Parasitic Teeth,0.625,+12%
8323,Notched Teeth,0.0,+7%
8324,Infused Husk,0.375,+10%
8325,Parasitic Scales,0.875,+14%
8326,Coarse Teeth,0.125,+8%
8327,Coarse Crust,0.125,+8%
8328,Parasitic Teeth,0.25,+9%
8329,Dripping Scales,0.0,+7%
8330,Notched Carapace,0.375,+10%
8331,Infused Crust,0.0,+7%
8332,Infused Carapace,0.0,+7%
8333,Dripping Scales,0.625,+12%
8334,Dripping Crust,0.875,+14%
8335,Parasitic Scales,0.875,+14%
8336,Dripping Shell,0.0,+7%
8337,Notched Skin,0.125,+8%
8338,Coarse Husk,0.25,+9%
8339,Notched Carapace,0.5,+11%
8340,Notched Husk,0.0,+7%
8341,Infused Carapace,0.125,+8%
8342,Infused Rind,0.625,+12%
8343,Infused Shell,0.125,+8%
8344,Coarse Carapace,0.375,+10%
8345,Coarse Carapace,0.75,+13%
8346,Dripping Skin,0.375,+10%
8347,Infused Rind,0.125,+8%
8348,Infused Shell,0.25,+9%
8349,Parasitic Plating,0.125,+8%
8350,Notched Plating,0.0,+7%
8351,Notched Teeth,0.5,+11%
8352,Dripping Rind,0.375,+10%
8353,Infused Teeth,0.75,+13%
8354,Infused Bark,0.0,+7%
8355,Notched Carapace,0.5,+11%
8356,Parasitic Teeth,0.25,+9%
8357,Coarse Scales,0.375,+10%
8358,Notched Plating,0.625,+12%
8359,Infused Plating,0.75,+13%
8360,Parasitic Scales,0.375,+10%
8361,Coarse Skin,0.0,+7%
8362,Coarse Rind,0.125,+8%
8363,Notched Rind,0.875,+14%
8364,Parasitic Crust,0.25,+9%
8365,Infused Skin,0.25,+9%
8366,Notched Crust,0.375,+10%
8367,Notched Carapace,0.75,+13%
8368,Notched Plating,0.75,+13%
8369,Infused Crust,0.625,+12%
8370,Dripping Husk,0.0,+7%
8371,Coarse Plating,0.75,+13%
8372,Infused Rind,0.0,+7%
8373,Dripping Carapace,0.375,+10%
8374,Parasitic Skin,0.25,+9%
8375,Notched Shell,0.625,+12%
8376,Coarse Rind,0.125,+8%
8377,Coarse Teeth,0.0,+7%
8378,Infused Plating,0.875,+14%
8379,Parasitic Scales,0.375,+10%
8380,Dripping Skin,0.25,+9%
8381,Dripping Husk,0.0,+7%
8382,Notched Crust,0.0,+7%
8383,Notched Rind,0.125,+8%
8384,Infused Husk,0.5,+11%
8385,Parasitic Teeth,0.25,+9%
8386,Infused Crust,0.0,+7%
8387,Coarse Carapace,0.75,+13%
8388,Notched Rind,0.5,+11%
8389,Parasitic Plating,0.375,+10%
8390,Notched Rind,0.375,+10%
8391,Coarse Plating,0.25,+9%
8392,Notched Shell,0.5,+11%
8393,Dripping Rind,0.125,+8%
8394,Parasitic Teeth,0.875,+14%
8395,Notched Bark,0.375,+10%
8396,Dripping Scales,0.0,+7%
8397,Dripping Rind,0.125,+8%
8398,Notched Bark,0.0,+7%
8399,Dripping Husk,0.0,+7%
8400,Parasitic Skin,0.5,+11%
8401,Coarse Plating,0.0,+7%
8402,Dripping Plating,0.0,+7%
8403,Dripping Husk,0.25,+9%
8404,Coarse Bark,0.0,+7%
8405,Infused Skin,0.125,+8%
8406,Coarse Rind,0.125,+8%
8407,Coarse Crust,0.5,+11%
8408,Dripping Bark,0.25,+9%
8409,Dripping Husk,0.5,+11%
8410,Notched Plating,0.0,+7%
8411,Notched Bark,0.75,+13%
8412,Coarse Rind,0.0,+7%
8413,Parasitic Shell,1.0,+15%
8414,Parasitic Scales,0.125,+8%
8415,Parasitic Husk,0.25,+9%
8416,Parasitic Scales,0.0,+7%
8417,Parasitic Scales,0.125,+8%
8418,Notched Carapace,0.125,+8%
8419,Infused Teeth,0.5,+11%
8420,Coarse Skin,0.375,+10%
8421,Parasitic Shell,0.375,+10%
8422,Parasitic Husk,0.0,+7%
8423,Dripping Rind,0.5,+11%
8424,Coarse Plating,0.75,+13%
8425,Notched Crust,0.375,+10%
8426,Infused Carapace,0.0,+7%
8427,Parasitic Teeth,0.375,+10%
8428,Parasitic Husk,0.375,+10%
8429,Notched Crust,0.125,+8%
8430,Notched Plating,1.0,+15%
8431,Coarse Scales,0.125,+8%
8432,Coarse Skin,0.25,+9%
8433,Dripping Scales,0.125,+8%
8434,Dripping Crust,0.625,+12%
8435,Coarse Skin,0.5,+11%
8436,Parasitic Shell,0.0,+7%
8437,Dripping Scales,0.125,+8%
8438,Notched Shell,0.25,+9%
8439,Notched Bark,0.0,+7%
8440,Parasitic Carapace,0.375,+10%
8441,Notched Bark,0.625,+12%
8442,Coarse Skin,0.5,+11%
8443,Notched Plating,0.0,+7%
8444,Coarse Shell,0.25,+9%
8445,Parasitic Teeth,0.25,+9%
8446,Infused Carapace,0.25,+9%
8447,Dripping Teeth,0.375,+10%
8448,Parasitic Teeth,0.0,+7%
8449,Dripping Plating,0.25,+9%
8450,Coarse Scales,0.75,+13%
8451,Parasitic Teeth,0.625,+12%
8452,Dripping Teeth,0.0,+7%
8453,Dripping Carapace,0.0,+7%
8454,Notched Plating,0.375,+10%
8455,Infused Carapace,0.375,+10%
8456,Dripping Teeth,0.0,+7%
8457,Notched Bark,0.75,+13%
8458,Dripping Crust,0.125,+8%
8459,Coarse Plating,0.75,+13%
8460,Notched Scales,0.125,+8%
8461,Notched Crust,0.0,+7%
8462,Parasitic Bark,0.0,+7%
8463,Dripping Plating,0.0,+7%
8464,Notched Rind,0.0,+7%
8465,Coarse Plating,0.75,+13%
8466,Notched Husk,0.375,+10%
8467,Coarse Husk,0.75,+13%
8468,Coarse Bark,0.125,+8%
8469,Infused Husk,0.0,+7%
8470,Infused Crust,0.25,+9%
8471,Parasitic Shell,0.25,+9%
8472,Notched Rind,0.125,+8%
8473,Dripping Skin,0.125,+8%
8474,Dripping Bark,0.125,+8%
8475,Parasitic Crust,0.0,+7%
8476,Coarse Teeth,0.125,+8%
8477,Notched Plating,0.0,+7%
8478,Parasitic Carapace,0.75,+13%
8479,Coarse Carapace,0.625,+12%
8480,Notched Husk,0.125,+8%
8481,Dripping Rind,0.125,+8%
8482,Parasitic Rind,0.125,+8%
8483,Parasitic Husk,0.25,+9%
8484,Parasitic Shell,0.125,+8%
8485,Notched Teeth,1.0,+15%
8486,Parasitic Shell,0.125,+8%
8487,Dripping Skin,0.375,+10%
8488,Notched Plating,0.5,+11%
8489,Parasitic Rind,0.125,+8%
8490,Coarse Bark,0.5,+11%
8491,Infused Bark,0.25,+9%
8492,Dripping Carapace,0.75,+13%
8493,Dripping Rind,0.25,+9%
8494,Coarse Crust,0.75,+13%
8495,Notched Skin,0.25,+9%
8496,Notched Husk,0.875,+14%
8497,Infused Teeth,0.875,+14%
8498,Dripping Skin,0.875,+14%
8499,Infused Scales,0.0,+7%
8500,Dripping Plating,0.875,+14%
8501,Coarse Plating,0.0,+7%
8502,Dripping Carapace,0.75,+13%
8503,Coarse Husk,0.5,+11%
8504,Coarse Bark,0.75,+13%
8505,Parasitic Skin,0.625,+12%
8506,Dripping Skin,0.75,+13%
8507,Infused Carapace,0.125,+8%
8508,Parasitic Bark,0.0,+7%
8509,Dripping Bark,0.875,+14%
8510,Coarse Crust,0.125,+8%
8511,Notched Teeth,0.0,+7%
8512,Coarse Plating,0.25,+9%
8513,Infused Bark,0.125,+8%
8514,Infused Husk,0.125,+8%
8515,Dripping Skin,0.0,+7%
8516,Notched Scales,0.125,+8%
8517,Coarse Carapace,0.75,+13%
8518,Coarse Carapace,0.125,+8%
8519,Infused Plating,0.25,+9%
8520,Notched Scales,0.375,+10%
8521,Notched Scales,0.625,+12%
8522,Infused Rind,0.625,+12%
8523,Infused Scales,0.75,+13%
8524,Notched Plating,0.875,+14%
8525,Coarse Teeth,0.25,+9%
8526,Dripping Husk,0.0,+7%
8527,Notched Bark,0.0,+7%
8528,Notched Bark,0.375,+10%
8529,Parasitic Crust,0.375,+10%
8530,Coarse Rind,0.125,+8%
8531,Infused Bark,0.375,+10%
8532,Parasitic Teeth,0.0,+7%
8533,Infused Crust,0.0,+7%
8534,Dripping Teeth,0.125,+8%
8535,Notched Teeth,0.125,+8%
8536,Infused Skin,0.0,+7%
8537,Notched Rind,0.0,+7%
8538,Notched Plating,0.5,+11%
8539,Notched Scales,0.625,+12%
8540,Dripping Husk,0.0,+7%
8541,Dripping Shell,0.375,+10%
8542,Infused Bark,0.375,+10%
8543,Coarse Crust,0.5,+11%
8544,Notched Scales,0.75,+13%
8545,Parasitic Shell,0.375,+10%
8546,Infused Skin,0.5,+11%
8547,Parasitic Teeth,1.0,+15%
8548,Infused Bark,0.875,+14%
8549,Infused Bark,0.375,+10%
8550,Dripping Rind,0.125,+8%
8551,Infused Rind,0.125,+8%
8552,Coarse Teeth,0.25,+9%
8553,Parasitic Teeth,0.0,+7%
8554,Coarse Skin,0.125,+8%
8555,Dripping Carapace,0.375,+10%
8556,Infused Plating,0.25,+9%
8557,Infused Teeth,0.0,+7%
8558,Dripping Scales,0.25,+9%
8559,Infused Bark,0.0,+7%
8560,Dripping Rind,0.125,+8%
8561,Notched Plating,0.375,+10%
8562,Coarse Plating,0.125,+8%
8563,Coarse Skin,0.875,+14%
8564,Infused Bark,0.125,+8%
8565,Parasitic Husk,0.0,+7%
8566,Notched Husk,0.125,+8%
8567,Parasitic Carapace,0.0,+7%
8568,Coarse Shell,0.125,+8%
8569,Infused Scales,0.5,+11%
8570,Parasitic Bark,0.0,+7%
8571,Infused Teeth,0.75,+13%
8572,Coarse Shell,0.875,+14%
8573,Dripping Carapace,0.125,+8%
8574,Parasitic Scales,0.875,+14%
8575,Infused Shell,0.375,+10%
8576,Dripping Plating,0.375,+10%
8577,Dripping Teeth,0.75,+13%
8578,Infused Crust,0.375,+10%
8579,Dripping Rind,0.875,+14%
8580,Dripping Shell,0.0,+7%
8581,Dripping Shell,0.375,+10%
8582,Notched Rind,0.75,+13%
8583,Infused Shell,0.25,+9%
8584,Parasitic Teeth,0.5,+11%
8585,Infused Plating,0.75,+13%
8586,Coarse Rind,1.0,+15%
8587,Infused Husk,0.5,+11%
8588,Notched Scales,0.25,+9%
8589,Infused Crust,0.125,+8%
8590,Parasitic Skin,0.875,+14%
8591,Notched Husk,0.5,+11%
8592,Infused Bark,0.875,+14%
8593,Parasitic Husk,0.125,+8%
8594,Infused Husk,0.5,+11%
8595,Parasitic Carapace,0.375,+10%
8596,Infused Husk,0.75,+13%
8597,Coarse Crust,0.75,+13%
8598,Dripping Carapace,0.625,+12%
8599,Coarse Carapace,0.375,+10%
8600,Parasitic Skin,0.625,+12%
8601,Notched Rind,0.125,+8%
8602,Dripping Shell,0.125,+8%
8603,Notched Carapace,0.875,+14%
8604,Infused Carapace,0.25,+9%
8605,Coarse Scales,0.0,+7%
8606,Notched Rind,0.125,+8%
8607,Dripping Shell,0.375,+10%
8608,Notched Rind,0.125,+8%
8609,Infused Skin,0.25,+9%
8610,Coarse Shell,0.125,+8%
8611,Notched Plating,0.625,+12%
8612,Parasitic Skin,0.125,+8%
8613,Parasitic Shell,0.5,+11%
8614,Dripping Skin,0.125,+8%
8615,Parasitic Crust,0.125,+8%
8616,Parasitic Rind,0.25,+9%
8617,Coarse Scales,0.75,+13%
8618,Infused Shell,0.0,+7%
8619,Notched Rind,0.75,+13%
8620,Infused Shell,0.375,+10%
8621,Coarse Scales,0.875,+14%
8622,Parasitic Carapace,0.0,+7%
8623,Parasitic Shell,0.125,+8%
8624,Dripping Shell,0.125,+8%
8625,Parasitic Carapace,0.5,+11%
8626,Parasitic Rind,0.0,+7%
8627,Dripping Scales,0.0,+7%
8628,Infused Bark,0.125,+8%
8629,Parasitic Crust,0.75,+13%
8630,Parasitic Bark,1.0,+15%
8631,Parasitic Plating,0.125,+8%
8632,Dripping Skin,0.0,+7%
8633,Dripping Skin,0.125,+8%
8634,Coarse Crust,0.875,+14%
8635,Notched Bark,0.625,+12%
8636,Coarse Shell,0.125,+8%
8637,Infused Carapace,0.125,+8%
8638,Dripping Shell,0.625,+12%
8639,Coarse Teeth,0.75,+13%
8640,Dripping Scales,0.375,+10%
8641,Parasitic Shell,0.0,+7%
8642,Notched Carapace,0.875,+14%
8643,Infused Crust,0.875,+14%
8644,Parasitic Rind,0.125,+8%
8645,Parasitic Carapace,0.0,+7%
8646,Notched Shell,0.0,+7%
8647,Dripping Plating,0.25,+9%
8648,Parasitic Scales,0.0,+7%
8649,Parasitic Teeth,0.125,+8%
8650,Coarse Teeth,0.75,+13%
8651,Dripping Plating,0.0,+7%
8652,Parasitic Crust,0.0,+7%
8653,Dripping Rind,0.75,+13%
8654,Infused Crust,0.125,+8%
8655,Infused Scales,0.125,+8%
8656,Dripping Shell,0.375,+10%
8657,Coarse Carapace,0.125,+8%
8658,Coarse Crust,0.375,+10%
8659,Notched Rind,0.75,+13%
8660,Coarse Skin,1.0,+15%
8661,Infused Plating,0.125,+8%
8662,Notched Shell,0.375,+10%
8663,Coarse Scales,0.25,+9%
8664,Notched Plating,0.0,+7%
8665,Infused Rind,0.75,+13%
8666,Infused Plating,0.0,+7%
8667,Infused Rind,0.25,+9%
8668,Parasitic Skin,0.0,+7%
8669,Parasitic Shell,0.125,+8%
8670,Infused Rind,0.5,+11%
8671,Parasitic Teeth,0.0,+7%
8672,Notched Shell,1.0,+15%
8673,Infused Bark,0.5,+11%
8674,Dripping Bark,0.625,+12%
8675,Notched Husk,0.125,+8%
8676,Parasitic Rind,0.25,+9%
8677,Infused Carapace,0.0,+7%
8678,Notched Scales,0.75,+13%
8679,Notched Plating,0.625,+12%
8680,Infused Scales,0.625,+12%
8681,Dripping Plating,0.5,+11%
8682,Parasitic Scales,0.0,+7%
8683,Notched Crust,1.0,+15%
8684,Dripping Teeth,0.0,+7%
8685,Coarse Plating,0.125,+8%
8686,Dripping Teeth,0.25,+9%
8687,Coarse Bark,0.875,+14%
8688,Notched Husk,0.0,+7%
8689,Infused Husk,0.125,+8%
8690,Infused Teeth,0.5,+11%
8691,Infused Crust,0.0,+7%
8692,Coarse Scales,0.25,+9%
8693,Coarse Husk,0.625,+12%
8694,Dripping Scales,0.0,+7%
8695,Dripping Scales,0.625,+12%
8696,Infused Scales,0.0,+7%
8697,Parasitic Husk,0.25,+9%
8698,Notched Bark,0.125,+8%
8699,Infused Skin,0.125,+8%
8700,Infused Rind,0.125,+8%
8701,Dripping Shell,0.125,+8%
8702,Notched Rind,0.0,+7%
8703,Coarse Rind,1.0,+15%
8704,Notched Shell,0.0,+7%
8705,Infused Teeth,0.75,+13%
8706,Coarse Crust,0.5,+11%
8707,Coarse Plating,0.625,+12%
8708,Coarse Teeth,0.625,+12%
8709,Coarse Carapace,0.25,+9%
8710,Coarse Rind,0.125,+8%
8711,Dripping Scales,0.5,+11%
8712,Coarse Skin,0.0,+7%
8713,Notched Crust,0.0,+7%
8714,Infused Teeth,0.0,+7%
8715,Notched Husk,0.625,+12%
8716,Coarse Teeth,0.375,+10%
8717,Coarse Shell,0.75,+13%
8718,Parasitic Rind,0.0,+7%
8719,Notched Teeth,0.25,+9%
8720,Parasitic Husk,0.5,+11%
8721,Parasitic Husk,0.25,+9%
8722,Infused Crust,0.25,+9%
8723,Dripping Shell,0.25,+9%
8724,Infused Husk,0.125,+8%
8725,Notched Teeth,0.125,+8%
8726,Parasitic Skin,0.625,+12%
8727,Parasitic Plating,0.375,+10%
8728,Notched Bark,0.0,+7%
8729,Infused Rind,0.25,+9%
8730,Coarse Bark,0.75,+13%
8731,Infused Crust,0.125,+8%
8732,Coarse Carapace,0.125,+8%
8733,Dripping Rind,0.0,+7%
8734,Coarse Bark,0.0,+7%
8735,Parasitic Teeth,0.75,+13%
8736,Parasitic Carapace,0.25,+9%
8737,Infused Rind,0.75,+13%
8738,Parasitic Shell,0.875,+14%
8739,Coarse Husk,0.0,+7%
8740,Notched Scales,0.375,+10%
8741,Infused Teeth,0.25,+9%
8742,Notched Rind,0.0,+7%
8743,Infused Bark,0.0,+7%
8744,Coarse Scales,0.5,+11%
8745,Infused Skin,0.625,+12%
8746,Notched Scales,0.125,+8%
8747,Infused Scales,0.25,+9%
8748,Dripping Scales,0.0,+7%
8749,Coarse Plating,0.0,+7%
8750,Notched Shell,0.375,+10%
8751,Dripping Crust,0.125,+8%
8752,Coarse Plating,0.25,+9%
8753,Notched Teeth,0.5,+11%
8754,Coarse Skin,0.875,+14%
8755,Dripping Carapace,0.625,+12%
8756,Notched Husk,0.0,+7%
8757,Coarse Shell,0.75,+13%
8758,Coarse Husk,0.125,+8%
8759,Infused Plating,0.0,+7%
8760,Parasitic Plating,0.0,+7%
8761,Infused Shell,0.125,+8%
8762,Infused Crust,0.25,+9%
8763,Parasitic Teeth,0.0,+7%
8764,Notched Scales,0.25,+9%
8765,Parasitic Shell,0.0,+7%
8766,Notched Crust,1.0,+15%
8767,Parasitic Scales,0.625,+12%
8768,Parasitic Skin,0.375,+10%
8769,Parasitic Bark,0.125,+8%
8770,Infused Plating,0.0,+7%
8771,Infused Scales,0.375,+10%
8772,Notched Teeth,0.875,+14%
8773,Infused Crust,0.125,+8%
8774,Notched Shell,0.375,+10%
8775,Parasitic Plating,0.0,+7%
8776,Infused Shell,0.0,+7%
8777,Parasitic Scales,0.625,+12%
8778,Parasitic Teeth,0.375,+10%
8779,Coarse Skin,0.0,+7%
8780,Parasitic Skin,0.75,+13%
8781,Notched Skin,0.25,+9%
8782,Notched Plating,0.0,+7%
8783,Coarse Plating,0.25,+9%
8784,Parasitic Crust,0.625,+12%
8785,Coarse Rind,0.125,+8%
8786,Parasitic Husk,0.5,+11%
8787,Dripping Carapace,0.375,+10%
8788,Infused Bark,0.875,+14%
8789,Coarse Shell,0.375,+10%
8790,Dripping Rind,0.0,+7%
8791,Infused Husk,0.875,+14%
8792,Parasitic Husk,0.375,+10%
8793,Coarse Plating,0.125,+8%
8794,Notched Carapace,0.5,+11%
8795,Infused Shell,0.0,+7%
8796,Coarse Plating,0.75,+13%
8797,Dripping Husk,0.5,+11%
8798,Notched Rind,0.0,+7%
8799,Parasitic Plating,0.375,+10%
8800,Coarse Teeth,0.25,+9%
8801,Notched Plating,0.25,+9%
8802,Infused Bark,0.125,+8%
8803,Parasitic Shell,0.25,+9%
8804,Infused Scales,0.125,+8%
8805,Dripping Rind,0.125,+8%
8806,Dripping Bark,0.75,+13%
8807,Infused Teeth,0.0,+7%
8808,Infused Bark,0.375,+10%
8809,Coarse Shell,0.875,+14%
8810,Coarse Skin,0.25,+9%
8811,Coarse Scales,0.0,+7%
8812,Infused Carapace,0.0,+7%
8813,Dripping Plating,0.125,+8%
8814,Parasitic Husk,0.375,+10%
8815,Coarse Carapace,0.25,+9%
8816,Parasitic Husk,0.625,+12%
8817,Parasitic Skin,0.0,+7%
8818,Infused Rind,0.875,+14%
8819,Infused Skin,0.125,+8%
8820,Notched Scales,0.125,+8%
8821,Parasitic Bark,0.75,+13%
8822,Dripping Skin,0.125,+8%
8823,Parasitic Husk,0.125,+8%
8824,Notched Scales,0.625,+12%
8825,Coarse Husk,0.625,+12%
8826,Infused Husk,0.375,+10%
8827,Coarse Plating,0.125,+8%
8828,Parasitic Shell,0.125,+8%
8829,Parasitic Shell,0.0,+7%
8830,Coarse Carapace,0.75,+13%
8831,Parasitic Crust,0.125,+8%
8832,Coarse Teeth,0.375,+10%
8833,Coarse Crust,0.125,+8%
8834,Notched Teeth,0.25,+9%
8835,Infused Bark,0.875,+14%
8836,Parasitic Bark,0.125,+8%
8837,Parasitic Husk,0.875,+14%
8838,Dripping Shell,0.625,+12%
8839,Coarse Crust,0.25,+9%
8840,Infused Teeth,0.125,+8%
8841,Infused Bark,0.25,+9%
8842,Dripping Skin,0.25,+9%
8843,Notched Plating,0.375,+10%
8844,Dripping Scales,0.0,+7%
8845,Notched Scales,0.375,+10%
8846,Notched Scales,0.375,+10%
8847,Dripping Plating,0.5,+11%
8848,Infused Plating,0.125,+8%
8849,Notched Crust,0.0,+7%
8850,Infused Scales,0.0,+7%
8851,Dripping Crust,0.0,+7%
8852,Parasitic Crust,0.625,+12%
8853,Parasitic Shell,0.875,+14%
8854,Coarse Shell,0.5,+11%
8855,Dripping Rind,0.0,+7%
8856,Infused Teeth,0.625,+12%
8857,Coarse Plating,0.375,+10%
8858,Infused Rind,0.375,+10%
8859,Parasitic Shell,0.5,+11%
8860,Coarse Rind,0.0,+7%
8861,Dripping Scales,0.75,+13%
8862,Parasitic Scales,0.125,+8%
8863,Notched Bark,0.75,+13%
8864,Coarse Bark,0.125,+8%
8865,Dripping Teeth,0.625,+12%
8866,Parasitic Scales,0.0,+7%
8867,Dripping Plating,0.625,+12%
8868,Dripping Bark,1.0,+15%
8869,Dripping Rind,0.125,+8%
8870,Notched Bark,0.375,+10%
8871,Notched Scales,0.875,+14%
8872,Coarse Crust,0.375,+10%
8873,Coarse Husk,0.125,+8%
8874,Infused Shell,0.125,+8%
8875,Coarse Teeth,0.25,+9%
8876,Parasitic Shell,0.0,+7%
8877,Coarse Scales,0.875,+14%
8878,Parasitic Scales,0.5,+11%
8879,Coarse Rind,0.125,+8%
8880,Coarse Plating,0.0,+7%
8881,Infused Husk,0.125,+8%
8882,Parasitic Skin,0.0,+7%
8883,Infused Teeth,0.0,+7%
8884,Dripping Scales,0.375,+10%
8885,Coarse Bark,0.125,+8%
8886,Dripping Rind,0.75,+13%
8887,Notched Shell,0.375,+10%
8888,Parasitic Bark,0.0,+7%
8889,Notched Teeth,0.0,+7%
8890,Coarse Rind,0.0,+7%
8891,Parasitic Skin,0.125,+8%
8892,Parasitic Husk,0.25,+9%
8893,Coarse Scales,0.125,+8%
8894,Parasitic Teeth,0.875,+14%
8895,Parasitic Carapace,0.0,+7%
8896,Dripping Teeth,0.625,+12%
8897,Coarse Crust,0.375,+10%
8898,Dripping Rind,0.0,+7%
8899,Parasitic Skin,0.25,+9%
8900,Parasitic Husk,0.875,+14%
8901,Notched Husk,0.875,+14%
8902,Infused Teeth,0.75,+13%
8903,Infused Husk,0.125,+8%
8904,Coarse Carapace,0.875,+14%
8905,Notched Scales,0.0,+7%
8906,Dripping Shell,0.125,+8%
8907,Parasitic Crust,0.125,+8%
8908,Parasitic Skin,0.625,+12%
8909,Parasitic Husk,0.0,+7%
8910,Coarse Husk,0.0,+7%
8911,Notched Skin,0.875,+14%
8912,Notched Teeth,0.875,+14%
8913,Notched Skin,0.875,+14%
8914,Coarse Plating,0.125,+8%
8915,Dripping Carapace,0.0,+7%
8916,Infused Husk,0.125,+8%
8917,Dripping Teeth,0.125,+8%
8918,Infused Crust,0.375,+10%
8919,Dripping Skin,0.125,+8%
8920,Coarse Carapace,0.0,+7%
8921,Notched Shell,0.25,+9%
8922,Infused Plating,0.75,+13%
8923,Infused Bark,0.125,+8%
8924,Parasitic Husk,0.625,+12%
8925,Parasitic Crust,0.125,+8%
8926,Dripping Skin,0.375,+10%
8927,Infused Bark,0.125,+8%
8928,Parasitic Plating,0.25,+9%
8929,Coarse Husk,0.0,+7%
8930,Dripping Plating,0.625,+12%
8931,Coarse Carapace,0.625,+12%
8932,Infused Skin,0.75,+13%
8933,Infused Shell,0.25,+9%
8934,Dripping Crust,0.375,+10%
8935,Parasitic Skin,0.625,+12%
8936,Infused Shell,0.25,+9%
8937,Dripping Plating,0.125,+8%
8938,Parasitic Shell,0.375,+10%
8939,Notched Skin,0.5,+11%
8940,Parasitic Teeth,0.625,+12%
8941,Parasitic Carapace,0.625,+12%
8942,Notched Teeth,0.375,+10%
8943,Parasitic Husk,0.0,+7%
8944,Coarse Skin,0.125,+8%
8945,Coarse Teeth,0.625,+12%
8946,Parasitic Bark,0.25,+9%
8947,Dripping Shell,0.125,+8%
8948,Parasitic Rind,0.125,+8%
8949,Dripping Carapace,0.125,+8%
8950,Coarse Scales,0.625,+12%
8951,Parasitic Skin,0.0,+7%
8952,Infused Carapace,0.875,+14%
8953,Infused Skin,0.75,+13%
8954,Parasitic Shell,0.125,+8%
8955,Coarse Teeth,0.75,+13%
8956,Infused Carapace,0.25,+9%
