sep=,
Seed,Name,Perfection,Ship_Weapons_Lasers_HeatTime,Ship_Weapons_Lasers_Damage,Ship_Weapons_ShieldLeech
29781,Delicate Mirror,0.389,,+23%,+82%
29782,Uniform Cornea,0.916,+73%,+23%,
29783,Shining Mirror,0.227,+56%,,+84%
29784,Uniform Reflector,0.226,,+21%,+80%
29785,Searching Fluids,0.682,,+20%,+94%
29786,Shining Iris,0.0,,+20%,+75%
29787,Variegated Fluids,0.137,+57%,+21%,
29788,Uniform Cornea,0.21,+60%,+20%,
29789,Variegated Projector,0.16,+61%,,+76%
29790,Searching Aperture,0.954,,+22%,+99%
29791,Delicate Iris,0.622,+66%,+23%,
29792,Searching Cornea,0.221,+59%,+21%,
29793,Uniform Fluids,0.504,+67%,+20%,
29794,Variegated Pupil,0.227,+56%,,+84%
29795,Shining Retina,0.613,+63%,,+94%
29796,Delicate Mirror,0.108,,+20%,+78%
29797,Shining Reflector,0.168,+59%,+20%,
29798,Uniform Pupil,0.456,+70%,,+80%
29799,Uniform Projector,0.21,,+23%,+77%
29800,Searching Cornea,0.544,+56%,,+98%
29801,Delicate Cornea,0.478,+66%,,+85%
29802,Shining Aperture,0.0,,+20%,+75%
29803,Uniform Retina,0.045,+56%,,+76%
29804,Delicate Cornea,0.433,+71%,,+78%
29805,Uniform Fluids,0.893,+75%,+21%,
29806,Variegated Aperture,0.365,+71%,,+75%
29807,Searching Fluids,0.359,,+20%,+85%
29808,Shining Pupil,0.072,,+20%,+77%
29809,Shining Aperture,0.523,,+22%,+87%
29810,Shining Fluids,0.454,+62%,+23%,
29811,Shining Reflector,0.046,+57%,,+75%
29812,Delicate Cornea,0.251,,+20%,+82%
29813,Searching Reflector,0.095,+56%,+21%,
29814,Shining Mirror,0.216,,+20%,+81%
29815,Delicate Aperture,0.205,+60%,,+79%
29816,Shining Mirror,0.34,+56%,,+89%
29817,Variegated Iris,0.385,+56%,,+91%
29818,Uniform Projector,0.095,+56%,+21%,
29819,Delicate Cornea,0.521,+56%,,+97%
29820,Variegated Lens,0.364,+63%,,+83%
29821,Delicate Iris,0.58,+65%,+23%,
29822,Searching Lens,0.365,+71%,,+75%
29823,Variegated Mirror,0.681,+64%,,+96%
29824,Uniform Retina,0.204,+56%,,+83%
29825,Variegated Pupil,0.297,,+21%,+82%
29826,Shining Cornea,0.725,+71%,+21%,
29827,Variegated Lens,0.263,+60%,+21%,
29828,Delicate Iris,0.538,+64%,+23%,
29829,Variegated Fluids,0.575,,+20%,+91%
29830,Variegated Fluids,0.216,,+20%,+81%
29831,Shining Pupil,0.068,+56%,,+77%
29832,Uniform Iris,0.588,+69%,+20%,
29833,Delicate Cornea,0.042,+56%,+20%,
29834,Variegated Aperture,0.216,,+20%,+81%
29835,Shining Reflector,0.658,+61%,,+98%
29836,Shining Retina,0.773,+72%,,+92%
29837,Variegated Retina,0.434,+74%,,+75%
29838,Variegated Lens,0.863,+73%,+22%,
29839,Uniform Retina,0.0,,+20%,+75%
29840,Shining Projector,0.042,+56%,+20%,
29841,Searching Cornea,0.216,,+20%,+81%
29842,Uniform Mirror,0.137,+57%,+21%,
29843,Searching Iris,0.091,+57%,,+77%
29844,Shining Cornea,0.34,+56%,,+89%
29845,Uniform Cornea,0.16,+62%,,+75%
29846,Searching Projector,0.453,+57%,,+93%
29847,Searching Iris,0.149,+56%,+22%,
29848,Searching Projector,0.113,+56%,,+79%
29849,Variegated Projector,0.546,+68%,+20%,
29850,Searching Pupil,0.202,+56%,+23%,
29851,Variegated Retina,0.072,,+20%,+77%
29852,Searching Fluids,0.756,+73%,+20%,
29853,Uniform Lens,0.042,+56%,+20%,
29854,Searching Fluids,0.569,+69%,,+86%
29855,Delicate Lens,0.275,+59%,+22%,
29856,Shining Lens,0.244,+57%,+23%,
29857,Searching Pupil,0.718,,+20%,+95%
29858,Variegated Pupil,0.328,+59%,+23%,
29859,Variegated Lens,0.431,,+20%,+87%
29860,Delicate Cornea,0.341,+65%,,+80%
29861,Uniform Cornea,0.136,+56%,,+80%
29862,Delicate Reflector,0.042,+56%,+20%,
29863,Variegated Cornea,0.307,,+22%,+81%
29864,Variegated Lens,0.695,+69%,+22%,
29865,Searching Retina,0.58,+65%,+23%,
29866,Searching Cornea,0.297,+68%,,+75%
29867,Shining Projector,0.703,,+22%,+92%
29868,Searching Fluids,0.748,+69%,+23%,
29869,Variegated Reflector,0.362,+56%,,+90%
29870,Delicate Fluids,0.126,+58%,+20%,
29871,Searching Pupil,0.046,+57%,,+75%
29872,Uniform Aperture,0.252,+61%,+20%,
29873,Variegated Pupil,0.023,+56%,,+75%
29874,Uniform Reflector,0.567,+61%,,+94%
29875,Shining Mirror,0.754,,+20%,+96%
29876,Variegated Fluids,0.042,+56%,+20%,
29877,Shining Reflector,0.0,,+20%,+75%
29878,Searching Pupil,0.042,+56%,+20%,
29879,Variegated Retina,0.182,+60%,,+78%
29880,Delicate Mirror,0.295,+56%,,+87%
29881,Uniform Aperture,0.567,+60%,,+95%
29882,Shining Iris,0.365,+71%,,+75%
29883,Variegated Mirror,0.128,,+22%,+76%
29884,Shining Reflector,0.084,+57%,+20%,
29885,Uniform Retina,0.499,+58%,,+94%
29886,Variegated Iris,0.611,,+20%,+92%
29887,Variegated Projector,0.305,+61%,+21%,
29888,Shining Lens,0.539,,+20%,+90%
29889,Variegated Pupil,0.431,,+20%,+87%
29890,Searching Iris,0.454,+62%,+23%,
29891,Uniform Iris,0.174,,+23%,+76%
29892,Uniform Mirror,0.764,,+21%,+95%
29893,Delicate Mirror,0.336,+63%,+20%,
29894,Shining Pupil,0.388,+72%,,+75%
29895,Searching Iris,0.307,,+22%,+81%
29896,Uniform Projector,0.138,,+23%,+75%
29897,Uniform Iris,0.21,,+23%,+77%
29898,Shining Pupil,0.365,+71%,,+75%
29899,Delicate Reflector,0.084,+57%,+20%,
29900,Searching Aperture,0.307,,+22%,+81%
29901,Delicate Fluids,0.527,+65%,+22%,
29902,Variegated Pupil,0.068,+56%,,+77%
29903,Variegated Fluids,0.137,+57%,+21%,
29904,Searching Cornea,0.137,+57%,+21%,
29905,Variegated Aperture,0.462,+66%,+20%,
29906,Uniform Cornea,0.318,+58%,,+86%
29907,Searching Fluids,0.323,,+20%,+84%
29908,Shining Mirror,0.523,,+22%,+87%
29909,Uniform Fluids,0.467,,+20%,+88%
29910,Variegated Iris,0.042,+56%,+20%,
29911,Uniform Fluids,0.251,,+20%,+82%
29912,Shining Lens,0.084,+57%,+20%,
29913,Delicate Reflector,0.023,+56%,,+75%
29914,Uniform Cornea,0.658,+63%,,+96%
29915,Variegated Aperture,0.046,,+21%,+75%
29916,Delicate Lens,0.513,,+21%,+88%
29917,Uniform Projector,0.317,+60%,+22%,
29918,Shining Mirror,0.41,+70%,,+78%
29919,Searching Cornea,0.614,+68%,,+89%
29920,Searching Projector,0.359,,+20%,+85%
29921,Variegated Aperture,0.272,+58%,,+84%
29922,Shining Pupil,0.091,+56%,,+78%
29923,Delicate Pupil,0.479,+74%,,+77%
29924,Uniform Projector,0.522,+64%,,+89%
29925,Searching Projector,0.363,+57%,,+89%
29926,Variegated Pupil,0.0,,+20%,+75%
29927,Delicate Cornea,0.159,+56%,,+81%
29928,Searching Pupil,0.425,,+23%,+83%
29929,Delicate Fluids,0.082,,+21%,+76%
29930,Delicate Fluids,0.456,+73%,,+77%
29931,Shining Retina,0.874,+72%,+23%,
29932,Uniform Cornea,0.0,,+20%,+75%
29933,Shining Fluids,0.2,,+22%,+78%
29934,Searching Lens,0.369,,+21%,+84%
29935,Uniform Retina,0.18,,+20%,+80%
29936,Shining Reflector,0.181,+56%,,+82%
29937,Uniform Aperture,0.566,+57%,,+98%
29938,Variegated Fluids,0.395,,+20%,+86%
29939,Shining Reflector,0.336,+63%,+20%,
29940,Uniform Lens,0.513,,+21%,+88%
29941,Variegated Aperture,0.347,+62%,+21%,
29942,Shining Reflector,0.095,+56%,+21%,
29943,Delicate Lens,0.149,+56%,+22%,
29944,Searching Iris,0.443,+63%,+22%,
29945,Delicate Pupil,0.138,,+23%,+75%
29946,Searching Lens,0.504,+67%,+20%,
29947,Shining Mirror,0.095,+56%,+21%,
29948,Searching Mirror,0.323,,+20%,+84%
29949,Uniform Lens,0.095,+56%,+21%,
29950,Variegated Aperture,0.336,+63%,+20%,
29951,Uniform Projector,0.042,+56%,+20%,
29952,Delicate Pupil,0.046,+57%,,+75%
29953,Variegated Retina,0.21,+60%,+20%,
29954,Searching Mirror,0.832,+71%,+23%,
29955,Shining Fluids,0.347,+62%,+21%,
29956,Uniform Iris,0.296,+62%,,+81%
29957,Delicate Iris,0.072,,+20%,+77%
29958,Delicate Pupil,0.227,+56%,,+84%
29959,Delicate Lens,0.737,+70%,+22%,
29960,Uniform Aperture,0.851,+74%,+21%,
29961,Shining Retina,0.126,+58%,+20%,
29962,Searching Pupil,0.182,+57%,,+81%
29963,Searching Retina,0.046,,+21%,+75%
29964,Variegated Iris,0.036,,+20%,+76%
29965,Uniform Mirror,0.359,,+20%,+85%
29966,Delicate Lens,0.227,+58%,,+82%
29967,Delicate Fluids,0.434,+74%,,+75%
29968,Shining Pupil,0.826,,+20%,+98%
29969,Uniform Mirror,0.261,,+21%,+81%
29970,Shining Reflector,0.954,,+22%,+99%
29971,Shining Fluids,0.275,+59%,+22%,
29972,Shining Fluids,0.318,,+23%,+80%
29973,Uniform Iris,0.538,+64%,+23%,
29974,Shining Aperture,0.395,,+20%,+86%
29975,Delicate Fluids,0.036,,+20%,+76%
29976,Uniform Iris,0.072,,+20%,+77%
29977,Variegated Aperture,0.42,+65%,+20%,
29978,Variegated Mirror,0.126,+58%,+20%,
29979,Delicate Reflector,0.502,+75%,,+77%
29980,Searching Aperture,0.294,+62%,+20%,
29981,Shining Fluids,0.682,,+20%,+94%
29982,Variegated Projector,0.205,+63%,,+76%
29983,Shining Iris,0.159,+56%,,+81%
29984,Uniform Fluids,0.21,+60%,+20%,
29985,Shining Aperture,0.892,,+23%,+96%
29986,Shining Cornea,0.179,+58%,+21%,
29987,Delicate Projector,0.068,+56%,,+77%
29988,Shining Mirror,0.591,+67%,,+89%
29989,Delicate Aperture,0.082,,+21%,+76%
29990,Searching Cornea,0.32,+69%,,+75%
29991,Variegated Projector,0.072,,+20%,+77%
29992,Delicate Lens,0.144,,+20%,+79%
29993,Shining Aperture,1.0,,+23%,+99%
29994,Variegated Retina,0.221,+59%,+21%,
29995,Variegated Mirror,0.453,+56%,,+94%
29996,Variegated Iris,0.726,+64%,,+98%
29997,Delicate Pupil,0.657,,+21%,+92%
29998,Delicate Reflector,0.108,,+20%,+78%
29999,Delicate Pupil,0.263,+60%,+21%,
30000,Delicate Projector,0.682,,+20%,+94%
30001,Delicate Mirror,0.095,+56%,+21%,
30002,Shining Cornea,0.092,,+22%,+75%
30003,Searching Reflector,0.136,+56%,,+80%
30004,Shining Mirror,0.042,+56%,+20%,
30005,Shining Aperture,0.683,+70%,+21%,
30006,Shining Aperture,0.566,+56%,,+99%
30007,Variegated Mirror,0.473,+65%,+21%,
30008,Uniform Aperture,0.137,+57%,+21%,
30009,Delicate Iris,0.261,,+21%,+81%
30010,Searching Pupil,0.672,+71%,+20%,
30011,Shining Retina,0.0,,+20%,+75%
30012,Variegated Reflector,0.809,+73%,+21%,
30013,Variegated Projector,0.126,+58%,+20%,
30014,Uniform Reflector,0.503,,+20%,+89%
30015,Delicate Retina,0.317,+60%,+22%,
30016,Variegated Cornea,0.323,,+20%,+84%
30017,Shining Reflector,0.369,,+21%,+84%
30018,Searching Iris,0.431,+59%,,+90%
30019,Searching Retina,0.045,+56%,,+76%
30020,Searching Mirror,0.363,+57%,,+89%
30021,Delicate Projector,0.221,+59%,+21%,
30022,Uniform Mirror,0.023,+56%,,+75%
30023,Searching Iris,0.706,+68%,+23%,
30024,Searching Lens,0.693,,+21%,+93%
30025,Uniform Mirror,0.42,+65%,+20%,
30026,Uniform Aperture,0.091,+56%,,+78%
30027,Searching Retina,0.091,+57%,,+77%
30028,Variegated Pupil,0.084,+57%,+20%,
30029,Delicate Cornea,0.202,+56%,+23%,
30030,Uniform Reflector,0.295,+57%,,+86%
30031,Searching Retina,0.395,,+20%,+86%
30032,Shining Mirror,0.092,,+22%,+75%
30033,Variegated Fluids,0.095,+56%,+21%,
30034,Variegated Fluids,0.294,+62%,+20%,
30035,Searching Fluids,1.0,+75%,,+99%
30036,Searching Retina,0.204,+57%,,+82%
30037,Variegated Reflector,0.16,+62%,,+75%
30038,Searching Cornea,0.503,,+20%,+89%
30039,Searching Mirror,0.068,+56%,,+77%
30040,Shining Fluids,0.144,,+20%,+79%
30041,Uniform Cornea,0.19,,+21%,+79%
30042,Uniform Fluids,0.63,+70%,+20%,
30043,Searching Lens,0.084,+57%,+20%,
30044,Uniform Aperture,0.272,+56%,,+86%
30045,Delicate Pupil,0.42,+65%,+20%,
30046,Delicate Projector,0.749,+65%,,+98%
30047,Delicate Cornea,0.046,+57%,,+75%
30048,Delicate Mirror,0.108,,+20%,+78%
30049,Delicate Reflector,0.108,,+20%,+78%
30050,Uniform Aperture,0.128,,+22%,+76%
30051,Variegated Reflector,0.319,+67%,,+77%
30052,Shining Mirror,0.068,+58%,,+75%
30053,Searching Aperture,0.588,+69%,+20%,
30054,Variegated Mirror,0.275,+59%,+22%,
30055,Delicate Projector,0.236,,+22%,+79%
30056,Shining Iris,0.274,+66%,,+76%
30057,Delicate Pupil,0.672,+71%,+20%,
30058,Searching Reflector,0.0,,+20%,+75%
30059,Variegated Reflector,0.647,,+20%,+93%
30060,Variegated Mirror,0.0,,+20%,+75%
30061,Searching Fluids,0.863,+69%,,+99%
30062,Searching Pupil,0.826,,+20%,+98%
30063,Delicate Pupil,0.798,+74%,+20%,
30064,Searching Lens,0.18,,+20%,+80%
30065,Variegated Iris,0.091,+59%,,+75%
30066,Delicate Aperture,0.136,+57%,,+79%
30067,Shining Reflector,0.461,,+23%,+84%
30068,Variegated Pupil,0.126,+58%,+20%,
30069,Variegated Cornea,0.068,+56%,,+77%
30070,Searching Projector,0.036,,+20%,+76%
30071,Delicate Mirror,0.568,+67%,,+88%
30072,Variegated Fluids,0.042,+56%,+20%,
30073,Delicate Reflector,0.095,+56%,+21%,
30074,Delicate Lens,0.294,+62%,+20%,
30075,Delicate Lens,0.386,+61%,,+86%
30076,Delicate Mirror,0.182,+59%,,+79%
30077,Variegated Lens,0.191,+57%,+22%,
30078,Uniform Fluids,0.137,+60%,,+76%
30079,Uniform Projector,0.137,+57%,+21%,
30080,Uniform Cornea,0.095,+56%,+21%,
30081,Searching Reflector,0.434,+74%,,+75%
30082,Searching Lens,0.387,+64%,,+83%
30083,Uniform Aperture,0.023,+56%,,+75%
30084,Delicate Projector,0.547,+75%,,+79%
30085,Uniform Iris,0.154,,+21%,+78%
30086,Searching Projector,0.25,+60%,,+81%
30087,Variegated Reflector,0.305,+61%,+21%,
30088,Uniform Fluids,0.042,+56%,+20%,
30089,Shining Lens,0.569,+72%,,+83%
30090,Searching Fluids,0.202,+56%,+23%,
30091,Delicate Lens,0.473,+65%,+21%,
30092,Variegated Projector,0.138,,+23%,+75%
30093,Delicate Cornea,0.296,+63%,,+80%
30094,Searching Projector,0.795,+66%,,+99%
30095,Variegated Fluids,0.251,,+20%,+82%
30096,Uniform Lens,0.635,+60%,,+98%
30097,Uniform Lens,0.108,,+20%,+78%
30098,Uniform Fluids,0.672,+71%,+20%,
30099,Delicate Retina,0.653,+68%,+22%,
30100,Searching Cornea,0.504,+67%,+20%,
30101,Shining Iris,0.296,+65%,,+78%
30102,Delicate Aperture,0.499,+57%,,+95%
30103,Delicate Aperture,0.851,+74%,+21%,
30104,Searching Mirror,0.18,,+20%,+80%
30105,Uniform Mirror,0.378,+64%,+20%,
30106,Variegated Reflector,0.79,,+20%,+97%
30107,Shining Reflector,0.168,+59%,+20%,
30108,Uniform Iris,0.434,+73%,,+76%
30109,Uniform Aperture,0.501,+70%,,+82%
30110,Searching Lens,0.137,+61%,,+75%
30111,Searching Pupil,0.274,+65%,,+77%
30112,Shining Cornea,0.613,+65%,,+92%
30113,Variegated Reflector,0.023,+56%,,+75%
30114,Searching Reflector,0.042,+56%,+20%,
30115,Uniform Reflector,0.431,,+20%,+87%
30116,Searching Mirror,0.138,,+23%,+75%
30117,Shining Aperture,0.501,+68%,,+84%
30118,Delicate Mirror,0.0,,+20%,+75%
30119,Variegated Iris,0.19,,+21%,+79%
30120,Shining Iris,0.568,+64%,,+91%
30121,Variegated Iris,0.318,,+23%,+80%
30122,Shining Reflector,0.343,,+22%,+82%
30123,Searching Projector,0.42,+65%,+20%,
30124,Shining Mirror,0.149,+56%,+22%,
30125,Variegated Lens,0.473,+65%,+21%,
30126,Searching Reflector,0.159,+59%,,+78%
30127,Variegated Projector,0.297,,+21%,+82%
30128,Shining Mirror,0.395,,+20%,+86%
30129,Shining Reflector,0.216,,+20%,+81%
30130,Delicate Iris,0.154,,+21%,+78%
30131,Shining Aperture,0.892,,+23%,+96%
30132,Searching Aperture,0.872,,+21%,+98%
30133,Uniform Retina,0.091,+57%,,+77%
30134,Variegated Retina,0.227,+56%,,+84%
30135,Delicate Mirror,0.092,,+22%,+75%
30136,Shining Pupil,0.41,+70%,,+78%
30137,Shining Cornea,0.59,+63%,,+93%
30138,Uniform Pupil,0.462,+66%,+20%,
30139,Searching Projector,0.046,+57%,,+75%
30140,Searching Projector,0.046,,+21%,+75%
30141,Searching Retina,0.137,+60%,,+76%
30142,Delicate Reflector,0.294,+62%,+20%,
30143,Shining Pupil,0.636,+64%,,+94%
30144,Variegated Pupil,0.682,,+20%,+94%
30145,Searching Reflector,0.547,+74%,,+80%
30146,Delicate Retina,0.479,+74%,,+77%
30147,Searching Pupil,0.252,+61%,+20%,
30148,Uniform Retina,0.773,+73%,,+91%
30149,Uniform Iris,0.636,+64%,,+94%
30150,Variegated Iris,0.108,,+20%,+78%
30151,Uniform Mirror,0.714,+72%,+20%,
30152,Searching Reflector,0.042,+56%,+20%,
30153,Shining Retina,0.456,+73%,,+77%
30154,Delicate Retina,0.832,+71%,+23%,
30155,Shining Fluids,0.092,,+22%,+75%
30156,Searching Projector,0.454,+62%,+23%,
30157,Shining Mirror,0.042,+56%,+20%,
30158,Searching Iris,0.503,,+20%,+89%
30159,Delicate Lens,0.863,+73%,+22%,
30160,Uniform Reflector,0.454,+63%,,+87%
30161,Variegated Fluids,0.202,+56%,+23%,
30162,Uniform Mirror,0.66,+74%,,+85%
30163,Searching Lens,0.0,,+20%,+75%
30164,Uniform Aperture,0.179,+58%,+21%,
30165,Searching Pupil,0.174,,+23%,+76%
30166,Variegated Mirror,0.204,+56%,,+83%
30167,Searching Aperture,0.092,,+22%,+75%
30168,Uniform Iris,0.036,,+20%,+76%
30169,Uniform Mirror,0.524,+71%,,+82%
30170,Delicate Iris,0.754,,+20%,+96%
30171,Uniform Projector,0.682,+72%,,+88%
30172,Searching Mirror,0.318,+61%,,+83%
30173,Shining Fluids,0.046,,+21%,+75%
30174,Delicate Aperture,0.388,+72%,,+75%
30175,Uniform Reflector,0.677,,+23%,+90%
30176,Uniform Cornea,0.826,,+20%,+98%
30177,Searching Cornea,0.21,,+23%,+77%
30178,Variegated Mirror,0.149,+56%,+22%,
30179,Delicate Mirror,0.462,+66%,+20%,
30180,Searching Reflector,0.714,+72%,+20%,
30181,Uniform Iris,0.046,,+21%,+75%
30182,Searching Aperture,0.515,+66%,+21%,
30183,Searching Aperture,0.386,+63%,,+84%
30184,Searching Pupil,0.756,+73%,+20%,
30185,Searching Pupil,0.431,,+20%,+87%
30186,Searching Reflector,0.091,+56%,,+78%
30187,Uniform Lens,0.045,+56%,,+76%
30188,Variegated Pupil,0.072,,+20%,+77%
30189,Shining Iris,0.714,+72%,+20%,
30190,Searching Retina,0.892,,+23%,+96%
30191,Shining Cornea,0.168,+59%,+20%,
30192,Uniform Pupil,0.126,+58%,+20%,
30193,Delicate Projector,0.37,+60%,+23%,
30194,Searching Lens,0.108,,+20%,+78%
30195,Uniform Projector,0.79,,+20%,+97%
30196,Searching Iris,0.095,+56%,+21%,
30197,Searching Reflector,0.287,,+20%,+83%
30198,Uniform Mirror,0.756,+73%,+20%,
30199,Shining Iris,0.591,+65%,,+91%
30200,Variegated Mirror,0.091,+59%,,+75%
30201,Delicate Retina,0.138,,+23%,+75%
30202,Delicate Reflector,0.359,,+20%,+85%
30203,Delicate Iris,0.0,,+20%,+75%
30204,Shining Iris,0.295,+56%,,+87%
30205,Delicate Projector,0.431,,+20%,+87%
30206,Uniform Aperture,0.557,+67%,+21%,
30207,Delicate Retina,0.41,+70%,,+78%
30208,Delicate Pupil,0.434,+74%,,+75%
30209,Searching Cornea,0.385,+57%,,+90%
30210,Searching Mirror,0.513,,+21%,+88%
30211,Searching Iris,0.647,,+20%,+93%
30212,Variegated Cornea,0.411,+72%,,+76%
30213,Variegated Projector,0.595,,+22%,+89%
30214,Variegated Cornea,0.216,,+20%,+81%
30215,Variegated Aperture,0.205,+59%,,+80%
30216,Variegated Pupil,0.388,+71%,,+76%
30217,Shining Reflector,0.095,+56%,+21%,
30218,Searching Cornea,0.68,+61%,,+99%
30219,Variegated Iris,0.872,,+21%,+98%
30220,Uniform Pupil,0.34,+59%,,+86%
30221,Delicate Mirror,0.183,+63%,,+75%
30222,Delicate Retina,0.091,+59%,,+75%
30223,Shining Reflector,0.091,+58%,,+76%
30224,Searching Iris,0.718,,+20%,+95%
30225,Variegated Mirror,0.389,+63%,+21%,
30226,Variegated Cornea,0.658,+61%,,+98%
30227,Shining Reflector,0.841,+70%,,+97%
30228,Delicate Reflector,0.252,+61%,+20%,
30229,Searching Retina,0.462,+66%,+20%,
30230,Uniform Aperture,0.092,,+22%,+75%
30231,Variegated Projector,0.046,,+21%,+75%
30232,Variegated Aperture,0.136,+56%,,+80%
30233,Uniform Reflector,0.485,+64%,+22%,
30234,Delicate Reflector,0.114,+58%,,+77%
30235,Searching Projector,0.108,,+20%,+78%
30236,Searching Aperture,0.524,+70%,,+83%
30237,Shining Cornea,0.523,+68%,,+85%
30238,Variegated Fluids,0.499,+57%,,+95%
30239,Searching Mirror,0.042,+56%,+20%,
30240,Delicate Lens,0.672,+71%,+20%,
30241,Searching Mirror,0.25,+58%,,+83%
30242,Uniform Cornea,0.408,+56%,,+92%
30243,Uniform Aperture,0.114,+57%,,+78%
30244,Variegated Aperture,0.159,+56%,,+81%
30245,Shining Pupil,0.108,,+20%,+78%
30246,Shining Projector,0.453,+56%,,+94%
30247,Variegated Projector,0.18,,+20%,+80%
30248,Delicate Retina,0.0,,+20%,+75%
30249,Searching Mirror,0.395,,+20%,+86%
30250,Variegated Mirror,0.41,+69%,,+79%
30251,Uniform Mirror,0.137,+57%,+21%,
30252,Delicate Fluids,0.905,+74%,+22%,
30253,Uniform Reflector,0.216,,+20%,+81%
30254,Delicate Lens,0.909,+75%,,+95%
30255,Delicate Pupil,0.202,+56%,+23%,
30256,Uniform Cornea,0.682,,+20%,+94%
30257,Searching Cornea,0.18,,+20%,+80%
30258,Searching Mirror,0.964,,+23%,+98%
30259,Searching Pupil,0.443,+63%,+22%,
30260,Variegated Lens,0.546,+68%,+20%,
30261,Uniform Iris,0.084,+57%,+20%,
30262,Delicate Reflector,0.216,,+20%,+81%
30263,Uniform Lens,0.478,+71%,,+80%
30264,Uniform Cornea,0.182,+57%,,+81%
30265,Variegated Reflector,0.042,+56%,+20%,
30266,Shining Pupil,0.462,+66%,+20%,
30267,Searching Cornea,0.389,+63%,+21%,
30268,Shining Cornea,0.082,,+21%,+76%
30269,Uniform Reflector,0.138,,+23%,+75%
30270,Uniform Cornea,0.273,+61%,,+81%
30271,Delicate Mirror,0.66,+75%,,+84%
30272,Searching Lens,0.908,,+21%,+99%
30273,Delicate Reflector,0.641,+69%,+21%,
30274,Delicate Lens,0.892,,+23%,+96%
30275,Delicate Cornea,0.539,,+20%,+90%
30276,Searching Projector,0.569,,+23%,+87%
30277,Searching Retina,0.072,,+20%,+77%
30278,Shining Reflector,0.378,+64%,+20%,
30279,Shining Pupil,0.739,,+22%,+93%
30280,Searching Reflector,0.588,+69%,+20%,
30281,Delicate Pupil,0.072,,+20%,+77%
30282,Variegated Lens,0.179,+58%,+21%,
30283,Searching Cornea,0.851,+74%,+21%,
30284,Shining Projector,0.023,+56%,,+75%
30285,Shining Projector,0.023,+56%,,+75%
30286,Delicate Lens,0.095,+56%,+21%,
30287,Searching Aperture,0.149,+56%,+22%,
30288,Variegated Fluids,0.249,+57%,,+84%
30289,Variegated Reflector,0.126,+58%,+20%,
30290,Delicate Reflector,0.126,+58%,+20%,
30291,Delicate Retina,0.328,+59%,+23%,
30292,Uniform Reflector,0.318,,+23%,+80%
30293,Delicate Cornea,0.221,+59%,+21%,
30294,Shining Iris,0.136,+58%,,+78%
30295,Variegated Lens,0.046,,+21%,+75%
30296,Variegated Iris,0.114,+59%,,+76%
30297,Shining Cornea,0.042,+56%,+20%,
30298,Uniform Projector,0.79,,+20%,+97%
30299,Searching Reflector,0.0,,+20%,+75%
30300,Shining Projector,0.023,+56%,,+75%
30301,Shining Cornea,0.611,+67%,+22%,
30302,Delicate Projector,0.544,+56%,,+98%
30303,Uniform Projector,0.8,,+21%,+96%
30304,Shining Aperture,0.042,+56%,+20%,
30305,Searching Cornea,0.0,,+20%,+75%
30306,Searching Lens,0.0,,+20%,+75%
30307,Delicate Reflector,0.544,+57%,,+97%
30308,Variegated Mirror,0.455,+64%,,+86%
30309,Shining Retina,0.295,+57%,,+86%
30310,Searching Iris,0.272,+56%,,+86%
30311,Variegated Cornea,0.503,,+20%,+89%
30312,Uniform Aperture,0.479,+72%,,+79%
30313,Uniform Fluids,0.754,,+20%,+96%
30314,Variegated Projector,0.182,+57%,,+81%
30315,Shining Retina,0.8,,+21%,+96%
30316,Shining Fluids,0.523,+65%,,+88%
30317,Variegated Mirror,0.113,+56%,,+79%
30318,Delicate Fluids,0.378,+64%,+20%,
30319,Delicate Cornea,0.32,+69%,,+75%
30320,Searching Reflector,0.227,+56%,,+84%
30321,Delicate Retina,0.274,+65%,,+77%
30322,Variegated Reflector,0.182,+61%,,+77%
30323,Uniform Lens,0.569,+71%,,+84%
30324,Variegated Cornea,0.307,,+22%,+81%
30325,Variegated Reflector,0.251,+66%,,+75%
30326,Shining Pupil,0.359,+61%,+22%,
30327,Variegated Pupil,0.672,+71%,+20%,
30328,Shining Pupil,0.092,,+22%,+75%
30329,Delicate Cornea,0.042,+56%,+20%,
30330,Variegated Reflector,0.068,+58%,,+75%
30331,Searching Projector,0.138,,+23%,+75%
30332,Searching Iris,0.042,+56%,+20%,
30333,Searching Cornea,0.441,,+21%,+86%
30334,Shining Reflector,0.246,,+23%,+78%
30335,Searching Lens,0.544,+59%,,+95%
30336,Delicate Retina,0.046,,+21%,+75%
30337,Searching Retina,0.261,,+21%,+81%
30338,Delicate Fluids,0.084,+57%,+20%,
30339,Delicate Mirror,0.568,+63%,,+92%
30340,Variegated Reflector,0.114,+60%,,+75%
30341,Searching Iris,0.272,,+22%,+80%
30342,Searching Reflector,0.159,+56%,,+81%
30343,Searching Mirror,0.336,+63%,+20%,
30344,Searching Projector,0.503,,+20%,+89%
30345,Delicate Projector,0.286,+58%,+23%,
30346,Shining Aperture,0.296,+63%,,+80%
30347,Uniform Lens,0.58,+65%,+23%,
30348,Searching Iris,0.476,+56%,,+95%
30349,Delicate Iris,0.137,+60%,,+76%
30350,Searching Pupil,0.379,,+22%,+83%
30351,Delicate Iris,0.453,+56%,,+94%
30352,Shining Reflector,0.18,,+20%,+80%
30353,Variegated Retina,0.046,,+21%,+75%
30354,Variegated Projector,0.431,,+20%,+87%
30355,Delicate Projector,0.036,,+20%,+76%
