Seed	Name	Perfection	Ship_Launcher_TakeOffCost
16772	Glutinous Brain Node	0.0	-6%
16773	Mucilaginous Tendril	0.0	-6%
16774	Fibrous Brain Node	0.0	-6%
16775	Glutinous Membrane	0.0	-6%
16776	Soft Brain Node	0.25	-7%
16777	Glutinous Clusters	0.0	-6%
16778	Viscous Brain Node	0.75	-9%
16779	Viscous Tendril	0.0	-6%
16780	Mucilaginous Lobes	0.75	-9%
16781	Glutinous Brain Node	0.0	-6%
16782	Mucilaginous Coils	0.0	-6%
16783	Glutinous Tendril	0.0	-6%
16784	Mucilaginous Bio-Anomaly	0.0	-6%
16785	Soft Lobes	0.0	-6%
16786	Soft Coils	0.0	-6%
16787	Viscous Lobes	0.0	-6%
16788	Viscous Tendril	0.0	-6%
16789	Fibrous Brain Node	0.5	-8%
16790	Fibrous Brain Node	0.0	-6%
16791	Mucilaginous Tendril	0.75	-9%
16792	Viscous Brain Node	0.0	-6%
16793	Glutinous Membrane	0.0	-6%
16794	Soft Nodules	0.0	-6%
16795	Viscous Coils	0.5	-8%
16796	Viscous Jelly	0.0	-6%
16797	Glutinous Clusters	0.25	-7%
16798	Viscous Nodules	0.0	-6%
16799	Viscous Bio-Anomaly	0.0	-6%
16800	Fibrous Membrane	0.0	-6%
16801	Viscous Lobes	0.0	-6%
16802	Glutinous Coils	0.0	-6%
16803	Glutinous Coils	0.0	-6%
16804	Fibrous Membrane	0.0	-6%
16805	Mucilaginous Lobes	0.0	-6%
16806	Soft Tendril	0.0	-6%
16807	Viscous Coils	0.0	-6%
16808	Glutinous Clusters	0.0	-6%
16809	Mucilaginous Brain Node	0.25	-7%
16810	Soft Coils	0.25	-7%
16811	Fibrous Bio-Anomaly	0.0	-6%
16812	Fibrous Brain Node	0.5	-8%
16813	Viscous Coils	0.0	-6%
16814	Glutinous Tendril	0.0	-6%
16815	Viscous Lobes	0.5	-8%
16816	Fibrous Lobes	0.0	-6%
16817	Fibrous Clusters	0.25	-7%
16818	Mucilaginous Coils	0.0	-6%
16819	Fibrous Brain Node	0.0	-6%
16820	Soft Membrane	0.0	-6%
16821	Viscous Tendril	0.0	-6%
16822	Fibrous Membrane	1.0	-10%
16823	Soft Brain Node	0.0	-6%
16824	Mucilaginous Jelly	0.0	-6%
16825	Fibrous Jelly	0.0	-6%
16826	Glutinous Nodules	0.0	-6%
16827	Glutinous Coils	0.0	-6%
16828	Fibrous Nodules	0.0	-6%
16829	Fibrous Tendril	0.0	-6%
16830	Fibrous Tendril	0.0	-6%
16831	Glutinous Clusters	0.0	-6%
16832	Glutinous Brain Node	0.75	-9%
16833	Glutinous Membrane	0.0	-6%
16834	Glutinous Lobes	0.0	-6%
16835	Mucilaginous Jelly	0.0	-6%
16836	Fibrous Brain Node	0.0	-6%
16837	Glutinous Tendril	0.0	-6%
16838	Viscous Clusters	0.0	-6%
16839	Viscous Brain Node	0.0	-6%
16840	Fibrous Coils	0.5	-8%
16841	Soft Membrane	0.5	-8%
16842	Mucilaginous Bio-Anomaly	0.0	-6%
16843	Viscous Bio-Anomaly	0.0	-6%
16844	Soft Tendril	0.0	-6%
16845	Fibrous Coils	0.25	-7%
16846	Soft Clusters	0.0	-6%
16847	Fibrous Coils	0.0	-6%
16848	Viscous Clusters	0.0	-6%
16849	Mucilaginous Lobes	0.0	-6%
16850	Mucilaginous Tendril	0.0	-6%
16851	Glutinous Jelly	0.75	-9%
16852	Viscous Nodules	0.0	-6%
16853	Soft Nodules	0.25	-7%
16854	Fibrous Coils	0.5	-8%
16855	Fibrous Lobes	0.0	-6%
16856	Viscous Nodules	0.0	-6%
16857	Glutinous Bio-Anomaly	0.0	-6%
16858	Fibrous Nodules	0.0	-6%
16859	Fibrous Lobes	0.0	-6%
16860	Viscous Brain Node	0.0	-6%
16861	Glutinous Brain Node	0.0	-6%
16862	Mucilaginous Nodules	0.0	-6%
16863	Soft Coils	0.0	-6%
16864	Fibrous Jelly	0.0	-6%
16865	Soft Membrane	1.0	-10%
16866	Viscous Lobes	0.0	-6%
16867	Fibrous Brain Node	0.25	-7%
16868	Mucilaginous Nodules	0.0	-6%
16869	Glutinous Brain Node	0.0	-6%
16870	Viscous Nodules	0.75	-9%
16871	Glutinous Nodules	0.0	-6%
16872	Glutinous Nodules	0.5	-8%
16873	Glutinous Tendril	0.0	-6%
16874	Mucilaginous Tendril	0.0	-6%
16875	Glutinous Nodules	0.0	-6%
16876	Mucilaginous Brain Node	0.0	-6%
16877	Viscous Brain Node	0.0	-6%
16878	Soft Lobes	0.0	-6%
16879	Fibrous Membrane	0.0	-6%
16880	Soft Coils	0.0	-6%
16881	Fibrous Bio-Anomaly	0.0	-6%
16882	Viscous Bio-Anomaly	0.0	-6%
16883	Soft Coils	0.0	-6%
16884	Fibrous Tendril	0.0	-6%
16885	Fibrous Membrane	0.0	-6%
16886	Glutinous Coils	0.0	-6%
16887	Soft Jelly	0.0	-6%
16888	Mucilaginous Membrane	0.0	-6%
16889	Glutinous Jelly	0.25	-7%
16890	Viscous Brain Node	0.0	-6%
16891	Soft Membrane	0.0	-6%
16892	Glutinous Coils	1.0	-10%
16893	Mucilaginous Clusters	0.0	-6%
16894	Fibrous Lobes	0.0	-6%
16895	Viscous Brain Node	0.0	-6%
16896	Mucilaginous Membrane	0.0	-6%
16897	Glutinous Membrane	0.0	-6%
16898	Viscous Bio-Anomaly	0.0	-6%
16899	Fibrous Lobes	0.0	-6%
16900	Viscous Jelly	0.0	-6%
16901	Glutinous Brain Node	1.0	-10%
16902	Viscous Lobes	0.75	-9%
16903	Glutinous Bio-Anomaly	0.75	-9%
16904	Mucilaginous Bio-Anomaly	0.0	-6%
16905	Glutinous Membrane	0.0	-6%
16906	Soft Bio-Anomaly	0.0	-6%
16907	Fibrous Brain Node	0.5	-8%
16908	Soft Clusters	0.0	-6%
16909	Glutinous Nodules	0.0	-6%
16910	Glutinous Coils	0.0	-6%
16911	Soft Jelly	0.0	-6%
16912	Glutinous Brain Node	0.0	-6%
16913	Glutinous Brain Node	0.0	-6%
16914	Mucilaginous Jelly	0.0	-6%
16915	Soft Tendril	0.0	-6%
16916	Mucilaginous Nodules	0.0	-6%
16917	Fibrous Nodules	0.0	-6%
16918	Soft Coils	0.0	-6%
16919	Soft Brain Node	0.25	-7%
16920	Fibrous Clusters	0.0	-6%
16921	Fibrous Clusters	0.0	-6%
16922	Fibrous Bio-Anomaly	0.0	-6%
16923	Mucilaginous Bio-Anomaly	0.0	-6%
16924	Glutinous Brain Node	0.0	-6%
16925	Glutinous Coils	0.0	-6%
16926	Soft Jelly	0.0	-6%
16927	Fibrous Brain Node	0.0	-6%
16928	Viscous Lobes	0.0	-6%
16929	Glutinous Clusters	0.0	-6%
16930	Fibrous Jelly	0.0	-6%
16931	Fibrous Bio-Anomaly	0.25	-7%
16932	Fibrous Nodules	0.0	-6%
16933	Soft Clusters	0.0	-6%
16934	Glutinous Tendril	0.0	-6%
16935	Soft Bio-Anomaly	0.0	-6%
16936	Glutinous Nodules	0.0	-6%
16937	Fibrous Membrane	0.0	-6%
16938	Soft Bio-Anomaly	0.0	-6%
16939	Fibrous Membrane	0.0	-6%
16940	Fibrous Lobes	0.0	-6%
16941	Viscous Clusters	0.0	-6%
16942	Fibrous Bio-Anomaly	0.25	-7%
16943	Soft Clusters	0.0	-6%
16944	Soft Jelly	0.75	-9%
16945	Mucilaginous Brain Node	0.0	-6%
16946	Mucilaginous Jelly	0.0	-6%
16947	Fibrous Nodules	0.0	-6%
16948	Glutinous Coils	0.0	-6%
16949	Soft Tendril	0.0	-6%
16950	Viscous Bio-Anomaly	0.0	-6%
16951	Fibrous Nodules	0.0	-6%
16952	Soft Brain Node	0.0	-6%
16953	Glutinous Bio-Anomaly	0.0	-6%
16954	Mucilaginous Lobes	0.0	-6%
16955	Glutinous Membrane	0.0	-6%
16956	Mucilaginous Brain Node	0.0	-6%
16957	Soft Membrane	0.0	-6%
16958	Viscous Coils	0.0	-6%
16959	Soft Tendril	0.0	-6%
16960	Glutinous Coils	0.0	-6%
16961	Fibrous Bio-Anomaly	0.0	-6%
16962	Fibrous Brain Node	0.25	-7%
16963	Viscous Membrane	0.25	-7%
16964	Mucilaginous Clusters	0.0	-6%
16965	Fibrous Membrane	0.25	-7%
16966	Fibrous Nodules	0.0	-6%
16967	Soft Nodules	0.0	-6%
16968	Soft Jelly	0.0	-6%
16969	Soft Membrane	0.0	-6%
16970	Soft Lobes	0.0	-6%
16971	Viscous Brain Node	0.5	-8%
16972	Mucilaginous Jelly	0.0	-6%
16973	Fibrous Brain Node	0.0	-6%
16974	Soft Bio-Anomaly	0.0	-6%
16975	Glutinous Bio-Anomaly	0.25	-7%
16976	Fibrous Jelly	0.25	-7%
16977	Glutinous Nodules	0.0	-6%
16978	Glutinous Brain Node	0.0	-6%
16979	Mucilaginous Coils	0.25	-7%
16980	Viscous Bio-Anomaly	0.0	-6%
16981	Viscous Jelly	0.75	-9%
16982	Viscous Coils	0.0	-6%
16983	Soft Bio-Anomaly	0.0	-6%
16984	Glutinous Tendril	0.0	-6%
16985	Fibrous Tendril	0.0	-6%
16986	Soft Brain Node	0.0	-6%
16987	Viscous Tendril	0.0	-6%
16988	Soft Clusters	0.0	-6%
16989	Glutinous Jelly	0.25	-7%
16990	Fibrous Jelly	0.0	-6%
16991	Mucilaginous Bio-Anomaly	0.25	-7%
16992	Soft Jelly	0.0	-6%
16993	Fibrous Coils	0.25	-7%
16994	Viscous Brain Node	0.0	-6%
16995	Mucilaginous Membrane	0.5	-8%
16996	Viscous Tendril	0.0	-6%
16997	Viscous Coils	0.0	-6%
16998	Fibrous Membrane	0.0	-6%
16999	Viscous Brain Node	0.5	-8%
17000	Soft Coils	0.5	-8%
17001	Fibrous Membrane	0.0	-6%
17002	Glutinous Membrane	0.0	-6%
17003	Glutinous Clusters	0.0	-6%
17004	Fibrous Lobes	0.0	-6%
17005	Fibrous Bio-Anomaly	0.0	-6%
17006	Fibrous Bio-Anomaly	0.0	-6%
17007	Soft Brain Node	0.0	-6%
17008	Glutinous Bio-Anomaly	0.0	-6%
17009	Fibrous Tendril	0.0	-6%
17010	Soft Brain Node	1.0	-10%
17011	Viscous Lobes	0.25	-7%
17012	Glutinous Brain Node	0.0	-6%
17013	Fibrous Brain Node	0.5	-8%
17014	Soft Clusters	0.0	-6%
17015	Soft Brain Node	0.0	-6%
17016	Fibrous Lobes	0.0	-6%
17017	Glutinous Coils	0.0	-6%
17018	Glutinous Lobes	0.25	-7%
17019	Mucilaginous Bio-Anomaly	0.0	-6%
17020	Mucilaginous Jelly	0.0	-6%
17021	Viscous Coils	0.0	-6%
17022	Fibrous Clusters	1.0	-10%
17023	Viscous Tendril	0.0	-6%
17024	Viscous Bio-Anomaly	0.0	-6%
17025	Mucilaginous Tendril	0.0	-6%
17026	Mucilaginous Tendril	0.0	-6%
17027	Soft Lobes	0.0	-6%
17028	Mucilaginous Lobes	0.0	-6%
17029	Viscous Bio-Anomaly	0.0	-6%
17030	Glutinous Brain Node	0.0	-6%
17031	Fibrous Lobes	0.0	-6%
17032	Mucilaginous Brain Node	0.0	-6%
17033	Glutinous Lobes	0.0	-6%
17034	Glutinous Nodules	0.0	-6%
17035	Mucilaginous Brain Node	0.0	-6%
17036	Viscous Clusters	0.0	-6%
17037	Viscous Bio-Anomaly	0.0	-6%
17038	Glutinous Clusters	0.5	-8%
17039	Glutinous Lobes	0.0	-6%
17040	Soft Clusters	0.0	-6%
17041	Mucilaginous Nodules	0.0	-6%
17042	Glutinous Jelly	0.0	-6%
17043	Glutinous Brain Node	0.25	-7%
17044	Mucilaginous Nodules	0.0	-6%
17045	Viscous Coils	0.25	-7%
17046	Fibrous Bio-Anomaly	0.0	-6%
17047	Viscous Brain Node	0.0	-6%
17048	Viscous Coils	0.0	-6%
17049	Viscous Coils	0.0	-6%
17050	Viscous Jelly	0.0	-6%
17051	Viscous Jelly	0.0	-6%
17052	Mucilaginous Tendril	0.0	-6%
17053	Mucilaginous Tendril	0.25	-7%
17054	Mucilaginous Clusters	0.0	-6%
17055	Soft Nodules	0.0	-6%
17056	Fibrous Bio-Anomaly	0.0	-6%
17057	Viscous Brain Node	1.0	-10%
17058	Mucilaginous Bio-Anomaly	0.25	-7%
17059	Mucilaginous Jelly	0.0	-6%
17060	Mucilaginous Tendril	0.0	-6%
17061	Glutinous Jelly	1.0	-10%
17062	Fibrous Bio-Anomaly	0.0	-6%
17063	Fibrous Nodules	0.75	-9%
17064	Fibrous Coils	0.0	-6%
17065	Fibrous Tendril	0.0	-6%
17066	Mucilaginous Brain Node	1.0	-10%
17067	Fibrous Nodules	0.0	-6%
17068	Fibrous Nodules	0.0	-6%
17069	Viscous Nodules	0.0	-6%
17070	Mucilaginous Jelly	0.5	-8%
17071	Mucilaginous Membrane	0.0	-6%
17072	Soft Clusters	1.0	-10%
17073	Viscous Brain Node	0.0	-6%
17074	Glutinous Tendril	0.0	-6%
17075	Mucilaginous Lobes	0.0	-6%
17076	Viscous Tendril	0.0	-6%
17077	Fibrous Clusters	0.0	-6%
17078	Soft Nodules	0.0	-6%
17079	Viscous Brain Node	0.0	-6%
17080	Viscous Bio-Anomaly	0.0	-6%
17081	Soft Jelly	0.0	-6%
17082	Mucilaginous Coils	0.5	-8%
17083	Fibrous Tendril	0.25	-7%
17084	Fibrous Jelly	0.0	-6%
17085	Viscous Brain Node	0.0	-6%
17086	Soft Jelly	0.0	-6%
17087	Fibrous Clusters	0.25	-7%
17088	Glutinous Jelly	0.5	-8%
17089	Glutinous Brain Node	0.75	-9%
17090	Fibrous Membrane	0.0	-6%
17091	Soft Clusters	0.5	-8%
17092	Viscous Lobes	0.0	-6%
17093	Viscous Brain Node	0.0	-6%
17094	Fibrous Coils	0.0	-6%
17095	Viscous Brain Node	0.0	-6%
17096	Viscous Membrane	0.5	-8%
17097	Mucilaginous Lobes	0.0	-6%
17098	Soft Brain Node	0.0	-6%
17099	Viscous Lobes	1.0	-10%
17100	Viscous Tendril	0.0	-6%
17101	Glutinous Lobes	0.0	-6%
17102	Glutinous Brain Node	0.0	-6%
17103	Glutinous Jelly	1.0	-10%
17104	Soft Brain Node	0.0	-6%
17105	Fibrous Brain Node	0.0	-6%
17106	Soft Coils	0.75	-9%
17107	Glutinous Lobes	0.0	-6%
17108	Viscous Lobes	0.5	-8%
17109	Viscous Coils	0.0	-6%
17110	Viscous Lobes	0.0	-6%
17111	Soft Membrane	0.0	-6%
17112	Glutinous Lobes	0.0	-6%
17113	Mucilaginous Clusters	0.0	-6%
17114	Soft Clusters	0.0	-6%
17115	Fibrous Brain Node	0.0	-6%
17116	Fibrous Brain Node	0.0	-6%
17117	Fibrous Nodules	0.0	-6%
17118	Glutinous Brain Node	0.5	-8%
17119	Soft Membrane	0.0	-6%
17120	Soft Lobes	0.75	-9%
17121	Fibrous Clusters	0.0	-6%
17122	Fibrous Tendril	0.25	-7%
17123	Viscous Lobes	0.0	-6%
17124	Glutinous Brain Node	0.0	-6%
17125	Soft Coils	0.0	-6%
17126	Fibrous Membrane	0.25	-7%
17127	Soft Coils	0.0	-6%
17128	Soft Bio-Anomaly	0.0	-6%
17129	Viscous Brain Node	0.0	-6%
17130	Fibrous Brain Node	0.0	-6%
17131	Fibrous Brain Node	0.25	-7%
17132	Soft Jelly	0.0	-6%
17133	Soft Nodules	0.0	-6%
17134	Fibrous Brain Node	0.0	-6%
17135	Fibrous Coils	0.0	-6%
17136	Mucilaginous Lobes	0.0	-6%
17137	Soft Clusters	0.0	-6%
17138	Fibrous Bio-Anomaly	0.5	-8%
17139	Viscous Coils	0.75	-9%
17140	Glutinous Lobes	0.25	-7%
17141	Viscous Jelly	0.25	-7%
17142	Fibrous Brain Node	0.0	-6%
17143	Fibrous Membrane	0.0	-6%
17144	Soft Nodules	0.0	-6%
17145	Fibrous Coils	0.0	-6%
17146	Soft Tendril	0.0	-6%
17147	Mucilaginous Bio-Anomaly	0.0	-6%
17148	Soft Brain Node	0.25	-7%
17149	Viscous Nodules	0.0	-6%
17150	Fibrous Bio-Anomaly	0.0	-6%
17151	Soft Brain Node	0.0	-6%
17152	Mucilaginous Brain Node	0.0	-6%
17153	Viscous Membrane	0.0	-6%
17154	Viscous Brain Node	0.0	-6%
17155	Soft Lobes	0.0	-6%
17156	Glutinous Lobes	0.0	-6%
17157	Glutinous Tendril	0.0	-6%
17158	Glutinous Brain Node	0.0	-6%
17159	Fibrous Brain Node	0.0	-6%
17160	Glutinous Brain Node	0.0	-6%
17161	Viscous Lobes	0.0	-6%
17162	Fibrous Lobes	0.0	-6%
17163	Fibrous Tendril	1.0	-10%
17164	Mucilaginous Brain Node	0.0	-6%
17165	Fibrous Brain Node	0.0	-6%
17166	Glutinous Nodules	0.0	-6%
17167	Fibrous Tendril	0.0	-6%
17168	Viscous Brain Node	0.0	-6%
17169	Fibrous Brain Node	0.0	-6%
17170	Glutinous Jelly	0.0	-6%
17171	Soft Membrane	0.0	-6%
17172	Soft Brain Node	0.25	-7%
17173	Fibrous Membrane	0.0	-6%
17174	Fibrous Coils	0.5	-8%
17175	Mucilaginous Tendril	0.0	-6%
17176	Glutinous Tendril	0.0	-6%
17177	Fibrous Coils	0.0	-6%
17178	Viscous Brain Node	0.0	-6%
17179	Soft Clusters	0.0	-6%
17180	Fibrous Nodules	0.25	-7%
17181	Glutinous Clusters	0.25	-7%
17182	Viscous Lobes	0.0	-6%
17183	Mucilaginous Clusters	0.5	-8%
17184	Soft Jelly	0.0	-6%
17185	Glutinous Jelly	0.25	-7%
17186	Fibrous Tendril	0.0	-6%
17187	Soft Membrane	0.0	-6%
17188	Soft Nodules	0.0	-6%
17189	Glutinous Bio-Anomaly	0.0	-6%
17190	Viscous Membrane	0.0	-6%
17191	Glutinous Jelly	0.0	-6%
17192	Soft Jelly	0.0	-6%
17193	Viscous Lobes	0.0	-6%
17194	Viscous Brain Node	0.0	-6%
17195	Soft Nodules	0.0	-6%
17196	Mucilaginous Jelly	0.0	-6%
17197	Soft Nodules	0.0	-6%
17198	Mucilaginous Bio-Anomaly	0.5	-8%
17199	Mucilaginous Tendril	0.0	-6%
17200	Mucilaginous Clusters	0.0	-6%
17201	Fibrous Coils	0.0	-6%
17202	Viscous Bio-Anomaly	0.0	-6%
17203	Glutinous Clusters	0.0	-6%
17204	Glutinous Lobes	0.0	-6%
17205	Glutinous Jelly	0.0	-6%
17206	Viscous Tendril	0.25	-7%
17207	Mucilaginous Tendril	0.0	-6%
17208	Soft Lobes	0.0	-6%
17209	Soft Nodules	0.0	-6%
17210	Viscous Membrane	0.25	-7%
17211	Soft Nodules	0.5	-8%
17212	Glutinous Lobes	0.0	-6%
17213	Glutinous Tendril	0.0	-6%
17214	Mucilaginous Clusters	0.0	-6%
17215	Viscous Brain Node	0.0	-6%
17216	Soft Bio-Anomaly	0.0	-6%
17217	Mucilaginous Lobes	0.0	-6%
17218	Mucilaginous Tendril	0.0	-6%
17219	Glutinous Nodules	0.5	-8%
17220	Glutinous Lobes	0.0	-6%
17221	Viscous Nodules	1.0	-10%
17222	Glutinous Bio-Anomaly	0.0	-6%
17223	Fibrous Brain Node	0.5	-8%
17224	Soft Coils	0.0	-6%
17225	Fibrous Jelly	0.5	-8%
17226	Fibrous Coils	0.25	-7%
17227	Glutinous Membrane	0.0	-6%
17228	Mucilaginous Lobes	0.0	-6%
17229	Soft Tendril	0.25	-7%
17230	Glutinous Coils	0.75	-9%
17231	Soft Clusters	0.0	-6%
17232	Fibrous Membrane	0.0	-6%
17233	Fibrous Jelly	0.0	-6%
17234	Viscous Membrane	0.25	-7%
17235	Mucilaginous Jelly	0.0	-6%
17236	Mucilaginous Clusters	0.5	-8%
17237	Fibrous Bio-Anomaly	0.0	-6%
17238	Glutinous Bio-Anomaly	0.0	-6%
17239	Glutinous Tendril	0.0	-6%
17240	Fibrous Nodules	0.0	-6%
17241	Soft Brain Node	1.0	-10%
17242	Mucilaginous Nodules	0.25	-7%
17243	Soft Jelly	0.5	-8%
17244	Glutinous Brain Node	0.25	-7%
17245	Mucilaginous Jelly	0.0	-6%
17246	Viscous Coils	0.0	-6%
17247	Viscous Bio-Anomaly	0.0	-6%
17248	Mucilaginous Brain Node	0.0	-6%
17249	Glutinous Jelly	0.25	-7%
17250	Viscous Coils	0.75	-9%
17251	Glutinous Brain Node	0.0	-6%
17252	Soft Brain Node	0.75	-9%
17253	Glutinous Bio-Anomaly	0.0	-6%
17254	Fibrous Lobes	0.0	-6%
17255	Soft Tendril	0.0	-6%
17256	Viscous Brain Node	0.0	-6%
17257	Mucilaginous Lobes	0.5	-8%
17258	Viscous Brain Node	0.0	-6%
17259	Mucilaginous Lobes	0.5	-8%
17260	Fibrous Coils	0.5	-8%
17261	Fibrous Bio-Anomaly	0.75	-9%
17262	Soft Nodules	0.0	-6%
17263	Mucilaginous Lobes	0.0	-6%
17264	Viscous Coils	0.25	-7%
17265	Viscous Coils	0.0	-6%
17266	Glutinous Jelly	0.0	-6%
17267	Glutinous Brain Node	0.25	-7%
17268	Viscous Lobes	0.0	-6%
17269	Mucilaginous Clusters	0.0	-6%
17270	Soft Nodules	1.0	-10%
17271	Viscous Tendril	0.25	-7%
17272	Glutinous Jelly	0.75	-9%
17273	Soft Tendril	0.5	-8%
17274	Viscous Lobes	0.0	-6%
17275	Glutinous Brain Node	0.0	-6%
17276	Fibrous Nodules	0.25	-7%
17277	Viscous Tendril	0.0	-6%
17278	Fibrous Brain Node	0.0	-6%
17279	Fibrous Tendril	0.0	-6%
17280	Glutinous Jelly	0.0	-6%
17281	Fibrous Brain Node	1.0	-10%
17282	Viscous Nodules	0.0	-6%
17283	Fibrous Brain Node	0.0	-6%
17284	Soft Lobes	0.0	-6%
17285	Mucilaginous Brain Node	0.0	-6%
17286	Soft Lobes	0.0	-6%
17287	Mucilaginous Brain Node	0.0	-6%
17288	Glutinous Lobes	0.0	-6%
17289	Fibrous Tendril	0.0	-6%
17290	Fibrous Jelly	0.0	-6%
17291	Soft Jelly	0.0	-6%
17292	Soft Tendril	1.0	-10%
17293	Mucilaginous Clusters	0.0	-6%
17294	Mucilaginous Brain Node	0.0	-6%
17295	Soft Jelly	0.0	-6%
17296	Viscous Membrane	0.0	-6%
17297	Glutinous Membrane	0.5	-8%
17298	Glutinous Brain Node	0.0	-6%
17299	Fibrous Brain Node	0.0	-6%
17300	Soft Membrane	0.25	-7%
17301	Soft Brain Node	0.0	-6%
17302	Fibrous Membrane	0.0	-6%
17303	Mucilaginous Nodules	0.0	-6%
17304	Fibrous Brain Node	0.25	-7%
17305	Mucilaginous Nodules	0.0	-6%
17306	Fibrous Jelly	0.0	-6%
17307	Mucilaginous Tendril	0.0	-6%
17308	Glutinous Membrane	0.0	-6%
17309	Fibrous Lobes	0.0	-6%
17310	Viscous Jelly	0.0	-6%
17311	Glutinous Clusters	0.0	-6%
17312	Viscous Lobes	0.0	-6%
17313	Soft Brain Node	0.0	-6%
17314	Fibrous Jelly	0.0	-6%
17315	Fibrous Coils	0.0	-6%
17316	Viscous Clusters	0.0	-6%
17317	Viscous Nodules	0.0	-6%
17318	Viscous Coils	0.5	-8%
17319	Soft Nodules	0.0	-6%
17320	Viscous Nodules	0.0	-6%
17321	Fibrous Bio-Anomaly	0.0	-6%
17322	Glutinous Brain Node	0.0	-6%
17323	Viscous Tendril	0.0	-6%
17324	Mucilaginous Brain Node	0.0	-6%
17325	Fibrous Clusters	0.0	-6%
17326	Fibrous Nodules	0.0	-6%
17327	Mucilaginous Tendril	0.0	-6%
17328	Viscous Tendril	0.0	-6%
17329	Fibrous Lobes	0.0	-6%
17330	Glutinous Clusters	0.0	-6%
17331	Fibrous Jelly	0.0	-6%
17332	Fibrous Coils	0.5	-8%
17333	Soft Clusters	0.0	-6%
17334	Viscous Bio-Anomaly	0.0	-6%
17335	Glutinous Nodules	0.0	-6%
17336	Fibrous Tendril	0.25	-7%
17337	Soft Brain Node	0.0	-6%
17338	Fibrous Tendril	0.25	-7%
17339	Soft Nodules	0.75	-9%
17340	Viscous Jelly	0.0	-6%
17341	Glutinous Tendril	0.0	-6%
17342	Mucilaginous Brain Node	0.0	-6%
17343	Soft Tendril	0.0	-6%
17344	Viscous Tendril	0.0	-6%
17345	Soft Brain Node	0.0	-6%
17346	Glutinous Membrane	0.0	-6%
17347	Soft Bio-Anomaly	0.5	-8%
17348	Glutinous Brain Node	0.0	-6%
17349	Viscous Membrane	0.0	-6%
17350	Viscous Brain Node	0.25	-7%
17351	Fibrous Lobes	0.0	-6%
17352	Mucilaginous Jelly	0.0	-6%
17353	Fibrous Bio-Anomaly	0.0	-6%
17354	Mucilaginous Nodules	0.0	-6%
17355	Viscous Nodules	0.0	-6%
17356	Fibrous Jelly	0.0	-6%
17357	Fibrous Nodules	0.0	-6%
17358	Fibrous Tendril	0.0	-6%
17359	Soft Brain Node	0.0	-6%
17360	Glutinous Clusters	0.0	-6%
17361	Fibrous Clusters	0.25	-7%
17362	Fibrous Jelly	0.0	-6%
17363	Glutinous Membrane	0.0	-6%
17364	Viscous Lobes	0.0	-6%
17365	Viscous Lobes	0.0	-6%
17366	Viscous Tendril	0.0	-6%
17367	Glutinous Clusters	0.0	-6%
17368	Mucilaginous Clusters	0.0	-6%
17369	Fibrous Brain Node	0.0	-6%
17370	Fibrous Clusters	0.0	-6%
17371	Soft Brain Node	0.0	-6%
17372	Soft Membrane	0.0	-6%
17373	Glutinous Jelly	0.0	-6%
17374	Glutinous Lobes	0.0	-6%
17375	Soft Lobes	0.25	-7%
17376	Glutinous Jelly	0.5	-8%
17377	Soft Brain Node	0.0	-6%
17378	Fibrous Tendril	0.0	-6%
17379	Glutinous Coils	0.5	-8%
17380	Mucilaginous Lobes	0.75	-9%
17381	Viscous Bio-Anomaly	0.0	-6%
17382	Viscous Coils	0.0	-6%
17383	Soft Coils	0.75	-9%
17384	Soft Membrane	0.0	-6%
17385	Mucilaginous Brain Node	1.0	-10%
17386	Mucilaginous Bio-Anomaly	0.0	-6%
17387	Mucilaginous Brain Node	0.0	-6%
17388	Mucilaginous Jelly	0.0	-6%
17389	Viscous Jelly	0.0	-6%
17390	Soft Tendril	0.5	-8%
17391	Viscous Tendril	0.0	-6%
17392	Viscous Nodules	0.0	-6%
17393	Viscous Nodules	0.0	-6%
17394	Soft Clusters	0.0	-6%
17395	Mucilaginous Tendril	1.0	-10%
17396	Viscous Brain Node	0.0	-6%
17397	Glutinous Tendril	0.0	-6%
17398	Viscous Jelly	0.0	-6%
17399	Viscous Bio-Anomaly	0.25	-7%
17400	Glutinous Coils	0.25	-7%
17401	Soft Bio-Anomaly	0.0	-6%
17402	Glutinous Jelly	0.0	-6%
17403	Soft Clusters	0.0	-6%
17404	Mucilaginous Jelly	0.0	-6%
17405	Glutinous Brain Node	0.0	-6%
17406	Fibrous Jelly	0.0	-6%
17407	Mucilaginous Coils	0.0	-6%
17408	Mucilaginous Clusters	0.0	-6%
17409	Glutinous Brain Node	0.0	-6%
17410	Soft Brain Node	0.75	-9%
17411	Fibrous Jelly	0.0	-6%
17412	Viscous Clusters	0.0	-6%
17413	Mucilaginous Bio-Anomaly	0.75	-9%
17414	Fibrous Bio-Anomaly	0.0	-6%
17415	Viscous Brain Node	0.0	-6%
17416	Viscous Brain Node	0.0	-6%
17417	Viscous Tendril	0.0	-6%
17418	Mucilaginous Nodules	0.0	-6%
17419	Glutinous Brain Node	0.0	-6%
17420	Mucilaginous Bio-Anomaly	0.0	-6%
17421	Viscous Nodules	0.0	-6%
17422	Soft Brain Node	0.0	-6%
17423	Glutinous Jelly	0.0	-6%
17424	Glutinous Lobes	0.0	-6%
17425	Fibrous Membrane	0.25	-7%
17426	Soft Jelly	0.0	-6%
