Seed,Name,Perfection,Ship_Launcher_TakeOffCost
6751,Inverted Nodules,0.75,-19%
6752,Inverted Jelly,0.0,-16%
6753,Inverted Clusters,0.5,-18%
6754,Invisible Brain Node,1.0,-20%
6755,Prismatic Tendril,0.5,-18%
6756,Thinking Nodules,1.0,-20%
6757,Thinking Clusters,0.5,-18%
6758,Prismatic Bio-Anomaly,0.75,-19%
6759,Prismatic Membrane,0.0,-16%
6760,Invisible Brain Node,0.5,-18%
6761,Thinking Coils,1.0,-20%
6762,Prismatic Brain Node,1.0,-20%
6763,Thinking Tendril,1.0,-20%
6764,Prismatic Lobes,0.75,-19%
6765,Inverted Jelly,1.0,-20%
6766,Thinking Tendril,1.0,-20%
6767,Dripping Jelly,0.75,-19%
6768,Invisible Bio-Anomaly,1.0,-20%
6769,Thinking Bio-Anomaly,0.5,-18%
6770,Dripping Nodules,0.25,-17%
6771,Dripping Lobes,1.0,-20%
6772,Inverted Jelly,0.75,-19%
6773,Thinking Lobes,0.0,-16%
6774,Thinking Membrane,0.5,-18%
6775,Inverted Brain Node,1.0,-20%
6776,Invisible Lobes,1.0,-20%
6777,Inverted Bio-Anomaly,1.0,-20%
6778,Dripping Clusters,0.0,-16%
6779,Inverted Brain Node,0.75,-19%
6780,Inverted Clusters,1.0,-20%
6781,Dripping Brain Node,1.0,-20%
6782,Prismatic Brain Node,0.75,-19%
6783,Invisible Brain Node,0.5,-18%
6784,Invisible Lobes,1.0,-20%
6785,Thinking Nodules,0.75,-19%
6786,Inverted Clusters,0.5,-18%
6787,Prismatic Coils,0.25,-17%
6788,Inverted Brain Node,1.0,-20%
6789,Invisible Coils,0.75,-19%
6790,Dripping Membrane,0.25,-17%
6791,Inverted Clusters,1.0,-20%
6792,Inverted Clusters,1.0,-20%
6793,Inverted Brain Node,1.0,-20%
6794,Prismatic Bio-Anomaly,1.0,-20%
6795,Thinking Brain Node,0.25,-17%
6796,Inverted Bio-Anomaly,0.0,-16%
6797,Invisible Jelly,1.0,-20%
6798,Invisible Brain Node,1.0,-20%
6799,Inverted Membrane,1.0,-20%
6800,Prismatic Brain Node,0.0,-16%
6801,Prismatic Nodules,1.0,-20%
6802,Invisible Brain Node,1.0,-20%
6803,Invisible Lobes,0.0,-16%
6804,Prismatic Brain Node,0.75,-19%
6805,Invisible Brain Node,0.25,-17%
6806,Invisible Lobes,1.0,-20%
6807,Prismatic Brain Node,1.0,-20%
6808,Invisible Bio-Anomaly,1.0,-20%
6809,Prismatic Tendril,1.0,-20%
6810,Prismatic Brain Node,1.0,-20%
6811,Dripping Brain Node,0.75,-19%
6812,Thinking Coils,0.25,-17%
6813,Invisible Membrane,0.25,-17%
6814,Inverted Jelly,1.0,-20%
6815,Invisible Membrane,1.0,-20%
6816,Prismatic Jelly,0.5,-18%
6817,Prismatic Brain Node,0.25,-17%
6818,Thinking Membrane,1.0,-20%
6819,Thinking Lobes,0.5,-18%
6820,Dripping Tendril,1.0,-20%
6821,Invisible Bio-Anomaly,1.0,-20%
6822,Inverted Tendril,0.75,-19%
6823,Dripping Bio-Anomaly,1.0,-20%
6824,Prismatic Brain Node,1.0,-20%
6825,Invisible Brain Node,1.0,-20%
6826,Prismatic Brain Node,1.0,-20%
6827,Inverted Jelly,1.0,-20%
6828,Thinking Brain Node,1.0,-20%
6829,Prismatic Nodules,1.0,-20%
6830,Dripping Nodules,1.0,-20%
6831,Prismatic Coils,1.0,-20%
6832,Thinking Membrane,1.0,-20%
6833,Prismatic Tendril,0.75,-19%
6834,Thinking Coils,1.0,-20%
6835,Dripping Tendril,1.0,-20%
6836,Dripping Jelly,1.0,-20%
6837,Prismatic Jelly,1.0,-20%
6838,Dripping Brain Node,0.25,-17%
6839,Invisible Tendril,1.0,-20%
6840,Prismatic Bio-Anomaly,0.0,-16%
6841,Inverted Coils,1.0,-20%
6842,Dripping Nodules,1.0,-20%
6843,Thinking Lobes,1.0,-20%
6844,Inverted Jelly,0.0,-16%
6845,Dripping Bio-Anomaly,0.0,-16%
6846,Invisible Clusters,0.25,-17%
6847,Dripping Jelly,1.0,-20%
6848,Dripping Membrane,1.0,-20%
6849,Dripping Brain Node,1.0,-20%
6850,Invisible Nodules,1.0,-20%
6851,Invisible Bio-Anomaly,1.0,-20%
6852,Dripping Brain Node,0.75,-19%
6853,Inverted Brain Node,0.25,-17%
6854,Prismatic Clusters,0.5,-18%
6855,Invisible Membrane,1.0,-20%
6856,Inverted Jelly,1.0,-20%
6857,Dripping Nodules,0.0,-16%
6858,Thinking Lobes,1.0,-20%
6859,Prismatic Bio-Anomaly,1.0,-20%
6860,Invisible Nodules,0.0,-16%
6861,Inverted Coils,0.25,-17%
6862,Prismatic Bio-Anomaly,1.0,-20%
6863,Inverted Nodules,0.0,-16%
6864,Inverted Tendril,1.0,-20%
6865,Thinking Brain Node,1.0,-20%
6866,Inverted Nodules,1.0,-20%
6867,Invisible Bio-Anomaly,1.0,-20%
6868,Invisible Membrane,1.0,-20%
6869,Thinking Coils,1.0,-20%
6870,Inverted Coils,0.5,-18%
6871,Prismatic Brain Node,1.0,-20%
6872,Inverted Clusters,1.0,-20%
6873,Thinking Lobes,0.75,-19%
6874,Prismatic Brain Node,1.0,-20%
6875,Inverted Jelly,1.0,-20%
6876,Inverted Brain Node,0.5,-18%
6877,Dripping Brain Node,1.0,-20%
6878,Thinking Jelly,1.0,-20%
6879,Prismatic Membrane,1.0,-20%
6880,Dripping Tendril,1.0,-20%
6881,Thinking Brain Node,1.0,-20%
6882,Dripping Jelly,0.75,-19%
6883,Invisible Brain Node,1.0,-20%
6884,Prismatic Membrane,0.0,-16%
6885,Dripping Membrane,0.75,-19%
6886,Thinking Membrane,1.0,-20%
6887,Inverted Tendril,1.0,-20%
6888,Invisible Coils,1.0,-20%
6889,Thinking Coils,1.0,-20%
6890,Thinking Bio-Anomaly,0.75,-19%
6891,Invisible Lobes,1.0,-20%
6892,Invisible Nodules,1.0,-20%
6893,Prismatic Membrane,1.0,-20%
6894,Invisible Nodules,0.25,-17%
6895,Dripping Clusters,1.0,-20%
6896,Dripping Nodules,0.5,-18%
6897,Prismatic Bio-Anomaly,1.0,-20%
6898,Prismatic Clusters,1.0,-20%
6899,Invisible Brain Node,1.0,-20%
6900,Inverted Brain Node,1.0,-20%
6901,Prismatic Coils,1.0,-20%
6902,Prismatic Brain Node,0.0,-16%
6903,Inverted Membrane,1.0,-20%
6904,Inverted Tendril,1.0,-20%
6905,Invisible Bio-Anomaly,1.0,-20%
6906,Thinking Nodules,0.0,-16%
6907,Dripping Tendril,1.0,-20%
6908,Invisible Coils,1.0,-20%
6909,Thinking Membrane,1.0,-20%
6910,Thinking Brain Node,1.0,-20%
6911,Invisible Membrane,1.0,-20%
6912,Thinking Clusters,0.25,-17%
6913,Invisible Tendril,0.5,-18%
6914,Dripping Jelly,1.0,-20%
6915,Dripping Bio-Anomaly,1.0,-20%
6916,Prismatic Clusters,1.0,-20%
6917,Invisible Clusters,0.75,-19%
6918,Thinking Bio-Anomaly,1.0,-20%
6919,Dripping Brain Node,0.0,-16%
6920,Inverted Brain Node,1.0,-20%
6921,Prismatic Brain Node,1.0,-20%
6922,Inverted Coils,1.0,-20%
6923,Invisible Lobes,0.75,-19%
6924,Invisible Bio-Anomaly,1.0,-20%
6925,Invisible Clusters,1.0,-20%
6926,Dripping Nodules,1.0,-20%
6927,Thinking Jelly,1.0,-20%
6928,Invisible Clusters,0.75,-19%
6929,Invisible Jelly,0.25,-17%
6930,Inverted Coils,1.0,-20%
6931,Inverted Membrane,0.75,-19%
6932,Invisible Lobes,1.0,-20%
6933,Dripping Clusters,0.0,-16%
6934,Prismatic Brain Node,1.0,-20%
6935,Thinking Membrane,1.0,-20%
6936,Inverted Brain Node,1.0,-20%
6937,Inverted Nodules,1.0,-20%
6938,Thinking Membrane,1.0,-20%
6939,Prismatic Lobes,0.75,-19%
6940,Prismatic Membrane,1.0,-20%
6941,Prismatic Bio-Anomaly,1.0,-20%
6942,Prismatic Lobes,1.0,-20%
6943,Prismatic Brain Node,1.0,-20%
6944,Prismatic Brain Node,1.0,-20%
6945,Prismatic Lobes,1.0,-20%
6946,Prismatic Lobes,1.0,-20%
6947,Thinking Jelly,0.0,-16%
6948,Prismatic Tendril,1.0,-20%
6949,Dripping Nodules,1.0,-20%
6950,Dripping Brain Node,1.0,-20%
6951,Inverted Membrane,0.75,-19%
6952,Inverted Membrane,1.0,-20%
6953,Prismatic Membrane,1.0,-20%
6954,Inverted Coils,0.0,-16%
6955,Thinking Membrane,0.75,-19%
6956,Inverted Lobes,0.0,-16%
6957,Inverted Jelly,0.0,-16%
6958,Prismatic Brain Node,1.0,-20%
6959,Prismatic Nodules,0.5,-18%
6960,Inverted Coils,0.75,-19%
6961,Prismatic Clusters,0.0,-16%
6962,Dripping Brain Node,1.0,-20%
6963,Dripping Jelly,1.0,-20%
6964,Prismatic Jelly,0.75,-19%
6965,Invisible Brain Node,1.0,-20%
6966,Prismatic Membrane,1.0,-20%
6967,Invisible Nodules,1.0,-20%
6968,Thinking Lobes,1.0,-20%
6969,Invisible Lobes,1.0,-20%
6970,Dripping Membrane,0.75,-19%
6971,Inverted Brain Node,1.0,-20%
6972,Invisible Clusters,1.0,-20%
6973,Inverted Jelly,1.0,-20%
6974,Inverted Brain Node,1.0,-20%
6975,Invisible Clusters,0.5,-18%
6976,Inverted Brain Node,1.0,-20%
6977,Invisible Tendril,1.0,-20%
6978,Inverted Nodules,0.0,-16%
6979,Prismatic Lobes,0.75,-19%
6980,Thinking Clusters,1.0,-20%
6981,Prismatic Nodules,1.0,-20%
6982,Invisible Membrane,1.0,-20%
6983,Prismatic Nodules,1.0,-20%
6984,Prismatic Membrane,1.0,-20%
6985,Dripping Nodules,0.25,-17%
6986,Invisible Tendril,0.5,-18%
6987,Invisible Clusters,1.0,-20%
6988,Thinking Clusters,1.0,-20%
6989,Thinking Tendril,1.0,-20%
6990,Prismatic Nodules,0.5,-18%
6991,Prismatic Lobes,1.0,-20%
6992,Dripping Bio-Anomaly,0.75,-19%
6993,Thinking Coils,0.25,-17%
6994,Prismatic Brain Node,1.0,-20%
6995,Inverted Bio-Anomaly,1.0,-20%
6996,Thinking Bio-Anomaly,0.0,-16%
6997,Invisible Bio-Anomaly,0.0,-16%
6998,Prismatic Coils,1.0,-20%
6999,Inverted Lobes,1.0,-20%
7000,Inverted Lobes,1.0,-20%
7001,Invisible Lobes,1.0,-20%
7002,Thinking Coils,0.75,-19%
7003,Prismatic Coils,1.0,-20%
7004,Invisible Membrane,1.0,-20%
7005,Invisible Lobes,0.75,-19%
7006,Invisible Brain Node,1.0,-20%
7007,Prismatic Clusters,1.0,-20%
7008,Prismatic Coils,0.5,-18%
7009,Dripping Nodules,1.0,-20%
7010,Inverted Brain Node,0.5,-18%
7011,Inverted Brain Node,0.25,-17%
7012,Inverted Coils,0.75,-19%
7013,Invisible Brain Node,0.0,-16%
7014,Thinking Bio-Anomaly,1.0,-20%
7015,Dripping Tendril,0.25,-17%
7016,Thinking Lobes,1.0,-20%
7017,Invisible Tendril,0.75,-19%
7018,Inverted Jelly,1.0,-20%
7019,Invisible Lobes,1.0,-20%
7020,Prismatic Tendril,1.0,-20%
7021,Invisible Coils,1.0,-20%
7022,Thinking Jelly,1.0,-20%
7023,Thinking Brain Node,1.0,-20%
7024,Dripping Membrane,1.0,-20%
7025,Inverted Brain Node,1.0,-20%
7026,Dripping Coils,1.0,-20%
7027,Thinking Clusters,1.0,-20%
7028,Invisible Brain Node,0.0,-16%
7029,Prismatic Bio-Anomaly,0.5,-18%
7030,Dripping Clusters,0.75,-19%
7031,Prismatic Brain Node,1.0,-20%
7032,Dripping Coils,0.25,-17%
7033,Prismatic Tendril,1.0,-20%
7034,Inverted Clusters,0.75,-19%
7035,Dripping Coils,0.75,-19%
7036,Prismatic Nodules,1.0,-20%
7037,Prismatic Membrane,1.0,-20%
7038,Thinking Jelly,0.5,-18%
7039,Thinking Bio-Anomaly,1.0,-20%
7040,Dripping Brain Node,0.25,-17%
7041,Dripping Membrane,0.25,-17%
7042,Dripping Lobes,1.0,-20%
7043,Invisible Clusters,0.75,-19%
7044,Inverted Coils,0.5,-18%
7045,Inverted Tendril,0.75,-19%
7046,Invisible Nodules,1.0,-20%
7047,Thinking Brain Node,1.0,-20%
7048,Thinking Tendril,1.0,-20%
7049,Prismatic Membrane,0.0,-16%
7050,Invisible Jelly,1.0,-20%
7051,Dripping Brain Node,1.0,-20%
7052,Inverted Nodules,0.5,-18%
7053,Thinking Brain Node,0.75,-19%
7054,Inverted Jelly,1.0,-20%
7055,Invisible Coils,1.0,-20%
7056,Prismatic Clusters,1.0,-20%
7057,Dripping Brain Node,0.5,-18%
7058,Dripping Clusters,1.0,-20%
7059,Prismatic Nodules,1.0,-20%
7060,Inverted Clusters,1.0,-20%
7061,Prismatic Nodules,0.75,-19%
7062,Inverted Tendril,0.75,-19%
7063,Invisible Brain Node,1.0,-20%
7064,Invisible Tendril,1.0,-20%
7065,Dripping Nodules,1.0,-20%
7066,Invisible Lobes,1.0,-20%
7067,Thinking Brain Node,1.0,-20%
7068,Invisible Brain Node,1.0,-20%
7069,Invisible Clusters,0.75,-19%
7070,Invisible Nodules,0.75,-19%
7071,Thinking Tendril,0.5,-18%
7072,Dripping Coils,0.5,-18%
7073,Prismatic Tendril,1.0,-20%
7074,Prismatic Lobes,0.75,-19%
7075,Invisible Jelly,1.0,-20%
7076,Thinking Coils,1.0,-20%
7077,Thinking Jelly,1.0,-20%
7078,Thinking Clusters,0.25,-17%
7079,Thinking Bio-Anomaly,1.0,-20%
7080,Thinking Clusters,1.0,-20%
7081,Thinking Tendril,0.75,-19%
7082,Dripping Membrane,1.0,-20%
7083,Dripping Brain Node,0.5,-18%
7084,Prismatic Membrane,0.0,-16%
7085,Thinking Brain Node,1.0,-20%
7086,Dripping Brain Node,1.0,-20%
7087,Prismatic Lobes,1.0,-20%
7088,Prismatic Brain Node,1.0,-20%
7089,Prismatic Jelly,1.0,-20%
7090,Prismatic Coils,1.0,-20%
7091,Dripping Brain Node,1.0,-20%
7092,Invisible Jelly,0.0,-16%
7093,Invisible Coils,0.75,-19%
7094,Thinking Bio-Anomaly,0.75,-19%
7095,Inverted Lobes,1.0,-20%
7096,Inverted Lobes,1.0,-20%
7097,Dripping Membrane,0.5,-18%
7098,Thinking Tendril,1.0,-20%
7099,Invisible Bio-Anomaly,1.0,-20%
7100,Dripping Jelly,1.0,-20%
7101,Thinking Jelly,0.75,-19%
7102,Invisible Coils,1.0,-20%
7103,Thinking Jelly,0.75,-19%
7104,Inverted Brain Node,1.0,-20%
7105,Inverted Brain Node,0.0,-16%
7106,Thinking Bio-Anomaly,1.0,-20%
7107,Thinking Coils,0.75,-19%
7108,Invisible Jelly,0.5,-18%
7109,Invisible Bio-Anomaly,0.5,-18%
7110,Inverted Coils,1.0,-20%
7111,Thinking Lobes,1.0,-20%
7112,Dripping Bio-Anomaly,0.25,-17%
7113,Inverted Membrane,1.0,-20%
7114,Dripping Bio-Anomaly,1.0,-20%
7115,Dripping Brain Node,1.0,-20%
7116,Inverted Coils,1.0,-20%
7117,Prismatic Nodules,1.0,-20%
7118,Thinking Brain Node,1.0,-20%
7119,Inverted Coils,1.0,-20%
7120,Inverted Brain Node,1.0,-20%
7121,Inverted Nodules,1.0,-20%
7122,Prismatic Nodules,0.25,-17%
7123,Thinking Lobes,1.0,-20%
7124,Inverted Brain Node,0.25,-17%
7125,Thinking Membrane,0.5,-18%
7126,Prismatic Brain Node,1.0,-20%
7127,Dripping Lobes,1.0,-20%
7128,Invisible Jelly,1.0,-20%
7129,Thinking Coils,1.0,-20%
7130,Inverted Lobes,1.0,-20%
7131,Dripping Brain Node,0.5,-18%
7132,Dripping Membrane,1.0,-20%
7133,Prismatic Tendril,0.75,-19%
7134,Thinking Membrane,1.0,-20%
7135,Prismatic Membrane,1.0,-20%
7136,Invisible Brain Node,1.0,-20%
7137,Inverted Tendril,0.25,-17%
7138,Prismatic Bio-Anomaly,0.25,-17%
7139,Invisible Membrane,1.0,-20%
7140,Invisible Tendril,1.0,-20%
7141,Thinking Tendril,1.0,-20%
7142,Thinking Nodules,1.0,-20%
7143,Prismatic Brain Node,1.0,-20%
7144,Dripping Brain Node,1.0,-20%
7145,Prismatic Membrane,1.0,-20%
7146,Inverted Brain Node,1.0,-20%
7147,Invisible Tendril,1.0,-20%
7148,Dripping Clusters,1.0,-20%
7149,Thinking Tendril,0.75,-19%
7150,Prismatic Jelly,1.0,-20%
7151,Invisible Brain Node,0.5,-18%
7152,Dripping Lobes,1.0,-20%
7153,Prismatic Nodules,0.5,-18%
7154,Dripping Clusters,0.25,-17%
7155,Prismatic Brain Node,1.0,-20%
7156,Inverted Tendril,0.75,-19%
7157,Thinking Clusters,1.0,-20%
7158,Invisible Brain Node,0.25,-17%
7159,Prismatic Membrane,1.0,-20%
7160,Thinking Coils,1.0,-20%
7161,Dripping Tendril,0.75,-19%
7162,Thinking Tendril,0.0,-16%
7163,Dripping Lobes,1.0,-20%
7164,Prismatic Brain Node,1.0,-20%
7165,Inverted Nodules,0.25,-17%
7166,Invisible Brain Node,1.0,-20%
7167,Prismatic Bio-Anomaly,0.25,-17%
7168,Invisible Brain Node,0.75,-19%
7169,Dripping Bio-Anomaly,0.5,-18%
7170,Prismatic Coils,1.0,-20%
7171,Thinking Brain Node,0.25,-17%
7172,Inverted Nodules,0.0,-16%
7173,Prismatic Brain Node,0.0,-16%
7174,Inverted Brain Node,1.0,-20%
7175,Invisible Bio-Anomaly,1.0,-20%
7176,Thinking Coils,0.75,-19%
7177,Thinking Bio-Anomaly,1.0,-20%
7178,Invisible Nodules,0.75,-19%
7179,Prismatic Bio-Anomaly,1.0,-20%
7180,Dripping Nodules,1.0,-20%
7181,Prismatic Membrane,1.0,-20%
7182,Dripping Jelly,1.0,-20%
7183,Thinking Clusters,1.0,-20%
7184,Prismatic Clusters,1.0,-20%
7185,Invisible Clusters,1.0,-20%
7186,Dripping Lobes,1.0,-20%
7187,Prismatic Brain Node,0.5,-18%
7188,Invisible Lobes,0.5,-18%
7189,Inverted Jelly,1.0,-20%
7190,Thinking Brain Node,0.75,-19%
7191,Dripping Tendril,0.0,-16%
7192,Dripping Coils,1.0,-20%
7193,Thinking Lobes,1.0,-20%
7194,Inverted Membrane,0.75,-19%
7195,Dripping Clusters,1.0,-20%
7196,Invisible Nodules,1.0,-20%
7197,Prismatic Clusters,0.75,-19%
7198,Thinking Jelly,1.0,-20%
7199,Invisible Brain Node,1.0,-20%
7200,Invisible Tendril,1.0,-20%
7201,Invisible Nodules,0.75,-19%
7202,Prismatic Tendril,1.0,-20%
7203,Thinking Brain Node,0.75,-19%
7204,Inverted Nodules,1.0,-20%
7205,Dripping Jelly,1.0,-20%
7206,Invisible Brain Node,1.0,-20%
7207,Inverted Membrane,1.0,-20%
7208,Invisible Brain Node,1.0,-20%
7209,Thinking Clusters,0.25,-17%
7210,Invisible Lobes,1.0,-20%
7211,Invisible Coils,1.0,-20%
7212,Inverted Clusters,0.5,-18%
7213,Inverted Nodules,1.0,-20%
7214,Inverted Bio-Anomaly,1.0,-20%
7215,Prismatic Tendril,1.0,-20%
7216,Inverted Bio-Anomaly,0.75,-19%
7217,Prismatic Brain Node,1.0,-20%
7218,Inverted Coils,0.75,-19%
7219,Invisible Jelly,0.75,-19%
7220,Invisible Jelly,1.0,-20%
7221,Invisible Clusters,1.0,-20%
7222,Prismatic Membrane,1.0,-20%
7223,Invisible Coils,1.0,-20%
7224,Dripping Brain Node,1.0,-20%
7225,Invisible Brain Node,0.5,-18%
7226,Dripping Lobes,1.0,-20%
7227,Thinking Nodules,1.0,-20%
7228,Invisible Tendril,0.75,-19%
7229,Invisible Clusters,0.25,-17%
7230,Invisible Bio-Anomaly,1.0,-20%
7231,Dripping Nodules,1.0,-20%
7232,Inverted Brain Node,0.0,-16%
7233,Thinking Brain Node,1.0,-20%
7234,Invisible Jelly,1.0,-20%
7235,Inverted Brain Node,1.0,-20%
7236,Invisible Brain Node,1.0,-20%
7237,Dripping Nodules,1.0,-20%
7238,Invisible Tendril,1.0,-20%
7239,Invisible Clusters,1.0,-20%
7240,Invisible Tendril,1.0,-20%
7241,Invisible Membrane,0.5,-18%
7242,Prismatic Brain Node,0.5,-18%
7243,Thinking Bio-Anomaly,1.0,-20%
7244,Inverted Coils,1.0,-20%
7245,Invisible Membrane,1.0,-20%
7246,Thinking Brain Node,1.0,-20%
7247,Inverted Bio-Anomaly,1.0,-20%
7248,Invisible Bio-Anomaly,1.0,-20%
7249,Inverted Brain Node,0.25,-17%
7250,Thinking Brain Node,1.0,-20%
7251,Invisible Lobes,0.75,-19%
7252,Prismatic Brain Node,1.0,-20%
7253,Prismatic Nodules,1.0,-20%
7254,Prismatic Membrane,0.0,-16%
7255,Thinking Brain Node,0.25,-17%
7256,Inverted Tendril,0.75,-19%
7257,Invisible Bio-Anomaly,1.0,-20%
7258,Inverted Brain Node,0.0,-16%
7259,Dripping Nodules,0.5,-18%
7260,Inverted Clusters,0.0,-16%
7261,Thinking Tendril,1.0,-20%
7262,Prismatic Bio-Anomaly,1.0,-20%
7263,Invisible Membrane,1.0,-20%
7264,Dripping Coils,1.0,-20%
7265,Thinking Lobes,0.5,-18%
7266,Prismatic Tendril,1.0,-20%
7267,Prismatic Coils,1.0,-20%
7268,Prismatic Lobes,0.5,-18%
7269,Inverted Brain Node,0.0,-16%
7270,Thinking Jelly,1.0,-20%
7271,Prismatic Membrane,0.5,-18%
7272,Dripping Tendril,1.0,-20%
7273,Dripping Clusters,0.0,-16%
7274,Inverted Brain Node,0.75,-19%
7275,Dripping Jelly,1.0,-20%
7276,Dripping Tendril,1.0,-20%
7277,Thinking Jelly,0.0,-16%
7278,Thinking Jelly,1.0,-20%
7279,Prismatic Coils,1.0,-20%
7280,Thinking Coils,1.0,-20%
7281,Inverted Brain Node,0.75,-19%
7282,Thinking Lobes,1.0,-20%
7283,Dripping Clusters,1.0,-20%
7284,Invisible Lobes,1.0,-20%
7285,Invisible Coils,1.0,-20%
7286,Inverted Brain Node,0.75,-19%
7287,Dripping Bio-Anomaly,0.5,-18%
7288,Prismatic Tendril,1.0,-20%
7289,Invisible Lobes,0.75,-19%
7290,Invisible Brain Node,0.5,-18%
7291,Invisible Lobes,1.0,-20%
7292,Invisible Jelly,1.0,-20%
7293,Invisible Nodules,1.0,-20%
7294,Dripping Nodules,1.0,-20%
7295,Dripping Brain Node,0.5,-18%
7296,Dripping Bio-Anomaly,0.25,-17%
7297,Prismatic Brain Node,0.5,-18%
7298,Prismatic Nodules,1.0,-20%
7299,Inverted Nodules,1.0,-20%
7300,Thinking Tendril,1.0,-20%
7301,Prismatic Brain Node,1.0,-20%
7302,Thinking Bio-Anomaly,1.0,-20%
7303,Invisible Tendril,0.5,-18%
7304,Dripping Brain Node,1.0,-20%
7305,Invisible Tendril,1.0,-20%
7306,Thinking Jelly,1.0,-20%
7307,Inverted Bio-Anomaly,1.0,-20%
7308,Invisible Bio-Anomaly,1.0,-20%
7309,Prismatic Brain Node,0.75,-19%
7310,Inverted Membrane,0.75,-19%
7311,Dripping Jelly,1.0,-20%
7312,Prismatic Clusters,1.0,-20%
7313,Inverted Coils,1.0,-20%
7314,Inverted Jelly,1.0,-20%
7315,Inverted Brain Node,0.25,-17%
7316,Thinking Nodules,1.0,-20%
7317,Invisible Brain Node,1.0,-20%
7318,Prismatic Membrane,0.25,-17%
7319,Invisible Membrane,1.0,-20%
7320,Prismatic Lobes,1.0,-20%
7321,Dripping Bio-Anomaly,1.0,-20%
7322,Thinking Brain Node,1.0,-20%
7323,Prismatic Clusters,1.0,-20%
7324,Prismatic Tendril,1.0,-20%
7325,Dripping Nodules,1.0,-20%
7326,Inverted Membrane,1.0,-20%
7327,Dripping Coils,1.0,-20%
7328,Inverted Brain Node,0.25,-17%
7329,Invisible Membrane,1.0,-20%
7330,Prismatic Jelly,0.0,-16%
7331,Inverted Bio-Anomaly,1.0,-20%
7332,Invisible Brain Node,1.0,-20%
7333,Thinking Bio-Anomaly,1.0,-20%
7334,Inverted Nodules,0.75,-19%
7335,Thinking Jelly,1.0,-20%
7336,Inverted Lobes,1.0,-20%
7337,Inverted Tendril,0.0,-16%
7338,Inverted Jelly,1.0,-20%
7339,Thinking Jelly,1.0,-20%
7340,Invisible Clusters,0.0,-16%
7341,Inverted Nodules,0.0,-16%
7342,Inverted Clusters,0.0,-16%
7343,Thinking Bio-Anomaly,1.0,-20%
7344,Dripping Bio-Anomaly,0.75,-19%
7345,Invisible Coils,0.0,-16%
7346,Thinking Brain Node,1.0,-20%
7347,Thinking Clusters,1.0,-20%
7348,Prismatic Tendril,1.0,-20%
7349,Prismatic Clusters,1.0,-20%
7350,Prismatic Membrane,1.0,-20%
7351,Inverted Brain Node,1.0,-20%
7352,Thinking Membrane,1.0,-20%
7353,Dripping Brain Node,0.0,-16%
7354,Prismatic Brain Node,1.0,-20%
7355,Dripping Membrane,1.0,-20%
7356,Invisible Jelly,0.25,-17%
7357,Prismatic Lobes,1.0,-20%
7358,Prismatic Bio-Anomaly,1.0,-20%
7359,Inverted Brain Node,1.0,-20%
7360,Dripping Clusters,1.0,-20%
7361,Thinking Bio-Anomaly,0.5,-18%
7362,Thinking Tendril,1.0,-20%
7363,Inverted Lobes,1.0,-20%
7364,Dripping Bio-Anomaly,1.0,-20%
7365,Dripping Brain Node,1.0,-20%
7366,Thinking Brain Node,1.0,-20%
7367,Prismatic Clusters,0.75,-19%
7368,Invisible Tendril,1.0,-20%
7369,Dripping Clusters,1.0,-20%
7370,Thinking Bio-Anomaly,1.0,-20%
7371,Prismatic Brain Node,0.75,-19%
7372,Thinking Clusters,1.0,-20%
7373,Prismatic Brain Node,1.0,-20%
7374,Dripping Brain Node,0.25,-17%
7375,Dripping Nodules,1.0,-20%
7376,Dripping Tendril,0.75,-19%
7377,Inverted Clusters,1.0,-20%
7378,Prismatic Bio-Anomaly,0.75,-19%
7379,Invisible Bio-Anomaly,1.0,-20%
7380,Prismatic Brain Node,0.25,-17%
7381,Thinking Lobes,0.25,-17%
7382,Dripping Nodules,0.5,-18%
7383,Thinking Lobes,1.0,-20%
7384,Prismatic Membrane,1.0,-20%
7385,Invisible Membrane,0.5,-18%
7386,Thinking Tendril,0.5,-18%
7387,Dripping Brain Node,1.0,-20%
7388,Invisible Clusters,1.0,-20%
7389,Prismatic Clusters,1.0,-20%
7390,Thinking Clusters,1.0,-20%
7391,Prismatic Lobes,1.0,-20%
7392,Inverted Clusters,0.75,-19%
7393,Dripping Brain Node,0.0,-16%
7394,Prismatic Clusters,1.0,-20%
7395,Inverted Clusters,0.75,-19%
7396,Prismatic Brain Node,1.0,-20%
7397,Inverted Jelly,0.75,-19%
7398,Prismatic Brain Node,0.0,-16%
7399,Invisible Lobes,1.0,-20%
7400,Dripping Brain Node,1.0,-20%
7401,Prismatic Coils,1.0,-20%
7402,Thinking Nodules,1.0,-20%
7403,Invisible Jelly,1.0,-20%
7404,Invisible Coils,1.0,-20%
7405,Dripping Brain Node,0.5,-18%
7406,Invisible Membrane,1.0,-20%
7407,Dripping Nodules,1.0,-20%
7408,Invisible Bio-Anomaly,0.0,-16%
7409,Dripping Jelly,0.75,-19%
7410,Prismatic Tendril,1.0,-20%
7411,Dripping Membrane,1.0,-20%
7412,Prismatic Clusters,0.75,-19%
7413,Prismatic Clusters,1.0,-20%
7414,Inverted Membrane,0.5,-18%
7415,Thinking Nodules,1.0,-20%
7416,Invisible Jelly,0.5,-18%
7417,Thinking Clusters,0.75,-19%
7418,Invisible Jelly,0.0,-16%
7419,Thinking Coils,1.0,-20%
