sep=,
Seed,Name,Perfection,Ship_PulseDrive_MiniJumpFuelSpending,Ship_Boost,Ship_BoostManeuverability
9056,Dripping Chamber,0.367,+20%,+6%,
9057,Artificial Thorax,0.224,,+6%,+9%
9058,Bionic Muscle,0.314,+19%,,+6%
9059,Energetic Vessel,0.167,+17%,+6%,
9060,Bionic Vessel,0.133,+16%,+7%,
9061,Bionic Chamber,0.114,+16%,,+6%
9062,Bionic Vessel,0.167,+17%,+6%,
9063,Synthetic Muscle,0.167,+16%,+8%,
9064,Bionic Muscle,0.129,,+6%,+7%
9065,Dripping Heart Lump,0.3,+16%,+12%,
9066,Artificial Ventricle,0.367,,+6%,+12%
9067,Artificial Vessel,0.176,,+6%,+8%
9068,Energetic Muscle,0.4,+16%,+15%,
9069,Synthetic Thorax,0.162,+16%,,+7%
9070,Artificial Aorta,0.457,,+13%,+9%
9071,Dripping Heart Lump,0.1,+16%,+6%,
9072,Dripping Chamber,0.567,+19%,+14%,
9073,Synthetic Blood Sac,0.214,+17%,+6%,+6%
9074,Energetic Heart Lump,0.248,+16%,+9%,+6%
9075,Bionic Chamber,0.2,+17%,+7%,
9076,Synthetic Vessel,0.457,+19%,,+9%
9077,Dripping Blood Sac,0.129,,+6%,+7%
9078,Dripping Vessel,0.181,+17%,,+6%
9079,Energetic Heart Lump,0.114,,+7%,+6%
9080,Bionic Ventricle,0.367,+16%,+14%,
9081,Energetic Aorta,0.381,+20%,,+6%
9082,Energetic Heart Lump,0.21,,+7%,+8%
9083,Bionic Muscle,0.1,+16%,+6%,
9084,Dripping Blood Pump,0.381,+20%,,+6%
9085,Energetic Trunk Tissue,0.5,+19%,+12%,
9086,Synthetic Blood Pump,0.295,+18%,,+7%
9087,Energetic Aorta,0.348,,+14%,+6%
9088,Artificial Aorta,0.133,+16%,+7%,
9089,Dripping Trunk Tissue,0.21,+16%,,+8%
9090,Energetic Trunk Tissue,0.414,+17%,+12%,+6%
9091,Artificial Blood Pump,0.081,,+6%,+6%
9092,Synthetic Muscle,0.324,+17%,,+9%
9093,Energetic Ventricle,0.305,+16%,,+10%
9094,Synthetic Blood Pump,0.352,+16%,,+11%
9095,Artificial Ventricle,0.3,+17%,+10%,
9096,Synthetic Blood Sac,0.314,+19%,,+6%
9097,Artificial Vessel,0.1,+16%,+6%,
9098,Dripping Thorax,0.567,+20%,+12%,
9099,Energetic Ventricle,0.167,+17%,+6%,
9100,Bionic Muscle,0.114,,+7%,+6%
9101,Synthetic Trunk Tissue,0.348,,+14%,+6%
9102,Energetic Muscle,0.148,,+8%,+6%
9103,Synthetic Blood Sac,0.314,,+13%,+6%
9104,Bionic Trunk Tissue,0.181,,+9%,+6%
9105,Bionic Blood Pump,0.1,+16%,+6%,
9106,Bionic Aorta,0.2,+16%,+9%,
9107,Synthetic Vessel,0.295,+18%,,+7%
9108,Dripping Heart Lump,0.276,,+9%,+8%
9109,Synthetic Blood Pump,0.181,+17%,,+6%
9110,Artificial Chamber,0.376,,+12%,+8%
9111,Energetic Chamber,0.1,+16%,+6%,
9112,Energetic Trunk Tissue,0.162,,+7%,+7%
9113,Bionic Trunk Tissue,0.281,,+12%,+6%
9114,Energetic Aorta,0.4,+20%,+7%,
9115,Energetic Chamber,0.257,+16%,,+9%
9116,Dripping Ventricle,0.5,+19%,+12%,
9117,Artificial Blood Sac,0.248,+18%,,+6%
9118,Artificial Trunk Tissue,0.114,+16%,,+6%
9119,Dripping Blood Pump,0.329,,+12%,+7%
9120,Synthetic Blood Pump,0.367,+19%,+8%,
9121,Artificial Blood Sac,0.486,+16%,+9%,+11%
9122,Dripping Muscle,0.505,+19%,,+10%
9123,Artificial Thorax,0.314,+19%,,+6%
9124,Synthetic Blood Sac,0.448,+18%,+11%,+6%
9125,Bionic Ventricle,0.567,,+12%,+12%
9126,Artificial Vessel,0.081,,+6%,+6%
9127,Bionic Ventricle,0.181,+16%,+7%,+6%
9128,Bionic Vessel,0.033,,+6%,+5%
9129,Bionic Chamber,0.081,,+6%,+6%
9130,Synthetic Blood Pump,0.533,+18%,,+12%
9131,Dripping Aorta,0.114,+16%,,+6%
9132,Artificial Ventricle,0.333,+18%,+9%,
9133,Bionic Vessel,0.319,,+6%,+11%
9134,Artificial Trunk Tissue,0.081,,+6%,+6%
9135,Dripping Thorax,0.114,,+7%,+6%
9136,Bionic Trunk Tissue,0.167,+17%,+6%,
9137,Bionic Aorta,0.224,,+6%,+9%
9138,Artificial Trunk Tissue,0.4,+16%,,+12%
9139,Dripping Blood Pump,0.41,+17%,+9%,+8%
9140,Dripping Chamber,0.457,+18%,+7%,+9%
9141,Dripping Aorta,0.114,+16%,,+6%
9142,Dripping Aorta,0.276,+17%,,+8%
9143,Bionic Aorta,0.233,+18%,+6%,
9144,Energetic Ventricle,0.133,+16%,+7%,
9145,Artificial Chamber,0.033,,+6%,+5%
9146,Synthetic Thorax,0.352,+16%,,+11%
9147,Synthetic Chamber,0.51,+20%,+6%,+8%
9148,Artificial Chamber,0.262,,+10%,+7%
9149,Bionic Blood Pump,0.438,+18%,,+10%
9150,Artificial Ventricle,0.381,+20%,,+6%
9151,Synthetic Ventricle,0.633,+20%,+14%,
9152,Bionic Aorta,0.129,,+6%,+7%
9153,Synthetic Aorta,0.081,,+6%,+6%
9154,Dripping Vessel,0.114,+16%,,+6%
9155,Synthetic Trunk Tissue,0.576,+19%,+10%,+8%
9156,Dripping Heart Lump,0.314,,+13%,+6%
9157,Artificial Blood Pump,0.167,+16%,+8%,
9158,Synthetic Vessel,0.114,+16%,,+6%
9159,Dripping Vessel,0.114,+16%,,+6%
9160,Artificial Vessel,0.324,+17%,,+9%
9161,Synthetic Heart Lump,0.114,,+7%,+6%
9162,Energetic Blood Pump,0.305,,+7%,+10%
9163,Bionic Trunk Tissue,0.148,+16%,+6%,+6%
9164,Energetic Heart Lump,0.133,+16%,+7%,
9165,Dripping Blood Sac,0.114,+16%,,+6%
9166,Energetic Blood Sac,0.314,,+13%,+6%
9167,Artificial Thorax,0.267,+17%,+9%,
9168,Synthetic Muscle,0.376,,+12%,+8%
9169,Artificial Trunk Tissue,0.314,+19%,,+6%
9170,Synthetic Blood Pump,0.114,+16%,,+6%
9171,Dripping Heart Lump,0.133,+16%,+7%,
9172,Dripping Chamber,0.552,+19%,,+11%
9173,Artificial Aorta,0.295,+16%,+9%,+7%
9174,Synthetic Chamber,0.114,+16%,,+6%
9175,Dripping Blood Pump,0.233,+18%,+6%,
9176,Artificial Heart Lump,0.033,,+6%,+5%
9177,Energetic Ventricle,0.1,+16%,+6%,
9178,Energetic Thorax,0.367,,+6%,+12%
9179,Dripping Heart Lump,0.114,+16%,,+6%
9180,Bionic Trunk Tissue,0.348,+18%,+8%,+6%
9181,Artificial Thorax,0.114,+16%,,+6%
9182,Energetic Aorta,0.4,+16%,,+12%
9183,Synthetic Vessel,0.448,+16%,+15%,+6%
9184,Artificial Chamber,0.248,+17%,+7%,+6%
9185,Synthetic Thorax,0.148,,+8%,+6%
9186,Synthetic Chamber,0.4,+19%,+9%,
9187,Energetic Muscle,0.129,,+6%,+7%
9188,Synthetic Ventricle,0.162,,+7%,+7%
9189,Bionic Trunk Tissue,0.243,,+8%,+8%
9190,Synthetic Blood Sac,0.333,+17%,+11%,
9191,Artificial Vessel,0.486,+16%,+9%,+11%
9192,Energetic Blood Pump,0.181,+16%,+7%,+6%
9193,Synthetic Blood Pump,0.233,+16%,+10%,
9194,Artificial Muscle,0.281,+18%,+6%,+6%
9195,Dripping Trunk Tissue,0.3,+17%,+10%,
9196,Synthetic Muscle,0.167,+17%,+6%,
9197,Energetic Thorax,0.081,,+6%,+6%
9198,Dripping Vessel,0.21,+16%,,+8%
9199,Artificial Muscle,0.4,+18%,+11%,
9200,Dripping Thorax,0.081,,+6%,+6%
9201,Synthetic Vessel,0.481,+19%,+10%,+6%
9202,Dripping Ventricle,0.276,+17%,,+8%
9203,Dripping Muscle,0.114,+16%,,+6%
9204,Synthetic Chamber,0.114,+16%,,+6%
9205,Dripping Blood Sac,0.081,,+6%,+6%
9206,Synthetic Heart Lump,0.933,+20%,+13%,+12%
9207,Bionic Thorax,0.362,,+13%,+7%
9208,Artificial Chamber,0.114,+16%,,+6%
9209,Bionic Aorta,0.162,+16%,,+7%
9210,Synthetic Vessel,0.267,+17%,+9%,
9211,Bionic Muscle,0.2,+16%,+9%,
9212,Synthetic Blood Pump,0.233,+16%,+10%,
9213,Energetic Aorta,0.233,+17%,+8%,
9214,Artificial Vessel,0.629,+18%,+15%,+7%
9215,Energetic Heart Lump,0.381,+19%,+7%,+6%
9216,Artificial Muscle,0.267,+17%,+9%,
9217,Artificial Thorax,0.1,+16%,+6%,
9218,Bionic Ventricle,0.081,,+6%,+6%
9219,Energetic Aorta,0.271,,+6%,+10%
9220,Bionic Chamber,0.4,+20%,+7%,
9221,Bionic Chamber,0.414,+20%,+6%,+6%
9222,Energetic Ventricle,0.467,+20%,+9%,
9223,Synthetic Muscle,0.41,+19%,,+8%
9224,Dripping Blood Sac,0.21,+16%,,+8%
9225,Energetic Heart Lump,0.248,+18%,,+6%
9226,Synthetic Vessel,0.081,,+6%,+6%
9227,Dripping Chamber,0.248,,+11%,+6%
9228,Artificial Trunk Tissue,0.4,+18%,+11%,
9229,Energetic Blood Pump,0.081,,+6%,+6%
9230,Energetic Thorax,0.352,,+7%,+11%
9231,Energetic Blood Pump,0.267,+18%,+7%,
9232,Synthetic Thorax,0.114,+16%,,+6%
9233,Energetic Chamber,0.2,+17%,+7%,
9234,Dripping Thorax,0.248,,+11%,+6%
9235,Energetic Heart Lump,0.357,,+10%,+9%
9236,Artificial Ventricle,0.5,+18%,+14%,
9237,Dripping Chamber,0.081,,+6%,+6%
9238,Dripping Ventricle,0.4,+16%,,+12%
9239,Energetic Blood Sac,0.1,+16%,+6%,
9240,Artificial Blood Pump,0.433,+20%,+8%,
9241,Synthetic Muscle,0.362,,+13%,+7%
9242,Synthetic Thorax,0.233,+16%,+10%,
9243,Dripping Thorax,0.233,+18%,+6%,
9244,Dripping Muscle,0.433,+19%,+10%,
9245,Bionic Trunk Tissue,0.333,+19%,+7%,
9246,Dripping Heart Lump,0.114,+16%,,+6%
9247,Bionic Ventricle,0.081,,+6%,+6%
9248,Bionic Ventricle,0.081,,+6%,+6%
9249,Dripping Blood Pump,0.133,+17%,,+5%
9250,Synthetic Blood Sac,0.114,,+7%,+6%
9251,Dripping Vessel,0.181,,+9%,+6%
9252,Synthetic Heart Lump,0.281,+18%,+6%,+6%
9253,Synthetic Ventricle,0.214,,+10%,+6%
9254,Energetic Ventricle,0.429,+20%,,+7%
9255,Bionic Muscle,0.281,,+12%,+6%
9256,Energetic Blood Sac,0.4,+16%,+15%,
9257,Energetic Blood Sac,0.614,+19%,+14%,+6%
9258,Synthetic Thorax,0.081,,+6%,+6%
9259,Energetic Muscle,0.348,+17%,+10%,+6%
9260,Energetic Vessel,0.114,+16%,,+6%
9261,Synthetic Aorta,0.633,+20%,+14%,
9262,Bionic Heart Lump,0.333,+18%,+9%,
9263,Synthetic Blood Pump,0.181,,+9%,+6%
9264,Bionic Ventricle,0.267,+16%,+11%,
9265,Energetic Aorta,0.081,,+6%,+6%
9266,Dripping Muscle,0.133,+16%,+7%,
9267,Energetic Chamber,0.229,+17%,,+7%
9268,Synthetic Blood Sac,0.314,,+13%,+6%
9269,Bionic Muscle,0.533,+18%,,+12%
9270,Artificial Vessel,0.133,+16%,+7%,
9271,Artificial Ventricle,0.405,,+10%,+10%
9272,Synthetic Ventricle,0.176,,+6%,+8%
9273,Artificial Blood Sac,0.229,+16%,+7%,+7%
9274,Dripping Chamber,0.443,,+14%,+8%
9275,Energetic Vessel,0.162,+16%,,+7%
9276,Artificial Vessel,0.871,+20%,+14%,+10%
9277,Energetic Chamber,0.081,,+6%,+6%
9278,Bionic Aorta,0.21,+16%,,+8%
9279,Dripping Thorax,0.1,+16%,+6%,
9280,Artificial Thorax,0.314,+18%,+7%,+6%
9281,Dripping Muscle,0.1,+16%,+6%,
9282,Energetic Chamber,0.581,+20%,+11%,+6%
9283,Dripping Chamber,0.1,+16%,+6%,
9284,Bionic Blood Pump,0.081,,+6%,+6%
9285,Bionic Trunk Tissue,0.114,+16%,,+6%
9286,Dripping Muscle,0.281,,+12%,+6%
9287,Synthetic Thorax,0.081,,+6%,+6%
9288,Dripping Heart Lump,0.533,+18%,+15%,
9289,Bionic Trunk Tissue,0.486,+18%,,+11%
9290,Synthetic Chamber,0.281,+18%,+6%,+6%
9291,Energetic Ventricle,0.467,+16%,+7%,+12%
9292,Dripping Thorax,0.571,,+15%,+10%
9293,Energetic Heart Lump,0.114,+16%,,+6%
9294,Energetic Muscle,0.348,+16%,+12%,+6%
9295,Synthetic Blood Pump,0.295,,+11%,+7%
9296,Energetic Aorta,0.5,+20%,+10%,
9297,Synthetic Trunk Tissue,0.348,,+14%,+6%
9298,Dripping Blood Pump,0.414,+19%,+8%,+6%
9299,Energetic Thorax,0.114,+16%,,+6%
9300,Dripping Blood Sac,0.362,,+13%,+7%
9301,Dripping Trunk Tissue,0.114,,+7%,+6%
9302,Artificial Blood Sac,0.181,+17%,,+6%
9303,Bionic Trunk Tissue,0.3,+16%,+12%,
9304,Energetic Chamber,0.5,+19%,+12%,
9305,Artificial Muscle,0.3,+18%,+8%,
9306,Dripping Blood Pump,0.2,+16%,+9%,
9307,Dripping Heart Lump,0.305,+16%,,+10%
9308,Dripping Blood Sac,0.324,+17%,,+9%
9309,Dripping Blood Sac,0.271,,+6%,+10%
9310,Energetic Heart Lump,0.619,+20%,,+11%
9311,Energetic Vessel,0.233,+17%,+8%,
9312,Synthetic Muscle,0.414,+20%,+6%,+6%
9313,Bionic Vessel,0.524,+19%,+7%,+9%
9314,Energetic Chamber,0.114,+16%,,+6%
9315,Energetic Muscle,0.248,+18%,,+6%
9316,Energetic Blood Sac,0.314,+17%,+9%,+6%
9317,Synthetic Blood Pump,0.114,+16%,,+6%
9318,Artificial Aorta,0.248,,+11%,+6%
9319,Artificial Muscle,0.181,+16%,+7%,+6%
9320,Artificial Vessel,0.1,+16%,+6%,
9321,Bionic Thorax,0.467,+17%,+15%,
9322,Dripping Heart Lump,0.367,+20%,+6%,
9323,Synthetic Muscle,0.333,+17%,+11%,
9324,Bionic Vessel,0.467,+20%,+9%,
9325,Dripping Blood Sac,0.281,,+12%,+6%
9326,Artificial Aorta,0.552,+19%,,+11%
9327,Bionic Heart Lump,0.51,+18%,+10%,+8%
9328,Energetic Ventricle,0.667,+20%,+15%,
9329,Bionic Ventricle,0.1,+16%,+6%,
9330,Artificial Vessel,0.552,+18%,+7%,+11%
9331,Energetic Muscle,0.129,,+6%,+7%
9332,Synthetic Blood Pump,0.314,,+13%,+6%
9333,Artificial Trunk Tissue,0.162,+16%,,+7%
9334,Dripping Muscle,0.081,,+6%,+6%
9335,Artificial Thorax,0.181,+17%,,+6%
9336,Dripping Thorax,0.1,+16%,+6%,
9337,Bionic Vessel,0.41,+19%,,+8%
9338,Artificial Thorax,0.386,+16%,+6%,+11%
9339,Energetic Ventricle,0.6,+19%,,+12%
9340,Dripping Trunk Tissue,0.214,+16%,+8%,+6%
9341,Artificial Muscle,0.1,+16%,+6%,
9342,Energetic Blood Pump,0.248,+18%,,+6%
9343,Dripping Thorax,0.367,+16%,+14%,
9344,Energetic Blood Sac,0.2,+16%,+9%,
9345,Synthetic Heart Lump,0.338,,+8%,+10%
9346,Bionic Ventricle,0.167,+17%,+6%,
9347,Bionic Vessel,0.386,+16%,+6%,+11%
9348,Artificial Blood Pump,0.438,,+11%,+10%
9349,Synthetic Ventricle,0.5,+19%,+12%,
9350,Dripping Ventricle,0.148,,+8%,+6%
9351,Bionic Heart Lump,0.433,+18%,+12%,
9352,Bionic Trunk Tissue,0.133,+16%,+7%,
9353,Bionic Thorax,0.367,+18%,+10%,
9354,Artificial Vessel,0.233,+18%,+6%,
9355,Dripping Trunk Tissue,0.381,+19%,+7%,+6%
9356,Synthetic Thorax,0.567,+18%,+6%,+12%
9357,Artificial Aorta,0.381,,+15%,+6%
9358,Dripping Aorta,0.262,+16%,+8%,+7%
9359,Energetic Chamber,0.333,+18%,+9%,
9360,Bionic Trunk Tissue,0.6,+20%,+13%,
9361,Synthetic Vessel,0.229,+16%,+7%,+7%
9362,Artificial Chamber,0.314,+18%,+7%,+6%
9363,Energetic Vessel,0.114,+16%,,+6%
9364,Artificial Vessel,0.148,+16%,+6%,+6%
9365,Energetic Aorta,0.362,+19%,,+7%
9366,Bionic Blood Sac,0.181,,+9%,+6%
9367,Dripping Muscle,0.081,,+6%,+6%
9368,Synthetic Blood Sac,0.443,,+14%,+8%
9369,Dripping Heart Lump,0.295,+18%,,+7%
9370,Artificial Thorax,0.314,+16%,+11%,+6%
9371,Bionic Heart Lump,0.267,,+13%,+5%
9372,Artificial Vessel,0.248,,+11%,+6%
9373,Energetic Blood Sac,0.333,+19%,+7%,
9374,Synthetic Blood Pump,0.505,+19%,,+10%
9375,Artificial Blood Pump,0.381,+20%,,+6%
9376,Dripping Blood Sac,0.248,,+11%,+6%
9377,Synthetic Blood Pump,0.314,+19%,,+6%
9378,Artificial Aorta,0.3,+17%,+10%,
9379,Synthetic Muscle,0.114,,+7%,+6%
9380,Synthetic Chamber,0.3,+19%,+6%,
9381,Artificial Blood Sac,0.214,+17%,+6%,+6%
9382,Bionic Aorta,0.114,+16%,,+6%
9383,Dripping Blood Sac,0.233,+18%,+6%,
9384,Synthetic Muscle,0.167,+16%,+8%,
9385,Dripping Heart Lump,0.281,+18%,+6%,+6%
9386,Artificial Blood Sac,0.081,,+6%,+6%
9387,Artificial Vessel,0.248,,+11%,+6%
9388,Energetic Vessel,0.167,+16%,+8%,
9389,Synthetic Ventricle,0.467,+19%,+11%,
9390,Dripping Ventricle,0.267,+16%,+11%,
9391,Synthetic Vessel,0.6,,+13%,+12%
9392,Energetic Vessel,0.214,+16%,+8%,+6%
9393,Artificial Vessel,0.3,+19%,+6%,
9394,Bionic Thorax,0.114,+16%,,+6%
9395,Dripping Blood Sac,0.767,+18%,+12%,+12%
9396,Synthetic Thorax,0.267,+16%,+11%,
9397,Energetic Trunk Tissue,0.29,,+8%,+9%
9398,Energetic Muscle,0.181,+17%,,+6%
9399,Synthetic Ventricle,0.214,,+10%,+6%
9400,Bionic Aorta,0.248,+18%,,+6%
9401,Synthetic Ventricle,0.262,,+10%,+7%
9402,Synthetic Trunk Tissue,0.233,+16%,+10%,
9403,Dripping Ventricle,0.181,+16%,+7%,+6%
9404,Bionic Aorta,0.467,+20%,+9%,
9405,Energetic Chamber,0.248,,+11%,+6%
9406,Synthetic Blood Sac,0.114,+16%,,+6%
9407,Artificial Heart Lump,0.167,+17%,+6%,
9408,Energetic Aorta,0.448,+16%,+15%,+6%
9409,Synthetic Trunk Tissue,0.257,+16%,,+9%
9410,Bionic Heart Lump,0.1,+16%,+6%,
9411,Energetic Muscle,0.3,+19%,+6%,
9412,Artificial Thorax,0.181,+17%,,+6%
9413,Bionic Blood Pump,0.281,,+12%,+6%
9414,Bionic Blood Pump,0.533,+18%,+15%,
9415,Dripping Muscle,0.262,,+10%,+7%
9416,Artificial Heart Lump,0.181,,+9%,+6%
9417,Synthetic Ventricle,0.229,,+9%,+7%
9418,Synthetic Heart Lump,0.114,,+7%,+6%
9419,Artificial Aorta,0.567,+20%,+12%,
9420,Synthetic Muscle,0.4,+20%,+7%,
9421,Bionic Heart Lump,0.31,,+10%,+8%
9422,Synthetic Muscle,0.262,,+10%,+7%
9423,Artificial Trunk Tissue,0.081,,+6%,+6%
9424,Synthetic Heart Lump,0.048,+15%,,+6%
9425,Dripping Blood Sac,0.229,+17%,,+7%
9426,Synthetic Vessel,0.481,+18%,+12%,+6%
9427,Bionic Muscle,0.114,+16%,,+6%
9428,Energetic Ventricle,0.181,+17%,,+6%
9429,Bionic Aorta,0.248,+18%,,+6%
9430,Bionic Vessel,0.314,,+13%,+6%
9431,Synthetic Blood Sac,0.114,+16%,,+6%
9432,Synthetic Chamber,0.4,+19%,+9%,
9433,Dripping Chamber,0.533,+19%,+13%,
9434,Artificial Muscle,0.114,,+7%,+6%
9435,Energetic Ventricle,0.581,+19%,+13%,+6%
9436,Dripping Aorta,0.367,,+6%,+12%
9437,Energetic Thorax,0.114,+16%,,+6%
9438,Dripping Heart Lump,0.067,,+7%,+5%
9439,Bionic Ventricle,0.329,+18%,+6%,+7%
9440,Dripping Heart Lump,0.1,+16%,+6%,
9441,Dripping Aorta,0.467,+19%,+11%,
9442,Synthetic Trunk Tissue,0.114,,+7%,+6%
9443,Bionic Vessel,0.267,+18%,+7%,
9444,Bionic Vessel,0.114,+16%,,+6%
9445,Energetic Aorta,0.448,+19%,+9%,+6%
9446,Dripping Aorta,0.324,,+9%,+9%
9447,Bionic Vessel,0.281,,+12%,+6%
9448,Bionic Blood Pump,0.433,+18%,+12%,
9449,Artificial Chamber,0.181,,+9%,+6%
9450,Artificial Chamber,0.5,+19%,+12%,
9451,Dripping Thorax,0.133,+16%,+7%,
9452,Bionic Trunk Tissue,0.081,,+6%,+6%
9453,Energetic Blood Pump,0.033,,+6%,+5%
9454,Dripping Blood Sac,0.1,+16%,+6%,
9455,Energetic Heart Lump,0.233,+18%,+6%,
9456,Bionic Thorax,0.395,,+14%,+7%
9457,Energetic Chamber,0.229,+17%,,+7%
9458,Synthetic Ventricle,0.162,+16%,,+7%
9459,Dripping Ventricle,0.162,+16%,,+7%
9460,Artificial Aorta,0.133,+16%,+7%,
9461,Dripping Aorta,0.476,+20%,,+8%
9462,Bionic Chamber,0.348,+19%,+6%,+6%
9463,Dripping Chamber,0.448,+17%,+13%,+6%
9464,Bionic Trunk Tissue,0.167,+17%,+6%,
9465,Artificial Chamber,0.233,+18%,+6%,
9466,Bionic Thorax,0.514,+20%,+9%,+6%
9467,Artificial Vessel,0.438,+18%,,+10%
9468,Synthetic Trunk Tissue,0.333,+16%,+13%,
9469,Dripping Ventricle,0.148,,+8%,+6%
9470,Bionic Blood Pump,0.467,+20%,+9%,+5%
9471,Dripping Trunk Tissue,0.248,+16%,+9%,+6%
9472,Artificial Muscle,0.481,+19%,+10%,+6%
9473,Energetic Vessel,0.214,+16%,+8%,+6%
9474,Bionic Aorta,0.229,+16%,+7%,+7%
9475,Synthetic Blood Sac,0.114,+16%,,+6%
9476,Synthetic Trunk Tissue,0.181,+17%,,+6%
9477,Bionic Ventricle,0.114,,+7%,+6%
9478,Artificial Heart Lump,0.5,+19%,+12%,
9479,Energetic Heart Lump,0.248,+18%,,+6%
9480,Synthetic Ventricle,0.114,+16%,,+6%
9481,Dripping Chamber,0.533,+20%,+11%,
9482,Dripping Blood Sac,0.348,+16%,+12%,+6%
9483,Dripping Muscle,0.571,+16%,+13%,+10%
9484,Artificial Ventricle,0.333,+17%,+11%,
9485,Dripping Chamber,0.3,+19%,+6%,
9486,Energetic Blood Pump,0.281,,+12%,+6%
9487,Energetic Vessel,0.114,,+7%,+6%
9488,Bionic Aorta,0.281,,+12%,+6%
9489,Bionic Vessel,0.081,,+6%,+6%
9490,Energetic Trunk Tissue,0.352,,+7%,+11%
9491,Bionic Chamber,0.3,+19%,+6%,
9492,Energetic Ventricle,0.181,+17%,,+6%
9493,Dripping Blood Pump,0.3,+19%,+6%,
9494,Energetic Blood Pump,0.167,+16%,+8%,
9495,Bionic Chamber,0.162,+16%,,+7%
9496,Bionic Aorta,0.552,,+13%,+11%
9497,Dripping Muscle,0.281,,+12%,+6%
9498,Energetic Chamber,0.114,,+7%,+6%
9499,Dripping Aorta,0.176,,+6%,+8%
9500,Energetic Blood Sac,0.314,+19%,,+6%
9501,Artificial Heart Lump,0.381,+20%,,+6%
9502,Synthetic Muscle,0.267,+16%,+11%,
9503,Bionic Chamber,0.5,+17%,+6%,+12%
9504,Artificial Vessel,0.114,,+7%,+6%
9505,Synthetic Ventricle,0.357,,+10%,+9%
9506,Energetic Muscle,0.314,+18%,+7%,+6%
9507,Bionic Heart Lump,0.167,+17%,+6%,
9508,Energetic Trunk Tissue,0.3,+19%,+6%,
9509,Synthetic Blood Pump,0.1,+16%,+6%,
9510,Dripping Heart Lump,0.367,+19%,+8%,
9511,Synthetic Chamber,0.248,+18%,,+6%
9512,Energetic Trunk Tissue,0.133,+16%,+7%,
9513,Energetic Heart Lump,0.348,,+14%,+6%
9514,Bionic Aorta,0.167,+16%,+8%,
9515,Dripping Ventricle,0.367,+20%,+6%,
9516,Dripping Chamber,0.176,,+6%,+8%
9517,Artificial Vessel,0.195,,+8%,+7%
9518,Energetic Trunk Tissue,0.248,+18%,,+6%
9519,Synthetic Blood Sac,0.267,+16%,+11%,
9520,Energetic Chamber,0.333,+17%,+11%,
9521,Bionic Trunk Tissue,0.233,+18%,+6%,
9522,Bionic Chamber,0.352,+16%,,+11%
9523,Dripping Vessel,0.248,+18%,,+6%
9524,Bionic Blood Pump,0.533,,+11%,+12%
9525,Artificial Heart Lump,0.081,,+6%,+6%
9526,Bionic Trunk Tissue,0.367,+17%,+12%,
9527,Synthetic Blood Pump,0.114,+16%,,+6%
9528,Dripping Vessel,0.214,,+10%,+6%
9529,Bionic Ventricle,0.2,+16%,+9%,
9530,Synthetic Ventricle,0.114,+16%,,+6%
9531,Synthetic Vessel,0.176,,+6%,+8%
9532,Synthetic Aorta,0.248,,+11%,+6%
9533,Synthetic Chamber,0.548,+19%,+12%,+6%
9534,Synthetic Blood Pump,0.371,,+9%,+10%
9535,Dripping Muscle,0.3,+17%,+10%,
9536,Bionic Vessel,0.381,,+15%,+6%
9537,Synthetic Vessel,0.229,+17%,,+7%
9538,Synthetic Blood Sac,0.195,+16%,+6%,+7%
9539,Artificial Blood Sac,0.581,+18%,+15%,+6%
9540,Artificial Chamber,0.243,,+8%,+8%
9541,Energetic Blood Pump,0.176,,+6%,+8%
9542,Bionic Muscle,0.333,+16%,+13%,
9543,Artificial Chamber,0.2,+18%,,+5%
9544,Energetic Ventricle,0.4,+17%,+13%,
9545,Artificial Heart Lump,0.367,+16%,+14%,
9546,Synthetic Blood Sac,0.167,+16%,+8%,
9547,Dripping Blood Sac,0.081,,+6%,+6%
9548,Energetic Thorax,0.224,,+6%,+9%
9549,Dripping Ventricle,0.314,+19%,,+6%
9550,Artificial Blood Sac,0.31,,+10%,+8%
9551,Energetic Aorta,0.114,,+7%,+6%
9552,Dripping Blood Pump,0.6,+19%,+15%,
9553,Energetic Chamber,0.5,+20%,+10%,
9554,Artificial Chamber,0.1,+16%,+6%,
9555,Artificial Blood Pump,0.243,+16%,+6%,+8%
9556,Energetic Muscle,0.3,+16%,+12%,
9557,Artificial Thorax,0.467,+17%,,+12%
9558,Energetic Blood Pump,0.181,+17%,,+6%
9559,Artificial Aorta,0.314,+19%,,+6%
9560,Energetic Chamber,0.181,+17%,,+6%
9561,Bionic Ventricle,0.624,+17%,+14%,+9%
9562,Energetic Aorta,0.257,+16%,,+9%
9563,Artificial Heart Lump,0.367,+16%,+14%,
9564,Bionic Blood Pump,0.314,,+13%,+6%
9565,Synthetic Thorax,0.381,+18%,+9%,+6%
9566,Energetic Heart Lump,0.114,+16%,,+6%
9567,Bionic Muscle,0.081,,+6%,+6%
9568,Artificial Heart Lump,0.257,+16%,,+9%
9569,Synthetic Aorta,0.514,+19%,+11%,+6%
9570,Synthetic Muscle,0.181,+17%,,+6%
9571,Bionic Blood Pump,0.667,,+15%,+12%
9572,Bionic Vessel,0.3,+19%,+6%,
9573,Energetic Chamber,0.4,+17%,+13%,
9574,Synthetic Ventricle,0.114,+16%,,+6%
9575,Bionic Aorta,0.167,,+10%,+5%
9576,Synthetic Chamber,0.248,+18%,,+6%
9577,Energetic Blood Pump,0.267,+16%,+11%,
