Seed	Name	Perfection	Ship_Launcher_TakeOffCost
26879	Crying Bio-Anomaly	1.0	-15%
26880	Gelatinous Membrane	1.0	-15%
26881	Humming Tendril	1.0	-15%
26882	Gelatinous Nodules	1.0	-15%
26883	Crying Nodules	0.25	-12%
26884	Gelatinous Jelly	1.0	-15%
26885	Gelatinous Bio-Anomaly	1.0	-15%
26886	Gelatinous Nodules	1.0	-15%
26887	Gelatinous Brain Node	1.0	-15%
26888	Connected Brain Node	0.5	-13%
26889	Connected Lobes	1.0	-15%
26890	Crying Coils	1.0	-15%
26891	Crying Brain Node	0.25	-12%
26892	Humming Nodules	1.0	-15%
26893	Gelatinous Bio-Anomaly	1.0	-15%
26894	Connected Brain Node	0.5	-13%
26895	Gelatinous Bio-Anomaly	1.0	-15%
26896	Connected Lobes	1.0	-15%
26897	Humming Tendril	0.25	-12%
26898	Floppy Lobes	1.0	-15%
26899	Humming Brain Node	1.0	-15%
26900	Floppy Jelly	1.0	-15%
26901	Gelatinous Brain Node	1.0	-15%
26902	Crying Coils	1.0	-15%
26903	Gelatinous Jelly	1.0	-15%
26904	Humming Nodules	1.0	-15%
26905	Gelatinous Coils	1.0	-15%
26906	Crying Tendril	0.0	-11%
26907	Connected Clusters	0.75	-14%
26908	Crying Jelly	1.0	-15%
26909	Gelatinous Lobes	0.75	-14%
26910	Floppy Brain Node	1.0	-15%
26911	Floppy Bio-Anomaly	1.0	-15%
26912	Floppy Coils	1.0	-15%
26913	Floppy Jelly	1.0	-15%
26914	Floppy Clusters	1.0	-15%
26915	Humming Nodules	1.0	-15%
26916	Humming Coils	0.0	-11%
26917	Connected Brain Node	1.0	-15%
26918	Connected Nodules	1.0	-15%
26919	Floppy Brain Node	0.0	-11%
26920	Gelatinous Clusters	1.0	-15%
26921	Connected Membrane	0.5	-13%
26922	Floppy Membrane	1.0	-15%
26923	Connected Coils	1.0	-15%
26924	Humming Brain Node	1.0	-15%
26925	Connected Bio-Anomaly	1.0	-15%
26926	Crying Bio-Anomaly	1.0	-15%
26927	Gelatinous Tendril	1.0	-15%
26928	Crying Jelly	1.0	-15%
26929	Humming Coils	1.0	-15%
26930	Crying Nodules	0.75	-14%
26931	Connected Clusters	1.0	-15%
26932	Gelatinous Nodules	1.0	-15%
26933	Humming Membrane	1.0	-15%
26934	Crying Bio-Anomaly	0.0	-11%
26935	Connected Nodules	0.75	-14%
26936	Gelatinous Lobes	1.0	-15%
26937	Humming Coils	1.0	-15%
26938	Crying Brain Node	1.0	-15%
26939	Connected Nodules	1.0	-15%
26940	Floppy Jelly	1.0	-15%
26941	Connected Nodules	0.5	-13%
26942	Connected Brain Node	1.0	-15%
26943	Connected Bio-Anomaly	0.25	-12%
26944	Floppy Clusters	1.0	-15%
26945	Humming Bio-Anomaly	1.0	-15%
26946	Floppy Jelly	1.0	-15%
26947	Humming Jelly	1.0	-15%
26948	Crying Jelly	1.0	-15%
26949	Gelatinous Membrane	0.0	-11%
26950	Crying Lobes	0.75	-14%
26951	Humming Coils	1.0	-15%
26952	Connected Tendril	1.0	-15%
26953	Connected Bio-Anomaly	1.0	-15%
26954	Crying Nodules	0.5	-13%
26955	Humming Membrane	1.0	-15%
26956	Floppy Tendril	0.75	-14%
26957	Gelatinous Tendril	0.75	-14%
26958	Gelatinous Coils	1.0	-15%
26959	Floppy Tendril	1.0	-15%
26960	Floppy Bio-Anomaly	1.0	-15%
26961	Gelatinous Lobes	1.0	-15%
26962	Floppy Membrane	0.5	-13%
26963	Connected Brain Node	1.0	-15%
26964	Humming Brain Node	1.0	-15%
26965	Crying Jelly	0.75	-14%
26966	Connected Clusters	0.0	-11%
26967	Floppy Jelly	1.0	-15%
26968	Floppy Bio-Anomaly	1.0	-15%
26969	Connected Coils	0.25	-12%
26970	Crying Tendril	1.0	-15%
26971	Floppy Bio-Anomaly	1.0	-15%
26972	Connected Bio-Anomaly	1.0	-15%
26973	Floppy Brain Node	1.0	-15%
26974	Humming Membrane	0.75	-14%
26975	Floppy Brain Node	1.0	-15%
26976	Gelatinous Tendril	1.0	-15%
26977	Floppy Membrane	1.0	-15%
26978	Connected Tendril	1.0	-15%
26979	Humming Jelly	1.0	-15%
26980	Humming Jelly	0.75	-14%
26981	Connected Clusters	0.75	-14%
26982	Floppy Clusters	1.0	-15%
26983	Crying Coils	1.0	-15%
26984	Crying Brain Node	0.75	-14%
26985	Humming Clusters	1.0	-15%
26986	Gelatinous Coils	1.0	-15%
26987	Gelatinous Jelly	1.0	-15%
26988	Humming Brain Node	1.0	-15%
26989	Connected Jelly	1.0	-15%
26990	Floppy Brain Node	1.0	-15%
26991	Humming Lobes	1.0	-15%
26992	Connected Bio-Anomaly	1.0	-15%
26993	Connected Jelly	1.0	-15%
26994	Gelatinous Bio-Anomaly	0.75	-14%
26995	Humming Brain Node	0.75	-14%
26996	Humming Lobes	0.0	-11%
26997	Humming Clusters	0.75	-14%
26998	Crying Brain Node	1.0	-15%
26999	Crying Brain Node	0.0	-11%
27000	Crying Membrane	0.5	-13%
27001	Crying Lobes	1.0	-15%
27002	Crying Membrane	0.5	-13%
27003	Crying Bio-Anomaly	0.0	-11%
27004	Gelatinous Coils	1.0	-15%
27005	Humming Coils	0.0	-11%
27006	Connected Brain Node	1.0	-15%
27007	Humming Coils	1.0	-15%
27008	Gelatinous Brain Node	1.0	-15%
27009	Gelatinous Nodules	1.0	-15%
27010	Floppy Nodules	0.75	-14%
27011	Humming Brain Node	1.0	-15%
27012	Floppy Membrane	0.75	-14%
27013	Floppy Lobes	0.5	-13%
27014	Humming Clusters	0.0	-11%
27015	Humming Clusters	0.5	-13%
27016	Connected Membrane	1.0	-15%
27017	Gelatinous Lobes	1.0	-15%
27018	Floppy Membrane	1.0	-15%
27019	Floppy Lobes	1.0	-15%
27020	Humming Clusters	1.0	-15%
27021	Floppy Coils	0.5	-13%
27022	Floppy Membrane	1.0	-15%
27023	Floppy Brain Node	0.5	-13%
27024	Floppy Coils	1.0	-15%
27025	Humming Jelly	1.0	-15%
27026	Connected Membrane	1.0	-15%
27027	Humming Brain Node	1.0	-15%
27028	Connected Brain Node	1.0	-15%
27029	Humming Jelly	1.0	-15%
27030	Humming Membrane	0.25	-12%
27031	Crying Membrane	1.0	-15%
27032	Crying Membrane	1.0	-15%
27033	Gelatinous Tendril	1.0	-15%
27034	Gelatinous Bio-Anomaly	1.0	-15%
27035	Crying Coils	0.25	-12%
27036	Crying Lobes	1.0	-15%
27037	Crying Lobes	1.0	-15%
27038	Connected Coils	0.5	-13%
27039	Connected Tendril	0.5	-13%
27040	Crying Bio-Anomaly	1.0	-15%
27041	Connected Tendril	0.75	-14%
27042	Connected Tendril	0.25	-12%
27043	Humming Brain Node	0.5	-13%
27044	Connected Bio-Anomaly	1.0	-15%
27045	Gelatinous Brain Node	0.75	-14%
27046	Crying Brain Node	1.0	-15%
27047	Connected Brain Node	1.0	-15%
27048	Connected Tendril	1.0	-15%
27049	Connected Coils	1.0	-15%
27050	Gelatinous Brain Node	0.25	-12%
27051	Crying Lobes	1.0	-15%
27052	Floppy Coils	1.0	-15%
27053	Floppy Bio-Anomaly	1.0	-15%
27054	Crying Coils	1.0	-15%
27055	Connected Lobes	1.0	-15%
27056	Humming Membrane	1.0	-15%
27057	Humming Bio-Anomaly	1.0	-15%
27058	Connected Tendril	1.0	-15%
27059	Connected Nodules	1.0	-15%
27060	Floppy Coils	1.0	-15%
27061	Humming Bio-Anomaly	1.0	-15%
27062	Connected Jelly	1.0	-15%
27063	Floppy Brain Node	1.0	-15%
27064	Connected Clusters	1.0	-15%
27065	Crying Bio-Anomaly	1.0	-15%
27066	Floppy Brain Node	1.0	-15%
27067	Connected Brain Node	1.0	-15%
27068	Floppy Membrane	0.75	-14%
27069	Humming Brain Node	1.0	-15%
27070	Gelatinous Brain Node	0.0	-11%
27071	Connected Coils	1.0	-15%
27072	Connected Lobes	1.0	-15%
27073	Connected Brain Node	1.0	-15%
27074	Floppy Jelly	1.0	-15%
27075	Gelatinous Nodules	1.0	-15%
27076	Floppy Coils	0.5	-13%
27077	Connected Coils	0.75	-14%
27078	Gelatinous Coils	0.5	-13%
27079	Crying Brain Node	1.0	-15%
27080	Humming Lobes	1.0	-15%
27081	Crying Coils	1.0	-15%
27082	Connected Brain Node	1.0	-15%
27083	Gelatinous Membrane	1.0	-15%
27084	Gelatinous Lobes	0.75	-14%
27085	Crying Lobes	0.75	-14%
27086	Crying Coils	0.25	-12%
27087	Crying Jelly	0.5	-13%
27088	Crying Nodules	1.0	-15%
27089	Gelatinous Brain Node	0.25	-12%
27090	Connected Jelly	0.75	-14%
27091	Connected Tendril	0.5	-13%
27092	Floppy Lobes	1.0	-15%
27093	Floppy Nodules	1.0	-15%
27094	Connected Lobes	1.0	-15%
27095	Humming Nodules	1.0	-15%
27096	Gelatinous Brain Node	0.25	-12%
27097	Connected Nodules	0.0	-11%
27098	Connected Membrane	1.0	-15%
27099	Humming Brain Node	0.0	-11%
27100	Connected Brain Node	0.75	-14%
27101	Connected Bio-Anomaly	1.0	-15%
27102	Crying Coils	1.0	-15%
27103	Crying Nodules	1.0	-15%
27104	Floppy Coils	1.0	-15%
27105	Humming Membrane	0.0	-11%
27106	Humming Membrane	0.25	-12%
27107	Humming Brain Node	1.0	-15%
27108	Crying Brain Node	1.0	-15%
27109	Gelatinous Coils	0.0	-11%
27110	Gelatinous Bio-Anomaly	0.5	-13%
27111	Gelatinous Lobes	0.0	-11%
27112	Floppy Coils	0.25	-12%
27113	Gelatinous Tendril	0.75	-14%
27114	Humming Membrane	1.0	-15%
27115	Floppy Membrane	1.0	-15%
27116	Floppy Jelly	0.0	-11%
27117	Gelatinous Brain Node	1.0	-15%
27118	Humming Brain Node	0.5	-13%
27119	Humming Coils	1.0	-15%
27120	Crying Clusters	1.0	-15%
27121	Floppy Clusters	1.0	-15%
27122	Connected Coils	0.75	-14%
27123	Floppy Nodules	1.0	-15%
27124	Crying Brain Node	1.0	-15%
27125	Connected Membrane	1.0	-15%
27126	Humming Coils	1.0	-15%
27127	Floppy Membrane	0.0	-11%
27128	Gelatinous Jelly	1.0	-15%
27129	Gelatinous Bio-Anomaly	1.0	-15%
27130	Gelatinous Lobes	1.0	-15%
27131	Gelatinous Membrane	1.0	-15%
27132	Floppy Nodules	0.0	-11%
27133	Connected Jelly	1.0	-15%
27134	Humming Brain Node	1.0	-15%
27135	Connected Brain Node	1.0	-15%
27136	Humming Bio-Anomaly	0.5	-13%
27137	Humming Tendril	1.0	-15%
27138	Humming Coils	1.0	-15%
27139	Floppy Membrane	1.0	-15%
27140	Humming Tendril	1.0	-15%
27141	Connected Lobes	1.0	-15%
27142	Gelatinous Coils	1.0	-15%
27143	Floppy Jelly	1.0	-15%
27144	Crying Tendril	1.0	-15%
27145	Humming Lobes	1.0	-15%
27146	Gelatinous Brain Node	0.0	-11%
27147	Floppy Membrane	0.5	-13%
27148	Humming Clusters	0.0	-11%
27149	Connected Jelly	0.75	-14%
27150	Humming Brain Node	1.0	-15%
27151	Connected Bio-Anomaly	0.25	-12%
27152	Floppy Brain Node	0.5	-13%
27153	Humming Brain Node	0.25	-12%
27154	Gelatinous Tendril	1.0	-15%
27155	Floppy Tendril	1.0	-15%
27156	Gelatinous Membrane	1.0	-15%
27157	Floppy Nodules	0.5	-13%
27158	Connected Jelly	1.0	-15%
27159	Humming Tendril	1.0	-15%
27160	Gelatinous Lobes	0.0	-11%
27161	Humming Bio-Anomaly	0.25	-12%
27162	Humming Nodules	1.0	-15%
27163	Gelatinous Bio-Anomaly	1.0	-15%
27164	Crying Brain Node	1.0	-15%
27165	Crying Bio-Anomaly	1.0	-15%
27166	Floppy Brain Node	1.0	-15%
27167	Floppy Brain Node	1.0	-15%
27168	Humming Membrane	1.0	-15%
27169	Humming Jelly	1.0	-15%
27170	Crying Coils	0.25	-12%
27171	Gelatinous Brain Node	1.0	-15%
27172	Connected Tendril	1.0	-15%
27173	Connected Membrane	1.0	-15%
27174	Crying Brain Node	1.0	-15%
27175	Floppy Lobes	0.5	-13%
27176	Connected Jelly	1.0	-15%
27177	Humming Brain Node	0.75	-14%
27178	Connected Bio-Anomaly	1.0	-15%
27179	Connected Nodules	1.0	-15%
27180	Humming Nodules	1.0	-15%
27181	Connected Brain Node	0.25	-12%
27182	Humming Clusters	1.0	-15%
27183	Humming Tendril	0.75	-14%
27184	Floppy Bio-Anomaly	1.0	-15%
27185	Connected Brain Node	0.5	-13%
27186	Crying Jelly	1.0	-15%
27187	Connected Clusters	0.75	-14%
27188	Floppy Brain Node	0.75	-14%
27189	Gelatinous Coils	1.0	-15%
27190	Connected Nodules	0.75	-14%
27191	Connected Membrane	1.0	-15%
27192	Connected Clusters	1.0	-15%
27193	Connected Bio-Anomaly	0.25	-12%
27194	Gelatinous Coils	1.0	-15%
27195	Humming Bio-Anomaly	1.0	-15%
27196	Connected Coils	1.0	-15%
27197	Crying Brain Node	0.25	-12%
27198	Floppy Jelly	1.0	-15%
27199	Humming Membrane	0.25	-12%
27200	Crying Jelly	1.0	-15%
27201	Gelatinous Brain Node	0.0	-11%
27202	Connected Nodules	0.75	-14%
27203	Floppy Brain Node	1.0	-15%
27204	Gelatinous Jelly	1.0	-15%
27205	Crying Tendril	1.0	-15%
27206	Floppy Jelly	1.0	-15%
27207	Connected Brain Node	0.75	-14%
27208	Gelatinous Brain Node	1.0	-15%
27209	Floppy Brain Node	0.25	-12%
27210	Gelatinous Tendril	1.0	-15%
27211	Humming Bio-Anomaly	0.0	-11%
27212	Crying Bio-Anomaly	0.25	-12%
27213	Gelatinous Membrane	0.0	-11%
27214	Floppy Clusters	1.0	-15%
27215	Humming Bio-Anomaly	1.0	-15%
27216	Humming Coils	0.5	-13%
27217	Floppy Brain Node	0.25	-12%
27218	Crying Jelly	0.5	-13%
27219	Crying Coils	1.0	-15%
27220	Floppy Tendril	1.0	-15%
27221	Gelatinous Jelly	1.0	-15%
27222	Crying Jelly	0.5	-13%
27223	Crying Coils	1.0	-15%
27224	Crying Coils	1.0	-15%
27225	Connected Lobes	1.0	-15%
27226	Connected Bio-Anomaly	0.25	-12%
27227	Humming Coils	0.25	-12%
27228	Gelatinous Bio-Anomaly	1.0	-15%
27229	Connected Bio-Anomaly	1.0	-15%
27230	Floppy Nodules	1.0	-15%
27231	Connected Bio-Anomaly	0.75	-14%
27232	Crying Nodules	1.0	-15%
27233	Crying Nodules	1.0	-15%
27234	Crying Clusters	1.0	-15%
27235	Floppy Nodules	1.0	-15%
27236	Humming Membrane	0.0	-11%
27237	Crying Brain Node	1.0	-15%
27238	Gelatinous Nodules	1.0	-15%
27239	Connected Coils	0.5	-13%
27240	Floppy Coils	1.0	-15%
27241	Humming Brain Node	1.0	-15%
27242	Floppy Nodules	0.25	-12%
27243	Humming Tendril	1.0	-15%
27244	Gelatinous Nodules	1.0	-15%
27245	Gelatinous Tendril	1.0	-15%
27246	Connected Nodules	0.5	-13%
27247	Gelatinous Bio-Anomaly	0.0	-11%
27248	Gelatinous Tendril	1.0	-15%
27249	Crying Coils	1.0	-15%
27250	Humming Brain Node	1.0	-15%
27251	Gelatinous Nodules	0.25	-12%
27252	Crying Brain Node	1.0	-15%
27253	Crying Jelly	1.0	-15%
27254	Humming Brain Node	1.0	-15%
27255	Connected Brain Node	1.0	-15%
27256	Humming Lobes	1.0	-15%
27257	Crying Clusters	1.0	-15%
27258	Humming Bio-Anomaly	1.0	-15%
27259	Humming Tendril	1.0	-15%
27260	Humming Membrane	0.5	-13%
27261	Connected Tendril	1.0	-15%
27262	Crying Lobes	0.75	-14%
27263	Floppy Jelly	1.0	-15%
27264	Floppy Bio-Anomaly	0.75	-14%
27265	Connected Brain Node	0.0	-11%
27266	Gelatinous Lobes	0.75	-14%
27267	Humming Coils	1.0	-15%
27268	Humming Nodules	0.25	-12%
27269	Floppy Clusters	0.25	-12%
27270	Humming Membrane	0.25	-12%
27271	Floppy Nodules	1.0	-15%
27272	Connected Jelly	1.0	-15%
27273	Crying Lobes	0.25	-12%
27274	Crying Membrane	1.0	-15%
27275	Floppy Lobes	1.0	-15%
27276	Crying Brain Node	0.0	-11%
27277	Gelatinous Tendril	1.0	-15%
27278	Crying Clusters	1.0	-15%
27279	Floppy Lobes	1.0	-15%
27280	Gelatinous Tendril	0.5	-13%
27281	Gelatinous Brain Node	1.0	-15%
27282	Floppy Clusters	1.0	-15%
27283	Gelatinous Tendril	1.0	-15%
27284	Connected Clusters	1.0	-15%
27285	Crying Brain Node	1.0	-15%
27286	Humming Lobes	1.0	-15%
27287	Floppy Bio-Anomaly	1.0	-15%
27288	Gelatinous Tendril	1.0	-15%
27289	Connected Tendril	1.0	-15%
27290	Connected Brain Node	1.0	-15%
27291	Gelatinous Lobes	1.0	-15%
27292	Crying Bio-Anomaly	1.0	-15%
27293	Crying Lobes	0.75	-14%
27294	Gelatinous Bio-Anomaly	1.0	-15%
27295	Floppy Tendril	0.75	-14%
27296	Gelatinous Brain Node	1.0	-15%
27297	Humming Tendril	1.0	-15%
27298	Gelatinous Lobes	1.0	-15%
27299	Connected Jelly	1.0	-15%
27300	Floppy Nodules	0.0	-11%
27301	Gelatinous Membrane	1.0	-15%
27302	Crying Nodules	1.0	-15%
27303	Crying Lobes	1.0	-15%
27304	Connected Brain Node	0.75	-14%
27305	Floppy Brain Node	1.0	-15%
27306	Gelatinous Brain Node	0.75	-14%
27307	Floppy Clusters	1.0	-15%
27308	Crying Brain Node	0.75	-14%
27309	Crying Membrane	1.0	-15%
27310	Connected Brain Node	0.75	-14%
27311	Floppy Tendril	0.5	-13%
27312	Humming Nodules	0.75	-14%
27313	Crying Lobes	1.0	-15%
27314	Gelatinous Brain Node	0.0	-11%
27315	Crying Nodules	0.75	-14%
27316	Floppy Lobes	0.0	-11%
27317	Floppy Bio-Anomaly	1.0	-15%
27318	Humming Lobes	0.5	-13%
27319	Crying Bio-Anomaly	1.0	-15%
27320	Floppy Lobes	1.0	-15%
27321	Connected Coils	1.0	-15%
27322	Crying Membrane	1.0	-15%
27323	Gelatinous Lobes	1.0	-15%
27324	Floppy Coils	1.0	-15%
27325	Crying Lobes	1.0	-15%
27326	Connected Membrane	0.0	-11%
27327	Floppy Brain Node	1.0	-15%
27328	Connected Jelly	0.75	-14%
27329	Connected Membrane	1.0	-15%
27330	Humming Brain Node	1.0	-15%
27331	Connected Lobes	0.5	-13%
27332	Humming Coils	1.0	-15%
27333	Gelatinous Lobes	0.0	-11%
27334	Humming Clusters	0.5	-13%
27335	Crying Tendril	1.0	-15%
27336	Connected Nodules	1.0	-15%
27337	Floppy Nodules	0.75	-14%
27338	Floppy Nodules	0.75	-14%
27339	Connected Clusters	0.0	-11%
27340	Connected Coils	0.0	-11%
27341	Humming Brain Node	1.0	-15%
27342	Crying Brain Node	0.75	-14%
27343	Floppy Bio-Anomaly	1.0	-15%
27344	Crying Bio-Anomaly	1.0	-15%
27345	Crying Tendril	1.0	-15%
27346	Floppy Brain Node	1.0	-15%
27347	Crying Clusters	1.0	-15%
27348	Gelatinous Clusters	0.75	-14%
27349	Crying Membrane	1.0	-15%
27350	Crying Lobes	0.75	-14%
27351	Gelatinous Tendril	1.0	-15%
27352	Gelatinous Membrane	1.0	-15%
27353	Connected Brain Node	1.0	-15%
27354	Humming Tendril	1.0	-15%
27355	Floppy Coils	1.0	-15%
27356	Floppy Lobes	1.0	-15%
27357	Humming Clusters	1.0	-15%
27358	Floppy Jelly	1.0	-15%
27359	Connected Tendril	1.0	-15%
27360	Gelatinous Nodules	1.0	-15%
27361	Gelatinous Bio-Anomaly	1.0	-15%
27362	Connected Brain Node	1.0	-15%
27363	Gelatinous Brain Node	0.5	-13%
27364	Floppy Clusters	0.5	-13%
27365	Connected Coils	1.0	-15%
27366	Gelatinous Nodules	1.0	-15%
27367	Gelatinous Membrane	0.75	-14%
27368	Crying Membrane	0.25	-12%
27369	Crying Bio-Anomaly	1.0	-15%
27370	Humming Jelly	1.0	-15%
27371	Humming Membrane	1.0	-15%
27372	Humming Membrane	0.75	-14%
27373	Gelatinous Bio-Anomaly	0.75	-14%
27374	Gelatinous Coils	0.75	-14%
27375	Crying Membrane	0.0	-11%
27376	Gelatinous Nodules	1.0	-15%
27377	Floppy Jelly	0.75	-14%
27378	Gelatinous Tendril	0.75	-14%
27379	Connected Nodules	0.25	-12%
27380	Humming Membrane	1.0	-15%
27381	Floppy Nodules	1.0	-15%
27382	Connected Jelly	1.0	-15%
27383	Connected Tendril	1.0	-15%
27384	Gelatinous Nodules	1.0	-15%
27385	Humming Brain Node	1.0	-15%
27386	Connected Lobes	0.25	-12%
27387	Humming Membrane	1.0	-15%
27388	Crying Jelly	1.0	-15%
27389	Connected Coils	1.0	-15%
27390	Gelatinous Bio-Anomaly	1.0	-15%
27391	Connected Coils	0.5	-13%
27392	Floppy Clusters	0.75	-14%
27393	Humming Brain Node	1.0	-15%
27394	Floppy Jelly	1.0	-15%
27395	Humming Jelly	1.0	-15%
27396	Connected Brain Node	1.0	-15%
27397	Humming Nodules	0.0	-11%
27398	Crying Coils	1.0	-15%
27399	Floppy Nodules	1.0	-15%
27400	Humming Membrane	1.0	-15%
27401	Gelatinous Clusters	0.5	-13%
27402	Crying Clusters	0.75	-14%
27403	Crying Tendril	0.75	-14%
27404	Crying Coils	1.0	-15%
27405	Connected Jelly	1.0	-15%
27406	Humming Lobes	0.5	-13%
27407	Humming Clusters	1.0	-15%
27408	Humming Brain Node	1.0	-15%
27409	Crying Clusters	1.0	-15%
27410	Crying Nodules	1.0	-15%
27411	Crying Clusters	0.5	-13%
27412	Gelatinous Clusters	1.0	-15%
27413	Crying Lobes	0.5	-13%
27414	Connected Brain Node	1.0	-15%
27415	Humming Membrane	1.0	-15%
27416	Connected Membrane	0.5	-13%
27417	Crying Jelly	1.0	-15%
27418	Gelatinous Brain Node	1.0	-15%
27419	Connected Nodules	1.0	-15%
27420	Crying Nodules	1.0	-15%
27421	Crying Bio-Anomaly	0.5	-13%
27422	Connected Jelly	1.0	-15%
27423	Crying Tendril	1.0	-15%
27424	Connected Nodules	1.0	-15%
27425	Humming Brain Node	1.0	-15%
27426	Floppy Lobes	0.5	-13%
27427	Floppy Brain Node	0.25	-12%
27428	Connected Brain Node	1.0	-15%
27429	Connected Brain Node	0.25	-12%
27430	Floppy Clusters	1.0	-15%
27431	Humming Brain Node	0.75	-14%
27432	Floppy Membrane	0.75	-14%
27433	Gelatinous Clusters	1.0	-15%
27434	Floppy Clusters	1.0	-15%
27435	Connected Lobes	1.0	-15%
27436	Connected Brain Node	1.0	-15%
27437	Connected Brain Node	0.75	-14%
27438	Connected Nodules	1.0	-15%
27439	Gelatinous Nodules	1.0	-15%
27440	Humming Jelly	1.0	-15%
27441	Floppy Clusters	0.75	-14%
27442	Gelatinous Tendril	1.0	-15%
27443	Gelatinous Lobes	1.0	-15%
27444	Gelatinous Clusters	0.75	-14%
27445	Connected Bio-Anomaly	1.0	-15%
27446	Floppy Lobes	0.0	-11%
27447	Floppy Brain Node	0.25	-12%
27448	Floppy Membrane	1.0	-15%
27449	Gelatinous Membrane	0.5	-13%
27450	Gelatinous Bio-Anomaly	1.0	-15%
27451	Gelatinous Bio-Anomaly	1.0	-15%
27452	Connected Membrane	0.5	-13%
27453	Floppy Nodules	1.0	-15%
27454	Floppy Clusters	1.0	-15%
27455	Connected Membrane	1.0	-15%
27456	Humming Membrane	1.0	-15%
27457	Connected Coils	1.0	-15%
27458	Humming Tendril	0.25	-12%
27459	Floppy Brain Node	1.0	-15%
27460	Gelatinous Bio-Anomaly	0.5	-13%
27461	Humming Jelly	1.0	-15%
27462	Connected Coils	1.0	-15%
27463	Gelatinous Bio-Anomaly	1.0	-15%
27464	Humming Brain Node	1.0	-15%
27465	Connected Nodules	1.0	-15%
27466	Connected Coils	1.0	-15%
27467	Crying Nodules	1.0	-15%
27468	Connected Membrane	0.5	-13%
27469	Crying Jelly	0.0	-11%
27470	Humming Tendril	0.75	-14%
27471	Gelatinous Clusters	0.75	-14%
27472	Gelatinous Tendril	1.0	-15%
27473	Floppy Lobes	0.75	-14%
27474	Connected Lobes	1.0	-15%
27475	Floppy Clusters	1.0	-15%
27476	Humming Nodules	1.0	-15%
27477	Crying Bio-Anomaly	0.75	-14%
27478	Humming Brain Node	1.0	-15%
27479	Connected Coils	1.0	-15%
27480	Gelatinous Coils	1.0	-15%
27481	Crying Brain Node	1.0	-15%
27482	Humming Brain Node	1.0	-15%
27483	Humming Jelly	1.0	-15%
27484	Connected Brain Node	0.5	-13%
27485	Humming Coils	0.25	-12%
27486	Connected Jelly	1.0	-15%
27487	Floppy Bio-Anomaly	1.0	-15%
27488	Crying Lobes	1.0	-15%
27489	Floppy Bio-Anomaly	0.5	-13%
27490	Humming Membrane	1.0	-15%
27491	Gelatinous Membrane	1.0	-15%
27492	Floppy Brain Node	0.5	-13%
27493	Gelatinous Tendril	1.0	-15%
27494	Humming Brain Node	0.25	-12%
27495	Humming Clusters	1.0	-15%
27496	Floppy Membrane	0.25	-12%
27497	Humming Membrane	1.0	-15%
27498	Connected Bio-Anomaly	1.0	-15%
27499	Floppy Membrane	1.0	-15%
27500	Connected Clusters	0.25	-12%
27501	Gelatinous Lobes	1.0	-15%
27502	Floppy Brain Node	0.0	-11%
27503	Crying Coils	1.0	-15%
27504	Gelatinous Nodules	1.0	-15%
27505	Humming Lobes	1.0	-15%
27506	Crying Coils	1.0	-15%
27507	Gelatinous Brain Node	1.0	-15%
27508	Connected Lobes	1.0	-15%
27509	Connected Brain Node	0.0	-11%
27510	Floppy Brain Node	1.0	-15%
27511	Floppy Brain Node	1.0	-15%
27512	Gelatinous Nodules	1.0	-15%
27513	Connected Brain Node	0.0	-11%
27514	Connected Brain Node	1.0	-15%
27515	Gelatinous Brain Node	1.0	-15%
27516	Connected Jelly	0.25	-12%
27517	Floppy Brain Node	1.0	-15%
27518	Humming Brain Node	0.75	-14%
27519	Crying Nodules	1.0	-15%
27520	Connected Lobes	0.0	-11%
27521	Crying Tendril	0.75	-14%
27522	Gelatinous Coils	0.5	-13%
27523	Connected Tendril	1.0	-15%
27524	Connected Bio-Anomaly	1.0	-15%
27525	Floppy Coils	1.0	-15%
27526	Humming Brain Node	1.0	-15%
27527	Humming Tendril	1.0	-15%
27528	Floppy Nodules	1.0	-15%
27529	Humming Brain Node	0.75	-14%
27530	Humming Jelly	1.0	-15%
27531	Gelatinous Nodules	0.0	-11%
27532	Floppy Jelly	1.0	-15%
27533	Floppy Bio-Anomaly	0.75	-14%
27534	Gelatinous Brain Node	0.25	-12%
27535	Floppy Nodules	1.0	-15%
27536	Floppy Brain Node	0.25	-12%
27537	Floppy Brain Node	0.25	-12%
27538	Connected Membrane	0.5	-13%
27539	Connected Brain Node	1.0	-15%
27540	Humming Membrane	0.25	-12%
27541	Floppy Brain Node	1.0	-15%
27542	Humming Bio-Anomaly	0.5	-13%
27543	Connected Bio-Anomaly	1.0	-15%
27544	Connected Tendril	0.75	-14%
27545	Connected Membrane	1.0	-15%
27546	Crying Coils	1.0	-15%
27547	Gelatinous Lobes	0.0	-11%
27548	Connected Lobes	0.0	-11%
27549	Crying Brain Node	1.0	-15%
27550	Connected Clusters	1.0	-15%
27551	Connected Coils	1.0	-15%
27552	Humming Clusters	1.0	-15%
27553	Connected Coils	0.75	-14%
27554	Crying Membrane	1.0	-15%
27555	Gelatinous Brain Node	1.0	-15%
27556	Humming Membrane	1.0	-15%
27557	Gelatinous Jelly	1.0	-15%
27558	Crying Tendril	1.0	-15%
27559	Connected Bio-Anomaly	1.0	-15%
27560	Gelatinous Lobes	1.0	-15%
27561	Humming Clusters	1.0	-15%
27562	Connected Brain Node	0.75	-14%
27563	Connected Membrane	1.0	-15%
